Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Gulf Coast,Kodiak Island Borough,Kodiak,8,1,0,3,4,0,0,0,8,60,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Cordova,5,0,0,3,2,0,0,1,4,61,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,2,10,0,0,1,11,62,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,18,1,2,0,15,0,0,1,17,63,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,64,Non-Resident,0
Interior,Denali Borough,Other,1,0,0,0,1,0,0,0,1,65,Non-Resident,1
Interior,Fairbanks North Star Borough,Fairbanks,29,0,7,6,16,0,0,6,23,66,Non-Resident,2
Interior,Fairbanks North Star Borough,North Pole,1,0,0,0,1,0,0,0,1,67,Non-Resident,0
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,7,0,5,0,0,6,6,68,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,0,1,0,0,0,1,69,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,70,Non-Resident,0
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,71,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,1,0,0,0,0,1,72,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,73,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,74,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,10,2,0,2,6,0,0,3,7,75,Non-Resident,1
Southeast,Ketchikan Gateway Borough,Ketchikan,11,1,2,7,1,0,0,7,4,76,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,4,1,0,1,2,0,0,1,3,77,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,78,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,9,0,1,2,6,0,0,3,6,79,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,6,0,0,4,2,0,0,4,2,80,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,81,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,82,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,11,0,0,3,8,0,0,3,8,83,Non-Resident,6
Southwest,Bethel Census Area,Bethel,2,0,0,2,0,0,0,2,0,84,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,58,5,4,17,32,0,0,8,50,85,Non-Resident,1
Southwest,Dillingham Census Area,Dillingham,21,0,1,2,18,0,0,3,18,86,Non-Resident,0
Unknown,Unknown,Unknown,7,0,0,2,5,0,0,0,7,87,Non-Resident,1
