wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-19,,18,24,,,18,24,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,10805099999,58.732225,14.833333,6,19,0,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,140,140,433,,,73,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-20,,13,30,,,31,54,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,92,232,500,,,91,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-21,,20,39,,,51,93,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,83,315,509,,,94,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-22,,16,13,,,67,106,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,50,365,530,,,90,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-23,,22,14,,,89,120,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,141,506,620,,,98,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-24,,33,42,,,122,162,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,179,685,708,,,96,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-25,,52,54,,,174,216,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,10805099999,58.732225,7.4444444,2,10,0,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,201,886,797,,,105,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-26,,33,49,,,207,265,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,10805099999,58.732225,6.2222222,0,11,0,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,177,1063,871,,,115,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-27,,22,37,,,229,302,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,160,1223,954,,,124,,,
Q12722,,FR,France,GES,Grand Est,68,Haut-Rhin,FR,FRA,2,2020-03-28,,36,76,,,265,378,,,,,,,,,,,7403,47.964167,7.319722,,3525,,,,,,,,,,4748,19054,23431,24386,24332,24397,23351,24126,24735,24155,27035,26566,26715,24999,23875,21828,14690,32326,4940,19812,24515,25359,25556,24652,23071,23100,24491,23891,26890,26399,25464,23813,22536,19541,11731,17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873,143,1366,944,,,127,,,
