Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Matanuska-Susitna,Matanuska-Susitna Borough,Other,4,0,0,1,3,0,0,1,3,27,Alaska Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Palmer,50,13,6,3,28,2,0,15,35,28,Alaska Resident,1
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,79,16,19,3,41,3,2,27,50,29,Alaska Resident,4
Matanuska-Susitna,Matanuska-Susitna Borough,Willow,10,3,1,0,6,1,0,2,8,30,Alaska Resident,0
Northern,Nome Census Area,Nome,10,3,0,1,6,0,0,4,6,31,Alaska Resident,0
Northern,Nome Census Area,Other,5,1,0,0,4,0,0,0,5,32,Alaska Resident,0
Northern,North Slope Borough,Other,4,2,0,0,2,1,0,1,3,33,Alaska Resident,0
Northern,North Slope Borough,Utqiagvik,1,0,0,0,1,0,0,0,1,34,Alaska Resident,1
Northern,Northwest Arctic Borough,Kotzebue,1,1,0,0,0,0,0,1,0,35,Alaska Resident,0
Northern,Northwest Arctic Borough,Other,6,3,1,1,1,0,0,3,3,36,Alaska Resident,1
Southeast,Haines Borough,Haines,2,2,0,0,0,0,0,1,1,37,Alaska Resident,0
Southeast,Juneau City and Borough,Douglas,2,2,0,0,0,0,0,2,0,38,Alaska Resident,0
Southeast,Juneau City and Borough,Juneau,49,8,26,6,9,8,2,37,10,39,Alaska Resident,0
Southeast,Ketchikan Gateway Borough,Ketchikan,22,0,14,6,2,2,0,17,5,40,Alaska Resident,0
Southeast,Ketchikan Gateway Borough,Other,1,0,0,0,1,0,0,1,0,41,Alaska Resident,0
Southeast,Petersburg Borough,Petersburg,6,2,0,2,2,1,1,3,2,42,Alaska Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,2,1,0,1,0,0,0,2,0,43,Alaska Resident,0
Southeast,Sitka City and Borough,Sitka,13,6,4,2,1,0,0,11,2,44,Alaska Resident,0
Southeast,Wrangell City and Borough,Wrangell,3,1,1,1,0,0,0,1,2,45,Alaska Resident,0
Southwest,Aleutians West Census Area,Unalaska,1,0,0,0,1,0,0,0,1,46,Alaska Resident,0
Southwest,Bethel Census Area,Bethel,8,2,1,1,4,0,0,1,7,47,Alaska Resident,1
Southwest,Bethel Census Area,Other,8,3,1,0,4,1,0,2,6,48,Alaska Resident,1
Southwest,Bristol Bay plus Lake and Peninsula,Other,5,2,1,0,2,1,0,2,3,49,Alaska Resident,2
Southwest,Kusilvak Census Area,Other,2,0,0,0,2,0,0,0,2,50,Alaska Resident,0
Anchorage,Anchorage Municipality,Anchorage,71,1,3,43,23,0,0,25,46,51,Non-Resident,8
Anchorage,Anchorage Municipality,Eagle River,1,0,0,0,1,0,0,0,1,52,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Homer,2,1,0,1,0,0,0,2,0,53,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Kenai,5,0,2,2,1,0,0,4,1,54,Non-Resident,1
Gulf Coast,Kenai Peninsula Borough,Nikiski,2,0,2,0,0,0,0,2,0,55,Non-Resident,0
Gulf Coast,Kenai Peninsula Borough,Seward,14,1,0,1,12,0,0,0,14,56,Non-Resident,0
Gulf Coast,Kodiak Island Borough,Kodiak,6,1,0,3,2,0,0,0,6,57,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Cordova,5,0,0,3,2,0,0,1,4,58,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,2,10,0,0,1,11,59,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,15,1,1,0,13,0,0,1,14,60,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,61,Non-Resident,0
Interior,Fairbanks North Star Borough,Fairbanks,22,0,6,3,13,0,0,3,19,62,Non-Resident,2
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,3,0,9,0,0,1,11,63,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,0,1,0,0,0,1,64,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,65,Non-Resident,0
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,66,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,0,1,0,0,0,1,67,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,68,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,69,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,6,2,0,2,2,0,0,3,3,70,Non-Resident,0
Southeast,Ketchikan Gateway Borough,Ketchikan,9,1,0,6,2,0,0,6,3,71,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,3,1,0,1,1,0,0,1,2,72,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,73,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,5,0,1,2,2,0,0,3,2,74,Non-Resident,0
Southeast,Wrangell City and Borough,Wrangell,5,0,0,3,2,0,0,2,3,75,Non-Resident,0
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,76,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,77,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,5,0,0,2,3,0,0,3,2,78,Non-Resident,0
Southwest,Bethel Census Area,Bethel,2,0,0,1,1,0,0,1,1,79,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,54,4,4,15,31,0,0,7,47,80,Non-Resident,0
Southwest,Dillingham Census Area,Dillingham,21,0,1,1,19,0,0,2,19,81,Non-Resident,0
Unknown,Unknown,Unknown,13,0,0,1,12,0,0,0,13,82,Non-Resident,0
