key,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area
MX_VER_30126,,19.26038,-96.41292,70,,,
MX_VER_30127,,18.933333333333,-97.133333333333,2281,,,
MX_VER_30128,,19.54277,-97.25833,2425,,,
MX_VER_30129,,21.28333333,-98.36666667,60,228,,
MX_VER_30130,,17.833333333333,-95.816666666667,151,,,
MX_VER_30131,,20.52748,-97.42109,102,,,
MX_VER_30132,,19.637,-97.1,2500,,,
MX_VER_30133,,22.183333333333,-97.833333333333,10,286,,
MX_VER_30134,,19.31278,-96.54812,132,,,
MX_VER_30135,,18.816666666667,-97.066666666667,1205,,,
MX_VER_30136,,19.5922222222222,-96.9819444444445,1751,,,
MX_VER_30137,,18.67428,-97.03851,1791,34,,
MX_VER_30138,,18.83936,-97.12829,1244,,,
MX_VER_30139,,18.366666666667,-95.8,12,,,
MX_VER_30140,,18.783333333333,-97.1,1632,,,
MX_VER_30142,,17.883333333333,-95.133333333333,52,,,
MX_VER_30143,,18.4654,-95.3,300,619,,
MX_VER_30144,,17.883333333333,-94.95,54,,,
MX_VER_30145,,17.962222222222,-94.881388888889,44,,,
MX_VER_30146,,19.2,-96.933333333333,1200,,,
MX_VER_30148,,19.04637,-96.42142,,,,
MX_VER_30149,,18.233333333333,-94.866666666667,613,,,
MX_VER_30150,,21.33333333,-97.81666667,24,418,,
MX_VER_30151,,21.27881,-97.4462,4,985,,
MX_VER_30152,,22.1114627,-97.8011454,20,1027,,
MX_VER_30153,,21.2861,-97.7906,161,146,,
MX_VER_30154,,21.33333333,-97.83333333,68,267,,
MX_VER_30155,,21.35,-98.233333,140,1206,,
MX_VER_30156,,19.7,-97.116666666667,1753,,,
MX_VER_30157,,20.75,-97.633333,80,447,,
MX_VER_30158,,20.38809,-97.02534,32,,,
MX_VER_30159,,18.516666666667,-97.05,2303,,,
MX_VER_30160,,20.9891666666667,-97.7058333333333,53,1138,,
MX_VER_30161,,21.5167,-98.3833,50,1487,,
MX_VER_30162,,19.25,-96.88333333,972,,,
MX_VER_30163,,19.8,-96.916666666667,954,,,
MX_VER_30164,,19.37875,-96.97759,1183,,,
MX_VER_30165,,19.066666666667,-96.85,1131,,,
MX_VER_30166,,19.666666666667,-96.8,1381,,,
MX_VER_30167,,21.14517,-97.85576,401,228,,
MX_VER_30168,,18.716666666667,-97.066666666667,1981,,,
MX_VER_30169,,18.066666666667,-95.7,29,,,
MX_VER_30170,,20.58333333,-98.36666667,500,154,,
MX_VER_30171,,18.616666666667,-97.033333333333,1629,,,
MX_VER_30172,,17.9,-94.816666666667,18,,,
MX_VER_30173,,18.605833333333,-96.6875,420,,,
MX_VER_30174,,18.45,-96.36,53,,,
MX_VER_30175,,20.716944444444,-97.536944444444,105,828,,
MX_VER_30176,,18.233333333333,-95.95,16,,,
MX_VER_30177,,19.666666666667,-97,2303,,,
MX_VER_30178,,18.6167,-95.6667,10,647,,
MX_VER_30179,,19.2,-96.833333333333,767,,,
MX_VER_30180,,20.6217,-98.1994,845,291,,
MX_VER_30181,,18.803055555556,-96.061111111111,24,,,
MX_VER_30182,,19.566666666667,-96.966666666667,1447,,,
MX_VER_30183,,19.96268,-97.21141,446,,,
MX_VER_30184,,18.6,-97.11666667,2253,,,
MX_VER_30185,,18.8,-97.1,1516,,,
MX_VER_30186,,19.02028,-96.99565,1357,19,,
MX_VER_30187,,19.683333333333,-97.916666666667,1959,,,
MX_VER_30188,,19.2167,-96.9667,1121,81,,
MX_VER_30189,,20.94633,-97.42603,10,1062,,
MX_VER_30190,,18.2333,-95.1333,8,169,,
MX_VER_30191,,19.4394444444444,-96.3875,18,124,,
MX_VER_30192,,20.0333,-96.95,93,,,
MX_VER_30193,,19.17781,-96.22776,29,,,
MX_VER_30194,,19.65,-97.2333,2384,79,,
MX_VER_30195,,18.65,-97.15,2138,37,,
MX_VER_30197,,19.866666666667,-96.75,425,,,
MX_VER_30198,,20.49929,-98.33931,1519,264,,
MX_VER_30199,,17.94871,-94.64361,40,22,,
MX_VER_30200,,19.075,-96.6958,593,,,
MX_VER_30201,,18.66673,-96.99707,1301,,,
MX_VER_30202,,20.7667,-98.3333,767,216,,
MX_VER_30204,,18.15,-94.1333,46,,,
MX_VER_30205,,21.766666666667,-98.452777777778,20,357,,
MX_VER_30206,,18.066666666667,-94.416666666667,18,,,
MX_VER_30207,,18.2367,-96.1369,40,378,,
MX_VER_30208,,18.366666666667,-95.75,9,,,
MX_VER_30209,,18.25,-94.766666666667,336,,,
MX_VER_30210,,17.2833,-94.45,38,2600,,
MX_VER_30211,,20.1889,-96.8658,7,106,,
MX_VER_30212,,18.65,-95.73333333,158,,,
MX_YUC,2614435,20.833333333333,-89,30,39612,,
MX_YUC_31001,,20.65,-89.65,21,293,,
MX_YUC_31002,,20.816666666667,-89.45,10,137,,
MX_YUC_31003,,20.266666666667,-89.35,20,76,,
MX_YUC_31004,,21.133333333333,-89.4,10,108,,
MX_YUC_31005,,20.991666666667,-89.175,14,72,,
MX_YUC_31006,,21.216666666667,-88.666666666667,20,654,,
MX_YUC_31007,,20.983333333333,-89.25,10,101,,
MX_YUC_31008,,21,-88.116666666667,28,291,,
MX_YUC_31009,,21.166666666667,-89.066666666667,2,129,,
MX_YUC_31010,,20.416666666667,-89.05,30,356,,
MX_YUC_31011,,20.916666666667,-90.266666666667,9,603,,
MX_YUC_31012,,21.033333333333,-88.583333333333,25,543,,
MX_YUC_31013,,21.083333333333,-89.5,10,63,,
MX_YUC_31014,,20.616666666667,-88.35,30,136,,
MX_YUC_31015,,20.716666666667,-89.35,22,93,,
MX_YUC_31016,,20.2,-89.016666666667,42,115,,
MX_YUC_31017,,20.466666666667,-88.55,30,443,,
MX_YUC_31018,,20.5,-89.483333333333,24,169,,
MX_YUC_31019,,20.733333333333,-87.816666666667,35,1398,,
MX_YUC_31020,,21.15,-89.516666666667,9,44,,
MX_YUC_31021,,20.466666666667,-88.166666666667,30,470,,
MX_YUC_31022,,20.25,-88.533333333333,30,474,,
MX_YUC_31023,,20.75083334,-89.82972223,11,100,,
MX_YUC_31024,,20.466666666667,-89.283333333333,18,84,,
MX_YUC_31025,,20.4,-89.45,19,80,,
MX_YUC_31026,,21.25,-89.35,4,174,,
MX_YUC_31027,,21.283333333333,-89.033333333333,6,208,,
MX_YUC_31028,,21.433333333333,-88.683333333333,8,432,,
MX_YUC_31029,,21.333333333333,-88.75,4,506,,
MX_YUC_31030,,20.816666666667,-88.55,26,310,,
MX_YUC_31031,,21.083333333333,-88.833333333333,20,133,,
MX_YUC_31032,5961486,21.016666666667,-88.35,30,735,,
MX_YUC_31033,,20.55,-90.183333333333,20,586,,
MX_YUC_31034,,20.8,-89.25,11,95,,
MX_YUC_31035,,20.866666666667,-89.15,20,121,,
MX_YUC_31036,,20.683333333333,-89.25,21,200,,
MX_YUC_31037,,20.7,-89.15,12,198,,
MX_YUC_31038,,21.066666666667,-90,8,840,,
MX_YUC_31039,,21.233333333333,-89.466666666667,7,137,,
MX_YUC_31040,,20.9,-89,20,459,,
MX_YUC_31041,5961507,20.9166666666667,-89.5333333333333,10,102,,
MX_YUC_31042,,20.75,-88.9833333333333,20,200,,
MX_YUC_31043,,20.6,-88.4333333333333,30,137,,
MX_YUC_31044,,20.8333333333333,-90.05,3,356,,
MX_YUC_31045,,20.6333333333333,-89.9,8,158,,
MX_YUC_31046,,20.5,-89.3833333333333,20,100,,
MX_YUC_31047,5961515,20.3833333333333,-89.3666666666667,20,127,,
MX_YUC_31048,5961516,20.6,-90.1,30,911,,
MX_YUC_31049,,20.4833333333333,-89.1833333333333,11,94,,
MX_YUC_31050,,20.95,-89.6166666666667,10,883,,
MX_YUC_31051,,21.1333333333333,-89.45,10,47,,
MX_YUC_31052,,21.15,-89.2666666666667,6,321,,
MX_YUC_31053,,20.4666666666667,-89.75,60,397,,
MX_YUC_31054,,21.05,-89.3166666666667,8,72,,
MX_YUC_31055,,20.5333333333333,-89.85,12,259,,
MX_YUC_31056,,20.15,-89.5333333333333,136,863,,
MX_YUC_31057,,21.3333333333333,-88.3,18,665,,
MX_YUC_31058,,20.05,-88.8166666666667,60,1055,,
MX_YUC_31059,,21.216666666667,-89.666666666667,6,772,,
MX_YUC_31060,,20.86861112,-88.6313889,20,103,,
MX_YUC_31061,,21.5333333333333,-88.1166666666667,10,338,,
MX_YUC_31062,,20.5166666666667,-89.6166666666667,21,199,,
MX_YUC_31063,,20.85,-89.9,7,161,,
MX_YUC_31064,,20.7583333333333,-89.2166666666667,10,26,,
MX_YUC_31065,,21.5,-88.3333333333333,9,452,,
MX_YUC_31066,,20.25,-89.7333333333333,79,514,,
MX_YUC_31067,,20.85,-89.3666666666667,10,178,,
MX_YUC_31068,,21.2666666666667,-89.2,8,134,,
MX_YUC_31069,,20.6166666666667,-89,30,546,,
MX_YUC_31070,,21.2,-88.3666666666667,26,307,,
MX_YUC_31071,,20.8,-88.9,30,222,,
MX_YUC_31072,,21.1,-89.15,2,88,,
MX_YUC_31073,,20.25,-88.9,33,241,,
MX_YUC_31074,,20.9,-89.2833333333333,10,102,,
MX_YUC_31075,,20.3833333333333,-89.2166666666667,25,225,,
MX_YUC_31076,,20.6666666666667,-89.45,18,368,,
MX_YUC_31077,,21.0166666666667,-88.85,20,200,,
MX_YUC_31078,,21,-89.1,11,80,,
MX_YUC_31079,,19.9666666666667,-89.3333333333333,172,2768,,
MX_YUC_31080,,20.5666666666667,-89.2666666666667,20,281,,
MX_YUC_31081,,20.5,-88.3833333333333,30,273,,
MX_YUC_31082,,21.2166666666667,-89.25,9,58,,
MX_YUC_31083,,21.3,-89.2833333333333,3,65,,
MX_YUC_31084,,21.1666666666667,-88.8666666666667,14,338,,
MX_YUC_31085,,20.9,-88.05,30,707,,
MX_YUC_31086,,21.0666666666667,-89,9,109,,
MX_YUC_31087,,20.95,-90.05,6,337,,
MX_YUC_31088,,21.0666666666667,-89.0666666666667,9,78,,
MX_YUC_31089,,20.3666666666667,-89.5666666666667,50,340,,
MX_YUC_31090,,20.7666666666667,-89.5333333333333,10,135,,
MX_YUC_31091,,20.7166666666667,-88.4833333333333,28,471,,
MX_YUC_31092,,20.4,-88.3333333333333,30,502,,
MX_YUC_31093,,20.9833333333333,-89.3833333333333,10,172,,
MX_YUC_31094,,20.25,-89.1,30,230,,
MX_YUC_31095,,20.9666666666667,-89.4666666666667,10,71,,
MX_YUC_31096,,21.25,-87.9,40,3885,,
MX_YUC_31097,,20.8833333333333,-88.75,22,413,,
MX_YUC_31098,,19.9166666666667,-89.0333333333333,89,766,,
MX_YUC_31099,,20.75,-88.35,30,188,,
MX_YUC_31100,,21.0666666666667,-89.7833333333333,10,131,,
MX_YUC_31101,,20.85,-89.7666666666667,10,350,,
MX_YUC_31102,,20.6166666666667,-88.1333333333333,31,1077,,
MX_YUC_31103,,20.8,-89.1333333333333,20,111,,
MX_YUC_31104,,20.4833333333333,-88.7833333333333,40,1474,,
MX_YUC_31105,,21.05,-89.45,10,50,,
MX_YUC_31106,,21.2833333333333,-89.1166666666667,4,132,,
MX_ZAC,2399704,23.292777777778,-102.70055555556,2061,75539,,
MX_ZAC_32001,,21,-103,1531,292940000,,
MX_ZAC_32002,,21.387222222222,-102.68222222222,1912,202720000,,
MX_ZAC_32003,,21.7375,-103.475,2193,280,,
MX_ZAC_32006,,24.25,-102.5,2056,449,,
MX_ZAC_32007,,24.52873,-101.29315,1837,2584,,
MX_ZAC_32008,,22,-102,2066,324,,
MX_ZAC_32009,,23.4425,-103.89696,2207,,,
MX_ZAC_32010,,23.171944444444,-102.86083333333,2121,,,
MX_ZAC_32017,,22.752778,-102.507778,2207,773,,
MX_ZAC_32018,,21.75095,-102.89298,1668,372,,
MX_ZAC_32022,,24.316666666667,-103.33333333333,2172,626,,
MX_ZAC_32023,,21.411388888889,-103.11888888889,1245,339,,
MX_ZAC_32027,,24.83427,-101.79248,,,,
MX_ZAC_32031,,22.3,-103.58333333333,2104,1611,,
MX_ZAC_32034,,21.8,-102.76666666667,2297,877,,
MX_ZAC_32036,,22.583333333333,-102.25,,644,,
MX_ZAC_32037,,22.9,-102.55,2042,588,,
MX_ZAC_32042,,23.633333333333,-103.63333333333,2417,3608,,
MX_ZAC_32044,,21,-102,,407,,
MX_ZAC_32045,,21.62739,-103.3284,1763,545,,
MX_ZAC_32047,,21.45,-103.45,1940,,,
MX_ZAC_32048,,21.7815,-103.306,1784,746,,
MX_ZAC_32050,,22.816666666667,-102.95916666667,2226,161,,
MX_ZAC_32051,,23.295,-102.34,2017,6554,,
MX_ZAC_32052,,22.161111111111,-101.95194444444,2142,342,,
MX_ZAC_32053,,22.53995,-101.94797,2140,416,,
MX_ZAC_32054,,22.351666666667,-101.71333333333,2143,366,,
MX_ZAC_32056,,22.73897,-102.66891,2256,,,
MX_ZAC_32057,,22,-102,2110,221,,
MY,2108121,3,108,,330345,312833,15565
MY_01,2939653,1.4872222222222,103.78111111111,1276,19210,,
MY_02,4444908,6.1283333333333,100.36277777778,,9427,,
MY_03,4443571,5.25,102,,15099,,
MY_04,2939673,2.2,102.251,,1720,,
MY_05,2939674,2.75,102.25,,6686,,
MY_06,4444595,3.75,102.5,,35964,,
MY_07,4445131,5.3833305555556,100.25,,1031,,
MY_08,4445076,4.75,101,,21035,,
MY_09,4444918,6.5,100.25,,821,,
MY_10,2932285,3.3333333333333,101.5,,8104,,
MY_11,4444411,4.75,103,,12955,,
MY_12,,5.25,117,4095,76115,,
MY_13,,3.03805556,113.78111111,2423,124450,,
MY_14,,3.1477777777778,101.69527777778,66,244,,
MY_15,,5.3,115.22,,92,,
MY_16,4443881,2.93,101.69,,49000000,,
MZ,195273,-19,35,,786380,769595,2739
MZ_A,,-13.25,36.5,,122827,,
MZ_B,,-19.5,33.25,,62272,,
MZ_G,,-23.75,32.75,,75334,,
MZ_I,,-23,34.5,,68775,,
MZ_L,,-25.5,32.333333333333,,22693,,
MZ_MPM,,-25.915277777778,32.576388888889,47,346770000,,
MZ_N,,-15.25,39.5,,79010,,
MZ_P,,-12.75,39.5,,78778,,
MZ_Q,,-17,37,,103478,,
MZ_S,,-19,34.75,,68018,,
MZ_T,,-15.5,32.5,,98417,,
NA,195266,-23,17,,824290,822303,2468
NC,3407643,-21.25,165.3,,18580,18564,208
NE,192786,17,10,,1267000,,
NF,2574988,-29.033333333333,167.94972222222,,35,,
NG,192787,9,8,,923770,880103,17196
NI,287666,13,-85,,130370,115694,2882
NI_AN,2195034,14.028055555556,-83.380833333333,,32159,,
NI_AS,2195081,12,-83.75,,27407,,
NI_BO,2194862,12.466666666667,-85.666666666667,,4177,,
NI_CA,3634063,11.85,-86.2,,1081,,
NI_CI,2194907,12.616666666667,-87.15,,4822,,
NI_CO,2194866,12.083333333333,-85.4,,6378,,
NI_ES,2194930,13.083333333333,-86.35,,2230,,
NI_GR,3634064,11.933333333333,-85.95,,929,,
NI_JI,2196713,13.083333333333,-86,,9222,,
NI_LE,2194905,12.433333333333,-86.883333333333,,5138,,
NI_MD,2194929,13.483333333333,-86.583333333333,,1602,,
NI_MN,2194897,12.133333333333,-86.25,,3465,,
NI_MS,3634065,11.966666666667,-86.1,,611,,
NI_MT,2194958,12.916666666667,-85.916666666667,,8523,,
NI_NS,2194941,13.756944444444,-86.185,,3123,,
NI_RI,3634066,11.447777777778,-85.571388888889,,2162,,
NI_SJ,2194832,11.309722222222,-84.696666666667,,7541,,
NL,47796,52.316666666667,5.55,,41540,21412,12803
NL_DR,47608,52.9167,6.5833,,2680,,
NL_DR_0106,412268,53,6.55,10,83,,
NL_DR_0109,1380320,52.666666666667,6.75,12,300,,
NL_DR_0114,413536,52.783333333333,6.9,23,346,,
NL_DR_0118,377207,52.716666666667,6.4666666666667,12,192,,
NL_DR_0119,414157,52.703333333333,6.1916666666667,,,,
NL_DR_1680,413319,53,6.75,20,279,,
NL_DR_1681,413426,52.8667,6.85,23,,,
NL_DR_1690,414136,52.6667,6.4167,,,,
NL_DR_1699,410552,53.1333,6.4167,3,,,
NL_DR_1701,413783,52.7667,6.2333,,,,
NL_DR_1730,411985,53.0667,6.5667,6,,,
NL_DR_1731,377545,52.85,6.5,14,346,,
NL_FL,47407,52.533333333333,5.6666666666667,,1419,,
NL_FL_0034,409764,52.375833333333,5.2255555555556,-3,249,,
NL_FL_0050,409828,52.333333333333,5.5166666666667,2,269,,
NL_FL_0171,47436,52.71,5.705,-3,595,,
NL_FL_0184,295078,52.665277777778,5.6058333333333,0,110,,
NL_FL_0303,408114,52.524166666667,5.7125,-2,424,,
NL_FL_0995,409806,52.516666666667,5.4833333333333,-3,765,,
NL_FR,47381,53.166667,5.669444,,5749,,
NL_FR_0059,,53.216666666667,6.1333333333333,2,104,,
NL_FR_0060,,53.4503,5.7536,4,268,,
NL_FR_0072,,53.1736,5.4272,2,25,,
NL_FR_0074,,52.9658,6.0503,1,188,,
NL_FR_0080,162081,53.2,5.7833333333333,3,84,,
NL_FR_0085,47439,52.9875,6.2914,7,226,,
NL_FR_0086,158293,53.0036,6.0664,3,228,,
NL_FR_0088,,53.4892,6.2022,4,191,,
NL_FR_0090,400954,53.1,6.1,1,126,,
NL_FR_0093,6395220,53.4011,5.3314,6,674,,
NL_FR_0096,1741300,53.2583,4.9558,3,36,,
NL_FR_0098,47669,52.883333333333,6,2,,,
NL_FR_0737,385149,53.2,6,1,,,
NL_FR_1891,384840,53.28,5.9831,2,88,,
NL_FR_1900,1357943,53,5.5444,2,842,,
NL_FR_1940,3410689,52.925,5.6833333333333,2,549,,
NL_FR_1949,7857977,53.1875,5.54,,,,
NL_FR_1970,9172186,53.334722222222,6.0472222222222,,516,,
NL_GE,47554,52.0833,5.9167,,5137,,
NL_GE_0197,,51.925,6.5808,31,97,,
NL_GE_0200,,52.2167,5.95,16,341,,
NL_GE_0202,,51.983333333333,5.9166666666667,13,102,,
NL_GE_0203,,52.1333,5.5833,10,177,,
NL_GE_0209,2728491,51.85,5.75,9,47,,
NL_GE_0213,,52.1,6.1666666666667,10,85,,
NL_GE_0214,418901,51.9106,5.3333,5,143,,
NL_GE_0216,,51.94465,5.20946,5,31,,
NL_GE_0221,,52.016666666667,6.1333333333333,13,13,,
NL_GE_0222,,51.966666666667,6.2833333333333,14,80,,
NL_GE_0225,2728546,51.8889,5.6044,,42,,
NL_GE_0226,,51.9472,6.0211,10,35,,
NL_GE_0228,418760,52.05,5.6666666666667,30,319,,
NL_GE_0230,,52.4333,5.85,1,,,
NL_GE_0232,,52.3333,5.9167,13,157,,
NL_GE_0233,,52.3,5.6330555555556,13,87,,
NL_GE_0243,409727,52.350555555556,5.6172222222222,3,48,,
NL_GE_0244,,52.474444444444,6.0697222222222,5,24,,
NL_GE_0246,,52.4,6.0667,7,80,,
NL_GE_0252,,51.7656,5.8433,11,42,,
NL_GE_0262,,52.15,6.4167,14,216,,
NL_GE_0263,,51.7667,5.3333,4,75,,
NL_GE_0267,419142,52.2167,5.4833,1,72,,
NL_GE_0268,1200994,51.8475,5.8625,29,58,,
NL_GE_0269,,52.4667,5.9167,2,99,,
NL_GE_0273,,52.266666666667,5.6166666666667,17,87,,
NL_GE_0274,,51.966666666667,5.7333333333333,51,47,,
NL_GE_0275,,52,6.0166666666667,28,84,,
NL_GE_0277,,52,5.9667,41,28,,
NL_GE_0279,,52.0667,5.4833,5,14,,
NL_GE_0281,,51.8833,5.4333,7,36,,
NL_GE_0285,,52.2333,6.0833,6,126,,
NL_GE_0289,,51.964444444444,5.6630555555556,9,32,,
NL_GE_0293,,51.966666666667,5.9666666666667,11,8,,
NL_GE_0294,,51.966666666667,6.7166666666667,37,139,,
NL_GE_0296,418420,51.8067,5.7211,9,70,,
NL_GE_0297,,51.8167,5.25,3,89,,
NL_GE_0299,417702,51.916666666667,6.0833333333333,12,58,,
NL_GE_0301,,52.14,6.195,10,43,,
NL_GE_0302,409694,52.3333,5.7833,8,129,,
NL_GE_0668,418425,51.8503,5.4864,7,85,,
NL_GE_1509,417140,51.8667,6.3833,15,138,,
NL_GE_1586,,51.9833,6.5833,21,110,,
NL_GE_1705,,51.9,5.9,11,69,,
NL_GE_1734,418687,51.9167,5.85,10,115,,
NL_GE_1740,418695,51.9333,5.6333,7,68,,
NL_GE_1859,416728,52.1167,6.5167,16,261,,
NL_GE_1876,,52.05,6.3,13,,,
NL_GE_1945,417811,51.8292,5.92583,34,44,,
NL_GE_1955,417701,51.9333,6.15,13,107,,
NL_GE_1960,9172185,51.883333333333,5.2833333333333,,,,
NL_GR,47826,53.258055555556,6.7377777777778,,2960,,
NL_GR_0003,,53.316666666667,6.8666666666667,0,25,,
NL_GR_0010,,53.333333333333,6.9166666666667,1,228,,
NL_GR_0014,409863,53.2185277777778,6.567,7,84,,
NL_GR_0024,,53.3167,6.7333,1,112,,
NL_GR_0037,413261,52.983333333333,6.95,6,120,,
NL_GR_0047,412404,53.1,6.8833333333333,2,,,
NL_GR_0765,,53.0833,6.98333,1,50,,
NL_GR_1895,,53.15,7.03333333,2,296,,
NL_GR_1950,7857979,53.091904,7.126865,,281,,
NL_GR_1952,7857978,53.184722,6.811111,,314,,
NL_GR_1966,9172188,53.4136,6.5273,,,,
NL_GR_1969,9172187,53.2249,6.3528,,,,
NL_LI,47793,51.21,5.9361111111111,,2153,,
NL_LI_0882,1380240,50.9083,6.0297,161,25,,
NL_LI_0888,,50.933333333333,5.8,81,,,
NL_LI_0889,,51.2669,6.0392,25,29,,
NL_LI_0893,,51.5992,6.0336,16,108,,
NL_LI_0899,,50.95,5.9666666666667,81,17,,
NL_LI_0907,406614,51.6942,5.9733,13,50,,
NL_LI_0917,1411782,50.883333333333,5.9833333333333,113,46,,
NL_LI_0928,2721310,50.866666666667,6.0666666666667,155,22,,
NL_LI_0935,2078291,50.866666666667,5.6833333333333,49,60,,
NL_LI_0938,,50.8858,5.7519,57,28,,
NL_LI_0944,,51.7525,5.8817,12,19,,
NL_LI_0946,,51.2828,5.7472,33,102,,
NL_LI_0957,1414218,51.1933333333333,5.98722222222222,22,71,,
NL_LI_0965,406428,50.835,5.9822,138,16,,
NL_LI_0971,,50.9679,5.7652,61,23,,
NL_LI_0981,406607,50.769444444444,6.0180555555556,200,24,,
NL_LI_0983,,51.366666666667,6.1666666666667,23,129,,
NL_LI_0984,298932,51.5258,5.9747,25,146,,
NL_LI_0986,,50.8833,5.9167,92,32,,
NL_LI_0988,,51.25,5.7,35,106,,
NL_LI_0994,,50.85,5.83333333333333,73,37,,
NL_LI_1507,,51.4369,6.1061,24,192,,
NL_LI_1640,,51.233333333333,5.8666666666667,28,165,,
NL_LI_1641,,51.15,5.8833,27,58,,
NL_LI_1669,405207,51.1531,6.0792,28,89,,
NL_LI_1711,2078286,51.0833,5.8667,30,105,,
NL_LI_1729,2078283,50.8161,5.8983,95,73,,
NL_LI_1883,405681,51,5.85,47,81,,
NL_LI_1894,,51.31666667,5.98333333,34,161,,
NL_LI_1903,305282,50.791667,5.756111,56,78,,
NL_LI_1954,9172180,50.942888888889,5.8866111111111,,,,
NL_NB,47696,51.666666666667,5,,4919,,
NL_NB_0743,,51.4031,5.7472,27,,,
NL_NB_0744,,51.45,4.9333333333333,28,76,,
NL_NB_0748,,51.5,4.3,10,93,,
NL_NB_0753,,51.5108,5.3922,16,,,
NL_NB_0755,,51.6011,5.6742,,35,,
NL_NB_0756,,51.6483,5.9444,13,114,,
NL_NB_0757,,51.5911,5.3275,8,,,
NL_NB_0758,2712700,51.583333333333,4.7833333333333,3,129,,
NL_NB_0762,303143,51.4639,5.7947,26,,,
NL_NB_0766,,51.6258,4.9433,,,,
NL_NB_0770,,51.3572,5.3147,31,,,
NL_NB_0772,296014,51.434444444444,5.4841666666667,17,89,,
NL_NB_0777,,51.5706,4.6356,8,,,
NL_NB_0779,,51.7008,4.8603,3,30,,
NL_NB_0784,,51.5614,4.9333,10,,,
NL_NB_0785,,51.5203,5.0671,16,,,
NL_NB_0786,,51.7592,5.7383,10,,,
NL_NB_0788,,51.6017,5.2228,8,,,
NL_NB_0794,,51.47968,5.65559,18,55,,
NL_NB_0796,162798,51.7,5.3166666666667,6,60,,
NL_NB_0797,,51.69975,5.16598,4,,,
NL_NB_0798,2078297,51.4861,5.1367,18,96,,
NL_NB_0809,299224,51.6275,5.0758,5,,,
NL_NB_0815,,51.6808,5.7953,,,,
NL_NB_0820,192879,51.4869,5.5258,16,,,
NL_NB_0823,,51.5047,5.3128,17,103,,
NL_NB_0824,,51.5833,5.2,,,,
NL_NB_0826,299046,51.643055555556,4.8569444444444,5,73,,
NL_NB_0828,300631,51.766666666667,5.5166666666667,7,160,,
NL_NB_0840,2078299,51.5319,4.5597,10,64,,
NL_NB_0845,299991,51.6433,5.3586,6,60,,
NL_NB_0847,,51.3847,5.7119,26,,,
NL_NB_0848,192878,51.5158,5.5022,16,,,
NL_NB_0851,,51.583333333333,4.25,1,,,
NL_NB_0855,299231,51.57,5.07,14,119,,
NL_NB_0856,300638,51.666666666667,5.6166666666667,16,68,,
NL_NB_0858,,51.35,5.4592,25,,,
NL_NB_0861,296015,51.4197,5.3992,22,,,
NL_NB_0865,,51.65,5.3,5,34,,
NL_NB_0866,,51.3867,5.4456,19,23,,
NL_NB_0867,,51.683333333333,5.0666666666667,,,,
NL_NB_0873,,51.43,4.305,24,,,
NL_NB_0879,,51.4703,4.66,12,,,
NL_NB_1652,,51.5311,5.7194,15,123,,
NL_NB_1655,296956,51.5872,4.5167,3,,,
NL_NB_1658,2078296,51.3672,5.5575,23,,,
NL_NB_1659,300673,51.5161,5.6208,14,,,
NL_NB_1667,,51.3617,5.1631,32,,,
NL_NB_1674,,51.533333333333,4.45,3,107,,
NL_NB_1684,,51.7269,5.8794,,,,
NL_NB_1685,161158,51.7186,5.655,20,,,
NL_NB_1702,,51.6258,5.8811,18,,,
NL_NB_1706,2078295,51.2853,5.5881,28,,,
NL_NB_1709,297074,51.655,4.5325,1,,,
NL_NB_1719,,51.694444444444,4.7972222222222,3,,,
NL_NB_1721,,51.6931,5.5253,9,,,
NL_NB_1723,,51.4992,4.8722,24,94,,
NL_NB_1724,,51.3167,5.35,32,,,
NL_NB_1728,,51.366666666667,5.2166666666667,32,,,
NL_NB_1771,,51.4336,5.5881,19,,,
NL_NB_1948,6838008,51.616944444444,5.5480555555556,,186,,
NL_NB_1959,9172181,51.766666666667,4.9666666666667,,212,,
NL_NH,47654,52.666666666667,4.8333333333333,,4092,,
NL_NH_0358,,52.263888888889,4.7625,0,34,,
NL_NH_0361,,52.6289,4.74403,1,31,,
NL_NH_0362,,52.3,4.8333333333333,,44,,
NL_NH_0363,271110,52.383333333333,4.9,-2,219,,
NL_NH_0370,,52.55,4.9278,-4,72,,
NL_NH_0373,2726498,52.6703,4.7054,1,120,,
NL_NH_0375,,52.486388888889,4.6572222222222,2,20,,
NL_NH_0376,144822,52.2728,5.2422,4,,,
NL_NH_0377,,52.4028,4.6281,12,,,
NL_NH_0383,1373046,52.5517,4.6583,0,,,
NL_NH_0384,,52.3439,4.9625,,,,
NL_NH_0385,289463,52.5019,5.0614,,,,
NL_NH_0388,,52.7,5.2833333333333,3,,,
NL_NH_0392,47534,52.380277777778,4.6405555555556,2,32,,
NL_NH_0394,443890,52.3008,4.6653,,185,,
NL_NH_0396,,52.516666666667,4.6666666666667,2,,,
NL_NH_0397,,52.3528,4.62,1,10,,
NL_NH_0398,290131,52.668,4.841,,40,,
NL_NH_0399,,52.6011,4.7019,3,,,
NL_NH_0400,1380246,52.958333333333,4.7588888888889,1,178,,
NL_NH_0402,,52.23,5.18,15,46,,
NL_NH_0405,1335711,52.653333333333,5.0733333333333,-1,53,,
NL_NH_0406,,52.2994,5.2531,3,23,,
NL_NH_0415,,52.4293,4.9136,,26,,
