date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-29,US_CA_06057,-39,-3,61,-41,-30,10
2020-05-29,US_CA_06059,-42,-7,-8,-44,-41,20
2020-05-29,US_CA_06061,-35,3,33,-9,-40,15
2020-05-29,US_CA_06063,,,,,-13,
2020-05-29,US_CA_06065,-36,-3,-27,-29,-35,14
2020-05-29,US_CA_06067,-34,-1,12,-44,-39,15
2020-05-29,US_CA_06069,-23,-8,,,-28,13
2020-05-29,US_CA_06071,-33,-2,-4,-23,-32,13
2020-05-29,US_CA_06073,-42,-8,-26,-49,-42,19
2020-05-29,US_CA_06075,-68,-28,-31,-70,-65,31
2020-05-29,US_CA_06077,-27,4,11,-21,-31,12
2020-05-29,US_CA_06079,-39,-2,5,-35,-35,14
2020-05-29,US_CA_06081,-50,-11,-39,-75,-56,28
2020-05-29,US_CA_06083,-39,-7,-9,-37,-36,13
2020-05-29,US_CA_06085,-56,-15,7,-64,-61,29
2020-05-29,US_CA_06087,-47,-14,-13,-63,-39,18
2020-05-29,US_CA_06089,-25,4,97,-7,-23,7
2020-05-29,US_CA_06093,-8,16,,30,-22,4
2020-05-29,US_CA_06095,-35,-8,-6,-30,-32,15
2020-05-29,US_CA_06097,-42,-8,-5,-32,-33,15
2020-05-29,US_CA_06099,-25,4,32,-12,-29,10
2020-05-29,US_CA_06101,-12,3,,3,-30,8
2020-05-29,US_CA_06103,-25,11,6,-4,-25,8
2020-05-29,US_CA_06105,,,,,-14,
2020-05-29,US_CA_06107,-32,2,11,0,-30,9
2020-05-29,US_CA_06109,-18,17,-50,,-25,9
2020-05-29,US_CA_06111,-38,-9,-10,-24,-36,16
2020-05-29,US_CA_06113,-40,-6,23,-30,-40,17
2020-05-29,US_CA_06115,20,17,94,-10,-27,10
2020-05-29,US_CO,-22,-1,67,-33,-39,13
2020-05-29,US_CO_08001,-18,0,53,0,-37,13
2020-05-29,US_CO_08003,-9,,,,-26,
2020-05-29,US_CO_08005,-24,-5,71,-27,-42,16
2020-05-29,US_CO_08007,4,,,,-17,
2020-05-29,US_CO_08013,-32,-9,87,-38,-51,19
2020-05-29,US_CO_08014,-31,,29,-24,-51,20
2020-05-29,US_CO_08015,-1,,,,-20,
2020-05-29,US_CO_08019,-51,,,,-37,
2020-05-29,US_CO_08021,,,,,-10,
2020-05-29,US_CO_08029,5,,,,-23,
2020-05-29,US_CO_08031,-38,-5,41,-58,-45,16
2020-05-29,US_CO_08035,-19,-1,100,15,-51,18
2020-05-29,US_CO_08037,-38,-4,56,-27,-45,14
2020-05-29,US_CO_08039,,,,,-37,
2020-05-29,US_CO_08041,-17,3,77,-21,-37,12
2020-05-29,US_CO_08043,1,,,,-14,4
2020-05-29,US_CO_08045,-12,,,13,-23,6
2020-05-29,US_CO_08047,,,,,-51,
2020-05-29,US_CO_08049,-35,-15,-36,,-29,
2020-05-29,US_CO_08051,,,,,-37,
2020-05-29,US_CO_08055,,,,,-24,
2020-05-29,US_CO_08059,-22,-9,66,-4,-44,16
2020-05-29,US_CO_08063,,,,30,-8,
2020-05-29,US_CO_08065,,,,,-33,
2020-05-29,US_CO_08067,-12,21,,-27,-34,11
2020-05-29,US_CO_08069,-20,1,122,-17,-37,13
2020-05-29,US_CO_08071,-1,,,,-16,
2020-05-29,US_CO_08073,,,,38,,
2020-05-29,US_CO_08075,2,,,,-20,
2020-05-29,US_CO_08077,-4,14,163,8,-27,7
2020-05-29,US_CO_08081,,,,,-21,
2020-05-29,US_CO_08083,10,,,,-22,
2020-05-29,US_CO_08085,-4,5,,,-24,5
2020-05-29,US_CO_08087,-8,-3,,37,-29,9
2020-05-29,US_CO_08089,-7,,,,-12,
2020-05-29,US_CO_08093,,,,,-32,
2020-05-29,US_CO_08097,-74,,,-72,-49,
2020-05-29,US_CO_08099,,,,1,-7,
2020-05-29,US_CO_08101,-9,10,36,9,-18,6
2020-05-29,US_CO_08105,,,,,-14,
2020-05-29,US_CO_08107,-47,-24,22,,-36,
2020-05-29,US_CO_08113,,,,,-49,
2020-05-29,US_CO_08117,-61,-43,-9,-52,-45,
2020-05-29,US_CO_08119,17,9,,,-32,
2020-05-29,US_CO_08123,-12,4,71,-5,-35,11
2020-05-29,US_CO_08125,,,,,-26,
2020-05-29,US_CT,-26,-11,44,-38,-40,18
2020-05-29,US_CT_09001,-27,-13,61,-48,-43,19
2020-05-29,US_CT_09003,-29,-9,38,-38,-41,18
2020-05-29,US_CT_09005,-14,-12,101,,-34,16
2020-05-29,US_CT_09007,-23,-6,121,-29,-41,19
2020-05-29,US_CT_09009,-24,-12,17,-31,-39,17
2020-05-29,US_CT_09011,-34,-7,54,,-36,17
2020-05-29,US_CT_09013,-29,-4,,-18,-43,19
2020-05-29,US_CT_09015,-10,-2,43,-27,-33,15
2020-05-29,US_DC,-56,-23,-44,-70,-60,24
2020-05-29,US_DE,-26,-9,28,-36,-38,17
2020-05-29,US_DE_10001,-21,-8,45,-26,-34,14
2020-05-29,US_DE_10003,-31,-11,-5,-39,-44,19
2020-05-29,US_DE_10005,-13,3,135,-15,-24,12
2020-05-29,US_FL,-24,-9,-20,-43,-33,14
2020-05-29,US_FL_12001,-29,-12,-38,-37,-36,16
2020-05-29,US_FL_12003,-7,5,,,-21,
2020-05-29,US_FL_12005,8,14,57,-2,-21,7
2020-05-29,US_FL_12007,-14,13,,,-24,
2020-05-29,US_FL_12009,-16,-7,2,-16,-30,11
2020-05-29,US_FL_12011,-29,-11,-24,-56,-37,18
2020-05-29,US_FL_12013,,,,,-23,
2020-05-29,US_FL_12015,-25,-9,-27,-21,-25,8
2020-05-29,US_FL_12017,-15,-4,-24,,-21,8
2020-05-29,US_FL_12019,-13,2,-11,,-33,13
2020-05-29,US_FL_12021,-35,-22,-46,-31,-31,11
2020-05-29,US_FL_12023,-9,5,3,3,-21,9
2020-05-29,US_FL_12027,-23,-13,-25,,-20,6
2020-05-29,US_FL_12029,,,,,-14,
2020-05-29,US_FL_12031,-17,-3,-8,-29,-35,14
2020-05-29,US_FL_12033,-11,3,86,-14,-28,9
2020-05-29,US_FL_12035,-16,-6,-25,,-29,11
2020-05-29,US_FL_12037,,,,,-13,
2020-05-29,US_FL_12039,-12,-3,,-8,-28,12
2020-05-29,US_FL_12041,,,,,-23,
2020-05-29,US_FL_12043,,,,,-24,
2020-05-29,US_FL_12045,,,,,-18,
2020-05-29,US_FL_12047,,,,2,-16,
2020-05-29,US_FL_12049,-23,-15,-44,,-22,
2020-05-29,US_FL_12051,-19,-15,-50,,-24,11
2020-05-29,US_FL_12053,-11,2,-17,,-29,11
2020-05-29,US_FL_12055,-26,-11,-45,,-23,7
2020-05-29,US_FL_12057,-23,-11,-16,-51,-37,15
2020-05-29,US_FL_12059,,,,,-19,
2020-05-29,US_FL_12061,-21,-13,13,-25,-28,10
2020-05-29,US_FL_12063,-5,1,,-5,-19,9
2020-05-29,US_FL_12065,,,,-18,-27,
2020-05-29,US_FL_12067,,,,,-27,
2020-05-29,US_FL_12069,-19,-7,-32,-17,-29,12
2020-05-29,US_FL_12071,-29,-14,-32,-53,-29,11
2020-05-29,US_FL_12073,-25,-7,-1,-43,-42,18
2020-05-29,US_FL_12075,-2,-2,-3,,-20,6
2020-05-29,US_FL_12077,,,,,-30,
2020-05-29,US_FL_12079,,,,1,-18,
2020-05-29,US_FL_12081,-24,-11,-8,-26,-27,11
2020-05-29,US_FL_12083,-15,-3,-24,-6,-22,9
2020-05-29,US_FL_12085,-21,-14,5,-23,-28,10
2020-05-29,US_FL_12086,-31,-12,-47,-54,-34,18
2020-05-29,US_FL_12087,-52,-36,-59,-53,-31,11
2020-05-29,US_FL_12089,-10,7,24,,-25,10
2020-05-29,US_FL_12091,1,8,78,-14,-24,9
2020-05-29,US_FL_12093,-20,-9,-34,-60,-21,7
2020-05-29,US_FL_12095,-39,-15,-56,-66,-41,17
2020-05-29,US_FL_12097,-27,-13,-33,-34,-40,17
2020-05-29,US_FL_12099,-27,-12,5,-44,-34,15
2020-05-29,US_FL_12101,-14,-6,-14,-8,-32,12
2020-05-29,US_FL_12103,-22,-8,7,-26,-34,13
2020-05-29,US_FL_12105,-18,-8,-22,-13,-31,12
2020-05-29,US_FL_12107,-10,-2,-19,,-23,9
2020-05-29,US_FL_12109,-12,0,-14,1,-37,14
2020-05-29,US_FL_12111,-17,-5,4,-11,-28,11
2020-05-29,US_FL_12113,4,14,88,,-27,10
2020-05-29,US_FL_12115,-28,-15,-21,-28,-27,10
2020-05-29,US_FL_12117,-20,-7,-15,-34,-42,17
2020-05-29,US_FL_12119,-29,-14,-47,-6,-23,9
2020-05-29,US_FL_12121,-17,2,3,2,-23,8
2020-05-29,US_FL_12123,0,7,,,-19,
2020-05-29,US_FL_12125,,,,,-23,
2020-05-29,US_FL_12127,-16,-3,-2,-27,-31,11
2020-05-29,US_FL_12129,-3,-11,,,-35,14
2020-05-29,US_FL_12131,8,16,63,4,-21,6
2020-05-29,US_FL_12133,-14,13,,,-22,
2020-05-29,US_GA,-16,-4,44,-38,-36,13
2020-05-29,US_GA_13001,-8,12,,,-22,
2020-05-29,US_GA_13003,,,,,-13,
2020-05-29,US_GA_13005,,,,,-8,
2020-05-29,US_GA_13009,-6,2,,,-29,11
2020-05-29,US_GA_13011,-6,,,,-24,
2020-05-29,US_GA_13013,-4,2,,,-31,11
2020-05-29,US_GA_13015,-6,7,110,-3,-28,9
2020-05-29,US_GA_13017,-9,-2,,,-16,
2020-05-29,US_GA_13019,,,,,-13,
2020-05-29,US_GA_13021,-16,-3,,6,-31,10
2020-05-29,US_GA_13023,,,,,-34,
2020-05-29,US_GA_13025,,,,,-28,
2020-05-29,US_GA_13027,,,,,-22,
2020-05-29,US_GA_13029,-13,-4,,4,-28,12
2020-05-29,US_GA_13031,-16,-6,,,-31,11
2020-05-29,US_GA_13033,-13,-7,,,-18,
2020-05-29,US_GA_13035,6,2,,2,-27,
2020-05-29,US_GA_13039,-14,5,14,-4,-25,12
2020-05-29,US_GA_13043,,-6,,,-19,
2020-05-29,US_GA_13045,-8,-5,23,3,-28,10
2020-05-29,US_GA_13047,-2,12,-15,23,-31,10
2020-05-29,US_GA_13049,,,,,-25,
2020-05-29,US_GA_13051,-14,0,12,-22,-30,12
2020-05-29,US_GA_13053,,-35,,,-22,
2020-05-29,US_GA_13055,-4,6,,,-24,
2020-05-29,US_GA_13057,-9,1,152,,-38,13
2020-05-29,US_GA_13059,-29,-13,-51,-64,-43,16
2020-05-29,US_GA_13063,-8,1,52,-79,-34,13
2020-05-29,US_GA_13067,-24,-7,45,-34,-45,16
2020-05-29,US_GA_13069,-10,12,,,-18,8
2020-05-29,US_GA_13071,-17,10,,,-19,8
2020-05-29,US_GA_13073,0,13,,4,-35,12
2020-05-29,US_GA_13075,1,,,8,-17,
2020-05-29,US_GA_13077,-10,0,,14,-32,12
2020-05-29,US_GA_13079,,,,,-25,
2020-05-29,US_GA_13081,-7,13,,16,-18,
2020-05-29,US_GA_13083,,,,-4,-28,
2020-05-29,US_GA_13085,-4,14,,,-28,
2020-05-29,US_GA_13087,-2,-4,,,-21,
2020-05-29,US_GA_13089,-24,-7,65,-47,-45,17
2020-05-29,US_GA_13091,-9,,,,-21,
2020-05-29,US_GA_13093,,,,1,-27,
2020-05-29,US_GA_13095,-17,-8,,-19,-30,12
2020-05-29,US_GA_13097,-6,3,47,-1,-35,14
2020-05-29,US_GA_13099,,,,,-24,
2020-05-29,US_GA_13103,-3,-6,,,-30,10
2020-05-29,US_GA_13105,,7,,,-18,
2020-05-29,US_GA_13107,-9,,,,-21,
2020-05-29,US_GA_13109,,-8,,,-16,
2020-05-29,US_GA_13111,5,8,,,-19,
2020-05-29,US_GA_13113,-12,0,,,-41,16
2020-05-29,US_GA_13115,-8,-1,,,-27,9
2020-05-29,US_GA_13117,-17,-7,,,-48,17
2020-05-29,US_GA_13119,-5,-2,,-3,-24,
2020-05-29,US_GA_13121,-31,-15,-11,-51,-50,18
2020-05-29,US_GA_13123,-9,-4,,,-18,
2020-05-29,US_GA_13127,-9,-3,45,-12,-31,11
2020-05-29,US_GA_13129,-6,-5,,5,-27,10
2020-05-29,US_GA_13131,-15,,,,-30,
2020-05-29,US_GA_13133,,-3,,,-25,
2020-05-29,US_GA_13135,-20,-7,92,-11,-40,15
2020-05-29,US_GA_13137,-7,5,,,-25,8
2020-05-29,US_GA_13139,-12,0,,20,-29,10
2020-05-29,US_GA_13141,,,,,-22,
2020-05-29,US_GA_13143,-6,10,6,4,-27,
2020-05-29,US_GA_13145,,,,,-33,
2020-05-29,US_GA_13147,-1,0,,,-24,
2020-05-29,US_GA_13149,,,,,-22,
2020-05-29,US_GA_13151,-8,-5,34,,-35,15
2020-05-29,US_GA_13153,-10,-6,27,,-32,11
2020-05-29,US_GA_13155,,,,,-21,
2020-05-29,US_GA_13157,6,5,,1,-32,11
2020-05-29,US_GA_13159,,,,,-23,
2020-05-29,US_GA_13161,,,,,-22,
2020-05-29,US_GA_13163,,,,,-16,
2020-05-29,US_GA_13165,,,,,-22,
2020-05-29,US_GA_13167,,,,,-16,
2020-05-29,US_GA_13169,,,,,-32,
2020-05-29,US_GA_13171,,,,,-27,
2020-05-29,US_GA_13173,,,,,-18,
2020-05-29,US_GA_13175,-7,3,,22,-24,8
2020-05-29,US_GA_13177,-8,,,,-29,
2020-05-29,US_GA_13179,-10,-9,-9,-22,-22,11
2020-05-29,US_GA_13181,,,,,-20,
2020-05-29,US_GA_13183,,,,,-20,
2020-05-29,US_GA_13185,-14,-4,-8,3,-22,10
2020-05-29,US_GA_13187,-17,10,,,-30,
2020-05-29,US_GA_13189,2,-3,,-4,-17,
2020-05-29,US_GA_13191,,,,,-22,
2020-05-29,US_GA_13193,,,,,-14,
2020-05-29,US_GA_13195,,0,,,-29,
2020-05-29,US_GA_13197,,,,,-26,
2020-05-29,US_GA_13199,,,,,-26,
2020-05-29,US_GA_13201,,,,,-27,
2020-05-29,US_GA_13205,,-12,,,-26,
2020-05-29,US_GA_13207,-14,,,9,-27,
2020-05-29,US_GA_13209,,,,,-16,
2020-05-29,US_GA_13211,-5,,,-2,-22,
2020-05-29,US_GA_13213,5,7,,,-29,10
2020-05-29,US_GA_13215,-13,1,41,-25,-35,12
2020-05-29,US_GA_13217,-6,3,,,-33,12
2020-05-29,US_GA_13219,-12,,,,-37,
2020-05-29,US_GA_13221,,,,,-26,
2020-05-29,US_GA_13223,-8,-10,,,-37,13
2020-05-29,US_GA_13225,-12,18,,13,-29,
2020-05-29,US_GA_13227,-1,4,,,-25,
2020-05-29,US_GA_13229,,,,,-23,
2020-05-29,US_GA_13231,,,,,-25,
2020-05-29,US_GA_13233,-6,-2,,,-24,8
2020-05-29,US_GA_13235,,5,,,-23,
2020-05-29,US_GA_13237,-7,,,,-20,
2020-05-29,US_GA_13241,3,,,,-12,
2020-05-29,US_GA_13243,,,,,-24,
2020-05-29,US_GA_13245,-13,2,18,-20,-30,11
2020-05-29,US_GA_13247,-10,-1,,,-37,13
2020-05-29,US_GA_13251,,,,,-23,
2020-05-29,US_GA_13253,,,,,-16,
2020-05-29,US_GA_13255,-2,12,,,-25,9
2020-05-29,US_GA_13257,-9,10,,,-23,
2020-05-29,US_GA_13261,-12,-5,,,-27,
2020-05-29,US_GA_13263,,,,,-23,
2020-05-29,US_GA_13267,,,,,-15,
2020-05-29,US_GA_13269,,,,,-20,
2020-05-29,US_GA_13271,,,,,-19,
2020-05-29,US_GA_13273,,,,,-23,
2020-05-29,US_GA_13275,-12,4,,,-26,11
2020-05-29,US_GA_13277,-12,-4,,-10,-21,7
2020-05-29,US_GA_13279,-7,1,,,-16,
2020-05-29,US_GA_13281,,,,,-15,
2020-05-29,US_GA_13285,-8,3,,13,-35,13
2020-05-29,US_GA_13287,,,,,-19,
2020-05-29,US_GA_13289,,,,,-27,
2020-05-29,US_GA_13291,7,5,,,-17,
2020-05-29,US_GA_13293,-4,-1,,,-28,
2020-05-29,US_GA_13295,0,4,,,-26,8
2020-05-29,US_GA_13297,-7,2,,,-30,10
2020-05-29,US_GA_13299,-8,-4,,,-19,10
2020-05-29,US_GA_13301,,,,,-20,
2020-05-29,US_GA_13303,4,-17,,,-22,
2020-05-29,US_GA_13305,-9,4,,,-15,
2020-05-29,US_GA_13311,19,,,,-22,
2020-05-29,US_GA_13313,-8,11,,-4,-29,10
2020-05-29,US_GA_13315,,,,,-18,
2020-05-29,US_GA_13317,,-13,,,-16,
2020-05-29,US_GA_13319,,,,,-19,
2020-05-29,US_GA_13321,,,,,-29,
2020-05-29,US_HI,-39,-17,-38,-59,-35,17
2020-05-29,US_HI_15001,-44,-23,-47,-76,-31,14
2020-05-29,US_HI_15003,-35,-12,-30,-55,-35,18
2020-05-29,US_HI_15007,-53,-35,-59,-80,-32,14
2020-05-29,US_HI_15009,-51,-29,-53,-76,-38,16
2020-05-29,US_IA,-7,16,203,4,-29,8
2020-05-29,US_IA_19001,,,,,-25,
2020-05-29,US_IA_19005,,,,,-20,
2020-05-29,US_IA_19007,,,,,0,
2020-05-29,US_IA_19011,,,,,-15,
2020-05-29,US_IA_19013,-10,3,,-3,-29,9
2020-05-29,US_IA_19015,-3,,,,-27,9
2020-05-29,US_IA_19017,-19,,,,-27,
2020-05-29,US_IA_19019,,,,,-13,
2020-05-29,US_IA_19021,-20,,,,-34,
2020-05-29,US_IA_19023,,,,,-22,
2020-05-29,US_IA_19025,,,,,-21,
2020-05-29,US_IA_19027,-3,,,,-24,
2020-05-29,US_IA_19029,,,,,-20,
2020-05-29,US_IA_19031,,,,20,-19,
2020-05-29,US_IA_19033,2,40,,16,-18,7
2020-05-29,US_IA_19035,,,,,-20,
2020-05-29,US_IA_19037,,,,,-18,
2020-05-29,US_IA_19039,,,,-3,-24,
2020-05-29,US_IA_19041,13,,,,-20,
2020-05-29,US_IA_19043,,,,,-10,
2020-05-29,US_IA_19045,-2,34,,,-22,7
2020-05-29,US_IA_19047,,,,,-30,
2020-05-29,US_IA_19049,-19,-8,,,-45,15
2020-05-29,US_IA_19051,,,,,-16,
2020-05-29,US_IA_19055,,,,,-16,
2020-05-29,US_IA_19057,-1,,,,-19,7
2020-05-29,US_IA_19059,51,,,,-17,
2020-05-29,US_IA_19061,-13,32,,19,-32,9
2020-05-29,US_IA_19063,,,,,-33,
2020-05-29,US_IA_19065,,,,,-16,
2020-05-29,US_IA_19067,,,,23,-17,
2020-05-29,US_IA_19069,,,,,-17,
2020-05-29,US_IA_19071,,,,21,-13,
2020-05-29,US_IA_19073,,,,,-22,
2020-05-29,US_IA_19075,,,,,-26,
2020-05-29,US_IA_19077,,,,,-25,
2020-05-29,US_IA_19079,,,,5,-20,
2020-05-29,US_IA_19081,,,,,-17,
2020-05-29,US_IA_19083,,,,,-19,
2020-05-29,US_IA_19085,,,,,-31,
2020-05-29,US_IA_19087,4,,,31,-18,
2020-05-29,US_IA_19089,,,,,-23,
2020-05-29,US_IA_19091,,,,,-28,
2020-05-29,US_IA_19093,,,,,-14,
2020-05-29,US_IA_19095,,,,,-8,
2020-05-29,US_IA_19097,,,,,-19,
2020-05-29,US_IA_19099,-8,,,27,-22,2
2020-05-29,US_IA_19101,,,,,-29,
2020-05-29,US_IA_19103,-18,-4,,-21,-32,12
2020-05-29,US_IA_19105,-3,,,,-23,
2020-05-29,US_IA_19107,,,,,-10,
2020-05-29,US_IA_19109,,,,,-18,
2020-05-29,US_IA_19111,9,8,,,-18,6
2020-05-29,US_IA_19113,-9,27,139,-21,-32,9
2020-05-29,US_IA_19115,,,,,-16,
2020-05-29,US_IA_19117,,,,,-4,
2020-05-29,US_IA_19119,,,,,-25,
2020-05-29,US_IA_19121,,,,,-31,
2020-05-29,US_IA_19123,0,,,,-23,
2020-05-29,US_IA_19125,14,,,,-22,2
2020-05-29,US_IA_19127,-2,24,,,-26,7
2020-05-29,US_IA_19129,,,,,-27,
2020-05-29,US_IA_19131,,,,,-20,
2020-05-29,US_IA_19133,,,,,-23,
2020-05-29,US_IA_19135,,,,,-20,
2020-05-29,US_IA_19137,,,,,-22,
2020-05-29,US_IA_19139,-9,,,,-26,8
2020-05-29,US_IA_19141,,,,,-19,
2020-05-29,US_IA_19143,,,,,-18,
2020-05-29,US_IA_19145,,,,,-19,
2020-05-29,US_IA_19147,,,,,-17,
2020-05-29,US_IA_19149,-7,,,,-25,
2020-05-29,US_IA_19151,,,,,-29,
2020-05-29,US_IA_19153,-11,12,204,-7,-39,13
2020-05-29,US_IA_19155,-11,21,,19,-30,9
2020-05-29,US_IA_19157,,,,-14,-28,
2020-05-29,US_IA_19161,,,,,-19,
2020-05-29,US_IA_19163,-1,12,,,-32,10
2020-05-29,US_IA_19165,,,,,-21,
2020-05-29,US_IA_19167,-15,,,,-26,8
2020-05-29,US_IA_19169,-17,-4,,,-34,13
2020-05-29,US_IA_19171,,,,,-18,
2020-05-29,US_IA_19173,,,,,-23,
2020-05-29,US_IA_19175,,,,,-21,
2020-05-29,US_IA_19177,,,,,-9,
2020-05-29,US_IA_19179,16,,,,-19,4
2020-05-29,US_IA_19181,8,15,,,-30,6
2020-05-29,US_IA_19183,,,,,-23,
2020-05-29,US_IA_19187,-2,75,,,-23,6
2020-05-29,US_IA_19189,,,,,-16,
2020-05-29,US_IA_19191,-12,,,,-28,
2020-05-29,US_IA_19193,-11,9,,9,-25,9
2020-05-29,US_IA_19195,,,,,-26,
2020-05-29,US_IA_19197,,,,,-25,
2020-05-29,US_ID,-6,12,187,7,-28,6
2020-05-29,US_ID_16001,-19,7,111,-28,-38,12
2020-05-29,US_ID_16005,-7,16,,41,-26,6
2020-05-29,US_ID_16009,,,,,-17,
2020-05-29,US_ID_16011,8,18,,,-22,4
2020-05-29,US_ID_16013,-31,,,-2,-34,
2020-05-29,US_ID_16015,,,,,-23,
2020-05-29,US_ID_16017,12,,,,-18,3
2020-05-29,US_ID_16019,-3,16,,24,-22,4
2020-05-29,US_ID_16021,,,,,-2,
2020-05-29,US_ID_16027,-6,8,100,-6,-28,6
2020-05-29,US_ID_16031,15,,,,-24,
2020-05-29,US_ID_16039,3,,,15,-23,7
2020-05-29,US_ID_16041,,,,,-10,
2020-05-29,US_ID_16043,,,,,-14,
2020-05-29,US_ID_16045,12,,,,-21,
2020-05-29,US_ID_16047,,,,,-7,
2020-05-29,US_ID_16049,,,,,-23,
2020-05-29,US_ID_16051,,22,,,-16,
2020-05-29,US_ID_16053,4,,,88,-13,
2020-05-29,US_ID_16055,4,16,,17,-23,5
2020-05-29,US_ID_16057,-14,2,,,-38,8
2020-05-29,US_ID_16059,,,,,-13,
2020-05-29,US_ID_16063,,,,,-22,
2020-05-29,US_ID_16065,-14,34,,,-41,7
2020-05-29,US_ID_16067,-6,,,10,-9,
2020-05-29,US_ID_16069,-7,5,,,-21,6
2020-05-29,US_ID_16073,,,,,-15,
2020-05-29,US_ID_16075,3,,,,-26,
2020-05-29,US_ID_16077,,,,,-16,
2020-05-29,US_ID_16079,,,,,-13,
2020-05-29,US_ID_16081,,,,,-18,
2020-05-29,US_ID_16083,-9,7,,,-24,6
2020-05-29,US_ID_16085,,,,,-27,
2020-05-29,US_ID_16087,,,,,-26,
2020-05-29,US_IL,-25,-3,62,-36,-41,15
2020-05-29,US_IL_17001,-12,-4,,,-23,8
2020-05-29,US_IL_17003,,,,,-20,
2020-05-29,US_IL_17005,,,,0,-22,
2020-05-29,US_IL_17007,-11,-5,,-21,-33,12
2020-05-29,US_IL_17011,-13,,,,-21,
2020-05-29,US_IL_17015,,,,,-26,
2020-05-29,US_IL_17017,,,,,-21,
2020-05-29,US_IL_17019,-26,-7,130,-16,-41,16
2020-05-29,US_IL_17021,-5,-6,,,-30,
2020-05-29,US_IL_17023,,,,12,-35,
2020-05-29,US_IL_17025,,,,,-35,
2020-05-29,US_IL_17027,1,,,,-29,10
2020-05-29,US_IL_17029,-12,-3,,,-33,10
2020-05-29,US_IL_17031,-31,-8,30,-48,-46,17
2020-05-29,US_IL_17033,,,,,-19,
2020-05-29,US_IL_17035,,,,-14,-31,
2020-05-29,US_IL_17037,-19,-1,,,-37,12
2020-05-29,US_IL_17039,,,,,-30,
2020-05-29,US_IL_17041,-9,,,,-28,
2020-05-29,US_IL_17043,-31,-4,63,-54,-46,18
2020-05-29,US_IL_17045,,,,,-30,
2020-05-29,US_IL_17047,,,,,-29,
2020-05-29,US_IL_17049,-12,11,,-6,-28,8
2020-05-29,US_IL_17051,-13,,,,-19,
2020-05-29,US_IL_17053,,,,,-21,
2020-05-29,US_IL_17055,-9,42,,,-24,7
2020-05-29,US_IL_17057,-2,-2,,,-25,6
2020-05-29,US_IL_17061,,,,,-12,
2020-05-29,US_IL_17063,-3,-4,,9,-33,9
2020-05-29,US_IL_17065,,,,,-27,
2020-05-29,US_IL_17067,,,,,-18,
2020-05-29,US_IL_17071,,,,,-12,
2020-05-29,US_IL_17073,-18,6,,-21,-29,8
2020-05-29,US_IL_17075,,,,0,-25,
2020-05-29,US_IL_17077,-29,-2,37,,-38,11
2020-05-29,US_IL_17079,,,,,-12,
2020-05-29,US_IL_17081,-8,-9,,8,-27,8
2020-05-29,US_IL_17083,3,,,,-12,
2020-05-29,US_IL_17085,,,,,-29,
2020-05-29,US_IL_17087,,,,,-23,
2020-05-29,US_IL_17089,-24,-2,116,-24,-39,14
2020-05-29,US_IL_17091,-14,-4,,14,-29,9
2020-05-29,US_IL_17093,-9,-2,,,-42,16
2020-05-29,US_IL_17095,-15,5,,11,-28,9
2020-05-29,US_IL_17097,-26,-1,113,-23,-43,16
2020-05-29,US_IL_17099,-14,15,,16,-27,9
2020-05-29,US_IL_17101,,,,,-15,
2020-05-29,US_IL_17103,-14,25,,,-26,7
2020-05-29,US_IL_17105,-16,11,,,-23,7
2020-05-29,US_IL_17107,-11,12,,,-30,
2020-05-29,US_IL_17109,-20,-7,,,-23,
2020-05-29,US_IL_17111,-17,2,139,-39,-39,14
2020-05-29,US_IL_17113,-28,-7,91,-9,-46,15
2020-05-29,US_IL_17115,-12,2,,-9,-31,9
2020-05-29,US_IL_17117,-15,8,,,-24,8
2020-05-29,US_IL_17119,-16,-1,109,9,-34,11
2020-05-29,US_IL_17121,-17,3,,,-25,8
2020-05-29,US_IL_17123,,,,,-23,
2020-05-29,US_IL_17125,,,,,-24,
2020-05-29,US_IL_17127,,-10,,,-29,
2020-05-29,US_IL_17129,,,,,-31,
2020-05-29,US_IL_17131,,,,,-27,
2020-05-29,US_IL_17133,-15,2,,,-39,
2020-05-29,US_IL_17135,-17,,,,-26,
2020-05-29,US_IL_17137,-7,5,,28,-26,
2020-05-29,US_IL_17139,,,,,-23,
2020-05-29,US_IL_17141,-26,-2,,,-29,9
2020-05-29,US_IL_17143,-20,0,109,-20,-36,12
2020-05-29,US_IL_17145,-18,,,,-27,
2020-05-29,US_IL_17147,,,,,-32,
2020-05-29,US_IL_17149,,,,,-18,
2020-05-29,US_IL_17153,,,,,-26,
2020-05-29,US_IL_17155,,,,,-25,
2020-05-29,US_IL_17157,-6,,,,-23,
2020-05-29,US_IL_17159,,,,,-23,
2020-05-29,US_IL_17161,-30,9,1,-15,-32,10
2020-05-29,US_IL_17163,-16,0,127,1,-36,12
2020-05-29,US_IL_17165,-10,16,,,-24,
2020-05-29,US_IL_17167,-20,7,,-10,-39,12
2020-05-29,US_IL_17169,,,,,-23,
2020-05-29,US_IL_17173,,,,,-25,
2020-05-29,US_IL_17177,-17,2,,,-24,9
2020-05-29,US_IL_17179,-16,6,,,-31,9
2020-05-29,US_IL_17181,,,,,-21,
2020-05-29,US_IL_17183,-11,2,,0,-29,8
2020-05-29,US_IL_17185,,,,,-16,
