date,key,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
2020-05-27,CO_44_44430,,1,11,13,,0,1,1,,1,2,5,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_47,12,7,269,277,1,0,28,15,1,1,96,104,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_47_47001,7,3,149,151,0,0,13,8,0,0,60,71,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_47_47189,2,1,51,42,1,0,6,0,0,1,25,24,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_47_47570,1,3,49,71,0,0,7,5,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_47_47745,2,,7,0,0,,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_50,0,,890,82,0,,6,3,1,,77,27,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_50_50001,0,,870,65,0,,6,2,1,,69,19,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52,16,9,449,377,1,1,43,20,4,1,92,48,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52001,1,2,40,46,0,0,6,1,0,0,10,6,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52036,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52227,1,,3,2,0,,0,0,0,,2,1,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52356,3,1,98,40,0,0,4,0,0,0,52,20,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52473,0,,10,13,1,,3,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52490,,1,2,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52520,2,,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52835,9,4,275,252,0,1,25,17,3,1,21,17,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_52_52838,,1,1,3,,0,1,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_54,1,2,69,55,0,0,6,6,0,1,51,40,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_54_54001,,0,51,38,,0,4,5,,1,40,30,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_54_54405,,1,1,4,,0,0,0,,0,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_54_54498,,1,6,5,,0,1,1,,0,3,3,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_54_54518,1,,3,1,0,,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63,6,7,52,55,0,0,2,1,0,1,36,40,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63_63001,4,3,34,34,0,0,2,0,0,0,24,30,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63_63130,1,2,7,9,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63_63190,1,,2,2,0,,0,0,0,,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63_63401,,0,3,1,,0,0,0,,1,3,1,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_63_63470,,2,2,7,,0,0,1,,0,1,3,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_66,2,2,108,141,0,0,5,3,0,0,89,114,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_66_66001,,2,77,96,,0,5,2,,0,63,76,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_66_66400,1,,2,1,0,,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_66_66682,1,,4,1,0,,0,0,0,,2,1,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_68,0,,35,22,0,,3,0,1,,22,19,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_68_68081,0,,12,5,0,,1,0,1,,5,3,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_70,2,1,7,3,0,0,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_70_70215,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_70_70713,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_70_70742,1,,3,0,0,,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_73,0,0,150,88,0,0,3,4,6,1,72,57,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_73_73001,0,,94,66,0,,2,1,1,,64,46,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_73_73268,,0,6,8,,0,1,0,,1,1,4,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_73_73547,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_73_73678,0,,40,0,0,,0,0,4,,4,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76,90,66,1499,1331,5,1,109,56,13,14,459,465,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76001,56,56,1147,1052,3,1,71,34,11,11,369,374,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76109,30,6,200,119,2,0,22,12,2,1,16,12,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76111,1,0,7,7,0,0,0,0,0,1,5,4,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76130,,1,9,9,,0,0,1,,0,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76520,1,1,32,32,0,0,2,3,0,1,18,19,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76563,,2,1,7,,0,1,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_76_76892,2,,23,21,0,,1,1,0,,10,11,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_85,,1,20,13,,0,0,0,,0,14,9,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_85_85440,,1,2,1,,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_88,1,1,14,3,0,0,0,0,0,0,9,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_88_88001,1,1,11,3,0,0,0,0,0,0,9,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_91,132,57,1017,708,5,0,50,19,16,18,112,130,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_91_91001,132,57,996,689,5,0,49,18,13,16,109,128,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,CO_91_91540,0,0,21,19,0,0,1,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,FR,,,,,33,31,10753,7423,331,373,34695,31596,,,,,,,,,7898,7661,,,,,1092,370,,,,,,
2020-05-27,FR_ARA,,,,,1,6,996,645,27,42,3362,3400,,,,,,,,,685,642,,,,,103,30,,,,,,
2020-05-27,FR_ARA_01,,,,,0,0,55,40,0,0,187,177,,,,,,,,,48,56,,,,,1,1,,,,,,
2020-05-27,FR_ARA_03,,,,,0,0,19,18,3,4,71,100,,,,,,,,,11,5,,,,,0,0,,,,,,
2020-05-27,FR_ARA_07,,,,,1,1,74,29,2,6,182,185,,,,,,,,,31,38,,,,,5,1,,,,,,
2020-05-27,FR_ARA_15,,,,,0,0,6,3,0,0,23,19,,,,,,,,,10,5,,,,,0,1,,,,,,
2020-05-27,FR_ARA_26,,,,,0,0,78,50,0,1,251,220,,,,,,,,,35,20,,,,,2,2,,,,,,
2020-05-27,FR_ARA_38,,,,,0,1,80,63,1,1,292,309,,,,,,,,,49,45,,,,,13,1,,,,,,
2020-05-27,FR_ARA_42,,,,,0,1,163,74,4,2,426,408,,,,,,,,,122,91,,,,,25,4,,,,,,
2020-05-27,FR_ARA_43,,,,,0,0,9,6,0,0,37,53,,,,,,,,,4,11,,,,,1,0,,,,,,
2020-05-27,FR_ARA_63,,,,,0,0,25,16,0,0,88,75,,,,,,,,,14,15,,,,,4,2,,,,,,
2020-05-27,FR_ARA_69,,,,,0,1,342,265,18,24,1221,1278,,,,,,,,,276,286,,,,,46,17,,,,,,
2020-05-27,FR_ARA_73,,,,,0,2,39,27,-1,4,160,209,,,,,,,,,19,18,,,,,0,1,,,,,,
2020-05-27,FR_ARA_74,,,,,0,0,106,54,0,0,424,367,,,,,,,,,66,52,,,,,6,0,,,,,,
2020-05-27,FR_BFC,,,,,2,2,565,434,22,35,1613,1780,,,,,,,,,240,226,,,,,38,11,,,,,,
2020-05-27,FR_BFC_21,,,,,0,0,137,104,3,7,386,470,,,,,,,,,30,23,,,,,7,4,,,,,,
2020-05-27,FR_BFC_25,,,,,0,1,84,62,8,18,297,301,,,,,,,,,31,12,,,,,9,3,,,,,,
2020-05-27,FR_BFC_39,,,,,0,0,31,29,2,1,110,155,,,,,,,,,9,12,,,,,0,0,,,,,,
2020-05-27,FR_BFC_58,,,,,1,0,15,12,0,1,25,50,,,,,,,,,6,11,,,,,1,0,,,,,,
2020-05-27,FR_BFC_70,,,,,0,0,51,26,1,0,131,121,,,,,,,,,27,22,,,,,0,0,,,,,,
2020-05-27,FR_BFC_71,,,,,0,0,102,91,3,3,270,334,,,,,,,,,67,75,,,,,8,1,,,,,,
2020-05-27,FR_BFC_89,,,,,0,1,46,37,3,1,127,128,,,,,,,,,35,45,,,,,7,2,,,,,,
2020-05-27,FR_BFC_90,,,,,1,0,99,73,2,4,267,221,,,,,,,,,35,26,,,,,6,1,,,,,,
2020-05-27,FR_BRE,,,,,0,2,143,105,2,4,604,507,,,,,,,,,118,96,,,,,14,6,,,,,,
2020-05-27,FR_BRE_22,,,,,0,1,18,14,0,0,87,91,,,,,,,,,20,24,,,,,1,2,,,,,,
2020-05-27,FR_BRE_29,,,,,0,0,28,15,0,0,92,65,,,,,,,,,14,15,,,,,2,0,,,,,,
2020-05-27,FR_BRE_35,,,,,0,1,44,40,1,2,225,173,,,,,,,,,45,36,,,,,4,2,,,,,,
2020-05-27,FR_BRE_56,,,,,0,0,53,36,1,2,200,178,,,,,,,,,39,21,,,,,7,2,,,,,,
2020-05-27,FR_COR,,,,,0,0,32,26,3,3,105,119,,,,,,,,,15,15,,,,,4,1,,,,,,
2020-05-27,FR_COR_2A,,,,,0,0,27,21,3,3,50,71,,,,,,,,,11,13,,,,,3,0,,,,,,
2020-05-27,FR_COR_2B,,,,,0,0,5,5,0,0,55,48,,,,,,,,,4,2,,,,,1,1,,,,,,
2020-05-27,FR_CVL,,,,,1,0,284,217,3,7,838,846,,,,,,,,,329,327,,,,,31,11,,,,,,
2020-05-27,FR_CVL_18,,,,,0,0,37,37,1,0,72,71,,,,,,,,,26,34,,,,,0,0,,,,,,
2020-05-27,FR_CVL_28,,,,,0,0,60,56,0,1,222,193,,,,,,,,,70,96,,,,,7,2,,,,,,
2020-05-27,FR_CVL_36,,,,,0,0,41,35,0,0,42,58,,,,,,,,,44,48,,,,,2,2,,,,,,
2020-05-27,FR_CVL_37,,,,,1,0,51,28,2,6,129,161,,,,,,,,,54,40,,,,,8,1,,,,,,
2020-05-27,FR_CVL_41,,,,,0,0,36,27,1,0,105,102,,,,,,,,,59,54,,,,,3,1,,,,,,
2020-05-27,FR_CVL_45,,,,,0,0,59,34,-1,0,268,261,,,,,,,,,76,55,,,,,11,5,,,,,,
2020-05-27,FR_GES,,,,,4,5,1996,1381,70,63,5436,5092,,,,,,,,,1160,1116,,,,,130,50,,,,,,
2020-05-27,FR_GES_08,,,,,0,0,34,18,0,0,71,71,,,,,,,,,26,38,,,,,3,0,,,,,,
2020-05-27,FR_GES_10,,,,,1,0,85,46,11,8,300,265,,,,,,,,,34,31,,,,,2,0,,,,,,
2020-05-27,FR_GES_51,,,,,1,1,146,106,10,4,430,480,,,,,,,,,85,63,,,,,11,0,,,,,,
2020-05-27,FR_GES_52,,,,,0,0,38,39,1,0,107,92,,,,,,,,,25,44,,,,,4,1,,,,,,
2020-05-27,FR_GES_54,,,,,0,1,205,136,3,4,503,518,,,,,,,,,69,90,,,,,11,9,,,,,,
2020-05-27,FR_GES_55,,,,,-1,0,52,41,1,1,182,188,,,,,,,,,54,45,,,,,3,0,,,,,,
2020-05-27,FR_GES_57,,,,,0,1,451,338,4,4,1063,1029,,,,,,,,,252,231,,,,,35,14,,,,,,
2020-05-27,FR_GES_67,,,,,2,0,366,256,15,18,1178,1009,,,,,,,,,282,260,,,,,27,17,,,,,,
2020-05-27,FR_GES_68,,,,,1,1,472,296,24,23,1272,1112,,,,,,,,,297,282,,,,,30,9,,,,,,
2020-05-27,FR_GES_88,,,,,0,1,147,105,1,1,330,328,,,,,,,,,36,32,,,,,4,0,,,,,,
2020-05-27,FR_GF,,,,,0,0,2,0,2,2,66,66,,,,,,,,,20,16,,,,,4,0,,,,,,
2020-05-27,FR_GUA,,,,,0,0,18,16,0,0,70,76,,,,,,,,,22,4,,,,,2,0,,,,,,
2020-05-27,FR_HDF,,,,,3,4,960,738,19,28,2691,2853,,,,,,,,,714,796,,,,,105,30,,,,,,
2020-05-27,FR_HDF_02,,,,,1,0,154,103,4,6,397,518,,,,,,,,,80,82,,,,,11,4,,,,,,
2020-05-27,FR_HDF_59,,,,,1,1,298,262,11,17,937,927,,,,,,,,,290,330,,,,,48,14,,,,,,
2020-05-27,FR_HDF_60,,,,,0,3,222,165,3,2,472,477,,,,,,,,,145,181,,,,,11,3,,,,,,
2020-05-27,FR_HDF_62,,,,,0,0,158,123,0,3,566,595,,,,,,,,,133,132,,,,,27,7,,,,,,
2020-05-27,FR_HDF_80,,,,,1,0,128,85,1,0,319,336,,,,,,,,,66,71,,,,,8,2,,,,,,
2020-05-27,FR_IDF,,,,,18,8,4243,2742,131,132,13369,10701,,,,,,,,,3385,3244,,,,,470,171,,,,,,
2020-05-27,FR_IDF_75,,,,,3,1,1052,621,53,52,3079,2402,,,,,,,,,595,433,,,,,143,40,,,,,,
2020-05-27,FR_IDF_77,,,,,2,3,380,249,13,9,1288,993,,,,,,,,,232,212,,,,,42,15,,,,,,
2020-05-27,FR_IDF_78,,,,,2,0,298,190,3,6,994,870,,,,,,,,,290,301,,,,,36,1,,,,,,
2020-05-27,FR_IDF_91,,,,,2,0,278,210,12,8,1056,884,,,,,,,,,331,352,,,,,42,20,,,,,,
2020-05-27,FR_IDF_92,,,,,2,0,591,418,27,29,2092,1694,,,,,,,,,603,529,,,,,82,27,,,,,,
2020-05-27,FR_IDF_93,,,,,1,1,579,363,14,10,1751,1356,,,,,,,,,484,520,,,,,56,39,,,,,,
2020-05-27,FR_IDF_94,,,,,4,1,640,443,5,13,1818,1564,,,,,,,,,570,619,,,,,50,19,,,,,,
2020-05-27,FR_IDF_95,,,,,2,2,425,248,4,5,1291,938,,,,,,,,,280,278,,,,,19,10,,,,,,
2020-05-27,FR_LRE,,,,,0,0,2,0,0,0,114,118,,,,,,,,,26,16,,,,,2,2,,,,,,
2020-05-27,FR_MAY,,,,,0,0,26,12,4,6,222,218,,,,,,,,,40,50,,,,,12,10,,,,,,
2020-05-27,FR_MQ,,,,,0,0,20,8,0,0,86,76,,,,,,,,,22,12,,,,,4,0,,,,,,
2020-05-27,FR_NAQ,,,,,0,2,228,162,4,4,982,891,,,,,,,,,186,161,,,,,30,16,,,,,,
2020-05-27,FR_NAQ_16,,,,,0,0,7,5,0,0,30,20,,,,,,,,,7,0,,,,,1,0,,,,,,
2020-05-27,FR_NAQ_17,,,,,0,1,31,17,0,1,74,48,,,,,,,,,12,17,,,,,0,2,,,,,,
2020-05-27,FR_NAQ_19,,,,,0,0,27,7,0,0,61,53,,,,,,,,,27,22,,,,,2,2,,,,,,
2020-05-27,FR_NAQ_23,,,,,0,1,6,4,0,0,30,26,,,,,,,,,12,8,,,,,5,2,,,,,,
2020-05-27,FR_NAQ_24,,,,,0,0,5,7,2,0,43,36,,,,,,,,,9,8,,,,,0,1,,,,,,
2020-05-27,FR_NAQ_33,,,,,0,0,73,71,2,1,417,410,,,,,,,,,69,68,,,,,15,4,,,,,,
2020-05-27,FR_NAQ_40,,,,,0,0,6,6,0,0,35,28,,,,,,,,,8,3,,,,,2,0,,,,,,
2020-05-27,FR_NAQ_47,,,,,0,0,8,1,0,0,34,24,,,,,,,,,9,11,,,,,1,1,,,,,,
2020-05-27,FR_NAQ_64,,,,,0,0,20,7,0,1,109,100,,,,,,,,,6,2,,,,,2,0,,,,,,
