date,key,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall
2020-05-09,US_VA_51023,USR0000VCRA,24.863,-1.7,8.9,,
2020-05-09,US_VA_51025,USC00442790,27.637,2.8,21.1,18,
2020-05-09,US_VA_51031,USW00013733,16.081,0,14.4,0,0
2020-05-09,US_VA_51035,USC00443272,18.694,0.6,13.3,33,0
2020-05-09,US_VA_51036,USC00444101,20.051,3.9,17.8,20,
2020-05-09,US_VA_51037,USC00444568,16.01,-1.7,20,18,0
2020-05-09,US_VA_51041,USC00446656,23.486,0.6,15.6,0,
2020-05-09,US_VA_51043,USC00445853,10.899,-2.2,12.8,76,
2020-05-09,US_VA_51045,USR0000VCRA,12.887,-1.7,8.9,,
2020-05-09,US_VA_51047,USC00447985,29.631,1.1,16.1,30,
2020-05-09,US_VA_51051,USC00446125,11.952,-2.2,8.3,94,0
2020-05-09,US_VA_51059,USC00448737,6.964,1.1,16.7,56,0
2020-05-09,US_VA_51061,USC00445204,27.557,1.7,17.8,51,
2020-05-09,US_VA_51063,USC00441692,21.24,-1.7,13.3,33,0
2020-05-09,US_VA_51067,USC00447338,2.042,0,17.2,13,0
2020-05-09,US_VA_51071,USC00448022,4.708,0.6,13.3,43,0
2020-05-09,US_VA_51073,USC00449151,19.595,3.3,14.4,13,
2020-05-09,US_VA_51075,USC00442142,7.575,,19.4,13,0
2020-05-09,US_VA_51079,USW00093736,18.014,1.7,13.3,0,
2020-05-09,US_VA_51081,USC00442790,3.148,2.8,21.1,18,
2020-05-09,US_VA_51083,USC00447925,9.843,-0.6,20.6,13,0
2020-05-09,US_VA_51085,USC00440327,1.259,-1.7,14.4,13,0
2020-05-09,US_VA_51087,USW00013740,8.63,1.1,15.6,0,0
2020-05-09,US_VA_51089,USC00445300,4.18,1.1,17.2,20,0
2020-05-09,US_VA_51093,USC00448192,22.264,3.9,13.9,18,0
2020-05-09,US_VA_51095,USC00449151,5.921,3.3,14.4,13,
2020-05-09,US_VA_51103,USC00449025,37.912,2.2,17.2,30,0
2020-05-09,US_VA_51107,USC00444909,8.342,0.6,12.8,69,0
2020-05-09,US_VA_51109,USC00445050,7.073,-2.2,13.3,0,
2020-05-09,US_VA_51111,USC00444568,22.618,-1.7,20,18,0
2020-05-09,US_VA_51113,USC00447904,18.306,2.2,18.3,25,
2020-05-09,US_VA_51115,USW00003739,34.368,4.7,12.6,6,
2020-05-09,US_VA_51117,USC00444414,10.789,3.9,19.4,5,
2020-05-09,US_VA_51119,USC00449025,26.029,2.2,17.2,30,0
2020-05-09,US_VA_51121,USC00440766,4.347,-1.7,13.3,41,0
2020-05-09,US_VA_51127,USC00449025,18.7,2.2,17.2,30,0
2020-05-09,US_VA_51131,USW00003739,1.059,4.7,12.6,6,
2020-05-09,US_VA_51133,USW00003757,31.629,3.9,15,0,
2020-05-09,US_VA_51137,USC00446712,9.676,1.1,15,0,0
2020-05-09,US_VA_51139,USC00445096,11.211,-1.1,15,56,0
2020-05-09,US_VA_51141,USC00448170,5.797,0,16.7,18,0
2020-05-09,US_VA_51143,USC00441614,0.958,-1.1,18.9,,0
2020-05-09,US_VA_51145,USC00442142,13.493,,19.4,13,0
2020-05-09,US_VA_51149,USR0000VJAM,7.183,1.1,16.1,,
2020-05-09,US_VA_51153,USC00445204,3.86,1.7,17.8,51,
2020-05-09,US_VA_51155,USC00446955,6.604,-1.1,15.6,0,0
2020-05-09,US_VA_51157,USC00447985,6.291,1.1,16.1,30,
2020-05-09,US_VA_51161,USW00013741,10.717,1.1,13.3,0,0
2020-05-09,US_VA_51163,USC00444876,3.837,1.1,16.7,18,0
2020-05-09,US_VA_51165,USC00442208,8.714,1.1,12.8,0,0
2020-05-09,US_VA_51167,USC00444777,6.872,-2.2,15.6,97,
2020-05-09,US_VA_51169,USC00404858,23.232,2.2,14.4,0,
2020-05-09,US_VA_51173,USC00447506,22.148,2.2,10.6,122,0
2020-05-09,US_VA_51175,USC00448800,27.32,0.6,16.1,5,0
2020-05-09,US_VA_51177,USC00443204,21.116,1.7,20,43,
2020-05-09,US_VA_51179,USC00443204,13.626,1.7,20,43,
2020-05-09,US_VA_51181,USW00093773,18.384,1.7,16.1,3,0
2020-05-09,US_VA_51185,USC00441209,20.308,-1.7,9.4,213,0
2020-05-09,US_VA_51187,USC00443229,2.5,-1.7,16.1,43,
2020-05-09,US_VA_51191,USC00440021,5.733,2.2,13.3,140,0
2020-05-09,US_VA_51195,USC00449215,5.534,-2.8,10,81,0
2020-05-09,US_VA_51197,USC00449301,4.646,0,11.1,53,0
2020-05-09,US_VA_51199,USW00093741,10.867,5,15.6,5,0
2020-05-09,US_VA_51510,USC00186800,4.665,1.7,19.4,41,0
2020-05-09,US_VA_51520,USC00440021,19.931,2.2,13.3,140,0
2020-05-09,US_VA_51530,USC00444876,8.788,1.1,16.7,18,0
2020-05-09,US_VA_51540,USW00003759,3.79,0.4,11.6,0,
2020-05-09,US_VA_51550,USC00446147,12.626,4.4,14.4,0,
2020-05-09,US_VA_51570,USC00446656,2.751,0.6,15.6,0,
2020-05-09,US_VA_51580,USC00442044,2.767,-2.2,17.2,0,0
2020-05-09,US_VA_51590,USC00442245,4.568,-1.1,20.6,0,0
2020-05-09,US_VA_51595,USC00442790,2.015,2.8,21.1,18,
2020-05-09,US_VA_51600,USC00448737,4.595,1.1,16.7,56,0
2020-05-09,US_VA_51620,USC00315996,28.148,2.8,19.4,130,
2020-05-09,US_VA_51630,USC00443204,2.363,1.7,20,43,
2020-05-09,US_VA_51640,USC00443272,1.175,0.6,13.3,33,0
2020-05-09,US_VA_51650,USW00013750,11.656,5.6,15,8,
2020-05-09,US_VA_51660,USC00442208,5.814,1.1,12.8,0,0
2020-05-09,US_VA_51670,USC00444101,2.49,3.9,17.8,20,
2020-05-09,US_VA_51678,USC00444876,0.895,1.1,16.7,18,0
2020-05-09,US_VA_51680,USW00013733,9.766,0,14.4,0,0
2020-05-09,US_VA_51683,USC00445204,2.452,1.7,17.8,51,
2020-05-09,US_VA_51685,USC00445204,5.61,1.7,17.8,51,
2020-05-09,US_VA_51690,USC00445300,2.196,1.1,17.2,20,0
2020-05-09,US_VA_51700,USW00093741,6.835,5,15.6,5,0
2020-05-09,US_VA_51710,USC00446147,4.43,4.4,14.4,0,
2020-05-09,US_VA_51720,USC00449215,7.179,-2.8,10,81,0
2020-05-09,US_VA_51730,USC00446656,2.97,0.6,15.6,0,
2020-05-09,US_VA_51735,USW00093741,10.564,5,15.6,5,0
2020-05-09,US_VA_51740,USC00446147,7.321,4.4,14.4,0,
2020-05-09,US_VA_51750,USC00446999,8.28,0,12.2,,0
2020-05-09,US_VA_51760,USW00013740,13.292,1.1,15.6,0,0
2020-05-09,US_VA_51770,USW00013741,6.656,1.1,13.3,0,0
2020-05-09,US_VA_51775,USW00013741,7.957,1.1,13.3,0,0
2020-05-09,US_VA_51790,USC00448062,1.419,-1.7,13.9,18,0
2020-05-09,US_VA_51800,USC00448192,1.468,3.9,13.9,18,0
2020-05-09,US_VA_51810,USW00013769,6.208,5,13.9,15,
2020-05-09,US_VA_51820,USC00448941,2.07,0,17.2,18,0
2020-05-09,US_VA_51830,USC00449151,3.447,3.3,14.4,13,
2020-05-09,US_VI,VQW00011640,14.081,27.2,30.6,0,0
2020-05-09,US_VT,USC00436893,17.896,-1.7,10,0,
2020-05-09,US_VT_50003,USW00054781,19.068,-1.7,3.3,38,
2020-05-09,US_VT_50005,USC00437054,7.397,-1.1,10.6,79,69
2020-05-09,US_VT_50007,USW00014742,1.982,0,5,18,3
2020-05-09,US_VT_50009,USR0000VNUL,6.446,-2.2,3.3,,
2020-05-09,US_VT_50011,USC00432773,12.768,-3.3,17.2,0,0
2020-05-09,US_VT_50015,USC00434290,7.389,-3.3,8.3,36,43
2020-05-09,US_VT_50017,USC00431565,4.607,-1.1,11.1,71,76
2020-05-09,US_VT_50019,USC00435542,11.818,-2.8,8.3,28,18
2020-05-09,US_VT_50021,USC00436995,6.91,-2.2,11.1,25,10
2020-05-09,US_VT_50027,USC00439984,8.277,-0.6,12.2,48,5
2020-05-09,US_WA,USC00459074,16.33,8.3,24.4,0,0
2020-05-09,US_WA_53003,USS0017C06S,16.779,6.7,19.7,0,
2020-05-09,US_WA_53005,USC00457015,19.455,10.6,27.8,0,
2020-05-09,US_WA_53007,USC00456534,9.564,1.7,21.7,0,0
2020-05-09,US_WA_53009,USW00094266,4.355,5,23.3,0,
2020-05-09,US_WA_53013,USC00452030,6.541,5,21.7,0,
2020-05-09,US_WA_53017,USR0000WDOU,20.53,5.6,22.2,,
2020-05-09,US_WA_53019,USR0000WBRO,15.053,0,23.3,,
2020-05-09,US_WA_53021,USC00457247,20.772,7.2,25,0,
2020-05-09,US_WA_53023,USR0000WALD,17.636,7.2,17.8,,
2020-05-09,US_WA_53025,USW00024110,11.397,10,28.3,0,
2020-05-09,US_WA_53027,USC00453826,15.237,5.6,25.6,0,
2020-05-09,US_WA_53031,USS0023B17S,15.776,4.2,15.7,0,
2020-05-09,US_WA_53033,USC00451233,8.836,10,22.2,0,0
2020-05-09,US_WA_53035,USC00450872,8.282,10,25.6,0,0
2020-05-09,US_WA_53037,USW00024220,14.843,3.9,26.1,0,
2020-05-09,US_WA_53039,USC00453222,8.009,3.9,22.8,0,0
2020-05-09,US_WA_53041,USC00455110,17.052,5,27.2,0,0
2020-05-09,US_WA_53045,USC00451939,2.742,5.6,25,0,
2020-05-09,US_WA_53047,USS0019A09S,9.89,9,17.4,0,
2020-05-09,US_WA_53049,USC00456914,11.059,5,27.8,0,
2020-05-09,US_WA_53051,USS0017A01S,19.256,-0.2,15.9,0,
2020-05-09,US_WA_53053,USS0021B63S,12.933,10,21.5,0,
2020-05-09,US_WA_53055,USW00094276,6.6,8.9,25.6,0,
2020-05-09,US_WA_53057,USC00451679,7.201,6.7,27.8,0,0
2020-05-09,US_WA_53059,USS0021C42S,8.69,7,25.2,0,
2020-05-09,US_WA_53061,USC00458034,19.318,7.8,27.8,0,
2020-05-09,US_WA_53063,USW00094176,9.162,6.1,24.4,0,
2020-05-09,US_WA_53067,USW00024227,7.36,5.6,29.4,0,0
2020-05-09,US_WA_53069,USR0000WABE,26.214,13.9,25.6,,
2020-05-09,US_WA_53073,USS0021A36S,2.462,9.3,16.7,0,
2020-05-09,US_WA_53077,USW00024243,19.312,6.7,27.2,0,0
2020-05-09,US_WI,USC00478171,6.884,-1.1,6.1,0,0
2020-05-09,US_WI_55001,USC00472973,4.899,-5.6,6.7,0,0
2020-05-09,US_WI_55005,USC00477132,6.062,-3.3,7.2,0,
2020-05-09,US_WI_55007,USW00094929,21.916,-2.8,12.2,0,
2020-05-09,US_WI_55009,USW00014898,9.822,-1.7,13.3,0,0
2020-05-09,US_WI_55011,USC00470124,14.697,0,8.3,0,0
2020-05-09,US_WI_55015,USC00471568,7.862,-2.2,5,0,0
2020-05-09,US_WI_55017,USC00474027,4.281,-1.1,7.8,0,0
2020-05-09,US_WI_55021,USC00476718,10.584,-2.2,7.2,0,0
2020-05-09,US_WI_55027,USC00473756,6.666,-3.3,7.2,0,0
2020-05-09,US_WI_55035,USR0000WAUG,12.816,-2.8,12.8,,
2020-05-09,US_WI_55037,USC00472826,14.381,-6.1,1.1,25,23
2020-05-09,US_WI_55039,USW00004840,1.149,-3.3,15.6,0,0
2020-05-09,US_WI_55041,USC00477115,41.051,-3.9,1.7,0,0
2020-05-09,US_WI_55043,USC00474546,7.364,-1.7,8.9,0,0
2020-05-09,US_WI_55045,USC00475573,10.556,-2.2,8.9,0,0
2020-05-09,US_WI_55047,USC00475096,12.373,-3.3,10,0,0
2020-05-09,US_WI_55049,USC00472173,4.505,-3.9,8.9,0,0
2020-05-09,US_WI_55051,USC00473800,15.544,-5,2.2,0,0
2020-05-09,US_WI_55055,USC00474108,3.462,-5,7.8,0,0
2020-05-09,US_WI_55057,USC00475178,15.012,-2.8,7.8,0,0
2020-05-09,US_WI_55059,USC00474174,2.184,-1.7,15,0,0
2020-05-09,US_WI_55061,USC00472851,12.67,-2.8,4.4,0,0
2020-05-09,US_WI_55063,USC00474373,11.719,-1.1,16.1,5,0
2020-05-09,US_WI_55065,USC00472001,3.407,-5.6,10,0,0
2020-05-09,US_WI_55069,USC00475364,17.669,-2.8,4.4,0,
2020-05-09,US_WI_55071,USC00478672,1.615,-1.7,5,0,0
2020-05-09,US_WI_55073,USW00014897,10.969,-0.6,11.1,10,0
2020-05-09,US_WI_55077,USC00475581,7.324,1.1,7.2,0,
2020-05-09,US_WI_55078,USC00478190,23.18,-0.6,6.7,0,0
2020-05-09,US_WI_55079,USW00014839,7.149,-0.6,15.6,0,0
2020-05-09,US_WI_55081,USC00477997,15.802,-5.6,7.8,0,0
2020-05-09,US_WI_55083,USC00478376,11.707,-2.8,4.4,0,0
2020-05-09,US_WI_55085,USW00004803,8.793,-3.3,11.1,0,0
2020-05-09,US_WI_55087,USC00470265,14.91,-3.3,6.1,0,0
2020-05-09,US_WI_55089,USC00477581,4.592,-3.9,4.4,0,0
2020-05-09,US_WI_55091,USC00472279,2.732,-2.2,15,0,
2020-05-09,US_WI_55093,USC00472556,3.259,-3.3,8.9,0,0
2020-05-09,US_WI_55095,USC00474894,13.088,-2.8,7.8,0,0
2020-05-09,US_WI_55097,USC00478171,7.616,-1.1,6.1,0,0
2020-05-09,US_WI_55099,USC00476398,29.069,-3.9,3.9,0,0
2020-05-09,US_WI_55101,USW00094818,4.855,-2.2,15,0,0
2020-05-09,US_WI_55103,USW00014921,27.471,-4.4,16.7,3,
2020-05-09,US_WI_55105,USC00470045,2.544,-1.7,8.9,0,0
2020-05-09,US_WI_55107,USC00474391,2.102,-5.6,7.2,0,0
2020-05-09,US_WI_55109,USC00470486,9.267,-5.6,6.7,0,0
2020-05-09,US_WI_55111,USC00477052,11.442,-3.3,8.3,0,0
2020-05-09,US_WI_55113,USC00479304,15.888,-5.6,5,0,0
2020-05-09,US_WI_55115,USC00477708,11.581,-2.8,7.8,0,0
2020-05-09,US_WI_55117,USC00471605,3.934,-3.3,2.2,0,0
2020-05-09,US_WI_55119,USC00475255,15.081,-4.4,5,0,0
2020-05-09,US_WI_55121,USC00478589,34.162,-2.2,15.6,0,0
2020-05-09,US_WI_55123,USC00478827,5.038,-2.8,7.8,0,0
2020-05-09,US_WI_55125,USC00472314,24.563,-1.1,10.6,0,
2020-05-09,US_WI_55127,USC00472051,10.798,-1.7,8.9,0,0
2020-05-09,US_WI_55129,USC00478027,10.803,-4.4,7.8,0,0
2020-05-09,US_WI_55131,USC00479052,5.377,-3.9,5.6,0,
2020-05-09,US_WI_55133,USC00471062,11.342,-2.2,,0,0
2020-05-09,US_WI_55135,USC00478951,15.643,-3.3,,0,0
2020-05-09,US_WI_55137,USC00473405,23.641,-3.3,6.7,0,0
2020-05-09,US_WI_55139,USC00476330,7.9,0,6.7,0,0
2020-05-09,US_WI_55141,USW00004826,19.039,-3.3,13.3,15,0
2020-05-09,US_WV,USC00468522,2.291,-1.7,12.2,193,0
2020-05-09,US_WV_54001,USC00468986,20.548,-2.2,11.7,183,0
2020-05-09,US_WV_54003,USC00465706,5.455,0.6,12.2,178,
2020-05-09,US_WV_54005,USC00465563,14.379,0.6,12.8,160,
2020-05-09,US_WV_54007,USC00463361,5.059,-0.6,13.9,175,
2020-05-09,US_WV_54009,USW00014894,11.873,-2.2,6.1,0,
2020-05-09,US_WV_54013,USC00463648,8.374,0,19.4,,
2020-05-09,US_WV_54015,USC00468614,30.771,0,8.3,170,0
2020-05-09,US_WV_54017,USC00469458,6.817,-1.7,10.6,185,
2020-05-09,US_WV_54021,USC00463544,2.213,-0.6,12.2,198,
2020-05-09,US_WV_54023,USC00462211,20.045,-7.2,6.7,274,71
2020-05-09,US_WV_54025,USC00465224,11.129,-1.7,12.8,89,0
2020-05-09,US_WV_54029,USC00466442,4.073,0,10,15,0
2020-05-09,US_WV_54033,USC00461677,3.399,-1.1,12.8,163,
2020-05-09,US_WV_54035,USC00467552,3.884,-0.6,19.4,152,0
2020-05-09,US_WV_54037,USW00013734,14.797,0.6,8.9,0,
2020-05-09,US_WV_54039,USW00013866,6.826,1.1,11.7,0,0
2020-05-09,US_WV_54041,USC00468522,3.138,-1.7,12.2,193,0
2020-05-09,US_WV_54043,USC00465563,21.376,0.6,12.8,160,
2020-05-09,US_WV_54045,USC00465353,5.621,0.6,12.2,180,0
2020-05-09,US_WV_54047,USC00467372,29.543,0.6,17.8,152,
2020-05-09,US_WV_54049,USC00462920,10.67,-1.7,6.1,0,0
2020-05-09,US_WV_54053,USC00333029,15.114,-0.6,12.2,173,
2020-05-09,US_WV_54055,USW00003859,15.366,-2.2,7.2,3,0
2020-05-09,US_WV_54057,USC00464840,5.587,-1.7,13.9,84,0
2020-05-09,US_WV_54059,USC00465353,20.426,0.6,12.2,180,0
2020-05-09,US_WV_54061,USC00466212,6.964,-2.2,10.6,198,
2020-05-09,US_WV_54063,USC00460102,21.317,-2.2,13.3,91,0
2020-05-09,US_WV_54065,USC00461324,6.483,-2.2,11.1,86,0
2020-05-09,US_WV_54067,USC00468614,11.459,0,8.3,170,0
2020-05-09,US_WV_54069,USC00467018,8.729,-1.1,9.4,86,0
2020-05-09,US_WV_54071,USW00003733,38.482,-6.3,0,4,
2020-05-09,US_WV_54073,USC00335939,5.711,-1.7,10,254,0
2020-05-09,US_WV_54075,USC00468308,8.873,-8.9,5.6,127,76
2020-05-09,US_WV_54081,USC00460580,4.843,-2.8,15,135,0
2020-05-09,US_WV_54083,USW00013729,12.46,-2.8,6.7,0,0
2020-05-09,US_WV_54085,USC00463940,4.685,-2.2,10.6,157,0
2020-05-09,US_WV_54087,USC00468384,9.69,-1.7,11.1,178,0
2020-05-09,US_WV_54089,USC00460102,19.331,-2.2,13.3,91,0
2020-05-09,US_WV_54091,USC00468986,2.895,-2.2,11.7,183,0
2020-05-09,US_WV_54093,USC00466867,6.25,-2.2,11.1,224,5
2020-05-09,US_WV_54095,USC00465963,1.983,-2.2,10.6,236,0
2020-05-09,US_WV_54097,USC00467649,8.299,-2.2,11.1,231,8
2020-05-09,US_WV_54099,USC00462622,4.216,-1.1,11.1,160,0
2020-05-09,US_WV_54101,USC00463798,14.982,-2.8,13.3,251,0
2020-05-09,US_WV_54107,USW00013867,8.892,-0.6,11.1,193,
2020-05-09,US_WY,USC00487375,41.71,-2.2,16.1,0,0
2020-05-09,US_WY_56003,USW00024048,7.455,5,14.4,0,
2020-05-09,US_WY_56005,USC00483855,8.585,0,14.4,33,0
2020-05-09,US_WY_56009,USW00094057,21.363,0,11.7,20,
2020-05-09,US_WY_56011,USR0000WBEA,10.525,-1.7,7.8,,
2020-05-09,US_WY_56013,USW00024061,13.092,2.2,12.8,0,0
2020-05-09,US_WY_56019,USC00481165,36.042,-1.1,16.7,8,0
2020-05-09,US_WY_56021,USW00024018,21.069,2.2,8.3,5,0
2020-05-09,US_WY_56023,USS0010G22S,4.744,-2.8,12,25,
2020-05-09,US_WY_56025,USC00487375,17.033,-2.2,16.1,0,0
2020-05-09,US_WY_56027,USC00485374,18.326,1.1,16.1,0,0
2020-05-09,US_WY_56029,USS0009E13S,21.986,-5.1,7.7,25,
2020-05-09,US_WY_56035,USC00487260,13.69,-7.8,16.7,0,0
2020-05-09,US_WY_56037,USW00024027,15.377,-1.7,16.7,0,
2020-05-09,US_WY_56039,USC00486440,7.202,-4.4,11.1,0,0
2020-05-09,US_WY_56041,USC00486555,17.966,,,,
2020-05-09,US_WY_56043,USW00024062,22.56,3.9,15,0,
2020-05-09,UY,UY000086490,144.147,6.9,,0,
2020-05-09,UZ,UZM00038565,56.73,16.3,22.6,,
2020-05-09,VA,IT000016239,17.235,10.3,25.1,0,
2020-05-09,VC,TDM00078970,287.661,24.1,33.9,0,
2020-05-09,VE,VE000005484,211.221,24.4,,3,
2020-05-09,VE_A,VE000005484,482.167,24.4,,3,
2020-05-09,VE_B,TDM00078970,367.315,24.1,33.9,0,
2020-05-09,VE_C,VE000005484,192.796,24.4,,3,
2020-05-09,VE_D,VE000005484,454.285,24.4,,3,
2020-05-09,VE_E,COM00080099,183.785,,,,
2020-05-09,VE_F,VE000005484,442.66,24.4,,3,
2020-05-09,VE_G,VE000005484,450.917,24.4,,3,
2020-05-09,VE_H,VE000005484,366.471,24.4,,3,
2020-05-09,VE_I,COM00080035,336.685,27.4,,0,
2020-05-09,VE_J,VE000005484,298.353,24.4,,3,
2020-05-09,VE_K,COM00080099,347.455,,,,
2020-05-09,VE_L,COM00080097,157.961,29,,0,
2020-05-09,VE_M,VE000005484,469.303,24.4,,3,
2020-05-09,VE_N,TDM00078970,228.816,24.1,33.9,0,
2020-05-09,VE_O,TDM00078970,293.514,24.1,33.9,0,
2020-05-09,VE_P,COM00080099,277.991,,,,
2020-05-09,VE_R,TDM00078970,184.771,24.1,33.9,0,
2020-05-09,VE_S,COM00080097,43.205,29,,0,
2020-05-09,VE_T,COM00080099,262.467,,,,
2020-05-09,VE_U,COM00080099,425.062,,,,
2020-05-09,VE_V,COM00080036,127.94,,,,
2020-05-09,VE_X,VE000005484,494.693,24.4,,3,
2020-05-09,VE_Y,TDM00078970,218.478,24.1,33.9,0,
2020-05-09,VE_Z,VE000005484,340.052,24.4,,3,
2020-05-09,VG,VQW00011640,52.635,27.2,30.6,0,0
2020-05-09,VI,VQW00011640,14.081,27.2,30.6,0,0
2020-05-09,VN,VMM00048855,21.831,,,,
2020-05-09,VU,NHM00091557,122.839,18.9,28.6,20,
2020-05-09,WS,AQW00061705,143.526,,,,
2020-05-09,XK,MKM00013588,75.427,7.5,26.9,0,
2020-05-09,YE,SAM00041136,238.028,24,40.2,,
2020-05-09,YT,MFM00067005,16.042,,,0,
2020-05-09,ZA,SF000068438,77.931,3.4,26,,
2020-05-10,AD,FRE00106205,61.747,,15.9,0,
2020-05-10,AE,AEM00041217,35.739,,39.5,,
2020-05-10,AF,AFM00040990,278.428,16.2,34,,
2020-05-10,AL,ALM00013615,51.729,7.8,24.3,,
2020-05-10,AM,AM000037801,15.954,3.5,7,74,
2020-05-10,AN,VQW00011624,326.538,27.2,27.8,5,0
2020-05-10,AO,AO000066390,499.718,,,,
2020-05-10,AQ,AYW00090001,0,,,,
2020-05-10,AR,AR000087534,60.172,6.7,,,
2020-05-10,AR_A,AR000870470,9.992,6.4,,,
2020-05-10,AR_B,ARM00087640,44.9,7,,,
2020-05-10,AR_C,ARM00087582,5.499,11.8,,,
2020-05-10,AR_D,ARM00087436,3.055,12,26.7,,
2020-05-10,AR_E,AR000087374,35.08,13.3,,,
2020-05-10,AR_F,AR000087217,6.447,6.4,,,
2020-05-10,AR_G,AR000087129,3.75,6,,,
2020-05-10,AR_H,AR000087155,6.253,11.5,,,
2020-05-10,AR_J,ARM00087311,94.538,5.4,26.9,,
2020-05-10,AR_K,ARM00087222,14.708,5.2,,,
2020-05-10,AR_L,AR000087623,5.737,5.5,23.3,,
2020-05-10,AR_M,AR000087418,8.752,7,23.3,,
2020-05-10,AR_N,PAM00086285,67.452,10.2,,,
2020-05-10,AR_P,ARM00087162,6.234,14.8,,,
2020-05-10,AR_Q,AR000087715,5.069,,25.1,,
2020-05-10,AR_R,ARM00087791,7.675,10.9,21.4,,
2020-05-10,AR_S,AR000087534,113.064,6.7,,,
2020-05-10,AR_T,ARM00087121,42.982,11.5,,,
2020-05-10,AR_U,AR000087828,17.452,6.3,21.3,,
2020-05-10,AR_V,ARM00087934,65.361,-1.6,8.2,,
2020-05-10,AR_W,ARM00087289,123.511,10.4,,,
2020-05-10,AR_X,ARM00087349,38.654,12.1,,,
2020-05-10,AR_Y,ARM00087046,82.353,9,,,
2020-05-10,AR_Z,ARM00087909,156.16,0,11.6,0,
2020-05-10,AS,AQW00061705,3.923,,,,
2020-05-10,AT,AU000005010,11.356,12.4,22.3,5,
2020-05-10,AT_11,AU000005901,81.694,13.8,23.9,,
2020-05-10,AT_12,AUM00011389,19.407,11.8,23.1,,
2020-05-10,AT_13,AU000005901,3.242,13.8,23.9,,
2020-05-10,AT_22,AU000016402,28.35,9.8,,,
2020-05-10,AT_31,AU000005010,19.391,12.4,22.3,5,
2020-05-10,AT_32,AUM00011155,26.948,8.9,,,
2020-05-10,AT_33,AU000011801,0.004,12.9,,,
2020-05-10,AU,ASN00017043,160.768,8.2,20.4,0,
2020-05-10,AU_ACT,ASN00070339,10.839,1.8,13,14,
2020-05-10,AU_NSW,ASN00051049,89.528,4.4,14.1,0,
2020-05-10,AU_NT,ASN00015135,130.055,18.2,27.3,0,
2020-05-10,AU_QLD,ASN00030161,78.993,15.1,33.3,0,
2020-05-10,AU_SA,ASN00016098,88.244,6.5,19.3,0,
2020-05-10,AU_TAS,ASN00096033,29.537,-0.8,5.7,0,
2020-05-10,AU_VIC,ASN00088110,23.065,0.8,11.8,40,
2020-05-10,AU_WA,ASN00013015,198.938,12.5,24.5,0,
2020-05-10,AW,COM00080035,339.301,27.4,,0,
2020-05-10,AZ,AJ000037749,39.16,,14.6,5,
2020-05-10,BA,BKM00014652,22.581,5.5,,,
2020-05-10,BB,TDM00078970,347.958,,,0,
2020-05-10,BD,BGM00041923,58.787,25,35.9,41,
2020-05-10,BE,BE000006447,28.53,,20.5,20,
2020-05-10,BF,UVM00065503,61.037,,40.7,,
2020-05-10,BG,BUM00015730,122.732,6.2,26.7,0,
2020-05-10,BH,BA000041150,24.287,28.6,38.6,,
2020-05-10,BI,RWM00064387,192.196,,26.3,,
2020-05-10,BJ,BNM00065330,74.641,,31.7,5,
2020-05-10,BM,BDM00078016,7.284,16.7,24,8,
2020-05-10,BN,BXM00096315,72.567,24.5,33.4,79,
2020-05-10,BO,BL000085223,132.589,6.4,30.5,,
2020-05-10,BO_C,BL000085223,72.825,6.4,30.5,,
2020-05-10,BO_N,BL000085043,118.165,19.6,,,
2020-05-10,BQ,COM00080035,516.029,27.4,,0,
2020-05-10,BR_AC,BL000085041,291.882,20.2,,,
2020-05-10,BR_AL,BR038983570,84.339,22.7,29.9,30,
2020-05-10,BR_AM,BRM00082533,210.945,,32.4,5,
2020-05-10,BR_AP,BRM00082098,172.75,,,109,
2020-05-10,BR_BA,BR057324290,522.305,,,0,
2020-05-10,BR_CE,BR037041370,350.905,24.7,33.4,,
2020-05-10,BR_DF,BR057324290,427.927,,,0,
2020-05-10,BR_ES,BRM00083698,237.086,,,,
2020-05-10,BR_GO,BR057324290,675.212,,,0,
2020-05-10,BR_MA,BR037041370,334.428,24.7,33.4,,
2020-05-10,BR_MG,BRM00083566,3.902,11.9,,0,
2020-05-10,BR_MS,PAM00086097,269.559,17,,,
2020-05-10,BR_PA,BR000352000,189.464,,,,
2020-05-10,BR_PB,BR038484280,104.129,,,,
2020-05-10,BR_PE,BR038484280,246.376,,,,
2020-05-10,BR_PI,BR037041370,355.459,24.7,33.4,,
2020-05-10,BR_PR,PAM00086210,285.565,11,,,
2020-05-10,BR_RJ,BRM00083746,73.208,15.6,,0,
2020-05-10,BR_RN,BR038484280,180.066,,,,
2020-05-10,BR_RR,GYW00010502,595.759,,32.5,,
2020-05-10,BR_RS,UYM00086350,260.115,,,0,
2020-05-10,BR_SE,BR038983570,211.744,22.7,29.9,30,
2020-05-10,BR_SP,BR00E3-0520,329.179,,,0,
2020-05-10,BR_TO,BR000082861,309.704,,,,
2020-05-10,BS,BF000078073,185.023,,,,
2020-05-10,BT,IN024041000,161.05,21.4,,,
2020-05-10,BW,BC008948490,407.618,6.7,26.2,0,
2020-05-10,BY,BOM00026855,10.419,5.3,20.2,,
2020-05-10,BZ,BHM00078583,67.031,,,0,
2020-05-10,CA,CA004060983,40.814,-3.3,7.1,2,
2020-05-10,CA_AB,CA003065995,36.1,1.7,9.1,0,
