key,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99
US_OH_39157,92916,45898,48003,,,,,,,10997,11491,10354,11226,10772,13113,12361,8600,3990,997
US_OH_39159,54277,,,,,,,,,,,,,,,,,,
US_OH_39161,28562,,,,,,,,,,,,,,,,,,
US_OH_39163,13048,,,,,,,,,,,,,,,,,,
US_OH_39165,224469,,,,,,,,,,,,,,,,,,
US_OH_39167,61112,,,,,,,,,,,,,,,,,,
US_OH_39169,116063,,,,,,,,,,,,,,,,,,
US_OH_39171,37120,,,,,,,,,,,,,,,,,,
US_OH_39173,129730,,,,,,,,,,,,,,,,,,
US_OH_39175,22243,,,,,,,,,,,,,,,,,,
US_OK,3940521,2009232,2065511,,,,,,,531035,516968,581999,532297,456006,506832,484031,314852,120578,30145
US_OK_40001,22004,,,,,,,,,,,,,,,,,,
US_OK_40003,5868,,,,,,,,,,,,,,,,,,
US_OK_40005,13793,,,,,,,,,,,,,,,,,,
US_OK_40007,5427,,,,,,,,,,,,,,,,,,
US_OK_40009,23768,,,,,,,,,,,,,,,,,,
US_OK_40011,9833,,,,,,,,,,,,,,,,,,
US_OK_40013,44884,,,,,,,,,,,,,,,,,,
US_OK_40015,29343,,,,,,,,,,,,,,,,,,
US_OK_40017,133378,,,,,,,,,,,,,,,,,,
US_OK_40019,48689,,,,,,,,,,,,,,,,,,
US_OK_40021,48447,,,,,,,,,,,,,,,,,,
US_OK_40023,14997,,,,,,,,,,,,,,,,,,
US_OK_40025,2216,,,,,,,,,,,,,,,,,,
US_OK_40027,274458,,,,,,,,,,,,,,,,,,
US_OK_40029,5651,,,,,,,,,,,,,,,,,,
US_OK_40031,124648,,,,,,,,,,,,,,,,,,
US_OK_40033,5996,,,,,,,,,,,,,,,,,,
US_OK_40035,14818,,,,,,,,,,,,,,,,,,
US_OK_40037,70892,,,,,,,,,,,,,,,,,,
US_OK_40039,29744,,,,,,,,,,,,,,,,,,
US_OK_40041,41459,,,,,,,,,,,,,,,,,,
US_OK_40043,4995,,,,,,,,,,,,,,,,,,
US_OK_40045,4231,,,,,,,,,,,,,,,,,,
US_OK_40047,63569,,,,,,,,,,,,,,,,,,
US_OK_40049,27755,,,,,,,,,,,,,,,,,,
US_OK_40051,54648,,,,,,,,,,,,,,,,,,
US_OK_40053,4523,,,,,,,,,,,,,,,,,,
US_OK_40055,6070,,,,,,,,,,,,,,,,,,
US_OK_40057,2788,,,,,,,,,,,,,,,,,,
US_OK_40059,3754,,,,,,,,,,,,,,,,,,
US_OK_40061,12845,,,,,,,,,,,,,,,,,,
US_OK_40063,13735,,,,,,,,,,,,,,,,,,
US_OK_40065,25574,,,,,,,,,,,,,,,,,,
US_OK_40067,6276,,,,,,,,,,,,,,,,,,
US_OK_40069,10980,,,,,,,,,,,,,,,,,,
US_OK_40071,45366,,,,,,,,,,,,,,,,,,
US_OK_40073,15584,,,,,,,,,,,,,,,,,,
US_OK_40075,9144,,,,,,,,,,,,,,,,,,
US_OK_40077,10483,,,,,,,,,,,,,,,,,,
US_OK_40079,49605,,,,,,,,,,,,,,,,,,
US_OK_40081,35042,,,,,,,,,,,,,,,,,,
US_OK_40083,45996,,,,,,,,,,,,,,,,,,
US_OK_40085,9870,,,,,,,,,,,,,,,,,,
US_OK_40087,38066,,,,,,,,,,,,,,,,,,
US_OK_40089,33048,,,,,,,,,,,,,,,,,,
US_OK_40091,19990,,,,,,,,,,,,,,,,,,
US_OK_40093,7771,,,,,,,,,,,,,,,,,,
US_OK_40095,16232,,,,,,,,,,,,,,,,,,
US_OK_40097,40887,,,,,,,,,,,,,,,,,,
US_OK_40099,13936,,,,,,,,,,,,,,,,,,
US_OK_40101,69699,,,,,,,,,,,,,,,,,,
US_OK_40103,11554,,,,,,,,,,,,,,,,,,
US_OK_40105,10539,,,,,,,,,,,,,,,,,,
US_OK_40107,12181,,,,,,,,,,,,,,,,,,
US_OK_40109,776864,,,,,,,,,,,,,,,,,,
US_OK_40111,39187,,,,,,,,,,,,,,,,,,
US_OK_40113,47887,,,,,,,,,,,,,,,,,,
US_OK_40115,31981,,,,,,,,,,,,,,,,,,
US_OK_40117,16436,,,,,,,,,,,,,,,,,,
US_OK_40119,80850,,,,,,,,,,,,,,,,,,
US_OK_40121,44610,,,,,,,,,,,,,,,,,,
US_OK_40123,38194,,,,,,,,,,,,,,,,,,
US_OK_40125,71875,,,,,,,,,,,,,,,,,,
US_OK_40127,11183,,,,,,,,,,,,,,,,,,
US_OK_40129,3788,,,,,,,,,,,,,,,,,,
US_OK_40131,90802,,,,,,,,,,,,,,,,,,
US_OK_40133,25548,,,,,,,,,,,,,,,,,,
US_OK_40135,41153,,,,,,,,,,,,,,,,,,
US_OK_40137,44581,,,,,,,,,,,,,,,,,,
US_OK_40139,21489,,,,,,,,,,,,,,,,,,
US_OK_40141,7515,,,,,,,,,,,,,,,,,,
US_OK_40143,639242,,,,,,,,,,,,,,,,,,
US_OK_40145,76559,,,,,,,,,,,,,,,,,,
US_OK_40147,52021,,,,,,,,,,,,,,,,,,
US_OK_40149,11661,,,,,,,,,,,,,,,,,,
US_OK_40151,9304,,,,,,,,,,,,,,,,,,
US_OK_40153,21559,,,,,,,,,,,,,,,,,,
US_OR,4028977,2121331,2178530,,,,,,,497736,511396,579623,591544,492444,575251,553270,317967,144504,36126
US_OR_41001,16005,,,,,,,,,,,,,,,,,,
US_OR_41003,87572,,,,,,,,,,,,,,,,,,
US_OR_41005,401515,,,,,,,,,,,,,,,,,,
US_OR_41007,37831,,,,,,,,,,,,,,,,,,
US_OR_41009,49600,,,,,,,,,,,,,,,,,,
US_OR_41011,63121,,,,,,,,,,,,,,,,,,
US_OR_41013,21630,,,,,,,,,,,,,,,,,,
US_OR_41015,22483,,,,,,,,,,,,,,,,,,
US_OR_41017,175268,,,,,,,,,,,,,,,,,,
US_OR_41019,107685,,,,,,,,,,,,,,,,,,
US_OR_41021,1859,,,,,,,,,,,,,,,,,,
US_OR_41023,7185,,,,,,,,,,,,,,,,,,
US_OR_41025,7200,,,,,,,,,,,,,,,,,,
US_OR_41027,23137,,,,,,,,,,,,,,,,,,
US_OR_41029,212567,,,,,,,,,,,,,,,,,,
US_OR_41031,22666,,,,,,,,,,,,,,,,,,
US_OR_41033,84745,,,,,,,,,,,,,,,,,,
US_OR_41035,66016,,,,,,,,,,,,,,,,,,
US_OR_41037,7829,,,,,,,,,,,,,,,,,,
US_OR_41039,362895,,,,,,,,,,,,,,,,,,
US_OR_41041,47038,,,,,,,,,,,,,,,,,,
US_OR_41043,120547,,,,,,,,,,,,,,,,,,
US_OR_41045,30380,,,,,,,,,,,,,,,,,,
US_OR_41047,330700,173258,175976,,,,,,,48175,47185,47731,47135,37965,42322,40027,24285,11527,2882
US_OR_41049,11190,,,,,,,,,,,,,,,,,,
US_OR_41051,790294,,,,,,,,,,,,,,,,,,
US_OR_41053,79391,,,,,,,,,,,,,,,,,,
US_OR_41055,1680,,,,,,,,,,,,,,,,,,
US_OR_41057,25653,,,,,,,,,,,,,,,,,,
US_OR_41059,76531,,,,,,,,,,,,,,,,,,
US_OR_41061,25790,,,,,,,,,,,,,,,,,,
US_OR_41063,6856,,,,,,,,,,,,,,,,,,
US_OR_41065,25775,,,,,,,,,,,,,,,,,,
US_OR_41067,574326,,,,,,,,,,,,,,,,,,
US_OR_41069,1358,,,,,,,,,,,,,,,,,,
US_OR_41071,102659,,,,,,,,,,,,,,,,,,
US_PA,12802503,6403995,6794638,,,,,,,1439176,1616591,1705858,1594758,1610190,1802825,1647696,1100397,544914,136228
US_PA_42001,102295,,,,,,,,,,,,,,,,,,
US_PA_42003,1230459,555981,612348,,,,,,,113239,128892,163990,138769,134088,166931,146508,103447,57972,14493
US_PA_42005,67052,,,,,,,,,,,,,,,,,,
US_PA_42007,168871,,,,,,,,,,,,,,,,,,
US_PA_42009,48586,24462,25076,,,,,,,5074,5640,4687,5687,6035,7033,7238,5400,2195,549
US_PA_42011,415271,,,,,,,,,,,,,,,,,,
US_PA_42013,125593,,,,,,,,,,,,,,,,,,
US_PA_42015,61281,,,,,,,,,,,,,,,,,,
US_PA_42017,627367,,,,,,,,,,,,,,,,,,
US_PA_42019,186818,,,,,,,,,,,,,,,,,,
US_PA_42021,136411,,,,,,,,,,,,,,,,,,
US_PA_42023,4732,,,,,,,,,,,,,,,,,,
US_PA_42025,63960,,,,,,,,,,,,,,,,,,
US_PA_42027,160580,,,,,,,,,,,,,,,,,,
US_PA_42029,515939,,,,,,,,,,,,,,,,,,
US_PA_42031,39498,,,,,,,,,,,,,,,,,,
US_PA_42033,80994,,,,,,,,,,,,,,,,,,
US_PA_42035,39441,,,,,,,,,,,,,,,,,,
US_PA_42037,66672,,,,,,,,,,,,,,,,,,
US_PA_42039,86484,,,,,,,,,,,,,,,,,,
US_PA_42041,246338,,,,,,,,,,,,,,,,,,
US_PA_42043,272983,,,,,,,,,,,,,,,,,,
US_PA_42045,563894,,,,,,,,,,,,,,,,,,
US_PA_42047,30872,,,,,,,,,,,,,,,,,,
US_PA_42049,278045,,,,,,,,,,,,,,,,,,
US_PA_42051,133628,,,,,,,,,,,,,,,,,,
US_PA_42053,7410,,,,,,,,,,,,,,,,,,
US_PA_42055,153638,,,,,,,,,,,,,,,,,,
US_PA_42057,14629,,,,,,,,,,,,,,,,,,
US_PA_42059,37519,,,,,,,,,,,,,,,,,,
US_PA_42061,45668,,,,,,,,,,,,,,,,,,
US_PA_42063,86966,,,,,,,,,,,,,,,,,,
US_PA_42065,44430,,,,,,,,,,,,,,,,,,
US_PA_42067,24737,,,,,,,,,,,,,,,,,,
US_PA_42069,211917,,,,,,,,,,,,,,,,,,
US_PA_42071,536624,,,,,,,,,,,,,,,,,,
US_PA_42073,88082,,,,,,,,,,,,,,,,,,
US_PA_42075,137067,72086,76344,,,,,,,17362,17517,16700,17724,17650,19642,19841,13540,6763,1691
US_PA_42077,360685,,,,,,,,,,,,,,,,,,
US_PA_42079,318449,,,,,,,,,,,,,,,,,,
US_PA_42081,116048,,,,,,,,,,,,,,,,,,
US_PA_42083,42412,,,,,,,,,,,,,,,,,,
US_PA_42085,114234,,,,,,,,,,,,,,,,,,
US_PA_42087,46500,,,,,,,,,,,,,,,,,,
US_PA_42089,166397,,,,,,,,,,,,,,,,,,
US_PA_42091,819264,,,,,,,,,,,,,,,,,,
US_PA_42093,18557,,,,,,,,,,,,,,,,,,
US_PA_42095,300813,,,,,,,,,,,,,,,,,,
US_PA_42097,93246,,,,,,,,,,,,,,,,,,
US_PA_42099,45685,,,,,,,,,,,,,,,,,,
US_PA_42101,1567442,,,,,,,,,,,,,,,,,,
US_PA_42103,55949,,,,,,,,,,,,,,,,,,
US_PA_42105,17093,,,,,,,,,,,,,,,,,,
US_PA_42107,144590,,,,,,,,,,,,,,,,,,
US_PA_42109,40444,,,,,,,,,,,,,,,,,,
US_PA_42111,75522,,,,,,,,,,,,,,,,,,
US_PA_42113,6328,,,,,,,,,,,,,,,,,,
US_PA_42115,41666,,,,,,,,,,,,,,,,,,
US_PA_42117,41877,,,,,,,,,,,,,,,,,,
US_PA_42119,44954,,,,,,,,,,,,,,,,,,
US_PA_42121,53119,,,,,,,,,,,,,,,,,,
US_PA_42123,40396,,,,,,,,,,,,,,,,,,
US_PA_42125,208261,,,,,,,,,,,,,,,,,,
US_PA_42127,51198,,,,,,,,,,,,,,,,,,
US_PA_42129,357956,,,,,,,,,,,,,,,,,,
US_PA_42131,27800,,,,,,,,,,,,,,,,,,
US_PA_42133,442867,,,,,,,,,,,,,,,,,,
US_PR,3411307,1750923,1912653,,,,,,,393572,481121,533337,516414,494489,453562,376234,261085,123010,30752
US_PR_72001,18579,,,,,,,,,,,,,,,,,,
US_PR_72003,39530,,,,,,,,,,,,,,,,,,
US_PR_72005,55804,,,,,,,,,,,,,,,,,,
US_PR_72007,26915,,,,,,,,,,,,,,,,,,
US_PR_72009,24040,,,,,,,,,,,,,,,,,,
US_PR_72011,27989,,,,,,,,,,,,,,,,,,
US_PR_72013,89648,,,,,,,,,,,,,,,,,,
US_PR_72015,18546,,,,,,,,,,,,,,,,,,
US_PR_72017,24650,,,,,,,,,,,,,,,,,,
US_PR_72019,29323,,,,,,,,,,,,,,,,,,
US_PR_72021,189159,,,,,,,,,,,,,,,,,,
US_PR_72023,49762,,,,,,,,,,,,,,,,,,
US_PR_72025,134481,,,,,,,,,,,,,,,,,,
US_PR_72027,32995,,,,,,,,,,,,,,,,,,
US_PR_72029,46972,,,,,,,,,,,,,,,,,,
US_PR_72031,161884,,,,,,,,,,,,,,,,,,
US_PR_72033,25641,,,,,,,,,,,,,,,,,,
US_PR_72035,45490,,,,,,,,,,,,,,,,,,
US_PR_72037,12218,,,,,,,,,,,,,,,,,,
US_PR_72039,17349,,,,,,,,,,,,,,,,,,
US_PR_72041,41225,,,,,,,,,,,,,,,,,,
US_PR_72043,39862,,,,,,,,,,,,,,,,,,
US_PR_72045,19983,,,,,,,,,,,,,,,,,,
US_PR_72047,35037,,,,,,,,,,,,,,,,,,
US_PR_72049,1806,720,770,,,,,,,160,201,216,211,202,185,153,103,47,12
US_PR_72051,37878,,,,,,,,,,,,,,,,,,
US_PR_72053,33102,,,,,,,,,,,,,,,,,,
US_PR_72054,12188,,,,,,,,,,,,,,,,,,
US_PR_72055,17386,,,,,,,,,,,,,,,,,,
US_PR_72057,42721,,,,,,,,,,,,,,,,,,
US_PR_72059,19604,,,,,,,,,,,,,,,,,,
US_PR_72061,90879,,,,,,,,,,,,,,,,,,
US_PR_72063,47265,,,,,,,,,,,,,,,,,,
US_PR_72065,41047,,,,,,,,,,,,,,,,,,
US_PR_72067,16478,,,,,,,,,,,,,,,,,,
US_PR_72069,54827,,,,,,,,,,,,,,,,,,
US_PR_72071,43398,,,,,,,,,,,,,,,,,,
US_PR_72073,15328,,,,,,,,,,,,,,,,,,
US_PR_72075,48060,,,,,,,,,,,,,,,,,,
US_PR_72077,39754,,,,,,,,,,,,,,,,,,
US_PR_72079,23935,,,,,,,,,,,,,,,,,,
US_PR_72081,26692,,,,,,,,,,,,,,,,,,
US_PR_72083,8881,,,,,,,,,,,,,,,,,,
US_PR_72085,38290,,,,,,,,,,,,,,,,,,
US_PR_72087,27251,,,,,,,,,,,,,,,,,,
US_PR_72089,19004,,,,,,,,,,,,,,,,,,
US_PR_72091,40700,,,,,,,,,,,,,,,,,,
US_PR_72093,5903,,,,,,,,,,,,,,,,,,
US_PR_72095,11315,,,,,,,,,,,,,,,,,,
US_PR_72097,79510,,,,,,,,,,,,,,,,,,
US_PR_72099,37746,,,,,,,,,,,,,,,,,,
US_PR_72101,31866,,,,,,,,,,,,,,,,,,
US_PR_72103,26632,,,,,,,,,,,,,,,,,,
US_PR_72105,29181,,,,,,,,,,,,,,,,,,
US_PR_72107,21957,,,,,,,,,,,,,,,,,,
US_PR_72109,17819,,,,,,,,,,,,,,,,,,
US_PR_72111,21731,,,,,,,,,,,,,,,,,,
US_PR_72113,149028,,,,,,,,,,,,,,,,,,
US_PR_72115,24605,,,,,,,,,,,,,,,,,,
US_PR_72117,14551,,,,,,,,,,,,,,,,,,
US_PR_72119,51725,,,,,,,,,,,,,,,,,,
US_PR_72121,25265,,,,,,,,,,,,,,,,,,
US_PR_72123,29351,,,,,,,,,,,,,,,,,,
US_PR_72125,32976,,,,,,,,,,,,,,,,,,
US_PR_72127,355074,159337,190228,,,,,,,35183,39520,52588,47453,45214,46269,33743,27242,17882,4471
US_PR_72129,38721,,,,,,,,,,,,,,,,,,
US_PR_72131,39007,,,,,,,,,,,,,,,,,,
US_PR_72133,22517,,,,,,,,,,,,,,,,,,
US_PR_72135,74368,,,,,,,,,,,,,,,,,,
US_PR_72137,82065,,,,,,,,,,,,,,,,,,
US_PR_72139,69615,,,,,,,,,,,,,,,,,,
US_PR_72141,30288,,,,,,,,,,,,,,,,,,
US_PR_72143,38640,,,,,,,,,,,,,,,,,,
US_PR_72145,54792,,,,,,,,,,,,,,,,,,
US_PR_72147,8950,4143,4450,,,,,,,929,1159,1245,1218,1172,1061,879,595,268,67
US_PR_72149,23697,,,,,,,,,,,,,,,,,,
US_PR_72151,35082,,,,,,,,,,,,,,,,,,
US_PR_72153,37679,,,,,,,,,,,,,,,,,,
US_RI,1056298,,,,,,,,,,,,,,,,,,
US_RI_44001,49084,,,,,,,,,,,,,,,,,,
US_RI_44003,164801,,,,,,,,,,,,,,,,,,
US_RI_44005,82423,,,,,,,,,,,,,,,,,,
US_RI_44007,633473,,,,,,,,,,,,,,,,,,
US_RI_44009,126517,,,,,,,,,,,,,,,,,,
US_SC,4896146,2604773,2768028,,,,,,,648301,664947,736664,700188,634650,680747,705123,417962,147375,36844
US_SC_45001,24932,12036,12909,,,,,,,2813,3159,2673,2800,2813,3481,3746,2373,870,217
US_SC_45003,165829,86666,92787,,,,,,,20876,21600,22305,21421,20863,24363,25279,15628,5694,1424
US_SC_45005,9433,4963,4440,,,,,,,1053,1122,1261,1269,1111,1305,1273,667,274,68
US_SC_45007,194692,101121,109325,,,,,,,25404,26151,23664,26759,25462,27271,28862,18547,6661,1665
US_SC_45009,14880,7230,8052,,,,,,,1651,2238,1984,1522,1624,1996,2215,1369,546,137
US_SC_45011,21725,10377,11441,,,,,,,2788,2953,2444,2630,2551,2975,2961,1679,670,167
US_SC_45013,179589,,,,,,,,,,,,,,,,,,
US_SC_45015,202786,110338,111694,,,,,,,30022,28463,34310,31957,27207,27184,25339,13117,3546,887
US_SC_45017,14781,,,,,,,,,,,,,,,,,,
US_SC_45019,389262,193626,206834,,,,,,,46017,43043,70804,54646,44716,49718,49364,27781,11497,2874
US_SC_45021,56194,,,,,,,,,,,,,,,,,,
US_SC_45023,32267,,,,,,,,,,,,,,,,,,
US_SC_45025,46017,,,,,,,,,,,,,,,,,,
US_SC_45027,33775,,,,,,,,,,,,,,,,,,
US_SC_45029,37731,19006,20525,,,,,,,4795,4987,4362,4442,4669,5391,5865,3523,1198,299
US_SC_45031,67548,,,,,,,,,,,,,,,,,,
US_SC_45033,31234,,,,,,,,,,,,,,,,,,
US_SC_45035,152478,91239,97054,,,,,,,25972,26276,24379,26958,25157,22858,21157,11153,3506,877
US_SC_45037,26514,,,,,,,,,,,,,,,,,,
US_SC_45039,22747,,,,,,,,,,,,,,,,,,
US_SC_45041,138900,,,,,,,,,,,,,,,,,,
US_SC_45043,61298,30697,33882,,,,,,,6667,7207,5729,6915,6781,9135,11972,7355,2254,564
US_SC_45045,491863,258616,277036,,,,,,,67767,66389,71807,75045,66255,66762,64358,38521,14998,3750
US_SC_45047,69838,34120,38937,,,,,,,8838,9425,9829,8929,8375,8759,9328,6236,2670,668
US_SC_45049,20049,10714,10278,,,,,,,2480,2731,2525,2836,2568,2785,2763,1617,550,137
US_SC_45051,309199,180083,188870,,,,,,,38113,38793,47748,45823,41141,46763,60088,36796,10950,2738
US_SC_45053,27824,15958,14872,,,,,,,4147,3757,4859,4272,3623,3685,3530,2079,702,176
US_SC_45055,63603,,,,,,,,,,,,,,,,,,
US_SC_45057,85842,,,,,,,,,,,,,,,,,,
US_SC_45059,66623,30733,32807,,,,,,,7461,8023,7671,7503,7638,8531,8790,5256,2134,533
US_SC_45061,17896,,,,,,,,,,,,,,,,,,
US_SC_45063,281833,,,,,,,,,,,,,,,,,,
US_SC_45065,9706,,,,,,,,,,,,,,,,,,
US_SC_45067,31747,,,,,,,,,,,,,,,,,,
US_SC_45069,27494,,,,,,,,,,,,,,,,,,
US_SC_45071,38012,18993,20203,,,,,,,4622,4756,4783,4653,4393,5162,5688,3390,1399,350
US_SC_45073,75713,,,,,,,,,,,,,,,,,,
US_SC_45075,89208,,,,,,,,,,,,,,,,,,
US_SC_45077,121691,63936,64595,,,,,,,13214,18137,23034,14674,14113,15081,15774,9856,3718,930
US_SC_45079,407051,224797,238338,,,,,,,55187,63532,86795,65415,52940,54703,46541,25365,10126,2531
US_SC_45081,20053,10394,10376,,,,,,,2514,2409,2640,2521,2359,2657,2931,1827,730,182
US_SC_45083,297302,153647,164881,,,,,,,39667,41573,40065,41155,39372,40368,40642,24561,8900,2225
US_SC_45085,107480,,,,,,,,,,,,,,,,,,
US_SC_45087,27777,13230,14756,,,,,,,3054,3438,2829,3384,3411,3902,3998,2728,994,248
US_SC_45089,32535,15502,16578,,,,,,,3687,4042,3614,3953,3642,4648,4603,2689,962,240
US_SC_45091,251195,148363,160123,,,,,,,40756,40987,37924,43609,41158,39106,36095,20206,6916,1729
US_SD,858469,444091,446999,,,,,,,119527,112063,125517,110364,98622,115240,99837,67911,33607,8402
US_SD_46003,2733,,,,,,,,,,,,,,,,,,
US_SD_46005,18372,,,,,,,,,,,,,,,,,,
US_SD_46007,3423,,,,,,,,,,,,,,,,,,
US_SD_46009,6985,,,,,,,,,,,,,,,,,,
US_SD_46011,33897,,,,,,,,,,,,,,,,,,
US_SD_46013,38785,,,,,,,,,,,,,,,,,,
US_SD_46015,5281,,,,,,,,,,,,,,,,,,
US_SD_46017,2095,,,,,,,,,,,,,,,,,,
US_SD_46019,10283,,,,,,,,,,,,,,,,,,
US_SD_46021,1397,,,,,,,,,,,,,,,,,,
US_SD_46023,9383,,,,,,,,,,,,,,,,,,
US_SD_46025,3659,,,,,,,,,,,,,,,,,,
US_SD_46027,13964,,,,,,,,,,,,,,,,,,
US_SD_46029,27939,,,,,,,,,,,,,,,,,,
US_SD_46031,4197,,,,,,,,,,,,,,,,,,
US_SD_46033,8446,,,,,,,,,,,,,,,,,,
US_SD_46035,19858,,,,,,,,,,,,,,,,,,
US_SD_46037,5539,,,,,,,,,,,,,,,,,,
US_SD_46039,4333,,,,,,,,,,,,,,,,,,
US_SD_46041,5685,,,,,,,,,,,,,,,,,,
US_SD_46043,2977,,,,,,,,,,,,,,,,,,
US_SD_46045,3999,,,,,,,,,,,,,,,,,,
US_SD_46047,6867,,,,,,,,,,,,,,,,,,
US_SD_46049,2337,,,,,,,,,,,,,,,,,,
US_SD_46051,7142,,,,,,,,,,,,,,,,,,
US_SD_46053,4201,,,,,,,,,,,,,,,,,,
US_SD_46055,1861,,,,,,,,,,,,,,,,,,
US_SD_46057,6047,,,,,,,,,,,,,,,,,,
US_SD_46059,3348,,,,,,,,,,,,,,,,,,
US_SD_46061,3385,,,,,,,,,,,,,,,,,,
US_SD_46063,1267,,,,,,,,,,,,,,,,,,
US_SD_46065,17555,8591,9071,,,,,,,2162,2083,2109,2273,2176,2630,2194,1262,618,155
US_SD_46067,7301,,,,,,,,,,,,,,,,,,
US_SD_46069,1397,,,,,,,,,,,,,,,,,,
US_SD_46071,3321,,,,,,,,,,,,,,,,,,
US_SD_46073,1997,,,,,,,,,,,,,,,,,,
US_SD_46075,924,,,,,,,,,,,,,,,,,,
US_SD_46077,4990,,,,,,,,,,,,,,,,,,
US_SD_46079,12622,,,,,,,,,,,,,,,,,,
US_SD_46081,24827,,,,,,,,,,,,,,,,,,
US_SD_46083,52849,,,,,,,,,,,,,,,,,,
US_SD_46085,3876,,,,,,,,,,,,,,,,,,
US_SD_46087,5599,,,,,,,,,,,,,,,,,,
US_SD_46089,2415,,,,,,,,,,,,,,,,,,
US_SD_46091,4769,,,,,,,,,,,,,,,,,,
US_SD_46093,26986,,,,,,,,,,,,,,,,,,
US_SD_46095,2050,,,,,,,,,,,,,,,,,,
US_SD_46097,2236,,,,,,,,,,,,,,,,,,
US_SD_46099,185197,,,,,,,,,,,,,,,,,,
US_SD_46101,6430,,,,,,,,,,,,,,,,,,
US_SD_46102,14373,,,,,,,,,,,,,,,,,,
US_SD_46103,108702,,,,,,,,,,,,,,,,,,
US_SD_46105,3019,,,,,,,,,,,,,,,,,,
US_SD_46107,2320,,,,,,,,,,,,,,,,,,
US_SD_46109,10311,,,,,,,,,,,,,,,,,,
US_SD_46111,2355,,,,,,,,,,,,,,,,,,
US_SD_46115,6524,,,,,,,,,,,,,,,,,,
US_SD_46117,2954,,,,,,,,,,,,,,,,,,
US_SD_46119,1426,,,,,,,,,,,,,,,,,,
US_SD_46121,9959,,,,,,,,,,,,,,,,,,
US_SD_46123,5434,,,,,,,,,,,,,,,,,,
US_SD_46125,8209,,,,,,,,,,,,,,,,,,
US_SD_46127,14909,,,,,,,,,,,,,,,,,,
US_SD_46129,5443,,,,,,,,,,,,,,,,,,
US_SD_46135,22702,,,,,,,,,,,,,,,,,,
US_SD_46137,2803,,,,,,,,,,,,,,,,,,
US_TN,6600299,3468421,3672084,,,,,,,865803,886917,947993,964631,868860,916797,893094,544846,201251,50313
US_TN_47001,75749,,,,,,,,,,,,,,,,,,
US_TN_47003,47183,26828,27441,,,,,,,7637,7163,6709,7409,6478,6382,6705,3969,1454,363
US_TN_47005,16129,,,,,,,,,,,,,,,,,,
US_TN_47007,14502,,,,,,,,,,,,,,,,,,
US_TN_47009,127253,,,,,,,,,,,,,,,,,,
US_TN_47011,104091,,,,,,,,,,,,,,,,,,
US_TN_47013,39752,,,,,,,,,,,,,,,,,,
US_TN_47015,13840,,,,,,,,,,,,,,,,,,
US_TN_47017,27910,,,,,,,,,,,,,,,,,,
US_TN_47019,56486,,,,,,,,,,,,,,,,,,
US_TN_47021,39741,,,,,,,,,,,,,,,,,,
US_TN_47023,17471,,,,,,,,,,,,,,,,,,
US_TN_47025,31709,,,,,,,,,,,,,,,,,,
US_TN_47027,7771,,,,,,,,,,,,,,,,,,
US_TN_47029,35162,,,,,,,,,,,,,,,,,,
US_TN_47031,54277,,,,,,,,,,,,,,,,,,
US_TN_47033,14601,,,,,,,,,,,,,,,,,,
US_TN_47035,58229,,,,,,,,,,,,,,,,,,
US_TN_47037,678889,,,,,,,,,,,,,,,,,,
US_TN_47039,11660,,,,,,,,,,,,,,,,,,
US_TN_47041,19182,,,,,,,,,,,,,,,,,,
US_TN_47043,51487,,,,,,,,,,,,,,,,,,
US_TN_47045,37893,,,,,,,,,,,,,,,,,,
US_TN_47047,39165,,,,,,,,,,,,,,,,,,
US_TN_47049,17917,,,,,,,,,,,,,,,,,,
US_TN_47051,41449,,,,,,,,,,,,,,,,,,
US_TN_47053,49399,,,,,,,,,,,,,,,,,,
US_TN_47055,28946,,,,,,,,,,,,,,,,,,
US_TN_47057,22846,,,,,,,,,,,,,,,,,,
US_TN_47059,68580,,,,,,,,,,,,,,,,,,
US_TN_47061,13441,,,,,,,,,,,,,,,,,,
US_TN_47063,63402,,,,,,,,,,,,,,,,,,
US_TN_47065,354098,,,,,,,,,,,,,,,,,,
US_TN_47067,6572,,,,,,,,,,,,,,,,,,
US_TN_47069,25707,,,,,,,,,,,,,,,,,,
US_TN_47071,25756,,,,,,,,,,,,,,,,,,
US_TN_47073,56471,,,,,,,,,,,,,,,,,,
US_TN_47075,18023,,,,,,,,,,,,,,,,,,
US_TN_47077,28015,,,,,,,,,,,,,,,,,,
US_TN_47079,32147,,,,,,,,,,,,,,,,,,
US_TN_47081,24363,,,,,,,,,,,,,,,,,,
US_TN_47083,8149,,,,,,,,,,,,,,,,,,
US_TN_47085,18135,,,,,,,,,,,,,,,,,,
US_TN_47087,11509,,,,,,,,,,,,,,,,,,
US_TN_47089,53240,,,,,,,,,,,,,,,,,,
US_TN_47091,17830,,,,,,,,,,,,,,,,,,
US_TN_47093,451324,,,,,,,,,,,,,,,,,,
US_TN_47095,7576,,,,,,,,,,,,,,,,,,
US_TN_47097,26936,,,,,,,,,,,,,,,,,,
US_TN_47099,42564,,,,,,,,,,,,,,,,,,
US_TN_47101,11854,,,,,,,,,,,,,,,,,,
US_TN_47103,33743,,,,,,,,,,,,,,,,,,
