Region,Borough_Census_Area,Community,All_Cases,Community_Cases,Secondary_Cases,Travel_Cases,UI_Cases,Hospitalizations,Deaths,Recovered,Active,ObjectId,Residency,All_Cases__New_
Gulf Coast,Valdez-Cordova Census Area,Other,12,0,0,2,10,0,0,1,11,62,Non-Resident,0
Gulf Coast,Valdez-Cordova Census Area,Valdez,15,1,2,0,12,0,0,1,14,63,Non-Resident,0
Interior,Denali Borough,Healy,1,0,0,0,1,0,0,0,1,64,Non-Resident,0
Interior,Fairbanks North Star Borough,Fairbanks,26,0,7,4,15,0,0,5,21,65,Non-Resident,4
Interior,Fairbanks North Star Borough,North Pole,1,0,0,0,1,0,0,0,1,66,Non-Resident,1
Interior,Southeast Fairbanks Census Area,Delta Junction,12,0,7,0,5,0,0,5,7,67,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Other,1,0,0,0,1,0,0,0,1,68,Non-Resident,0
Matanuska-Susitna,Matanuska-Susitna Borough,Wasilla,2,0,0,1,1,0,0,1,1,69,Non-Resident,0
Northern,Nome Census Area,Nome,3,1,0,1,1,0,0,1,2,70,Non-Resident,0
Northern,North Slope Borough,Prudhoe Bay,1,0,0,0,1,0,0,0,1,71,Non-Resident,0
Southeast,Haines Borough,Haines,1,0,0,1,0,0,0,0,1,72,Non-Resident,0
Southeast,Haines Borough,Other,3,0,0,0,3,0,0,0,3,73,Non-Resident,0
Southeast,Juneau City and Borough,Juneau,6,2,0,2,2,0,0,3,3,74,Non-Resident,0
Southeast,Ketchikan Gateway Borough,Ketchikan,11,1,2,7,1,0,0,7,4,75,Non-Resident,0
Southeast,Petersburg Borough,Petersburg,4,1,0,1,2,0,0,1,3,76,Non-Resident,0
Southeast,Prince of Wales-Hyder Census Area,Craig,1,1,0,0,0,0,0,1,0,77,Non-Resident,0
Southeast,Sitka City and Borough,Sitka,7,0,1,2,4,0,0,3,4,78,Non-Resident,1
Southeast,Wrangell City and Borough,Wrangell,6,0,0,4,2,0,0,4,2,79,Non-Resident,1
Southeast,Yakutat plus Hoonah-Angoon,Other,1,0,0,1,0,0,0,1,0,80,Non-Resident,0
Southwest,Aleutians East Borough,Other,2,0,0,1,1,0,0,1,1,81,Non-Resident,0
Southwest,Aleutians West Census Area,Unalaska,5,0,0,3,2,0,0,3,2,82,Non-Resident,0
Southwest,Bethel Census Area,Bethel,2,0,0,2,0,0,0,2,0,83,Non-Resident,0
Southwest,Bristol Bay plus Lake and Peninsula,Other,56,4,4,17,31,0,0,8,48,84,Non-Resident,0
Southwest,Dillingham Census Area,Dillingham,21,0,1,1,19,0,0,2,19,85,Non-Resident,0
Unknown,Unknown,Unknown,14,0,0,2,12,0,0,0,14,86,Non-Resident,0
