date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-07,US_MD_24021,18.71,,,-21,-10,171,36,-15,5
2020-06-07,US_MD_24023,226.85,,,20,,,,-4,
2020-06-07,US_MD_24025,30.38,,,-10,-8,,-6,-9,3
2020-06-07,US_MD_24027,-10.44,,,-34,-22,183,3,-18,8
2020-06-07,US_MD_24029,73.22,,,,,,,,
2020-06-07,US_MD_24031,-11.67,,,-37,-16,116,-36,-24,9
2020-06-07,US_MD_24033,8.52,,,-22,-8,139,-22,-23,8
2020-06-07,US_MD_24035,171.68,,,26,31,,,-11,
2020-06-07,US_MD_24037,59.55,,,-7,3,,,-8,4
2020-06-07,US_MD_24039,60.49,,,,,,,-10,
2020-06-07,US_MD_24041,126.21,,,5,27,,,-8,
2020-06-07,US_MD_24043,49.19,,,-14,3,,,-12,2
2020-06-07,US_MD_24045,57.93,,,-20,14,,-30,-12,2
2020-06-07,US_MD_24047,685,,,128,167,,,9,
2020-06-07,US_MD_24510,,,,-24,0,134,-14,-20,5
2020-06-07,US_ME,33.01,,,-6,10,156,-9,-7,1
2020-06-07,US_ME_23001,24.07,,,-13,15,,,-13,1
2020-06-07,US_ME_23003,-2.14,,,15,38,,,-1,
2020-06-07,US_ME_23005,6.63,,,-21,-6,123,-40,-12,3
2020-06-07,US_ME_23007,48.88,,,-13,,,,-8,
2020-06-07,US_ME_23009,121.59,,,34,,,,7,
2020-06-07,US_ME_23011,43.35,,,4,12,,,-4,0
2020-06-07,US_ME_23013,63.63,,,12,,,,4,
2020-06-07,US_ME_23015,89.64,,,,,,,-4,
2020-06-07,US_ME_23017,60.5,,,-9,14,,,-18,
2020-06-07,US_ME_23019,26.35,,,-7,15,108,10,-8,0
2020-06-07,US_ME_23023,36.22,,,2,17,,,-6,
2020-06-07,US_ME_23025,50.65,,,14,26,,,2,
2020-06-07,US_ME_23027,77.13,,,,,,,-6,
2020-06-07,US_ME_23029,,,,,,,,-1,
2020-06-07,US_ME_23031,61.21,,,5,12,169,-6,-8,2
2020-06-07,US_MI,22.64,,,-13,4,299,-17,-14,1
2020-06-07,US_MI_26005,69.2,,,14,28,,,-13,-1
2020-06-07,US_MI_26007,71.26,,,16,,,,-6,
2020-06-07,US_MI_26009,288.46,,,,,,,-6,
2020-06-07,US_MI_26015,80.55,,,10,,,,-11,
2020-06-07,US_MI_26017,79.91,,,1,17,,,-11,-1
2020-06-07,US_MI_26019,285.05,,,,,,,7,
2020-06-07,US_MI_26021,121.85,,,6,22,,22,-13,0
2020-06-07,US_MI_26023,98.81,,,10,17,,,-3,
2020-06-07,US_MI_26025,35.81,,,-5,20,,17,-12,0
2020-06-07,US_MI_26027,81.6,,,,,,,-4,
2020-06-07,US_MI_26029,166.09,,,,,,,-8,
2020-06-07,US_MI_26031,357.21,,,,,,,-1,
2020-06-07,US_MI_26033,107.73,,,-12,,,,-16,
2020-06-07,US_MI_26035,244.58,,,,57,,,4,
2020-06-07,US_MI_26037,39.5,,,2,-2,,-19,-6,
2020-06-07,US_MI_26039,277.2,,,,,,,,
2020-06-07,US_MI_26041,70.67,,,13,,,,-8,
2020-06-07,US_MI_26043,61.45,,,10,,,,-4,
2020-06-07,US_MI_26045,21.36,,,-16,1,,,-7,0
2020-06-07,US_MI_26047,166.19,,,38,,,,-12,
2020-06-07,US_MI_26049,34.01,,,-6,6,257,15,-16,1
2020-06-07,US_MI_26051,,,,,,,,3,
2020-06-07,US_MI_26053,,,,,,,,-21,
2020-06-07,US_MI_26055,119.19,,,16,16,,-11,-12,0
2020-06-07,US_MI_26057,66.17,,,0,,,,-13,
2020-06-07,US_MI_26059,66.84,,,26,,,,-7,
2020-06-07,US_MI_26061,51.18,,,-24,,-12,,-19,
2020-06-07,US_MI_26063,158.33,,,,,,,-3,
2020-06-07,US_MI_26065,-18.95,,,-32,-3,,-25,-15,3
2020-06-07,US_MI_26067,56.52,,,13,13,,,-7,
2020-06-07,US_MI_26069,,,,,,,,4,
2020-06-07,US_MI_26073,26.51,,,-13,16,,,-11,
2020-06-07,US_MI_26075,43.91,,,-8,9,,,-11,0
2020-06-07,US_MI_26077,9.6,,,-26,-3,,-41,-15,2
2020-06-07,US_MI_26079,203.37,,,,,,,-11,
2020-06-07,US_MI_26081,3.53,,,-26,-4,229,-33,-14,0
2020-06-07,US_MI_26087,46.12,,,14,13,78,,-11,-1
2020-06-07,US_MI_26089,363.82,,,,,,,,
2020-06-07,US_MI_26091,47.91,,,-11,9,,,-14,1
2020-06-07,US_MI_26093,20.01,,,-23,-2,173,,-11,0
2020-06-07,US_MI_26099,14.96,,,-18,2,,-12,-15,2
2020-06-07,US_MI_26101,,,,,,,,0,
2020-06-07,US_MI_26103,65.21,,,1,3,,,-16,
2020-06-07,US_MI_26105,229.94,,,42,,,,0,
2020-06-07,US_MI_26107,77.39,,,8,,,,-6,
2020-06-07,US_MI_26109,,,,,,,,-4,
2020-06-07,US_MI_26111,67.81,,,-1,15,,,-9,-2
2020-06-07,US_MI_26115,55.02,,,-8,0,,45,-8,0
2020-06-07,US_MI_26117,86.12,,,17,30,,,1,
2020-06-07,US_MI_26121,70.01,,,-6,13,,,-14,-1
2020-06-07,US_MI_26123,111.62,,,14,45,,,1,
2020-06-07,US_MI_26125,-3.91,,,-26,-9,293,-19,-16,3
2020-06-07,US_MI_26127,305.66,,,,,125,,-10,
2020-06-07,US_MI_26129,,,,,,,,-4,
2020-06-07,US_MI_26133,204.69,,,,,,,-2,
2020-06-07,US_MI_26137,150.02,,,28,,,,-13,
2020-06-07,US_MI_26139,48.96,,,1,-2,,,-13,-1
2020-06-07,US_MI_26143,408.65,,,,,,,6,
2020-06-07,US_MI_26145,38.64,,,-4,6,,-8,-17,0
2020-06-07,US_MI_26147,55.61,,,2,1,208,24,-11,1
2020-06-07,US_MI_26149,70.54,,,7,19,,,-6,
2020-06-07,US_MI_26151,83.72,,,,,,,-10,
2020-06-07,US_MI_26155,39.21,,,10,16,,,-5,-2
2020-06-07,US_MI_26157,42.48,,,-5,,,,-10,
2020-06-07,US_MI_26159,152.23,,,40,32,,,-1,
2020-06-07,US_MI_26161,-14.18,,,-35,-16,297,-23,-23,5
2020-06-07,US_MI_26163,18.76,,,-15,1,,-38,-20,3
2020-06-07,US_MI_26165,152.55,,,37,50,,,-1,
2020-06-07,US_MN,14.7,,,-16,8,189,-40,-14,2
2020-06-07,US_MN_27003,6.32,,,-9,11,252,30,-10,1
2020-06-07,US_MN_27005,137.16,,,22,,,,-13,
2020-06-07,US_MN_27007,39.56,,,4,21,,,-10,
2020-06-07,US_MN_27009,72.91,,,-8,23,,,-9,
2020-06-07,US_MN_27013,19.53,,,-18,4,,,-11,
2020-06-07,US_MN_27015,43.41,,,20,,,,-12,
2020-06-07,US_MN_27017,82.77,,,17,33,,,-5,
2020-06-07,US_MN_27019,22.94,,,-3,5,135,,-12,
2020-06-07,US_MN_27021,225.29,,,,,,,-16,
2020-06-07,US_MN_27025,104.87,,,20,48,,,-10,
2020-06-07,US_MN_27027,21.09,,,-6,7,,,-19,
2020-06-07,US_MN_27035,207.68,,,22,47,,,-11,
2020-06-07,US_MN_27037,8.69,,,-13,9,185,9,-15,2
2020-06-07,US_MN_27039,43.54,,,,,,,-7,
2020-06-07,US_MN_27041,131.91,,,9,,,,-11,
2020-06-07,US_MN_27045,107.5,,,,,,,,
2020-06-07,US_MN_27047,52.82,,,0,,,18,-16,
2020-06-07,US_MN_27049,99.92,,,10,23,,,-16,
2020-06-07,US_MN_27053,-8.9,,,-33,-4,179,-61,-17,3
2020-06-07,US_MN_27057,156.22,,,,,,,-10,
2020-06-07,US_MN_27059,82.63,,,2,21,,,-4,
2020-06-07,US_MN_27061,101.69,,,-1,,,,-11,
2020-06-07,US_MN_27065,,,,,,,,-20,
2020-06-07,US_MN_27067,71.23,,,5,,,,-4,
2020-06-07,US_MN_27079,93.44,,,,,,,-1,
2020-06-07,US_MN_27083,26.2,,,-9,,,,-3,
2020-06-07,US_MN_27085,43.89,,,3,,,,-9,
2020-06-07,US_MN_27091,49.15,,,,,,,-6,
2020-06-07,US_MN_27093,104.54,,,,,,,-10,
2020-06-07,US_MN_27095,206.61,,,14,,,,-10,
2020-06-07,US_MN_27097,178.72,,,,,,,-7,
2020-06-07,US_MN_27099,69.51,,,-16,,,,-5,
2020-06-07,US_MN_27103,31.16,,,,,,,-13,
2020-06-07,US_MN_27105,72.87,,,,,,,-11,
2020-06-07,US_MN_27109,28.04,,,-20,26,,-24,-15,1
2020-06-07,US_MN_27111,126.71,,,26,,,,-10,
2020-06-07,US_MN_27115,330.14,,,20,,,,-21,
2020-06-07,US_MN_27119,33.3,,,,,,,-16,
2020-06-07,US_MN_27123,-11.05,,,-32,-5,143,-12,-17,2
2020-06-07,US_MN_27127,18.81,,,,,,,,
2020-06-07,US_MN_27131,30.3,,,-16,12,,,-19,
2020-06-07,US_MN_27137,48.84,,,-15,10,114,-32,-18,4
2020-06-07,US_MN_27139,22.14,,,-4,9,174,,-11,2
2020-06-07,US_MN_27141,72.02,,,17,29,,,-11,-1
2020-06-07,US_MN_27145,40.45,,,-6,4,105,0,-11,0
2020-06-07,US_MN_27147,51.12,,,5,,,-69,-11,
2020-06-07,US_MN_27153,117.16,,,,,,,-1,
2020-06-07,US_MN_27157,178.29,,,,,,,-8,
2020-06-07,US_MN_27161,29.15,,,,,,,-4,
2020-06-07,US_MN_27163,25.25,,,-7,8,,,-12,2
2020-06-07,US_MN_27169,53.91,,,-11,,,,-8,
2020-06-07,US_MN_27171,59.45,,,3,25,,,-3,0
2020-06-07,US_MO,26.16,,,-4,10,112,-9,-11,1
2020-06-07,US_MO_29001,14.17,,,-12,,,,-14,
2020-06-07,US_MO_29003,50.76,,,,,,,,
2020-06-07,US_MO_29007,49.16,,,,,,,-15,
2020-06-07,US_MO_29009,118.1,,,16,,,,-15,
2020-06-07,US_MO_29013,95.32,,,,,,,-12,
2020-06-07,US_MO_29015,,,,,,,,0,
2020-06-07,US_MO_29019,38.22,,,-14,7,138,-12,-11,2
2020-06-07,US_MO_29021,36.38,,,3,39,,49,-5,0
2020-06-07,US_MO_29023,12.41,,,11,24,,,-11,
2020-06-07,US_MO_29027,72.92,,,11,,,,-11,
2020-06-07,US_MO_29029,516.19,,,83,,,,6,
2020-06-07,US_MO_29031,66.72,,,3,15,,,-13,1
2020-06-07,US_MO_29037,48.69,,,23,8,,17,-10,0
2020-06-07,US_MO_29039,,,,,,,,-10,
2020-06-07,US_MO_29043,62.87,,,11,20,,,-10,0
2020-06-07,US_MO_29047,14.62,,,6,6,,14,-10,2
2020-06-07,US_MO_29049,45.58,,,,,,,-2,
2020-06-07,US_MO_29051,37.52,,,9,11,,,-4,
2020-06-07,US_MO_29053,57.2,,,,,,16,-3,
2020-06-07,US_MO_29055,217.12,,,,,,,6,
2020-06-07,US_MO_29069,12.11,,,6,,,,-5,
2020-06-07,US_MO_29071,75.66,,,8,19,,15,-5,-1
2020-06-07,US_MO_29077,6.47,,,-2,5,46,-17,-16,1
2020-06-07,US_MO_29081,,,,,,,2,,
2020-06-07,US_MO_29083,142.18,,,,,,,-6,
2020-06-07,US_MO_29091,44.77,,,12,,,,-8,
2020-06-07,US_MO_29093,,,,,,114,,,
2020-06-07,US_MO_29095,11.22,,,-16,3,43,-11,-15,2
2020-06-07,US_MO_29097,43.54,,,9,13,46,44,-10,-1
2020-06-07,US_MO_29099,39.57,,,1,10,,11,-10,1
2020-06-07,US_MO_29101,42.22,,,3,15,,,-4,
2020-06-07,US_MO_29105,87.51,,,22,31,,,-6,
2020-06-07,US_MO_29107,55.97,,,,,,19,-14,
2020-06-07,US_MO_29109,58.88,,,36,,,-20,-4,
2020-06-07,US_MO_29113,46.7,,,1,13,,,-5,
2020-06-07,US_MO_29119,225.77,,,,,,,-2,
2020-06-07,US_MO_29121,,,,,,,13,,
2020-06-07,US_MO_29127,91.82,,,27,,,,-13,
2020-06-07,US_MO_29131,326.7,,,,,,,7,
2020-06-07,US_MO_29139,97.29,,,,,,,,
2020-06-07,US_MO_29141,,,,,,,,-10,
2020-06-07,US_MO_29143,58.65,,,,,,-2,-10,
2020-06-07,US_MO_29145,50.52,,,19,27,,12,-7,
2020-06-07,US_MO_29147,2.95,,,,,,,-2,
2020-06-07,US_MO_29155,42.84,,,,,,-6,,
2020-06-07,US_MO_29157,56.7,,,,,,,-6,
2020-06-07,US_MO_29159,121.85,,,24,,,,-5,
2020-06-07,US_MO_29161,85.05,,,8,,,8,-4,
2020-06-07,US_MO_29163,,,,,,,,4,
2020-06-07,US_MO_29165,0,,,-13,,,-64,-14,3
2020-06-07,US_MO_29167,97.51,,,16,,,,-6,
2020-06-07,US_MO_29169,35.12,,,-12,9,,-20,-2,
2020-06-07,US_MO_29175,35.3,,,17,,,,-1,
2020-06-07,US_MO_29177,41.63,,,,,,,8,
2020-06-07,US_MO_29183,31.69,,,-8,5,77,16,-8,2
2020-06-07,US_MO_29185,32.24,,,,,,,,
2020-06-07,US_MO_29186,100.79,,,,,,17,-13,
2020-06-07,US_MO_29187,91.32,,,19,44,,,0,
2020-06-07,US_MO_29189,-3.46,,,-19,-4,52,-46,-17,4
2020-06-07,US_MO_29195,58.93,,,,,,,17,
2020-06-07,US_MO_29201,82.46,,,,,,,-14,
2020-06-07,US_MO_29207,30.1,,,,,,,-4,
2020-06-07,US_MO_29209,391.84,,,,,,,-6,
2020-06-07,US_MO_29213,255.98,,,46,67,138,,-7,1
2020-06-07,US_MO_29215,,,,,,,,4,
2020-06-07,US_MO_29217,77.04,,,,,,,-6,
2020-06-07,US_MO_29219,94.46,,,15,,,19,-5,
2020-06-07,US_MO_29221,,,,,,,,11,
2020-06-07,US_MO_29225,71.64,,,24,,,,-10,
2020-06-07,US_MO_29229,,,,,,,,6,
2020-06-07,US_MO_29510,,,,-31,-1,2,-24,-18,4
2020-06-07,US_MS,13.51,,,-15,-3,9,-9,-19,6
2020-06-07,US_MS_28001,-0.42,,,-13,-9,,,-21,
2020-06-07,US_MS_28003,47.99,,,3,,,,-19,
2020-06-07,US_MS_28007,32.62,,,,,,,,
2020-06-07,US_MS_28011,-8.06,,,,,,,-10,
2020-06-07,US_MS_28017,15.84,,,,,,,,
2020-06-07,US_MS_28023,45.33,,,,,,,,
2020-06-07,US_MS_28025,30.13,,,,,,,-15,
2020-06-07,US_MS_28027,9.32,,,,,,,-16,
2020-06-07,US_MS_28029,6.26,,,,,,,-13,
2020-06-07,US_MS_28031,30.75,,,,,,,,
2020-06-07,US_MS_28033,25.86,,,-6,6,,-15,-11,3
2020-06-07,US_MS_28035,2.5,,,-22,1,,,-23,
2020-06-07,US_MS_28039,39.06,,,,,,,-8,
2020-06-07,US_MS_28043,45.9,,,,,,,-13,
2020-06-07,US_MS_28045,-5.63,,,-45,-28,,,-37,
2020-06-07,US_MS_28047,-4.69,,,-43,-32,-45,-38,-35,11
2020-06-07,US_MS_28049,-2.21,,,-10,2,29,4,-19,6
2020-06-07,US_MS_28051,15.31,,,,,,,,
2020-06-07,US_MS_28057,53.31,,,,,,,-6,
2020-06-07,US_MS_28059,-4.34,,,-40,-26,-46,-17,-37,12
2020-06-07,US_MS_28061,10.72,,,,,,,,
2020-06-07,US_MS_28067,0.48,,,-12,-2,,,-23,
2020-06-07,US_MS_28071,35.38,,,-18,,,,-16,
2020-06-07,US_MS_28073,5.52,,,-30,-12,,-45,-20,
2020-06-07,US_MS_28075,33.45,,,-12,-4,5,-11,-18,
2020-06-07,US_MS_28079,20.85,,,,,,,,
2020-06-07,US_MS_28081,23.11,,,-7,7,,14,-18,
2020-06-07,US_MS_28083,9.57,,,,,,,-6,
2020-06-07,US_MS_28085,-5.71,,,,,,,-18,
2020-06-07,US_MS_28087,8.77,,,-16,21,,-20,-22,
2020-06-07,US_MS_28089,10.9,,,-6,-1,,-2,-17,
2020-06-07,US_MS_28091,-10.91,,,,,,,-11,
2020-06-07,US_MS_28093,55.46,,,,,,,-12,
2020-06-07,US_MS_28095,21.13,,,,,,,-17,
2020-06-07,US_MS_28097,54.26,,,,,,,,
2020-06-07,US_MS_28099,0.23,,,-13,,,,-25,
2020-06-07,US_MS_28101,20.09,,,,,,,,
2020-06-07,US_MS_28105,-15.17,,,-26,-16,,,-14,
2020-06-07,US_MS_28107,52.15,,,14,,,5,-12,
2020-06-07,US_MS_28109,-17.5,,,-31,-16,,-26,-27,
2020-06-07,US_MS_28111,,,,,,-45,,,
2020-06-07,US_MS_28113,17.19,,,-17,3,,-20,-14,
2020-06-07,US_MS_28115,47.88,,,,,,,-8,
2020-06-07,US_MS_28117,6.75,,,,,,,-9,
2020-06-07,US_MS_28121,11.14,,,-8,7,43,-31,-12,6
2020-06-07,US_MS_28123,16.31,,,,,,-7,-14,
2020-06-07,US_MS_28127,49.65,,,,,,,-15,
2020-06-07,US_MS_28131,-25.12,,,,,,,-14,
2020-06-07,US_MS_28133,-4.75,,,,,,,-3,
2020-06-07,US_MS_28137,58.18,,,,,,,-22,
2020-06-07,US_MS_28139,53.14,,,,,,,,
2020-06-07,US_MS_28141,109.32,,,,,,,,
2020-06-07,US_MS_28143,40.1,,,,,,,,
2020-06-07,US_MS_28145,36.91,,,,,,6,-7,
2020-06-07,US_MS_28149,47.66,,,-7,4,,,-18,
2020-06-07,US_MS_28151,9.01,,,2,,,,-10,
2020-06-07,US_MS_28153,45.12,,,,,,,,
2020-06-07,US_MS_28159,15.16,,,,,,,,
2020-06-07,US_MS_28161,33.16,,,,,,,,
2020-06-07,US_MS_28163,30.75,,,,,,,-19,
2020-06-07,US_MT,87.84,,,5,18,74,9,-9,1
2020-06-07,US_MT_30001,38.72,,,,,,,,
2020-06-07,US_MT_30003,,,,,,,24,,
2020-06-07,US_MT_30013,68.87,,,8,11,,-54,-5,0
2020-06-07,US_MT_30029,112.12,,,11,25,-6,-4,-11,2
2020-06-07,US_MT_30031,63.7,,,-10,3,116,-35,-21,1
2020-06-07,US_MT_30041,,,,,,,,-17,
2020-06-07,US_MT_30047,111.23,,,29,,,,5,
2020-06-07,US_MT_30049,67.71,,,19,16,,,-7,
2020-06-07,US_MT_30053,,,,,,,,-9,
2020-06-07,US_MT_30057,43.34,,,,,,,,
2020-06-07,US_MT_30063,78.57,,,-11,20,84,11,-9,2
2020-06-07,US_MT_30067,,,,,,,,-5,
2020-06-07,US_MT_30081,113.86,,,,19,,,-3,
2020-06-07,US_MT_30093,82.27,,,11,,,21,-17,
2020-06-07,US_MT_30111,63.89,,,4,21,130,-3,-3,-1
2020-06-07,US_NC,22.42,,,-13,2,70,-24,-17,3
2020-06-07,US_NC_37001,20.83,,,-12,6,62,13,-15,2
2020-06-07,US_NC_37003,40.48,,,-5,,,,-6,
2020-06-07,US_NC_37007,161.1,,,,,,,-21,
2020-06-07,US_NC_37009,136.06,,,,,,,-8,
2020-06-07,US_NC_37011,173.93,,,,,,,-8,
2020-06-07,US_NC_37013,52,,,9,13,,,-8,
2020-06-07,US_NC_37015,,,,,,,,-14,
2020-06-07,US_NC_37017,93.44,,,,,,,-10,
2020-06-07,US_NC_37019,119.82,,,23,27,125,,-11,3
2020-06-07,US_NC_37021,28.3,,,-22,-6,88,-30,-26,3
2020-06-07,US_NC_37023,74.48,,,5,12,132,,-14,2
2020-06-07,US_NC_37025,22.71,,,-17,-6,-3,3,-15,4
2020-06-07,US_NC_37027,32.21,,,4,7,,,-12,1
2020-06-07,US_NC_37031,201.37,,,52,38,171,,-2,
2020-06-07,US_NC_37033,46.46,,,,,,,-16,
2020-06-07,US_NC_37035,30.99,,,-15,2,81,3,-17,2
2020-06-07,US_NC_37037,36.22,,,-8,10,,,-18,
2020-06-07,US_NC_37039,109.23,,,16,,,,-17,
2020-06-07,US_NC_37045,37.81,,,-1,11,,,-12,2
2020-06-07,US_NC_37047,140.44,,,23,17,,,-6,
2020-06-07,US_NC_37049,49.15,,,-6,8,50,,-16,3
2020-06-07,US_NC_37051,23.74,,,-10,4,15,-1,-20,3
2020-06-07,US_NC_37053,786.34,,,,,,,10,
2020-06-07,US_NC_37055,769.62,,,159,136,,,15,
2020-06-07,US_NC_37057,42.38,,,-5,6,,-4,-16,2
2020-06-07,US_NC_37059,27.96,,,-2,9,,9,-18,
2020-06-07,US_NC_37061,97.37,,,-3,10,,,-11,
2020-06-07,US_NC_37063,-12.58,,,-31,-9,17,-33,-26,6
2020-06-07,US_NC_37065,50.66,,,,14,,,-18,
2020-06-07,US_NC_37067,4.32,,,-16,-5,75,-19,-21,4
2020-06-07,US_NC_37069,26.6,,,-3,7,,,-19,
2020-06-07,US_NC_37071,26.72,,,-6,1,63,,-15,2
2020-06-07,US_NC_37077,35.1,,,-2,7,,,-14,
2020-06-07,US_NC_37079,60.31,,,,,,,-19,
2020-06-07,US_NC_37081,22.39,,,-21,-5,85,-18,-21,4
2020-06-07,US_NC_37083,89.63,,,10,9,,,-14,
2020-06-07,US_NC_37085,39.57,,,0,11,,39,-17,3
2020-06-07,US_NC_37087,105.33,,,7,11,,13,-22,0
2020-06-07,US_NC_37089,48.54,,,5,8,74,-21,-18,2
2020-06-07,US_NC_37091,-7.3,,,,53,,,-15,
2020-06-07,US_NC_37093,42.74,,,,,,,-19,
2020-06-07,US_NC_37097,32.97,,,-9,4,63,23,-16,2
2020-06-07,US_NC_37099,95.93,,,17,13,,,-22,
2020-06-07,US_NC_37101,37.32,,,-5,7,12,18,-16,3
2020-06-07,US_NC_37103,81.11,,,,,,,,
2020-06-07,US_NC_37105,20.22,,,-5,-5,,,-14,
2020-06-07,US_NC_37107,39.81,,,-7,16,,,-13,
2020-06-07,US_NC_37109,31.41,,,1,5,,,-18,1
2020-06-07,US_NC_37111,116.49,,,18,12,,11,-11,
2020-06-07,US_NC_37113,126.72,,,-4,,,,-16,
2020-06-07,US_NC_37115,79.12,,,,,,,-7,
2020-06-07,US_NC_37117,108.25,,,,,,,-14,
2020-06-07,US_NC_37119,0.22,,,-27,-9,22,-51,-21,5
2020-06-07,US_NC_37123,190.15,,,,,,,-3,
2020-06-07,US_NC_37125,39.09,,,-15,3,10,,-20,4
2020-06-07,US_NC_37127,46.91,,,-5,8,,,-16,2
2020-06-07,US_NC_37129,30.23,,,-9,5,81,-58,-15,4
2020-06-07,US_NC_37131,151.52,,,,,,,-16,
2020-06-07,US_NC_37133,50.46,,,-1,12,31,-47,-11,2
2020-06-07,US_NC_37135,-9.5,,,-32,-21,36,-19,-19,7
2020-06-07,US_NC_37139,26.89,,,0,5,,,-7,
2020-06-07,US_NC_37141,105.31,,,40,22,,,-11,
2020-06-07,US_NC_37145,37.28,,,-2,,,,-18,
2020-06-07,US_NC_37147,1.98,,,-14,1,22,,-19,3
2020-06-07,US_NC_37149,146.59,,,,,,,-16,
2020-06-07,US_NC_37151,40.67,,,-9,12,1,,-9,1
2020-06-07,US_NC_37153,204.01,,,30,15,,,-6,
2020-06-07,US_NC_37155,65.76,,,-6,11,,,-18,3
2020-06-07,US_NC_37157,41.19,,,0,14,,8,-15,2
2020-06-07,US_NC_37159,32.33,,,-7,5,,-8,-15,2
2020-06-07,US_NC_37161,71.28,,,7,13,151,,-17,
2020-06-07,US_NC_37163,50.13,,,9,17,,,-16,
2020-06-07,US_NC_37165,100.19,,,13,,,,-14,
2020-06-07,US_NC_37167,42.11,,,7,6,,,-15,
2020-06-07,US_NC_37169,88.94,,,-7,26,,,-10,
2020-06-07,US_NC_37171,61.01,,,2,11,,-3,-17,
2020-06-07,US_NC_37173,373.8,,,,,140,,-5,
2020-06-07,US_NC_37175,156.05,,,25,,,,-15,
2020-06-07,US_NC_37179,14.93,,,-11,-8,43,,-18,4
2020-06-07,US_NC_37181,52.12,,,-3,11,,,-21,
2020-06-07,US_NC_37183,-2.97,,,-28,-11,34,-56,-18,6
2020-06-07,US_NC_37185,167.96,,,,,,,-9,
2020-06-07,US_NC_37189,44.97,,,-12,9,,,-31,
2020-06-07,US_NC_37191,39.61,,,-8,11,,,-15,2
2020-06-07,US_NC_37193,64.8,,,2,17,,,-13,
2020-06-07,US_NC_37195,41.2,,,-4,7,,,-19,2
2020-06-07,US_NC_37197,71.19,,,2,11,,,-20,
2020-06-07,US_NC_37199,,,,,,,,-8,
2020-06-07,US_ND,29.75,,,-4,6,209,-12,-9,0
2020-06-07,US_ND_38015,47.17,,,7,15,,-9,-7,-2
2020-06-07,US_ND_38017,12.76,,,-18,-9,,-16,-11,1
2020-06-07,US_ND_38025,,,,,,-7,,,
2020-06-07,US_ND_38035,5,,,-18,-5,,-4,-14,
2020-06-07,US_ND_38053,-31.79,,,,,,-46,-18,
2020-06-07,US_ND_38059,123.54,,,27,,,,-4,
2020-06-07,US_ND_38061,-12.24,,,,,,,,
2020-06-07,US_ND_38077,14.45,,,,,,,-17,
2020-06-07,US_ND_38089,66.07,,,16,,,,-2,
2020-06-07,US_ND_38093,56.27,,,,,,,-6,
2020-06-07,US_ND_38101,61.87,,,9,,,-18,-5,
2020-06-07,US_ND_38105,-6.91,,,-5,,,-27,-15,
2020-06-07,US_NE,34.89,,,-9,7,133,4,-9,2
2020-06-07,US_NE_31001,14.36,,,-1,,,,-7,
2020-06-07,US_NE_31019,65.14,,,-7,10,,32,-12,
2020-06-07,US_NE_31025,111.55,,,,,,,-7,
2020-06-07,US_NE_31033,,,,,,,26,,
2020-06-07,US_NE_31043,36.46,,,-6,,,,-5,
2020-06-07,US_NE_31047,117.72,,,,,,,-11,
2020-06-07,US_NE_31049,,,,,,,46,,
2020-06-07,US_NE_31053,96.57,,,10,,,,-4,
2020-06-07,US_NE_31055,18.51,,,-15,7,82,-20,-10,3
2020-06-07,US_NE_31067,32.94,,,,,,,-5,
2020-06-07,US_NE_31079,53.89,,,-10,-3,,11,-12,
2020-06-07,US_NE_31081,,,,,,,33,,
2020-06-07,US_NE_31101,217.8,,,,,,,,
2020-06-07,US_NE_31109,20.36,,,-13,-3,151,-17,-8,3
2020-06-07,US_NE_31111,103.54,,,-2,17,,23,-7,
2020-06-07,US_NE_31119,26.65,,,-7,2,,,-11,
2020-06-07,US_NE_31131,75.64,,,,,,,2,
2020-06-07,US_NE_31141,47.33,,,-9,,,,-5,
2020-06-07,US_NE_31151,,,,,,,,-23,
2020-06-07,US_NE_31153,33.07,,,-8,0,119,28,-9,3
2020-06-07,US_NE_31155,113.53,,,,,,,-1,
2020-06-07,US_NE_31157,68.94,,,11,,,,-6,
2020-06-07,US_NE_31159,75.35,,,,,,,,
2020-06-07,US_NE_31177,49.21,,,,,,,-9,
2020-06-07,US_NE_31185,75.92,,,-3,,,15,-19,
2020-06-07,US_NH,37.43,,,-7,-2,116,-16,-13,3
2020-06-07,US_NH_33001,114.18,,,26,15,,,-4,
2020-06-07,US_NH_33003,121.02,,,2,23,,,-14,
2020-06-07,US_NH_33005,49.83,,,-3,-2,,,-13,
2020-06-07,US_NH_33007,79.99,,,11,,,,-9,
2020-06-07,US_NH_33009,37.07,,,-7,11,129,,-21,
2020-06-07,US_NH_33011,25.42,,,-15,-8,119,,-14,4
2020-06-07,US_NH_33013,18.13,,,-14,-5,74,-17,-14,3
2020-06-07,US_NH_33015,37.52,,,-4,-2,134,-33,-11,4
2020-06-07,US_NH_33017,33.05,,,-8,-5,,,-14,3
2020-06-07,US_NH_33019,52.18,,,8,16,,,-7,
2020-06-07,US_NJ,14.79,,,-36,-6,206,-44,-17,6
2020-06-07,US_NJ_34001,80.69,,,-43,13,323,-47,-37,8
2020-06-07,US_NJ_34003,-13.55,,,-47,-12,169,-18,-21,8
2020-06-07,US_NJ_34005,8.36,,,-44,4,185,-16,-9,5
