date,key,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
2020-06-14,CO,1346,885,27765,23329,64,38,1310,859,233,199,11560,10193,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05,106,17,1230,787,0,1,6,5,10,7,481,404,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05001,14,8,391,456,0,1,3,2,2,4,226,261,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05045,0,,15,13,0,,0,0,2,,12,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05051,1,,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05088,2,1,79,77,0,0,1,2,0,0,38,39,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05147,70,3,211,31,0,0,0,0,1,2,40,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05148,1,,2,0,0,,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05172,,1,2,5,,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05212,0,,13,21,0,,0,0,1,,7,7,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05360,3,1,25,27,0,0,0,0,0,0,9,10,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05361,0,,295,32,0,,0,0,4,,80,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05380,,1,9,15,,0,0,0,,0,4,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05495,,0,0,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05659,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_05_05837,15,1,91,16,0,0,1,0,0,0,11,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08,630,386,5712,4455,28,20,410,253,34,31,1665,1332,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08001,384,227,3083,2419,19,12,267,166,24,16,791,674,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08078,5,2,82,73,0,0,2,4,1,1,17,17,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08296,51,21,208,119,2,0,10,4,1,0,25,14,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08372,,1,3,11,,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08421,2,1,12,22,0,0,1,0,0,0,3,12,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08433,57,21,390,261,1,0,29,14,1,2,118,85,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08436,,1,7,6,,0,0,0,,0,4,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08520,1,0,50,36,0,0,1,0,2,1,25,17,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08558,,3,26,18,,0,2,0,,0,8,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08560,1,2,11,13,0,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08573,8,7,86,67,1,0,5,3,0,0,16,16,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08606,1,,5,2,0,,2,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08634,5,2,91,88,0,1,1,3,0,0,43,48,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08685,5,5,51,34,0,0,3,0,0,0,24,12,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08758,102,85,1476,1186,4,7,80,56,5,11,550,398,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08770,1,1,5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08832,6,3,30,21,1,0,3,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_08_08849,1,4,16,9,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_11,337,288,8011,8086,13,5,266,171,87,77,3668,3763,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_11_11001,337,288,8011,8086,13,5,266,171,87,77,3668,3763,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13,111,70,2900,2178,4,3,153,106,21,21,997,897,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13001,96,58,2679,2036,3,3,139,97,18,20,898,818,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13052,1,2,32,24,0,0,2,1,1,0,14,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13244,3,2,13,3,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13430,2,4,7,8,1,0,2,1,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13433,5,3,10,5,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13442,0,,3,1,0,,0,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13836,2,,76,42,0,,4,2,1,,40,30,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13838,2,,18,8,0,,2,0,0,,6,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_13_13873,,1,16,20,,0,0,2,,1,8,14,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_15,4,1,112,133,0,0,4,9,0,3,81,102,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_15_15001,1,0,33,38,0,0,1,2,0,3,23,28,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_15_15322,,1,6,6,,0,1,0,,0,4,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_15_15325,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_15_15814,2,,3,1,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_17,2,3,78,118,0,0,4,3,0,0,52,81,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_17_17001,1,1,34,55,0,0,1,1,0,0,18,30,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_17_17380,,2,29,37,,0,1,1,,0,22,32,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_17_17873,1,,5,8,0,,1,0,0,,3,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_19,1,0,95,90,0,0,4,4,0,1,42,45,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_19_19001,,0,30,31,,0,0,1,,1,19,15,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_19_19142,1,,1,2,0,,0,0,0,,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20,1,6,247,294,1,0,12,8,4,0,81,68,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20001,1,4,166,224,0,0,6,3,2,0,57,57,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20178,0,,3,3,0,,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20383,0,,0,0,1,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20621,,1,3,9,,0,0,0,,0,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20750,,1,2,3,,0,0,0,,0,2,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_20_20770,0,,4,1,0,,1,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23,11,10,127,160,1,0,10,8,4,5,48,62,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23001,3,2,56,84,0,0,3,3,3,2,25,35,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23079,1,1,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23417,4,7,20,25,1,0,3,1,0,2,5,8,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23586,1,,1,1,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23660,0,0,21,21,0,0,2,0,1,1,11,10,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23675,1,,1,0,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_23_23815,1,,1,2,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25,9,12,790,856,0,1,20,27,11,10,291,317,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25126,,0,24,27,,0,0,0,,1,13,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25175,0,0,30,39,0,0,0,0,4,2,21,24,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25269,,0,31,28,,0,1,0,,1,11,10,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25286,,1,35,41,,0,0,0,,0,13,17,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25312,3,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25324,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25377,,0,16,19,,0,0,0,,1,9,15,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25430,0,1,24,32,0,0,0,1,3,2,10,10,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25473,0,2,37,46,0,0,4,4,1,2,13,15,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25488,,1,4,5,,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25754,5,4,260,297,0,0,4,3,1,1,82,99,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25758,,0,5,8,,1,0,1,,0,4,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25817,0,,10,10,0,,1,1,1,,4,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25875,1,1,6,6,0,0,1,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_25_25899,0,,33,36,0,,1,3,1,,11,13,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_27,8,8,362,324,0,0,13,12,1,0,71,102,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_27_27001,6,7,320,290,0,0,8,9,1,0,53,82,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_27_27025,2,1,2,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_41,2,,133,137,0,,7,6,1,,113,124,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_41_41001,1,,69,79,0,,2,3,1,,62,75,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_41_41551,1,,8,8,0,,2,0,0,,5,8,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_44,5,2,91,38,1,0,6,3,0,0,26,26,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_44_44001,0,1,8,7,1,0,1,1,0,0,7,5,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_44_44430,5,1,32,21,0,0,4,1,0,0,10,14,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_47,9,8,470,467,4,4,47,32,0,1,222,264,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_47_47001,2,2,235,248,0,3,15,14,0,1,123,155,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_47_47189,7,6,121,86,4,1,17,5,0,0,48,45,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_50,2,,919,100,0,,7,5,0,,865,77,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_50_50001,1,,889,78,0,,6,4,0,,850,63,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_50_50313,1,,7,8,0,,0,0,0,,2,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52,26,14,1163,958,1,1,54,37,1,5,416,388,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52001,7,1,146,153,0,0,9,4,0,0,33,42,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52250,2,3,13,13,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52356,0,2,126,79,1,0,5,1,0,1,80,32,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52385,,0,1,2,,0,2,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52427,,0,0,2,,1,0,2,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,CO_52_52490,4,2,19,19,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
