key,station,latitude,longitude,distance,measurement
US_KS_20205,USC00142894,37.5339,-95.8269,9.024,TMAX|TMIN|TOBS|PRCP|SNOW
US_KS_20207,USC00143867,37.8117,-95.4456,24.740,TMAX|TMIN
US_KS_20209,USC00140957,39.0636,-94.8961,6.692,TMAX|TMIN|TOBS
US_KY,USC00152040,37.6528,-84.7708,26.402,TMAX|TMIN|TOBS|PRCP
US_KY_21001,USC00154208,37.0056,-85.0617,22.590,TMAX|TMIN|TOBS|PRCP
US_KY_21003,USC00157215,36.7461,-86.2258,3.220,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21005,USW00053841,38.1847,-84.9033,21.901,TMAX|TMIN
US_KY_21007,USC00113580,37.2036,-89.0422,16.405,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21009,USC00150422,36.8978,-86.1247,18.643,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21011,USC00152791,38.1228,-83.5328,18.229,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21013,USR0000KYEL,36.6036,-83.6961,15.349,TMAX|TMIN|TAVG
US_KY_21015,USW00093814,39.0431,-84.6717,9.565,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_KY_21017,USC00151998,38.3769,-84.3031,21.289,TMAX|TMIN|TOBS
US_KY_21019,USC00337857,38.4239,-82.5936,11.006,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21021,USC00152040,37.6528,-84.7708,9.468,TMAX|TMIN|TOBS|PRCP
US_KY_21023,USC00150290,38.77,-84.0128,10.638,TMAX|TMIN|TOBS|PRCP
US_KY_21025,USC00156624,37.5336,-83.3489,2.964,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21027,USC00155280,37.6497,-86.4308,13.381,TMAX|TMIN|TOBS|PRCP|WT01|WT03
US_KY_21029,USC00150630,37.9161,-85.6572,7.073,TMAX|TMIN|TOBS|PRCP|SNWD
US_KY_21031,USC00156882,37.2167,-86.8936,18.935,TMAX|TMIN|TOBS
US_KY_21033,USC00156580,37.1244,-87.8672,2.858,TMAX|TMIN|TOBS|PRCP
US_KY_21035,USC00155694,36.6122,-88.3083,3.527,TMAX|TMIN|TOBS|PRCP|SNOW
US_KY_21037,USW00093812,39.1033,-84.4189,17.379,TMAX|TMIN|WT01|WT03|WT04
US_KY_21039,USW00093809,37.0422,-89.1856,28.126,TMAX|TMIN|PRCP
US_KY_21041,USC00158446,38.7744,-84.9667,18.321,TMAX|TMIN|TOBS|PRCP
US_KY_21043,USC00156012,38.3422,-83.1039,4.894,TMAX|TMIN|TOBS
US_KY_21045,USC00157510,37.1167,-84.6167,35.797,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21047,USC00153994,36.8492,-87.5206,6.272,TMAX|TMIN|PRCP
US_KY_21049,USC00151895,37.83,-84.0347,18.571,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21051,USC00156028,37.2669,-83.65,13.024,TMAX|TMIN|TOBS
US_KY_21053,USC00401310,36.5803,-85.1256,15.543,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21055,USC00156595,37.3997,-87.7622,29.307,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21057,USR0000KALP,36.7956,-85.3803,1.938,TMAX|TMIN|TAVG
US_KY_21059,USC00126151,37.9325,-87.3744,33.638,TMAX|TMIN|TOBS
US_KY_21061,USW00063849,37.2503,-86.2325,4.742,TMAX|TMIN|PRCP
US_KY_21063,USC00156012,38.3422,-83.1039,25.088,TMAX|TMIN|TOBS
US_KY_21065,USC00151895,37.83,-84.0347,16.900,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21067,USW00093820,38.0408,-84.6058,12.772,TMAX|TMIN|PRCP
US_KY_21069,USC00152903,38.4503,-83.7355,9.772,TMAX|TMIN|TOBS
US_KY_21071,USC00156563,37.655,-82.8294,12.673,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21073,USW00053841,38.1847,-84.9033,6.479,TMAX|TMIN
US_KY_21075,USC00408065,36.4528,-89.3028,14.785,TMAX|TMIN|TOBS
US_KY_21077,USC00153250,38.7389,-84.8494,2.520,TMAX|TMIN|TOBS|WT01|WT03
US_KY_21079,USC00151890,37.4903,-84.4375,19.929,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21081,USR0000KCRI,38.7692,-84.6019,14.388,TMAX|TMIN|TAVG
US_KY_21083,USC00150611,36.8581,-88.3364,31.879,TMAX|TMIN|TOBS
US_KY_21085,USC00155834,37.2792,-86.2492,21.996,TMAX|TMIN|TOBS|PRCP
US_KY_21087,USC00154449,37.0244,-85.6986,29.331,TMAX|TMIN|TOBS
US_KY_21089,USC00158432,38.4947,-83.0183,9.928,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21091,USC00121256,37.8994,-86.7072,9.193,TMAX|TMIN|TOBS|PRCP
US_KY_21093,USC00151810,37.7928,-86.2325,26.095,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21095,USC00153623,36.8058,-83.3442,12.593,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_KY_21097,USC00151998,38.3769,-84.3031,7.399,TMAX|TMIN|TOBS
US_KY_21099,USC00155444,37.4336,-86.0089,19.121,TMAX|TMIN|TOBS
US_KY_21101,USC00153768,37.7922,-87.5708,0.870,TMAX|TMIN|TOBS
US_KY_21103,USW00053841,38.1847,-84.9033,35.989,TMAX|TMIN
US_KY_21105,USC00409219,36.3925,-89.0317,32.310,TMAX|TMIN|SNOW
US_KY_21107,USC00155067,37.3475,-87.5239,4.407,TMAX|TMIN|TOBS
US_KY_21109,USC00150860,37.3578,-83.7706,22.259,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21111,USW00013810,38.2281,-85.6636,4.249,TMAX|TMIN|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_KY_21113,USW00093820,38.0408,-84.6058,19.132,TMAX|TMIN|PRCP
US_KY_21115,USC00156136,37.8175,-82.7883,4.436,TMAX|TMIN|TOBS
US_KY_21117,USW00093814,39.0431,-84.6717,16.967,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_KY_21119,USC00157431,37.0875,-82.9925,29.439,TMAX|TMIN|TOBS
US_KY_21121,USC00150381,36.8825,-83.8819,2.958,TMAX|TMIN|TOBS
US_KY_21123,USC00155444,37.4336,-86.0089,32.583,TMAX|TMIN|TOBS
US_KY_21125,USW00003849,37.0872,-84.0769,4.588,TMAX|TMIN|PRCP
US_KY_21127,USC00154948,38.125,-82.6933,7.911,TMAX|TMIN|TOBS
US_KY_21129,USC00150483,37.6336,-83.7161,4.861,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT05
US_KY_21131,USC00151080,37.3417,-83.4706,29.124,TMAX|TMIN
US_KY_21133,USC00158635,37.1025,-82.8047,4.464,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21135,USC00152903,38.4503,-83.7355,31.358,TMAX|TMIN|TOBS
US_KY_21137,USC00151890,37.4903,-84.4375,19.928,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21139,USC00118020,37.1644,-88.4311,8.796,TMAX|TMIN|TOBS
US_KY_21141,USC00157049,36.855,-86.8883,0.924,TMAX|TMIN|PRCP
US_KY_21143,USC00152442,37.0486,-88.0728,3.804,TMAX|TMIN|TOBS
US_KY_21145,USW00003816,37.0683,-88.7719,4.698,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_KY_21147,USC00157677,36.6736,-84.4792,7.386,TMAX|TMIN|PRCP|SNOW|SNWD
US_KY_21149,USR0000KGRE,37.2672,-87.2028,29.664,TMAX|TMIN|TAVG
US_KY_21151,USC00151895,37.83,-84.0347,24.795,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21153,USC00157130,37.7392,-83.0672,4.405,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_KY_21155,USC00150397,37.8194,-85.3847,31.620,TMAX|TMIN|TOBS|PRCP|WT03
US_KY_21157,USC00150611,36.8581,-88.3364,2.456,TMAX|TMIN|TOBS
US_KY_21159,USC00154138,37.8725,-82.5194,8.064,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21161,USC00155243,38.6869,-83.7872,10.356,TMAX|TMIN|PRCP
US_KY_21163,USC00150955,37.9561,-86.1161,9.490,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21165,USC00152791,38.1228,-83.5328,20.101,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21167,USC00152040,37.6528,-84.7708,18.983,TMAX|TMIN|TOBS|PRCP
US_KY_21169,USC00154449,37.0244,-85.6986,7.195,TMAX|TMIN|TOBS
US_KY_21171,USC00401561,36.5408,-85.4597,29.901,TMAX|TMIN|TOBS
US_KY_21173,USC00155640,38.0583,-83.9333,3.751,TMAX|TMIN|PRCP|SNOW
US_KY_21175,USC00157130,37.7392,-83.0672,26.293,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_KY_21177,USR0000KGRE,37.2672,-87.2028,7.895,TMAX|TMIN|TAVG
US_KY_21179,USC00150397,37.8194,-85.3847,7.800,TMAX|TMIN|TOBS|PRCP|WT03
US_KY_21181,USC00151998,38.3769,-84.3031,25.891,TMAX|TMIN|TOBS
US_KY_21183,USC00156882,37.2167,-86.8936,28.570,TMAX|TMIN|TOBS
US_KY_21185,USW00013810,38.2281,-85.6636,27.320,TMAX|TMIN|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_KY_21187,USC00153250,38.7389,-84.8494,23.296,TMAX|TMIN|TOBS|WT01|WT03
US_KY_21189,USC00150860,37.3578,-83.7706,9.190,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_KY_21191,USR0000KCRI,38.7692,-84.6019,22.763,TMAX|TMIN|TAVG
US_KY_21193,USC00151080,37.3417,-83.4706,24.109,TMAX|TMIN
US_KY_21195,USC00444410,37.2322,-82.3464,26.729,TMAX|TMIN|TOBS
US_KY_21197,USC00157652,37.8603,-83.8969,6.774,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21199,USC00157510,37.1167,-84.6167,3.748,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21201,USC00151998,38.3769,-84.3031,26.558,TMAX|TMIN|TOBS
US_KY_21203,USC00151890,37.4903,-84.4375,17.826,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21205,USR0000KTRI,38.175,-83.4083,1.957,TMAX|TMIN|TAVG
US_KY_21207,USC00154208,37.0056,-85.0617,1.741,TMAX|TMIN|TOBS|PRCP
US_KY_21209,USC00151998,38.3769,-84.3031,25.627,TMAX|TMIN|TOBS
US_KY_21211,USW00053841,38.1847,-84.9033,25.365,TMAX|TMIN
US_KY_21213,USC00407359,36.5878,-86.5258,17.606,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21215,USC00157950,38.0014,-85.3089,3.326,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21217,USC00154208,37.0056,-85.0617,46.990,TMAX|TMIN|TOBS|PRCP
US_KY_21219,USC00152548,36.8078,-87.1531,4.308,TMAX|TMIN
US_KY_21221,USR0000KKYL,36.7764,-88.0631,16.732,TMAX|TMIN|TAVG
US_KY_21223,USR0000IBIO,38.9253,-85.3625,36.235,TMAX|TMIN|TAVG
US_KY_21225,USC00128967,37.7953,-87.993,15.517,TMAX|TMIN|TOBS
US_KY_21227,USW00093808,36.9647,-86.4239,2.835,TMAX|TMIN|PRCP|SNOW
US_KY_21229,USC00150397,37.8194,-85.3847,20.391,TMAX|TMIN|TOBS|PRCP|WT03
US_KY_21231,USC00407141,36.5514,-84.7967,28.917,TMAX|TMIN|TOBS|PRCP
US_KY_21233,USC00156595,37.3997,-87.7622,15.222,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_KY_21235,USC00406493,36.5517,-84.1728,23.258,TMAX|TMIN|TOBS
US_KY_21237,USR0000KKOO,37.7689,-83.6333,13.005,TMAX|TMIN|TAVG
US_KY_21239,USW00063838,38.0944,-84.7464,6.076,TMAX|TMIN|PRCP
US_LA,USC00161287,30.9594,-92.1786,17.620,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22001,USC00164700,30.2003,-92.6642,26.441,TMAX|TMIN|PRCP
US_LA_22003,USC00166938,30.6036,-92.7739,8.257,TMAX|TMIN|TOBS
US_LA_22005,USC00162534,30.0719,-91.0278,18.205,TMAX|TMIN|PRCP
US_LA_22007,USC00162534,30.0719,-91.0278,19.370,TMAX|TMIN|PRCP
US_LA_22009,USC00161287,30.9594,-92.1786,21.004,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22011,USC00166434,30.3392,-93.215,36.587,TMAX|TMIN|TOBS|PRCP
US_LA_22013,USC00160800,32.3744,-92.9433,11.295,TMAX|TMIN|TOBS|PRCP
US_LA_22015,USC00160718,32.6997,-93.6619,6.195,TMAX|TMIN|TOBS|DAPR|MDPR
US_LA_22017,USW00053905,32.5428,-93.745,13.314,TMAX|TMIN
US_LA_22019,USW00003937,30.125,-93.2158,18.128,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_LA_22021,USC00161979,32.1672,-92.1078,8.663,TMAX|TMIN|TOBS
US_LA_22023,USC00163979,29.8894,-93.4019,19.961,TMAX|TMIN|TOBS|PRCP
US_LA_22025,USC00164739,31.4825,-91.8628,20.890,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22027,USC00164355,32.81,-93.0625,6.867,TMAX|TMIN|PRCP|SNOW|SNWD
US_LA_22029,USC00164739,31.4825,-91.8628,21.661,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22031,USC00168444,32.3919,-93.7803,37.111,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_LA_22033,USW00013970,30.5372,-91.1469,5.459,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03
US_LA_22035,USC00032355,33.1144,-91.2628,42.809,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22037,USC00168138,30.7872,-91.3675,31.122,TMAX|TMIN|TOBS|PRCP
US_LA_22039,USC00161287,30.9594,-92.1786,33.754,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22041,USC00161979,32.1672,-92.1078,41.338,TMAX|TMIN|TOBS
US_LA_22043,USR0000LCAT,31.5022,-92.4617,13.498,TMAX|TMIN|TAVG
US_LA_22045,USC00164674,29.9592,-91.7108,19.968,TMAX|TMIN|PRCP
US_LA_22047,USC00161565,30.1981,-91.1256,22.638,TMAX|TMIN|TOBS
US_LA_22049,USC00168067,32.51,-92.6503,25.185,TMAX|TMIN|PRCP
US_LA_22051,USC00165926,29.7853,-90.1158,5.978,TMAX|TMIN|TOBS|PRCP|DAPR|MDPR
US_LA_22053,USC00164700,30.2003,-92.6642,4.775,TMAX|TMIN|PRCP
US_LA_22055,USW00013976,30.205,-91.9875,6.991,TMAX|TMIN|PRCP|SNOW
US_LA_22057,USC00163433,29.4631,-90.3072,9.471,TMAX|TMIN|TOBS|PRCP
US_LA_22059,USC00164696,31.6783,-92.1289,2.949,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22061,USC00168067,32.51,-92.6503,10.051,TMAX|TMIN|PRCP
US_LA_22063,USW00013970,30.5372,-91.1469,41.396,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03
US_LA_22065,USW00003996,32.35,-91.0278,20.061,TMAX|TMIN
US_LA_22067,USW00053961,32.8833,-92.1164,30.391,TMAX|TMIN|PRCP
US_LA_22069,USC00166584,31.8142,-93.0856,9.464,TMAX|TMIN|TOBS|WT01|WT03
US_LA_22071,USW00053917,30.0494,-90.0289,9.424,TMAX|TMIN|PRCP|SNOW|SNWD
US_LA_22073,USW00013942,32.5156,-92.0406,11.880,TMAX|TMIN|PRCP|SNOW|SNWD
US_LA_22075,USC00166130,29.9314,-89.9305,74.312,TMAX|TMIN|TOBS
US_LA_22077,USC00166686,30.7267,-91.3672,22.338,TMAX|TMIN|TOBS|PRCP
US_LA_22079,USR0000LEVA,31.185,-92.6314,8.855,TMAX|TMIN|TAVG
US_LA_22081,USC00166584,31.8142,-93.0856,38.381,TMAX|TMIN|TOBS|WT01|WT03
US_LA_22083,USW00013942,32.5156,-92.0406,28.398,TMAX|TMIN|PRCP|SNOW|SNWD
US_LA_22085,USW00003949,31.4,-93.2833,31.712,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_LA_22087,USC00166130,29.9314,-89.9305,56.157,TMAX|TMIN|TOBS
US_LA_22089,USW00012916,29.9933,-90.2511,13.999,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_LA_22091,USW00093919,31.1828,-90.4708,46.352,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_LA_22093,USC00162534,30.0719,-91.0278,22.421,TMAX|TMIN|PRCP
US_LA_22095,USW00012916,29.9933,-90.2511,27.799,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_LA_22097,USC00163800,30.4183,-92.0442,20.649,TMAX|TMIN|PRCP
US_LA_22099,USC00164674,29.9592,-91.7108,21.333,TMAX|TMIN|PRCP
US_LA_22101,USW00012968,29.5622,-91.5256,10.188,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_LA_22103,USR0000LBBR,30.3167,-89.9333,9.613,TMAX|TMIN|TAVG
US_LA_22105,USR0000LBBR,30.3167,-89.9333,56.710,TMAX|TMIN|TAVG
US_LA_22107,USC00168163,31.9497,-91.2336,10.678,TMAX|TMIN|PRCP
US_LA_22109,USC00169013,29.7547,-90.7747,46.557,TMAX|TMIN|TOBS|WT03
US_LA_22111,USW00053961,32.8833,-92.1164,25.333,TMAX|TMIN|PRCP
US_LA_22113,USC00165296,29.7856,-92.2047,10.520,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22115,USC00165266,31.1417,-93.2397,5.901,TMAX|TMIN|TOBS|PRCP
US_LA_22117,USR0000MMAR,31.2114,-89.9225,41.729,TMAX|TMIN|TAVG
US_LA_22119,USC00166244,32.6053,-93.2947,11.040,TMAX|TMIN|PRCP|SNOW|SNWD
US_LA_22121,USW00013970,30.5372,-91.1469,17.834,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03
US_LA_22123,USC00032355,33.1144,-91.2628,40.090,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_LA_22125,USC00168138,30.7872,-91.3675,10.486,TMAX|TMIN|TOBS|PRCP
US_LA_22127,USR0000LGUM,31.9,-92.7672,13.233,TMAX|TMIN|TAVG
US_MA,USW00094746,42.2706,-71.8731,6.846,TMAX|TMIN|PRCP|SNOW|SNWD
US_MA_25001,USC00193821,41.665,-70.3039,3.785,TMAX|TMIN|PRCP|SNOW
US_MA_25003,USW00014763,42.4272,-73.2892,7.373,TMAX|TMIN|PRCP|SNOW|SNWD
US_MA_25005,USW00054777,41.8756,-71.0211,12.734,TMAX|TMIN
US_MA_25007,USW00094724,41.3931,-70.615,2.425,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_MA_25009,USC00194744,42.5933,-71.0186,6.107,TMAX|TMIN|TOBS
US_MA_25011,USC00193229,42.5719,-72.5975,2.563,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MA_25013,USW00014775,42.1578,-72.7161,12.405,TMAX|TMIN|PRCP
US_MA_25015,USC00190120,42.3861,-72.5375,9.860,TMAX|TMIN|PRCP|SNOW
US_MA_25017,USW00014702,42.47,-71.2894,1.662,TMAX|TMIN|PRCP|PGTM|WT01|WT08
US_MA_25019,USW00014756,41.2531,-70.0608,3.849,TMAX|TMIN|PRCP|WT01|WT08
US_MA_25021,USW00054704,42.1908,-71.1736,1.832,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_MA_25023,USW00054769,41.9097,-70.7294,10.681,TMAX|TMIN
US_MA_25025,USC00193890,42.3031,-71.1239,5.453,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MA_25027,USW00094746,42.2706,-71.8731,7.102,TMAX|TMIN|PRCP|SNOW|SNWD
US_MD,USW00093721,39.1667,-76.6833,18.597,TMAX|TMIN|PRCP|SNOW|SNWD
US_MD_24001,USC00182282,39.6419,-78.7561,5.814,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24003,USW00013752,38.9833,-76.4667,11.672,TMAX|TMIN|PRCP|WT01|WT08
US_MD_24005,USC00182308,39.3531,-76.6539,6.977,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR|WT01
US_MD_24009,USC00185865,38.4928,-76.7258,17.536,TMAX|TMIN|TOBS
US_MD_24011,USC00187806,38.7153,-76.1908,36.544,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24013,USC00187580,39.5,-76.8375,17.484,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24015,USC00182060,39.6556,-76.175,21.502,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24017,USC00185865,38.4928,-76.7258,24.785,TMAX|TMIN|TOBS
US_MD_24019,USR0000MBLA,38.4167,-76.0,6.981,TMAX|TMIN|TAVG
US_MD_24021,USC00182906,39.6761,-77.2844,24.975,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_MD_24023,USC00460527,39.2728,-79.3683,1.179,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24025,USW00013701,39.4717,-76.1697,13.518,TMAX|TMIN|PRCP|SNOW
US_MD_24027,USW00093721,39.1667,-76.6833,23.193,TMAX|TMIN|PRCP|SNOW|SNWD
US_MD_24029,USW00013701,39.4717,-76.1697,27.544,TMAX|TMIN|PRCP|SNOW
US_MD_24031,USC00182336,39.2647,-77.2319,14.470,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_MD_24033,USC00186800,38.7956,-76.9947,13.111,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT03|WT06
US_MD_24035,USC00188557,38.9719,-76.3381,23.227,TMAX|TMIN|TOBS|PRCP|SNOW
US_MD_24037,USC00188405,38.3197,-76.4525,12.265,TMAX|TMIN|PRCP|SNOW
US_MD_24039,USC00187330,38.2122,-75.6822,21.403,TMAX|TMIN|PRCP|SNOW
US_MD_24041,USC00187806,38.7153,-76.1908,3.971,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24043,USC00181790,39.6403,-77.6978,10.606,TMAX|TMIN|PRCP|SNOW
US_MD_24045,USC00188004,38.4083,-75.5922,5.385,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24047,USC00188380,38.2317,-75.3761,8.398,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MD_24510,USW00093784,39.2814,-76.6089,0.764,TMAX|TMIN
US_ME,USW00014610,45.6478,-68.6925,29.042,TMAX|TMIN|PRCP|SNOW
US_ME_23001,USC00178817,44.2822,-70.2561,16.649,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT04|WT06
US_ME_23003,USW00014607,46.8706,-68.0172,31.939,TMAX|TMIN|PRCP|SNOW|SNWD|WT01
US_ME_23005,USC00173295,43.8925,-70.2544,13.387,TMAX|TMIN|PRCP|SNOW|SNWD
US_ME_23007,USC00177037,44.9892,-70.6719,25.489,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_ME_23009,USC00172443,44.4933,-68.4583,4.011,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|SN52|SN53|SN55|SX52|SX53|SX55|WDFG|WSFG|WT01|WT04|WT06|WT11
US_ME_23011,USW00014605,44.3206,-69.7972,8.884,TMAX|TMIN|PRCP|SNOW|SNWD
US_ME_23013,USC00179593,44.1925,-69.1461,8.200,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_ME_23015,USC00175675,44.0436,-69.5375,3.368,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_ME_23017,USC00170583,44.32,-70.7567,4.130,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT04|WT06
US_ME_23019,USW00094644,44.9281,-68.7006,27.175,TMAX|TMIN|PRCP
US_ME_23021,USW00094626,45.4622,-69.5953,23.388,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_ME_23023,USC00170409,43.9317,-69.8564,1.963,TMAX|TMIN|TOBS
US_ME_23025,USC00173567,44.9467,-69.5456,31.883,TMAX|TMIN|TOBS
US_ME_23027,USC00170480,44.4394,-68.9892,10.954,TMAX|TMIN|TOBS
US_ME_23029,USC00179891,45.1542,-67.3986,26.642,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_ME_23031,USC00177479,43.4569,-70.7803,9.534,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT04
US_MI,USW00014817,44.2656,-85.3967,16.774,TMAX|TMIN|PRCP
US_MI_26001,USC00203628,44.6819,-83.2808,3.240,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT04
US_MI_26003,CA006041222,47.3333,-85.8333,52.497,TMAX|TMIN
US_MI_26005,USW00004839,42.7461,-86.0967,24.202,TMAX|TMIN
US_MI_26007,USW00014814,45.0606,-83.4281,18.070,TMAX|TMIN|PRCP|SNOW|SNWD
US_MI_26009,USC00202381,45.1519,-85.1322,16.223,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MI_26011,USC00207820,44.0125,-83.8978,12.533,TMAX|TMIN|PRCP|SNOW|WT01
US_MI_26013,USC00203744,46.6653,-88.3772,6.713,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MI_26015,USC00203661,42.6419,-85.2881,4.993,TMAX|TMIN|PRCP|SNOW
US_MI_26017,USC00200361,43.6253,-84.0189,12.298,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR
US_MI_26019,USC00202984,44.6481,-86.21,3.751,TMAX|TMIN|PRCP|SNOW|SNWD
US_MI_26021,USC00200710,42.1244,-86.4267,24.550,TMAX|TMIN|PRCP|SNOW
US_MI_26023,USC00201675,41.9622,-84.9925,6.683,TMAX|TMIN|PRCP|SNOW|SNWD
US_MI_26025,USW00014815,42.3075,-85.2511,21.631,TMAX|TMIN|PRCP|SNWD|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_MI_26027,USC00202250,41.9856,-86.1319,14.440,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_MI_26029,USC00201468,45.3172,-85.2672,22.707,TMAX|TMIN|PRCP|SNOW
US_MI_26031,USC00201492,45.6528,-84.4725,19.339,TMAX|TMIN|PRCP|SNOW
US_MI_26033,USR0000MRAC,46.25,-84.5833,9.181,TMAX|TMIN|TAVG
US_MI_26035,USW00014828,43.9758,-84.4908,27.992,TMAX|TMIN|PRCP|SNOW
US_MI_26037,USW00014836,42.7803,-84.5789,17.943,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
