key,latitude,longitude,area,elevation,population,gdp,gdp_per_capita,human_development_index,life_expectancy
RU_SPE,59.95,30.316667,1439,3,149700,,,,
RU_TUL,53.916667,37.583333,25700,,1506483,,,,
RU_TYU,57.833333,69,1464200,,1455003,,,,
RU_UD,57.283333,52.75,42100,,1517237,,,,
RU_TY,51.783333,94.75,170500,,315532,,,,
RU_TVE,57.15,34.616667,84100,,1304067,,,,
RU_ULY,53.95,47.916667,37300,,1257532,,,,
RU_VGG,49.733333,44.116667,113900,,2545227,,,,
RU_YAN,67.25,74.666667,683976,,534299,,,,
RU_VLA,56.083333,40.616667,29000,,1396903,,,,
RU_VOR,51.05,40.15,52400,,2333704,,,,
RU_VLG,60.083333,40.45,145700,,1187660,,,,
RU_YAR,57.866667,39.2,36400,,1271801,,,,
RU_YEV,48.478611,132.139167,36244,,170377,,,,
RW_02,-1.75,30.5,9813,,,,,,
RU_ZAB,54,118,431500,3073,1082633,,,,
RW_03,-1.568056,29.910278,3276,,,,,,
RW_01,-1.953611,30.060556,730,1567,1132686,,,,
RW_04,-2.375,29.209722,5882,,,,,,
RW_05,-2.621944,29.608056,6118,,,,,,
SA_02,21.5,41,153148,,8557766,,,,
SA_01,23,45.5,412000,,6777146,,,,
RW,-1.940278,29.873889,26338,,2933424,119000024,40,0.299,46.412
SA_03,25,39.5,151990,793,2132679,,,,
SA_04,22.5,51,672522,209,4105780,,,,
SA_05,25.80632,42.87323,58046,714,1159438,,,,
SA_06,27,42,103887,,597144,,,,
SA_07,28,37,108000,,910030,,,,
SA,23.716667,44.116667,2250000,,4072110,4187777711.11111,777,0.69,72.187
SA_08,30,42.5,111797,,375310,,,,
SA_09,17.5,42.5,11671,,1567547,,,,
SA_10,17.491667,44.132222,119000,,505652,,,,
SA_11,20,41.5,9921,,476172,,,,
SA_12,29.5,39.5,100212,792,508475,,,,
SA_14,19,43,81000,,2211875,,,,
SB_CE,-9.066667,160.216667,615,,,,,,
SB_CH,-7.00028,156.96389,3837,,,,,,
SB_CT,-9.433333,159.95,22000000,29,64609,,,,
SB_GU,-9.75,160,5336,,,,,,
SB_IS,-8,159.016667,4136,,,,,,
SB_MK,-10.433333,161.866667,3188,,,,,,
SB_RB,-11.55,160.083333,671,,,,,,
SB_ML,-9,160.983333,4225,,,,,,
SB,-9.466667,159.816667,28400,,117869,25203524.032564,173,0.446,62.449
SB_TE,-10.75,167,895,,,,,,
SB_WE,-8,157,5475,,,,,,
SC_01,-4.683333,55.516667,,203,,,,,
SC_02,-4.708333,55.483333,,7,,,,,
SC_03,-4.591667,55.45,,158,,,,,
SC_04,-4.7,55.516667,,29,,,,,
SC_05,-4.733333,55.516667,,6,,,,,
SC_06,-4.75,55.483333,,95,,,,,
SC_08,-4.6,55.416667,,76,,,,,
SC_07,-4.31667,55.7333,25.1,186,,,,,
SC,-7.1,52.766667,459,,92000,4576000000,288,0.715,72.66829
SC_09,-4.633333,55.45,14.4,,,,,,
SC_11,-4.666667,55.483333,,,,,,,
SC_10,-4.616667,55.4,,,,,,,
SC_12,-4.566667,55.433333,,,,,,,
SC_13,-4.691667,55.468333,,,,,,,
SC_14,-4.331111,55.722222,14.4,,,,,,
SC_15,-4.366667,55.833333,9.81,333,2200,,,,
SC_17,-4.616667,55.45,1.2,,,,,,
SC_16,-4.583333,55.45,1.7,,,,,,
SC_18,-4.633333,55.45,6.1,,,,,,
SC_19,-4.65,55.45,3.4,,,,,,
SC_20,-4.666667,55.516667,3.9,,,,,,
SC_21,-4.65,55.4,26.7,,,,,,
SC_22,-4.633333,55.433333,1.1,,,,,,
SC_23,-4.783333,55.516667,14.4,,,,,,
SC_24,-4.616667,55.5,1.8,,,,,,
SC_25,-4.65,55.466667,1.2,,,,,,
SD_DC,12.333333,23.416667,,,,,,,
SD_DE,11.1667,26.5,,,,,,,
SD_DN,17.738056,25.499167,296420,,1583179,,,,
SD_DS,11.516667,25.033333,127300,,,,,,
SD_DW,12.897222,23.181111,79460,,,,,,
SD_GD,13.85917,34.92528,75263,582,,,,,
SD_GK,12,28.15,111373,,,,,,
SD_KA,16.225,35.70556,36710,,,,,,
SD_GZ,14.5,33.5,27549,406,4926555,,,,
SD_KH,15.64417,32.35472,22142,,,,,,
SD,15,32,1886068,,40235000,1307333333.33333,124,0.331,58.07
SD_KS,11.133333,29.883333,79470,,,,,,
SD_KN,14.366667,29.533333,185302,,,,,,
SD_NB,11.35056,34.13444,45844,642,,,,,
SD_NO,17.62306,29.42111,348765,,,,,,
SD_NW,13.45,32.3333,39701,,,,,,
SD_NR,18.37528,33.67306,122123,,1472257,,,,
SD_RS,19.061944,35.639444,218887,,,,,,
SD_SI,12.94028,34.18944,37844,,,,,,
SE,61,15,450295,,10161797,14842870293.4207,1983,0.786,79.44146
SE_110,59.333333,18.166667,16540.52,,2181318,,,,
SE_121,59.858333,17.65,11940.28,,346980,,,,
SE_122,58.771048,16.869507,5619.3,,279366,,,,
SE_123,58.410556,15.613611,10602,,439586,,,,
SE_124,59.266667,15.216667,8545.6,,291617,,,,
SE_125,59.75,16.33333,5145.8,,269555,,,,
SE_211,57.75,14.2,10495.1,,342529,,,,
SE_212,56.79,14.44,8466,,187759,,,,
SE_213,56.733333,15.9,11217.8,,234700,,,,
SE_214,57.5,18.5,3151.4,30,58218,,,,
SE_221,56.283333,15.116667,3039.4,95,158977,,,,
SE_224,55.995309,13.441772,11034.5,,1306951,,,,
SE_231,56.75,13,5454,76,322343,,,,
SE_232,58.217025,11.733398,23498.8,,1681082,,,,
SE_311,59.75,13.25,17591,,279535,,,,
SE_312,60.678559,15.600586,28188.8,179,285571,,,,
SE_313,60.780619,16.655273,18198.9,,285265,,,,
SE_321,62.739722,16.93,21683.8,,246023,,,,
SE_322,63,14.66667,49341.2,402,129076,,,,
SE_331,64.344665,18.314209,55186.2,,266548,,,,
SE_332,67,20,98244.8,412,250525,,,,
SE_AB,59.333333,18.166667,16540.52,,2181318,,,,
SE_AC,64.344665,18.314209,55186.2,,266548,,,,
SE_BD,67,20,98244.8,412,250525,,,,
SE_C,59.858333,17.65,11940.28,,346980,,,,
SE_D,58.771048,16.869507,5619.3,,279366,,,,
SE_E,58.410556,15.613611,10602,,439586,,,,
SE_F,57.75,14.2,10495.1,,342529,,,,
SE_G,56.79,14.44,8466,,187759,,,,
SE_H,56.733333,15.9,11217.8,,234700,,,,
SE_I,57.5,18.5,3151.4,30,58218,,,,
SE_K,56.283333,15.116667,3039.4,95,158977,,,,
SE_M,55.995309,13.441772,11034.5,,1306951,,,,
SE_N,56.75,13,5454,76,322343,,,,
SE_O,58.217025,11.733398,23498.8,,1681082,,,,
SE_S,59.75,13.25,17591,,279535,,,,
SE_T,59.266667,15.216667,8545.6,,291617,,,,
SE_U,59.75,16.33333,5145.8,,269555,,,,
SE_W,60.678559,15.600586,28188.8,179,285571,,,,
SE_X,60.780619,16.655273,18198.9,,285265,,,,
SE_Y,62.739722,16.93,21683.8,,246023,,,,
SE_Z,63,14.66667,49341.2,402,129076,,,,
SG_01,1.28778,103.852,,,,,,,
SG_02,1.36944,103.947,,,,,,,
SG_03,1.29868,103.81986,,,,,,,
SG_04,1.325,103.899,,,,,,,
SG_05,1.316667,103.716667,,,,,,,
SH,-15.95,-5.716667,121,818,4255,,,,
SG,1.3,103.8,719.1,,5399200,704462302.365086,427,0.718,77.55122
SH_AC,-7.9425,-14.368056,88,345,806,,,,
SH_TA,-37.116667,-12.283333,207,2062,293,,,,
SH_HL,-15.95,-5.716667,121,818,4255,,,,
SI_002,46.606111,16.2375,62.2,177,8367,,,,
SI_001,45.885789,13.912817,245.2,107,19484,,,,
SI_003,46.366667,14.116667,72,,7907,,,,
SI_004,46.271111,13.951944,333.7,585,5118,,,,
SI_005,45.9,14.383333,42.3,428,4547,,,,
SI_006,46.333333,13.55,367.3,,3074,,,,
SI,46,15,20273,,2062874,21273055398.301701,10690,0.766,75.00976
SI_007,45.997778,13.528611,72,123,5632,,,,
SI_008,45.898889,14.396389,91.2,296,12527,,,,
SI_010,46.653056,16.085278,38.8,196,3970,,,,
SI_009,45.9,15.583333,268.1,,24157,,,,
SI_012,46.25,14.5,78,390,7712,,,,
SI_011,46.233333,15.266667,94.9,,49602,,,,
SI_014,46.13333,13.98333,131.6,322,4577,,,,
SI_013,45.8,14.366667,241,,11625,,,,
SI_015,46.575556,16.289722,33.7,,3958,,,,
SI_016,46.466667,14.85,156,877,3281,,,,
SI_018,46.492258,15.8801,34.4,309,2617,,,,
SI_017,45.566667,15.2,339.7,174,14307,,,,
SI_019,45.6814,13.9678,147.8,501,4195,,,,
SI_020,45.85,14.7,94.9,,3838,,,,
SI_021,46.05,14.3,117.5,,7752,,,,
SI_022,46.091667,14.666667,33.3,302,6295,,,,
SI_024,46.433333,15.95,28.4,249,2894,,,,
SI_023,46.133333,14.6,72.3,,36429,,,,
SI_025,46.59,15.0228,105,367,8849,,,,
SI_026,46.516667,15.766667,40,229,6955,,,,
SI_027,46.083333,14.05,153.3,,7560,,,,
SI_028,46.414722,16.013889,61.2,,4097,,,,
SI_029,46.675833,15.992222,75,265,8401,,,,
SI_031,46.8,16.216667,66.8,343,1992,,,,
SI_032,45.955125,14.672867,133.8,326,21265,,,,
SI_033,46.825,16.298056,58.2,289,1383,,,,
SI_030,46.296122,14.805172,90.1,544,2506,,,,
SI_034,46.133333,15.1,58.6,,9140,,,,
SI_036,46.00132,14.02211,293.7,326,11797,,,,
SI_037,45.960278,14.528889,98.8,274,7577,,,,
SI_038,45.566667,14.233333,480,,13290,,,,
SI_039,45.937386,14.802939,227,311,16880,,,,
SI_035,45.583333,13.983333,192.2,497,4534,,,,
SI_040,45.5366,13.6602,28.6,29,16367,,,,
SI_042,46.485278,15.973889,36.3,261,2367,,,,
SI_041,46.433333,14.05,75.8,1121,21168,,,,
SI_044,46.08583,13.63472,146.5,246,5304,,,,
SI_043,46.225,14.616667,266,702,29847,,,,
SI_045,46.403611,15.791111,71.5,229,6497,,,,
SI_046,46.246389,13.578611,192.7,601,4078,,,,
SI_048,45.639722,14.861389,563.7,,15688,,,,
SI_047,46.683333,16.4,19.7,385,545,,,,
SI_050,45.548,13.7301,303.2,,51828,,,,
SI_049,45.8168,13.7455,102.7,293,3546,,,,
SI_051,46.1,15.516667,89.7,276,3053,,,,
SI_052,46.23887,14.35561,148,386,51225,,,,
SI_056,46.833333,16.083333,22.9,218,1574,,,,
SI_053,46.483333,13.783333,256.3,809,5206,,,,
SI_055,46.638889,15.614167,49,272,4734,,,,
SI_054,45.95,15.483333,344.9,163,26117,,,,
SI_057,46.15,15.233333,197.5,228,13156,,,,
SI_058,46.574167,15.832222,62,289,8443,,,,
SI_059,46.5644,16.4532,123,160,10464,,,,
SI_060,46.066667,14.816667,221,238,15429,,,,
SI_061,46.0544,14.5087,275,299,294113,,,,
SI_062,46.356111,14.746667,78.9,423,2547,,,,
SI_063,46.519722,16.196111,107.2,241,11265,,,,
SI_064,45.916667,14.233333,173.1,480,14232,,,,
SI_065,45.712222,14.428333,166.8,588,3797,,,,
SI_066,45.7,14.583333,134.5,773,1810,,,,
SI_067,46.356111,14.746667,109.5,593,1452,,,,
SI_068,46.166667,14.7,74.9,657,5882,,,,
SI_069,46.351667,15.733611,72.8,,4067,,,,
SI_070,46.557386,15.646097,147.5,,112095,,,,
SI_071,46.133333,14.433333,77.6,313,16651,,,,
SI_073,45.6474,15.3177,108.9,,8397,,,,
SI_072,46.166667,14.566667,22.5,315,8150,,,,
SI_074,46.520581,14.853647,26.4,,3559,,,,
SI_075,45.85,13.633333,62.8,44,4976,,,,
SI_076,46.444444,15.194722,112.2,758,4561,,,,
SI_078,46.685106,16.218958,144.5,287,5853,,,,
SI_077,46.133333,14.75,61.4,165,5435,,,,
SI_080,46.658,16.1651,64.4,172,18742,,,,
SI_079,46.333333,14.966667,83.6,340,4133,,,,
SI_081,46.608889,15.165833,38.8,366,3407,,,,
SI_082,46.269722,14.315278,28.3,399,5402,,,,
SI_083,46.19,14.57,43.4,386,2608,,,,
SI_084,45.9548,13.6492,309,685,31932,,,,
SI_085,45.8,15.166667,298.5,234,37280,,,,
SI_086,46.5847,16.2762,6.9,173,1621,,,,
SI_087,46.416667,16.15,,252,11968,,,,
SI_088,45.528889,14.698056,36.2,261,366,,,,
SI_090,45.5283,13.5682,44.6,,17692,,,,
SI_089,46.609722,15.671389,75.8,266,7360,,,,
SI_091,45.6833,14.2,223.3,577,6176,,,,
SI_093,46.583333,15.333333,103.9,,2344,,,,
SI_092,46.15,15.6,60.6,,3434,,,,
SI_095,46.3,14.416667,87,1281,3697,,,,
SI_094,45.783333,14.216667,269.9,520,16363,,,,
SI_096,46.418611,15.871389,25.649,232,23957,,,,
SI_097,46.7052,16.1587,107.7,264,5892,,,,
SI_098,46.456111,15.629167,51.2,,7433,,,,
SI_099,46.066667,15.183333,52,295,4169,,,,
SI_100,46.647222,16.044167,34.1,208,5107,,,,
SI_103,46.5437,14.9809,63.4,555,11315,,,,
SI_102,46.35,14.166667,118.7,481,19053,,,,
SI_104,45.74,14.730833,153.6,496,9513,,,,
SI_101,46.616667,15.233333,93.9,370,6183,,,,
SI_105,46.8,16.033333,40.1,281,3070,,,,
SI_106,46.231389,15.637778,71.5,228,11129,,,,
SI_107,46.216667,15.7,39.6,382,3094,,,,
SI_109,45.654444,15.178333,146.7,,3838,,,,
SI_108,46.538333,15.515278,60.8,,7038,,,,
SI_111,45.7,13.866667,217.4,,13524,,,,
SI_110,46,15.3,272.17,,17586,,,,
SI_113,46.4,15.566667,260.1,,25690,,,,
SI_114,46.33722,15.42444,97.8,,14993,,,,
SI_112,46.516667,15.083333,173.7,478,16599,,,,
SI_115,46.466389,15.7675,34,183,4011,,,,
SI_117,46.25,14.416667,43.2,402,8756,,,,
SI_116,46.569112,16.021655,,218,,,,,
SI_120,46.216667,15.4,222.3,,19186,,,,
SI_118,46.680556,15.653056,65,292,8391,,,,
SI_119,45.833333,15.333333,96,227,7157,,,,
SI_121,45.9167,15.3,60.4,267,3328,,,,
SI_122,46.166667,14.3,145,,23216,,,,
SI_123,45.983333,14.583333,43.3,290,11419,,,,
SI_124,46.228072,15.518178,107.7,234,10278,,,,
SI_126,46.377222,15.045556,95.6,357,8735,,,,
SI_125,46.333333,15.033333,18.2,313,3271,,,,
SI_127,46.216667,15.316667,28.1,263,4576,,,,
SI_128,46.200833,13.818889,381.5,194,11031,,,,
SI_129,46.15,15.05,58,310,16037,,,,
SI_130,45.908333,15.006667,195,289,13018,,,,
SI_132,46.627778,16.320278,23.8,169,3170,,,,
SI_131,46.366667,14.316667,155.4,515,14884,,,,
SI_134,45.833333,14.633333,103.2,,4383,,,,
SI_133,46.3621,15.1105,83.5,400,33506,,,,
SI_135,46.366667,15.9,80.2,217,5587,,,,
SI_136,45.846389,13.959444,107.4,697,5634,,,,
SI_138,46.183333,14.483333,6,339,,,,,
SI_139,46.3,15.3,75.3,349,8846,,,,
SI_137,46.381625,15.295693,59.4,449,,,,,
SI_140,45.966667,14.3,126.3,,17452,,,,
SI_142,46.133333,15,147.1,518,16453,,,,
SI_146,46.216667,14.15,164,450,6699,,,,
SI_143,46.383333,16.05,19.3,240,1533,,,,
SI_147,46.05,14.1,49,493,4915,,,,
SI_144,46.375031,15.385369,67,396,6505,,,,
SI_141,46.6,15.166667,50.1,338,2648,,,,
SI_148,46.605278,15.891667,24.1,287,2584,,,,
SI_150,45.783333,14.483333,75.1,720,1567,,,,
SI_149,46.058889,15.664167,31.1,230,1333,,,,
SI_151,46.285,15.0397,54.9,303,5584,,,,
SI_152,46.716667,16.016667,30.6,215,1724,,,,
SI_153,46.566667,15.95,23,300,2080,,,,
SI_154,46.136944,15.394444,17.5,600,965,,,,
SI_156,46.65,16.35,31.1,172,1287,,,,
SI_157,45.754444,15.058333,110.2,179,3525,,,,
SI_155,46.333333,15.233333,31.7,378,2240,,,,
SI_158,46.800833,16.091667,37.4,270,2063,,,,
SI_159,46.416667,15.85,21.6,237,3850,,,,
SI_161,46.8233,16.3342,18.1,209,358,,,,
SI_160,46.483333,15.666667,53.7,,11848,,,,
SI_162,46.022,14.295958,32.5,339,3032,,,,
SI_163,46.392778,14.4975,68.8,900,635,,,,
SI_164,46.2,14.541667,24,347,6345,,,,
SI_165,45.508844,14.910008,56.09,385,643,,,,
SI_166,46.55,16.133333,46.2,,3545,,,,
SI_168,46.395406,15.931333,29.8,221,4000,,,,
SI_167,46.540556,15.393056,84.4,786,2974,,,,
SI_169,46.505833,15.697222,12.5,,6828,,,,
SI_170,45.857975,15.087558,48,231,2987,,,,
SI_171,46.379939,15.448644,33.2,379,4130,,,,
SI_172,46.333333,15.883333,46,240,1790,,,,
SI_173,46.283333,15.066667,34,367,6224,,,,
SI_174,46.233333,15.091667,41,374,4514,,,,
SI_176,46.516667,16.283333,9.8,169,1269,,,,
SI_175,46.55,14.983333,58.1,411,6812,,,,
SI_177,46.537222,15.273333,59.3,715,1125,,,,
SI_179,45.761389,14.636111,49.5,689,2191,,,,
SI_180,46.419444,14.693611,102.8,1408,517,,,,
SI_181,46.6497,15.8453,0.7,349,,,,,
SI_182,46.516667,15.966667,17.6,293,1187,,,,
SI_178,46.55,15.5,64.5,314,4479,,,,
SI_184,46.233333,15.017222,34.8,,,,,,
SI_183,45.916667,13.65,15,71,6243,,,,
SI_186,46.125,14.55,,307,3923,,,,
SI_185,46.516667,15.9,22.9,240,1350,,,,
SI_187,46.566667,16.35,18.7,169,1412,,,,
SI_188,46.581756,16.162325,12,,1290,,,,
SI_189,46.25,14.95,53.3,424,2620,,,,
SI_190,46.250833,15.163889,117.1,253,21425,,,,
SI_191,46.266667,15.8,38,323,1297,,,,
SI_193,45.816667,14.933333,164.3,232,4648,,,,
SI_192,46.4,14.133333,42.6,90,4384,,,,
SI_194,46.05,14.85,94.9,337,5629,,,,
SI_195,46.699167,15.908611,53.5,,3532,,,,
SI_196,46.35,16,32.07,,2362,,,,
SI_197,45.85,15.416667,58.3,155,2445,,,,
SI_198,46.316667,15.666667,36.9,260,2025,,,,
SI_199,45.933333,15.133333,71,255,3080,,,,
SI_200,46.316667,15.583333,37.5,266,4459,,,,
SI_201,45.883333,13.666667,29.5,51,4366,,,,
SI_202,46.3961,16.2703,32.7,198,1951,,,,
SI_203,45.786361,15.074456,28.5,201,3912,,,,
SI_205,46.483333,16.079444,38.09,295,1998,,,,
SI_204,46.575556,15.876944,26,287,2083,,,,
SI_206,45.862222,15.221389,,,3400,,,,
SI_207,46.391464,13.97255,116,597,2751,,,,
SI_208,46.011389,14.375,11,308,3654,,,,
SI_209,46.324832,14.9201,30.1,456,2333,,,,
SI_210,46.600833,15.784167,34,240,2083,,,,
SI_211,45.975,15.091667,49,280,2978,,,,
SI_212,45.950278,15.060833,,,2622,,,,
SI_213,45.579,13.7362,8,,3215,,,,
SJ,78.635166,21.993908,,,,,,,
SK_BC,48.729722,19.149167,9453.87,388,649788,,,,
SK_BL,48.143889,17.109722,2053,559,650838,,,,
SK_KI,48.716111,21.863056,6753.26,,799217,,,,
SK_NI,48.306944,18.086389,6343.94,,678692,,,,
SK_PV,49.001667,21.239444,8973.69,428,822946,,,,
SK,49,20,49035,,5426252,12694544692.7374,2395,0.738,72.90244
SK_TA,48.3775,17.588333,4145,767,562372,,,,
SK_TC,48.894167,18.040556,4501.9,,594328,,,,
SK_ZI,49.222778,18.739444,6808.58,,691023,,,,
SL_E,8.25,-11,15553,,,,,,
SL_N,9.25,-11.75,35936,,,,,,
SL_S,8,-12.25,19694,,,,,,
SL_W,8.333333,-13,,,,,,,
SM_01,43.95,12.416667,4.86,237,2137,,,,
SL,8.5,-11.916667,71740,,2160111,322009471.56704,140,0.268,37.822
SM_03,43.947778,12.468889,6.62,357,3319,,,,
SM_02,43.904467,12.42085,5.46,450,1097,,,,
SM_04,43.925556,12.498333,7.75,362,1164,,,,
SM,43.933333,12.466667,61.2,,15393,1215640315.36331,44864,,85.41707
SM_05,43.910556,12.455556,6.57,490,2526,,,,
SM_06,43.947222,12.449722,9.01,525,6631,,,,
SM_07,43.932011,12.44845,7.09,749,4128,,,,
SM_08,43.908889,12.484444,3.31,340,910,,,,
SM_09,43.975556,12.478333,10.53,148,10591,,,,
SN_DB,14.75,-16.25,4789,,1497453,,,,
SN_FK,14.366667,-16.133333,6685,,714389,,,,
SN_DK,14.75,-17.333333,550,,3137196,,,,
SN_KA,14.116667,-15.7,11181,,566992,,,,
SN_KD,13.083333,-14.816667,13721,,662455,,,,
SN_KE,12.55,-12.183333,16896,,151357,,,,
SN_KL,14,-16,5357,,960875,,,,
SN_LG,15.266667,-15.516667,24847,,874193,,,,
SN_MT,15.1,-13.633333,29616,,562539,,,,
SN,14.366667,-14.283333,196722,,3177737,792824707.345294,312,0.325,57.533
SN_SE,12.7,-15.55,7350,,452994,,,,
SN_SL,16.216667,-14.8,19034,,908941,,,,
SN_TC,13.3,-12.816667,42706,,681310,,,,
SN_TH,14.766667,-16.9,6601,,1788864,,,,
SN_ZG,12.783333,-16.216667,7339,,549151,,,,
SO_AW,10.800833,43.351944,21374,,983263,,,,
SO_BK,4.346389,43.549722,,,,,,,
SO_BN,2.049722,45.262222,370,,1650227,,,,
SO_BY,3.074444,43.835278,,,,,,,
SO_BR,10.833333,50.183333,70088,,,,,,
SO,6,47,637657,,2756380,6486974549.28725,493,,50.389
SO_GA,5.336944,46.620278,,,,,,,
SO_GE,2.438056,41.484167,85389,,,,,,
SO_HI,4.783333,45.45,90000,,,,,,
SO_JD,0.983333,42.65,,,,,,,
SO_JH,0.433333,41.6,42876,,643,,,,
SO_MU,6.113056,47.988056,,,,,,,
SO_NU,8.35,48.716667,26180,,,,,,
SO_SA,10.779167,48.185833,53374,,,,,,
SO_SD,2.816667,46.1,22.663,,514900,,,,
SO_SH,1.768333,44.39,25285,,,,,,
SO_SO,8.396111,47.691389,,,,,,,
SO_TO,8.613333,46.252222,,,,,,,
SO_WO,9.329722,44.4175,28836,,1242003,,,,
SR_BR,4.7725,-55.129444,7364,,8340,,,,
SR_CM,5.869722,-54.919722,2353,,,,,,
SR_MA,5.770556,-54.324722,4627,,,,,,
SR_CR,5.763611,-56.277778,3902,,,,,,
SR_NI,5.767222,-56.870278,5353,,,,,,
SR_PM,5.823611,-55.169722,182,,242946,,,,
SR_PR,5.433611,-55.337222,5393,,,,,,
SR,4,-56,163270,,290137,93850000,343,0.692,67.798
SR_SA,5.7825,-55.624722,3636,,,,,,
SR_WA,5.796667,-55.263889,443,,,,,,
SR_SI,3.776944,-56.027778,130567,,,,,,
SS_BN,8.733333,26.9,33558,,720898,,,,
SS_EC,4.346389,31.201111,22.956,,1103592,,,,
SS_BW,7.883333,25.866667,93.9,,333431,,,,
SS_EE,4.75,33.183333,82542,,906126,,,,
SS_EW,5.316667,28.4,79.319,,619029,,,,
SS,7,30,619745.304981,,12340000,17273335563.7337,1653,0.47,48.825
SS_JG,7.4,32.066667,122479,,1358602,,,,
SS_LK,6.766667,28.883333,40.235,,695730,,,,
SS_NU,9.533333,32.666667,77773,,964353,,,,
SS_UY,9,29.7,35956,,585801,,,,
SS_WR,8.38806,28.25111,31027,,972928,,,,
ST_P,1.61667,7.4,142,948,,,,,
ST_S,0.233333,6.6,855,2024,185000,,,,
SV_AH,13.867,-89.892,1239.6,969,319503,,,,
SV_CA,13.897,-88.709,1103.5,329,214150,,,,
SV_CH,14.173,-89.076,2016.6,,274878,,,,
SV_CU,13.838,-89.031,756.19,588,216446,,,,
ST,0.316667,6.6,1001,,64255,71630592.223403,505,0.452,63.181
SV_MO,13.775,-88.098,1447.4,369,251447,,,,
SV_LI,13.775,-89.359,1652.9,493,842624,,,,
SV_SA,14.09,-89.511,2023.2,763,523655,,,,
SV_PA,13.484,-88.959,1227.6,,288022,,,,
SV_SM,13.522,-88.234,2077.1,336,546022,,,,
SV_SO,13.703,-89.693,1225.8,,518522,,,,
SV_SS,13.731,-89.161,886.2,460,2266387,,,,
SV,13.668889,-88.866111,20742,,2772970,877720000,274,0.488,68.541
SV_SV,13.526,-88.752,1184,161,230205,,,,
SV_UN,13.542,-87.88,2074.3,,372271,,,,
SV_US,13.376,-88.52,2130.4,958,464883,,,,
SY_DI,33.513,36.292,,,1754000,,,,
SX,18.031944,-63.067778,34,,37132,,,,74.5439
SY_DR,32.86,36.21,3730,,1027000,,,,
SY_DY,35.15,40.27,33060,,1239000,,,,
SY_HI,34.35,38.31,42223,,1803000,,,,
SY_HA,36.51,40.89,23334,,1512000,,,,
SY_HL,36.24,37.6,18482,,4868000,,,,
SY,35.216667,38.583333,185180,,4592777,60200000000,187,0.516,72.882
SY_HM,35.23,37.16,8883,,1628000,,,,
SY_ID,35.78,36.69,6097,,1501000,,,,
SY_RA,36,38.9,19616,,944000,,,,
SY_LA,35.58,36.02,2297,,1008000,,,,
SY_QU,33.12,35.94,1200,,90000,,,,
SY_RD,33.45,37.03,18032,,2836000,,,,
SY_TA,34.96,36.07,1892,,797000,,,,
SZ_HH,-26,31.5,3569,,,,,,
SZ_LU,-26.416667,31.75,5945,,,,,,
SY_SU,32.8,36.8,5550,,370000,,,,
SZ_MA,-26.25,31.5,4070,,,,,,
SZ_SH,-27,31.666667,3786,,,,,,
TC,21.75,-71.583333,417,,5724,,,,
SZ,-26.483333,31.433333,17364,,349233,35076158.47683,100,0.473,49.968
TG_C,8.6,1.1,13317,,,,,,
TF,-49.25,69.167,7829,,196,,,,
TD,15.466667,19.4,1284000,,3002596,313582727.638056,104,0.332,47.59
TG_M,6.5,1.3,6395,,,,,,
TG_K,9.6,0.9,11629,,,,,,
TG_P,7.5,1.1,16975,,,,,,
TG_S,10.5,0.5,8470,,,,,,
TG,8.25,1.183333,56785,,1580513,2376000800000,76,0.403,53.544
TH_10,13.75,100.516667,1568.737,2,8280925,,,,
TH_11,13.599444,100.596667,1004.092,,1828694,,,,
TH_12,13.8625,100.514444,622.303,,1334083,,,,
TH_13,14.020833,100.524722,1525.856,,1327147,,,,
TH_14,14.349444,100.559444,2556.64,,870671,,,,
TH_15,14.588889,100.454722,968.372,,254292,,,,
TH,14,101,513119.5,,30362310,2760747471.88624,100,0.502,70.462
TH_16,14.800556,100.651389,6199.753,,769925,,,,
TH_17,14.893056,100.411667,822.478,,199982,,,,
TH_18,15.185,100.124722,2496.746,,305587,,,,
TH_19,14.528333,100.909722,3576.486,,717052,,,,
TH_20,13.362222,100.983333,4363,,1555358,,,,
TH_21,12.675556,101.278333,3551.9,,821072,,,,
TH_22,12.610278,102.102778,6338,,485611,,,,
TH_23,12.4,102.516389,2819,,247876,,,,
TH_24,13.6875,101.070278,5351,,715603,,,,
TH_26,14.212222,101.201667,2122,,246867,,,,
TH_25,14.047778,101.3725,4762.362,,546996,,,,
TH_27,13.796944,102.137222,7195,,555961,,,,
TH_30,14.972222,102.1,20493.964,,2525987,,,,
TH_31,14.994167,103.102222,10322.885,,1274912,,,,
TH_32,14.88,103.49,8124.056,,1122900,,,,
TH_34,15.229444,104.851111,15744.85,,1746793,,,,
TH_33,15.12,104.321667,8839.976,,1055979,,,,
TH_35,15.802222,104.139722,4161.664,,487976,,,,
TH_36,15.807778,102.033056,12778.287,,963907,,,,
TH_37,15.901389,104.622778,3161.248,,359360,,,,
TH_38,18.366889,103.655111,4305,,362754,,,,
TH_40,16.444722,102.833611,10885.991,,1741969,,,,
TH_39,17.166667,102.383333,3859.086,,485974,,,,
TH_41,17.429408,102.989614,11730.302,,1288365,,,,
TH_42,17.486667,101.719444,11424.612,,546031,,,,
TH_43,17.868056,102.744444,3027,,458772,,,,
TH_44,16.184722,103.300556,5291.683,,827639,,,,
TH_45,16.053333,103.6525,8299.449,150,1084988,,,,
TH_46,16.4325,103.506944,6946.746,,824534,,,,
