wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-19,,9,16,,,9,16,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,103,103,141,,,44,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-20,,5,11,,,14,27,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,44,147,198,,,60,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-21,,1,6,,,15,33,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,51,198,216,,,62,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-22,,4,6,,,19,39,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,28,226,259,,,71,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-23,,4,12,,,23,51,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,73,299,328,,,81,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-24,,10,17,,,33,68,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,86,385,385,,,97,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-25,,9,9,,,42,77,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,84,469,457,,,98,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-26,,21,20,,,63,97,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,119,588,536,,,117,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-27,,14,25,,,77,122,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,160,748,671,,,130,,,
Q12761,,FR,France,IDF,Île-de-France,93,Seine-Saint-Denis,FR,FRA,2,2020-03-28,,18,62,,,95,184,,,,,,,,,,,7389,48.9,2.4833333,,236,,,,,,,,,,10070,40413,49968,52078,52597,53295,51203,51973,53219,51173,58492,57807,57513,54836,52695,47130,31801,68447,10556,42335,52146,53938,53692,51069,47371,48241,51261,50872,56127,54552,53209,48880,46051,40876,24237,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004,99,847,671,,,142,,,
