date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
2020-05-28,CA,3,3,2,4,0,1,2,4,2,1,0,0,2,3,1,0,0,70.83
2020-05-28,CD,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,80.56
2020-05-28,CH,2,2,2,4,0,1,1,3,2,1,0,0,2,2,1,0,0,65.74
2020-05-28,CI,0,2,2,2,1,1,2,4,0,1,0,0,2,2,1,0,0,59.26
2020-05-28,CL,3,3,2,4,2,3,2,3,1,1,0,0,2,2,2,0,0,86.57
2020-05-28,CM,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,63.89
2020-05-28,CN,3,3,2,4,2,3,2,3,1,0,349799047415,0,2,3,2,0,0,81.94
2020-05-28,CO,3,2,2,4,1,2,2,4,1,2,0,0,2,2,2,0,0,87.04
2020-05-28,CR,3,2,1,3,0,1,2,4,1,1,0,0,2,1,1,0,0,69.44
2020-05-28,CU,3,3,2,4,2,3,2,4,0,2,0,0,2,1,2,0,0,100
2020-05-28,CY,2,2,2,3,2,1,2,4,2,2,0,0,2,3,2,0,0,82.41
2020-05-28,CZ,2,2,1,2,0,1,0,1,2,2,0,0,2,2,2,0,0,43.52
2020-05-28,DE,2,2,2,3,0,0,0,3,2,1,0,0,2,3,1,0,0,50
2020-05-28,DK,2,2,1,3,1,1,1,3,2,2,0,0,2,3,2,0,0,62.96
2020-05-28,DM,3,0,2,4,0,1,2,4,1,2,0,0,2,3,2,0,0,70.37
2020-05-28,DO,3,2,2,3,1,2,2,4,1,0,0,0,2,2,1,0,0,84.26
2020-05-28,DZ,,,,,,,,,1,1,,0,,,,,,
2020-05-28,EC,3,3,2,3,2,2,2,4,1,2,0,0,2,3,1,0,0,86.11
2020-05-28,EE,1,,,,,,,,,,,,,,,,,
2020-05-28,EG,,,,,,,,,0,1,0,0,,,,,,
2020-05-28,ES,3,2,2,4,1,2,2,4,2,2,0,0,2,2,1,0,0,81.02
2020-05-28,FI,2,2,2,3,1,1,1,3,1,0,0,0,2,1,1,0,0,65.74
2020-05-28,GA,3,2,2,4,1,3,2,4,0,2,0,0,1,3,2,0,0,82.41
2020-05-28,GL,,,,,,,,4,,,,,,,,,,
2020-05-28,GR,2,1,2,3,1,2,2,3,1,1,0,0,2,2,0,0,0,68.52
2020-05-28,GT,3,3,2,4,2,2,2,4,1,2,0,0,2,2,2,0,0,96.3
2020-05-28,GU,3,3,2,4,,1,,3,,,,,,,,,,
2020-05-28,HN,3,3,2,4,2,3,2,4,2,2,0,0,2,1,1,0,0,100
2020-05-28,HR,,,,,,,,,,,,,,3,,,,
2020-05-28,HT,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29.63
2020-05-28,HU,,,,,,,,,1,,,,,,,,,
2020-05-28,ID,3,2,2,4,0,2,1,4,0,0,43000000000,0,2,1,2,0,,68.06
2020-05-28,IE,,,,,,,1,,,,,,,,,,,
2020-05-28,IN,3,2,2,4,2,2,2,3,,2,,,2,3,2,0,0,79.17
2020-05-28,IT,3,1,2,4,0,1,2,3,1,1,0,0,2,2,2,0,0,71.3
2020-05-28,JM,,2,,,,,2,4,1,,,,,,,,,
2020-05-28,JO,3,2,2,4,0,1,2,4,1,1,0,0,2,2,1,0,0,77.78
2020-05-28,JP,,,,,,,,,,2,,,,,,,,
2020-05-28,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-05-28,KG,3,,,,2,,,,,,,,,,,,,
2020-05-28,KR,2,2,1,0,0,0,0,3,1,1,0,0,2,3,2,0,0,39.81
2020-05-28,LA,2,2,2,3,2,0,2,4,1,0,0,0,2,1,2,0,0,74.07
2020-05-28,LB,3,2,2,4,1,1,1,4,0,1,0,0,2,1,1,0,0,77.78
2020-05-28,LR,3,,,,,2,2,,,,,,,,,,,
2020-05-28,LS,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,62.04
2020-05-28,LT,2,2,2,4,1,1,1,3,,,,,2,,,,,71.3
2020-05-28,LY,,,,,,,,,,,,,,,,0,,
2020-05-28,MA,3,3,2,3,2,2,2,4,1,2,0,0,2,2,2,0,0,93.52
2020-05-28,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-05-28,MG,1,2,2,3,1,2,2,4,1,0,0,0,2,1,1,0,0,62.96
2020-05-28,MN,3,2,2,4,0,0,0,4,0,2,0,0,2,1,2,0,0,62.96
2020-05-28,MR,3,1,2,4,0,2,2,4,1,1,0,0,2,1,2,0,0,77.78
2020-05-28,MU,3,2,2,3,1,2,1,4,0,1,0,0,2,1,2,0,0,78.7
2020-05-28,MW,,1,,,,,,,,,,,,,,,,
2020-05-28,MX,3,3,2,3,1,2,2,3,0,0,0,0,2,1,1,0,0,82.41
2020-05-28,MY,3,2,2,3,0,1,2,4,1,2,0,0,2,3,2,0,0,75
2020-05-28,MZ,3,0,2,3,1,1,0,2,,,,,,,,,,45.37
2020-05-28,NE,3,0,0,0,0,0,0,4,0,1,0,0,2,1,1,0,0,33.33
2020-05-28,NL,2,2,2,3,1,1,1,3,2,1,99045436,0,2,1,1,0,0,68.52
2020-05-28,NP,3,2,2,4,2,2,2,4,1,2,0,0,2,1,2,0,0,92.59
2020-05-28,NZ,,,,,,,,,,,,,2,2,2,0,0,
2020-05-28,PG,0,2,2,4,0,1,0,2,0,0,0,0,2,2,2,0,0,46.76
2020-05-28,PK,3,2,2,4,1,1,2,3,1,2,0,0,2,2,1,0,0,72.22
2020-05-28,PL,2,2,2,4,1,1,2,4,1,1,0,0,2,1,0,0,0,79.63
2020-05-28,PS,3,2,2,4,2,2,2,4,0,2,0,0,2,1,1,0,0,83.33
2020-05-28,PT,,2,,,,,,,1,,,,,,,,,
2020-05-28,PY,3,2,2,4,1,2,1,4,1,2,0,0,2,2,1,0,0,81.48
2020-05-28,QA,,,,,,1,,4,,,,,,3,,,,
2020-05-28,RO,3,2,2,4,0,1,1,4,2,2,0,0,2,3,1,0,0,72.22
2020-05-28,RS,2,2,2,3,0,1,0,0,1,1,0,0,2,1,2,0,0,49.07
2020-05-28,RW,3,2,2,3,1,1,1,4,0,1,0,0,2,3,2,0,0,75
2020-05-28,SB,,,,,,0,1,,,,,,2,0,,,,
2020-05-28,SD,3,2,2,3,2,2,2,4,1,1,0,0,2,2,1,0,0,85.19
2020-05-28,SE,1,1,0,3,0,0,1,3,2,1,0,0,2,1,1,0,0,40.74
2020-05-28,SI,,,,,,,,,1,,,,2,2,2,0,0,
2020-05-28,SK,3,2,2,3,1,1,1,4,2,2,0,0,2,1,2,0,0,73.15
2020-05-28,SL,3,0,2,3,1,1,2,4,0,0,0,0,2,2,2,0,0,73.15
2020-05-28,SM,3,2,2,,0,1,1,2,1,1,0,0,2,3,2,0,0,55.56
2020-05-28,SN,,,,,,3,,,,2,,,,,,,,
2020-05-28,SO,3,1,2,3,0,1,0,4,0,0,0,0,2,1,0,0,0,60.19
2020-05-28,SR,3,0,1,3,2,2,2,4,0,0,0,0,2,1,1,0,0,74.07
2020-05-28,SS,3,2,2,2,0,2,2,2,0,0,0,0,2,2,2,0,0,70.37
2020-05-28,SZ,3,0,2,3,2,2,2,4,0,0,0,0,2,3,1,0,0,82.41
2020-05-28,TH,3,2,2,3,1,1,1,3,2,2,0,0,2,2,2,0,0,69.44
2020-05-28,TJ,2,2,2,0,0,1,0,4,0,1,1200000,0,2,1,1,0,0,48.15
2020-05-28,TL,,0,,,,,,4,,,,0,2,,2,,0,
2020-05-28,TM,0,0,0,0,0,0,2,3,0,0,0,0,2,1,0,0,0,27.78
2020-05-28,TN,2,2,2,4,1,1,2,3,1,2,0,0,2,1,2,0,0,76.85
2020-05-28,TT,3,2,2,4,1,2,2,4,2,1,0,0,2,1,2,0,0,87.04
2020-05-28,UA,2,2,2,4,2,1,2,4,1,1,0,0,2,1,1,0,0,79.63
2020-05-28,UG,3,2,2,4,2,1,2,3,0,2,0,0,2,1,1,0,0,80.56
2020-05-28,UZ,3,2,2,4,2,2,2,4,0,2,0,0,2,1,2,0,0,86.11
2020-05-28,VE,3,3,2,4,0,2,2,4,0,2,0,0,2,3,0,0,0,85.19
2020-05-28,XK,3,2,2,4,1,2,2,4,1,2,0,0,2,1,1,0,0,87.04
2020-05-28,YE,3,0,2,0,0,1,2,4,0,0,0,0,1,0,0,0,0,50.93
2020-05-28,ZA,3,2,2,3,1,2,2,4,1,0,0,0,2,3,2,0,0,84.26
2020-05-28,ZM,3,2,0,3,0,0,0,2,0,1,0,0,2,1,2,0,0,43.52
2020-05-28,ZW,3,3,2,3,1,2,2,4,1,0,0,0,2,1,1,0,0,87.96
2020-05-29,AD,3,2,1,0,1,1,0,2,2,2,0,0,2,3,1,0,0,50
2020-05-29,AE,3,2,2,4,1,0,1,4,0,2,0,0,2,3,2,0,0,72.22
2020-05-29,AR,,,,,,,,4,,2,,0,,,,,,
2020-05-29,AT,,,,,,,,3,2,,0,,,,,,,
2020-05-29,AW,0,2,0,0,0,1,2,3,2,0,0,0,2,1,1,0,0,41.67
2020-05-29,AZ,,,,,,,,4,2,,,,,,,,,
2020-05-29,BB,,,,,,2,,,,,,,,,,,,
2020-05-29,BD,3,3,2,4,2,2,2,3,2,2,0,0,2,2,1,0,0,93.52
2020-05-29,BE,2,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,75
2020-05-29,BF,3,0,2,3,0,2,0,4,0,0,0,0,2,1,1,0,0,60.19
2020-05-29,BG,2,1,2,4,0,1,0,3,2,2,0,0,2,1,2,0,0,56.48
2020-05-29,BH,3,2,2,4,1,2,1,4,2,2,0,0,2,2,2,0,0,81.48
2020-05-29,BN,3,0,1,3,0,0,1,4,1,0,0,0,2,2,1,0,0,52.78
2020-05-29,BO,3,,2,,,,,,,1,,,,,,,,
2020-05-29,BR,3,3,2,4,2,2,2,4,1,1,0,0,2,2,0,0,0,81.02
2020-05-29,CA,3,3,2,4,0,1,2,4,2,1,0,0,2,3,1,206400000,0,70.83
2020-05-29,CH,2,2,2,4,0,1,1,3,2,1,0,0,2,2,1,0,0,65.74
2020-05-29,CI,0,2,2,2,1,1,2,4,0,1,0,0,2,2,1,0,0,59.26
2020-05-29,CL,3,3,2,4,2,3,2,3,1,1,0,0,2,2,2,0,0,86.57
2020-05-29,CM,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,63.89
2020-05-29,CN,3,3,2,4,2,3,2,3,1,0,0,0,2,3,2,0,0,81.94
2020-05-29,CR,3,2,1,3,0,1,2,4,1,1,0,0,2,1,1,0,0,69.44
2020-05-29,CY,2,2,2,3,2,1,2,4,2,2,0,0,2,3,2,0,0,82.41
2020-05-29,CZ,2,,1,2,0,1,0,1,,,,,,,,,,
2020-05-29,DK,2,2,1,3,1,1,1,3,2,2,3219069854,0,2,3,2,0,0,62.96
2020-05-29,DO,3,2,2,3,1,2,2,4,1,0,0,0,2,2,1,0,0,84.26
2020-05-29,EE,1,,,,,,,,,,,,,,,,,
2020-05-29,EG,,,,,,,,,0,1,0,0,,,,,,
2020-05-29,ES,3,2,2,4,1,2,2,4,2,2,0,0,2,2,1,0,0,81.02
2020-05-29,FI,2,2,2,3,1,1,1,3,1,0,0,0,2,1,1,0,0,65.74
2020-05-29,GA,3,2,2,4,1,3,2,4,0,2,0,0,1,3,2,0,0,82.41
2020-05-29,GL,,,,,,,,4,,,,,,,,,,
2020-05-29,GR,2,1,2,3,1,2,2,3,1,1,0,0,2,2,0,0,0,68.52
2020-05-29,GU,3,3,2,4,,1,,3,,,,,,,,,,
2020-05-29,HN,3,3,2,4,,,,,,,,,,,,,,
2020-05-29,HT,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29.63
2020-05-29,IN,3,2,2,4,2,2,2,3,,2,,,2,3,2,0,0,79.17
2020-05-29,IT,3,1,2,4,0,1,2,3,1,1,0,0,2,2,2,0,0,71.3
2020-05-29,JM,,,,,,,2,,1,,,,,,,,,
2020-05-29,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-05-29,KG,3,,,,2,,,,,,,,,,,,,
2020-05-29,KR,3,2,2,4,0,1,1,3,1,1,0,0,2,3,2,0,0,56.94
2020-05-29,LA,2,2,2,3,2,0,2,4,1,0,0,0,2,1,2,0,0,74.07
2020-05-29,LR,3,,,,,2,2,,,,,,,,,,,
2020-05-29,LT,2,2,2,4,1,1,1,3,,,,,2,,,,,71.3
2020-05-29,LY,,,,,,,,,,,,,,,,0,,
2020-05-29,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-05-29,MG,,,,,,,,,1,0,,,,,,,,
2020-05-29,MN,3,2,2,4,0,0,0,4,0,2,0,0,2,1,2,0,0,62.96
2020-05-29,MU,3,2,2,3,1,2,1,4,0,1,0,0,2,1,2,0,0,78.7
2020-05-29,MW,,1,,,,,,,,,,,,,,,,
2020-05-29,MX,3,3,2,3,1,2,2,3,0,0,0,0,2,1,1,0,0,82.41
2020-05-29,MY,3,2,2,3,0,1,2,4,1,2,0,0,2,3,2,0,0,75
2020-05-29,MZ,3,0,2,3,0,1,0,4,,,,,,,,,,45.37
2020-05-29,NZ,,,,,,,,,,,,,2,2,2,0,0,
2020-05-29,PG,0,2,2,4,0,1,0,2,0,0,0,0,2,2,2,0,0,46.76
2020-05-29,PK,3,2,2,4,1,1,2,3,1,2,0,0,2,2,1,0,0,72.22
2020-05-29,PL,2,2,2,4,1,1,2,4,1,1,0,0,2,1,0,0,0,79.63
2020-05-29,PS,3,2,2,4,2,2,2,4,0,2,0,0,2,1,1,0,0,83.33
2020-05-29,PT,,2,,,,,,,1,,,,,,,,,
2020-05-29,PY,3,2,2,4,1,2,1,4,1,2,0,0,2,2,1,0,0,81.48
2020-05-29,RW,3,2,2,3,1,1,1,4,0,1,0,0,2,3,2,0,0,75
2020-05-29,SB,,,,,,0,1,,,,,,2,0,,,,
2020-05-29,SE,,,,,,,,3,,1,,,,,,,,
2020-05-29,SI,,,,,,,,,1,,,,2,2,2,0,0,
2020-05-29,SM,3,2,2,,0,1,1,2,1,1,0,0,2,3,2,0,0,55.56
2020-05-29,SN,,,,,,,,,,2,,,,,,,,
2020-05-29,SO,,1,,,,,,,,,,,,,,,,
2020-05-29,SR,3,0,1,3,2,2,2,4,0,0,0,0,2,1,1,0,0,74.07
2020-05-29,SS,,,,2,,,,,,,,,,,,,,
2020-05-29,SZ,3,0,2,3,2,2,2,4,0,0,0,0,2,3,1,0,0,82.41
2020-05-29,TH,3,2,2,3,,1,,,2,2,0,0,2,2,2,0,0,
2020-05-29,TJ,2,2,,,,,0,,0,1,,0,2,,,,,
2020-05-29,TL,,0,,,,,,,,,,0,2,,2,,0,
2020-05-29,TM,,0,,,,,,,,,,,2,,,,,
2020-05-29,TN,2,2,2,4,1,1,2,3,1,2,0,0,2,1,2,0,0,76.85
2020-05-29,TT,,,,,,,2,4,2,1,0,0,2,1,2,0,0,
2020-05-29,VE,3,3,2,4,0,2,2,4,0,2,0,0,2,3,0,0,0,85.19
2020-05-29,XK,3,2,2,4,1,2,2,4,1,2,0,0,2,1,1,0,0,87.04
2020-05-29,YE,3,0,2,0,0,1,2,4,0,0,0,0,1,0,0,0,0,50.93
2020-05-30,AD,3,2,1,0,1,1,0,2,2,2,0,0,2,3,1,0,0,50
2020-05-30,AE,3,2,2,4,1,0,1,4,0,2,0,0,2,3,2,0,0,72.22
2020-05-30,AR,,,,,,,,4,,2,,0,,,,,,
2020-05-30,AT,,,,,,,,3,2,,0,,,,,,,
2020-05-30,AW,0,2,0,0,0,1,2,3,2,0,0,0,2,1,1,0,0,41.67
2020-05-30,AZ,,,,,,,,4,2,,,,,,,,,
2020-05-30,BB,,,,,,2,,,,,,,,,,,,
2020-05-30,BD,3,3,2,4,2,2,2,3,2,2,0,0,,,,,,
2020-05-30,BE,2,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,75
2020-05-30,BF,3,0,2,3,0,2,0,4,0,0,0,0,2,1,1,0,0,60.19
2020-05-30,BG,2,1,1,4,0,1,0,3,2,2,0,0,2,1,2,0,0,50.93
2020-05-30,BH,3,2,2,4,1,2,1,4,2,2,0,0,2,2,2,0,0,81.48
2020-05-30,BN,3,0,1,3,0,0,1,4,1,0,0,0,2,2,1,0,0,52.78
2020-05-30,BO,3,,2,,,,,,,1,,,,,,,,
2020-05-30,BR,3,3,2,4,2,2,2,4,1,1,0,0,2,2,0,0,0,81.02
2020-05-30,CA,3,3,2,4,0,1,2,4,2,1,0,0,2,3,1,0,0,70.83
2020-05-30,CH,2,2,2,3,0,1,1,3,2,1,0,0,2,2,1,0,0,62.96
2020-05-30,CI,0,2,2,2,1,1,2,4,0,1,0,0,2,2,1,0,0,59.26
2020-05-30,CL,3,3,2,4,2,3,2,3,1,1,0,0,2,2,2,0,0,86.57
2020-05-30,CM,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,63.89
2020-05-30,CN,3,3,2,4,2,3,2,3,1,0,0,0,2,3,2,0,0,81.94
2020-05-30,CR,3,2,1,3,0,1,2,4,1,1,0,0,2,1,1,0,0,69.44
2020-05-30,CY,2,2,2,3,2,1,2,4,2,2,0,0,2,3,2,0,0,82.41
2020-05-30,CZ,2,,1,2,0,1,0,1,,,,,,,,,,
2020-05-30,DK,2,2,1,3,1,1,1,3,2,2,0,0,2,3,2,0,0,62.96
2020-05-30,DO,3,2,2,3,1,2,2,4,1,0,0,0,2,2,1,0,0,84.26
2020-05-30,EE,1,,,,,,,,,,,,,,,,,
2020-05-30,EG,,,,,,,,,0,1,0,0,,,,,,
2020-05-30,ES,3,2,2,4,1,2,2,4,2,2,0,0,2,2,1,0,0,81.02
2020-05-30,FI,2,2,2,3,1,1,1,3,1,0,0,0,2,1,1,0,0,65.74
2020-05-30,GL,,,,,,,,4,,,,,,,,,,
2020-05-30,GU,3,3,2,4,,1,,3,,,,,,,,,,
2020-05-30,HN,3,3,2,4,,,,,,,,,,,,,,
2020-05-30,HT,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29.63
2020-05-30,IN,3,2,2,4,2,2,2,3,,2,,,2,3,2,0,0,79.17
2020-05-30,IT,3,1,2,4,0,1,2,3,1,1,0,0,2,2,2,0,0,71.3
2020-05-30,JM,,,,,,,2,,1,,,,,,,,,
2020-05-30,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-05-30,KG,3,,,,2,,,,,,,,,,,,,
2020-05-30,KR,3,2,2,4,0,1,1,3,1,1,0,0,2,3,2,0,0,56.94
2020-05-30,LA,2,2,2,3,2,0,2,4,1,0,0,0,2,1,2,0,0,74.07
2020-05-30,LR,3,,,,,2,2,,,,,,,,,,,
2020-05-30,LT,2,2,2,4,1,1,1,3,,,,,2,,,,,71.3
2020-05-30,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-05-30,MG,,,,,,,,,1,0,,,,,,,,
2020-05-30,MN,3,2,2,4,0,0,0,4,0,2,0,0,2,1,2,0,0,62.96
2020-05-30,MU,3,0,2,3,1,2,1,4,0,1,0,0,2,1,2,0,0,71.3
2020-05-30,MX,3,3,2,3,1,2,2,3,0,0,0,0,2,1,1,0,0,82.41
2020-05-30,MY,3,2,2,3,0,1,2,4,1,2,0,0,2,3,2,0,0,75
2020-05-30,MZ,3,0,2,3,0,1,0,4,,,,,,,,,,45.37
2020-05-30,PL,2,2,1,2,1,0,2,4,1,1,0,0,2,1,0,0,0,64.81
2020-05-30,PS,3,2,2,4,2,2,2,4,0,2,0,0,2,1,1,0,0,83.33
2020-05-30,PT,,2,,,,,,,1,,,,,,,,,
2020-05-30,PY,3,2,2,4,1,2,1,4,1,2,0,0,2,2,1,0,0,81.48
2020-05-30,RW,3,2,2,3,1,1,1,4,0,1,0,0,2,3,2,0,0,75
2020-05-30,SB,,,,,,0,1,,,,,,2,0,,,,
2020-05-30,SE,,,,,,,,3,,1,,,,,,,,
2020-05-30,SI,,,,,,,,,1,,,,2,2,2,0,0,
2020-05-30,SM,3,2,2,,0,1,1,2,1,1,0,0,2,3,2,0,0,55.56
2020-05-30,SN,,,,,,,,,,2,,,,,,,,
2020-05-30,SO,,1,,,,,,,,,,,,,,,,
2020-05-30,SR,3,0,1,3,2,2,2,4,0,0,0,0,2,1,1,0,0,74.07
2020-05-30,SS,,,,2,,,,,,,,,,,,,,
2020-05-30,TL,,,,,,,,,,,,0,2,,2,,0,
2020-05-30,TM,,0,,,,,,,,,,,2,,,,,
2020-05-30,TN,2,2,2,4,1,1,2,3,1,2,0,0,2,1,2,0,0,76.85
2020-05-30,VE,3,3,2,4,0,2,2,4,0,2,0,0,2,3,0,0,0,85.19
2020-05-30,XK,3,2,2,4,1,2,2,4,1,2,0,0,2,1,1,0,0,87.04
2020-05-31,AD,3,2,1,0,1,1,0,2,2,2,0,0,2,3,1,0,0,50
2020-05-31,AE,3,2,2,4,1,0,1,4,0,2,0,0,2,3,2,0,0,72.22
2020-05-31,AR,,,,,,,,4,,2,,0,,,,,,
2020-05-31,AT,,,,,,,,3,2,,0,,,,,,,
2020-05-31,AW,0,2,0,0,0,1,2,3,2,0,0,0,2,1,1,0,0,41.67
2020-05-31,AZ,,,,,,,,4,2,,,,,,,,,
2020-05-31,BB,,,,,,2,,,,,,,,,,,,
2020-05-31,BE,2,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,75
2020-05-31,BF,3,0,2,3,0,2,0,4,0,0,0,0,2,1,1,0,0,60.19
2020-05-31,BH,3,2,2,4,1,2,1,4,2,2,0,0,2,2,2,0,0,81.48
2020-05-31,BN,3,0,1,3,0,0,1,4,1,0,0,0,2,2,1,0,0,52.78
2020-05-31,BO,3,,2,,,,,,,1,,,,,,,,
2020-05-31,BR,,,,,,,,,1,,,,,,,,,
2020-05-31,CA,3,3,2,4,0,1,2,4,2,1,0,0,2,3,1,0,0,70.83
2020-05-31,CH,2,2,2,3,0,1,1,3,2,1,0,0,2,2,1,0,0,62.96
2020-05-31,CI,0,2,2,2,1,1,2,4,0,1,0,0,2,2,1,0,0,59.26
2020-05-31,CL,3,3,2,4,2,3,2,3,1,1,0,0,2,2,2,0,0,86.57
2020-05-31,CM,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,63.89
2020-05-31,CN,3,3,2,4,2,3,2,3,1,0,0,0,2,3,2,0,0,81.94
2020-05-31,CR,3,2,1,3,0,1,2,4,1,1,0,0,2,1,1,0,0,69.44
2020-05-31,CY,2,2,2,3,2,1,2,4,2,2,0,0,2,3,2,0,0,82.41
2020-05-31,CZ,2,,1,2,0,1,0,1,,,,,,,,,,
2020-05-31,DK,2,2,1,3,1,1,1,3,2,2,0,0,2,3,2,0,0,62.96
2020-05-31,DO,3,2,2,3,1,2,2,4,1,0,0,0,2,2,1,0,0,84.26
2020-05-31,EE,1,,,,,,,,,,,,,,,,,
2020-05-31,ES,3,2,2,4,1,2,2,4,2,2,0,0,2,2,1,0,0,81.02
2020-05-31,GL,,,,,,,,4,,,,,,,,,,
2020-05-31,GU,3,3,2,4,,1,,3,,,,,,,,,,
2020-05-31,HT,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29.63
2020-05-31,IN,3,2,2,4,2,2,2,3,,2,,,2,3,2,0,0,79.17
2020-05-31,IT,3,1,2,4,0,1,2,3,1,1,0,0,2,2,2,0,0,71.3
2020-05-31,JM,,,,,,,2,,1,,,,,,,,,
2020-05-31,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-05-31,KG,3,,,,2,,,,,,,,,,,,,
2020-05-31,KR,3,2,2,4,0,1,1,3,1,1,0,0,2,3,2,0,0,56.94
2020-05-31,LR,3,,,,,2,2,,,,,,,,,,,
2020-05-31,LT,2,2,2,4,1,1,1,3,,,,,2,,,,,71.3
2020-05-31,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-05-31,MG,,,,,,,,,1,0,,,,,,,,
2020-05-31,MN,3,2,2,4,0,0,0,4,0,2,0,0,2,1,2,0,0,62.96
2020-05-31,MU,3,0,2,3,1,2,1,4,0,1,0,0,2,1,2,0,0,71.3
2020-05-31,MX,3,3,2,3,1,2,2,3,0,0,0,0,2,1,1,0,0,82.41
2020-05-31,PL,2,2,1,2,1,0,2,4,1,1,0,0,2,1,0,0,0,64.81
2020-05-31,PT,,2,,,,,,,1,,,,,,,,,
2020-05-31,PY,3,2,2,4,1,2,1,4,1,2,0,0,2,2,1,0,0,81.48
2020-05-31,RW,3,2,2,3,1,1,1,4,0,1,0,0,2,3,2,0,0,75
2020-05-31,SB,,,,,,0,1,,,,,,2,0,,,,
2020-05-31,SE,,,,,,,,3,,1,,,,,,,,
2020-05-31,SI,,,,,,,,,1,,,,2,2,2,0,0,
2020-05-31,SM,3,2,2,,0,1,1,2,1,1,0,0,2,3,2,0,0,55.56
2020-05-31,SN,,,,,,,,,,2,,,,,,,,
2020-05-31,SR,3,0,1,3,2,2,2,4,0,0,0,0,2,1,1,0,0,74.07
2020-05-31,TL,,,,,,,,,,,,0,,,,,,
2020-05-31,TM,,0,,,,,,,,,,,2,,,,,
2020-05-31,TN,2,2,2,4,1,1,2,3,1,2,0,0,2,1,2,0,0,76.85
2020-05-31,VE,3,3,2,4,0,2,2,4,0,2,0,0,2,3,0,0,0,85.19
2020-05-31,XK,3,2,2,4,1,2,2,4,1,2,0,0,2,1,1,0,0,87.04
2020-06-01,AE,3,2,2,4,1,0,1,4,0,2,0,0,2,3,2,0,0,72.22
2020-06-01,AR,,,,,,,,4,,,,,,,,,,
2020-06-01,AT,,,,,,,,,2,,0,,,,,,,
2020-06-01,AW,,,,,,,,,2,0,0,0,,,1,0,0,
2020-06-01,BE,2,,,,0,,,,,,,,,,,,,
2020-06-01,BF,0,0,2,3,0,2,0,4,0,0,0,0,2,1,1,0,0,49.07
2020-06-01,BH,3,2,2,4,1,2,1,4,2,2,0,0,2,2,2,0,0,81.48
2020-06-01,BN,3,0,1,3,0,0,1,4,1,0,0,0,2,2,1,0,0,52.78
2020-06-01,BO,,,,,,,,,,1,,,,,,,,
2020-06-01,BR,,,,,,,,,1,,,,,,,,,
2020-06-01,CI,0,2,2,2,1,1,2,4,0,1,0,0,2,2,1,0,0,59.26
2020-06-01,CR,3,2,1,3,0,1,2,4,1,1,0,0,2,1,1,0,0,69.44
2020-06-01,CZ,2,,1,2,0,0,0,1,,,,,,,,,,
2020-06-01,DO,3,,,,,,,,,,,,,,,,,
2020-06-01,EE,1,,,,,,,,,,,,,,,,,
2020-06-01,ES,,,,,,,,,2,,,,2,2,1,0,0,
2020-06-01,GL,,,,,,,,4,,,,,,,,,,
2020-06-01,GU,3,3,2,4,,1,,3,,,,,,,,,,
2020-06-01,HT,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29.63
2020-06-01,IT,3,1,2,0,0,1,2,3,1,1,0,0,2,2,2,0,0,60.19
2020-06-01,JM,,,,,,,,,1,,,,,,,,,
2020-06-01,KE,3,2,2,4,2,3,2,4,1,1,0,0,2,1,1,0,0,93.52
2020-06-01,KR,3,2,2,4,0,1,1,3,1,1,0,0,2,3,2,0,0,56.94
2020-06-01,LR,3,,,,,2,2,,,,,,,,,,,
2020-06-01,LT,,,,,,,,,,,,,2,,,,,
2020-06-01,MD,3,2,2,4,2,1,2,4,1,1,,,1,2,2,,,80.56
2020-06-01,MN,3,2,2,4,0,0,0,,0,2,0,0,2,1,2,0,0,
