date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-17,GB_ENG_E06000006,-41,-14,,-42,-44,16
2020-06-17,GB_ENG_E06000007,-44,-13,,-47,-49,19
2020-06-17,GB_ENG_E06000008,-40,-10,,-38,-40,16
2020-06-17,GB_ENG_E06000009,-55,-7,65,-28,-41,14
2020-06-17,GB_ENG_E06000010,-43,-8,47,-38,-40,14
2020-06-17,GB_ENG_E06000011,-45,-7,80,-20,-42,16
2020-06-17,GB_ENG_E06000012,-39,-5,73,-24,-34,12
2020-06-17,GB_ENG_E06000013,-39,-5,26,-12,-35,13
2020-06-17,GB_ENG_E06000014,-55,-18,27,-55,-58,20
2020-06-17,GB_ENG_E06000015,-51,-14,23,-64,-47,18
2020-06-17,GB_ENG_E06000016,-53,-21,16,-60,-45,17
2020-06-17,GB_ENG_E06000017,,,,,-46,
2020-06-17,GB_ENG_E06000018,-67,-23,39,-63,-52,18
2020-06-17,GB_ENG_E06000019,-49,-14,30,-23,-38,16
2020-06-17,GB_ENG_E06000021,-45,-13,59,-51,-41,15
2020-06-17,GB_ENG_E06000022,-67,-25,25,-56,-60,22
2020-06-17,GB_ENG_E06000023,-65,-25,33,-68,-60,24
2020-06-17,GB_ENG_E06000024,-50,-16,44,-55,-49,20
2020-06-17,GB_ENG_E06000025,-53,-14,51,-49,-54,23
2020-06-17,GB_ENG_E06000026,-53,-20,17,-47,-48,17
2020-06-17,GB_ENG_E06000027,-45,-9,48,-24,-41,14
2020-06-17,GB_ENG_E06000030,-51,-22,,-55,-50,20
2020-06-17,GB_ENG_E06000031,-44,-15,,-54,-43,16
2020-06-17,GB_ENG_E06000032,-45,-5,,-73,-42,17
2020-06-17,GB_ENG_E06000033,-42,-4,,-48,-49,18
2020-06-17,GB_ENG_E06000034,-38,-12,,-41,-45,18
2020-06-17,GB_ENG_E06000035,-46,-8,45,-45,-45,18
2020-06-17,GB_ENG_E06000036,-49,-14,,-54,-56,23
2020-06-17,GB_ENG_E06000037,-50,-17,20,-46,-57,23
2020-06-17,GB_ENG_E06000038,-56,-18,,-73,-59,25
2020-06-17,GB_ENG_E06000039,-36,-14,52,-62,-49,21
2020-06-17,GB_ENG_E06000040,-56,-9,15,-54,-59,24
2020-06-17,GB_ENG_E06000041,-53,-19,,-57,-63,25
2020-06-17,GB_ENG_E06000042,-47,-13,26,-54,-52,21
2020-06-17,GB_ENG_E06000043,-58,-20,83,-56,-60,21
2020-06-17,GB_ENG_E06000044,-51,-12,,-44,-49,17
2020-06-17,GB_ENG_E06000045,-56,-11,46,-51,-49,18
2020-06-17,GB_ENG_E06000046,-44,-8,52,-32,-39,14
2020-06-17,GB_ENG_E06000047,-45,-6,49,-29,-45,16
2020-06-17,GB_ENG_E06000049,-52,-13,33,-45,-49,20
2020-06-17,GB_ENG_E06000050,-50,-10,39,-46,-51,19
2020-06-17,GB_ENG_E06000051,-48,-12,28,-31,-43,17
2020-06-17,GB_ENG_E06000052,-48,-19,-4,-30,-44,15
2020-06-17,GB_ENG_E06000054,-47,-15,8,-35,-48,19
2020-06-17,GB_ENG_E06000055,-48,-11,13,-54,-49,20
2020-06-17,GB_ENG_E06000056,-45,-11,51,-33,-50,21
2020-06-17,GB_ENG_E06000057,-45,-5,49,-19,-44,15
2020-06-17,GB_ENG_E06000059,-49,-10,82,-31,-47,17
2020-06-17,GB_ENG_E08000003,-50,-15,17,-59,-50,19
2020-06-17,GB_ENG_E09000001,-63,-20,17,-65,-60,25
2020-06-17,GB_ENG_E10000002,-49,-14,34,-49,-54,22
2020-06-17,GB_ENG_E10000003,-61,-19,26,-57,-55,23
2020-06-17,GB_ENG_E10000006,-44,-11,15,-33,-46,16
2020-06-17,GB_ENG_E10000007,-52,-10,40,-25,-45,18
2020-06-17,GB_ENG_E10000008,-52,-12,19,-39,-45,17
2020-06-17,GB_ENG_E10000011,-45,-10,65,-38,-45,16
2020-06-17,GB_ENG_E10000012,-42,-10,49,-57,-48,19
2020-06-17,GB_ENG_E10000013,-55,-17,20,-34,-48,20
2020-06-17,GB_ENG_E10000014,-51,-12,62,-45,-50,20
2020-06-17,GB_ENG_E10000015,-50,-17,39,-58,-55,23
2020-06-17,GB_ENG_E10000016,-47,-13,39,-40,-48,18
2020-06-17,GB_ENG_E10000017,-44,-10,67,-40,-44,17
2020-06-17,GB_ENG_E10000018,-47,-12,21,-39,-48,20
2020-06-17,GB_ENG_E10000019,-46,-8,42,-35,-40,14
2020-06-17,GB_ENG_E10000020,-48,-12,53,-45,-43,16
2020-06-17,GB_ENG_E10000021,-47,-11,17,-32,-43,18
2020-06-17,GB_ENG_E10000023,-48,-9,44,-32,-45,17
2020-06-17,GB_ENG_E10000024,-47,-12,30,-31,-46,17
2020-06-17,GB_ENG_E10000025,-56,-17,22,-51,-54,23
2020-06-17,GB_ENG_E10000027,-49,-14,15,-29,-42,17
2020-06-17,GB_ENG_E10000028,-47,-12,24,-38,-44,18
2020-06-17,GB_ENG_E10000029,-48,-13,47,-33,-44,17
2020-06-17,GB_ENG_E10000030,-53,-15,32,-56,-58,24
2020-06-17,GB_ENG_E10000031,-51,-10,16,-43,-50,21
2020-06-17,GB_ENG_E10000032,-45,-11,78,-67,-48,19
2020-06-17,GB_ENG_E10000034,-48,-13,42,-39,-46,19
2020-06-17,GB_NIR_N09000001,-32,-8,,-51,-48,18
2020-06-17,GB_NIR_N09000002,-32,-6,26,,-40,16
2020-06-17,GB_NIR_N09000003,-46,-14,24,-49,-55,19
2020-06-17,GB_NIR_N09000004,-34,-5,,-27,-40,15
2020-06-17,GB_NIR_N09000005,-35,0,-13,-8,-41,15
2020-06-17,GB_NIR_N09000006,-38,-2,,-34,-37,15
2020-06-17,GB_NIR_N09000007,-39,-13,,-25,-52,21
2020-06-17,GB_NIR_N09000008,-34,-1,,-47,-46,17
2020-06-17,GB_NIR_N09000009,-37,-1,,-20,-34,15
2020-06-17,GB_NIR_N09000010,-36,-1,38,-34,-42,17
2020-06-17,GB_NIR_N09000011,-35,-3,23,-48,-52,18
2020-06-17,GB_SCT_S08000016,-54,-17,18,-40,-46,16
2020-06-17,GB_SCT_S08000017,-51,-13,7,-36,-43,14
2020-06-17,GB_SCT_S08000022,-54,-22,-2,-47,-52,18
2020-06-17,GB_SCT_S08000025,,,,,-44,
2020-06-17,GB_SCT_S08000026,,,,,-45,
2020-06-17,GB_SCT_S08000029,-50,-10,70,-44,-51,18
2020-06-17,GB_WLS_W11000024,-52,-19,2,-30,-43,17
2020-06-17,GB_WLS_W11000029,-67,-21,-5,-71,-60,23
2020-06-17,GB_WLS_W11000031,-57,-20,,-55,-50,19
2020-06-17,GE,-76,-72,-66,-75,-77,2
2020-06-17,GH,-12,-1,-12,-13,-15,12
2020-06-17,GR,-8,9,68,-17,-12,3
2020-06-17,GT,-45,-28,-38,-63,-40,23
2020-06-17,GT_AV,-39,-17,-41,-31,-29,18
2020-06-17,GT_BV,,,-39,,-28,
2020-06-17,GT_CM,-36,-25,-30,,-31,18
2020-06-17,GT_CQ,-49,-38,-40,,-33,
2020-06-17,GT_ES,-35,-29,-27,-48,-25,16
2020-06-17,GT_GU,-49,-28,-47,-69,-47,27
2020-06-17,GT_HU,-39,-13,-34,-49,-30,2
2020-06-17,GT_IZ,-36,-23,-33,,-25,14
2020-06-17,GT_JA,,,-27,,-26,
2020-06-17,GT_JU,-38,-22,-32,,-25,12
2020-06-17,GT_PE,-37,-31,-37,-53,-22,14
2020-06-17,GT_PR,-44,,-31,,-28,
2020-06-17,GT_QC,-32,-23,-34,,-25,
2020-06-17,GT_QZ,-46,-33,-33,-58,-35,19
2020-06-17,GT_RE,-30,-23,-26,-56,-26,
2020-06-17,GT_SA,-47,-35,-54,-49,-42,25
2020-06-17,GT_SM,-34,-34,-31,-52,-27,15
2020-06-17,GT_SO,-46,,-32,-68,-32,
2020-06-17,GT_SR,-34,-29,-38,,-31,
2020-06-17,GT_SU,-34,-26,-32,-46,-27,17
2020-06-17,GT_TO,-37,-32,-49,,-27,
2020-06-17,GT_ZA,-39,-16,-35,-70,-28,
2020-06-17,GW,,,,,-16,
2020-06-17,HK,-12,0,-13,-16,0,7
2020-06-17,HN,-51,-29,-37,-62,-42,19
2020-06-17,HN_AT,-55,-27,-40,-56,-35,17
2020-06-17,HN_CH,-38,-23,-20,,-30,
2020-06-17,HN_CL,-31,-9,-25,,-21,
2020-06-17,HN_CM,-46,-37,-30,-59,-31,16
2020-06-17,HN_CP,-50,-38,-44,-59,-29,
2020-06-17,HN_CR,-51,-26,-41,-67,-42,20
2020-06-17,HN_EP,-29,-10,-23,,-21,
2020-06-17,HN_FM,-59,-36,-52,-63,-55,25
2020-06-17,HN_IB,,-32,,,-40,
2020-06-17,HN_IN,,,-41,,-26,
2020-06-17,HN_LE,,,-38,,-26,
2020-06-17,HN_LP,,,,-74,-30,
2020-06-17,HN_OC,,,-38,,-27,
2020-06-17,HN_OL,-39,-32,-12,-42,-25,
2020-06-17,HN_SB,-44,,-24,,-30,
2020-06-17,HN_VA,,,-32,,-35,
2020-06-17,HN_YO,-34,-21,-37,-28,-30,13
2020-06-17,HR,7,10,86,-17,-19,2
2020-06-17,HT,-27,-27,-18,-42,-30,11
2020-06-17,HT_AR,,,-2,,-21,
2020-06-17,HT_CE,,,-23,,-28,
2020-06-17,HT_ND,,,-10,-43,-24,
2020-06-17,HT_NE,,,,,-23,
2020-06-17,HT_NO,,,,,-4,
2020-06-17,HT_OU,-30,-29,-31,-46,-34,13
2020-06-17,HT_SD,,,,,-17,
2020-06-17,HT_SE,,,,,-30,
2020-06-17,HU,-7,-3,23,-24,-26,7
2020-06-17,ID,-22,-5,-19,-40,-24,12
2020-06-17,ID_AC,-5,3,-7,-35,-12,5
2020-06-17,ID_BA,-41,-32,-54,-73,-38,17
2020-06-17,ID_BB,-27,-11,-27,-57,-19,11
2020-06-17,ID_BE,-12,-3,-17,-47,-19,10
2020-06-17,ID_BT,-19,-8,-2,-54,-25,15
2020-06-17,ID_GO,-17,-10,20,-46,-21,13
2020-06-17,ID_JA,-15,-5,-13,-45,-18,9
2020-06-17,ID_JB,-30,4,-4,-30,-26,13
2020-06-17,ID_JI,-12,-2,-17,-38,-22,12
2020-06-17,ID_JK,-35,-13,-86,-49,-34,16
2020-06-17,ID_JT,-7,1,-11,-35,-20,11
2020-06-17,ID_KB,-26,-12,-18,-42,-20,10
2020-06-17,ID_KI,-16,-4,-4,-41,-17,10
2020-06-17,ID_KR,-26,-15,-21,-56,-16,13
2020-06-17,ID_KS,-18,-10,-20,-46,-21,12
2020-06-17,ID_KT,-19,-12,-24,-37,-17,10
2020-06-17,ID_KU,-15,2,-12,-32,-12,9
2020-06-17,ID_LA,-11,3,-9,-32,-23,9
2020-06-17,ID_MA,-35,-22,-26,-55,-23,14
2020-06-17,ID_MU,-21,7,-16,-35,-18,10
2020-06-17,ID_NB,-19,-7,-16,-50,-17,11
2020-06-17,ID_NT,-18,-6,-6,-34,-9,8
2020-06-17,ID_PA,-33,-20,-17,-44,-16,12
2020-06-17,ID_PB,-20,-8,-23,-56,-19,11
2020-06-17,ID_RI,-14,-4,-8,-42,-17,9
2020-06-17,ID_SA,-38,-18,-22,-57,-24,14
2020-06-17,ID_SB,-13,2,-10,-38,-22,9
2020-06-17,ID_SG,-17,-3,-16,-43,-15,9
2020-06-17,ID_SN,-23,-9,-13,-52,-27,12
2020-06-17,ID_SR,-9,-2,-27,-41,-12,9
2020-06-17,ID_SS,-23,-9,-12,-43,-22,11
2020-06-17,ID_ST,-15,-7,-3,-42,-13,9
2020-06-17,ID_SU,-20,-9,-18,-37,-21,11
2020-06-17,ID_YO,-30,-20,-41,-60,-32,13
2020-06-17,IE,-41,1,-1,-37,-47,18
2020-06-17,IL,-15,5,0,-11,-16,7
2020-06-17,IN,-56,3,-50,-35,-33,14
2020-06-17,IN_AN,-64,,-65,-15,-15,12
2020-06-17,IN_AP,-53,9,-46,-27,-22,13
2020-06-17,IN_AR,-57,-17,-12,-38,-9,9
2020-06-17,IN_AS,-57,1,-16,-31,-15,9
2020-06-17,IN_BR,-42,46,13,-19,-12,3
2020-06-17,IN_CH,-63,-37,-84,-49,-42,17
2020-06-17,IN_CT,-53,16,-52,-41,-18,9
2020-06-17,IN_DD,-71,-15,-72,-39,-18,13
2020-06-17,IN_DL,-64,-28,-87,-59,-50,21
2020-06-17,IN_DN,-52,32,-47,-73,-15,10
2020-06-17,IN_GA,-66,-34,-75,-43,-31,17
2020-06-17,IN_GJ,-57,-3,-61,-26,-29,13
2020-06-17,IN_HP,-50,7,-29,-3,-15,5
2020-06-17,IN_HR,-56,-4,-79,-48,-36,15
2020-06-17,IN_JH,-55,3,-33,-37,-22,9
2020-06-17,IN_JK,96,273,276,320,135,10
2020-06-17,IN_KA,-50,3,-63,-26,-40,16
2020-06-17,IN_KL,-54,17,5,-19,-24,15
2020-06-17,IN_LD,,,25,,-3,
2020-06-17,IN_MH,-68,-16,-65,-54,-50,23
2020-06-17,IN_ML,-63,-33,-16,-13,-13,12
2020-06-17,IN_MN,-70,-10,-7,5,-22,9
2020-06-17,IN_MP,-57,12,-62,-30,-28,11
2020-06-17,IN_MZ,-82,-43,-27,-41,-40,13
2020-06-17,IN_NL,-65,-37,-62,-38,-13,11
2020-06-17,IN_OR,-57,3,-21,-30,-21,5
2020-06-17,IN_PB,-51,5,-66,-40,-26,10
2020-06-17,IN_PY,-51,4,-71,-27,-20,20
2020-06-17,IN_RJ,-51,25,-64,-26,-21,8
2020-06-17,IN_SK,-50,-25,-42,-56,-5,8
2020-06-17,IN_TG,-58,-2,-58,-34,-40,16
2020-06-17,IN_TN,-51,9,-35,-28,-33,17
2020-06-17,IN_TR,-70,-15,-7,-39,-4,14
2020-06-17,IN_UP,-51,22,-40,-39,-28,11
2020-06-17,IN_UT,-49,8,-41,-29,-17,11
2020-06-17,IN_WB,-63,2,-38,-41,-29,13
2020-06-17,IQ,-22,0,-17,-24,-21,10
2020-06-17,IT,-17,-9,24,-34,-28,8
2020-06-17,IT_21,-22,-13,-2,-38,-30,10
2020-06-17,IT_23,-34,-14,-2,-29,-30,6
2020-06-17,IT_25,-24,-13,13,-46,-32,11
2020-06-17,IT_34,-14,-9,20,-36,-24,7
2020-06-17,IT_36,-15,-9,38,-27,-25,7
2020-06-17,IT_42,-14,-5,23,-23,-27,8
2020-06-17,IT_45,-16,-9,31,-33,-25,7
2020-06-17,IT_52,-18,-11,34,-28,-27,8
2020-06-17,IT_55,-18,-11,22,-16,-23,7
2020-06-17,IT_57,-12,-10,56,-16,-22,6
2020-06-17,IT_62,-20,-10,-4,-42,-34,10
2020-06-17,IT_65,-13,-5,37,-23,-23,5
2020-06-17,IT_67,-9,-5,26,-16,-25,5
2020-06-17,IT_72,-14,-3,16,-25,-26,6
2020-06-17,IT_75,-8,-2,44,-33,-24,4
2020-06-17,IT_77,-11,2,24,-21,-25,5
2020-06-17,IT_78,-15,-3,31,-20,-27,6
2020-06-17,IT_82,-14,-6,27,-31,-27,4
2020-06-17,IT_88,-12,-5,96,-19,-25,4
2020-06-17,IT_TN,-24,-11,-22,-30,-28,7
2020-06-17,JM,-26,-17,-33,-24,-27,15
2020-06-17,JO,-7,6,-2,-58,-17,4
2020-06-17,JP,-11,2,10,-23,-12,6
2020-06-17,JP_01,-9,0,14,-23,-7,4
2020-06-17,JP_02,5,7,44,-19,-5,1
2020-06-17,JP_03,3,7,42,-14,-3,1
2020-06-17,JP_04,-2,6,30,-23,-6,4
2020-06-17,JP_05,5,7,65,-10,-4,2
2020-06-17,JP_06,4,6,56,-10,-5,3
2020-06-17,JP_07,0,4,39,-16,-5,3
2020-06-17,JP_08,-4,3,18,-22,-8,5
2020-06-17,JP_09,-3,3,21,-20,-8,5
2020-06-17,JP_10,-7,2,17,-18,-9,5
2020-06-17,JP_11,-7,4,19,-24,-15,8
2020-06-17,JP_12,-11,4,25,-26,-15,8
2020-06-17,JP_13,-27,0,2,-32,-26,13
2020-06-17,JP_14,-13,2,23,-26,-21,11
2020-06-17,JP_15,1,6,40,-18,-6,3
2020-06-17,JP_16,-1,3,44,-16,-6,4
2020-06-17,JP_17,-3,4,42,-27,-9,4
2020-06-17,JP_18,-4,5,50,-8,-7,4
2020-06-17,JP_19,-11,-1,0,-19,-8,5
2020-06-17,JP_20,-6,3,19,-20,-6,4
2020-06-17,JP_21,-5,2,4,-15,-8,5
2020-06-17,JP_22,-6,-1,3,-25,-7,5
2020-06-17,JP_23,-8,2,8,-21,-10,6
2020-06-17,JP_24,-4,0,3,-21,-6,4
2020-06-17,JP_25,-3,4,31,-19,-8,5
2020-06-17,JP_26,-10,3,8,-27,-12,6
2020-06-17,JP_27,-12,2,10,-22,-11,6
2020-06-17,JP_28,-9,6,14,-19,-10,5
2020-06-17,JP_29,-7,4,7,-13,-10,4
2020-06-17,JP_30,-4,0,16,-9,-6,3
2020-06-17,JP_31,-1,5,42,-12,-5,3
2020-06-17,JP_32,-3,4,28,-13,-5,3
2020-06-17,JP_33,-5,1,14,-18,-6,4
2020-06-17,JP_34,-6,4,12,-22,-8,4
2020-06-17,JP_35,-6,4,12,-15,-6,3
2020-06-17,JP_36,-6,0,6,-18,-6,3
2020-06-17,JP_37,-7,0,1,-21,-6,4
2020-06-17,JP_38,-5,1,9,-21,-6,3
2020-06-17,JP_39,-4,-2,4,-17,-6,3
2020-06-17,JP_40,-11,1,16,-28,-10,6
2020-06-17,JP_41,-1,2,9,-26,-7,3
2020-06-17,JP_42,-4,2,-6,-21,-5,3
2020-06-17,JP_43,-6,1,-2,-18,-7,4
2020-06-17,JP_44,-4,0,-11,-18,-6,4
2020-06-17,JP_45,-7,3,-10,-11,-5,3
2020-06-17,JP_46,-5,2,-10,-22,-5,3
2020-06-17,JP_47,-12,-4,-29,-35,-9,4
2020-06-17,KE,-25,-20,-18,-22,-20,17
2020-06-17,KG,-10,1,9,-12,-26,-1
2020-06-17,KH,-19,-13,-19,-44,-17,8
2020-06-17,KR,-5,10,52,-3,0,1
2020-06-17,KW,-62,-44,-54,-56,-54,31
2020-06-17,KZ,-5,3,23,12,-26,3
2020-06-17,LA,-14,-5,-6,-21,-2,3
2020-06-17,LB,-10,6,25,-43,-19,3
2020-06-17,LI,,,,-21,-12,
2020-06-17,LK,-22,-8,-13,-20,-20,12
2020-06-17,LT,-12,27,177,-11,-23,1
2020-06-17,LU,-24,-10,-5,-30,-33,13
2020-06-17,LV,8,16,138,-2,-25,0
2020-06-17,LY,-6,16,20,-30,-7,4
2020-06-17,MA,-50,-22,-36,-45,-31,17
2020-06-17,MD,-5,0,13,-15,-27,5
2020-06-17,MK,-16,1,38,-30,-27,6
2020-06-17,ML,-1,-2,6,-31,-3,5
2020-06-17,MM,-20,-11,-13,-22,-10,10
2020-06-17,MN,17,42,62,23,8,-7
2020-06-17,MT,-14,-6,28,-20,-28,11
2020-06-17,MU,-22,-18,-31,-35,-21,12
2020-06-17,MX,-43,-11,-37,-51,-38,18
2020-06-17,MX_AGU,-35,-6,-24,-49,-30,15
2020-06-17,MX_BCN,-40,-6,-28,-40,-31,16
2020-06-17,MX_BCS,-46,-18,-34,-54,-35,13
2020-06-17,MX_CAM,-51,-19,-52,-50,-43,19
2020-06-17,MX_CHH,-41,-6,-22,-45,-28,14
2020-06-17,MX_CHP,-50,-17,-46,-48,-40,18
2020-06-17,MX_CMX,-60,-19,-48,-57,-53,25
2020-06-17,MX_COA,-32,-8,-24,-35,-28,13
2020-06-17,MX_COL,-33,-3,-18,-40,-25,12
2020-06-17,MX_DUR,-34,-7,-26,-33,-30,13
2020-06-17,MX_GRO,-53,-19,-42,-49,-41,17
2020-06-17,MX_GUA,-36,-6,-33,-35,-27,14
2020-06-17,MX_HID,-41,-11,-36,-51,-40,18
2020-06-17,MX_JAL,-32,-7,-28,-41,-31,13
2020-06-17,MX_MEX,-41,-8,-32,-49,-41,19
2020-06-17,MX_MIC,-29,-3,-15,-32,-25,11
2020-06-17,MX_MOR,-42,-13,-40,-44,-34,17
2020-06-17,MX_NAY,-41,-13,-38,-35,-33,13
2020-06-17,MX_NLE,-35,-8,-26,-53,-35,16
2020-06-17,MX_OAX,-49,-30,-52,-45,-38,17
2020-06-17,MX_PUE,-45,-11,-35,-38,-40,18
2020-06-17,MX_QUE,-42,-9,-31,-28,-34,17
2020-06-17,MX_ROO,-56,-25,-64,-74,-46,23
2020-06-17,MX_SIN,-50,-14,-37,-51,-42,20
2020-06-17,MX_SLP,-28,-7,-28,-35,-30,13
2020-06-17,MX_SON,-48,-15,-38,-37,-41,19
2020-06-17,MX_TAB,-53,-24,-44,-48,-41,19
2020-06-17,MX_TAM,-32,-7,-30,-44,-31,14
2020-06-17,MX_TLA,-36,-8,-29,-37,-36,17
2020-06-17,MX_VER,-40,-12,-37,-42,-33,14
2020-06-17,MX_YUC,-52,-23,-52,-62,-39,20
2020-06-17,MX_ZAC,-37,-9,-34,-36,-30,12
2020-06-17,MY,-31,-1,-15,-29,-22,11
2020-06-17,MY_01,-37,-5,-28,-35,-24,13
2020-06-17,MY_02,-24,6,4,-25,-19,8
2020-06-17,MY_03,-5,17,30,-14,-17,6
2020-06-17,MY_04,-33,4,-23,-8,-21,10
2020-06-17,MY_05,-30,-1,-19,0,-18,9
2020-06-17,MY_06,-32,1,-1,-3,-21,7
2020-06-17,MY_07,-33,-4,-29,-25,-20,12
2020-06-17,MY_08,-28,1,-7,11,-18,9
2020-06-17,MY_09,-22,-1,-23,-54,-21,5
2020-06-17,MY_10,-32,-2,-17,-41,-23,13
2020-06-17,MY_11,-9,14,5,3,-17,6
2020-06-17,MY_12,-33,-7,-24,-52,-22,10
2020-06-17,MY_13,-30,-2,0,-51,-20,10
2020-06-17,MY_14,-38,-7,-44,-44,-28,15
2020-06-17,MY_15,-28,-4,-13,-26,-16,13
2020-06-17,MY_16,-24,49,-22,-34,-27,13
2020-06-17,MZ,-27,-17,-32,-32,-10,14
2020-06-17,"NA",-23,-12,-24,-47,-10,11
2020-06-17,NE,3,8,-10,-5,-3,-2
2020-06-17,NG,-25,-17,-32,-23,-23,17
2020-06-17,NI,-33,-17,-27,-36,-24,13
2020-06-17,NI_AN,,,,,-18,
2020-06-17,NI_AS,,,-20,,-11,
2020-06-17,NI_BO,,,,,-12,
2020-06-17,NI_CA,,,-34,,-21,
2020-06-17,NI_CI,-37,-24,-29,-34,-19,11
2020-06-17,NI_CO,,-20,-34,-65,-11,
2020-06-17,NI_ES,-38,-28,-21,,-16,
2020-06-17,NI_GR,-42,-14,-15,,-20,
2020-06-17,NI_JI,,,,,-17,
2020-06-17,NI_LE,-35,-13,-30,-35,-15,12
2020-06-17,NI_MD,,,,,-13,
2020-06-17,NI_MN,-33,-13,-24,-36,-29,14
2020-06-17,NI_MS,-28,-27,-29,-35,-24,14
2020-06-17,NI_MT,-29,-22,-33,-36,-18,
2020-06-17,NI_NS,,,-39,,-9,
2020-06-17,NI_RI,-35,,-42,,-21,
2020-06-17,NL,-6,-1,99,-42,-30,8
2020-06-17,NL_DR,9,5,195,-36,-26,6
2020-06-17,NL_FL,-3,1,122,-37,-30,8
2020-06-17,NL_FR,10,5,267,-9,-26,6
2020-06-17,NL_GE,4,0,114,-37,-28,8
2020-06-17,NL_GR,-9,-4,135,-39,-31,7
2020-06-17,NL_LI,-3,1,88,-34,-27,8
2020-06-17,NL_NB,-6,-2,60,-48,-28,9
2020-06-17,NL_NH,-14,-1,92,-51,-36,9
2020-06-17,NL_OV,-5,-2,156,-43,-27,8
2020-06-17,NL_UT,-8,-5,74,-54,-37,11
2020-06-17,NL_ZE,17,17,187,-19,-23,7
2020-06-17,NL_ZH,-7,-1,71,-43,-32,9
2020-06-17,NO,13,19,173,-13,-23,2
2020-06-17,NO_03,-1,10,175,-26,-37,7
2020-06-17,NO_11,12,13,156,-16,-21,3
2020-06-17,NO_15,16,22,,25,-16,0
2020-06-17,NO_18,19,18,,-16,-17,-1
2020-06-17,NO_30,18,24,234,-23,-24,4
2020-06-17,NO_34,15,15,,-51,-17,1
2020-06-17,NO_38,18,25,232,9,-19,1
2020-06-17,NO_42,20,26,168,12,-19,1
2020-06-17,NO_46,12,20,113,7,-21,2
2020-06-17,NO_50,16,21,237,-17,-23,1
2020-06-17,NO_54,8,21,101,-14,-17,-1
2020-06-17,NP,-41,-21,-25,-39,-34,12
2020-06-17,NZ,-15,-10,-36,-33,-2,6
2020-06-17,OM,-36,-26,-39,-54,-27,15
2020-06-17,PA,-57,-33,-48,-58,-50,30
2020-06-17,PE,-70,-37,-48,-60,-53,29
2020-06-17,PE_AMA,-86,,-47,-74,-27,
2020-06-17,PE_ANC,-76,-39,-41,-68,-46,24
2020-06-17,PE_APU,-73,-50,-42,-61,-28,23
2020-06-17,PE_ARE,-72,-40,-39,-53,-48,27
2020-06-17,PE_AYA,-68,-29,-46,-70,-36,23
2020-06-17,PE_CAJ,-66,-37,-39,-67,-37,20
2020-06-17,PE_CAL,-63,-31,-42,-80,-57,30
2020-06-17,PE_CUS,-78,-44,-42,-66,-42,27
2020-06-17,PE_HUC,-71,-43,-45,-69,-39,21
2020-06-17,PE_HUV,,,-22,-55,-18,
2020-06-17,PE_ICA,-72,-44,-56,-74,-45,27
2020-06-17,PE_JUN,-73,-41,-36,-65,-41,25
2020-06-17,PE_LAL,-72,-37,-48,-60,-51,27
2020-06-17,PE_LAM,-79,-50,-49,-70,-51,27
2020-06-17,PE_LIM,-69,-42,-46,-61,-38,23
2020-06-17,PE_LMA,-69,-34,-53,-56,-59,32
2020-06-17,PE_LOR,-69,-24,-36,-70,-39,21
2020-06-17,PE_MDD,-71,-29,-45,-46,-34,
2020-06-17,PE_MOQ,-63,-46,-55,-75,-37,29
2020-06-17,PE_PAS,-69,,-35,,-26,
2020-06-17,PE_PIU,-75,-46,-49,-70,-50,26
2020-06-17,PE_PUN,-59,-30,-36,-60,-32,22
2020-06-17,PE_SAM,-77,-35,-40,-71,-43,22
2020-06-17,PE_TAC,-66,-40,-47,-70,-43,26
2020-06-17,PE_TUM,-71,-35,-53,-63,-44,
2020-06-17,PE_UCA,-61,-27,-36,-71,-35,19
2020-06-17,PG,3,25,-15,-19,22,3
2020-06-17,PH,-53,-18,-37,-55,-44,24
2020-06-17,PH_00,-62,-20,-72,-68,-55,27
2020-06-17,PH_01,-45,-28,-29,-33,-38,19
2020-06-17,PH_02,-50,-17,33,-28,-36,17
2020-06-17,PH_03,-47,-10,-36,-39,-40,21
2020-06-17,PH_05,-45,-5,-16,-24,-28,21
2020-06-17,PH_06,-38,-22,-28,-46,-35,19
2020-06-17,PH_07,-63,-32,-45,-61,-54,30
2020-06-17,PH_08,-40,-24,-11,-46,-31,21
2020-06-17,PH_09,-37,-17,-16,-44,-34,20
2020-06-17,PH_10,-36,-20,-23,-42,-31,19
2020-06-17,PH_11,-43,-16,-24,-35,-39,23
2020-06-17,PH_12,-23,-9,-8,-30,-28,19
2020-06-17,PH_13,-35,-18,-17,-40,-31,17
2020-06-17,PH_14,-13,-5,-12,-36,-21,14
2020-06-17,PH_15,-63,-33,-27,-32,-44,21
2020-06-17,PH_40,-46,-14,-57,-36,-41,23
2020-06-17,PH_41,-34,-20,-29,-49,-26,17
2020-06-17,PK,-32,-18,-11,-26,-24,11
2020-06-17,PK_BA,-13,-12,-5,-15,-11,7
2020-06-17,PK_GB,,,111,,36,
2020-06-17,PK_IS,-50,-30,-30,-51,-44,17
2020-06-17,PK_JK,-25,-4,43,-23,-16,6
2020-06-17,PK_KP,-16,-3,-12,-17,-14,7
2020-06-17,PK_PB,-29,-18,-9,-25,-23,11
2020-06-17,PK_SD,-37,-19,-29,-30,-29,11
