date,key,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
2020-06-17,FR_GES_55,,,,,0,0,56,45,1,0,240,236,,,,,,,,,2,11,,,,,1,0,,,,,,
2020-06-17,FR_GES_57,,,,,1,1,470,349,7,4,1161,1134,,,,,,,,,161,147,,,,,21,7,,,,,,
2020-06-17,FR_GES_67,,,,,0,0,379,270,2,2,1295,1112,,,,,,,,,185,182,,,,,5,4,,,,,,
2020-06-17,FR_GES_68,,,,,0,0,484,305,8,8,1449,1267,,,,,,,,,168,176,,,,,12,2,,,,,,
2020-06-17,FR_GES_88,,,,,0,0,150,110,1,0,352,353,,,,,,,,,19,18,,,,,0,0,,,,,,
2020-06-17,FR_GF,,,,,2,0,8,2,18,24,182,174,,,,,,,,,84,90,,,,,6,16,,,,,,
2020-06-17,FR_GUA,,,,,0,0,16,14,2,2,82,78,,,,,,,,,10,2,,,,,0,0,,,,,,
2020-06-17,FR_HDF,,,,,2,3,1018,785,10,1,2948,3134,,,,,,,,,533,604,,,,,62,21,,,,,,
2020-06-17,FR_HDF_02,,,,,0,0,165,105,0,0,428,557,,,,,,,,,59,62,,,,,4,4,,,,,,
2020-06-17,FR_HDF_59,,,,,1,1,322,284,9,1,1053,1044,,,,,,,,,219,258,,,,,26,10,,,,,,
2020-06-17,FR_HDF_60,,,,,1,1,230,172,1,0,515,531,,,,,,,,,117,141,,,,,7,0,,,,,,
2020-06-17,FR_HDF_62,,,,,0,0,170,134,0,0,610,639,,,,,,,,,96,99,,,,,19,5,,,,,,
2020-06-17,FR_HDF_80,,,,,0,1,131,90,0,0,342,363,,,,,,,,,42,44,,,,,6,2,,,,,,
2020-06-17,FR_IDF,,,,,10,1,4433,2906,39,47,14547,11959,,,,,,,,,2358,2234,,,,,249,105,,,,,,
2020-06-17,FR_IDF_75,,,,,5,0,1093,636,18,19,3301,2593,,,,,,,,,355,268,,,,,64,18,,,,,,
2020-06-17,FR_IDF_77,,,,,1,0,407,268,3,3,1407,1098,,,,,,,,,158,162,,,,,30,12,,,,,,
2020-06-17,FR_IDF_78,,,,,1,0,312,198,1,0,1061,970,,,,,,,,,237,223,,,,,22,3,,,,,,
2020-06-17,FR_IDF_91,,,,,0,0,290,227,3,8,1163,1016,,,,,,,,,231,241,,,,,26,12,,,,,,
2020-06-17,FR_IDF_92,,,,,1,1,617,450,7,8,2270,1872,,,,,,,,,438,390,,,,,43,20,,,,,,
2020-06-17,FR_IDF_93,,,,,1,0,594,378,2,4,1913,1562,,,,,,,,,384,372,,,,,41,30,,,,,,
2020-06-17,FR_IDF_94,,,,,1,0,685,486,1,2,2039,1822,,,,,,,,,341,367,,,,,18,7,,,,,,
2020-06-17,FR_IDF_95,,,,,0,0,435,263,4,3,1393,1026,,,,,,,,,214,211,,,,,5,3,,,,,,
2020-06-17,FR_LRE,,,,,0,0,2,0,4,2,132,132,,,,,,,,,38,8,,,,,4,2,,,,,,
2020-06-17,FR_MAY,,,,,0,0,36,14,0,4,278,328,,,,,,,,,46,36,,,,,8,10,,,,,,
2020-06-17,FR_MQ,,,,,0,0,20,8,0,0,94,84,,,,,,,,,14,4,,,,,2,0,,,,,,
2020-06-17,FR_NAQ,,,,,0,0,240,171,4,2,1101,1003,,,,,,,,,78,70,,,,,10,6,,,,,,
2020-06-17,FR_NAQ_16,,,,,0,0,8,5,0,0,34,21,,,,,,,,,4,0,,,,,1,0,,,,,,
2020-06-17,FR_NAQ_17,,,,,0,0,31,18,0,0,77,54,,,,,,,,,10,11,,,,,0,1,,,,,,
2020-06-17,FR_NAQ_19,,,,,0,0,28,9,0,0,85,74,,,,,,,,,0,0,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_23,,,,,0,0,8,5,0,0,38,33,,,,,,,,,4,3,,,,,2,1,,,,,,
2020-06-17,FR_NAQ_24,,,,,0,0,6,7,1,0,47,40,,,,,,,,,6,5,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_33,,,,,0,0,77,74,1,2,455,450,,,,,,,,,35,39,,,,,6,4,,,,,,
2020-06-17,FR_NAQ_40,,,,,0,0,7,6,0,0,42,29,,,,,,,,,2,3,,,,,1,0,,,,,,
2020-06-17,FR_NAQ_47,,,,,0,0,9,1,0,0,41,33,,,,,,,,,5,3,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_64,,,,,0,0,20,7,1,0,117,105,,,,,,,,,1,0,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_79,,,,,0,0,11,10,0,0,34,31,,,,,,,,,1,2,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_86,,,,,0,0,22,17,0,0,74,66,,,,,,,,,6,2,,,,,0,0,,,,,,
2020-06-17,FR_NAQ_87,,,,,0,0,13,12,1,0,57,67,,,,,,,,,4,2,,,,,0,0,,,,,,
2020-06-17,FR_NOR,,,,,1,0,247,180,6,3,757,807,,,,,,,,,129,135,,,,,12,1,,,,,,
2020-06-17,FR_NOR_14,,,,,0,0,56,27,0,0,150,150,,,,,,,,,14,24,,,,,1,0,,,,,,
2020-06-17,FR_NOR_27,,,,,1,0,39,42,0,1,86,110,,,,,,,,,31,29,,,,,0,0,,,,,,
2020-06-17,FR_NOR_50,,,,,0,0,21,26,3,0,73,63,,,,,,,,,22,16,,,,,4,0,,,,,,
2020-06-17,FR_NOR_61,,,,,0,0,25,13,1,1,92,125,,,,,,,,,20,16,,,,,3,0,,,,,,
2020-06-17,FR_NOR_76,,,,,0,0,106,72,2,1,356,359,,,,,,,,,42,50,,,,,4,1,,,,,,
2020-06-17,FR_OCC,,,,,0,0,290,218,2,1,1446,1380,,,,,,,,,67,42,,,,,14,2,,,,,,
2020-06-17,FR_OCC_09,,,,,0,0,2,0,0,0,16,17,,,,,,,,,1,0,,,,,1,0,,,,,,
2020-06-17,FR_OCC_11,,,,,0,0,41,17,0,0,120,109,,,,,,,,,3,1,,,,,1,0,,,,,,
2020-06-17,FR_OCC_12,,,,,0,0,15,9,0,0,68,75,,,,,,,,,0,1,,,,,0,0,,,,,,
2020-06-17,FR_OCC_30,,,,,0,0,49,47,0,0,174,163,,,,,,,,,14,14,,,,,1,1,,,,,,
2020-06-17,FR_OCC_31,,,,,0,0,44,27,1,0,357,269,,,,,,,,,24,18,,,,,4,0,,,,,,
2020-06-17,FR_OCC_32,,,,,0,0,14,9,0,1,46,40,,,,,,,,,2,0,,,,,1,0,,,,,,
2020-06-17,FR_OCC_34,,,,,0,0,69,52,0,0,346,345,,,,,,,,,11,2,,,,,1,0,,,,,,
2020-06-17,FR_OCC_46,,,,,0,0,10,12,0,0,34,35,,,,,,,,,1,0,,,,,0,0,,,,,,
2020-06-17,FR_OCC_48,,,,,0,0,1,0,0,0,13,11,,,,,,,,,0,0,,,,,0,0,,,,,,
2020-06-17,FR_OCC_65,,,,,0,0,14,13,1,0,73,79,,,,,,,,,3,3,,,,,2,0,,,,,,
2020-06-17,FR_OCC_66,,,,,0,0,16,18,0,0,123,154,,,,,,,,,1,0,,,,,1,0,,,,,,
2020-06-17,FR_OCC_81,,,,,0,0,9,14,0,0,53,64,,,,,,,,,5,2,,,,,1,1,,,,,,
2020-06-17,FR_OCC_82,,,,,0,0,6,0,0,0,23,19,,,,,,,,,2,1,,,,,1,0,,,,,,
2020-06-17,FR_PAC,,,,,0,0,518,406,5,7,2699,2452,,,,,,,,,341,345,,,,,41,14,,,,,,
2020-06-17,FR_PAC_04,,,,,0,0,9,4,0,1,54,73,,,,,,,,,1,2,,,,,0,0,,,,,,
2020-06-17,FR_PAC_05,,,,,0,0,8,10,1,0,65,62,,,,,,,,,6,3,,,,,0,1,,,,,,
2020-06-17,FR_PAC_06,,,,,0,0,96,87,2,2,343,333,,,,,,,,,32,47,,,,,3,0,,,,,,
2020-06-17,FR_PAC_13,,,,,0,0,305,237,2,2,1598,1483,,,,,,,,,229,237,,,,,34,12,,,,,,
2020-06-17,FR_PAC_83,,,,,0,0,73,58,0,2,522,384,,,,,,,,,55,46,,,,,4,1,,,,,,
2020-06-17,FR_PAC_84,,,,,0,0,27,10,0,0,117,117,,,,,,,,,18,10,,,,,0,0,,,,,,
2020-06-17,FR_PDL,,,,,1,0,278,184,17,16,999,974,,,,,,,,,109,126,,,,,11,2,,,,,,
2020-06-17,FR_PDL_44,,,,,0,0,94,62,3,2,335,314,,,,,,,,,37,39,,,,,5,0,,,,,,
2020-06-17,FR_PDL_49,,,,,0,0,85,53,5,3,287,282,,,,,,,,,34,42,,,,,4,1,,,,,,
2020-06-17,FR_PDL_53,,,,,0,0,26,18,0,1,83,91,,,,,,,,,2,7,,,,,0,1,,,,,,
2020-06-17,FR_PDL_72,,,,,1,0,47,37,6,9,169,177,,,,,,,,,19,23,,,,,1,0,,,,,,
2020-06-17,FR_PDL_85,,,,,0,0,26,14,3,1,125,110,,,,,,,,,17,15,,,,,1,0,,,,,,
2020-06-17,ZA,,,,,65,77,874,798,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO,1724,1282,33437,26003,37,20,1430,877,533,380,13092,10854,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05,85,40,1600,872,0,0,8,6,41,18,560,427,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05001,35,25,500,528,0,0,4,3,11,13,245,280,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05045,12,4,39,18,0,0,0,0,0,0,13,10,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05088,3,3,93,88,0,0,2,2,2,3,44,45,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05147,7,0,294,21,0,0,0,0,17,1,58,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05172,1,2,6,10,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05250,,1,1,1,,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05266,,1,22,30,,0,0,0,,0,12,20,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05360,3,1,42,35,0,0,0,0,1,1,12,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05361,23,1,374,15,0,0,0,0,8,0,106,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05615,,1,12,7,,0,0,0,,0,9,5,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05642,0,,7,9,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05647,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05837,0,,103,6,0,,1,0,1,,12,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_05_05887,,1,1,2,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08,454,357,7344,5436,20,7,433,263,112,91,1927,1462,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08001,282,213,4034,2982,9,2,264,154,56,53,919,742,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08078,7,5,123,103,1,0,4,5,3,4,23,20,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08137,2,1,5,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08296,6,8,248,166,0,0,13,4,1,2,30,23,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08372,1,1,6,10,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08421,0,0,16,21,0,0,1,0,2,2,5,14,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08433,24,18,502,302,2,0,31,20,13,4,147,92,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08436,1,,10,7,0,,0,0,0,,4,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08520,0,,65,33,0,,1,0,1,,31,18,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08558,2,0,43,25,0,0,1,0,2,1,11,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08560,,1,14,15,,0,0,0,,0,3,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08573,11,9,108,92,0,0,4,4,1,0,18,17,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08606,,2,6,6,,0,2,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08634,5,2,116,84,0,0,2,3,0,0,51,43,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08638,7,8,88,69,0,0,4,0,0,0,36,23,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08685,7,4,70,39,1,0,4,0,0,0,25,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08758,92,83,1805,1422,7,5,96,70,33,25,614,442,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08770,4,1,11,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08832,1,1,34,22,0,0,4,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_08_08849,2,,24,11,0,,1,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_11,388,397,9328,8852,4,3,315,176,148,127,4119,4018,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_11_11001,388,397,9328,8852,4,3,315,176,148,127,4119,4018,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13,156,115,3422,2329,6,1,161,102,104,44,1220,983,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13001,121,93,3118,2152,5,1,147,93,101,43,1115,904,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13052,4,8,38,35,1,0,3,1,1,0,14,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13140,2,1,5,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13222,0,1,3,1,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13244,16,,30,3,0,,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13430,1,1,18,11,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13433,,1,13,5,,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13468,1,,1,2,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13670,,2,1,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13683,1,2,35,25,0,0,2,2,1,0,18,13,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13810,2,,3,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13836,3,6,88,50,0,0,5,1,0,0,43,30,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13838,1,,21,8,0,,2,0,0,,9,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_13_13873,4,0,23,22,0,0,0,3,0,1,7,16,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_15,2,2,129,136,0,0,8,7,0,2,82,105,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_15_15001,1,,36,39,0,,2,2,0,,23,27,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_15_15204,,0,3,5,,0,0,0,,1,1,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_15_15759,1,2,6,11,0,0,2,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_15_15814,,0,3,2,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_17,1,1,86,121,0,0,4,3,0,0,53,83,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_17_17001,,1,38,57,,0,1,1,,0,18,31,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_17_17380,1,,31,40,0,,1,1,0,,22,32,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_18,1,,17,12,0,,1,0,0,,10,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_18_18001,1,,17,11,0,,1,0,0,,10,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19,4,2,114,99,0,0,4,5,2,1,50,45,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19_19001,2,0,37,33,0,0,0,1,2,1,22,18,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19_19455,,1,8,6,,0,1,1,,0,3,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19_19573,1,,26,30,0,,1,1,0,,3,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19_19809,1,,7,5,0,,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_19_19845,,1,3,1,,0,1,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20,24,6,291,329,0,0,12,8,1,3,68,51,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20001,12,5,183,243,0,0,6,3,1,2,50,39,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20011,,1,7,7,,0,0,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20013,1,,30,16,0,,1,0,0,,5,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20045,,0,1,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20250,1,,1,1,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20383,9,,9,0,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_20_20770,1,,8,3,0,,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23,29,28,166,202,0,1,10,11,0,1,48,65,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23001,14,16,75,107,0,1,4,5,0,1,25,38,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23162,2,1,12,6,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23182,,1,2,3,,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23189,1,1,3,5,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23417,10,6,33,35,0,0,3,1,0,0,6,7,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23570,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23580,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_23_23855,1,2,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25,42,24,890,920,0,0,23,24,25,28,365,392,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25035,1,1,39,33,0,0,0,0,1,0,10,9,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25126,2,,29,27,0,,0,0,1,,16,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25151,0,0,5,5,0,0,1,0,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25175,3,4,38,41,0,0,0,0,0,1,24,25,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25245,0,,12,6,0,,2,0,1,,5,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25269,1,0,33,28,0,0,1,0,0,3,12,15,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25279,,0,7,5,,0,0,0,,1,7,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25286,5,0,40,42,0,0,0,0,2,1,19,22,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25307,,0,27,36,,0,0,1,,2,6,13,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25372,,0,1,3,,0,0,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25377,1,,20,17,0,,0,0,0,,12,13,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25430,1,0,29,30,0,0,0,1,2,2,13,11,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25473,5,4,49,54,0,0,4,4,2,0,16,19,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25718,,0,0,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25743,,1,2,2,,0,0,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25754,18,13,295,342,0,0,4,4,12,9,107,123,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25758,1,,7,8,0,,0,1,0,,4,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25769,0,,10,7,0,,0,0,1,,4,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25785,1,,11,5,0,,0,0,0,,6,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25797,0,0,1,2,0,0,0,0,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25843,2,,15,20,0,,0,1,0,,1,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25873,,0,13,8,,0,1,1,,1,4,2,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25878,1,,2,1,0,,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_25_25899,0,1,36,38,0,0,2,2,1,2,13,18,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_27,51,29,494,411,0,0,14,14,4,1,83,104,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_27_27001,48,28,446,374,0,0,9,10,4,1,65,82,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_27_27050,1,,3,0,0,,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_27_27077,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_27_27600,2,,8,1,0,,1,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_41,1,3,148,137,0,0,7,6,0,0,118,119,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_41_41001,1,1,75,80,0,0,2,3,0,0,62,75,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_41_41132,,1,1,2,,0,0,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_41_41551,,1,9,9,,0,2,0,,0,5,8,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_44,1,2,114,46,0,0,5,4,0,0,31,23,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_44_44001,,1,13,8,,0,0,1,,0,8,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_44_44430,1,1,41,27,0,0,5,1,0,0,12,14,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47,50,40,573,536,0,4,50,35,2,0,252,278,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47001,19,15,278,282,0,2,17,14,1,0,133,164,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47189,17,17,151,117,0,1,16,8,0,0,53,48,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47245,3,1,12,15,0,0,1,1,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47258,,1,1,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47288,3,,9,1,0,,0,0,0,,2,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47570,7,3,84,91,0,0,11,8,1,0,51,53,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47745,1,1,24,13,0,0,2,1,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_47_47980,,2,8,9,,1,2,2,,0,3,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_50,3,3,966,75,0,0,8,5,0,1,902,52,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_50_50001,2,1,935,48,0,0,6,4,0,1,886,35,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_50_50006,,1,12,5,,0,0,0,,0,10,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_50_50313,,1,5,11,,0,0,0,,0,3,6,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_50_50568,1,,6,2,0,,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52,117,36,1352,985,1,0,59,35,11,7,465,392,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52001,7,4,159,163,0,0,10,5,2,2,37,42,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52022,,0,4,7,,0,0,0,,1,2,4,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52240,1,3,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52250,3,3,15,18,0,0,0,1,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52320,12,,13,3,0,,1,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52356,4,7,136,87,0,0,7,1,2,1,84,31,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52385,2,,4,2,0,,2,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52427,,3,0,5,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52480,1,,4,6,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52490,7,5,26,25,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52520,11,2,22,5,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52621,,1,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52685,,1,12,11,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_52_52835,69,7,792,493,1,0,30,21,7,3,288,253,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_54,10,9,99,84,0,0,9,7,0,0,61,54,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,CO_54_54001,7,4,66,56,0,0,5,6,0,0,47,36,,,,,,,,,,,,,,,,,,,,,,
