Date,CountryCode,CountryName,RegionCode,RegionName,Confirmed,Deaths,Latitude,Longitude,Population,Region
2020-01-22,CN,China,AH,Anhui,1,0,31.8257,117.2264,,Anhui
2020-01-22,CN,China,BJ,Beijing,10,0,40.1824,116.4142,,Beijing
2020-01-22,CN,China,CQ,Chongqing,5,0,30.0572,107.874,,Chongqing
2020-01-22,CN,China,GD,Guangdong,26,0,23.3417,113.4244,,Guangdong
2020-01-22,CN,China,GX,Guangxi,0,0,23.8298,108.7881,,Guangxi
2020-01-22,CN,China,GZ,Guizhou,0,0,26.8154,106.8748,,Guizhou
2020-01-22,CN,China,HA,Henan,4,0,33.882,113.614,,Henan
2020-01-22,CN,China,HB,Hubei,375,9,30.9756,112.2707,,Hubei
2020-01-22,CN,China,HI,Hainan,4,0,19.1959,109.7453,,Hainan
2020-01-22,CN,China,HL,Heilongjiang,0,0,47.862,127.7615,,Heilongjiang
2020-01-22,CN,China,HN,Hunan,1,0,27.6104,111.7088,,Hunan
2020-01-22,CN,China,JL,Jilin,0,0,43.6661,126.1923,,Jilin
2020-01-22,CN,China,JX,Jiangxi,2,0,27.614,115.7221,,Jiangxi
2020-01-22,CN,China,LN,Liaoning,2,0,41.2956,122.6085,,Liaoning
2020-01-22,CN,China,NX,Ningxia,0,0,37.2692,106.1655,,Ningxia
2020-01-22,CN,China,SC,Sichuan,2,0,30.6171,102.7103,,Sichuan
2020-01-22,CN,China,SD,Shandong,1,0,36.3427,118.1498,,Shandong
2020-01-22,CN,China,SH,Shanghai,9,0,31.202,121.4491,,Shanghai
2020-01-22,CN,China,SN,Shanxi,0,0,37.5777,112.2922,,Shanxi
2020-01-22,CN,China,TJ,Tianjin,4,0,39.3054,117.323,,Tianjin
2020-01-22,CN,China,YN,Yunnan,1,0,24.974,101.487,,Yunnan
2020-01-22,CN,China,ZJ,Zhejiang,10,0,29.1832,120.0934,,Zhejiang
2020-01-23,CN,China,AH,Anhui,9,0,31.8257,117.2264,,Anhui
2020-01-23,CN,China,BJ,Beijing,14,0,40.1824,116.4142,,Beijing
2020-01-23,CN,China,CQ,Chongqing,9,0,30.0572,107.874,,Chongqing
2020-01-23,CN,China,FJ,Fujian,5,0,26.0789,117.9874,,Fujian
2020-01-23,CN,China,GD,Guangdong,32,0,23.3417,113.4244,,Guangdong
2020-01-23,CN,China,GS,Gansu,0,0,37.8099,101.0583,,Gansu
2020-01-23,CN,China,GX,Guangxi,5,0,23.8298,108.7881,,Guangxi
2020-01-23,CN,China,GZ,Guizhou,3,0,26.8154,106.8748,,Guizhou
2020-01-23,CN,China,HA,Henan,5,0,33.882,113.614,,Henan
2020-01-23,CN,China,HB,Hubei,444,17,30.9756,112.2707,,Hubei
2020-01-23,CN,China,HE,Hebei,1,0,39.549,116.1306,,Hebei
2020-01-23,CN,China,HI,Hainan,5,0,19.1959,109.7453,,Hainan
2020-01-23,CN,China,HL,Heilongjiang,1,0,47.862,127.7615,,Heilongjiang
2020-01-23,CN,China,HN,Hunan,9,0,27.6104,111.7088,,Hunan
2020-01-23,CN,China,JL,Jilin,1,0,43.6661,126.1923,,Jilin
2020-01-23,CN,China,JS,Jiangsu,1,0,32.9711,119.455,,Jiangsu
2020-01-23,CN,China,JX,Jiangxi,3,0,27.614,115.7221,,Jiangxi
2020-01-23,CN,China,LN,Liaoning,3,0,41.2956,122.6085,,Liaoning
2020-01-23,CN,China,NX,Ningxia,1,0,37.2692,106.1655,,Ningxia
2020-01-23,CN,China,SC,Sichuan,8,0,30.6171,102.7103,,Sichuan
2020-01-23,CN,China,SD,Shandong,6,0,36.3427,118.1498,,Shandong
2020-01-23,CN,China,SH,Shanghai,16,0,31.202,121.4491,,Shanghai
2020-01-23,CN,China,SN,Shaanxi,0,0,35.1917,108.8701,,Shaanxi
2020-01-23,CN,China,SN,Shanxi,1,0,37.5777,112.2922,,Shanxi
2020-01-23,CN,China,ZJ,Zhejiang,27,0,29.1832,120.0934,,Zhejiang
2020-01-24,CN,China,AH,Anhui,15,0,31.8257,117.2264,,Anhui
2020-01-24,CN,China,BJ,Beijing,29,0,40.1824,116.4142,,Beijing
2020-01-24,CN,China,CQ,Chongqing,27,0,30.0572,107.874,,Chongqing
2020-01-24,CN,China,FJ,Fujian,10,0,26.0789,117.9874,,Fujian
2020-01-24,CN,China,GD,Guangdong,53,0,23.3417,113.4244,,Guangdong
2020-01-24,CN,China,GS,Gansu,2,0,37.8099,101.0583,,Gansu
2020-01-24,CN,China,GX,Guangxi,13,0,23.8298,108.7881,,Guangxi
2020-01-24,CN,China,GZ,Guizhou,3,0,26.8154,106.8748,,Guizhou
