key,population,life_expectancy,human_development_index
US_IL_17061,13886,,
US_IL_17063,50063,,
US_IL_17065,8457,,
US_IL_17067,19104,,
US_IL_17069,4320,,
US_IL_17071,7331,,
US_IL_17073,50486,,
US_IL_17075,29718,,
US_IL_17077,60218,,
US_IL_17079,9698,,
US_IL_17081,38827,,
US_IL_17083,22985,,
US_IL_17085,22678,,
US_IL_17087,12582,,
US_IL_17089,515269,,
US_IL_17091,113449,,
US_IL_17093,114736,,
US_IL_17095,52919,,
US_IL_17097,703462,,
US_IL_17099,113924,,
US_IL_17101,16833,,
US_IL_17103,36031,,
US_IL_17105,38950,,
US_IL_17107,30305,,
US_IL_17109,32612,,
US_IL_17111,308760,,
US_IL_17113,169572,,
US_IL_17115,110768,,
US_IL_17117,47765,,
US_IL_17119,269282,,
US_IL_17121,39437,,
US_IL_17123,12640,,
US_IL_17125,14666,,
US_IL_17127,15429,,
US_IL_17129,12705,,
US_IL_17131,16434,,
US_IL_17133,32957,,
US_IL_17135,30104,,
US_IL_17137,35547,,
US_IL_17139,14846,,
US_IL_17141,53497,,
US_IL_17143,186494,,
US_IL_17145,22350,,
US_IL_17147,16729,,
US_IL_17149,16430,,
US_IL_17151,4470,,
US_IL_17153,6161,,
US_IL_17155,6006,,
US_IL_17157,33476,,
US_IL_17159,16233,,
US_IL_17161,147546,,
US_IL_17163,270056,,
US_IL_17165,24913,,
US_IL_17167,197465,,
US_IL_17169,7544,,
US_IL_17171,5355,,
US_IL_17173,22363,,
US_IL_17175,5994,,
US_IL_17177,47711,,
US_IL_17179,135394,,
US_IL_17181,17808,,
US_IL_17183,81625,,
US_IL_17185,11947,,
US_IL_17187,17707,,
US_IL_17189,14716,,
US_IL_17191,16760,,
US_IL_17193,14665,,
US_IL_17195,58498,,
US_IL_17197,677560,,
US_IL_17199,66357,,
US_IL_17201,295266,,
US_IL_17203,38664,,
US_IN,6483802,,
US_IN_18001,34387,,
US_IN_18003,355329,,
US_IN_18005,76794,,
US_IN_18007,8854,,
US_IN_18009,12766,,
US_IN_18011,56640,,
US_IN_18013,15242,,
US_IN_18015,20155,,
US_IN_18017,38966,,
US_IN_18019,110232,,
US_IN_18021,26890,,
US_IN_18023,33224,,
US_IN_18025,10713,,
US_IN_18027,31648,,
US_IN_18029,50047,,
US_IN_18031,25740,,
US_IN_18033,42223,,
US_IN_18035,117671,,
US_IN_18037,41889,,
US_IN_18039,197559,,
US_IN_18041,24277,,
US_IN_18043,74578,,
US_IN_18045,17240,,
US_IN_18047,23087,,
US_IN_18049,20836,,
US_IN_18051,33503,,
US_IN_18053,70061,,
US_IN_18055,33165,,
US_IN_18057,274569,,
US_IN_18059,70002,,
US_IN_18061,39364,,
US_IN_18063,145448,,
US_IN_18065,49462,,
US_IN_18067,82752,,
US_IN_18069,37124,,
US_IN_18071,42376,,
US_IN_18073,33478,,
US_IN_18075,21253,,
US_IN_18077,32428,,
US_IN_18079,28525,,
US_IN_18081,139654,,
US_IN_18083,38440,,
US_IN_18085,77358,,
US_IN_18087,37128,,
US_IN_18089,496005,,
US_IN_18091,111467,,
US_IN_18093,46134,,
US_IN_18095,131636,,
US_IN_18097,903393,,
US_IN_18099,47051,,
US_IN_18101,10334,,
US_IN_18103,36903,,
US_IN_18105,137974,,
US_IN_18107,38124,,
US_IN_18109,68894,,
US_IN_18111,14244,,
US_IN_18113,47536,,
US_IN_18115,6128,,
US_IN_18117,19840,,
US_IN_18119,21575,,
US_IN_18121,17339,,
US_IN_18123,19338,,
US_IN_18125,12845,,
US_IN_18127,164343,,
US_IN_18129,25910,,
US_IN_18131,13402,,
US_IN_18133,37963,,
US_IN_18135,26171,,
US_IN_18137,28818,,
US_IN_18139,17392,,
US_IN_18141,266931,,
US_IN_18143,24181,,
US_IN_18145,44436,,
US_IN_18147,20952,,
US_IN_18149,23363,,
US_IN_18151,34185,,
US_IN_18153,21475,,
US_IN_18155,10613,,
US_IN_18157,172780,,
US_IN_18159,15936,,
US_IN_18161,7516,,
US_IN_18163,179703,,
US_IN_18165,16212,,
US_IN_18167,107848,,
US_IN_18169,32888,,
US_IN_18171,8508,,
US_IN_18173,59689,,
US_IN_18175,28262,,
US_IN_18177,68917,,
US_IN_18179,27636,,
US_IN_18181,24643,,
US_IN_18183,33292,,
US_KS,2853118,,
US_KS_20001,13371,,
US_KS_20003,8102,,
US_KS_20005,16924,,
US_KS_20007,4861,,
US_KS_20009,27674,,
US_KS_20011,15173,,
US_KS_20013,9984,,
US_KS_20015,65880,,
US_KS_20017,2790,,
US_KS_20019,3669,,
US_KS_20021,21603,,
US_KS_20023,2726,,
US_KS_20025,2215,,
US_KS_20027,8535,,
US_KS_20029,9533,,
US_KS_20031,8601,,
US_KS_20033,1891,,
US_KS_20035,36311,,
US_KS_20037,39134,,
US_KS_20039,2961,,
US_KS_20041,19754,,
US_KS_20043,7945,,
US_KS_20045,110826,,
US_KS_20047,3037,,
US_KS_20049,2882,,
US_KS_20051,28452,,
US_KS_20053,6497,,
US_KS_20055,36776,,
US_KS_20057,33848,,
US_KS_20059,25992,,
US_KS_20061,34362,,
US_KS_20063,2695,,
US_KS_20065,2597,,
US_KS_20067,7829,,
US_KS_20069,6006,,
US_KS_20071,1247,,
US_KS_20073,6689,,
US_KS_20075,2690,,
US_KS_20077,6034,,
US_KS_20079,34684,,
US_KS_20081,4256,,
US_KS_20083,1916,,
US_KS_20085,13462,,
US_KS_20087,19126,,
US_KS_20089,3077,,
US_KS_20091,544179,,
US_KS_20093,3977,,
US_KS_20095,7858,,
US_KS_20097,2553,,
US_KS_20099,21607,,
US_KS_20101,1750,,
US_KS_20103,76227,,
US_KS_20105,3241,,
US_KS_20107,9656,,
US_KS_20109,2756,,
US_KS_20111,33690,,
US_KS_20113,29180,,
US_KS_20115,12660,,
US_KS_20117,10117,,
US_KS_20119,4575,,
US_KS_20121,32787,,
US_KS_20123,6373,,
US_KS_20125,35471,,
US_KS_20127,5923,,
US_KS_20129,3233,,
US_KS_20131,10178,,
US_KS_20133,16512,,
US_KS_20135,3107,,
US_KS_20137,5671,,
US_KS_20139,16295,,
US_KS_20141,3858,,
US_KS_20143,6091,,
US_KS_20145,6973,,
US_KS_20147,5642,,
US_KS_20149,21604,,
US_KS_20151,9656,,
US_KS_20153,2519,,
US_KS_20155,64511,,
US_KS_20157,4980,,
US_KS_20159,10083,,
US_KS_20161,71115,,
US_KS_20163,5181,,
US_KS_20165,3307,,
US_KS_20167,6970,,
US_KS_20169,55606,,
US_KS_20171,4936,,
US_KS_20173,498365,,
US_KS_20175,22952,,
US_KS_20177,177934,,
US_KS_20179,2556,,
US_KS_20181,6010,,
US_KS_20183,3853,,
US_KS_20185,4437,,
US_KS_20187,2235,,
US_KS_20189,5724,,
US_KS_20191,24132,,
US_KS_20193,7900,,
US_KS_20195,3001,,
US_KS_20197,7053,,
US_KS_20199,1485,,
US_KS_20201,5799,,
US_KS_20203,2234,,
US_KS_20205,9409,,
US_KS_20207,3309,,
US_KS_20209,157505,,
US_KY,4339367,,
US_KY_21001,18656,,
US_KY_21003,19956,,
US_KY_21005,21421,,
US_KY_21007,8249,,
US_KY_21009,42173,,
US_KY_21011,11591,,
US_KY_21013,28691,,
US_KY_21015,118811,,
US_KY_21017,19985,,
US_KY_21019,49542,,
US_KY_21021,28432,,
US_KY_21023,8488,,
US_KY_21025,13878,,
US_KY_21027,20059,,
US_KY_21029,74319,,
US_KY_21031,12690,,
US_KY_21033,12984,,
US_KY_21035,37191,,
US_KY_21037,90336,,
US_KY_21039,5104,,
US_KY_21041,10811,,
US_KY_21043,27720,,
US_KY_21045,15955,,
US_KY_21047,73955,,
US_KY_21049,35613,,
US_KY_21051,21730,,
US_KY_21053,10272,,
US_KY_21055,9315,,
US_KY_21057,6856,,
US_KY_21059,96656,,
US_KY_21061,12161,,
US_KY_21063,7852,,
US_KY_21065,14672,,
US_KY_21067,295803,,
US_KY_21069,14348,,
US_KY_21071,39451,,
US_KY_21073,49285,,
US_KY_21075,6813,,
US_KY_21077,8589,,
US_KY_21079,16912,,
US_KY_21081,24662,,
US_KY_21083,37121,,
US_KY_21085,25746,,
US_KY_21087,11258,,
US_KY_21089,36910,,
US_KY_21091,8565,,
US_KY_21093,105543,,
US_KY_21095,29278,,
US_KY_21097,18846,,
US_KY_21099,18199,,
US_KY_21101,46250,,
US_KY_21103,15416,,
US_KY_21105,4902,,
US_KY_21107,46920,,
US_KY_21109,13494,,
US_KY_21111,741096,,
US_KY_21113,48586,,
US_KY_21115,23356,,
US_KY_21117,159720,,
US_KY_21119,16346,,
US_KY_21121,31883,,
US_KY_21123,14193,,
US_KY_21125,58849,,
US_KY_21127,15860,,
US_KY_21129,7887,,
US_KY_21131,11310,,
US_KY_21133,24519,,
US_KY_21135,13870,,
US_KY_21137,24742,,
US_KY_21139,9519,,
US_KY_21141,26835,,
US_KY_21143,8314,,
US_KY_21145,65565,,
US_KY_21147,18306,,
US_KY_21149,9531,,
US_KY_21151,82916,,
US_KY_21153,13333,,
US_KY_21155,19820,,
US_KY_21157,31448,,
US_KY_21159,12929,,
US_KY_21161,17490,,
US_KY_21163,28602,,
US_KY_21165,6306,,
US_KY_21167,21331,,
US_KY_21169,10099,,
US_KY_21171,10963,,
US_KY_21173,26499,,
US_KY_21175,13923,,
US_KY_21177,31499,,
US_KY_21179,43437,,
US_KY_21181,7135,,
US_KY_21183,23842,,
US_KY_21185,60316,,
US_KY_21187,10841,,
US_KY_21189,4755,,
US_KY_21191,14877,,
US_KY_21193,28712,,
US_KY_21195,65024,,
US_KY_21197,12613,,
US_KY_21199,63063,,
US_KY_21201,2282,,
US_KY_21203,17056,,
US_KY_21205,23333,,
US_KY_21207,17565,,
US_KY_21209,47173,,
US_KY_21211,42074,,
US_KY_21213,17327,,
US_KY_21215,17061,,
US_KY_21217,24512,,
US_KY_21219,12460,,
US_KY_21221,14339,,
US_KY_21223,8809,,
US_KY_21225,15007,,
US_KY_21227,113792,,
US_KY_21229,11717,,
US_KY_21231,20813,,
US_KY_21233,13621,,
US_KY_21235,35637,,
US_KY_21237,7355,,
US_KY_21239,24939,,
US_LA,4533372,,
US_LA_22001,61773,,
US_LA_22003,25764,,
US_LA_22005,107215,,
US_LA_22007,23421,,
US_LA_22009,42073,,
US_LA_22011,35654,,
US_LA_22013,14353,,
US_LA_22015,116979,,
US_LA_22017,254969,,
US_LA_22019,192768,,
US_LA_22021,10132,,
US_LA_22023,6839,,
US_LA_22025,10407,,
US_LA_22027,17195,,
US_LA_22029,20822,,
US_LA_22031,26656,,
US_LA_22033,440171,,
US_LA_22035,7759,,
US_LA_22037,20267,,
US_LA_22039,33984,,
US_LA_22041,20767,,
US_LA_22043,22309,,
US_LA_22045,73240,,
US_LA_22047,33387,,
US_LA_22049,16274,,
US_LA_22051,432552,,
US_LA_22053,31594,,
US_LA_22055,221578,,
US_LA_22057,96318,,
US_LA_22059,14890,,
US_LA_22061,46735,,
US_LA_22063,128026,,
US_LA_22065,12093,,
US_LA_22067,27979,,
US_LA_22069,39566,,
US_LA_22071,389617,,
US_LA_22073,153720,,
US_LA_22075,23042,,
US_LA_22077,22802,,
US_LA_22079,131613,,
US_LA_22081,9091,,
US_LA_22083,20725,,
US_LA_22085,24233,,
US_LA_22087,35897,,
US_LA_22089,52780,,
US_LA_22091,11203,,
US_LA_22093,22102,,
US_LA_22095,45924,,
US_LA_22097,83384,,
US_LA_22099,52160,,
US_LA_22101,54650,,
US_LA_22103,233740,,
US_LA_22105,121097,,
US_LA_22107,5252,,
US_LA_22109,111860,,
US_LA_22111,22721,,
US_LA_22113,57999,,
US_LA_22115,52334,,
US_LA_22117,47168,,
US_LA_22119,41207,,
US_LA_22121,23788,,
US_LA_22123,11604,,
US_LA_22125,15625,,
US_LA_22127,15313,,
US_MA,6547629,,
US_MA_25001,215888,,
US_MA_25003,131219,,
US_MA_25005,548285,,
US_MA_25007,16535,,
US_MA_25009,743159,,
US_MA_25011,71372,,
US_MA_25013,463490,,
US_MA_25015,158080,,
US_MA_25017,1503085,,
US_MA_25019,,,
US_MA_25021,670850,,
US_MA_25023,494919,,
US_MA_25025,722023,,
US_MA_25027,798552,,
US_MD,5928814,,
US_MD_24001,75087,,
US_MD_24003,537656,,
US_MD_24005,805029,,
US_MD_24009,88737,,
US_MD_24011,33066,,
US_MD_24013,167134,,
US_MD_24015,101108,,
US_MD_24017,146551,,
US_MD_24019,32618,,
US_MD_24021,225721,,
US_MD_24023,30097,,
US_MD_24025,244826,,
US_MD_24027,287085,,
US_MD_24029,20197,,
US_MD_24031,971777,,
US_MD_24033,863420,,
US_MD_24035,47798,,
US_MD_24037,105151,,
US_MD_24039,26470,,
US_MD_24041,37782,,
US_MD_24043,147430,,
US_MD_24045,98733,,
US_MD_24047,51454,,
US_MD_24510,620961,,
US_ME,1328361,,
US_ME_23001,107702,,
US_ME_23003,71870,,
US_ME_23005,281674,,
US_ME_23007,30768,,
US_ME_23009,54418,,
US_ME_23011,122151,,
US_ME_23013,39736,,
US_ME_23015,34457,,
US_ME_23017,57833,,
US_ME_23019,153923,,
US_ME_23021,17535,,
US_ME_23023,35293,,
US_ME_23025,52228,,
US_ME_23027,38786,,
US_ME_23029,32856,,
US_ME_23031,197131,,
US_MI,9883640,,
US_MI_26001,10942,,
US_MI_26003,9601,,
US_MI_26005,111408,,
US_MI_26007,29598,,
US_MI_26009,23580,,
US_MI_26011,15899,,
US_MI_26013,8860,,
US_MI_26015,59173,,
US_MI_26017,107771,,
US_MI_26019,17525,,
US_MI_26021,156813,,
US_MI_26023,45248,,
US_MI_26025,136146,,
US_MI_26027,52293,,
US_MI_26029,25949,,
US_MI_26031,26152,,
US_MI_26033,38520,,
US_MI_26035,30926,,
US_MI_26037,75382,,
US_MI_26039,14074,,
US_MI_26041,37069,,
US_MI_26043,26168,,
US_MI_26045,107759,,
US_MI_26047,32694,,
US_MI_26049,425790,,
US_MI_26051,25692,,
US_MI_26053,16427,,
US_MI_26055,86986,,
US_MI_26057,42476,,
US_MI_26059,46688,,
US_MI_26061,36628,,
US_MI_26063,33118,,
US_MI_26065,280895,,
US_MI_26067,63905,,
US_MI_26069,25887,,
US_MI_26071,11817,,
US_MI_26073,70311,,
US_MI_26075,160248,,
US_MI_26077,250331,,
US_MI_26079,17153,,
US_MI_26081,602622,,
US_MI_26083,2156,,
US_MI_26085,11539,,
US_MI_26087,88319,,
US_MI_26089,21708,,
US_MI_26091,99892,,
US_MI_26093,180967,,
US_MI_26095,6631,,
US_MI_26097,11113,,
US_MI_26099,840978,,
US_MI_26101,24733,,
US_MI_26103,67077,,
US_MI_26105,28705,,
US_MI_26107,42798,,
US_MI_26109,24029,,
US_MI_26111,83629,,
US_MI_26113,14849,,
US_MI_26115,152021,,
US_MI_26117,63342,,
US_MI_26119,9765,,
US_MI_26121,172188,,
US_MI_26123,48460,,
US_MI_26125,1202362,,
US_MI_26127,26570,,
US_MI_26129,21699,,
US_MI_26131,6780,,
US_MI_26133,23528,,
US_MI_26135,8640,,
US_MI_26137,24164,,
US_MI_26139,263801,,
US_MI_26141,13376,,
US_MI_26143,24449,,
US_MI_26145,200169,,
US_MI_26147,163040,,
US_MI_26149,61295,,
US_MI_26151,43114,,
US_MI_26153,8485,,
US_MI_26155,70648,,
US_MI_26157,55729,,
US_MI_26159,76258,,
US_MI_26161,344791,,
US_MI_26163,1820584,,
US_MI_26165,32735,,
US_MN,5303925,,
US_MN_27001,16202,,
US_MN_27003,330844,,
US_MN_27005,32504,,
US_MN_27007,44442,,
US_MN_27009,38451,,
US_MN_27011,5269,,
US_MN_27013,64013,,
US_MN_27015,25893,,
US_MN_27017,35386,,
US_MN_27019,91042,,
US_MN_27021,28567,,
US_MN_27023,12441,,
US_MN_27025,53887,,
US_MN_27027,58999,,
US_MN_27029,8695,,
US_MN_27031,5176,,
US_MN_27033,11687,,
US_MN_27035,62500,,
US_MN_27037,398552,,
US_MN_27039,20087,,
US_MN_27041,36009,,
US_MN_27043,14553,,
US_MN_27045,20866,,
US_MN_27047,31255,,
US_MN_27049,46183,,
US_MN_27051,6018,,
US_MN_27053,1152425,,
US_MN_27055,19027,,
US_MN_27057,20428,,
US_MN_27059,37816,,
US_MN_27061,45058,,
US_MN_27063,10266,,
US_MN_27065,16239,,
US_MN_27067,42239,,
US_MN_27069,4552,,
US_MN_27071,13311,,
US_MN_27073,7259,,
US_MN_27075,10866,,
US_MN_27077,4045,,
US_MN_27079,27703,,
US_MN_27081,5896,,
US_MN_27083,25857,,
US_MN_27085,36651,,
US_MN_27087,5413,,
US_MN_27089,9439,,
US_MN_27091,20840,,
US_MN_27093,23300,,
US_MN_27095,26097,,
US_MN_27097,33198,,
US_MN_27099,39163,,
US_MN_27101,8725,,
US_MN_27103,32727,,
US_MN_27105,21378,,
US_MN_27107,6852,,
US_MN_27109,144248,,
US_MN_27111,57303,,
US_MN_27113,13930,,
US_MN_27115,29750,,
US_MN_27117,9596,,
US_MN_27119,31600,,
US_MN_27121,10995,,
US_MN_27123,508640,,
US_MN_27125,4089,,
US_MN_27127,16059,,
US_MN_27129,15730,,
US_MN_27131,64142,,
US_MN_27133,9687,,
US_MN_27135,15629,,
US_MN_27137,200226,,
US_MN_27139,129928,,
US_MN_27141,88499,,
US_MN_27143,15226,,
US_MN_27145,150642,,
US_MN_27147,36576,,
US_MN_27149,9726,,
US_MN_27151,9783,,
US_MN_27153,24895,,
US_MN_27155,3558,,
US_MN_27157,21676,,
US_MN_27159,13843,,
US_MN_27161,19136,,
US_MN_27163,238136,,
US_MN_27165,11211,,
US_MN_27167,6576,,
US_MN_27169,51461,,
US_MN_27171,124700,,
US_MN_27173,10438,,
US_MO,5988927,,
US_MO_29001,25607,,
US_MO_29003,17291,,
US_MO_29005,5685,,
US_MO_29007,25529,,
US_MO_29009,35597,,
US_MO_29011,12402,,
US_MO_29013,17049,,
US_MO_29015,19056,,
US_MO_29017,12363,,
US_MO_29019,162642,,
US_MO_29021,89201,,
US_MO_29023,42794,,
US_MO_29025,9424,,
US_MO_29027,44332,,
US_MO_29029,44002,,
US_MO_29031,75674,,
US_MO_29033,9295,,
US_MO_29035,6265,,
US_MO_29037,99478,,
US_MO_29039,13982,,
US_MO_29041,7831,,
US_MO_29043,77422,,
US_MO_29045,7139,,
US_MO_29047,221939,,
US_MO_29049,20743,,
US_MO_29051,75990,,
US_MO_29053,17601,,
US_MO_29055,24696,,
US_MO_29057,7883,,
US_MO_29059,16777,,
US_MO_29061,8433,,
US_MO_29063,12892,,
US_MO_29065,15657,,
US_MO_29067,13684,,
US_MO_29069,31953,,
US_MO_29071,101492,,
US_MO_29073,15222,,
US_MO_29075,6738,,
US_MO_29077,275174,,
US_MO_29079,10261,,
US_MO_29081,8957,,
US_MO_29083,22272,,
US_MO_29085,9627,,
US_MO_29087,4912,,
US_MO_29089,10144,,
US_MO_29091,40400,,
US_MO_29093,10630,,
US_MO_29095,674158,,
US_MO_29097,117404,,
US_MO_29099,218733,,
US_MO_29101,52595,,
US_MO_29103,4131,,
US_MO_29105,35571,,
US_MO_29107,33381,,
US_MO_29109,38634,,
US_MO_29111,10211,,
US_MO_29113,52566,,
US_MO_29115,12761,,
US_MO_29117,15195,,
US_MO_29119,23083,,
US_MO_29121,15566,,
US_MO_29123,12226,,
US_MO_29125,9176,,
US_MO_29127,28781,,
US_MO_29129,3785,,
US_MO_29131,24748,,
US_MO_29133,14358,,
US_MO_29135,15607,,
US_MO_29137,8840,,
US_MO_29139,12236,,
US_MO_29141,20565,,
US_MO_29143,18956,,
US_MO_29145,58114,,
US_MO_29147,23370,,
US_MO_29149,10881,,
US_MO_29151,13878,,
US_MO_29153,9723,,
US_MO_29155,18296,,
US_MO_29157,18971,,
US_MO_29159,42201,,
US_MO_29161,45156,,
US_MO_29163,18516,,
US_MO_29165,89322,,
US_MO_29167,31137,,
US_MO_29169,52274,,
US_MO_29171,4979,,
US_MO_29173,10167,,
US_MO_29175,25414,,
US_MO_29177,23494,,
US_MO_29179,6696,,
US_MO_29181,14100,,
US_MO_29183,360485,,
US_MO_29185,9805,,
US_MO_29186,18145,,
US_MO_29187,65359,,
US_MO_29189,998954,,
US_MO_29195,23370,,
US_MO_29197,4431,,
US_MO_29199,4843,,
US_MO_29201,39191,,
US_MO_29203,8441,,
US_MO_29205,6373,,
US_MO_29207,29968,,
US_MO_29209,32202,,
US_MO_29211,6714,,
US_MO_29213,51675,,
US_MO_29215,26008,,
US_MO_29217,21159,,
US_MO_29219,32513,,
US_MO_29221,25195,,
US_MO_29223,13521,,
US_MO_29225,36202,,
US_MO_29227,2171,,
US_MO_29229,18815,,
US_MO_29510,319294,,
US_MP,10070,,
US_MS,2967297,,
US_MS_28001,32297,,
US_MS_28003,37057,,
US_MS_28005,13131,,
US_MS_28007,19564,,
US_MS_28009,8729,,
US_MS_28011,34145,,
US_MS_28013,14962,,
US_MS_28015,10597,,
US_MS_28017,17392,,
US_MS_28019,8547,,
US_MS_28021,9604,,
US_MS_28023,16732,,
US_MS_28025,20634,,
US_MS_28027,26151,,
US_MS_28029,29449,,
US_MS_28031,19568,,
US_MS_28033,161252,,
US_MS_28035,74934,,
US_MS_28037,8118,,
US_MS_28039,22578,,
US_MS_28041,14400,,
US_MS_28043,21906,,
US_MS_28045,43929,,
US_MS_28047,187105,,
US_MS_28049,245285,,
US_MS_28051,19198,,
US_MS_28053,9375,,
US_MS_28055,1406,,
US_MS_28057,23401,,
US_MS_28059,139668,,
US_MS_28061,17062,,
US_MS_28063,7726,,
US_MS_28065,12487,,
US_MS_28067,67761,,
US_MS_28069,10456,,
US_MS_28071,47351,,
US_MS_28073,55658,,
US_MS_28075,80261,,
US_MS_28077,12929,,
US_MS_28079,23805,,
US_MS_28081,82910,,
US_MS_28083,32317,,
US_MS_28085,34869,,
US_MS_28087,59779,,
US_MS_28089,95203,,
US_MS_28091,27088,,
US_MS_28093,37144,,
US_MS_28095,36989,,
US_MS_28097,10925,,
US_MS_28099,29676,,
US_MS_28101,21720,,
US_MS_28103,11545,,
US_MS_28105,47671,,
US_MS_28107,34707,,
US_MS_28109,55834,,
US_MS_28111,12250,,
US_MS_28113,40404,,
US_MS_28115,29957,,
US_MS_28117,25276,,
US_MS_28119,8223,,
US_MS_28121,141617,,
US_MS_28123,28264,,
US_MS_28125,4916,,
US_MS_28127,27503,,
US_MS_28129,16491,,
US_MS_28131,17786,,
US_MS_28133,29450,,
US_MS_28135,15378,,
US_MS_28137,28886,,
US_MS_28139,22232,,
US_MS_28141,19593,,
US_MS_28143,10778,,
US_MS_28145,27134,,
US_MS_28147,15443,,
US_MS_28149,48773,,
US_MS_28151,51137,,
US_MS_28153,20747,,
US_MS_28155,10253,,
US_MS_28157,9878,,
US_MS_28159,19198,,
US_MS_28161,12678,,
US_MS_28163,28065,,
US_MT,989415,,
US_MT_30001,9246,,
US_MT_30003,12865,,
US_MT_30005,6491,,
US_MT_30007,5612,,
US_MT_30009,10078,,
US_MT_30011,1160,,
US_MT_30013,81327,,
US_MT_30015,5813,,
US_MT_30017,11699,,
US_MT_30019,1751,,
US_MT_30021,8966,,
US_MT_30023,9298,,
US_MT_30025,2890,,
US_MT_30027,11586,,
US_MT_30029,90928,,
US_MT_30031,89513,,
US_MT_30033,1206,,
US_MT_30035,13399,,
US_MT_30037,884,,
US_MT_30039,3079,,
US_MT_30041,16096,,
US_MT_30043,11406,,
US_MT_30045,2072,,
US_MT_30047,28746,,
US_MT_30049,63395,,
US_MT_30051,2339,,
US_MT_30053,19687,,
US_MT_30055,1734,,
US_MT_30057,7691,,
US_MT_30059,1891,,
US_MT_30061,4223,,
US_MT_30063,109299,,
US_MT_30065,4538,,
US_MT_30067,15636,,
US_MT_30069,494,,
US_MT_30071,4253,,
US_MT_30073,6153,,
US_MT_30075,1743,,
US_MT_30077,7027,,
US_MT_30079,1179,,
US_MT_30081,40212,,
US_MT_30083,9746,,
US_MT_30085,10425,,
US_MT_30087,9233,,
US_MT_30089,11413,,
US_MT_30091,3384,,
US_MT_30093,34200,,
US_MT_30095,9117,,
US_MT_30097,3651,,
US_MT_30099,6073,,
US_MT_30101,5324,,
US_MT_30103,718,,
US_MT_30105,7369,,
US_MT_30107,2168,,
US_MT_30109,1017,,
US_MT_30111,147972,,
US_NC,9535483,,
US_NC_37001,151131,,
US_NC_37003,37198,,
US_NC_37005,11155,,
US_NC_37007,26948,,
US_NC_37009,27281,,
US_NC_37011,17797,,
US_NC_37013,47759,,
US_NC_37015,21282,,
US_NC_37017,35190,,
US_NC_37019,107431,,
US_NC_37021,238318,,
US_NC_37023,90912,,
US_NC_37025,178011,,
US_NC_37027,83029,,
US_NC_37029,9980,,
US_NC_37031,66469,,
US_NC_37033,23719,,
US_NC_37035,154358,,
US_NC_37037,63505,,
US_NC_37039,27444,,
US_NC_37041,14793,,
US_NC_37043,10587,,
US_NC_37045,98078,,
US_NC_37047,58098,,
US_NC_37049,103505,,
US_NC_37051,319431,,
US_NC_37053,23547,,
US_NC_37055,33920,,
US_NC_37057,162878,,
US_NC_37059,41240,,
US_NC_37061,58505,,
US_NC_37063,267587,,
US_NC_37065,56552,,
US_NC_37067,350670,,
US_NC_37069,60619,,
US_NC_37071,206086,,
US_NC_37073,12197,,
US_NC_37075,8861,,
US_NC_37077,59916,,
US_NC_37079,21362,,
US_NC_37081,488406,,
US_NC_37083,54691,,
US_NC_37085,114678,,
US_NC_37087,59036,,
US_NC_37089,106740,,
US_NC_37091,24669,,
US_NC_37093,46952,,
US_NC_37095,5810,,
US_NC_37097,159437,,
US_NC_37099,40271,,
US_NC_37101,168878,,
US_NC_37103,10153,,
US_NC_37105,57866,,
US_NC_37107,59495,,
US_NC_37109,78265,,
US_NC_37111,44996,,
US_NC_37113,33922,,
US_NC_37115,20764,,
US_NC_37117,24505,,
US_NC_37119,919628,,
US_NC_37121,15579,,
US_NC_37123,27798,,
US_NC_37125,88247,,
US_NC_37127,95840,,
US_NC_37129,202667,,
US_NC_37131,22099,,
US_NC_37133,177772,,
US_NC_37135,133801,,
US_NC_37137,13144,,
US_NC_37139,40661,,
US_NC_37141,52217,,
US_NC_37143,13453,,
US_NC_37145,39464,,
US_NC_37147,168148,,
US_NC_37149,20510,,
US_NC_37151,141752,,
US_NC_37153,46639,,
US_NC_37155,134168,,
US_NC_37157,93643,,
US_NC_37159,138428,,
US_NC_37161,67810,,
US_NC_37163,63431,,
US_NC_37165,36157,,
US_NC_37167,60585,,
US_NC_37169,47401,,
US_NC_37171,73673,,
US_NC_37173,13981,,
US_NC_37175,33090,,
US_NC_37177,4407,,
US_NC_37179,201292,,
US_NC_37181,45422,,
US_NC_37183,900993,,
US_NC_37185,20972,,
US_NC_37187,13228,,
US_NC_37189,51079,,
US_NC_37191,122623,,
US_NC_37193,69340,,
US_NC_37195,81234,,
US_NC_37197,38406,,
US_NC_37199,17818,,
US_ND,672591,,
US_ND_38001,2343,,
US_ND_38003,11066,,
US_ND_38005,6660,,
US_ND_38007,783,,
US_ND_38009,6429,,
US_ND_38011,3151,,
US_ND_38013,1968,,
US_ND_38015,81308,,
US_ND_38017,149778,,
US_ND_38019,3993,,
US_ND_38021,5289,,
US_ND_38023,2071,,
US_ND_38025,3536,,
US_ND_38027,2385,,
US_ND_38029,3550,,
US_ND_38031,3343,,
US_ND_38033,1680,,
US_ND_38035,66861,,
US_ND_38037,2394,,
US_ND_38039,2420,,
US_ND_38041,2477,,
US_ND_38043,2435,,
US_ND_38045,4139,,
US_ND_38047,1990,,
US_ND_38049,5395,,
US_ND_38051,2809,,
US_ND_38053,6360,,
US_ND_38055,8962,,
US_ND_38057,8424,,
US_ND_38059,27471,,
US_ND_38061,7673,,
US_ND_38063,3126,,
US_ND_38065,1846,,
