Date,CountryCode,CountryName,RegionCode,RegionName,Confirmed,Deaths,Latitude,Longitude,Population
2020-03-12,US,United States of America,TX,Texas,23,,31.0545,-97.5635,
2020-03-12,US,United States of America,UT,Utah,4,,40.15,-111.8624,
2020-03-12,US,United States of America,VA,Virginia,17,,37.7693,-78.17,
2020-03-12,US,United States of America,VT,Vermont,2,,44.0459,-72.7107,
2020-03-12,US,United States of America,WA,Washington,337,29,47.4009,-121.4905,
2020-03-12,US,United States of America,WI,Wisconsin,8,,43.0186,-89.5498,
2020-03-12,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-12,US,United States of America,WY,Wyoming,1,,42.756,-107.3025,
2020-03-13,US,United States of America,AK,Alaska,1,,61.3707,-152.4044,
2020-03-13,US,United States of America,AL,Alabama,1,,32.3182,-86.9023,
2020-03-13,US,United States of America,AR,Arkansas,9,,34.9697,-92.3731,
2020-03-13,US,United States of America,AZ,Arizona,9,0,33.7298,-111.4312,
2020-03-13,US,United States of America,CA,California,202,4,36.1162,-119.6816,
2020-03-13,US,United States of America,CO,Colorado,72,,39.0598,-105.3111,
2020-03-13,US,United States of America,CT,Connecticut,6,,41.5978,-72.7554,
2020-03-13,US,United States of America,DC,District of Columbia,10,,38.8974,-77.0268,
2020-03-13,US,United States of America,DE,Delaware,4,,39.3185,-75.5071,
2020-03-13,US,United States of America,FL,Florida,50,2,27.7663,-81.6868,
2020-03-13,US,United States of America,GA,Georgia,42,1,33.0406,-83.6431,
2020-03-13,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-13,US,United States of America,IA,Iowa,16,,42.0115,-93.2105,
2020-03-13,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-13,US,United States of America,IL,Illinois,32,,40.3495,-88.9861,
2020-03-13,US,United States of America,IN,Indiana,12,,39.8494,-86.2583,
2020-03-13,US,United States of America,KS,Kansas,6,,38.5266,-96.7265,
2020-03-13,US,United States of America,KY,Kentucky,11,,37.6681,-84.6701,
2020-03-13,US,United States of America,LA,Louisiana,36,,31.1695,-91.8678,
2020-03-13,US,United States of America,MA,Massachusetts,123,,42.2302,-71.5301,
2020-03-13,US,United States of America,MD,Maryland,17,,39.0639,-76.8021,
2020-03-13,US,United States of America,ME,Maine,3,,44.6939,-69.3819,
2020-03-13,US,United States of America,MI,Michigan,16,,43.3266,-84.5361,
2020-03-13,US,United States of America,MN,Minnesota,14,,44.8254,-93.7842,
2020-03-13,US,United States of America,MO,Missouri,2,,38.4561,-92.2884,
2020-03-13,US,United States of America,MS,Mississippi,4,,32.7416,-89.6787,
2020-03-13,US,United States of America,MT,Montana,1,,46.9219,-110.4544,
2020-03-13,US,United States of America,NC,North Carolina,15,,35.6301,-79.8064,
2020-03-13,US,United States of America,ND,North Dakota,1,0,47.5289,-99.784,
2020-03-13,US,United States of America,NE,Nebraska,13,,41.3148,-96.1951,
2020-03-13,US,United States of America,NH,New Hampshire,6,,42.9931,-71.0498,
2020-03-13,US,United States of America,NJ,New Jersey,50,1,40.2989,-74.521,
2020-03-13,US,United States of America,NM,New Mexico,10,,34.8405,-106.2485,
2020-03-13,US,United States of America,NV,Nevada,11,,38.3135,-117.0554,
2020-03-13,US,United States of America,NY,New York,421,,42.1657,-74.9481,
2020-03-13,US,United States of America,OH,Ohio,13,,40.3888,-82.7649,
2020-03-13,US,United States of America,OK,Oklahoma,3,,35.5653,-96.9289,
2020-03-13,US,United States of America,OR,Oregon,30,,43.1261,-123.2492,
2020-03-13,US,United States of America,PA,Pennsylvania,33,,40.5908,-77.2098,
2020-03-13,US,United States of America,RI,Rhode Island,14,,41.8882,-71.4774,
2020-03-13,US,United States of America,SC,South Caroline,12,,33.8569,-80.945,
2020-03-13,US,United States of America,SD,South Dakota,9,,43.8901,-102.2548,
2020-03-13,US,United States of America,TN,Tennessee,26,,35.7478,-86.6923,
2020-03-13,US,United States of America,TX,Texas,39,,31.0545,-97.5635,
2020-03-13,US,United States of America,UT,Utah,6,,40.15,-111.8624,
2020-03-13,US,United States of America,VA,Virginia,30,,37.7693,-78.17,
2020-03-13,US,United States of America,VT,Vermont,2,,44.0459,-72.7107,
2020-03-13,US,United States of America,WA,Washington,457,31,47.4009,-121.4905,
2020-03-13,US,United States of America,WI,Wisconsin,19,,43.0186,-89.5498,
2020-03-13,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-13,US,United States of America,WY,Wyoming,1,,42.756,-107.3025,
2020-03-14,US,United States of America,AK,Alaska,1,,61.3707,-152.4044,
2020-03-14,US,United States of America,AL,Alabama,6,,32.3182,-86.9023,
2020-03-14,US,United States of America,AR,Arkansas,12,,34.9697,-92.3731,
2020-03-14,US,United States of America,AZ,Arizona,12,0,33.7298,-111.4312,
2020-03-14,US,United States of America,CA,California,252,5,36.1162,-119.6816,
2020-03-14,US,United States of America,CO,Colorado,101,1,39.0598,-105.3111,
2020-03-14,US,United States of America,CT,Connecticut,11,,41.5978,-72.7554,
2020-03-14,US,United States of America,DC,District of Columbia,10,,38.8974,-77.0268,
2020-03-14,US,United States of America,DE,Delaware,6,,39.3185,-75.5071,
2020-03-14,US,United States of America,FL,Florida,77,3,27.7663,-81.6868,
2020-03-14,US,United States of America,GA,Georgia,66,1,33.0406,-83.6431,
2020-03-14,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-14,US,United States of America,IA,Iowa,17,,42.0115,-93.2105,
2020-03-14,US,United States of America,ID,Idaho,2,,44.2405,-114.4788,
2020-03-14,US,United States of America,IL,Illinois,46,,40.3495,-88.9861,
2020-03-14,US,United States of America,IN,Indiana,15,0,39.8494,-86.2583,
2020-03-14,US,United States of America,KS,Kansas,6,1,38.5266,-96.7265,
2020-03-14,US,United States of America,KY,Kentucky,14,,37.6681,-84.6701,
2020-03-14,US,United States of America,LA,Louisiana,69,,31.1695,-91.8678,
2020-03-14,US,United States of America,MA,Massachusetts,138,,42.2302,-71.5301,
2020-03-14,US,United States of America,MD,Maryland,26,,39.0639,-76.8021,
2020-03-14,US,United States of America,ME,Maine,3,,44.6939,-69.3819,
2020-03-14,US,United States of America,MI,Michigan,25,,43.3266,-84.5361,
2020-03-14,US,United States of America,MN,Minnesota,21,,44.8254,-93.7842,
2020-03-14,US,United States of America,MO,Missouri,4,0,38.4561,-92.2884,
2020-03-14,US,United States of America,MS,Mississippi,6,,32.7416,-89.6787,
2020-03-14,US,United States of America,MT,Montana,5,,46.9219,-110.4544,
2020-03-14,US,United States of America,NC,North Carolina,23,,35.6301,-79.8064,
2020-03-14,US,United States of America,ND,North Dakota,1,0,47.5289,-99.784,
2020-03-14,US,United States of America,NE,Nebraska,14,,41.3148,-96.1951,
2020-03-14,US,United States of America,NH,New Hampshire,7,,42.9931,-71.0498,
2020-03-14,US,United States of America,NJ,New Jersey,50,1,40.2989,-74.521,
2020-03-14,US,United States of America,NM,New Mexico,10,,34.8405,-106.2485,
2020-03-14,US,United States of America,NV,Nevada,20,,38.3135,-117.0554,
2020-03-14,US,United States of America,NY,New York,524,,42.1657,-74.9481,
2020-03-14,US,United States of America,OH,Ohio,13,,40.3888,-82.7649,
2020-03-14,US,United States of America,OK,Oklahoma,4,,35.5653,-96.9289,
2020-03-14,US,United States of America,OR,Oregon,30,,43.1261,-123.2492,
2020-03-14,US,United States of America,PA,Pennsylvania,47,,40.5908,-77.2098,
2020-03-14,US,United States of America,RI,Rhode Island,20,,41.8882,-71.4774,
2020-03-14,US,United States of America,SC,South Caroline,13,,33.8569,-80.945,
2020-03-14,US,United States of America,SD,South Dakota,9,,43.8901,-102.2548,
2020-03-14,US,United States of America,TN,Tennessee,32,,35.7478,-86.6923,
2020-03-14,US,United States of America,TX,Texas,51,,31.0545,-97.5635,
2020-03-14,US,United States of America,UT,Utah,6,,40.15,-111.8624,
2020-03-14,US,United States of America,VA,Virginia,30,,37.7693,-78.17,
2020-03-14,US,United States of America,VT,Vermont,4,,44.0459,-72.7107,
2020-03-14,US,United States of America,WA,Washington,568,37,47.4009,-121.4905,
2020-03-14,US,United States of America,WI,Wisconsin,19,,43.0186,-89.5498,
2020-03-14,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-14,US,United States of America,WY,Wyoming,2,,42.756,-107.3025,
2020-03-15,US,United States of America,AK,Alaska,1,,61.3707,-152.4044,
2020-03-15,US,United States of America,AL,Alabama,12,0,32.3182,-86.9023,
2020-03-15,US,United States of America,AR,Arkansas,16,,34.9697,-92.3731,
2020-03-15,US,United States of America,AZ,Arizona,12,0,33.7298,-111.4312,
2020-03-15,US,United States of America,CA,California,293,5,36.1162,-119.6816,
2020-03-15,US,United States of America,CO,Colorado,131,1,39.0598,-105.3111,
2020-03-15,US,United States of America,CT,Connecticut,20,,41.5978,-72.7554,
2020-03-15,US,United States of America,DC,District of Columbia,16,,38.8974,-77.0268,
2020-03-15,US,United States of America,DE,Delaware,6,,39.3185,-75.5071,
2020-03-15,US,United States of America,FL,Florida,116,4,27.7663,-81.6868,
2020-03-15,US,United States of America,GA,Georgia,99,1,33.0406,-83.6431,
2020-03-15,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-15,US,United States of America,IA,Iowa,18,,42.0115,-93.2105,
2020-03-15,US,United States of America,ID,Idaho,5,,44.2405,-114.4788,
2020-03-15,US,United States of America,IL,Illinois,64,,40.3495,-88.9861,
2020-03-15,US,United States of America,IN,Indiana,19,0,39.8494,-86.2583,
2020-03-15,US,United States of America,KS,Kansas,8,1,38.5266,-96.7265,
2020-03-15,US,United States of America,KY,Kentucky,16,,37.6681,-84.6701,
2020-03-15,US,United States of America,LA,Louisiana,91,2,31.1695,-91.8678,
2020-03-15,US,United States of America,MA,Massachusetts,138,,42.2302,-71.5301,
2020-03-15,US,United States of America,MD,Maryland,31,,39.0639,-76.8021,
2020-03-15,US,United States of America,ME,Maine,3,,44.6939,-69.3819,
2020-03-15,US,United States of America,MI,Michigan,33,,43.3266,-84.5361,
2020-03-15,US,United States of America,MN,Minnesota,35,,44.8254,-93.7842,
2020-03-15,US,United States of America,MO,Missouri,5,0,38.4561,-92.2884,
2020-03-15,US,United States of America,MS,Mississippi,10,,32.7416,-89.6787,
2020-03-15,US,United States of America,MT,Montana,7,,46.9219,-110.4544,
2020-03-15,US,United States of America,NC,North Carolina,32,,35.6301,-79.8064,
2020-03-15,US,United States of America,ND,North Dakota,1,0,47.5289,-99.784,
2020-03-15,US,United States of America,NE,Nebraska,17,,41.3148,-96.1951,
2020-03-15,US,United States of America,NH,New Hampshire,13,,42.9931,-71.0498,
2020-03-15,US,United States of America,NJ,New Jersey,98,2,40.2989,-74.521,
2020-03-15,US,United States of America,NM,New Mexico,13,,34.8405,-106.2485,
2020-03-15,US,United States of America,NV,Nevada,21,,38.3135,-117.0554,
2020-03-15,US,United States of America,NY,New York,729,3,42.1657,-74.9481,
2020-03-15,US,United States of America,OH,Ohio,36,,40.3888,-82.7649,
2020-03-15,US,United States of America,OK,Oklahoma,9,,35.5653,-96.9289,
2020-03-15,US,United States of America,OR,Oregon,36,,43.1261,-123.2492,
2020-03-15,US,United States of America,PA,Pennsylvania,63,,40.5908,-77.2098,
2020-03-15,US,United States of America,RI,Rhode Island,20,,41.8882,-71.4774,
2020-03-15,US,United States of America,SC,South Caroline,19,,33.8569,-80.945,
2020-03-15,US,United States of America,SD,South Dakota,9,,43.8901,-102.2548,
2020-03-15,US,United States of America,TN,Tennessee,39,,35.7478,-86.6923,
2020-03-15,US,United States of America,TX,Texas,56,,31.0545,-97.5635,
2020-03-15,US,United States of America,UT,Utah,28,0,40.15,-111.8624,
2020-03-15,US,United States of America,VA,Virginia,45,1,37.7693,-78.17,
2020-03-15,US,United States of America,VT,Vermont,4,,44.0459,-72.7107,
2020-03-15,US,United States of America,WA,Washington,642,40,47.4009,-121.4905,
2020-03-15,US,United States of America,WI,Wisconsin,33,,43.0186,-89.5498,
2020-03-15,US,United States of America,WV,West Virginia,0,0,38.4912,-80.9545,
2020-03-15,US,United States of America,WY,Wyoming,3,,42.756,-107.3025,
2020-03-16,US,United States of America,AK,Alaska,1,,61.3707,-152.4044,
2020-03-16,US,United States of America,AL,Alabama,28,0,32.3182,-86.9023,
2020-03-16,US,United States of America,AR,Arkansas,22,,34.9697,-92.3731,
2020-03-16,US,United States of America,AZ,Arizona,18,0,33.7298,-111.4312,
2020-03-16,US,United States of America,CA,California,335,6,36.1162,-119.6816,
2020-03-16,US,United States of America,CO,Colorado,131,1,39.0598,-105.3111,
2020-03-16,US,United States of America,CT,Connecticut,26,,41.5978,-72.7554,
2020-03-16,US,United States of America,DC,District of Columbia,17,,38.8974,-77.0268,
2020-03-16,US,United States of America,DE,Delaware,8,,39.3185,-75.5071,
2020-03-16,US,United States of America,FL,Florida,141,4,27.7663,-81.6868,
2020-03-16,US,United States of America,GA,Georgia,121,1,33.0406,-83.6431,
2020-03-16,US,United States of America,HI,Hawaii,7,,21.0943,-157.4983,
2020-03-16,US,United States of America,IA,Iowa,22,,42.0115,-93.2105,
2020-03-16,US,United States of America,ID,Idaho,5,,44.2405,-114.4788,
2020-03-16,US,United States of America,IL,Illinois,93,,40.3495,-88.9861,
2020-03-16,US,United States of America,IN,Indiana,24,1,39.8494,-86.2583,
2020-03-16,US,United States of America,KS,Kansas,11,1,38.5266,-96.7265,
2020-03-16,US,United States of America,KY,Kentucky,21,1,37.6681,-84.6701,
2020-03-16,US,United States of America,LA,Louisiana,114,2,31.1695,-91.8678,
2020-03-16,US,United States of America,MA,Massachusetts,164,,42.2302,-71.5301,
2020-03-16,US,United States of America,MD,Maryland,37,,39.0639,-76.8021,
2020-03-16,US,United States of America,ME,Maine,17,,44.6939,-69.3819,
2020-03-16,US,United States of America,MI,Michigan,53,,43.3266,-84.5361,
2020-03-16,US,United States of America,MN,Minnesota,54,,44.8254,-93.7842,
2020-03-16,US,United States of America,MO,Missouri,6,0,38.4561,-92.2884,
2020-03-16,US,United States of America,MS,Mississippi,12,,32.7416,-89.6787,
2020-03-16,US,United States of America,MT,Montana,7,,46.9219,-110.4544,
2020-03-16,US,United States of America,NC,North Carolina,33,0,35.6301,-79.8064,
2020-03-16,US,United States of America,ND,North Dakota,1,0,47.5289,-99.784,
2020-03-16,US,United States of America,NE,Nebraska,18,,41.3148,-96.1951,
2020-03-16,US,United States of America,NH,New Hampshire,13,,42.9931,-71.0498,
2020-03-16,US,United States of America,NJ,New Jersey,178,2,40.2989,-74.521,
2020-03-16,US,United States of America,NM,New Mexico,17,,34.8405,-106.2485,
2020-03-16,US,United States of America,NV,Nevada,45,1,38.3135,-117.0554,
2020-03-16,US,United States of America,NY,New York,950,7,42.1657,-74.9481,
2020-03-16,US,United States of America,OH,Ohio,50,,40.3888,-82.7649,
2020-03-16,US,United States of America,OK,Oklahoma,10,,35.5653,-96.9289,
2020-03-16,US,United States of America,OR,Oregon,39,,43.1261,-123.2492,
2020-03-16,US,United States of America,PA,Pennsylvania,76,,40.5908,-77.2098,
2020-03-16,US,United States of America,RI,Rhode Island,21,,41.8882,-71.4774,
2020-03-16,US,United States of America,SC,South Caroline,28,1,33.8569,-80.945,
2020-03-16,US,United States of America,SD,South Dakota,10,,43.8901,-102.2548,
2020-03-16,US,United States of America,TN,Tennessee,52,,35.7478,-86.6923,
2020-03-16,US,United States of America,TX,Texas,57,,31.0545,-97.5635,
2020-03-16,US,United States of America,UT,Utah,39,0,40.15,-111.8624,
2020-03-16,US,United States of America,VA,Virginia,51,1,37.7693,-78.17,
2020-03-16,US,United States of America,VT,Vermont,8,,44.0459,-72.7107,
2020-03-16,US,United States of America,WA,Washington,769,42,47.4009,-121.4905,
2020-03-16,US,United States of America,WI,Wisconsin,47,,43.0186,-89.5498,
2020-03-16,US,United States of America,WV,West Virginia,0,0,38.4912,-80.9545,
2020-03-16,US,United States of America,WY,Wyoming,3,,42.756,-107.3025,
2020-03-17,US,United States of America,AK,Alaska,3,,61.3707,-152.4044,
2020-03-17,US,United States of America,AL,Alabama,36,0,32.3182,-86.9023,
2020-03-17,US,United States of America,AR,Arkansas,22,,34.9697,-92.3731,
2020-03-17,US,United States of America,AZ,Arizona,20,0,33.7298,-111.4312,
2020-03-17,US,United States of America,CA,California,483,11,36.1162,-119.6816,
2020-03-17,US,United States of America,CO,Colorado,160,1,39.0598,-105.3111,
2020-03-17,US,United States of America,CT,Connecticut,41,,41.5978,-72.7554,
2020-03-17,US,United States of America,DC,District of Columbia,22,,38.8974,-77.0268,
2020-03-17,US,United States of America,DE,Delaware,16,,39.3185,-75.5071,
2020-03-17,US,United States of America,FL,Florida,186,6,27.7663,-81.6868,
2020-03-17,US,United States of America,GA,Georgia,146,1,33.0406,-83.6431,
2020-03-17,US,United States of America,HI,Hawaii,10,,21.0943,-157.4983,
2020-03-17,US,United States of America,IA,Iowa,23,,42.0115,-93.2105,
2020-03-17,US,United States of America,ID,Idaho,7,,44.2405,-114.4788,
2020-03-17,US,United States of America,IL,Illinois,160,1,40.3495,-88.9861,
2020-03-17,US,United States of America,IN,Indiana,30,2,39.8494,-86.2583,
2020-03-17,US,United States of America,KS,Kansas,15,1,38.5266,-96.7265,
2020-03-17,US,United States of America,KY,Kentucky,22,1,37.6681,-84.6701,
2020-03-17,US,United States of America,LA,Louisiana,171,4,31.1695,-91.8678,
2020-03-17,US,United States of America,MA,Massachusetts,218,,42.2302,-71.5301,
2020-03-17,US,United States of America,MD,Maryland,57,,39.0639,-76.8021,
2020-03-17,US,United States of America,ME,Maine,32,,44.6939,-69.3819,
2020-03-17,US,United States of America,MI,Michigan,65,,43.3266,-84.5361,
2020-03-17,US,United States of America,MN,Minnesota,60,,44.8254,-93.7842,
2020-03-17,US,United States of America,MO,Missouri,8,0,38.4561,-92.2884,
2020-03-17,US,United States of America,MS,Mississippi,21,,32.7416,-89.6787,
2020-03-17,US,United States of America,MT,Montana,8,,46.9219,-110.4544,
2020-03-17,US,United States of America,NC,North Carolina,40,0,35.6301,-79.8064,
2020-03-17,US,United States of America,ND,North Dakota,3,0,47.5289,-99.784,
2020-03-17,US,United States of America,NE,Nebraska,21,,41.3148,-96.1951,
2020-03-17,US,United States of America,NH,New Hampshire,17,,42.9931,-71.0498,
2020-03-17,US,United States of America,NJ,New Jersey,267,3,40.2989,-74.521,
2020-03-17,US,United States of America,NM,New Mexico,23,,34.8405,-106.2485,
2020-03-17,US,United States of America,NV,Nevada,55,1,38.3135,-117.0554,
2020-03-17,US,United States of America,NY,New York,1700,7,42.1657,-74.9481,
2020-03-17,US,United States of America,OH,Ohio,67,,40.3888,-82.7649,
2020-03-17,US,United States of America,OK,Oklahoma,17,,35.5653,-96.9289,
2020-03-17,US,United States of America,OR,Oregon,47,,43.1261,-123.2492,
2020-03-17,US,United States of America,PA,Pennsylvania,96,,40.5908,-77.2098,
2020-03-17,US,United States of America,RI,Rhode Island,21,,41.8882,-71.4774,
2020-03-17,US,United States of America,SC,South Caroline,33,1,33.8569,-80.945,
2020-03-17,US,United States of America,SD,South Dakota,11,,43.8901,-102.2548,
2020-03-17,US,United States of America,TN,Tennessee,73,,35.7478,-86.6923,
2020-03-17,US,United States of America,TX,Texas,64,1,31.0545,-97.5635,
2020-03-17,US,United States of America,UT,Utah,51,0,40.15,-111.8624,
2020-03-17,US,United States of America,VA,Virginia,67,1,37.7693,-78.17,
2020-03-17,US,United States of America,VT,Vermont,10,,44.0459,-72.7107,
2020-03-17,US,United States of America,WA,Washington,904,48,47.4009,-121.4905,
2020-03-17,US,United States of America,WI,Wisconsin,72,,43.0186,-89.5498,
2020-03-17,US,United States of America,WV,West Virginia,0,0,38.4912,-80.9545,
2020-03-17,US,United States of America,WY,Wyoming,10,,42.756,-107.3025,
2020-03-18,US,United States of America,AK,Alaska,6,,61.3707,-152.4044,
2020-03-18,US,United States of America,AL,Alabama,46,0,32.3182,-86.9023,
2020-03-18,US,United States of America,AR,Arkansas,33,,34.9697,-92.3731,
2020-03-18,US,United States of America,AZ,Arizona,28,0,33.7298,-111.4312,
2020-03-18,US,United States of America,CA,California,611,13,36.1162,-119.6816,
2020-03-18,US,United States of America,CO,Colorado,183,2,39.0598,-105.3111,
2020-03-18,US,United States of America,CT,Connecticut,68,,41.5978,-72.7554,
2020-03-18,US,United States of America,DC,District of Columbia,31,,38.8974,-77.0268,
2020-03-18,US,United States of America,DE,Delaware,25,,39.3185,-75.5071,
2020-03-18,US,United States of America,FL,Florida,314,7,27.7663,-81.6868,
2020-03-18,US,United States of America,GA,Georgia,197,1,33.0406,-83.6431,
2020-03-18,US,United States of America,HI,Hawaii,14,,21.0943,-157.4983,
2020-03-18,US,United States of America,IA,Iowa,29,,42.0115,-93.2105,
2020-03-18,US,United States of America,ID,Idaho,9,,44.2405,-114.4788,
2020-03-18,US,United States of America,IL,Illinois,289,1,40.3495,-88.9861,
2020-03-18,US,United States of America,IN,Indiana,39,2,39.8494,-86.2583,
2020-03-18,US,United States of America,KS,Kansas,16,1,38.5266,-96.7265,
2020-03-18,US,United States of America,KY,Kentucky,26,1,37.6681,-84.6701,
2020-03-18,US,United States of America,LA,Louisiana,240,6,31.1695,-91.8678,
2020-03-18,US,United States of America,MA,Massachusetts,256,,42.2302,-71.5301,
2020-03-18,US,United States of America,MD,Maryland,85,,39.0639,-76.8021,
2020-03-18,US,United States of America,ME,Maine,43,,44.6939,-69.3819,
2020-03-18,US,United States of America,MI,Michigan,80,,43.3266,-84.5361,
2020-03-18,US,United States of America,MN,Minnesota,77,,44.8254,-93.7842,
2020-03-18,US,United States of America,MO,Missouri,13,0,38.4561,-92.2884,
2020-03-18,US,United States of America,MS,Mississippi,34,,32.7416,-89.6787,
2020-03-18,US,United States of America,MT,Montana,10,,46.9219,-110.4544,
2020-03-18,US,United States of America,NC,North Carolina,63,0,35.6301,-79.8064,
2020-03-18,US,United States of America,ND,North Dakota,6,0,47.5289,-99.784,
2020-03-18,US,United States of America,NE,Nebraska,24,,41.3148,-96.1951,
2020-03-18,US,United States of America,NH,New Hampshire,26,,42.9931,-71.0498,
2020-03-18,US,United States of America,NJ,New Jersey,427,5,40.2989,-74.521,
2020-03-18,US,United States of America,NM,New Mexico,28,,34.8405,-106.2485,
2020-03-18,US,United States of America,NV,Nevada,55,1,38.3135,-117.0554,
2020-03-18,US,United States of America,NY,New York,2382,12,42.1657,-74.9481,
2020-03-18,US,United States of America,OH,Ohio,88,,40.3888,-82.7649,
2020-03-18,US,United States of America,OK,Oklahoma,29,,35.5653,-96.9289,
2020-03-18,US,United States of America,OR,Oregon,75,3,43.1261,-123.2492,
2020-03-18,US,United States of America,PA,Pennsylvania,133,,40.5908,-77.2098,
2020-03-18,US,United States of America,RI,Rhode Island,33,,41.8882,-71.4774,
2020-03-18,US,United States of America,SC,South Caroline,60,1,33.8569,-80.945,
2020-03-18,US,United States of America,SD,South Dakota,11,1,43.8901,-102.2548,
2020-03-18,US,United States of America,TN,Tennessee,98,,35.7478,-86.6923,
2020-03-18,US,United States of America,TX,Texas,83,2,31.0545,-97.5635,
2020-03-18,US,United States of America,UT,Utah,63,0,40.15,-111.8624,
2020-03-18,US,United States of America,VA,Virginia,77,1,37.7693,-78.17,
2020-03-18,US,United States of America,VT,Vermont,19,,44.0459,-72.7107,
2020-03-18,US,United States of America,WA,Washington,1012,52,47.4009,-121.4905,
2020-03-18,US,United States of America,WI,Wisconsin,106,,43.0186,-89.5498,
2020-03-18,US,United States of America,WV,West Virginia,1,0,38.4912,-80.9545,
2020-03-18,US,United States of America,WY,Wyoming,15,,42.756,-107.3025,
2020-03-19,US,United States of America,AK,Alaska,6,,61.3707,-152.4044,
2020-03-19,US,United States of America,AL,Alabama,68,0,32.3182,-86.9023,
2020-03-19,US,United States of America,AR,Arkansas,46,,34.9697,-92.3731,
2020-03-19,US,United States of America,AZ,Arizona,44,0,33.7298,-111.4312,
2020-03-19,US,United States of America,CA,California,924,18,36.1162,-119.6816,
2020-03-19,US,United States of America,CO,Colorado,216,2,39.0598,-105.3111,
2020-03-19,US,United States of America,CT,Connecticut,96,1,41.5978,-72.7554,
2020-03-19,US,United States of America,DC,District of Columbia,39,0,38.8974,-77.0268,
2020-03-19,US,United States of America,DE,Delaware,30,0,39.3185,-75.5071,
2020-03-19,US,United States of America,FL,Florida,390,8,27.7663,-81.6868,
2020-03-19,US,United States of America,GA,Georgia,287,10,33.0406,-83.6431,
2020-03-19,US,United States of America,HI,Hawaii,16,,21.0943,-157.4983,
2020-03-19,US,United States of America,IA,Iowa,38,,42.0115,-93.2105,
2020-03-19,US,United States of America,ID,Idaho,11,,44.2405,-114.4788,
2020-03-19,US,United States of America,IL,Illinois,426,4,40.3495,-88.9861,
2020-03-19,US,United States of America,IN,Indiana,56,2,39.8494,-86.2583,
2020-03-19,US,United States of America,KS,Kansas,34,1,38.5266,-96.7265,
2020-03-19,US,United States of America,KY,Kentucky,35,1,37.6681,-84.6701,
2020-03-19,US,United States of America,LA,Louisiana,347,8,31.1695,-91.8678,
2020-03-19,US,United States of America,MA,Massachusetts,328,,42.2302,-71.5301,
2020-03-19,US,United States of America,MD,Maryland,107,1,39.0639,-76.8021,
2020-03-19,US,United States of America,ME,Maine,53,,44.6939,-69.3819,
2020-03-19,US,United States of America,MI,Michigan,336,3,43.3266,-84.5361,
2020-03-19,US,United States of America,MN,Minnesota,89,,44.8254,-93.7842,
2020-03-19,US,United States of America,MO,Missouri,24,1,38.4561,-92.2884,
2020-03-19,US,United States of America,MS,Mississippi,50,,32.7416,-89.6787,
2020-03-19,US,United States of America,MT,Montana,12,,46.9219,-110.4544,
2020-03-19,US,United States of America,NC,North Carolina,97,0,35.6301,-79.8064,
2020-03-19,US,United States of America,ND,North Dakota,15,0,47.5289,-99.784,
2020-03-19,US,United States of America,NE,Nebraska,27,0,41.3148,-96.1951,
2020-03-19,US,United States of America,NH,New Hampshire,39,,42.9931,-71.0498,
2020-03-19,US,United States of America,NJ,New Jersey,742,9,40.2989,-74.521,
2020-03-19,US,United States of America,NM,New Mexico,35,,34.8405,-106.2485,
2020-03-19,US,United States of America,NV,Nevada,95,1,38.3135,-117.0554,
2020-03-19,US,United States of America,NY,New York,4152,12,42.1657,-74.9481,
2020-03-19,US,United States of America,OH,Ohio,119,,40.3888,-82.7649,
2020-03-19,US,United States of America,OK,Oklahoma,44,1,35.5653,-96.9289,
2020-03-19,US,United States of America,OR,Oregon,88,3,43.1261,-123.2492,
2020-03-19,US,United States of America,PA,Pennsylvania,185,1,40.5908,-77.2098,
2020-03-19,US,United States of America,RI,Rhode Island,33,,41.8882,-71.4774,
2020-03-19,US,United States of America,SC,South Caroline,60,1,33.8569,-80.945,
2020-03-19,US,United States of America,SD,South Dakota,11,1,43.8901,-102.2548,
2020-03-19,US,United States of America,TN,Tennessee,154,,35.7478,-86.6923,
2020-03-19,US,United States of America,TX,Texas,143,3,31.0545,-97.5635,
2020-03-19,US,United States of America,UT,Utah,78,0,40.15,-111.8624,
2020-03-19,US,United States of America,VA,Virginia,94,2,37.7693,-78.17,
2020-03-19,US,United States of America,VT,Vermont,22,,44.0459,-72.7107,
2020-03-19,US,United States of America,WA,Washington,1187,66,47.4009,-121.4905,
2020-03-19,US,United States of America,WI,Wisconsin,155,,43.0186,-89.5498,
2020-03-19,US,United States of America,WV,West Virginia,2,0,38.4912,-80.9545,
2020-03-19,US,United States of America,WY,Wyoming,18,,42.756,-107.3025,
2020-03-20,US,United States of America,AK,Alaska,12,,61.3707,-152.4044,
2020-03-20,US,United States of America,AL,Alabama,81,0,32.3182,-86.9023,
2020-03-20,US,United States of America,AR,Arkansas,96,,34.9697,-92.3731,
2020-03-20,US,United States of America,AZ,Arizona,65,0,33.7298,-111.4312,
