date,key,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
2020-01-03,ES_AN,,,,,,,,,
2020-01-03,ES_AR,,,,,,,,,
2020-01-03,ES_AS,,,,,,,,,
2020-01-03,ES_CB,,,,,,,,,
2020-01-03,ES_CE,,,,,,,,,
2020-01-03,ES_CN,,,,,,,,,
2020-01-03,ES_EX,,,,,,,,,
2020-01-03,ES_GA,,,,,,,,,
2020-01-03,ES_IB,,,,,,,,,
2020-01-03,ES_MC,,,,,,,,,
2020-01-03,ES_ML,,,,,,,,,
2020-01-03,ES_NC,,,,,,,,,
2020-01-03,ES_PV,,,,,,,,,
2020-01-03,ES_RI,,,,,,,,,
2020-01-04,ES_AN,,3444,,,280,,,,
2020-01-04,ES_AR,,1320,,,178,,,,
2020-01-04,ES_AS,,640,,,79,,,,
2020-01-04,ES_CB,,567,,,57,,,,
2020-01-04,ES_CE,,7,,,3,,,,
2020-01-04,ES_CN,,566,,,113,,,,
2020-01-04,ES_EX,,412,,,62,,,,
2020-01-04,ES_GA,,1447,,,212,,,,
2020-01-04,ES_IB,,516,,,104,,,,
2020-01-04,ES_MC,,389,,,68,,,,
2020-01-04,ES_ML,,32,,,3,,,,
2020-01-04,ES_NC,,1181,,,108,,,,
2020-01-04,ES_PV,,4087,,,344,,,,
2020-01-04,ES_RI,,660,,,57,,,,
2020-01-05,ES_AN,,5961,,,735,,,,
2020-01-05,ES_AR,,2503,,,260,,,,
2020-01-05,ES_AS,,1974,,,141,,,,
2020-01-05,ES_CB,,1009,,,79,,,,
2020-01-05,ES_CE,,10,,,4,,,,
2020-01-05,ES_CN,,918,,,175,,,,
2020-01-05,ES_EX,,1592,,,108,,,,
2020-01-05,ES_GA,,2769,,,313,,,,
2020-01-05,ES_IB,,1093,,,166,,,,
2020-01-05,ES_MC,,639,,,110,,,,
2020-01-05,ES_ML,,44,,,3,,,,
2020-01-05,ES_NC,,1979,,,132,,,,
2020-01-05,ES_PV,,6659,,,551,,,,
2020-01-05,ES_RI,,1439,,,88,,,,
2020-01-15,JP_14,,,,,,,,,
2020-01-22,US_WA,,,,,,,,,
2020-01-23,US_WA,0,0,,,,,,,
2020-01-24,JP_13,,,,,,,,,
2020-01-24,US_WA,0,0,,,,,,,
2020-01-25,JP_13,,,,,,,,,
2020-01-25,US_WA,0,0,,,,,,,
2020-01-26,JP_23,,,,,,,,,
2020-01-26,US_WA,0,0,,,,,,,
2020-01-27,US_WA,0,0,,,,,,,
2020-01-28,JP_01,,,,,,,,,
2020-01-28,JP_23,,,,,,,,,
2020-01-28,JP_29,,,,,,,,,
2020-01-28,US_WA,0,0,,,,,,,
2020-01-29,JP_27,,,,,,,,,
2020-01-29,US_WA,0,0,,,,,,,
2020-01-30,JP_13,,,,,,,,,
2020-01-30,JP_24,,,,,,,,,
2020-01-30,JP_26,,,,,,,,,
2020-01-30,US_WA,0,0,,,,,,,
2020-01-31,JP_12,,,,,,,,,
2020-01-31,US_WA,0,0,,,,,,,
2020-02-01,US_WA,0,0,,,,,,,
2020-02-02,US_WA,0,0,,,,,,,
2020-02-03,ES_AN,,,,,,,,,
2020-02-03,ES_AR,,,,,,,,,
2020-02-03,ES_AS,,,,,,,,,
2020-02-03,ES_CB,,,,,,,,,
2020-02-03,ES_CE,,,,,,,,,
2020-02-03,ES_CN,,,,,,,,,
2020-02-03,ES_EX,,,,,,,,,
2020-02-03,ES_GA,,,,,,,,,
2020-02-03,ES_IB,,,,,,,,,
2020-02-03,ES_MC,,,,,,,,,
2020-02-03,ES_ML,,,,,,,,,
2020-02-03,ES_NC,,,,,,,,,
2020-02-03,ES_PV,,,,,,,,,
2020-02-03,ES_RI,,,,,,,,,
2020-02-03,US_WA,0,0,,,,,,,
2020-02-04,ES_AN,,3673,,,338,,,,
2020-02-04,ES_AR,,1431,,,180,,,,
2020-02-04,ES_AS,,702,,,86,,,,
