Date,RegionCode,RegionName,CountryCode,CountryName,Confirmed,Deaths,Latitude,Longitude
2020-01-25,GS,Gansu,CN,China,4,0,37.8099,101.0583
2020-01-25,GD,Guangdong,CN,China,78,0,23.3417,113.4244
2020-01-25,GX,Guangxi,CN,China,23,0,23.8298,108.7881
2020-01-25,GZ,Guizhou,CN,China,4,0,26.8154,106.8748
2020-01-25,HI,Hainan,CN,China,17,0,19.1959,109.7453
2020-01-25,HE,Hebei,CN,China,8,1,39.549,116.1306
2020-01-25,HL,Heilongjiang,CN,China,9,1,47.862,127.7615
2020-01-25,HA,Henan,CN,China,32,0,33.882,113.614
2020-01-25,HB,Hubei,CN,China,729,39,30.9756,112.2707
2020-01-25,HN,Hunan,CN,China,43,0,27.6104,111.7088
2020-01-25,JS,Jiangsu,CN,China,18,0,32.9711,119.455
2020-01-25,JX,Jiangxi,CN,China,18,0,27.614,115.7221
2020-01-25,JL,Jilin,CN,China,4,0,43.6661,126.1923
2020-01-25,LN,Liaoning,CN,China,15,0,41.2956,122.6085
2020-01-25,NX,Ningxia,CN,China,3,0,37.2692,106.1655
2020-01-25,QH,Qinghai,CN,China,1,0,35.7452,95.9956
2020-01-25,SN,Shaanxi,CN,China,15,0,35.1917,108.8701
2020-01-25,SD,Shandong,CN,China,27,0,36.3427,118.1498
2020-01-25,SH,Shanghai,CN,China,33,0,31.202,121.4491
2020-01-25,SN,Shanxi,CN,China,6,0,37.5777,112.2922
2020-01-25,SC,Sichuan,CN,China,28,0,30.6171,102.7103
2020-01-25,TJ,Tianjin,CN,China,9,0,39.3054,117.323
2020-01-25,XJ,Xinjiang,CN,China,3,0,41.1129,85.2401
2020-01-25,YN,Yunnan,CN,China,5,0,24.974,101.487
2020-01-25,ZJ,Zhejiang,CN,China,62,0,29.1832,120.0934
2020-01-26,AH,Anhui,CN,China,60,0,31.8257,117.2264
2020-01-26,BJ,Beijing,CN,China,54,0,40.1824,116.4142
2020-01-26,CQ,Chongqing,CN,China,75,0,30.0572,107.874
2020-01-26,FJ,Fujian,CN,China,29,0,26.0789,117.9874
2020-01-26,GS,Gansu,CN,China,7,0,37.8099,101.0583
2020-01-26,GD,Guangdong,CN,China,98,0,23.3417,113.4244
2020-01-26,GX,Guangxi,CN,China,36,0,23.8298,108.7881
2020-01-26,GZ,Guizhou,CN,China,5,0,26.8154,106.8748
2020-01-26,HI,Hainan,CN,China,22,0,19.1959,109.7453
2020-01-26,HE,Hebei,CN,China,13,1,39.549,116.1306
2020-01-26,HL,Heilongjiang,CN,China,15,1,47.862,127.7615
2020-01-26,HA,Henan,CN,China,83,1,33.882,113.614
2020-01-26,HB,Hubei,CN,China,1058,52,30.9756,112.2707
2020-01-26,HN,Hunan,CN,China,69,0,27.6104,111.7088
2020-01-26,JS,Jiangsu,CN,China,33,0,32.9711,119.455
2020-01-26,JX,Jiangxi,CN,China,36,0,27.614,115.7221
2020-01-26,LN,Liaoning,CN,China,21,0,41.2956,122.6085
2020-01-26,NX,Ningxia,CN,China,4,0,37.2692,106.1655
2020-01-26,SN,Shaanxi,CN,China,22,0,35.1917,108.8701
2020-01-26,SD,Shandong,CN,China,46,0,36.3427,118.1498
2020-01-26,SH,Shanghai,CN,China,40,1,31.202,121.4491
2020-01-26,SN,Shanxi,CN,China,9,0,37.5777,112.2922
2020-01-26,SC,Sichuan,CN,China,44,0,30.6171,102.7103
2020-01-26,TJ,Tianjin,CN,China,13,0,39.3054,117.323
2020-01-26,XJ,Xinjiang,CN,China,4,0,41.1129,85.2401
2020-01-26,YN,Yunnan,CN,China,11,0,24.974,101.487
2020-01-26,ZJ,Zhejiang,CN,China,104,0,29.1832,120.0934
2020-01-27,AH,Anhui,CN,China,70,0,31.8257,117.2264
2020-01-27,BJ,Beijing,CN,China,72,0,40.1824,116.4142
2020-01-27,CQ,Chongqing,CN,China,110,0,30.0572,107.874
2020-01-27,FJ,Fujian,CN,China,56,0,26.0789,117.9874
2020-01-27,GS,Gansu,CN,China,14,0,37.8099,101.0583
2020-01-27,GD,Guangdong,CN,China,146,0,23.3417,113.4244
2020-01-27,GX,Guangxi,CN,China,46,0,23.8298,108.7881
2020-01-27,GZ,Guizhou,CN,China,7,0,26.8154,106.8748
2020-01-27,HI,Hainan,CN,China,31,1,19.1959,109.7453
2020-01-27,HE,Hebei,CN,China,18,1,39.549,116.1306
2020-01-27,HL,Heilongjiang,CN,China,21,1,47.862,127.7615
2020-01-27,HA,Henan,CN,China,128,1,33.882,113.614
2020-01-27,HB,Hubei,CN,China,1423,76,30.9756,112.2707
2020-01-27,HN,Hunan,CN,China,100,0,27.6104,111.7088
2020-01-27,JS,Jiangsu,CN,China,47,0,32.9711,119.455
2020-01-27,JX,Jiangxi,CN,China,48,0,27.614,115.7221
2020-01-27,JL,Jilin,CN,China,6,0,43.6661,126.1923
2020-01-27,LN,Liaoning,CN,China,24,0,41.2956,122.6085
2020-01-27,NX,Ningxia,CN,China,7,0,37.2692,106.1655
2020-01-27,QH,Qinghai,CN,China,4,0,35.7452,95.9956
2020-01-27,SN,Shaanxi,CN,China,35,0,35.1917,108.8701
2020-01-27,SD,Shandong,CN,China,75,0,36.3427,118.1498
2020-01-27,SH,Shanghai,CN,China,53,1,31.202,121.4491
2020-01-27,SN,Shanxi,CN,China,13,0,37.5777,112.2922
2020-01-27,SC,Sichuan,CN,China,69,0,30.6171,102.7103
2020-01-27,TJ,Tianjin,CN,China,18,0,39.3054,117.323
2020-01-27,XJ,Xinjiang,CN,China,5,0,41.1129,85.2401
2020-01-27,YN,Yunnan,CN,China,19,0,24.974,101.487
2020-01-27,ZJ,Zhejiang,CN,China,128,0,29.1832,120.0934
2020-01-28,AH,Anhui,CN,China,106,0,31.8257,117.2264
2020-01-28,BJ,Beijing,CN,China,91,1,40.1824,116.4142
2020-01-28,CQ,Chongqing,CN,China,132,0,30.0572,107.874
2020-01-28,FJ,Fujian,CN,China,73,0,26.0789,117.9874
2020-01-28,GS,Gansu,CN,China,19,0,37.8099,101.0583
2020-01-28,GD,Guangdong,CN,China,188,0,23.3417,113.4244
2020-01-28,GX,Guangxi,CN,China,51,0,23.8298,108.7881
2020-01-28,GZ,Guizhou,CN,China,9,0,26.8154,106.8748
2020-01-28,HI,Hainan,CN,China,40,1,19.1959,109.7453
2020-01-28,HE,Hebei,CN,China,33,1,39.549,116.1306
2020-01-28,HL,Heilongjiang,CN,China,30,1,47.862,127.7615
2020-01-28,HA,Henan,CN,China,168,1,33.882,113.614
2020-01-28,HB,Hubei,CN,China,2714,100,30.9756,112.2707
2020-01-28,HN,Hunan,CN,China,143,0,27.6104,111.7088
2020-01-28,JS,Jiangsu,CN,China,70,0,32.9711,119.455
2020-01-28,JX,Jiangxi,CN,China,72,0,27.614,115.7221
2020-01-28,JL,Jilin,CN,China,8,0,43.6661,126.1923
2020-01-28,LN,Liaoning,CN,China,30,0,41.2956,122.6085
2020-01-28,NX,Ningxia,CN,China,11,0,37.2692,106.1655
2020-01-28,QH,Qinghai,CN,China,6,0,35.7452,95.9956
2020-01-28,SN,Shaanxi,CN,China,46,0,35.1917,108.8701
2020-01-28,SD,Shandong,CN,China,95,0,36.3427,118.1498
2020-01-28,SH,Shanghai,CN,China,66,1,31.202,121.4491
2020-01-28,SN,Shanxi,CN,China,20,0,37.5777,112.2922
2020-01-28,SC,Sichuan,CN,China,90,0,30.6171,102.7103
2020-01-28,TJ,Tianjin,CN,China,24,0,39.3054,117.323
2020-01-28,XJ,Xinjiang,CN,China,10,0,41.1129,85.2401
2020-01-28,YN,Yunnan,CN,China,44,0,24.974,101.487
2020-01-28,ZJ,Zhejiang,CN,China,173,0,29.1832,120.0934
2020-01-29,AH,Anhui,CN,China,152,0,31.8257,117.2264
2020-01-29,BJ,Beijing,CN,China,102,1,40.1824,116.4142
2020-01-29,CQ,Chongqing,CN,China,147,0,30.0572,107.874
2020-01-29,FJ,Fujian,CN,China,84,0,26.0789,117.9874
2020-01-29,GS,Gansu,CN,China,24,0,37.8099,101.0583
2020-01-29,GD,Guangdong,CN,China,272,0,23.3417,113.4244
2020-01-29,GX,Guangxi,CN,China,58,0,23.8298,108.7881
2020-01-29,GZ,Guizhou,CN,China,9,0,26.8154,106.8748
2020-01-29,HI,Hainan,CN,China,43,1,19.1959,109.7453
2020-01-29,HE,Hebei,CN,China,48,1,39.549,116.1306
2020-01-29,HL,Heilongjiang,CN,China,38,1,47.862,127.7615
2020-01-29,HA,Henan,CN,China,206,2,33.882,113.614
2020-01-29,HB,Hubei,CN,China,3554,125,30.9756,112.2707
2020-01-29,HN,Hunan,CN,China,221,0,27.6104,111.7088
2020-01-29,JS,Jiangsu,CN,China,99,0,32.9711,119.455
2020-01-29,JX,Jiangxi,CN,China,109,0,27.614,115.7221
2020-01-29,JL,Jilin,CN,China,9,0,43.6661,126.1923
2020-01-29,LN,Liaoning,CN,China,38,0,41.2956,122.6085
2020-01-29,NX,Ningxia,CN,China,12,0,37.2692,106.1655
2020-01-29,SN,Shaanxi,CN,China,56,0,35.1917,108.8701
2020-01-29,SD,Shandong,CN,China,130,0,36.3427,118.1498
2020-01-29,SH,Shanghai,CN,China,96,1,31.202,121.4491
2020-01-29,SN,Shanxi,CN,China,27,0,37.5777,112.2922
2020-01-29,SC,Sichuan,CN,China,108,0,30.6171,102.7103
2020-01-29,TJ,Tianjin,CN,China,27,0,39.3054,117.323
2020-01-29,XJ,Xinjiang,CN,China,13,0,41.1129,85.2401
2020-01-29,YN,Yunnan,CN,China,55,0,24.974,101.487
2020-01-29,ZJ,Zhejiang,CN,China,296,0,29.1832,120.0934
2020-01-30,AH,Anhui,CN,China,200,0,31.8257,117.2264
2020-01-30,BJ,Beijing,CN,China,114,1,40.1824,116.4142
2020-01-30,CQ,Chongqing,CN,China,182,0,30.0572,107.874
2020-01-30,FJ,Fujian,CN,China,101,0,26.0789,117.9874
2020-01-30,GS,Gansu,CN,China,26,0,37.8099,101.0583
2020-01-30,GD,Guangdong,CN,China,354,0,23.3417,113.4244
2020-01-30,GX,Guangxi,CN,China,78,0,23.8298,108.7881
2020-01-30,GZ,Guizhou,CN,China,12,0,26.8154,106.8748
2020-01-30,HI,Hainan,CN,China,46,1,19.1959,109.7453
2020-01-30,HE,Hebei,CN,China,65,1,39.549,116.1306
2020-01-30,HL,Heilongjiang,CN,China,43,1,47.862,127.7615
2020-01-30,HA,Henan,CN,China,278,2,33.882,113.614
2020-01-30,HB,Hubei,CN,China,4586,162,30.9756,112.2707
2020-01-30,HN,Hunan,CN,China,277,0,27.6104,111.7088
2020-01-30,JS,Jiangsu,CN,China,129,0,32.9711,119.455
2020-01-30,JX,Jiangxi,CN,China,162,0,27.614,115.7221
2020-01-30,JL,Jilin,CN,China,14,0,43.6661,126.1923
2020-01-30,LN,Liaoning,CN,China,41,0,41.2956,122.6085
2020-01-30,NX,Ningxia,CN,China,17,0,37.2692,106.1655
2020-01-30,SN,Shaanxi,CN,China,63,0,35.1917,108.8701
2020-01-30,SD,Shandong,CN,China,158,0,36.3427,118.1498
2020-01-30,SH,Shanghai,CN,China,112,1,31.202,121.4491
2020-01-30,SN,Shanxi,CN,China,35,0,37.5777,112.2922
2020-01-30,SC,Sichuan,CN,China,142,1,30.6171,102.7103
2020-01-30,TJ,Tianjin,CN,China,29,0,39.3054,117.323
2020-01-30,XJ,Xinjiang,CN,China,14,0,41.1129,85.2401
2020-01-30,YN,Yunnan,CN,China,70,0,24.974,101.487
2020-01-30,ZJ,Zhejiang,CN,China,428,0,29.1832,120.0934
2020-01-31,AH,Anhui,CN,China,237,0,31.8257,117.2264
2020-01-31,BJ,Beijing,CN,China,139,1,40.1824,116.4142
2020-01-31,CQ,Chongqing,CN,China,211,0,30.0572,107.874
2020-01-31,FJ,Fujian,CN,China,120,0,26.0789,117.9874
2020-01-31,GS,Gansu,CN,China,29,0,37.8099,101.0583
2020-01-31,GD,Guangdong,CN,China,436,0,23.3417,113.4244
2020-01-31,GX,Guangxi,CN,China,87,0,23.8298,108.7881
2020-01-31,GZ,Guizhou,CN,China,29,0,26.8154,106.8748
2020-01-31,HI,Hainan,CN,China,52,1,19.1959,109.7453
2020-01-31,HE,Hebei,CN,China,82,1,39.549,116.1306
2020-01-31,HL,Heilongjiang,CN,China,59,2,47.862,127.7615
2020-01-31,HA,Henan,CN,China,352,2,33.882,113.614
2020-01-31,HB,Hubei,CN,China,5806,204,30.9756,112.2707
2020-01-31,HN,Hunan,CN,China,332,0,27.6104,111.7088
2020-01-31,JS,Jiangsu,CN,China,168,0,32.9711,119.455
2020-01-31,JX,Jiangxi,CN,China,240,0,27.614,115.7221
2020-01-31,JL,Jilin,CN,China,14,0,43.6661,126.1923
2020-01-31,LN,Liaoning,CN,China,48,0,41.2956,122.6085
2020-01-31,NX,Ningxia,CN,China,21,0,37.2692,106.1655
2020-01-31,QH,Qinghai,CN,China,8,0,35.7452,95.9956
2020-01-31,SN,Shaanxi,CN,China,87,0,35.1917,108.8701
2020-01-31,SD,Shandong,CN,China,184,0,36.3427,118.1498
2020-01-31,SH,Shanghai,CN,China,135,1,31.202,121.4491
2020-01-31,SN,Shanxi,CN,China,39,0,37.5777,112.2922
2020-01-31,SC,Sichuan,CN,China,177,1,30.6171,102.7103
2020-01-31,TJ,Tianjin,CN,China,32,0,39.3054,117.323
2020-01-31,XJ,Xinjiang,CN,China,17,0,41.1129,85.2401
2020-01-31,YN,Yunnan,CN,China,83,0,24.974,101.487
2020-01-31,ZJ,Zhejiang,CN,China,538,0,29.1832,120.0934
2020-02-01,AH,Anhui,CN,China,297,0,31.8257,117.2264
2020-02-01,BJ,Beijing,CN,China,168,1,40.1824,116.4142
2020-02-01,CQ,Chongqing,CN,China,247,1,30.0572,107.874
2020-02-01,FJ,Fujian,CN,China,144,0,26.0789,117.9874
2020-02-01,GS,Gansu,CN,China,35,0,37.8099,101.0583
2020-02-01,GD,Guangdong,CN,China,535,0,23.3417,113.4244
2020-02-01,GX,Guangxi,CN,China,100,0,23.8298,108.7881
2020-02-01,GZ,Guizhou,CN,China,29,0,26.8154,106.8748
2020-02-01,HI,Hainan,CN,China,62,1,19.1959,109.7453
2020-02-01,HE,Hebei,CN,China,96,1,39.549,116.1306
2020-02-01,HL,Heilongjiang,CN,China,80,2,47.862,127.7615
2020-02-01,HA,Henan,CN,China,422,2,33.882,113.614
2020-02-01,HB,Hubei,CN,China,7153,249,30.9756,112.2707
2020-02-01,HN,Hunan,CN,China,389,0,27.6104,111.7088
2020-02-01,JS,Jiangsu,CN,China,202,0,32.9711,119.455
2020-02-01,JX,Jiangxi,CN,China,286,0,27.614,115.7221
2020-02-01,JL,Jilin,CN,China,17,0,43.6661,126.1923
2020-02-01,LN,Liaoning,CN,China,63,0,41.2956,122.6085
2020-02-01,NX,Ningxia,CN,China,26,0,37.2692,106.1655
2020-02-01,QH,Qinghai,CN,China,9,0,35.7452,95.9956
2020-02-01,SN,Shaanxi,CN,China,101,0,35.1917,108.8701
2020-02-01,SD,Shandong,CN,China,206,0,36.3427,118.1498
2020-02-01,SH,Shanghai,CN,China,169,1,31.202,121.4491
2020-02-01,SN,Shanxi,CN,China,47,0,37.5777,112.2922
2020-02-01,SC,Sichuan,CN,China,207,1,30.6171,102.7103
2020-02-01,TJ,Tianjin,CN,China,37,0,39.3054,117.323
2020-02-01,XJ,Xinjiang,CN,China,18,0,41.1129,85.2401
2020-02-01,YN,Yunnan,CN,China,91,0,24.974,101.487
2020-02-01,ZJ,Zhejiang,CN,China,599,0,29.1832,120.0934
2020-02-02,AH,Anhui,CN,China,340,0,31.8257,117.2264
2020-02-02,BJ,Beijing,CN,China,191,1,40.1824,116.4142
2020-02-02,CQ,Chongqing,CN,China,275,1,30.0572,107.874
2020-02-02,FJ,Fujian,CN,China,159,0,26.0789,117.9874
2020-02-02,GS,Gansu,CN,China,40,0,37.8099,101.0583
2020-02-02,GD,Guangdong,CN,China,632,0,23.3417,113.4244
2020-02-02,GX,Guangxi,CN,China,111,0,23.8298,108.7881
2020-02-02,GZ,Guizhou,CN,China,38,0,26.8154,106.8748
2020-02-02,HI,Hainan,CN,China,64,1,19.1959,109.7453
2020-02-02,HE,Hebei,CN,China,104,1,39.549,116.1306
2020-02-02,HL,Heilongjiang,CN,China,95,2,47.862,127.7615
2020-02-02,HA,Henan,CN,China,493,2,33.882,113.614
2020-02-02,HB,Hubei,CN,China,9074,294,30.9756,112.2707
2020-02-02,HN,Hunan,CN,China,463,0,27.6104,111.7088
2020-02-02,JS,Jiangsu,CN,China,236,0,32.9711,119.455
2020-02-02,JX,Jiangxi,CN,China,333,0,27.614,115.7221
2020-02-02,JL,Jilin,CN,China,23,0,43.6661,126.1923
2020-02-02,LN,Liaoning,CN,China,69,0,41.2956,122.6085
2020-02-02,NX,Ningxia,CN,China,28,0,37.2692,106.1655
2020-02-02,QH,Qinghai,CN,China,11,0,35.7452,95.9956
2020-02-02,SN,Shaanxi,CN,China,116,0,35.1917,108.8701
2020-02-02,SD,Shandong,CN,China,230,0,36.3427,118.1498
2020-02-02,SH,Shanghai,CN,China,182,1,31.202,121.4491
2020-02-02,SN,Shanxi,CN,China,56,0,37.5777,112.2922
2020-02-02,SC,Sichuan,CN,China,231,1,30.6171,102.7103
2020-02-02,TJ,Tianjin,CN,China,48,0,39.3054,117.323
2020-02-02,XJ,Xinjiang,CN,China,21,0,41.1129,85.2401
2020-02-02,YN,Yunnan,CN,China,99,0,24.974,101.487
2020-02-02,ZJ,Zhejiang,CN,China,661,0,29.1832,120.0934
2020-02-03,AH,Anhui,CN,China,408,0,31.8257,117.2264
2020-02-03,BJ,Beijing,CN,China,212,1,40.1824,116.4142
2020-02-03,CQ,Chongqing,CN,China,312,2,30.0572,107.874
2020-02-03,FJ,Fujian,CN,China,179,0,26.0789,117.9874
2020-02-03,GS,Gansu,CN,China,51,0,37.8099,101.0583
2020-02-03,GD,Guangdong,CN,China,725,0,23.3417,113.4244
2020-02-03,GX,Guangxi,CN,China,127,0,23.8298,108.7881
2020-02-03,GZ,Guizhou,CN,China,46,0,26.8154,106.8748
2020-02-03,HI,Hainan,CN,China,70,1,19.1959,109.7453
2020-02-03,HE,Hebei,CN,China,113,1,39.549,116.1306
2020-02-03,HL,Heilongjiang,CN,China,121,2,47.862,127.7615
2020-02-03,HA,Henan,CN,China,566,2,33.882,113.614
2020-02-03,HB,Hubei,CN,China,11177,350,30.9756,112.2707
2020-02-03,HN,Hunan,CN,China,521,0,27.6104,111.7088
2020-02-03,JS,Jiangsu,CN,China,271,0,32.9711,119.455
2020-02-03,JX,Jiangxi,CN,China,391,0,27.614,115.7221
2020-02-03,JL,Jilin,CN,China,31,0,43.6661,126.1923
2020-02-03,LN,Liaoning,CN,China,73,0,41.2956,122.6085
2020-02-03,NX,Ningxia,CN,China,31,0,37.2692,106.1655
2020-02-03,QH,Qinghai,CN,China,13,0,35.7452,95.9956
2020-02-03,SN,Shaanxi,CN,China,128,0,35.1917,108.8701
2020-02-03,SD,Shandong,CN,China,259,0,36.3427,118.1498
2020-02-03,SH,Shanghai,CN,China,203,1,31.202,121.4491
2020-02-03,SN,Shanxi,CN,China,66,0,37.5777,112.2922
2020-02-03,SC,Sichuan,CN,China,254,1,30.6171,102.7103
2020-02-03,TJ,Tianjin,CN,China,56,0,39.3054,117.323
2020-02-03,XJ,Xinjiang,CN,China,24,0,41.1129,85.2401
2020-02-03,YN,Yunnan,CN,China,114,0,24.974,101.487
2020-02-03,ZJ,Zhejiang,CN,China,724,0,29.1832,120.0934
2020-02-04,AH,Anhui,CN,China,480,0,31.8257,117.2264
2020-02-04,BJ,Beijing,CN,China,228,1,40.1824,116.4142
2020-02-04,CQ,Chongqing,CN,China,344,2,30.0572,107.874
2020-02-04,FJ,Fujian,CN,China,194,0,26.0789,117.9874
2020-02-04,GS,Gansu,CN,China,55,0,37.8099,101.0583
2020-02-04,GD,Guangdong,CN,China,813,0,23.3417,113.4244
2020-02-04,GX,Guangxi,CN,China,139,0,23.8298,108.7881
2020-02-04,GZ,Guizhou,CN,China,56,0,26.8154,106.8748
2020-02-04,HI,Hainan,CN,China,80,1,19.1959,109.7453
2020-02-04,HE,Hebei,CN,China,126,1,39.549,116.1306
2020-02-04,HL,Heilongjiang,CN,China,155,2,47.862,127.7615
2020-02-04,HA,Henan,CN,China,675,2,33.882,113.614
2020-02-04,HB,Hubei,CN,China,13522,414,30.9756,112.2707
2020-02-04,HN,Hunan,CN,China,593,0,27.6104,111.7088
2020-02-04,JS,Jiangsu,CN,China,308,0,32.9711,119.455
2020-02-04,JX,Jiangxi,CN,China,476,0,27.614,115.7221
2020-02-04,JL,Jilin,CN,China,42,0,43.6661,126.1923
2020-02-04,LN,Liaoning,CN,China,77,0,41.2956,122.6085
2020-02-04,NX,Ningxia,CN,China,34,0,37.2692,106.1655
2020-02-04,QH,Qinghai,CN,China,15,0,35.7452,95.9956
2020-02-04,SN,Shaanxi,CN,China,142,0,35.1917,108.8701
2020-02-04,SD,Shandong,CN,China,275,0,36.3427,118.1498
2020-02-04,SH,Shanghai,CN,China,219,1,31.202,121.4491
2020-02-04,SN,Shanxi,CN,China,74,0,37.5777,112.2922
2020-02-04,SC,Sichuan,CN,China,282,1,30.6171,102.7103
2020-02-04,TJ,Tianjin,CN,China,66,0,39.3054,117.323
2020-02-04,XJ,Xinjiang,CN,China,29,0,41.1129,85.2401
2020-02-04,YN,Yunnan,CN,China,119,0,24.974,101.487
2020-02-04,ZJ,Zhejiang,CN,China,829,0,29.1832,120.0934
2020-02-05,AH,Anhui,CN,China,530,0,31.8257,117.2264
2020-02-05,BJ,Beijing,CN,China,253,1,40.1824,116.4142
2020-02-05,CQ,Chongqing,CN,China,376,2,30.0572,107.874
2020-02-05,FJ,Fujian,CN,China,205,0,26.0789,117.9874
2020-02-05,GS,Gansu,CN,China,57,0,37.8099,101.0583
2020-02-05,GD,Guangdong,CN,China,895,0,23.3417,113.4244
2020-02-05,GX,Guangxi,CN,China,150,0,23.8298,108.7881
2020-02-05,GZ,Guizhou,CN,China,64,0,26.8154,106.8748
2020-02-05,HI,Hainan,CN,China,91,1,19.1959,109.7453
2020-02-05,HE,Hebei,CN,China,135,1,39.549,116.1306
