Date,RegionCode,RegionName,CountryCode,CountryName,Confirmed,Deaths,Latitude,Longitude
2020-03-09,RI,La Rioja,ES,Spain,81,0,42.4667,-2.4500
2020-03-09,VC,Comunidad Valenciana,ES,Spain,37,1,39.4697,-0.3774
2020-03-10,AN,Andalucía,ES,Spain,71,0,37.3828,-5.9731
2020-03-10,AR,Aragón,ES,Spain,38,3,41.6560,-0.8773
2020-03-10,AS,Asturias,ES,Spain,22,0,43.3602,-5.8447
2020-03-10,CB,Cantabria,ES,Spain,12,0,43.4647,-3.8044
2020-03-10,CE,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-10,CL,Castilla y León,ES,Spain,56,0,41.6523,-4.7245
2020-03-10,CN,Islas Canarias,ES,Spain,25,0,28.4682,-16.2546
2020-03-10,CT,Cataluña,ES,Spain,124,3,41.3887,2.1590
2020-03-10,EX,Extremadura,ES,Spain,8,0,38.9161,-6.3436
2020-03-10,GA,Galicia,ES,Spain,22,0,42.2328,-8.7226
2020-03-10,IB,Islas Baleares,ES,Spain,13,0,39.5693,2.6502
2020-03-10,MC,Murcia,ES,Spain,9,0,37.9870415,-1.13004
2020-03-10,MD,Madrid,ES,Spain,782,21,40.4165001,-3.7025599
2020-03-10,ML,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-10,NC,Navarra,ES,Spain,12,0,42.8169,-1.6432
2020-03-10,PV,País Vasco,ES,Spain,195,6,43.2627,-2.9253
2020-03-10,RI,La Rioja,ES,Spain,144,1,42.4667,-2.4500
2020-03-10,VC,Comunidad Valenciana,ES,Spain,50,1,39.4697,-0.3774
2020-03-11,AN,Andalucía,ES,Spain,90,0,37.3828,-5.9731
2020-03-11,AR,Aragón,ES,Spain,45,4,41.6560,-0.8773
2020-03-11,AS,Asturias,ES,Spain,32,0,43.3602,-5.8447
2020-03-11,CB,Cantabria,ES,Spain,12,0,43.4647,-3.8044
2020-03-11,CE,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-11,CL,Castilla y León,ES,Spain,71,0,41.6523,-4.7245
2020-03-11,CM,Castilla La Mancha,ES,Spain,71,0,39.8628,-4.0273
2020-03-11,CN,Islas Canarias,ES,Spain,37,0,28.4682,-16.2546
2020-03-11,CT,Cataluña,ES,Spain,156,3,41.3887,2.1590
2020-03-11,EX,Extremadura,ES,Spain,9,0,38.9161,-6.3436
2020-03-11,GA,Galicia,ES,Spain,39,0,42.2328,-8.7226
2020-03-11,IB,Islas Baleares,ES,Spain,16,0,39.5693,2.6502
2020-03-11,MC,Murcia,ES,Spain,11,0,37.9870415,-1.13004
2020-03-11,MD,Madrid,ES,Spain,1024,31,40.4165001,-3.7025599
2020-03-11,ML,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-11,NC,Navarra,ES,Spain,46,0,42.8169,-1.6432
2020-03-11,PV,País Vasco,ES,Spain,225,6,43.2627,-2.9253
2020-03-11,RI,La Rioja,ES,Spain,179,2,42.4667,-2.4500
2020-03-11,VC,Comunidad Valenciana,ES,Spain,65,1,39.4697,-0.3774
2020-03-12,AN,Andalucía,ES,Spain,115,0,37.3828,-5.9731
2020-03-12,AR,Aragón,ES,Spain,64,6,41.6560,-0.8773
2020-03-12,AS,Asturias,ES,Spain,47,1,43.3602,-5.8447
2020-03-12,CB,Cantabria,ES,Spain,16,0,43.4647,-3.8044
2020-03-12,CE,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-12,CL,Castilla y León,ES,Spain,92,0,41.6523,-4.7245
2020-03-12,CM,Castilla La Mancha,ES,Spain,115,1,39.8628,-4.0273
2020-03-12,CN,Islas Canarias,ES,Spain,51,0,28.4682,-16.2546
2020-03-12,CT,Cataluña,ES,Spain,260,4,41.3887,2.1590
2020-03-12,EX,Extremadura,ES,Spain,19,1,38.9161,-6.3436
2020-03-12,GA,Galicia,ES,Spain,35,0,42.2328,-8.7226
2020-03-12,IB,Islas Baleares,ES,Spain,22,1,39.5693,2.6502
2020-03-12,MC,Murcia,ES,Spain,26,0,37.9870415,-1.13004
2020-03-12,MD,Madrid,ES,Spain,1388,56,40.4165001,-3.7025599
2020-03-12,ML,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-12,NC,Navarra,ES,Spain,73,0,42.8169,-1.6432
2020-03-12,PV,País Vasco,ES,Spain,346,11,43.2627,-2.9253
2020-03-12,RI,La Rioja,ES,Spain,205,2,42.4667,-2.4500
2020-03-12,VC,Comunidad Valenciana,ES,Spain,76,1,39.4697,-0.3774
2020-03-13,AN,Andalucía,ES,Spain,219,0,37.3828,-5.9731
2020-03-13,AR,Aragón,ES,Spain,80,7,41.6560,-0.8773
2020-03-13,AS,Asturias,ES,Spain,67,1,43.3602,-5.8447
2020-03-13,CB,Cantabria,ES,Spain,29,0,43.4647,-3.8044
2020-03-13,CE,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-13,CL,Castilla y León,ES,Spain,169,1,41.6523,-4.7245
2020-03-13,CM,Castilla La Mancha,ES,Spain,194,5,39.8628,-4.0273
2020-03-13,CN,Islas Canarias,ES,Spain,70,0,28.4682,-16.2546
2020-03-13,CT,Cataluña,ES,Spain,316,4,41.3887,2.1590
2020-03-13,EX,Extremadura,ES,Spain,39,1,38.9161,-6.3436
2020-03-13,GA,Galicia,ES,Spain,85,0,42.2328,-8.7226
2020-03-13,IB,Islas Baleares,ES,Spain,30,1,39.5693,2.6502
2020-03-13,MC,Murcia,ES,Spain,35,0,37.9870415,-1.13004
2020-03-13,MD,Madrid,ES,Spain,1990,81,40.4165001,-3.7025599
2020-03-13,ML,Melilla,ES,Spain,2,0,35.2937,-2.9383
2020-03-13,NC,Navarra,ES,Spain,130,0,42.8169,-1.6432
2020-03-13,PV,País Vasco,ES,Spain,417,14,43.2627,-2.9253
2020-03-13,RI,La Rioja,ES,Spain,243,2,42.4667,-2.4500
2020-03-13,VC,Comunidad Valenciana,ES,Spain,94,1,39.4697,-0.3774
2020-03-16,AN,Andalucía,ES,Spain,554,7,37.3828,-5.9731
2020-03-16,AR,Aragón,ES,Spain,174,11,41.6560,-0.8773
2020-03-16,AS,Asturias,ES,Spain,177,1,43.3602,-5.8447
2020-03-16,CB,Cantabria,ES,Spain,58,0,43.4647,-3.8044
2020-03-16,CE,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-16,CL,Castilla y León,ES,Spain,334,9,41.6523,-4.7245
2020-03-16,CM,Castilla La Mancha,ES,Spain,567,17,39.8628,-4.0273
2020-03-16,CN,Islas Canarias,ES,Spain,119,1,28.4682,-16.2546
2020-03-16,CT,Cataluña,ES,Spain,903,12,41.3887,2.1590
2020-03-16,EX,Extremadura,ES,Spain,111,2,38.9161,-6.3436
2020-03-16,GA,Galicia,ES,Spain,245,2,42.2328,-8.7226
2020-03-16,IB,Islas Baleares,ES,Spain,73,1,39.5693,2.6502
2020-03-16,MC,Murcia,ES,Spain,77,0,37.9870415,-1.13004
2020-03-16,MD,Madrid,ES,Spain,4165,213,40.4165001,-3.7025599
2020-03-16,ML,Melilla,ES,Spain,8,0,35.2937,-2.9383
2020-03-16,NC,Navarra,ES,Spain,274,1,42.8169,-1.6432
2020-03-16,PV,País Vasco,ES,Spain,630,23,43.2627,-2.9253
2020-03-16,RI,La Rioja,ES,Spain,312,4,42.4667,-2.4500
2020-03-16,VC,Comunidad Valenciana,ES,Spain,409,5,39.4697,-0.3774
2020-03-17,AN,Andalucía,ES,Spain,683,11,37.3828,-5.9731
2020-03-17,AR,Aragón,ES,Spain,207,12,41.6560,-0.8773
2020-03-17,AS,Asturias,ES,Spain,193,1,43.3602,-5.8447
2020-03-17,CB,Cantabria,ES,Spain,58,0,43.4647,-3.8044
2020-03-17,CE,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-17,CL,Castilla y León,ES,Spain,431,12,41.6523,-4.7245
2020-03-17,CM,Castilla La Mancha,ES,Spain,567,17,39.8628,-4.0273
2020-03-17,CN,Islas Canarias,ES,Spain,148,2,28.4682,-16.2546
2020-03-17,CT,Cataluña,ES,Spain,1394,18,41.3887,2.1590
2020-03-17,EX,Extremadura,ES,Spain,153,3,38.9161,-6.3436
2020-03-17,GA,Galicia,ES,Spain,292,3,42.2328,-8.7226
2020-03-17,IB,Islas Baleares,ES,Spain,92,1,39.5693,2.6502
2020-03-17,MC,Murcia,ES,Spain,97,0,37.9870415,-1.13004
2020-03-17,MD,Madrid,ES,Spain,4871,355,40.4165001,-3.7025599
2020-03-17,ML,Melilla,ES,Spain,17,0,35.2937,-2.9383
2020-03-17,NC,Navarra,ES,Spain,313,2,42.8169,-1.6432
2020-03-17,PV,País Vasco,ES,Spain,765,36,43.2627,-2.9253
2020-03-17,RI,La Rioja,ES,Spain,355,5,42.4667,-2.4500
2020-03-17,VC,Comunidad Valenciana,ES,Spain,541,13,39.4697,-0.3774
2020-03-18,AN,Andalucía,ES,Spain,859,19,37.3828,-5.9731
2020-03-18,AR,Aragón,ES,Spain,226,13,41.6560,-0.8773
2020-03-18,AS,Asturias,ES,Spain,242,1,43.3602,-5.8447
2020-03-18,CB,Cantabria,ES,Spain,68,1,43.4647,-3.8044
2020-03-18,CE,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-18,CL,Castilla y León,ES,Spain,668,22,41.6523,-4.7245
2020-03-18,CM,Castilla La Mancha,ES,Spain,675,28,39.8628,-4.0273
2020-03-18,CN,Islas Canarias,ES,Spain,181,3,28.4682,-16.2546
2020-03-18,CT,Cataluña,ES,Spain,1866,41,41.3887,2.1590
2020-03-18,EX,Extremadura,ES,Spain,194,6,38.9161,-6.3436
2020-03-18,GA,Galicia,ES,Spain,341,3,42.2328,-8.7226
2020-03-18,IB,Islas Baleares,ES,Spain,112,1,39.5693,2.6502
2020-03-18,MC,Murcia,ES,Spain,122,0,37.9870415,-1.13004
2020-03-18,MD,Madrid,ES,Spain,5637,390,40.4165001,-3.7025599
2020-03-18,ML,Melilla,ES,Spain,20,0,35.2937,-2.9383
2020-03-18,NC,Navarra,ES,Spain,386,3,42.8169,-1.6432
2020-03-18,PV,País Vasco,ES,Spain,973,40,43.2627,-2.9253
2020-03-18,RI,La Rioja,ES,Spain,419,5,42.4667,-2.4500
2020-03-18,VC,Comunidad Valenciana,ES,Spain,726,22,39.4697,-0.3774
2020-03-19,AN,Andalucía,ES,Spain,1008,23,37.3828,-5.9731
2020-03-19,AR,Aragón,ES,Spain,281,15,41.6560,-0.8773
2020-03-19,AS,Asturias,ES,Spain,292,1,43.3602,-5.8447
2020-03-19,CB,Cantabria,ES,Spain,83,1,43.4647,-3.8044
2020-03-19,CE,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-19,CL,Castilla y León,ES,Spain,868,29,41.6523,-4.7245
2020-03-19,CM,Castilla La Mancha,ES,Spain,801,42,39.8628,-4.0273
2020-03-19,CN,Islas Canarias,ES,Spain,220,3,28.4682,-16.2546
2020-03-19,CT,Cataluña,ES,Spain,2702,55,41.3887,2.1590
2020-03-19,EX,Extremadura,ES,Spain,241,8,38.9161,-6.3436
2020-03-19,GA,Galicia,ES,Spain,453,4,42.2328,-8.7226
2020-03-19,IB,Islas Baleares,ES,Spain,169,2,39.5693,2.6502
2020-03-19,MC,Murcia,ES,Spain,167,0,37.9870415,-1.13004
2020-03-19,MD,Madrid,ES,Spain,6777,498,40.4165001,-3.7025599
2020-03-19,ML,Melilla,ES,Spain,23,0,35.2937,-2.9383
2020-03-19,NC,Navarra,ES,Spain,482,4,42.8169,-1.6432
2020-03-19,PV,País Vasco,ES,Spain,1190,53,43.2627,-2.9253
2020-03-19,RI,La Rioja,ES,Spain,468,5,42.4667,-2.4500
2020-03-19,VC,Comunidad Valenciana,ES,Spain,921,24,39.4697,-0.3774
2020-03-20,AN,Andalucía,ES,Spain,1287,30,37.3828,-5.9731
2020-03-20,AR,Aragón,ES,Spain,360,17,41.6560,-0.8773
2020-03-20,AS,Asturias,ES,Spain,344,2,43.3602,-5.8447
2020-03-20,CB,Cantabria,ES,Spain,144,1,43.4647,-3.8044
2020-03-20,CE,Ceuta,ES,Spain,5,0,35.8893,-5.3198
2020-03-20,CL,Castilla y León,ES,Spain,1147,43,41.6523,-4.7245
2020-03-20,CM,Castilla La Mancha,ES,Spain,1044,62,39.8628,-4.0273
2020-03-20,CN,Islas Canarias,ES,Spain,287,4,28.4682,-16.2546
2020-03-20,CT,Cataluña,ES,Spain,3270,82,41.3887,2.1590
2020-03-20,EX,Extremadura,ES,Spain,297,10,38.9161,-6.3436
2020-03-20,GA,Galicia,ES,Spain,578,5,42.2328,-8.7226
2020-03-20,IB,Islas Baleares,ES,Spain,203,2,39.5693,2.6502
2020-03-20,MC,Murcia,ES,Spain,204,0,37.9870415,-1.13004
2020-03-20,MD,Madrid,ES,Spain,7165,628,40.4165001,-3.7025599
2020-03-20,ML,Melilla,ES,Spain,24,0,35.2937,-2.9383
2020-03-20,NC,Navarra,ES,Spain,554,5,42.8169,-1.6432
2020-03-20,PV,País Vasco,ES,Spain,1465,71,43.2627,-2.9253
2020-03-20,RI,La Rioja,ES,Spain,497,7,42.4667,-2.4500
2020-03-20,VC,Comunidad Valenciana,ES,Spain,1105,33,39.4697,-0.3774
