key,wikidata,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
US_OH_39013,Q485513,US,United States of America,OH,Ohio,39013,Belmont County,US,USA,2
US_OH_39015,Q111575,US,United States of America,OH,Ohio,39015,Brown County,US,USA,2
US_OH_39017,Q485561,US,United States of America,OH,Ohio,39017,Butler County,US,USA,2
US_OH_39019,Q421970,US,United States of America,OH,Ohio,39019,Carroll County,US,USA,2
US_OH_39021,Q389573,US,United States of America,OH,Ohio,39021,Champaign County,US,USA,2
US_OH_39023,Q485558,US,United States of America,OH,Ohio,39023,Clark County,US,USA,2
US_OH_39025,Q485582,US,United States of America,OH,Ohio,39025,Clermont County,US,USA,2
US_OH_39027,Q113875,US,United States of America,OH,Ohio,39027,Clinton County,US,USA,2
US_OH_39029,Q421960,US,United States of America,OH,Ohio,39029,Columbiana County,US,USA,2
US_OH_39031,Q485532,US,United States of America,OH,Ohio,39031,Coshocton County,US,USA,2
US_OH_39033,Q403777,US,United States of America,OH,Ohio,39033,Crawford County,US,USA,2
US_OH_39035,Q251267,US,United States of America,OH,Ohio,39035,Cuyahoga County,US,USA,2
US_OH_39037,Q485592,US,United States of America,OH,Ohio,39037,Darke County,US,USA,2
US_OH_39039,Q336190,US,United States of America,OH,Ohio,39039,Defiance County,US,USA,2
US_OH_39041,Q485524,US,United States of America,OH,Ohio,39041,Delaware County,US,USA,2
US_OH_39043,Q111310,US,United States of America,OH,Ohio,39043,Erie County,US,USA,2
US_OH_39045,Q490157,US,United States of America,OH,Ohio,39045,Fairfield County,US,USA,2
US_OH_39047,Q490161,US,United States of America,OH,Ohio,39047,Fayette County,US,USA,2
US_OH_39049,Q113237,US,United States of America,OH,Ohio,39049,Franklin County,US,USA,2
US_OH_39051,Q485539,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2
US_OH_39053,Q499302,US,United States of America,OH,Ohio,39053,Gallia County,US,USA,2
US_OH_39055,Q288592,US,United States of America,OH,Ohio,39055,Geauga County,US,USA,2
US_OH_39057,Q825807,US,United States of America,OH,Ohio,39057,Greene County,US,USA,2
US_OH_39059,Q490168,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2
US_OH_39061,Q152891,US,United States of America,OH,Ohio,39061,Hamilton County,US,USA,2
US_OH_39063,Q402938,US,United States of America,OH,Ohio,39063,Hancock County,US,USA,2
US_OH_39065,Q490184,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2
US_OH_39067,Q421956,US,United States of America,OH,Ohio,39067,Harrison County,US,USA,2
US_OH_39069,Q113220,US,United States of America,OH,Ohio,39069,Henry County,US,USA,2
US_OH_39071,Q490144,US,United States of America,OH,Ohio,39071,Highland County,US,USA,2
US_OH_39073,Q499295,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2
US_OH_39075,Q485650,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2
US_OH_39077,Q336167,US,United States of America,OH,Ohio,39077,Huron County,US,USA,2
US_OH_39079,Q738043,US,United States of America,OH,Ohio,39079,Jackson County,US,USA,2
US_OH_39081,Q114140,US,United States of America,OH,Ohio,39081,Jefferson County,US,USA,2
US_OH_39083,Q490181,US,United States of America,OH,Ohio,39083,Knox County,US,USA,2
US_OH_39085,Q288606,US,United States of America,OH,Ohio,39085,Lake County,US,USA,2
US_OH_39087,Q485615,US,United States of America,OH,Ohio,39087,Lawrence County,US,USA,2
US_OH_39089,Q490150,US,United States of America,OH,Ohio,39089,Licking County,US,USA,2
US_OH_39091,Q490190,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2
US_OH_39093,Q251277,US,United States of America,OH,Ohio,39093,Lorain County,US,USA,2
US_OH_39095,Q112107,US,United States of America,OH,Ohio,39095,Lucas County,US,USA,2
US_OH_39097,Q485526,US,United States of America,OH,Ohio,39097,Madison County,US,USA,2
US_OH_39099,Q485502,US,United States of America,OH,Ohio,39099,Mahoning County,US,USA,2
US_OH_39101,Q489553,US,United States of America,OH,Ohio,39101,Marion County,US,USA,2
US_OH_39103,Q336183,US,United States of America,OH,Ohio,39103,Medina County,US,USA,2
US_OH_39105,Q489915,US,United States of America,OH,Ohio,39105,Meigs County,US,USA,2
US_OH_39107,Q485549,US,United States of America,OH,Ohio,39107,Mercer County,US,USA,2
US_OH_39109,Q489595,US,United States of America,OH,Ohio,39109,Miami County,US,USA,2
US_OH_39111,Q489591,US,United States of America,OH,Ohio,39111,Monroe County,US,USA,2
US_OH_39113,Q485600,US,United States of America,OH,Ohio,39113,Montgomery County,US,USA,2
US_OH_39115,Q489599,US,United States of America,OH,Ohio,39115,Morgan County,US,USA,2
US_OH_39117,Q487280,US,United States of America,OH,Ohio,39117,Morrow County,US,USA,2
US_OH_39119,Q497208,US,United States of America,OH,Ohio,39119,Muskingum County,US,USA,2
US_OH_39121,Q489912,US,United States of America,OH,Ohio,39121,Noble County,US,USA,2
US_OH_39123,Q485596,US,United States of America,OH,Ohio,39123,Ottawa County,US,USA,2
US_OH_39125,Q402945,US,United States of America,OH,Ohio,39125,Paulding County,US,USA,2
US_OH_39127,Q489586,US,United States of America,OH,Ohio,39127,Perry County,US,USA,2
US_OH_39129,Q386271,US,United States of America,OH,Ohio,39129,Pickaway County,US,USA,2
US_OH_39131,Q489919,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2
US_OH_39133,Q336337,US,United States of America,OH,Ohio,39133,Portage County,US,USA,2
US_OH_39135,Q489935,US,United States of America,OH,Ohio,39135,Preble County,US,USA,2
US_OH_39137,Q278589,US,United States of America,OH,Ohio,39137,Putnam County,US,USA,2
US_OH_39139,Q403310,US,United States of America,OH,Ohio,39139,Richland County,US,USA,2
US_OH_39141,Q485528,US,United States of America,OH,Ohio,39141,Ross County,US,USA,2
US_OH_39143,Q485543,US,United States of America,OH,Ohio,39143,Sandusky County,US,USA,2
US_OH_39145,Q485646,US,United States of America,OH,Ohio,39145,Scioto County,US,USA,2
US_OH_39147,Q485553,US,United States of America,OH,Ohio,39147,Seneca County,US,USA,2
US_OH_39149,Q489546,US,United States of America,OH,Ohio,39149,Shelby County,US,USA,2
US_OH_39151,Q421974,US,United States of America,OH,Ohio,39151,Stark County,US,USA,2
US_OH_39153,Q485536,US,United States of America,OH,Ohio,39153,Summit County,US,USA,2
US_OH_39155,Q336229,US,United States of America,OH,Ohio,39155,Trumbull County,US,USA,2
US_OH_39157,Q421963,US,United States of America,OH,Ohio,39157,Tuscarawas County,US,USA,2
US_OH_39159,Q489536,US,United States of America,OH,Ohio,39159,Union County,US,USA,2
US_OH_39161,Q485628,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2
US_OH_39163,Q489942,US,United States of America,OH,Ohio,39163,Vinton County,US,USA,2
US_OH_39165,Q489576,US,United States of America,OH,Ohio,39165,Warren County,US,USA,2
US_OH_39167,Q489571,US,United States of America,OH,Ohio,39167,Washington County,US,USA,2
US_OH_39169,Q403184,US,United States of America,OH,Ohio,39169,Wayne County,US,USA,2
US_OH_39171,Q483923,US,United States of America,OH,Ohio,39171,Williams County,US,USA,2
US_OH_39173,Q485571,US,United States of America,OH,Ohio,39173,Wood County,US,USA,2
US_OH_39175,Q403319,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2
US_OK,Q1649,US,United States of America,OK,Oklahoma,,,US,USA,1
US_OK_40001,Q346959,US,United States of America,OK,Oklahoma,40001,Adair County,US,USA,2
US_OK_40003,Q490796,US,United States of America,OK,Oklahoma,40003,Alfalfa County,US,USA,2
US_OK_40005,Q485042,US,United States of America,OK,Oklahoma,40005,Atoka County,US,USA,2
US_OK_40007,Q485047,US,United States of America,OK,Oklahoma,40007,Beaver County,US,USA,2
US_OK_40009,Q491646,US,United States of America,OK,Oklahoma,40009,Beckham County,US,USA,2
US_OK_40011,Q491623,US,United States of America,OK,Oklahoma,40011,Blaine County,US,USA,2
US_OK_40013,Q491616,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2
US_OK_40015,Q491590,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2
US_OK_40017,Q486614,US,United States of America,OK,Oklahoma,40017,Canadian County,US,USA,2
US_OK_40019,Q497854,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2
US_OK_40021,Q491633,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2
US_OK_40023,Q490745,US,United States of America,OK,Oklahoma,40023,Choctaw County,US,USA,2
US_OK_40025,Q485044,US,United States of America,OK,Oklahoma,40025,Cimarron County,US,USA,2
US_OK_40027,Q484603,US,United States of America,OK,Oklahoma,40027,Cleveland County,US,USA,2
US_OK_40029,Q490727,US,United States of America,OK,Oklahoma,40029,Coal County,US,USA,2
US_OK_40031,Q484590,US,United States of America,OK,Oklahoma,40031,Comanche County,US,USA,2
US_OK_40033,Q483857,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2
US_OK_40035,Q490799,US,United States of America,OK,Oklahoma,40035,Craig County,US,USA,2
US_OK_40037,Q484596,US,United States of America,OK,Oklahoma,40037,Creek County,US,USA,2
US_OK_40039,Q490716,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2
US_OK_40041,Q484752,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2
US_OK_40043,Q490722,US,United States of America,OK,Oklahoma,40043,Dewey County,US,USA,2
US_OK_40045,Q485013,US,United States of America,OK,Oklahoma,40045,Ellis County,US,USA,2
US_OK_40047,Q484729,US,United States of America,OK,Oklahoma,40047,Garfield County,US,USA,2
US_OK_40049,Q484616,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2
US_OK_40051,Q484600,US,United States of America,OK,Oklahoma,40051,Grady County,US,USA,2
US_OK_40053,Q486621,US,United States of America,OK,Oklahoma,40053,Grant County,US,USA,2
US_OK_40055,Q111968,US,United States of America,OK,Oklahoma,40055,Greer County,US,USA,2
US_OK_40057,Q486626,US,United States of America,OK,Oklahoma,40057,Harmon County,US,USA,2
US_OK_40059,Q485001,US,United States of America,OK,Oklahoma,40059,Harper County,US,USA,2
US_OK_40061,Q490690,US,United States of America,OK,Oklahoma,40061,Haskell County,US,USA,2
US_OK_40063,Q489327,US,United States of America,OK,Oklahoma,40063,Hughes County,US,USA,2
US_OK_40065,Q485030,US,United States of America,OK,Oklahoma,40065,Jackson County,US,USA,2
US_OK_40067,Q485024,US,United States of America,OK,Oklahoma,40067,Jefferson County,US,USA,2
US_OK_40069,Q486651,US,United States of America,OK,Oklahoma,40069,Johnston County,US,USA,2
US_OK_40071,Q489318,US,United States of America,OK,Oklahoma,40071,Kay County,US,USA,2
US_OK_40073,Q267164,US,United States of America,OK,Oklahoma,40073,Kingfisher County,US,USA,2
US_OK_40075,Q485006,US,United States of America,OK,Oklahoma,40075,Kiowa County,US,USA,2
US_OK_40077,Q848649,US,United States of America,OK,Oklahoma,40077,Latimer County,US,USA,2
US_OK_40079,Q495944,US,United States of America,OK,Oklahoma,40079,Le Flore County,US,USA,2
US_OK_40081,Q495899,US,United States of America,OK,Oklahoma,40081,Lincoln County,US,USA,2
US_OK_40083,Q495906,US,United States of America,OK,Oklahoma,40083,Logan County,US,USA,2
US_OK_40085,Q489312,US,United States of America,OK,Oklahoma,40085,Love County,US,USA,2
US_OK_40087,Q495862,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2
US_OK_40089,Q495851,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2
US_OK_40091,Q495951,US,United States of America,OK,Oklahoma,40091,McIntosh County,US,USA,2
US_OK_40093,Q495839,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2
US_OK_40095,Q489306,US,United States of America,OK,Oklahoma,40095,Marshall County,US,USA,2
US_OK_40097,Q495937,US,United States of America,OK,Oklahoma,40097,Mayes County,US,USA,2
US_OK_40099,Q489477,US,United States of America,OK,Oklahoma,40099,Murray County,US,USA,2
US_OK_40101,Q495867,US,United States of America,OK,Oklahoma,40101,Muskogee County,US,USA,2
US_OK_40103,Q495570,US,United States of America,OK,Oklahoma,40103,Noble County,US,USA,2
US_OK_40105,Q495918,US,United States of America,OK,Oklahoma,40105,Nowata County,US,USA,2
US_OK_40107,Q495885,US,United States of America,OK,Oklahoma,40107,Okfuskee County,US,USA,2
US_OK_40109,Q485038,US,United States of America,OK,Oklahoma,40109,Oklahoma County,US,USA,2
US_OK_40111,Q495930,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2
US_OK_40113,Q495925,US,United States of America,OK,Oklahoma,40113,Osage County,US,USA,2
US_OK_40115,Q495564,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2
US_OK_40117,Q489471,US,United States of America,OK,Oklahoma,40117,Pawnee County,US,USA,2
US_OK_40119,Q495873,US,United States of America,OK,Oklahoma,40119,Payne County,US,USA,2
US_OK_40121,Q495479,US,United States of America,OK,Oklahoma,40121,Pittsburg County,US,USA,2
US_OK_40123,Q495856,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2
US_OK_40125,Q495880,US,United States of America,OK,Oklahoma,40125,Pottawatomie County,US,USA,2
US_OK_40127,Q489463,US,United States of America,OK,Oklahoma,40127,Pushmataha County,US,USA,2
US_OK_40129,Q489332,US,United States of America,OK,Oklahoma,40129,Roger Mills County,US,USA,2
US_OK_40131,Q495912,US,United States of America,OK,Oklahoma,40131,Rogers County,US,USA,2
US_OK_40133,Q495891,US,United States of America,OK,Oklahoma,40133,Seminole County,US,USA,2
US_OK_40135,Q495845,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2
US_OK_40137,Q495581,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2
US_OK_40139,Q485017,US,United States of America,OK,Oklahoma,40139,Texas County,US,USA,2
US_OK_40141,Q489324,US,United States of America,OK,Oklahoma,40141,Tillman County,US,USA,2
US_OK_40143,Q489481,US,United States of America,OK,Oklahoma,40143,Tulsa County,US,USA,2
US_OK_40145,Q489457,US,United States of America,OK,Oklahoma,40145,Wagoner County,US,USA,2
US_OK_40147,Q489486,US,United States of America,OK,Oklahoma,40147,Washington County,US,USA,2
US_OK_40149,Q495958,US,United States of America,OK,Oklahoma,40149,Washita County,US,USA,2
US_OK_40151,Q489468,US,United States of America,OK,Oklahoma,40151,Woods County,US,USA,2
US_OK_40153,Q489447,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2
US_OR,Q824,US,United States of America,OR,Oregon,,,US,USA,1
US_OR_41001,Q109665,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2
US_OR_41003,Q484330,US,United States of America,OR,Oregon,41003,Benton County,US,USA,2
US_OR_41005,Q484404,US,United States of America,OR,Oregon,41005,Clackamas County,US,USA,2
US_OR_41007,Q484371,US,United States of America,OR,Oregon,41007,Clatsop County,US,USA,2
US_OR_41009,Q484385,US,United States of America,OR,Oregon,41009,Columbia County,US,USA,2
US_OR_41011,Q484426,US,United States of America,OR,Oregon,41011,Coos County,US,USA,2
US_OR_41013,Q484354,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2
US_OR_41015,Q484411,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2
US_OR_41017,Q484420,US,United States of America,OR,Oregon,41017,Deschutes County,US,USA,2
US_OR_41019,Q484395,US,United States of America,OR,Oregon,41019,Douglas County,US,USA,2
US_OR_41021,Q484685,US,United States of America,OR,Oregon,41021,Gilliam County,US,USA,2
US_OR_41023,Q484378,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2
US_OR_41025,Q484367,US,United States of America,OR,Oregon,41025,Harney County,US,USA,2
US_OR_41027,Q484361,US,United States of America,OR,Oregon,41027,Hood River County,US,USA,2
US_OR_41029,Q450159,US,United States of America,OR,Oregon,41029,Jackson County,US,USA,2
US_OR_41031,Q253186,US,United States of America,OR,Oregon,41031,Jefferson County,US,USA,2
US_OR_41033,Q484391,US,United States of America,OR,Oregon,41033,Josephine County,US,USA,2
US_OR_41035,Q484388,US,United States of America,OR,Oregon,41035,Klamath County,US,USA,2
US_OR_41037,Q495340,US,United States of America,OR,Oregon,41037,Lake County,US,USA,2
US_OR_41039,Q495409,US,United States of America,OR,Oregon,41039,Lane County,US,USA,2
US_OR_41041,Q302852,US,United States of America,OR,Oregon,41041,Lincoln County,US,USA,2
US_OR_41043,Q506015,US,United States of America,OR,Oregon,41043,Linn County,US,USA,2
US_OR_41045,Q495414,US,United States of America,OR,Oregon,41045,Malheur County,US,USA,2
US_OR_41047,Q484408,US,United States of America,OR,Oregon,41047,Marion County,US,USA,2
US_OR_41049,Q495368,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2
US_OR_41051,Q450374,US,United States of America,OR,Oregon,41051,Multnomah County,US,USA,2
US_OR_41053,Q495393,US,United States of America,OR,Oregon,41053,Polk County,US,USA,2
US_OR_41055,Q303491,US,United States of America,OR,Oregon,41055,Sherman County,US,USA,2
US_OR_41057,Q495359,US,United States of America,OR,Oregon,41057,Tillamook County,US,USA,2
US_OR_41059,Q495344,US,United States of America,OR,Oregon,41059,Umatilla County,US,USA,2
US_OR_41061,Q495691,US,United States of America,OR,Oregon,41061,Union County,US,USA,2
US_OR_41063,Q495382,US,United States of America,OR,Oregon,41063,Wallowa County,US,USA,2
US_OR_41065,Q495388,US,United States of America,OR,Oregon,41065,Wasco County,US,USA,2
US_OR_41067,Q484538,US,United States of America,OR,Oregon,41067,Washington County,US,USA,2
US_OR_41069,Q495356,US,United States of America,OR,Oregon,41069,Wheeler County,US,USA,2
US_OR_41071,Q484346,US,United States of America,OR,Oregon,41071,Yamhill County,US,USA,2
US_PA,Q1400,US,United States of America,PA,Pennsylvania,,,US,USA,1
US_PA_42001,Q351865,US,United States of America,PA,Pennsylvania,42001,Adams County,US,USA,2
US_PA_42003,Q156291,US,United States of America,PA,Pennsylvania,42003,Allegheny County,US,USA,2
US_PA_42005,Q494186,US,United States of America,PA,Pennsylvania,42005,Armstrong County,US,USA,2
US_PA_42007,Q494104,US,United States of America,PA,Pennsylvania,42007,Beaver County,US,USA,2
US_PA_42009,Q494174,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2
US_PA_42011,Q490920,US,United States of America,PA,Pennsylvania,42011,Berks County,US,USA,2
US_PA_42013,Q494152,US,United States of America,PA,Pennsylvania,42013,Blair County,US,USA,2
US_PA_42015,Q488687,US,United States of America,PA,Pennsylvania,42015,Bradford County,US,USA,2
US_PA_42017,Q494192,US,United States of America,PA,Pennsylvania,42017,Bucks County,US,USA,2
US_PA_42019,Q488672,US,United States of America,PA,Pennsylvania,42019,Butler County,US,USA,2
US_PA_42021,Q490077,US,United States of America,PA,Pennsylvania,42021,Cambria County,US,USA,2
US_PA_42023,Q494142,US,United States of America,PA,Pennsylvania,42023,Cameron County,US,USA,2
US_PA_42025,Q488698,US,United States of America,PA,Pennsylvania,42025,Carbon County,US,USA,2
US_PA_42027,Q494248,US,United States of America,PA,Pennsylvania,42027,Centre County,US,USA,2
US_PA_42029,Q27840,US,United States of America,PA,Pennsylvania,42029,Chester County,US,USA,2
US_PA_42031,Q494198,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2
US_PA_42033,Q494233,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2
US_PA_42035,Q494093,US,United States of America,PA,Pennsylvania,42035,Clinton County,US,USA,2
US_PA_42037,Q488693,US,United States of America,PA,Pennsylvania,42037,Columbia County,US,USA,2
US_PA_42039,Q494086,US,United States of America,PA,Pennsylvania,42039,Crawford County,US,USA,2
US_PA_42041,Q494134,US,United States of America,PA,Pennsylvania,42041,Cumberland County,US,USA,2
US_PA_42043,Q488690,US,United States of America,PA,Pennsylvania,42043,Dauphin County,US,USA,2
US_PA_42045,Q27844,US,United States of America,PA,Pennsylvania,42045,Delaware County,US,USA,2
US_PA_42047,Q494254,US,United States of America,PA,Pennsylvania,42047,Elk County,US,USA,2
US_PA_42049,Q488679,US,United States of America,PA,Pennsylvania,42049,Erie County,US,USA,2
US_PA_42051,Q488683,US,United States of America,PA,Pennsylvania,42051,Fayette County,US,USA,2
US_PA_42053,Q494236,US,United States of America,PA,Pennsylvania,42053,Forest County,US,USA,2
US_PA_42055,Q494121,US,United States of America,PA,Pennsylvania,42055,Franklin County,US,USA,2
US_PA_42057,Q494211,US,United States of America,PA,Pennsylvania,42057,Fulton County,US,USA,2
US_PA_42059,Q494098,US,United States of America,PA,Pennsylvania,42059,Greene County,US,USA,2
US_PA_42061,Q494077,US,United States of America,PA,Pennsylvania,42061,Huntingdon County,US,USA,2
US_PA_42063,Q494146,US,United States of America,PA,Pennsylvania,42063,Indiana County,US,USA,2
US_PA_42065,Q494156,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2
US_PA_42067,Q501270,US,United States of America,PA,Pennsylvania,42067,Juniata County,US,USA,2
US_PA_42069,Q501350,US,United States of America,PA,Pennsylvania,42069,Lackawanna County,US,USA,2
US_PA_42071,Q142369,US,United States of America,PA,Pennsylvania,42071,Lancaster County,US,USA,2
US_PA_42073,Q501256,US,United States of America,PA,Pennsylvania,42073,Lawrence County,US,USA,2
US_PA_42075,Q781165,US,United States of America,PA,Pennsylvania,42075,Lebanon County,US,USA,2
US_PA_42077,Q494117,US,United States of America,PA,Pennsylvania,42077,Lehigh County,US,USA,2
US_PA_42079,Q501292,US,United States of America,PA,Pennsylvania,42079,Luzerne County,US,USA,2
US_PA_42081,Q495633,US,United States of America,PA,Pennsylvania,42081,Lycoming County,US,USA,2
US_PA_42083,Q495640,US,United States of America,PA,Pennsylvania,42083,McKean County,US,USA,2
US_PA_42085,Q497216,US,United States of America,PA,Pennsylvania,42085,Mercer County,US,USA,2
US_PA_42087,Q494161,US,United States of America,PA,Pennsylvania,42087,Mifflin County,US,USA,2
US_PA_42089,Q495588,US,United States of America,PA,Pennsylvania,42089,Monroe County,US,USA,2
US_PA_42091,Q378527,US,United States of America,PA,Pennsylvania,42091,Montgomery County,US,USA,2
US_PA_42093,Q495687,US,United States of America,PA,Pennsylvania,42093,Montour County,US,USA,2
US_PA_42095,Q495658,US,United States of America,PA,Pennsylvania,42095,Northampton County,US,USA,2
US_PA_42097,Q494164,US,United States of America,PA,Pennsylvania,42097,Northumberland County,US,USA,2
US_PA_42099,Q501298,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2
US_PA_42101,Q496900,US,United States of America,PA,Pennsylvania,42101,Philadelphia County,US,USA,2
US_PA_42103,Q495649,US,United States of America,PA,Pennsylvania,42103,Pike County,US,USA,2
US_PA_42105,Q501340,US,United States of America,PA,Pennsylvania,42105,Potter County,US,USA,2
US_PA_42107,Q494207,US,United States of America,PA,Pennsylvania,42107,Schuylkill County,US,USA,2
US_PA_42109,Q495595,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2
US_PA_42111,Q490908,US,United States of America,PA,Pennsylvania,42111,Somerset County,US,USA,2
US_PA_42113,Q501306,US,United States of America,PA,Pennsylvania,42113,Sullivan County,US,USA,2
US_PA_42115,Q495603,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2
US_PA_42117,Q495613,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2
US_PA_42119,Q501248,US,United States of America,PA,Pennsylvania,42119,Union County,US,USA,2
US_PA_42121,Q494241,US,United States of America,PA,Pennsylvania,42121,Venango County,US,USA,2
US_PA_42123,Q495662,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2
US_PA_42125,Q497200,US,United States of America,PA,Pennsylvania,42125,Washington County,US,USA,2
US_PA_42127,Q494167,US,United States of America,PA,Pennsylvania,42127,Wayne County,US,USA,2
US_PA_42129,Q495645,US,United States of America,PA,Pennsylvania,42129,Westmoreland County,US,USA,2
US_PA_42131,Q495677,US,United States of America,PA,Pennsylvania,42131,Wyoming County,US,USA,2
US_PA_42133,Q490914,US,United States of America,PA,Pennsylvania,42133,York County,US,USA,2
US_PR,Q1183,US,United States of America,PR,Puerto Rico,,,US,USA,1
US_PR_72001,Q1864884,US,United States of America,PR,Puerto Rico,72001,Adjuntas Municipio,US,USA,2
US_PR_72003,Q397789,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2
US_PR_72005,Q397826,US,United States of America,PR,Puerto Rico,72005,Aguadilla Municipio,US,USA,2
US_PR_72007,Q2361568,US,United States of America,PR,Puerto Rico,72007,Aguas Buenas Municipio,US,USA,2
US_PR_72009,Q2485628,US,United States of America,PR,Puerto Rico,72009,Aibonito Municipio,US,USA,2
US_PR_72011,Q2390910,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2
US_PR_72013,Q640728,US,United States of America,PR,Puerto Rico,72013,Arecibo Municipio,US,USA,2
US_PR_72015,Q425678,US,United States of America,PR,Puerto Rico,72015,Arroyo Municipio,US,USA,2
US_PR_72017,Q2025087,US,United States of America,PR,Puerto Rico,72017,Barceloneta Municipio,US,USA,2
US_PR_72019,Q2485615,US,United States of America,PR,Puerto Rico,72019,Barranquitas Municipio,US,USA,2
US_PR_72021,Q739675,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2
US_PR_72023,Q1019607,US,United States of America,PR,Puerto Rico,72023,Cabo Rojo Municipio,US,USA,2
US_PR_72025,Q527268,US,United States of America,PR,Puerto Rico,72025,Caguas Municipio,US,USA,2
US_PR_72027,Q2380860,US,United States of America,PR,Puerto Rico,72027,Camuy Municipio,US,USA,2
US_PR_72029,Q2361552,US,United States of America,PR,Puerto Rico,72029,Canóvanas Municipio,US,USA,2
US_PR_72031,Q990293,US,United States of America,PR,Puerto Rico,72031,Carolina Municipio,US,USA,2
US_PR_72033,Q768483,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2
US_PR_72035,Q2307508,US,United States of America,PR,Puerto Rico,72035,Cayey Municipio,US,USA,2
US_PR_72037,Q2307548,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2
US_PR_72039,Q2485522,US,United States of America,PR,Puerto Rico,72039,Ciales Municipio,US,USA,2
US_PR_72041,Q2485552,US,United States of America,PR,Puerto Rico,72041,Cidra Municipio,US,USA,2
US_PR_72043,Q1942303,US,United States of America,PR,Puerto Rico,72043,Coamo Municipio,US,USA,2
US_PR_72045,Q2222328,US,United States of America,PR,Puerto Rico,72045,Comerío Municipio,US,USA,2
US_PR_72047,Q1884385,US,United States of America,PR,Puerto Rico,72047,Corozal Municipio,US,USA,2
US_PR_72049,Q775056,US,United States of America,PR,Puerto Rico,72049,Culebra Municipio,US,USA,2
US_PR_72051,Q2217567,US,United States of America,PR,Puerto Rico,72051,Dorado Municipio,US,USA,2
US_PR_72053,Q542833,US,United States of America,PR,Puerto Rico,72053,Fajardo Municipio,US,USA,2
US_PR_72054,Q2271950,US,United States of America,PR,Puerto Rico,72054,Florida Municipio,US,USA,2
US_PR_72055,Q1019645,US,United States of America,PR,Puerto Rico,72055,Guánica Municipio,US,USA,2
US_PR_72057,Q1870997,US,United States of America,PR,Puerto Rico,72057,Guayama Municipio,US,USA,2
US_PR_72059,Q2333093,US,United States of America,PR,Puerto Rico,72059,Guayanilla Municipio,US,USA,2
US_PR_72061,Q590060,US,United States of America,PR,Puerto Rico,72061,Guaynabo Municipio,US,USA,2
US_PR_72063,Q2159630,US,United States of America,PR,Puerto Rico,72063,Gurabo Municipio,US,USA,2
US_PR_72065,Q2412723,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2
US_PR_72067,Q2361536,US,United States of America,PR,Puerto Rico,72067,Hormigueros Municipio,US,USA,2
US_PR_72069,Q2307535,US,United States of America,PR,Puerto Rico,72069,Humacao Municipio,US,USA,2
