Date,Region,CountryCode,CountryName,Confirmed,Deaths,Latitude,Longitude
2020-03-06,Islas Canarias,ES,Spain,11,0,28.4682,-16.2546
2020-03-06,La Rioja,ES,Spain,29,0,42.4667,-2.4500
2020-03-06,Madrid,ES,Spain,137,2,40.4165001,-3.7025599
2020-03-06,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-06,Murcia,ES,Spain,0,0,37.9870415,-1.13004
2020-03-06,Navarra,ES,Spain,3,0,42.8169,-1.6432
2020-03-06,País Vasco,ES,Spain,45,1,43.2627,-2.9253
2020-03-09,Andalucía,ES,Spain,54,0,37.3828,-5.9731
2020-03-09,Aragón,ES,Spain,13,1,41.6560,-0.8773
2020-03-09,Asturias,ES,Spain,7,0,43.3602,-5.8447
2020-03-09,Baleares,ES,Spain,11,0,39.5693,2.6502
2020-03-09,Cantabria,ES,Spain,12,0,43.4647,-3.8044
2020-03-09,Castilla y León,ES,Spain,23,0,41.6523,-4.7245
2020-03-09,Cataluña,ES,Spain,75,1,41.3887,2.1590
2020-03-09,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-09,Comunidad Valenciana,ES,Spain,37,1,39.4697,-0.3774
2020-03-09,Extremadura,ES,Spain,7,0,38.9161,-6.3436
2020-03-09,Galicia,ES,Spain,6,0,42.2328,-8.7226
2020-03-09,Islas Canarias,ES,Spain,22,0,28.4682,-16.2546
2020-03-09,La Rioja,ES,Spain,81,0,42.4667,-2.4500
2020-03-09,Madrid,ES,Spain,469,8,40.4165001,-3.7025599
2020-03-09,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-09,Murcia,ES,Spain,4,0,37.9870415,-1.13004
2020-03-09,Navarra,ES,Spain,3,0,42.8169,-1.6432
2020-03-09,País Vasco,ES,Spain,149,5,43.2627,-2.9253
2020-03-10,Andalucía,ES,Spain,71,0,37.3828,-5.9731
2020-03-10,Aragón,ES,Spain,38,3,41.6560,-0.8773
2020-03-10,Asturias,ES,Spain,22,0,43.3602,-5.8447
2020-03-10,Baleares,ES,Spain,13,0,39.5693,2.6502
2020-03-10,Cantabria,ES,Spain,12,0,43.4647,-3.8044
2020-03-10,Castilla y León,ES,Spain,56,0,41.6523,-4.7245
2020-03-10,Cataluña,ES,Spain,124,3,41.3887,2.1590
2020-03-10,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-10,Comunidad Valenciana,ES,Spain,50,1,39.4697,-0.3774
2020-03-10,Extremadura,ES,Spain,8,0,38.9161,-6.3436
2020-03-10,Galicia,ES,Spain,22,0,42.2328,-8.7226
2020-03-10,Islas Canarias,ES,Spain,25,0,28.4682,-16.2546
2020-03-10,La Rioja,ES,Spain,144,1,42.4667,-2.4500
2020-03-10,Madrid,ES,Spain,782,21,40.4165001,-3.7025599
2020-03-10,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-10,Murcia,ES,Spain,9,0,37.9870415,-1.13004
2020-03-10,Navarra,ES,Spain,12,0,42.8169,-1.6432
2020-03-10,País Vasco,ES,Spain,195,6,43.2627,-2.9253
2020-03-11,Andalucía,ES,Spain,90,0,37.3828,-5.9731
2020-03-11,Aragón,ES,Spain,45,4,41.6560,-0.8773
2020-03-11,Asturias,ES,Spain,32,0,43.3602,-5.8447
2020-03-11,Baleares,ES,Spain,16,0,39.5693,2.6502
2020-03-11,Cantabria,ES,Spain,12,0,43.4647,-3.8044
2020-03-11,Castilla La Mancha,ES,Spain,71,0,39.8628,-4.0273
2020-03-11,Castilla y León,ES,Spain,71,0,41.6523,-4.7245
2020-03-11,Cataluña,ES,Spain,156,3,41.3887,2.1590
2020-03-11,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-11,Comunidad Valenciana,ES,Spain,65,1,39.4697,-0.3774
2020-03-11,Extremadura,ES,Spain,9,0,38.9161,-6.3436
2020-03-11,Galicia,ES,Spain,39,0,42.2328,-8.7226
2020-03-11,Islas Canarias,ES,Spain,37,0,28.4682,-16.2546
2020-03-11,La Rioja,ES,Spain,179,2,42.4667,-2.4500
2020-03-11,Madrid,ES,Spain,1024,31,40.4165001,-3.7025599
2020-03-11,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-11,Murcia,ES,Spain,11,0,37.9870415,-1.13004
2020-03-11,Navarra,ES,Spain,46,0,42.8169,-1.6432
2020-03-11,País Vasco,ES,Spain,225,6,43.2627,-2.9253
2020-03-12,Andalucía,ES,Spain,115,0,37.3828,-5.9731
2020-03-12,Aragón,ES,Spain,64,6,41.6560,-0.8773
2020-03-12,Asturias,ES,Spain,47,1,43.3602,-5.8447
2020-03-12,Baleares,ES,Spain,22,1,39.5693,2.6502
2020-03-12,Cantabria,ES,Spain,16,0,43.4647,-3.8044
2020-03-12,Castilla La Mancha,ES,Spain,115,1,39.8628,-4.0273
2020-03-12,Castilla y León,ES,Spain,92,0,41.6523,-4.7245
2020-03-12,Cataluña,ES,Spain,260,4,41.3887,2.1590
2020-03-12,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-12,Comunidad Valenciana,ES,Spain,76,1,39.4697,-0.3774
2020-03-12,Extremadura,ES,Spain,19,1,38.9161,-6.3436
2020-03-12,Galicia,ES,Spain,35,0,42.2328,-8.7226
2020-03-12,Islas Canarias,ES,Spain,51,0,28.4682,-16.2546
2020-03-12,La Rioja,ES,Spain,205,2,42.4667,-2.4500
2020-03-12,Madrid,ES,Spain,1388,56,40.4165001,-3.7025599
2020-03-12,Melilla,ES,Spain,0,0,35.2937,-2.9383
2020-03-12,Murcia,ES,Spain,26,0,37.9870415,-1.13004
2020-03-12,Navarra,ES,Spain,73,0,42.8169,-1.6432
2020-03-12,País Vasco,ES,Spain,346,11,43.2627,-2.9253
2020-03-13,Andalucía,ES,Spain,219,0,37.3828,-5.9731
2020-03-13,Aragón,ES,Spain,80,7,41.6560,-0.8773
2020-03-13,Asturias,ES,Spain,67,1,43.3602,-5.8447
2020-03-13,Baleares,ES,Spain,30,1,39.5693,2.6502
2020-03-13,Cantabria,ES,Spain,29,0,43.4647,-3.8044
2020-03-13,Castilla La Mancha,ES,Spain,194,5,39.8628,-4.0273
2020-03-13,Castilla y León,ES,Spain,169,1,41.6523,-4.7245
2020-03-13,Cataluña,ES,Spain,316,4,41.3887,2.1590
2020-03-13,Ceuta,ES,Spain,0,0,35.8893,-5.3198
2020-03-13,Comunidad Valenciana,ES,Spain,94,1,39.4697,-0.3774
2020-03-13,Extremadura,ES,Spain,39,1,38.9161,-6.3436
2020-03-13,Galicia,ES,Spain,85,0,42.2328,-8.7226
2020-03-13,Islas Canarias,ES,Spain,70,0,28.4682,-16.2546
2020-03-13,La Rioja,ES,Spain,243,2,42.4667,-2.4500
2020-03-13,Madrid,ES,Spain,1990,81,40.4165001,-3.7025599
2020-03-13,Melilla,ES,Spain,2,0,35.2937,-2.9383
2020-03-13,Murcia,ES,Spain,35,0,37.9870415,-1.13004
2020-03-13,Navarra,ES,Spain,130,0,42.8169,-1.6432
2020-03-13,País Vasco,ES,Spain,417,14,43.2627,-2.9253
2020-03-16,Andalucía,ES,Spain,554,7,37.3828,-5.9731
2020-03-16,Aragón,ES,Spain,174,11,41.6560,-0.8773
2020-03-16,Asturias,ES,Spain,177,1,43.3602,-5.8447
2020-03-16,Baleares,ES,Spain,73,1,39.5693,2.6502
2020-03-16,Cantabria,ES,Spain,58,0,43.4647,-3.8044
2020-03-16,Castilla La Mancha,ES,Spain,567,17,39.8628,-4.0273
2020-03-16,Castilla y León,ES,Spain,334,9,41.6523,-4.7245
2020-03-16,Cataluña,ES,Spain,903,12,41.3887,2.1590
2020-03-16,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-16,Comunidad Valenciana,ES,Spain,409,5,39.4697,-0.3774
2020-03-16,Extremadura,ES,Spain,111,2,38.9161,-6.3436
2020-03-16,Galicia,ES,Spain,245,2,42.2328,-8.7226
2020-03-16,Islas Canarias,ES,Spain,119,1,28.4682,-16.2546
2020-03-16,La Rioja,ES,Spain,312,4,42.4667,-2.4500
2020-03-16,Madrid,ES,Spain,4165,213,40.4165001,-3.7025599
2020-03-16,Melilla,ES,Spain,8,0,35.2937,-2.9383
2020-03-16,Murcia,ES,Spain,77,0,37.9870415,-1.13004
2020-03-16,Navarra,ES,Spain,274,1,42.8169,-1.6432
2020-03-16,País Vasco,ES,Spain,630,23,43.2627,-2.9253
2020-03-17,Andalucía,ES,Spain,683,11,37.3828,-5.9731
2020-03-17,Aragón,ES,Spain,207,12,41.6560,-0.8773
2020-03-17,Asturias,ES,Spain,193,1,43.3602,-5.8447
2020-03-17,Baleares,ES,Spain,92,1,39.5693,2.6502
2020-03-17,Cantabria,ES,Spain,58,0,43.4647,-3.8044
2020-03-17,Castilla La Mancha,ES,Spain,567,17,39.8628,-4.0273
2020-03-17,Castilla y León,ES,Spain,431,12,41.6523,-4.7245
2020-03-17,Cataluña,ES,Spain,1394,18,41.3887,2.1590
2020-03-17,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-17,Comunidad Valenciana,ES,Spain,541,13,39.4697,-0.3774
2020-03-17,Extremadura,ES,Spain,153,3,38.9161,-6.3436
2020-03-17,Galicia,ES,Spain,292,3,42.2328,-8.7226
2020-03-17,Islas Canarias,ES,Spain,148,2,28.4682,-16.2546
2020-03-17,La Rioja,ES,Spain,355,5,42.4667,-2.4500
2020-03-17,Madrid,ES,Spain,4871,355,40.4165001,-3.7025599
2020-03-17,Melilla,ES,Spain,17,0,35.2937,-2.9383
2020-03-17,Murcia,ES,Spain,97,0,37.9870415,-1.13004
2020-03-17,Navarra,ES,Spain,313,2,42.8169,-1.6432
2020-03-17,País Vasco,ES,Spain,765,36,43.2627,-2.9253
2020-03-18,Andalucía,ES,Spain,859,19,37.3828,-5.9731
2020-03-18,Aragón,ES,Spain,226,13,41.6560,-0.8773
2020-03-18,Asturias,ES,Spain,242,1,43.3602,-5.8447
2020-03-18,Baleares,ES,Spain,112,1,39.5693,2.6502
2020-03-18,Cantabria,ES,Spain,68,1,43.4647,-3.8044
2020-03-18,Castilla La Mancha,ES,Spain,675,28,39.8628,-4.0273
2020-03-18,Castilla y León,ES,Spain,668,22,41.6523,-4.7245
2020-03-18,Cataluña,ES,Spain,1866,41,41.3887,2.1590
2020-03-18,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-18,Comunidad Valenciana,ES,Spain,726,22,39.4697,-0.3774
2020-03-18,Extremadura,ES,Spain,194,6,38.9161,-6.3436
2020-03-18,Galicia,ES,Spain,341,3,42.2328,-8.7226
2020-03-18,Islas Canarias,ES,Spain,181,3,28.4682,-16.2546
2020-03-18,La Rioja,ES,Spain,419,5,42.4667,-2.4500
2020-03-18,Madrid,ES,Spain,5637,390,40.4165001,-3.7025599
2020-03-18,Melilla,ES,Spain,20,0,35.2937,-2.9383
2020-03-18,Murcia,ES,Spain,122,0,37.9870415,-1.13004
2020-03-18,Navarra,ES,Spain,386,3,42.8169,-1.6432
2020-03-18,País Vasco,ES,Spain,973,40,43.2627,-2.9253
2020-03-19,Andalucía,ES,Spain,1008,23,37.3828,-5.9731
2020-03-19,Aragón,ES,Spain,281,15,41.6560,-0.8773
2020-03-19,Asturias,ES,Spain,292,1,43.3602,-5.8447
2020-03-19,Baleares,ES,Spain,169,2,39.5693,2.6502
2020-03-19,Cantabria,ES,Spain,83,1,43.4647,-3.8044
2020-03-19,Castilla La Mancha,ES,Spain,801,42,39.8628,-4.0273
2020-03-19,Castilla y León,ES,Spain,868,29,41.6523,-4.7245
2020-03-19,Cataluña,ES,Spain,2702,55,41.3887,2.1590
2020-03-19,Ceuta,ES,Spain,1,0,35.8893,-5.3198
2020-03-19,Comunidad Valenciana,ES,Spain,921,24,39.4697,-0.3774
2020-03-19,Extremadura,ES,Spain,241,8,38.9161,-6.3436
2020-03-19,Galicia,ES,Spain,453,4,42.2328,-8.7226
2020-03-19,Islas Canarias,ES,Spain,220,3,28.4682,-16.2546
2020-03-19,La Rioja,ES,Spain,468,5,42.4667,-2.4500
2020-03-19,Madrid,ES,Spain,6777,498,40.4165001,-3.7025599
2020-03-19,Melilla,ES,Spain,23,0,35.2937,-2.9383
2020-03-19,Murcia,ES,Spain,167,0,37.9870415,-1.13004
2020-03-19,Navarra,ES,Spain,482,4,42.8169,-1.6432
2020-03-19,País Vasco,ES,Spain,1190,53,43.2627,-2.9253
