key,latitude,longitude,elevation,area
US_CO_08011,37.95,-103.08,,3991
US_CO_08013,40.09,-105.36,,1946
US_CO_08014,39.933333,-105.05,1629,87
US_CO_08015,38.74,-106.18,,2629
US_CO_08017,38.82,-102.59,,4614
US_CO_08019,39.69,-105.64,,1027
US_CO_08021,37.21,-106.19,,3343
US_CO_08023,37.28,-105.43,,3187
US_CO_08025,38.33,-103.79,,2073
US_CO_08027,38.09,-105.36,,1916
US_CO_08029,38.86,-107.86,,2975
US_CO_08031,39.739167,-104.98472,1609,401
US_CO_08033,37.75,-108.52,,2766
US_CO_08035,39.35,-104.93,,2183
US_CO_08037,39.62,-106.7,,4382
US_CO_08039,39.28,-104.13,,4794
US_CO_08041,38.84,-104.52,4302,5516
US_CO_08043,38.48,-105.44,,3973
US_CO_08045,39.6,-107.9,,7655
US_CO_08047,39.86,-105.52,,389
US_CO_08049,40.1,-106.12,,4842
US_CO_08051,38.67,-107.01,,8443
US_CO_08053,37.82,-107.28,,2909
US_CO_08055,37.69,-104.96,,4126
US_CO_08057,40.66,-106.34,,4198
US_CO_08059,39.59,-105.25,,2015
US_CO_08061,38.43,-102.74,,4625
US_CO_08063,39.31,-102.6,,5598
US_CO_08065,39.19,-106.36,,994
US_CO_08067,37.29,-107.85,,4403
US_CO_08069,40.65,-105.46,,6822
US_CO_08071,37.32,-104.04,,12368
US_CO_08073,38.98,-103.52,,6699
US_CO_08075,40.73,-103.11,,4778
US_CO_08077,39.02,-108.47,,8653
US_CO_08079,37.69,-106.93,,2273
US_CO_08081,40.61,-108.2,,12305
US_CO_08083,37.34,-108.6,,5284
US_CO_08085,38.41,-108.27,,5808
US_CO_08087,40.26,-103.81,,3351
US_CO_08089,37.9,-103.71,,3289
US_CO_08091,38.16,-107.77,,1405
US_CO_08093,39.12,-105.71,,5726
US_CO_08095,40.59,-102.35,,1781
US_CO_08097,39.22,-106.92,,2521
US_CO_08099,37.96,-102.4,,4259
US_CO_08101,38.15,-104.51,,6210
US_CO_08103,39.98,-108.2,,8347
US_CO_08105,37.61,-106.39,,2362
US_CO_08107,40.48,-106.99,,6133
US_CO_08109,38.08,-106.3,,8206
US_CO_08111,37.77,-107.67,,1006
US_CO_08113,38.01,-108.43,,3337
US_CO_08115,40.88,-102.35,,1420
US_CO_08117,39.6356,-106.10235,,1604
US_CO_08119,38.88,-105.15,,1448
US_CO_08121,39.98,-103.2,,6537
US_CO_08123,40.54,-104.4,,10416
US_CO_08125,40,-102.42,,6136
US_CT,41.6,-72.7,152,14357
US_CT_09001,41.23,-73.37,,2168
US_CT_09003,41.81,-72.73,,1944
US_CT_09005,41.79,-73.24,,2446
US_CT_09007,41.44,-72.52,,1137
US_CT_09009,41.35,-72.9,,2233
US_CT_09011,41.47,-72.1,,1999
US_CT_09013,41.85,-72.33,,1080
US_CT_09015,41.83,-71.99,,521
US_DC,38.895,-77.036667,,259
US_DC_11001,38.895,-77.036667,,259
US_DE,39,-75.5,18,6452
US_DE_10001,39.1,-75.5,,2072
US_DE_10003,39.58,-75.64,,1278
US_DE_10005,38.68,-75.34,,3097
US_FL,28.133333,-81.631667,30,170304
US_FL_12001,29.683333,-82.366667,,2510
US_FL_12003,30.32,-82.27,,1525
US_FL_12005,30.24,-85.63,,2676
US_FL_12007,29.95,-82.17,,777
US_FL_12009,28.3,-80.7,,4032
US_FL_12011,26.124354,-80.249503,,1320
US_FL_12013,30.41,-85.2,,1488
US_FL_12015,26.9,-81.95,,2225
US_FL_12017,28.85,-82.52,,2002
US_FL_12019,29.98,-81.86,,1667
US_FL_12021,26.08,-81.4,,5970
US_FL_12023,30.23,-82.63,,2075
US_FL_12027,27.19,-81.81,,1656
US_FL_12029,29.59,-83.19,,2237
US_FL_12031,30.33,-81.65,,2378
US_FL_12033,30.61,-87.33,,2268
US_FL_12035,29.47,-81.3,,1478
US_FL_12037,29.8,-84.82,,2687
US_FL_12039,30.57947,-84.6136,,1369
US_FL_12041,29.73,-82.8,,921
US_FL_12043,26.95,-81.19,,2555
US_FL_12045,29.9,-85.24,,1928
US_FL_12047,30.49,-82.95,,1345
US_FL_12049,27.49,-81.81,,1653
US_FL_12051,26.55,-81.17,,3082
US_FL_12053,28.55,-82.47,,1526
US_FL_12055,27.34,-81.34,,2865
US_FL_12057,27.91,-82.35,,3279
US_FL_12059,30.87,-85.81,,1266
US_FL_12061,27.7,-80.58,,1598
US_FL_12063,30.8,-85.21,,2472
US_FL_12065,30.42,-83.9,,1649
US_FL_12067,29.99,-83.18,,1419
US_FL_12069,28.77,-81.72,,2995
US_FL_12071,26.58,-81.92,,3139
US_FL_12073,30.46,-84.28,,1818
US_FL_12075,29.28,-82.79,,3658
US_FL_12077,30.23,-84.89,,2184
US_FL_12079,30.45,-83.47,,1854
US_FL_12081,27.48,-82.36,,2312
US_FL_12083,29.21,-82.06,,4307
US_FL_12085,27.08,-80.4,,1950
US_FL_12086,25.774167,-80.193611,,6297
US_FL_12087,25.12,-81.15,,9679
US_FL_12089,30.61,-81.77,,1880
US_FL_12091,30.67,-86.59,,2802
US_FL_12093,27.39,-80.89,,2309
US_FL_12095,28.51,-81.32,,2601
US_FL_12097,28.06,-81.15,,3901
US_FL_12099,26.71,-80.05,,6181
US_FL_12101,28.3,-82.44,,2248
US_FL_12103,27.9,-82.74,,1574
US_FL_12105,27.96,-81.7,,5206
US_FL_12107,29.61,-81.74,,2142
US_FL_12109,29.91,-81.41,,2127
US_FL_12111,27.38,-80.44,,1782
US_FL_12113,30.7,-87.02,,3040
US_FL_12115,27.19,-82.37,,1878
US_FL_12117,28.71,-81.23,,893
US_FL_12119,28.71,-82.08,,1503
US_FL_12121,30.19,-82.99,,1792
US_FL_12123,30.02,-83.62,,3191
US_FL_12125,30.04,-82.37,,647
US_FL_12127,29.07,-81.14,,1432
US_FL_12129,30.15,-84.38,,736
US_FL_12131,30.61,-86.17,,1240
US_FL_12133,30.61,-85.67,,616
US_GA,33,-83.5,180,153909
US_GA_13001,31.75,-82.29,,1326
US_GA_13003,31.29,-82.87,,891
US_GA_13005,31.56,-82.45,,741
US_GA_13007,31.33,-84.45,,904
US_GA_13009,33.07,-83.25,,693
US_GA_13011,34.35,-83.5,,606
US_GA_13013,33.99,-83.71,,422
US_GA_13015,34.24,-84.84,,1218
US_GA_13017,31.76,-83.22,,658
US_GA_13019,31.27,-83.23,,1186
US_GA_13021,32.8,-83.7,,661
US_GA_13023,32.44,-83.33,,568
US_GA_13025,31.2,-81.98,,1159
US_GA_13027,30.728889,-83.715,,1289
US_GA_13029,32.02,-81.44,,1177
US_GA_13031,32.39,-81.74,,1784
US_GA_13033,33.06,-82,,2163
US_GA_13035,33.29,-83.96,,492
US_GA_13037,31.53,-84.62,,734
US_GA_13039,30.92,-81.64,,2027
US_GA_13043,32.4,-82.07,,644
US_GA_13045,33.58,-85.08,,1305
US_GA_13047,34.9,-85.14,,421
US_GA_13049,30.78,-82.14,,2028
US_GA_13051,31.97,-81.09,,1638
US_GA_13053,32.35,-84.79,,651
US_GA_13055,34.48,-85.35,,812
US_GA_13057,34.24,-84.47,,1124
US_GA_13059,33.955464,-83.383245,,314
US_GA_13061,31.62,-84.99,,562
US_GA_13063,33.54,-84.36,,374
US_GA_13065,30.92,-82.7,,2135
US_GA_13067,33.94,-84.58,,881
US_GA_13069,31.55,-82.85,,1561
US_GA_13071,31.19,-83.77,,1441
US_GA_13073,33.55,-82.26,,797
US_GA_13075,31.166667,-83.433333,,604
US_GA_13077,33.35,-84.76,,1155
US_GA_13079,32.71,-83.98,,846
US_GA_13081,31.93,-83.77,,728
US_GA_13083,34.85,-85.5,,451
US_GA_13085,34.44,-84.17,,554
US_GA_13087,30.88,-84.58,,1614
US_GA_13089,33.77,-84.23,,702
US_GA_13091,32.17,-83.17,,1303
US_GA_13093,32.16,-83.8,,1028
US_GA_13095,31.54,-84.22,,867
US_GA_13097,33.7,-84.77,,519
US_GA_13099,31.33,-84.91,,1337
US_GA_13101,30.72,-82.9,,1090
US_GA_13103,32.37,-81.34,,1250
US_GA_13105,34.11,-82.84,,970
US_GA_13107,32.59,-82.3,,1788
US_GA_13109,32.16,-81.89,,484
US_GA_13111,34.86,-84.32,,1014
US_GA_13113,33.41,-84.49,,516
US_GA_13115,34.26,-85.22,,1343
US_GA_13117,34.22,-84.13,,641
US_GA_13119,34.37,-83.23,,690
US_GA_13121,33.79,-84.47,,1385
US_GA_13123,34.69,-84.46,,1118
US_GA_13125,33.23,-82.61,,374
US_GA_13127,31.22,-81.49,,1516
US_GA_13129,34.5,-84.87,,927
US_GA_13131,30.88,-84.23,,1192
US_GA_13133,33.58,-83.17,,1052
US_GA_13135,33.96,-84.03,,1131
US_GA_13137,34.63,-83.53,,723
US_GA_13139,34.32,-83.82,,1112
US_GA_13141,33.27,-83,,1240
US_GA_13143,33.79,-85.21,,733
US_GA_13145,32.74,-84.91,,1225
US_GA_13147,34.35,-82.96,,664
US_GA_13149,33.3,-85.13,,780
US_GA_13151,33.46,-84.16,,840
US_GA_13153,32.46,-83.67,,984
US_GA_13155,31.6,-83.27,,939
US_GA_13157,34.13,-83.56,,888
US_GA_13159,33.32,-83.69,,968
US_GA_13161,31.8,-82.64,,869
US_GA_13163,33.05,-82.42,,1372
US_GA_13165,32.79,-81.96,,913
US_GA_13167,32.7,-82.66,,794
US_GA_13169,33.03,-83.57,,1024
US_GA_13171,33.07,-84.14,,481
US_GA_13173,31.04,-83.06,,518
US_GA_13175,32.46,-82.93,,2120
US_GA_13177,31.78,-84.14,,938
US_GA_13179,31.8,-81.46,,1561
US_GA_13181,33.79,-82.45,,666
US_GA_13183,31.76,-81.75,,1045
US_GA_13185,30.83,-83.27,,1323
US_GA_13187,34.57,-84,,738
US_GA_13189,33.48,-82.48,,690
US_GA_13191,31.48,-81.37,,1488
US_GA_13193,32.35,-84.04,,1051
US_GA_13195,34.13,-83.21,,740
US_GA_13197,32.35,-84.53,,952
US_GA_13199,33.04,-84.69,,1309
US_GA_13201,31.16,-84.73,,735
US_GA_13205,31.22,-84.19,,1331
US_GA_13207,33.01,-83.91,,1030
US_GA_13209,32.17,-82.53,,641
US_GA_13211,33.59,-83.49,,918
US_GA_13213,34.78,-84.75,,892
US_GA_13215,32.51,-84.87,,572
US_GA_13217,33.599243,-83.858729,,723
US_GA_13219,33.84,-83.44,,482
US_GA_13221,33.88,-83.08,,1145
US_GA_13223,33.92,-84.87,,816
US_GA_13225,32.56,-83.83,,392
US_GA_13227,34.46,-84.46,,603
US_GA_13229,31.36,-82.22,,891
US_GA_13231,33.09,-84.39,,568
US_GA_13233,34,-85.18,,808
US_GA_13235,32.24,-83.47,,647
US_GA_13237,33.32,-83.37,,934
US_GA_13239,31.86,-85.01,,417
US_GA_13241,34.87692,-83.4082,,976
US_GA_13243,31.76,-84.76,,1116
US_GA_13245,33.36,-82.07,,851
US_GA_13247,33.65,-84.03,,342
US_GA_13249,32.266667,-84.299722,,435
US_GA_13251,32.75,-81.61,,1698
US_GA_13253,30.93,-84.87,,664
US_GA_13255,33.26,-84.28,,517
US_GA_13257,34.56,-83.29,,477
US_GA_13259,32.08,-84.84,,1200
US_GA_13261,32.04,-84.2,,1276
US_GA_13263,32.71,-84.53,,1022
US_GA_13265,33.57,-82.88,,506
US_GA_13267,32.04,-82.06,,1264
US_GA_13269,32.55,-84.25,,983
US_GA_13271,31.93,-82.94,,1150
US_GA_13273,31.78,-84.44,,874
US_GA_13275,30.86,-83.92,,1430
US_GA_13277,31.46,-83.53,,696
US_GA_13279,32.12,-82.34,,955
US_GA_13281,34.92,-83.74,,446
US_GA_13283,32.4,-82.57,,524
US_GA_13285,33.03,-85.03,,1155
US_GA_13287,31.72,-83.63,,751
US_GA_13289,32.67,-83.43,,940
US_GA_13291,34.83,-83.99,,852
US_GA_13293,32.88,-84.3,,849
US_GA_13295,34.73,-85.3,,447
US_GA_13297,33.78,-83.74,,330
US_GA_13299,31.05,-82.42,,908
US_GA_13301,33.41,-82.68,,287
US_GA_13303,32.97,-82.79,,684
US_GA_13305,31.55,-81.91,,649
US_GA_13307,32.05,-84.55,,210
US_GA_13309,32.12,-82.72,,300
US_GA_13311,34.683333,-83.75,,242
US_GA_13313,34.8,-84.97,,751
US_GA_13315,31.97,-83.44,,382
US_GA_13317,33.79,-82.74,,474
US_GA_13319,32.8,-83.17,,452
US_GA_13321,31.55,-83.85,,575
US_GU,13.5,144.8,,544
US_HI,21.311389,-157.79639,925,28311
US_HI_15001,19.583333,-155.5,,13174
US_HI_15003,21.466667,-157.96667,,5509
US_HI_15005,21.196944,-156.96722,,136
US_HI_15007,22.066667,-159.65,,3280
US_HI_15009,20.883333,-156.65,,6213
US_IA,42,-93,,145746
US_IA_19001,41.330556,-94.471111,,1477
US_IA_19003,41.029167,-94.699167,,1102
US_IA_19005,43.286667,-91.374167,,1706
US_IA_19007,40.738056,-92.867222,,1337
US_IA_19009,41.684722,-94.908056,,1149
US_IA_19011,42.079722,-92.0675,,1855
US_IA_19013,42.468889,-92.305278,,1481
US_IA_19015,42.036389,-93.932222,,1485
US_IA_19017,42.774167,-92.316944,,1139
US_IA_19019,42.471944,-91.839167,,1485
US_IA_19021,42.735,-95.150278,,1502
US_IA_19023,42.731667,-92.791389,,1506
US_IA_19025,42.386111,-94.647222,,1482
US_IA_19027,42.037222,-94.858889,,1477
US_IA_19029,41.329444,-94.929167,,1463
US_IA_19031,41.768056,-91.128611,,1507
US_IA_19033,43.079444,-93.266944,,1490
US_IA_19035,42.734722,-95.624167,,1495
US_IA_19037,43.06,-92.318889,,1309
US_IA_19039,41.022778,-93.786389,,1118
US_IA_19041,43.080833,-95.149444,,1483
US_IA_19043,42.843611,-91.343333,,2053
US_IA_19045,41.892778,-90.5275,,1839
US_IA_19047,42.037222,-95.378611,,1852
US_IA_19049,41.682778,-94.035,,1533
US_IA_19051,40.744444,-92.413333,,1308
US_IA_19053,40.741389,-93.780833,,1381
US_IA_19055,42.469444,-91.370278,,1500
US_IA_19057,40.927778,-91.183889,,1113
US_IA_19059,43.375833,-95.149722,,987
US_IA_19061,42.470833,-90.878333,,1597
US_IA_19063,43.377222,-94.6775,,1042
US_IA_19065,42.865,-91.849444,,1894
US_IA_19067,43.056667,-92.783889,,1298
US_IA_19069,42.730833,-93.2675,,1510
US_IA_19071,40.743889,-95.608611,,1338
US_IA_19073,42.035278,-94.395556,,1479
US_IA_19075,42.401667,-92.7875,,1302
US_IA_19077,41.683333,-94.5,,1536
US_IA_19079,42.381944,-93.710833,,1496
US_IA_19081,43.083333,-93.736389,,1484
US_IA_19083,42.373889,-93.244722,,1476
US_IA_19085,41.682222,-95.824167,,1815
US_IA_19087,40.986667,-91.541944,,1131
US_IA_19089,43.3575,-92.315556,,1227
US_IA_19091,42.777222,-94.204167,,1129
US_IA_19093,42.386667,-95.514444,,1119
US_IA_19095,41.686111,-92.066944,,1521
US_IA_19097,42.170278,-90.575,,1683
US_IA_19099,41.688056,-93.061389,,1898
US_IA_19101,41.031389,-91.944722,,1131
US_IA_19103,41.666667,-91.583333,,1614
US_IA_19105,42.12,-91.134722,,1494
US_IA_19107,41.336111,-92.179722,,1502
US_IA_19109,43.205,-94.205556,,2524
US_IA_19111,40.642778,-91.474444,,1395
US_IA_19113,42.078611,-91.599722,,1877
US_IA_19115,41.218056,-91.26,,1082
US_IA_19117,41.026111,-93.328333,,1124
US_IA_19119,43.383333,-96.216667,,1522
US_IA_19121,41.33,-94.01,,1456
US_IA_19123,41.333889,-92.645556,,1485
US_IA_19125,41.331111,-93.102222,,1478
US_IA_19127,42.034167,-93.001111,,1484
US_IA_19129,41.03345,-95.62133,315,1139
US_IA_19131,43.35641,-92.78903,366,1216
US_IA_19133,42.047222,-95.968611,386,1795
US_IA_19135,41.02978,-92.86899,240,1124
US_IA_19137,41.03014,-95.15638,369,1100
US_IA_19139,41.481111,-91.119722,199,1163
US_IA_19141,43.08375,-95.62488,464,1485
US_IA_19143,43.377778,-95.627778,477,1035
US_IA_19145,40.738056,-95.148056,328,1387
US_IA_19147,43.08206,-94.67814,365,1475
US_IA_19149,42.738333,-96.220278,358,2238
US_IA_19151,42.734444,-94.6775,376,1500
US_IA_19153,41.6855,-93.57353,279,1533
US_IA_19155,41.33661,-95.54239,359,2486
US_IA_19157,41.684167,-92.53,293,1518
US_IA_19159,40.732222,-94.248056,,1396
US_IA_19161,42.381111,-95.112778,,1498
US_IA_19163,41.635833,-90.633889,,1186
US_IA_19165,41.681389,-95.312778,,1532
US_IA_19167,43.081389,-96.179444,,1959
US_IA_19169,42.037778,-93.466389,,1486
US_IA_19171,42.078611,-92.531389,,1871
US_IA_19173,40.735833,-94.6925,,1385
US_IA_19175,41.025833,-94.241389,,1103
US_IA_19177,40.75,-91.951667,,1271
US_IA_19179,41.029444,-92.408889,,436
US_IA_19181,41.33,-93.56,,573
US_IA_19183,41.334722,-91.719722,,571
US_IA_19185,40.738056,-93.326667,,527
US_IA_19187,42.426111,-94.188611,,718
US_IA_19189,43.378889,-93.731944,,402
US_IA_19191,43.283333,-91.866667,,690
US_IA_19193,42.391389,-96.050833,,878
US_IA_19195,43.378889,-93.257222,,402
US_IA_19197,42.733056,-93.735556,,582
US_ID,45,-114,1524,216699
US_ID_16001,43.45,-116.24,,2746
US_ID_16003,44.9,-116.45,,3548
US_ID_16005,42.67,-112.22,,2972
US_ID_16007,42.29,-111.33,,2718
US_ID_16009,47.22,-116.66,,2030
US_ID_16011,43.22,-112.4,,5491
US_ID_16013,43.39,-113.98,,6892
US_ID_16015,44.01,-115.74,,4938
US_ID_16017,48.29,-116.6,,4972
US_ID_16019,43.38,-111.6,,4923
US_ID_16021,48.79,-116.45,,3311
US_ID_16023,43.72,-113.17,,5785
US_ID_16025,43.47,-114.81,,2795
US_ID_16027,43.63,-116.71,,1563
US_ID_16029,42.76,-111.55,,4658
US_ID_16031,42.27,-113.61,,6683
US_ID_16033,44.28,-112.38,,4572
US_ID_16035,46.67,-115.66,,6444
US_ID_16037,44.23,-114.29,,12786
US_ID_16039,43.34,-115.47,,8030
US_ID_16041,42.18,-111.81,,1731
US_ID_16043,44.22,-111.48,,4910
US_ID_16045,44.06,-116.41,,1465
US_ID_16047,42.97,-114.8,,1901
US_ID_16049,45.85,-115.46,2877,22021
US_ID_16051,43.82,-112.31,,2863
US_ID_16053,42.69,-114.26,,1559
US_ID_16055,47.68,-116.7,,3408
US_ID_16057,46.84,-116.67667,,2789
US_ID_16059,44.96,-113.95,,11835
US_ID_16061,46.24,-116.43,,1243
US_ID_16063,42.98,-114.13,,3123
US_ID_16065,43.79,-111.66,,1226
US_ID_16067,42.85,-113.64,,1976
US_ID_16069,46.33,-116.75,,2218
US_ID_16071,42.21,-112.52,,3112
US_ID_16073,42.56,-116.17,,19934
US_ID_16075,44.01,-116.76,,1062
US_ID_16077,42.69,-112.84,,3736
US_ID_16079,47.35,-115.89,,6826
US_ID_16081,43.75,-111.21,,1167
US_ID_16083,42.35,-114.66,,4995
US_ID_16085,44.74,-115.56,,9670
US_ID_16087,44.45,-116.78,,3818
US_IL,40,-89,182,149998
US_IL_17001,39.99,-91.19,,2257
US_IL_17003,37.19,-89.34,,654
US_IL_17005,38.88,-89.44,,991
US_IL_17007,42.33,-88.81,,730
US_IL_17009,39.95,-90.75,,796
US_IL_17011,41.41,-89.53,,2262
US_IL_17013,39.16,-90.67,,735
US_IL_17015,42.06,-89.92,,1206
US_IL_17017,39.98,-90.25,,994
US_IL_17019,40.14,-88.2,,2584
US_IL_17021,39.55,-89.28,,1854
US_IL_17023,39.33,-87.79,,1308
US_IL_17025,38.76,-88.49,,1217
US_IL_17027,38.61,-89.42,,1304
US_IL_17029,39.51,-88.22,,1321
US_IL_17031,41.8,-87.716667,950,4235
US_IL_17033,39,-87.76,,1154
US_IL_17035,39.27,-88.24,,899
US_IL_17037,41.89,-88.77,,1645
US_IL_17039,40.17463,-88.90409,,1030
US_IL_17041,39.77,-88.22,,1081
US_IL_17043,41.833333,-88.083333,,872
US_IL_17045,39.68,-87.75,,1617
US_IL_17047,38.42,-88.06,,577
US_IL_17049,39.06,-88.59,,1243
US_IL_17051,39,-89.02,,1879
US_IL_17053,40.59,-88.22,,1260
US_IL_17055,37.99,-88.92,,1117
US_IL_17057,40.48,-90.21,,2286
US_IL_17059,37.76,-88.23,,851
US_IL_17061,39.35,-90.39,,1415
US_IL_17063,41.29,-88.43,,1115
US_IL_17065,38.08,-88.54,,1129
US_IL_17067,40.4,-91.17,,2110
US_IL_17069,37.531389,-88.368331,,470
US_IL_17071,40.81,-90.93,,1023
US_IL_17073,41.35,-90.14,,2138
US_IL_17075,40.74,-87.82,,2896
US_IL_17077,37.79,-89.38,,1561
US_IL_17079,39.01,-88.15,,1290
US_IL_17081,38.3,-88.92,,1512
US_IL_17083,39.09,-90.36,,976
US_IL_17085,42.36,-90.21,,1602
US_IL_17087,37.46,-88.87,,904
US_IL_17089,41.95,-88.433333,,1357
US_IL_17091,41.14,-87.86,,1765
US_IL_17093,41.59,-88.43,,836
US_IL_17095,40.93,-90.21,,1864
US_IL_17097,42.43,-87.78,,3543
US_IL_17099,41.345556,-88.8425,,2973
US_IL_17101,38.72,-87.73,,968
US_IL_17103,41.75,-89.3,,1889
US_IL_17105,40.89,-88.56,,2708
US_IL_17107,40.13,-89.36,,1603
US_IL_17109,40.46,-90.68,,1528
US_IL_17111,42.32,-88.45,,1563
US_IL_17113,40.49,-88.85,,3072
US_IL_17115,39.86,-88.96,,1516
US_IL_17117,39.26,-89.92,,2247
US_IL_17119,38.83,-89.91,,1918
US_IL_17121,38.65,-88.92,,1481
US_IL_17123,41.03,-89.34,,1032
US_IL_17125,40.24,-89.91,,1459
US_IL_17127,37.22,-88.71,,627
US_IL_17129,40.03,-89.8,,817
US_IL_17131,41.2,-90.74,,1453
US_IL_17133,38.28,-90.18,,1030
US_IL_17135,39.23,-89.48,,1838
US_IL_17137,39.71,-90.2,,1482
US_IL_17139,39.64,-88.62,,892
US_IL_17141,42.04,-89.32,,1977
US_IL_17143,40.79,-89.76,,1634
US_IL_17145,38.09,-89.37,,1157
US_IL_17147,40.01,-88.59,,1140
US_IL_17149,39.62,-90.89,,2199
US_IL_17151,37.41,-88.57,,970
US_IL_17153,37.23,-89.13,,527
US_IL_17155,41.2,-89.28,,446
US_IL_17157,38.05,-89.82,,1547
US_IL_17159,38.71,-88.09,,938
US_IL_17161,41.47,-90.57,,1168
US_IL_17163,38.47,-89.93,,1746
US_IL_17165,37.75,-88.54,,1002
US_IL_17167,39.76,-89.66,,2271
US_IL_17169,40.16,-90.61,,1143
US_IL_17171,39.65,-90.48,,655
US_IL_17173,39.39,-88.81,,1989
US_IL_17175,41.09,-89.79,,746
US_IL_17177,42.35,-89.67,,1463
US_IL_17179,40.51,-89.51,,1704
US_IL_17181,37.47,-89.26,,1093
US_IL_17183,40.18,-87.74,,2337
US_IL_17185,38.44,-87.84,,228
US_IL_17187,40.85,-90.61,,543
US_IL_17189,38.35,-89.42,,1461
US_IL_17191,38.43,-88.42,,715
US_IL_17193,38.09,-88.18,,502
US_IL_17195,41.75,-89.91,,697
US_IL_17197,41.44,-87.98,,849
US_IL_17199,37.73,-88.93,,444
US_IL_17201,42.33,-89.16,,519
US_IL_17203,40.79,-89.21,,543
US_IN,39.933333,-86.216667,210,94321
US_IN_18001,40.75,-84.94,,880
US_IN_18003,41.09087,-85.06656,,1710
US_IN_18005,39.21,-85.9,,1060
US_IN_18007,40.61,-87.31,,1053
US_IN_18009,40.47,-85.32,,428
US_IN_18011,40.05,-86.47,,1096
US_IN_18013,39.2,-86.23,,820
US_IN_18015,40.58,-86.56,,971
US_IN_18017,40.76,-86.35,,1075
US_IN_18019,38.48,-85.72,,974
US_IN_18021,39.4,-87.11,,933
US_IN_18023,40.3,-86.48,,1050
US_IN_18025,38.29,-86.46,,800
US_IN_18027,38.7,-87.08,,1131
US_IN_18029,39.15,-84.98,,795
US_IN_18031,39.3,-85.5,,967
US_IN_18033,41.366944,-85.058889,,942
US_IN_18035,40.23,-85.4,,1025
US_IN_18037,38.36,-86.88,,1127
US_IN_18039,41.6,-85.86,,1212
US_IN_18041,39.64,-85.18,,557
US_IN_18043,38.32,-85.9,,384
US_IN_18045,40.12,-87.24,,1031
US_IN_18047,39.42,-85.06,,1014
US_IN_18049,41.04,-86.26,,962
US_IN_18051,38.31,-87.58,,1293
US_IN_18053,40.52,-85.65,,1074
US_IN_18055,39.04,-86.97,,1414
US_IN_18057,40.07,-86.05,,1043
US_IN_18059,39.82,-85.77,,794
US_IN_18061,38.2,-86.12,,1261
US_IN_18063,39.77,-86.51,,1059
US_IN_18065,39.93,-85.4,,1023
US_IN_18067,40.48,-86.12,,761
US_IN_18069,40.83,-85.49,,1005
US_IN_18071,38.91,-86.04,,1331
US_IN_18073,41.03,-87.12,696,1454
US_IN_18075,40.43,-85.01,,994
US_IN_18077,38.79,-85.44,,940
US_IN_18079,39,-85.63,,980
US_IN_18081,39.49,-86.1,,833
US_IN_18083,38.69,-87.42,,1357
US_IN_18085,41.24,-85.86,,1436
US_IN_18087,41.641667,-85.416667,,1002
US_IN_18089,41.48,-87.38,663,1622
US_IN_18091,41.6,-86.716667,778,1588
US_IN_18093,38.84,-86.49,502,1171
US_IN_18095,40.16,-85.72,,1173
US_IN_18097,39.78,-86.14,,1044
US_IN_18099,41.33,-86.26,,1165
US_IN_18101,38.71,-86.8,,882
US_IN_18103,40.77,-86.05,,977
US_IN_18105,39.16,-86.52,,1065
US_IN_18107,40.04,-86.89,,1309
US_IN_18109,39.48,-86.45,,1060
US_IN_18111,40.95,-87.4,692,1045
US_IN_18113,41.4,-85.42,,1082
US_IN_18115,38.95,-84.97,,227
US_IN_18117,38.54,-86.5,,1057
US_IN_18119,39.31,-86.84,,1004
US_IN_18121,39.78,-87.21,,1166
US_IN_18123,38.08,-86.64,,1001
US_IN_18125,38.4,-87.23,,883
US_IN_18127,41.51,-87.07,843,1351
US_IN_18129,38.02,-87.86,,1086
US_IN_18131,41.04,-86.69,705,1126
US_IN_18133,39.67,-86.84,,1250
US_IN_18135,40.15,-85.01,,1174
US_IN_18137,39.1,-85.26,,1160
US_IN_18139,39.62,-85.47,,1058
US_IN_18141,41.62,-86.29,,1194
US_IN_18143,38.69,-85.74,,499
US_IN_18145,39.52,-85.79,,1070
US_IN_18147,38.01,-87.01,,1039
US_IN_18149,41.28,-86.65,712,809
US_IN_18151,41.64,-85,,835
US_IN_18153,39.09,-87.41,,1176
US_IN_18155,38.82,-85.03,,579
US_IN_18157,40.39,-86.89,,1303
US_IN_18159,40.31,-86.05,,674
US_IN_18161,39.62,-84.92,,420
US_IN_18163,38.02,-87.58,,611
US_IN_18165,39.85,-87.46,,673
US_IN_18167,39.43,-87.39,,410
US_IN_18169,40.85,-85.79,,421
US_IN_18171,40.35,-87.36,,949
US_IN_18173,38.1,-87.27,,391
US_IN_18175,38.6,-86.11,,1337
US_IN_18177,39.86,-85.01,,1047
US_IN_18179,40.73,-85.22,,959
US_IN_18181,40.75,-86.86,,1318
US_IN_18183,41.14,-85.5,,875
US_KS,38.5,-98,600,213100
US_KS_20001,37.8833,-95.2833,,1308
US_KS_20003,38.2,-95.2833,,1513
US_KS_20005,39.5333,-95.3,,1127
US_KS_20007,37.093333,-98.945,,2943
US_KS_20009,38.4667,-98.7667,,2332
US_KS_20011,37.85,-94.85,,1655
US_KS_20013,39.8,-95.5833,,1482
US_KS_20015,37.7833,-96.8333,,3746
US_KS_20017,38.3,-96.5833,,2015
US_KS_20019,37.15,-96.2333,,1670
US_KS_20021,37.1667,-94.85,,1531
US_KS_20023,39.8,-101.8,,2644
US_KS_20025,37.2333,-99.8333,,2531
