match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Tyumen Oblast,2020-01-31,1,,1,1,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-03-15,1,,1,2,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-03-20,1,,1,3,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-03-29,1,,1,4,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-03-31,2,,2,6,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-03,5,,5,11,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-07,7,,7,18,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-09,1,,1,19,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-10,3,,3,22,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-11,8,,8,30,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-12,9,,9,39,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-13,14,,14,53,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-14,14,,14,67,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-15,18,,18,85,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-16,27,,27,112,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-17,34,,34,146,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-18,39,,39,185,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-19,42,,42,227,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-20,27,,27,254,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-21,36,,36,290,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-22,29,,29,319,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-23,22,,22,341,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-24,16,,16,357,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-25,17,,17,374,,,RU,,tyumen oblast,RU_TYU
Tyumen Oblast,2020-04-26,12,,12,386,,,RU,,tyumen oblast,RU_TYU
