date,subregion1_code,total_tested,total_confirmed,total_hospitalized,total_intensive_care,total_ventilator,total_recovered,total_deceased,country_code,key,new_tested,new_confirmed,new_hospitalized,new_intensive_care,new_ventilator,new_recovered,new_deceased
2020-05-26,,,3597,19,,1,,130,CH,CH,,,,,,,
2020-05-27,,,3600,18,,1,,130,CH,CH,,,,,,,
2020-05-28,,,3605,20,,1,,130,CH,CH,,,,,,,
2020-05-29,,,3611,15,,0,,130,CH,CH,,,,,,,
2020-05-30,,,3617,12,,0,,130,CH,CH,,,,,,,
2020-05-31,,,3617,11,,1,,130,CH,CH,,,,,,,
2020-06-01,,,3617,11,,1,,130,CH,CH,,,,,,,
2020-06-02,,,3619,11,,0,,130,CH,CH,,,,,,,
2020-06-03,,,3622,9,,1,,130,CH,CH,,,,,,,
2020-06-04,,,3630,9,,1,,130,CH,CH,,,,,,,
2020-06-05,,,3636,8,,1,,130,CH,CH,,,,,,,
2020-06-06,,,3640,7,,1,,130,CH,CH,,,,,,,
2020-06-07,,,3640,7,,1,,130,CH,CH,,,,,,,
2020-06-08,,,3640,7,,0,,130,CH,CH,,,,,,,
2020-06-09,,,3640,6,,0,,130,CH,CH,,,,,,,
2020-06-10,,,3643,7,,0,,130,CH,CH,,,,,,,
2020-06-11,,,3645,8,,0,,130,CH,CH,,,,,,,
2020-06-12,,,3647,9,,0,,130,CH,CH,,,,,,,
2020-06-13,,,3650,8,,0,,130,CH,CH,,,,,,,
2020-06-14,,,3655,9,,0,,130,CH,CH,,,,,,,
2020-06-15,,,3662,9,,0,,130,CH,CH,,,,,,,
2020-06-16,,,3669,8,,0,,130,CH,CH,,,,,,,
2020-06-17,,,3679,8,,0,,130,CH,CH,,,,,,,
2020-06-18,,,3684,10,,0,,130,CH,CH,,,,,,,
2020-06-19,,,3685,9,,0,,130,CH,CH,,,,,,,
2020-06-20,,,3692,10,,0,,130,CH,CH,,,,,,,
2020-06-21,,,3697,10,,0,,130,CH,CH,,,,,,,
2020-06-22,,,3700,11,,0,,130,CH,CH,,,,,,,
2020-06-23,,,3704,10,,0,,130,CH,CH,,,,,,,
2020-06-24,,,3720,8,,0,,130,CH,CH,,,,,,,
2020-06-25,,,3727,7,,1,,130,CH,CH,,,,,,,
2020-06-26,,,3746,7,,1,,130,CH,CH,,,,,,,
2020-02-27,BS,,1,,,,,,CH,CH_BS,,,,,,,
2020-02-28,BS,,1,,,,,,CH,CH_BS,,0,,,,,
2020-02-29,BS,,1,,,,,,CH,CH_BS,,0,,,,,
2020-03-01,BS,,1,,,,,,CH,CH_BS,,0,,,,,
2020-03-02,BS,235,1,,,,,,CH,CH_BS,,0,,,,,
2020-03-03,BS,,3,,,,,,CH,CH_BS,0,2,,,,,
2020-03-04,BS,,3,,,,,,CH,CH_BS,0,0,,,,,
2020-03-05,BS,,8,1,,,,,CH,CH_BS,0,5,,,,,
2020-03-06,BS,,15,1,,,,,CH,CH_BS,0,7,0,,,,
2020-03-07,BS,,21,1,,,,,CH,CH_BS,0,6,0,,,,
2020-03-08,BS,,24,1,,,,,CH,CH_BS,0,3,0,,,,
2020-03-09,BS,,28,1,,,,,CH,CH_BS,0,4,0,,,,
2020-03-10,BS,,33,1,,,,,CH,CH_BS,0,5,0,,,,
2020-03-11,BS,,49,13,2,,4,,CH,CH_BS,0,16,12,,,,
2020-03-12,BS,,73,13,,,4,1,CH,CH_BS,0,24,0,0,,0,
2020-03-13,BS,,92,13,,,4,1,CH,CH_BS,0,19,0,0,,0,0
2020-03-14,BS,,100,13,,,4,1,CH,CH_BS,0,8,0,0,,0,0
2020-03-16,BS,,143,13,,,4,4,CH,CH_BS,0,43,0,0,,0,3
2020-03-17,BS,,164,30,,,25,4,CH,CH_BS,0,21,17,0,,21,0
2020-03-18,BS,,181,40,,,36,4,CH,CH_BS,0,17,10,0,,11,0
2020-03-19,BS,,220,40,,,44,4,CH,CH_BS,0,39,0,0,,8,0
2020-03-20,BS,,270,45,,,46,4,CH,CH_BS,0,50,5,0,,2,0
2020-03-21,BS,,297,46,,,57,5,CH,CH_BS,0,27,1,0,,11,1
2020-03-22,BS,,356,50,,,73,5,CH,CH_BS,0,59,4,0,,16,0
2020-03-23,BS,,374,56,,,78,5,CH,CH_BS,0,18,6,0,,5,0
2020-03-24,BS,,410,58,,,105,5,CH,CH_BS,0,36,2,0,,27,0
2020-03-25,BS,,462,58,,,128,8,CH,CH_BS,0,52,0,0,,23,3
2020-03-26,BS,,501,74,8,,155,12,CH,CH_BS,0,39,16,6,,27,4
2020-03-27,BS,,530,76,8,,191,13,CH,CH_BS,0,29,2,0,,36,1
2020-03-28,BS,,569,79,11,,211,13,CH,CH_BS,0,39,3,3,,20,0
2020-03-29,BS,,605,87,12,,228,15,CH,CH_BS,0,36,8,1,,17,2
2020-03-30,BS,,617,90,12,,263,15,CH,CH_BS,0,12,3,0,,35,0
2020-03-31,BS,,653,105,15,,292,16,CH,CH_BS,0,36,15,3,,29,1
2020-04-01,BS,,687,108,16,,323,18,CH,CH_BS,0,34,3,1,,31,2
2020-04-02,BS,,714,119,17,,350,19,CH,CH_BS,0,27,11,1,,27,1
2020-04-03,BS,,754,115,17,,397,21,CH,CH_BS,0,40,-4,0,,47,2
2020-04-04,BS,,767,112,16,,434,24,CH,CH_BS,0,13,-3,-1,,37,3
2020-04-05,BS,,789,106,15,,460,26,CH,CH_BS,0,22,-6,-1,,26,2
2020-04-06,BS,,798,99,13,,481,26,CH,CH_BS,0,9,-7,-2,,21,0
2020-04-07,BS,,808,101,13,,508,28,CH,CH_BS,0,10,2,0,,27,2
2020-04-08,BS,,829,99,14,,535,31,CH,CH_BS,0,21,-2,1,,27,3
2020-04-09,BS,,841,93,13,,572,33,CH,CH_BS,0,12,-6,-1,,37,2
2020-04-10,BS,,854,87,13,,593,33,CH,CH_BS,0,13,-6,0,,21,0
2020-04-11,BS,,861,,,,612,33,CH,CH_BS,0,7,0,0,,19,0
2020-04-12,BS,,877,86,12,,629,33,CH,CH_BS,0,16,-1,-1,,17,0
2020-04-13,BS,,888,,,,653,34,CH,CH_BS,0,11,0,0,,24,1
2020-04-14,BS,,894,86,9,,663,34,CH,CH_BS,0,6,0,-3,,10,0
2020-04-15,BS,,904,80,7,,682,36,CH,CH_BS,0,10,-6,-2,,19,2
2020-04-16,BS,,912,76,6,,711,37,CH,CH_BS,0,8,-4,-1,,29,1
2020-04-17,BS,,918,68,7,,720,37,CH,CH_BS,0,6,-8,1,,9,0
2020-04-18,BS,,924,67,8,,753,40,CH,CH_BS,0,6,-1,1,,33,3
2020-04-19,BS,,927,61,7,,764,40,CH,CH_BS,0,3,-6,-1,,11,0
2020-04-20,BS,,928,57,8,,770,42,CH,CH_BS,0,1,-4,1,,6,2
2020-04-21,BS,,928,54,9,,781,44,CH,CH_BS,0,0,-3,1,,11,2
2020-04-22,BS,,928,49,7,,786,45,CH,CH_BS,0,0,-5,-2,,5,1
2020-04-23,BS,,931,42,7,,793,45,CH,CH_BS,0,3,-7,0,,7,0
2020-04-24,BS,,936,40,7,,800,46,CH,CH_BS,0,5,-2,0,,7,1
2020-04-25,BS,,938,32,7,,,46,CH,CH_BS,0,2,-8,0,,0,0
2020-04-26,BS,,940,30,8,,,46,CH,CH_BS,0,2,-2,1,,0,0
2020-04-27,BS,,941,29,7,,,46,CH,CH_BS,0,1,-1,-1,,0,0
2020-04-28,BS,,943,28,7,,,49,CH,CH_BS,0,2,-1,0,,0,3
2020-04-29,BS,,946,26,7,,810,49,CH,CH_BS,0,3,-2,0,,10,0
2020-04-30,BS,,951,24,8,,828,50,CH,CH_BS,0,5,-2,1,,18,1
2020-05-01,BS,,952,22,6,,833,50,CH,CH_BS,0,1,-2,-2,,5,0
2020-05-02,BS,,955,21,5,,835,50,CH,CH_BS,0,3,-1,-1,,2,0
2020-05-03,BS,,956,21,5,,839,50,CH,CH_BS,0,1,0,0,,4,0
2020-05-04,BS,,958,22,4,,840,50,CH,CH_BS,0,2,1,-1,,1,0
2020-05-05,BS,,959,21,4,,842,50,CH,CH_BS,0,1,-1,0,,2,0
2020-05-06,BS,,962,21,4,,868,50,CH,CH_BS,0,3,0,0,,26,0
2020-05-07,BS,,965,20,4,,870,50,CH,CH_BS,0,3,-1,0,,2,0
2020-05-08,BS,,966,19,4,,874,50,CH,CH_BS,0,1,-1,0,,4,0
2020-05-09,BS,,967,16,3,,881,50,CH,CH_BS,0,1,-3,-1,,7,0
2020-05-10,BS,,968,14,3,,882,50,CH,CH_BS,0,1,-2,0,,1,0
2020-05-11,BS,,970,14,3,,884,50,CH,CH_BS,0,2,0,0,,2,0
2020-05-12,BS,,970,15,3,,892,50,CH,CH_BS,0,0,1,0,,8,0
2020-05-13,BS,,970,12,3,,894,50,CH,CH_BS,0,0,-3,0,,2,0
2020-05-14,BS,,971,11,3,,895,50,CH,CH_BS,0,1,-1,0,,1,0
2020-05-15,BS,,972,11,3,,897,50,CH,CH_BS,0,1,0,0,,2,0
2020-05-16,BS,,974,11,3,,904,50,CH,CH_BS,0,2,0,0,,7,0
2020-05-17,BS,,974,11,3,,904,50,CH,CH_BS,0,0,0,0,,0,0
2020-05-18,BS,,974,12,3,,904,50,CH,CH_BS,0,0,1,0,,0,0
2020-05-19,BS,,975,12,3,,916,50,CH,CH_BS,0,1,0,0,,12,0
2020-05-20,BS,,976,,,,916,50,CH,CH_BS,0,1,0,0,,0,0
2020-05-21,BS,,976,,,,916,50,CH,CH_BS,0,0,0,0,,0,0
2020-05-22,BS,,976,,,,916,50,CH,CH_BS,0,0,0,0,,0,0
2020-05-23,BS,,976,6,3,,916,50,CH,CH_BS,0,0,-6,0,,0,0
2020-05-24,BS,,976,5,2,,916,50,CH,CH_BS,0,0,-1,-1,,0,0
2020-05-25,BS,,976,5,2,,920,50,CH,CH_BS,0,0,0,0,,4,0
2020-05-26,BS,,976,4,2,,922,50,CH,CH_BS,0,0,-1,0,,2,0
2020-05-27,BS,,976,4,2,,923,50,CH,CH_BS,0,0,0,0,,1,0
2020-05-28,BS,,976,4,2,,923,50,CH,CH_BS,0,0,0,0,,0,0
2020-05-29,BS,,978,4,2,,923,50,CH,CH_BS,0,2,0,0,,0,0
2020-05-30,BS,,978,5,3,,923,50,CH,CH_BS,0,0,1,1,,0,0
2020-05-31,BS,,978,5,3,,923,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-01,BS,,978,5,3,,923,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-02,BS,,978,5,3,,923,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-03,BS,,979,6,3,,923,50,CH,CH_BS,0,1,1,0,,0,0
2020-06-04,BS,,979,6,3,,924,50,CH,CH_BS,0,0,0,0,,1,0
2020-06-05,BS,,982,6,3,,924,50,CH,CH_BS,0,3,0,0,,0,0
2020-06-06,BS,,982,5,3,,926,50,CH,CH_BS,0,0,-1,0,,2,0
2020-06-07,BS,,982,4,3,,926,50,CH,CH_BS,0,0,-1,0,,0,0
2020-06-08,BS,,982,4,3,,928,50,CH,CH_BS,0,0,0,0,,2,0
2020-06-09,BS,,983,4,3,,928,50,CH,CH_BS,0,1,0,0,,0,0
2020-06-10,BS,,983,4,3,,928,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-11,BS,,983,3,2,,929,50,CH,CH_BS,0,0,-1,-1,,1,0
2020-06-12,BS,,983,3,2,,930,50,CH,CH_BS,0,0,0,0,,1,0
2020-06-13,BS,,983,3,2,,931,50,CH,CH_BS,0,0,0,0,,1,0
2020-06-14,BS,,983,3,2,,932,50,CH,CH_BS,0,0,0,0,,1,0
2020-06-15,BS,,983,3,2,,932,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-16,BS,,983,3,2,,932,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-17,BS,,984,3,2,,932,50,CH,CH_BS,0,1,0,0,,0,0
2020-06-18,BS,,984,3,2,,933,50,CH,CH_BS,0,0,0,0,,1,0
2020-06-19,BS,,985,3,2,,933,50,CH,CH_BS,0,1,0,0,,0,0
2020-06-20,BS,,985,3,2,,933,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-21,BS,,985,2,1,,934,50,CH,CH_BS,0,0,-1,-1,,1,0
2020-06-22,BS,,985,2,1,,934,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-23,BS,,985,2,1,,934,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-24,BS,,985,2,1,,934,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-25,BS,,985,2,1,,934,50,CH,CH_BS,0,0,0,0,,0,0
2020-06-26,BS,,985,,,,934,50,CH,CH_BS,0,0,0,0,,0,0
2020-02-28,BE,,1,,,,,,CH,CH_BE,,,,,,,
2020-03-01,BE,,2,,,,,,CH,CH_BE,,1,,,,,
2020-03-02,BE,,4,,,,,,CH,CH_BE,,2,,,,,
2020-03-04,BE,,6,,,,,,CH,CH_BE,,2,,,,,
2020-03-06,BE,,17,,,,,,CH,CH_BE,,11,,,,,
2020-03-09,BE,,34,,,,,,CH,CH_BE,,17,,,,,
2020-03-16,BE,,123,,,,,1,CH,CH_BE,,89,,,,,
2020-03-18,BE,,193,,,,,1,CH,CH_BE,,70,,,,,0
2020-03-19,BE,,282,,,,,1,CH,CH_BE,,89,,,,,0
2020-03-20,BE,,377,,,,,2,CH,CH_BE,,95,,,,,1
2020-03-21,BE,,418,,,,,3,CH,CH_BE,,41,,,,,1
2020-03-23,BE,,470,,,,,5,CH,CH_BE,,52,,,,,2
2020-03-24,BE,,532,,,,,6,CH,CH_BE,,62,,,,,1
2020-03-25,BE,,624,,,,,6,CH,CH_BE,,92,,,,,0
2020-03-26,BE,,660,,,,,7,CH,CH_BE,,36,,,,,1
2020-03-27,BE,,718,,,,,8,CH,CH_BE,,58,,,,,1
2020-03-28,BE,,767,,,,,9,CH,CH_BE,,49,,,,,1
2020-03-29,BE,,798,,,,,10,CH,CH_BE,,31,,,,,1
2020-03-30,BE,,826,112,21,17,,13,CH,CH_BE,,28,,,,,3
2020-03-31,BE,,856,111,23,18,,16,CH,CH_BE,,30,-1,2,1,,3
2020-04-01,BE,,909,115,26,21,,20,CH,CH_BE,,53,4,3,3,,4
2020-04-02,BE,,1003,104,24,20,,23,CH,CH_BE,,94,-11,-2,-1,,3
2020-04-03,BE,,1073,109,30,26,,26,CH,CH_BE,,70,5,6,6,,3
2020-04-04,BE,,1106,113,35,28,,28,CH,CH_BE,,33,4,5,2,,2
2020-04-05,BE,,1137,110,30,25,,28,CH,CH_BE,,31,-3,-5,-3,,0
2020-04-06,BE,,1173,117,35,30,,31,CH,CH_BE,,36,7,5,5,,3
2020-04-07,BE,,1228,122,34,26,,33,CH,CH_BE,,55,5,-1,-4,,2
2020-04-08,BE,,1286,127,35,27,,37,CH,CH_BE,,58,5,1,1,,4
2020-04-09,BE,,1335,117,36,27,,38,CH,CH_BE,,49,-10,1,0,,1
2020-04-10,BE,,1375,107,33,25,,42,CH,CH_BE,,40,-10,-3,-2,,4
2020-04-11,BE,,1419,99,33,24,,44,CH,CH_BE,,44,-8,0,-1,,2
2020-04-12,BE,,1441,95,33,22,,49,CH,CH_BE,,22,-4,0,-2,,5
2020-04-13,BE,,1456,92,32,21,,49,CH,CH_BE,,15,-3,-1,-1,,0
2020-04-14,BE,,1470,85,31,21,,49,CH,CH_BE,,14,-7,-1,0,,0
2020-04-15,BE,,1489,82,30,18,,53,CH,CH_BE,,19,-3,-1,-3,,4
2020-04-16,BE,,1515,70,26,12,,55,CH,CH_BE,,26,-12,-4,-6,,2
2020-04-17,BE,,1553,69,25,13,,67,CH,CH_BE,,38,-1,-1,1,,12
2020-04-18,BE,,1586,71,22,12,,69,CH,CH_BE,,33,2,-3,-1,,2
2020-04-19,BE,,1599,78,20,13,,69,CH,CH_BE,,13,7,-2,1,,0
2020-04-20,BE,,1613,71,19,11,,73,CH,CH_BE,,14,-7,-1,-2,,4
2020-04-21,BE,,1622,66,17,11,,77,CH,CH_BE,,9,-5,-2,0,,4
2020-04-22,BE,,1643,67,14,10,,77,CH,CH_BE,,21,1,-3,-1,,0
2020-04-23,BE,,1670,66,11,7,,79,CH,CH_BE,,27,-1,-3,-3,,2
2020-04-24,BE,,1694,60,11,8,,82,CH,CH_BE,,24,-6,0,1,,3
2020-04-25,BE,,1708,61,11,10,,83,CH,CH_BE,,14,1,0,2,,1
2020-04-26,BE,,1714,54,9,9,,83,CH,CH_BE,,6,-7,-2,-1,,0
2020-04-27,BE,,1722,54,10,9,,83,CH,CH_BE,,8,0,1,0,,0
2020-04-28,BE,,1733,47,7,7,,83,CH,CH_BE,,11,-7,-3,-2,,0
2020-04-29,BE,,1741,44,10,10,,83,CH,CH_BE,,8,-3,3,3,,0
2020-04-30,BE,,1757,39,9,9,,85,CH,CH_BE,,16,-5,-1,-1,,2
2020-05-01,BE,,1767,40,9,7,,86,CH,CH_BE,,10,1,0,-2,,1
2020-05-02,BE,,1779,44,9,6,,90,CH,CH_BE,,12,4,0,-1,,4
2020-05-03,BE,,1791,41,10,7,,90,CH,CH_BE,,12,-3,1,1,,0
2020-05-04,BE,,1796,35,8,7,,90,CH,CH_BE,,5,-6,-2,0,,0
2020-05-05,BE,,1798,38,7,5,,90,CH,CH_BE,,2,3,-1,-2,,0
2020-05-06,BE,,1804,34,6,4,,90,CH,CH_BE,,6,-4,-1,-1,,0
2020-05-07,BE,,1809,37,8,6,,90,CH,CH_BE,,5,3,2,2,,0
2020-05-08,BE,,1818,39,8,6,,90,CH,CH_BE,,9,2,0,0,,0
2020-05-09,BE,,1825,36,7,6,,92,CH,CH_BE,,7,-3,-1,0,,2
2020-05-10,BE,,1832,36,7,6,,92,CH,CH_BE,,7,0,0,0,,0
2020-05-11,BE,,1835,36,7,6,,92,CH,CH_BE,,3,0,0,0,,0
2020-05-12,BE,,1840,35,6,5,,93,CH,CH_BE,,5,-1,-1,-1,,1
2020-05-13,BE,,1843,34,7,6,,94,CH,CH_BE,,3,-1,1,1,,1
2020-05-14,BE,,1847,29,5,5,,94,CH,CH_BE,,4,-5,-2,-1,,0
2020-05-15,BE,,1852,27,5,4,,96,CH,CH_BE,,5,-2,0,-1,,2
2020-05-16,BE,,1860,27,5,4,,96,CH,CH_BE,,8,0,0,0,,0
2020-05-17,BE,,1860,27,5,4,,96,CH,CH_BE,,0,0,0,0,,0
2020-05-18,BE,,1863,29,2,2,,96,CH,CH_BE,,3,2,-3,-2,,0
2020-05-19,BE,,1865,25,2,2,,96,CH,CH_BE,,2,-4,0,0,,0
2020-05-20,BE,,1867,24,3,3,,96,CH,CH_BE,,2,-1,1,1,,0
2020-05-21,BE,,1869,24,3,3,,96,CH,CH_BE,,2,0,0,0,,0
2020-05-22,BE,,1874,20,3,3,,96,CH,CH_BE,,5,-4,0,0,,0
2020-05-23,BE,,1878,20,3,3,,96,CH,CH_BE,,4,0,0,0,,0
2020-05-24,BE,,1881,20,3,3,,96,CH,CH_BE,,3,0,0,0,,0
2020-05-25,BE,,1881,18,2,2,,96,CH,CH_BE,,0,-2,-1,-1,,0
2020-05-26,BE,,1881,18,2,2,,96,CH,CH_BE,,0,0,0,0,,0
2020-05-27,BE,,1881,11,2,1,,96,CH,CH_BE,,0,-7,0,-1,,0
2020-05-28,BE,,1883,11,2,1,,96,CH,CH_BE,,2,0,0,0,,0
2020-05-29,BE,,1884,9,0,1,,96,CH,CH_BE,,1,-2,-2,0,,0
2020-05-30,BE,,1909,9,1,1,,97,CH,CH_BE,,25,0,1,0,,1
2020-05-31,BE,,1910,9,1,1,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-01,BE,,1910,9,1,1,,97,CH,CH_BE,,0,0,0,0,,0
2020-06-02,BE,,1911,6,0,0,,97,CH,CH_BE,,1,-3,-1,-1,,0
2020-06-03,BE,,1912,6,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-04,BE,,1914,6,0,0,,97,CH,CH_BE,,2,0,0,0,,0
2020-06-05,BE,,1916,5,0,0,,97,CH,CH_BE,,2,-1,0,0,,0
2020-06-06,BE,,1918,5,0,0,,97,CH,CH_BE,,2,0,0,0,,0
2020-06-07,BE,,1918,5,0,0,,97,CH,CH_BE,,0,0,0,0,,0
2020-06-08,BE,,1918,3,0,0,,97,CH,CH_BE,,0,-2,0,0,,0
2020-06-09,BE,,1919,3,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-10,BE,,1919,4,0,0,,97,CH,CH_BE,,0,1,0,0,,0
2020-06-11,BE,,1924,4,0,0,,97,CH,CH_BE,,5,0,0,0,,0
2020-06-12,BE,,1927,1,0,0,,97,CH,CH_BE,,3,-3,0,0,,0
2020-06-13,BE,,1933,1,0,0,,97,CH,CH_BE,,6,0,0,0,,0
2020-06-14,BE,,1933,1,0,0,,97,CH,CH_BE,,0,0,0,0,,0
2020-06-15,BE,,1934,1,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-16,BE,,1935,1,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-17,BE,,1935,3,0,0,,97,CH,CH_BE,,0,2,0,0,,0
2020-06-18,BE,,1937,3,0,0,,97,CH,CH_BE,,2,0,0,0,,0
2020-06-19,BE,,1939,3,0,0,,97,CH,CH_BE,,2,0,0,0,,0
2020-06-20,BE,,1939,3,0,0,,97,CH,CH_BE,,0,0,0,0,,0
2020-06-21,BE,,1940,3,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-06-22,BE,,1946,2,0,0,,97,CH,CH_BE,,6,-1,0,0,,0
2020-06-23,BE,,1946,2,0,0,,97,CH,CH_BE,,0,0,0,0,,0
2020-06-24,BE,,1948,1,0,0,,97,CH,CH_BE,,2,-1,0,0,,0
2020-06-25,BE,,1951,1,0,0,,97,CH,CH_BE,,3,0,0,0,,0
2020-06-26,BE,,1952,1,0,0,,97,CH,CH_BE,,1,0,0,0,,0
2020-02-28,BL,,1,,,,,,CH,CH_BL,,,,,,,
2020-02-29,BL,,2,1,0,,,,CH,CH_BL,,1,,,,,
2020-03-01,BL,,2,1,0,,,,CH,CH_BL,,0,0,0,,,
2020-03-02,BL,,2,1,0,,,,CH,CH_BL,,0,0,0,,,
2020-03-03,BL,,2,1,0,,,,CH,CH_BL,,0,0,0,,,
2020-03-04,BL,,2,1,0,,,,CH,CH_BL,,0,0,0,,,
2020-03-05,BL,,6,1,0,,,,CH,CH_BL,,4,0,0,,,
2020-03-06,BL,,6,4,2,2,,,CH,CH_BL,,0,3,2,,,
2020-03-07,BL,,15,4,2,2,,,CH,CH_BL,,9,0,0,0,,
2020-03-08,BL,,19,4,2,2,,1,CH,CH_BL,,4,0,0,0,,
2020-03-09,BL,,20,4,4,4,1,1,CH,CH_BL,,1,0,2,2,,0
2020-03-10,BL,,22,5,1,1,2,1,CH,CH_BL,,2,1,-3,-3,1,0
2020-03-11,BL,,26,3,1,1,2,2,CH,CH_BL,,4,-2,0,0,0,1
2020-03-12,BL,,26,9,3,3,2,2,CH,CH_BL,,0,6,2,2,0,0
2020-03-13,BL,,42,12,3,3,2,2,CH,CH_BL,,16,3,0,0,0,0
2020-03-14,BL,,47,8,2,2,2,2,CH,CH_BL,,5,-4,-1,-1,0,0
2020-03-15,BL,,54,12,2,2,5,2,CH,CH_BL,,7,4,0,0,3,0
2020-03-16,BL,,76,17,4,4,5,2,CH,CH_BL,,22,5,2,2,0,0
2020-03-17,BL,,89,26,5,5,13,2,CH,CH_BL,,13,9,1,1,8,0
2020-03-18,BL,,116,27,2,2,16,2,CH,CH_BL,,27,1,-3,-3,3,0
2020-03-19,BL,,134,19,2,2,16,2,CH,CH_BL,,18,-8,0,0,0,0
2020-03-20,BL,,184,27,2,2,18,3,CH,CH_BL,,50,8,0,0,2,1
2020-03-21,BL,,282,30,4,4,21,3,CH,CH_BL,,98,3,2,2,3,0
2020-03-22,BL,,289,40,7,7,21,3,CH,CH_BL,,7,10,3,3,0,0
2020-03-23,BL,,302,51,10,10,35,3,CH,CH_BL,,13,11,3,3,14,0
2020-03-24,BL,,306,66,11,11,40,4,CH,CH_BL,,4,15,1,1,5,1
2020-03-25,BL,,341,68,8,8,46,5,CH,CH_BL,,35,2,-3,-3,6,1
2020-03-26,BL,,422,68,9,9,65,5,CH,CH_BL,,81,0,1,1,19,0
2020-03-27,BL,,466,79,11,11,76,5,CH,CH_BL,,44,11,2,2,11,0
2020-03-28,BL,,502,75,14,13,100,5,CH,CH_BL,,36,-4,3,2,24,0
2020-03-29,BL,,511,99,15,14,115,6,CH,CH_BL,,9,24,1,1,15,1
2020-03-30,BL,,539,86,17,16,158,7,CH,CH_BL,,28,-13,2,2,43,1
2020-03-31,BL,,561,88,18,16,242,10,CH,CH_BL,,22,2,1,0,84,3
2020-04-01,BL,,588,86,17,17,249,11,CH,CH_BL,,27,-2,-1,1,7,1
2020-04-02,BL,,610,81,18,18,262,12,CH,CH_BL,,22,-5,1,1,13,1
2020-04-03,BL,,625,82,18,18,266,14,CH,CH_BL,,15,1,0,0,4,2
2020-04-04,BL,,656,73,19,17,298,19,CH,CH_BL,,31,-9,1,-1,32,5
2020-04-05,BL,,670,73,19,17,369,19,CH,CH_BL,,14,0,0,0,71,0
2020-04-06,BL,,682,67,17,17,412,19,CH,CH_BL,,12,-6,-2,0,43,0
2020-04-07,BL,,690,66,18,17,452,19,CH,CH_BL,,8,-1,1,0,40,0
2020-04-08,BL,,694,65,18,17,461,21,CH,CH_BL,,4,-1,0,0,9,2
2020-04-09,BL,,711,62,18,16,485,21,CH,CH_BL,,17,-3,0,-1,24,0
2020-04-10,BL,,722,54,17,15,502,22,CH,CH_BL,,11,-8,-1,-1,17,1
2020-04-11,BL,,736,50,16,15,527,22,CH,CH_BL,,14,-4,-1,0,25,0
2020-04-12,BL,,740,48,17,14,554,23,CH,CH_BL,,4,-2,1,-1,27,1
2020-04-13,BL,,749,48,16,12,570,24,CH,CH_BL,,9,0,-1,-2,16,1
2020-04-14,BL,,755,48,14,8,597,25,CH,CH_BL,,6,0,-2,-4,27,1
2020-04-15,BL,,768,45,9,7,610,25,CH,CH_BL,,13,-3,-5,-1,13,0
2020-04-16,BL,,781,46,8,6,623,25,CH,CH_BL,,13,1,-1,-1,13,0
2020-04-17,BL,,794,40,8,5,632,25,CH,CH_BL,,13,-6,0,-1,9,0
2020-04-18,BL,,798,44,7,5,636,25,CH,CH_BL,,4,4,-1,0,4,0
2020-04-19,BL,,803,40,7,5,653,25,CH,CH_BL,,5,-4,0,0,17,0
2020-04-20,BL,,806,40,6,3,664,25,CH,CH_BL,,3,0,-1,-2,11,0
2020-04-21,BL,,809,33,3,3,679,26,CH,CH_BL,,3,-7,-3,0,15,1
2020-04-22,BL,,811,33,3,3,683,26,CH,CH_BL,,2,0,0,0,4,0
2020-04-23,BL,,811,32,3,2,692,26,CH,CH_BL,,0,-1,0,-1,9,0
2020-04-24,BL,,813,24,2,1,698,30,CH,CH_BL,,2,-8,-1,-1,6,4
2020-04-25,BL,,816,23,1,0,710,30,CH,CH_BL,,3,-1,-1,-1,12,0
2020-04-26,BL,,816,21,0,0,724,30,CH,CH_BL,,0,-2,-1,0,14,0
2020-04-27,BL,,816,17,1,0,738,30,CH,CH_BL,,0,-4,1,0,14,0
2020-04-28,BL,,818,15,1,0,747,30,CH,CH_BL,,2,-2,0,0,9,0
2020-04-29,BL,,822,12,1,1,752,30,CH,CH_BL,,4,-3,0,1,5,0
2020-04-30,BL,,824,9,1,1,756,30,CH,CH_BL,,2,-3,0,0,4,0
2020-05-01,BL,,825,8,1,1,758,32,CH,CH_BL,,1,-1,0,0,2,2
2020-05-02,BL,,828,8,2,2,762,32,CH,CH_BL,,3,0,1,1,4,0
