date,subregion1_code,total_tested,total_confirmed,total_hospitalized,total_intensive_care,total_ventilator,total_recovered,total_deceased,country_code,key,new_tested,new_confirmed,new_hospitalized,new_intensive_care,new_ventilator,new_recovered,new_deceased
2020-05-03,BL,,828,10,1,1,767,32,CH,CH_BL,,0,2,-1,-1,5,0
2020-05-04,BL,,828,9,1,1,769,32,CH,CH_BL,,0,-1,0,0,2,0
2020-05-05,BL,,829,8,1,1,773,32,CH,CH_BL,,1,-1,0,0,4,0
2020-05-06,BL,,830,6,1,1,774,33,CH,CH_BL,,1,-2,0,0,1,1
2020-05-07,BL,,833,6,1,1,775,33,CH,CH_BL,,3,0,0,0,1,0
2020-05-08,BL,,834,5,1,1,778,34,CH,CH_BL,,1,-1,0,0,3,1
2020-05-09,BL,,835,3,1,1,783,34,CH,CH_BL,,1,-2,0,0,5,0
2020-05-10,BL,,836,2,1,1,785,34,CH,CH_BL,,1,-1,0,0,2,0
2020-05-11,BL,,836,3,1,1,785,34,CH,CH_BL,,0,1,0,0,0,0
2020-05-12,BL,,837,3,1,1,789,34,CH,CH_BL,,1,0,0,0,4,0
2020-05-13,BL,,837,2,1,0,789,34,CH,CH_BL,,0,-1,0,-1,0,0
2020-05-14,BL,,837,3,1,0,790,34,CH,CH_BL,,0,1,0,0,1,0
2020-05-15,BL,,837,1,0,0,791,34,CH,CH_BL,,0,-2,-1,0,1,0
2020-05-16,BL,,838,1,1,0,791,34,CH,CH_BL,,1,0,1,0,0,0
2020-05-17,BL,,838,3,1,0,795,35,CH,CH_BL,,0,2,0,0,4,1
2020-05-18,BL,,838,3,0,0,795,35,CH,CH_BL,,0,0,-1,0,0,0
2020-05-19,BL,,838,3,0,0,797,35,CH,CH_BL,,0,0,0,0,2,0
2020-05-20,BL,,838,3,0,0,798,35,CH,CH_BL,,0,0,0,0,1,0
2020-05-21,BL,,838,3,0,0,798,35,CH,CH_BL,,0,0,0,0,0,0
2020-05-22,BL,,838,2,0,0,799,35,CH,CH_BL,,0,-1,0,0,1,0
2020-05-23,BL,,838,2,0,0,800,35,CH,CH_BL,,0,0,0,0,1,0
2020-05-24,BL,,838,2,0,0,801,35,CH,CH_BL,,0,0,0,0,1,0
2020-05-25,BL,,838,2,0,0,801,35,CH,CH_BL,,0,0,0,0,0,0
2020-05-26,BL,,838,0,0,0,802,35,CH,CH_BL,,0,-2,0,0,1,0
2020-05-27,BL,,838,0,0,0,802,35,CH,CH_BL,,0,0,0,0,0,0
2020-05-28,BL,,840,0,0,0,802,35,CH,CH_BL,,2,0,0,0,0,0
2020-05-29,BL,,840,0,0,0,802,35,CH,CH_BL,,0,0,0,0,0,0
2020-05-30,BL,,841,0,0,0,802,35,CH,CH_BL,,1,0,0,0,0,0
2020-05-31,BL,,842,0,0,0,802,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-01,BL,,843,0,0,0,802,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-02,BL,,843,0,0,0,802,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-03,BL,,844,0,0,0,802,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-04,BL,,844,0,0,0,802,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-05,BL,,845,0,0,0,802,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-06,BL,,845,0,0,0,803,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-07,BL,,845,0,0,0,804,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-08,BL,,845,0,0,0,804,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-09,BL,,845,0,0,0,805,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-10,BL,,846,0,0,0,806,35,CH,CH_BL,,1,0,0,0,1,0
2020-06-11,BL,,846,0,0,0,807,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-12,BL,,846,0,0,0,807,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-13,BL,,846,0,0,0,808,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-14,BL,,846,0,0,0,808,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-15,BL,,846,0,0,0,809,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-16,BL,,847,0,0,0,809,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-17,BL,,847,0,0,0,809,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-18,BL,,847,0,0,0,809,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-19,BL,,847,0,0,0,810,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-20,BL,,848,0,0,0,810,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-21,BL,,849,0,0,0,810,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-22,BL,,849,0,0,0,811,35,CH,CH_BL,,0,0,0,0,1,0
2020-06-23,BL,,849,0,0,0,811,35,CH,CH_BL,,0,0,0,0,0,0
2020-06-24,BL,,851,0,0,0,811,35,CH,CH_BL,,2,0,0,0,0,0
2020-06-25,BL,,852,0,0,0,811,35,CH,CH_BL,,1,0,0,0,0,0
2020-06-26,BL,,854,0,0,0,811,35,CH,CH_BL,,2,0,0,0,0,0
2020-02-28,VD,,,4,,,,,CH,CH_VD,,,,,,,
2020-02-29,VD,,,4,,,,,CH,CH_VD,,,0,,,,
2020-03-01,VD,,,4,,,,,CH,CH_VD,,,0,,,,
2020-03-02,VD,,,6,,,,,CH,CH_VD,,,2,,,,
2020-03-03,VD,,,8,,,,,CH,CH_VD,,,2,,,,
2020-03-04,VD,,,11,1,,,,CH,CH_VD,,,3,,,,
2020-03-05,VD,,,14,1,,,,CH,CH_VD,,,3,0,,,
2020-03-06,VD,,23,15,2,,,1,CH,CH_VD,,,1,1,,,
2020-03-07,VD,,30,16,4,,,1,CH,CH_VD,,7,1,2,,,0
2020-03-08,VD,,40,22,3,,,1,CH,CH_VD,,10,6,-1,,,0
2020-03-09,VD,,51,29,5,,,1,CH,CH_VD,,11,7,2,,,0
2020-03-10,VD,,130,49,8,,,1,CH,CH_VD,,79,20,3,,,0
2020-03-11,VD,,203,52,7,,,1,CH,CH_VD,,73,3,-1,,,0
2020-03-12,VD,,277,56,6,,,3,CH,CH_VD,,74,4,-1,,,2
2020-03-13,VD,,370,62,7,,,3,CH,CH_VD,,93,6,1,,,0
2020-03-14,VD,,477,76,10,,,5,CH,CH_VD,,107,14,3,,,2
2020-03-15,VD,,566,91,10,,,6,CH,CH_VD,,89,15,0,,,1
2020-03-16,VD,,796,127,20,,,9,CH,CH_VD,,230,36,10,,,3
2020-03-17,VD,,1039,141,24,,,11,CH,CH_VD,,243,14,4,,,2
2020-03-18,VD,,1303,154,24,,,14,CH,CH_VD,,264,13,0,,,3
2020-03-19,VD,,1513,171,23,,,15,CH,CH_VD,,210,17,-1,,,1
2020-03-20,VD,,1754,183,23,,,21,CH,CH_VD,,241,12,0,,,6
2020-03-21,VD,,1873,212,24,,,24,CH,CH_VD,,119,29,1,,,3
2020-03-22,VD,,1975,232,30,,,26,CH,CH_VD,,102,20,6,,,2
2020-03-23,VD,,2281,249,38,,,30,CH,CH_VD,,306,17,8,,,4
2020-03-24,VD,,2546,285,39,,,34,CH,CH_VD,,265,36,1,,,4
2020-03-25,VD,,2738,313,49,,,42,CH,CH_VD,,192,28,10,,,8
2020-03-26,VD,,2943,324,54,,,59,CH,CH_VD,,205,11,5,,,17
2020-03-27,VD,,3177,357,58,,,63,CH,CH_VD,,234,33,4,,,4
2020-03-28,VD,,3308,365,59,,,74,CH,CH_VD,,131,8,1,,,11
2020-03-29,VD,,3393,367,60,,,84,CH,CH_VD,,85,2,1,,,10
2020-03-30,VD,,3605,369,62,,,97,CH,CH_VD,,212,2,2,,,13
2020-03-31,VD,,3764,377,65,,,110,CH,CH_VD,,159,8,3,,,13
2020-04-01,VD,,3916,383,68,,,121,CH,CH_VD,,152,6,3,,,11
2020-04-02,VD,,4050,374,69,,,143,CH,CH_VD,,134,-9,1,,,22
2020-04-03,VD,,4185,366,67,,,162,CH,CH_VD,,135,-8,-2,,,19
2020-04-04,VD,,4257,367,67,,,175,CH,CH_VD,,72,1,0,,,13
2020-04-05,VD,,4296,378,66,,,188,CH,CH_VD,,39,11,-1,,,13
2020-04-06,VD,,4414,363,64,,,204,CH,CH_VD,,118,-15,-2,,,16
2020-04-07,VD,,4495,335,63,,,216,CH,CH_VD,,81,-28,-1,,,12
2020-04-08,VD,,4586,326,62,,,228,CH,CH_VD,,91,-9,-1,,,12
2020-04-09,VD,,4683,309,63,,,242,CH,CH_VD,,97,-17,1,,,14
2020-04-10,VD,,4731,300,66,,,250,CH,CH_VD,,48,-9,3,,,8
2020-04-11,VD,,4771,286,66,,,256,CH,CH_VD,,40,-14,0,,,6
2020-04-12,VD,,4808,295,65,,,265,CH,CH_VD,,37,9,-1,,,9
2020-04-13,VD,,4852,293,61,,,273,CH,CH_VD,,44,-2,-4,,,8
2020-04-14,VD,,4919,276,59,,,284,CH,CH_VD,,67,-17,-2,,,11
2020-04-15,VD,,4969,246,55,,,301,CH,CH_VD,,50,-30,-4,,,17
2020-04-16,VD,,4998,238,54,,,314,CH,CH_VD,,29,-8,-1,,,13
2020-04-17,VD,,5030,222,53,,,322,CH,CH_VD,,32,-16,-1,,,8
2020-04-18,VD,,5048,219,50,,,330,CH,CH_VD,,18,-3,-3,,,8
2020-04-19,VD,,5059,220,49,,,336,CH,CH_VD,,11,1,-1,,,6
2020-04-20,VD,,5091,201,43,,,347,CH,CH_VD,,32,-19,-6,,,11
2020-04-21,VD,,5123,189,43,,,356,CH,CH_VD,,32,-12,0,,,9
2020-04-22,VD,,5144,176,41,,,361,CH,CH_VD,,21,-13,-2,,,5
2020-04-23,VD,,5175,174,39,,,371,CH,CH_VD,,31,-2,-2,,,10
2020-04-24,VD,,5198,161,36,,,374,CH,CH_VD,,23,-13,-3,,,3
2020-04-25,VD,,5211,166,35,,,384,CH,CH_VD,,13,5,-1,,,10
2020-04-26,VD,,5219,173,35,,,389,CH,CH_VD,,8,7,0,,,5
2020-04-27,VD,,5237,160,32,,,393,CH,CH_VD,,18,-13,-3,,,4
2020-04-28,VD,,5259,146,31,,,400,CH,CH_VD,,22,-14,-1,,,7
2020-04-29,VD,,5273,137,30,,,401,CH,CH_VD,,14,-9,-1,,,1
2020-04-30,VD,,5286,128,26,,,403,CH,CH_VD,,13,-9,-4,,,2
2020-05-01,VD,,5303,115,25,,,408,CH,CH_VD,,17,-13,-1,,,5
2020-05-02,VD,,5312,94,24,,,412,CH,CH_VD,,9,-21,-1,,,4
2020-05-03,VD,,5317,95,23,,,414,CH,CH_VD,,5,1,-1,,,2
2020-05-04,VD,,5325,93,23,,,414,CH,CH_VD,,8,-2,0,,,0
2020-05-05,VD,,5336,82,22,,,415,CH,CH_VD,,11,-11,-1,,,1
2020-05-06,VD,,5355,74,23,,,415,CH,CH_VD,,19,-8,1,,,0
2020-05-07,VD,,5360,68,21,,,416,CH,CH_VD,,5,-6,-2,,,1
2020-05-08,VD,,5371,65,17,,,417,CH,CH_VD,,11,-3,-4,,,1
2020-05-09,VD,,5378,68,17,,,417,CH,CH_VD,,7,3,0,,,0
2020-05-10,VD,,5379,67,16,,,420,CH,CH_VD,,1,-1,-1,,,3
2020-05-11,VD,,5386,69,15,,,420,CH,CH_VD,,7,2,-1,,,0
2020-05-12,VD,,5396,70,14,,,420,CH,CH_VD,,10,1,-1,,,0
2020-05-13,VD,,5405,67,14,,,420,CH,CH_VD,,9,-3,0,,,0
2020-05-14,VD,,5410,60,14,,,422,CH,CH_VD,,5,-7,0,,,2
2020-05-15,VD,,5414,54,12,,,422,CH,CH_VD,,4,-6,-2,,,0
2020-05-16,VD,,5414,53,12,,,422,CH,CH_VD,,0,-1,0,,,0
2020-05-17,VD,,5416,53,12,,,422,CH,CH_VD,,2,0,0,,,0
2020-05-18,VD,,5421,51,13,,,422,CH,CH_VD,,5,-2,1,,,0
2020-05-19,VD,,5425,50,13,,,422,CH,CH_VD,,4,-1,0,,,0
2020-05-20,VD,,5429,44,12,,,422,CH,CH_VD,,4,-6,-1,,,0
2020-05-21,VD,,5429,41,12,,,422,CH,CH_VD,,0,-3,0,,,0
2020-05-22,VD,,5433,38,11,,,422,CH,CH_VD,,4,-3,-1,,,0
2020-05-23,VD,,5439,36,11,,,422,CH,CH_VD,,6,-2,0,,,0
2020-05-24,VD,,5441,37,11,,,422,CH,CH_VD,,2,1,0,,,0
2020-05-25,VD,,5441,38,10,,,422,CH,CH_VD,,0,1,-1,,,0
2020-05-26,VD,,5444,36,9,,,422,CH,CH_VD,,3,-2,-1,,,0
2020-05-27,VD,,5446,37,8,,,422,CH,CH_VD,,2,1,-1,,,0
2020-05-28,VD,,5448,34,8,,,422,CH,CH_VD,,2,-3,0,,,0
2020-05-29,VD,,5451,30,9,,,422,CH,CH_VD,,3,-4,1,,,0
2020-05-30,VD,,5452,30,9,,,422,CH,CH_VD,,1,0,0,,,0
2020-05-31,VD,,5453,31,10,,,422,CH,CH_VD,,1,1,1,,,0
2020-06-01,VD,,5453,31,10,,,422,CH,CH_VD,,0,0,0,,,0
2020-06-02,VD,,5457,31,9,,,422,CH,CH_VD,,4,0,-1,,,0
2020-06-03,VD,,5459,31,9,,,422,CH,CH_VD,,2,0,0,,,0
2020-06-04,VD,,5462,32,9,,,422,CH,CH_VD,,3,1,0,,,0
2020-06-05,VD,,5464,31,8,,,422,CH,CH_VD,,2,-1,-1,,,0
2020-06-06,VD,,5466,28,8,,,422,CH,CH_VD,,2,-3,0,,,0
2020-06-07,VD,,5467,29,8,,,422,CH,CH_VD,,1,1,0,,,0
2020-06-08,VD,,5468,30,7,,,422,CH,CH_VD,,1,1,-1,,,0
2020-06-09,VD,,5471,30,7,,,422,CH,CH_VD,,3,0,0,,,0
2020-06-10,VD,,5472,29,6,,,422,CH,CH_VD,,1,-1,-1,,,0
2020-06-11,VD,,5476,29,3,,,422,CH,CH_VD,,4,0,-3,,,0
2020-06-12,VD,,5483,30,3,,,422,CH,CH_VD,,7,1,0,,,0
2020-06-13,VD,,5483,30,3,,,422,CH,CH_VD,,0,0,0,,,0
2020-06-14,VD,,5484,30,3,,,422,CH,CH_VD,,1,0,0,,,0
2020-06-15,VD,,5487,30,3,,,422,CH,CH_VD,,3,0,0,,,0
2020-06-16,VD,,5495,28,3,,,423,CH,CH_VD,,8,-2,0,,,1
2020-06-17,VD,,5500,28,3,,,423,CH,CH_VD,,5,0,0,,,0
2020-06-18,VD,,5502,29,3,,,423,CH,CH_VD,,2,1,0,,,0
2020-06-19,VD,,5508,29,3,,,423,CH,CH_VD,,6,0,0,,,0
2020-06-20,VD,,5509,30,3,,,423,CH,CH_VD,,1,1,0,,,0
2020-06-21,VD,,5511,31,3,,,423,CH,CH_VD,,2,1,0,,,0
2020-06-22,VD,,5522,30,3,,,424,CH,CH_VD,,11,-1,0,,,1
2020-06-23,VD,,5528,29,3,,,424,CH,CH_VD,,6,-1,0,,,0
2020-06-24,VD,,5534,29,3,,,424,CH,CH_VD,,6,0,0,,,0
2020-02-28,VS,,1,6,0,0,0,0,CH,CH_VS,,,,,,,
2020-02-29,VS,,1,6,0,0,0,0,CH,CH_VS,,0,0,0,0,0,0
2020-03-01,VS,,2,7,0,0,0,0,CH,CH_VS,,1,1,0,0,0,0
2020-03-02,VS,,3,10,0,0,0,0,CH,CH_VS,,1,3,0,0,0,0
2020-03-03,VS,,3,12,0,0,0,0,CH,CH_VS,,0,2,0,0,0,0
2020-03-04,VS,,4,13,0,0,0,0,CH,CH_VS,,1,1,0,0,0,0
2020-03-05,VS,,5,11,0,0,2,0,CH,CH_VS,,1,-2,0,0,2,0
2020-03-06,VS,,6,12,0,0,2,0,CH,CH_VS,,1,1,0,0,0,0
2020-03-07,VS,,7,12,0,0,2,0,CH,CH_VS,,1,0,0,0,0,0
2020-03-08,VS,,12,16,1,1,2,0,CH,CH_VS,,5,4,1,1,0,0
2020-03-09,VS,,17,17,1,1,2,0,CH,CH_VS,,5,1,0,0,0,0
2020-03-10,VS,,22,20,1,1,2,0,CH,CH_VS,,5,3,0,0,0,0
2020-03-11,VS,,30,21,1,1,3,0,CH,CH_VS,,8,1,0,0,1,0
2020-03-12,VS,,53,28,1,1,3,0,CH,CH_VS,,23,7,0,0,0,0
2020-03-13,VS,,76,30,1,1,5,1,CH,CH_VS,,23,2,0,0,2,1
2020-03-14,VS,,98,34,1,1,6,1,CH,CH_VS,,22,4,0,0,1,0
2020-03-15,VS,,115,36,1,1,6,2,CH,CH_VS,,17,2,0,0,0,1
2020-03-16,VS,,172,42,2,1,8,3,CH,CH_VS,,57,6,1,0,2,1
2020-03-17,VS,,225,47,2,2,11,3,CH,CH_VS,,53,5,0,1,3,0
2020-03-18,VS,,312,59,2,2,11,4,CH,CH_VS,,87,12,0,0,0,1
2020-03-19,VS,,349,64,5,5,12,6,CH,CH_VS,,37,5,3,3,1,2
2020-03-20,VS,,436,73,6,5,15,7,CH,CH_VS,,87,9,1,0,3,1
2020-03-21,VS,,498,83,8,6,17,10,CH,CH_VS,,62,10,2,1,2,3
2020-03-22,VS,,535,92,11,7,19,11,CH,CH_VS,,37,9,3,1,2,1
2020-03-23,VS,,628,104,12,9,24,13,CH,CH_VS,,93,12,1,2,5,2
2020-03-24,VS,,728,118,13,12,25,14,CH,CH_VS,,100,14,1,3,1,1
2020-03-25,VS,,793,119,15,14,35,15,CH,CH_VS,,65,1,2,2,10,1
2020-03-26,VS,,874,129,19,17,41,17,CH,CH_VS,,81,10,4,3,6,2
2020-03-27,VS,,968,138,20,16,50,21,CH,CH_VS,,94,9,1,-1,9,4
2020-03-28,VS,,1017,143,21,19,53,25,CH,CH_VS,,49,5,1,3,3,4
2020-03-29,VS,,1055,153,22,21,54,31,CH,CH_VS,,38,10,1,2,1,6
2020-03-30,VS,,1144,154,25,23,71,35,CH,CH_VS,,89,1,3,2,17,4
2020-03-31,VS,,1211,153,24,23,81,37,CH,CH_VS,,67,-1,-1,0,10,2
2020-04-01,VS,,1282,147,26,25,96,40,CH,CH_VS,,71,-6,2,2,15,3
2020-04-02,VS,,1334,147,28,24,104,47,CH,CH_VS,,52,0,2,-1,8,7
2020-04-03,VS,,1385,147,26,23,109,51,CH,CH_VS,,51,0,-2,-1,5,4
2020-04-04,VS,,1418,150,28,23,112,53,CH,CH_VS,,33,3,2,0,3,2
2020-04-05,VS,,1433,147,26,23,115,57,CH,CH_VS,,15,-3,-2,0,3,4
2020-04-06,VS,,1499,134,26,22,134,60,CH,CH_VS,,66,-13,0,-1,19,3
2020-04-07,VS,,1538,130,25,20,143,68,CH,CH_VS,,39,-4,-1,-2,9,8
2020-04-08,VS,,1573,123,26,20,152,71,CH,CH_VS,,35,-7,1,0,9,3
2020-04-09,VS,,1602,118,24,19,160,77,CH,CH_VS,,29,-5,-2,-1,8,6
2020-04-10,VS,,1631,116,24,18,166,83,CH,CH_VS,,29,-2,0,-1,6,6
2020-04-11,VS,,1657,113,20,15,169,85,CH,CH_VS,,26,-3,-4,-3,3,2
2020-04-12,VS,,1670,111,22,14,173,91,CH,CH_VS,,13,-2,2,-1,4,6
2020-04-13,VS,,1684,107,21,12,176,93,CH,CH_VS,,14,-4,-1,-2,3,2
2020-04-14,VS,,1711,100,20,11,187,94,CH,CH_VS,,27,-7,-1,-1,11,1
2020-04-15,VS,,1727,94,20,12,195,94,CH,CH_VS,,16,-6,0,1,8,0
2020-04-16,VS,,1744,92,17,12,198,95,CH,CH_VS,,17,-2,-3,0,3,1
2020-04-17,VS,,1764,85,16,10,204,99,CH,CH_VS,,20,-7,-1,-2,6,4
2020-04-18,VS,,1773,84,18,10,204,104,CH,CH_VS,,9,-1,2,0,0,5
2020-04-19,VS,,1780,82,16,9,205,107,CH,CH_VS,,7,-2,-2,-1,1,3
2020-04-20,VS,,1797,78,15,9,211,110,CH,CH_VS,,17,-4,-1,0,6,3
2020-04-21,VS,,1804,74,14,10,213,115,CH,CH_VS,,7,-4,-1,1,2,5
2020-04-22,VS,,1810,75,13,10,216,118,CH,CH_VS,,6,1,-1,0,3,3
2020-04-23,VS,,1826,71,13,9,219,123,CH,CH_VS,,16,-4,0,-1,3,5
2020-04-24,VS,,1835,68,14,9,223,127,CH,CH_VS,,9,-3,1,0,4,4
2020-04-25,VS,,1840,70,14,9,224,129,CH,CH_VS,,5,2,0,0,1,2
2020-04-26,VS,,1842,72,15,8,224,131,CH,CH_VS,,2,2,1,-1,0,2
2020-04-27,VS,,1857,63,14,9,232,132,CH,CH_VS,,15,-9,-1,1,8,1
2020-04-28,VS,,1868,59,13,8,236,135,CH,CH_VS,,11,-4,-1,-1,4,3
2020-04-29,VS,,1880,58,11,8,238,136,CH,CH_VS,,12,-1,-2,0,2,1
2020-04-30,VS,,1887,58,10,8,239,138,CH,CH_VS,,7,0,-1,0,1,2
2020-05-01,VS,,1892,56,10,8,241,138,CH,CH_VS,,5,-2,0,0,2,0
2020-05-02,VS,,1895,56,10,8,241,140,CH,CH_VS,,3,0,0,0,0,2
2020-05-03,VS,,1897,57,10,8,241,142,CH,CH_VS,,2,1,0,0,0,2
2020-05-04,VS,,1905,52,10,7,246,142,CH,CH_VS,,8,-5,0,-1,5,0
2020-05-05,VS,,1907,48,8,6,248,146,CH,CH_VS,,2,-4,-2,-1,2,4
2020-05-06,VS,,1910,45,8,5,251,146,CH,CH_VS,,3,-3,0,-1,3,0
2020-05-07,VS,,1912,40,8,5,256,146,CH,CH_VS,,2,-5,0,0,5,0
2020-05-08,VS,,1915,38,9,5,258,148,CH,CH_VS,,3,-2,1,0,2,2
2020-05-09,VS,,1916,37,10,7,259,148,CH,CH_VS,,1,-1,1,2,1,0
2020-05-10,VS,,1917,38,10,7,259,148,CH,CH_VS,,1,1,0,0,0,0
2020-05-11,VS,,1921,38,10,7,259,150,CH,CH_VS,,4,0,0,0,0,2
2020-05-12,VS,,1921,35,8,7,262,150,CH,CH_VS,,0,-3,-2,0,3,0
2020-05-13,VS,,1922,32,8,5,265,150,CH,CH_VS,,1,-3,0,-2,3,0
2020-05-14,VS,,1924,30,8,5,267,150,CH,CH_VS,,2,-2,0,0,2,0
2020-05-15,VS,,1933,27,8,5,270,150,CH,CH_VS,,9,-3,0,0,3,0
2020-05-16,VS,,1936,27,8,5,270,150,CH,CH_VS,,3,0,0,0,0,0
2020-05-17,VS,,1936,27,8,5,270,150,CH,CH_VS,,0,0,0,0,0,0
2020-05-18,VS,,1937,25,7,4,272,152,CH,CH_VS,,1,-2,-1,-1,2,2
2020-05-19,VS,,1938,23,7,4,274,152,CH,CH_VS,,1,-2,0,0,2,0
2020-05-20,VS,,1938,21,6,4,276,152,CH,CH_VS,,0,-2,-1,0,2,0
2020-05-21,VS,,1939,21,6,4,276,152,CH,CH_VS,,1,0,0,0,0,0
2020-05-22,VS,,1939,20,5,3,277,152,CH,CH_VS,,0,-1,-1,-1,1,0
2020-05-23,VS,,1939,20,5,3,277,152,CH,CH_VS,,0,0,0,0,0,0
2020-05-24,VS,,1940,20,5,3,277,152,CH,CH_VS,,1,0,0,0,0,0
2020-05-25,VS,,1942,19,5,3,278,152,CH,CH_VS,,2,-1,0,0,1,0
2020-05-26,VS,,1945,18,4,3,279,152,CH,CH_VS,,3,-1,-1,0,1,0
2020-05-27,VS,,1946,17,4,3,280,152,CH,CH_VS,,1,-1,0,0,1,0
2020-05-28,VS,,1947,17,4,3,281,152,CH,CH_VS,,1,0,0,0,1,0
2020-05-29,VS,,1947,16,4,3,282,152,CH,CH_VS,,0,-1,0,0,1,0
2020-05-30,VS,,1947,15,4,3,283,152,CH,CH_VS,,0,-1,0,0,1,0
2020-05-31,VS,,1949,16,5,3,284,152,CH,CH_VS,,2,1,1,0,1,0
2020-06-01,VS,,1950,16,4,3,285,152,CH,CH_VS,,1,0,-1,0,1,0
2020-06-02,VS,,1951,16,4,3,285,152,CH,CH_VS,,1,0,0,0,0,0
2020-06-03,VS,,1951,15,4,3,286,152,CH,CH_VS,,0,-1,0,0,1,0
2020-06-04,VS,,1953,16,4,3,286,152,CH,CH_VS,,2,1,0,0,0,0
2020-06-05,VS,,1956,16,4,3,286,152,CH,CH_VS,,3,0,0,0,0,0
2020-06-06,VS,,1956,16,4,3,286,152,CH,CH_VS,,0,0,0,0,0,0
2020-06-07,VS,,1959,16,4,3,286,152,CH,CH_VS,,3,0,0,0,0,0
2020-06-08,VS,,1964,16,4,3,286,152,CH,CH_VS,,5,0,0,0,0,0
2020-06-09,VS,,1965,16,4,3,286,152,CH,CH_VS,,1,0,0,0,0,0
2020-06-10,VS,,1969,15,4,3,287,152,CH,CH_VS,,4,-1,0,0,1,0
2020-06-11,VS,,1973,15,4,2,287,152,CH,CH_VS,,4,0,0,-1,0,0
2020-06-12,VS,,1977,15,4,1,287,153,CH,CH_VS,,4,0,0,-1,0,1
2020-06-13,VS,,1977,13,3,1,289,153,CH,CH_VS,,0,-2,-1,0,2,0
2020-06-14,VS,,1977,13,3,1,289,153,CH,CH_VS,,0,0,0,0,0,0
2020-06-15,VS,,1981,13,3,1,289,153,CH,CH_VS,,4,0,0,0,0,0
2020-06-16,VS,,1985,12,3,1,290,153,CH,CH_VS,,4,-1,0,0,1,0
2020-06-17,VS,,1987,13,2,1,290,153,CH,CH_VS,,2,1,-1,0,0,0
2020-06-18,VS,,1988,13,2,1,290,153,CH,CH_VS,,1,0,0,0,0,0
2020-06-19,VS,,1996,12,2,1,291,153,CH,CH_VS,,8,-1,0,0,1,0
2020-06-20,VS,,2000,13,2,1,291,153,CH,CH_VS,,4,1,0,0,0,0
2020-06-21,VS,,2001,14,2,1,291,153,CH,CH_VS,,1,1,0,0,0,0
2020-06-22,VS,,2006,13,2,1,292,153,CH,CH_VS,,5,-1,0,0,1,0
2020-06-23,VS,,2011,13,2,1,292,153,CH,CH_VS,,5,0,0,0,0,0
2020-06-24,VS,,2019,13,2,1,293,153,CH,CH_VS,,8,0,0,0,1,0
2020-06-25,VS,,2020,13,2,1,293,153,CH,CH_VS,,1,0,0,0,0,0
2020-02-28,AG,,1,,,,,,CH,CH_AG,,,,,,,
2020-03-02,AG,,2,,,,,,CH,CH_AG,,1,,,,,
2020-03-03,AG,,6,,,,,,CH,CH_AG,,4,,,,,
2020-03-04,AG,,7,,,,,,CH,CH_AG,,1,,,,,
2020-03-05,AG,,9,,,,,,CH,CH_AG,,2,,,,,
2020-03-06,AG,,12,,,,1,,CH,CH_AG,,3,,,,,
2020-03-09,AG,,14,,,,2,,CH,CH_AG,,2,,,,1,
2020-03-10,AG,,17,,,,2,,CH,CH_AG,,3,,,,0,
2020-03-11,AG,,18,,,,2,,CH,CH_AG,,1,,,,0,
2020-03-12,AG,,27,1,,,3,,CH,CH_AG,,9,,,,1,
2020-03-13,AG,,32,,,,3,,CH,CH_AG,,5,0,,,0,
2020-03-16,AG,,52,2,,,4,,CH,CH_AG,,20,1,,,1,
2020-03-17,AG,,67,2,,,4,,CH,CH_AG,,15,0,,,0,
2020-03-18,AG,,101,6,,,4,,CH,CH_AG,,34,4,,,0,
2020-03-19,AG,,118,17,6,3,,,CH,CH_AG,,17,11,,,0,
2020-03-20,AG,,168,25,4,2,,1,CH,CH_AG,,50,8,-2,-1,0,
2020-03-22,AG,,232,,,,,1,CH,CH_AG,,64,0,0,0,0,0
2020-03-23,AG,,241,10,3,2,,1,CH,CH_AG,,9,-15,-1,0,0,0
2020-03-24,AG,,266,24,2,2,,2,CH,CH_AG,,25,14,-1,0,0,1
2020-03-25,AG,,319,16,5,5,,2,CH,CH_AG,,53,-8,3,3,0,0
2020-03-26,AG,,349,38,10,9,,2,CH,CH_AG,,30,22,5,4,0,0
2020-03-27,AG,,364,50,12,10,,3,CH,CH_AG,,15,12,2,1,0,1
