date,match_string,total_confirmed,new_confirmed,country_code,key
2020-04-30,Delta Amacuro,0,0,VE,VE_Y
2020-05-01,Delta Amacuro,0,0,VE,VE_Y
2020-05-02,Delta Amacuro,0,0,VE,VE_Y
2020-05-03,Delta Amacuro,0,0,VE,VE_Y
2020-05-04,Delta Amacuro,0,0,VE,VE_Y
2020-05-05,Delta Amacuro,0,0,VE,VE_Y
2020-05-06,Delta Amacuro,0,0,VE,VE_Y
2020-05-07,Delta Amacuro,0,0,VE,VE_Y
2020-05-08,Delta Amacuro,0,0,VE,VE_Y
2020-05-09,Delta Amacuro,0,0,VE,VE_Y
2020-05-09,Delta Amacuro,0,0,VE,VE_Y
2020-05-10,Delta Amacuro,0,0,VE,VE_Y
2020-05-11,Delta Amacuro,0,0,VE,VE_Y
2020-05-12,Delta Amacuro,0,0,VE,VE_Y
2020-05-13,Delta Amacuro,0,0,VE,VE_Y
2020-05-14,Delta Amacuro,1,1,VE,VE_Y
2020-05-15,Delta Amacuro,1,0,VE,VE_Y
2020-05-16,Delta Amacuro,1,0,VE,VE_Y
2020-05-17,Delta Amacuro,1,0,VE,VE_Y
2020-05-18,Delta Amacuro,1,0,VE,VE_Y
2020-05-19,Delta Amacuro,1,0,VE,VE_Y
2020-05-20,Delta Amacuro,1,0,VE,VE_Y
2020-05-21,Delta Amacuro,1,0,VE,VE_Y
2020-05-22,Delta Amacuro,1,0,VE,VE_Y
2020-05-23,Delta Amacuro,6,5,VE,VE_Y
2020-05-24,Delta Amacuro,6,0,VE,VE_Y
2020-05-25,Delta Amacuro,6,0,VE,VE_Y
2020-05-26,Delta Amacuro,6,0,VE,VE_Y
2020-05-27,Delta Amacuro,6,0,VE,VE_Y
2020-05-28,Delta Amacuro,6,0,VE,VE_Y
2020-05-29,Delta Amacuro,6,0,VE,VE_Y
2020-05-30,Delta Amacuro,6,0,VE,VE_Y
2020-05-31,Delta Amacuro,6,0,VE,VE_Y
2020-06-01,Delta Amacuro,10,4,VE,VE_Y
2020-06-02,Delta Amacuro,10,0,VE,VE_Y
2020-06-03,Delta Amacuro,10,0,VE,VE_Y
2020-06-04,Delta Amacuro,10,0,VE,VE_Y
2020-06-05,Delta Amacuro,10,0,VE,VE_Y
2020-06-06,Delta Amacuro,10,0,VE,VE_Y
2020-06-07,Delta Amacuro,10,0,VE,VE_Y
2020-06-08,Delta Amacuro,10,0,VE,VE_Y
2020-06-09,Delta Amacuro,10,0,VE,VE_Y
2020-06-10,Delta Amacuro,10,0,VE,VE_Y
2020-06-11,Delta Amacuro,10,0,VE,VE_Y
2020-06-12,Delta Amacuro,10,0,VE,VE_Y
2020-06-13,Delta Amacuro,10,0,VE,VE_Y
2020-06-14,Delta Amacuro,10,0,VE,VE_Y
2020-06-15,Delta Amacuro,10,0,VE,VE_Y
2020-06-16,Delta Amacuro,10,0,VE,VE_Y
2020-06-17,Delta Amacuro,10,0,VE,VE_Y
2020-06-18,Delta Amacuro,10,0,VE,VE_Y
2020-06-19,Delta Amacuro,10,0,VE,VE_Y
2020-06-20,Delta Amacuro,10,0,VE,VE_Y
2020-06-21,Delta Amacuro,10,0,VE,VE_Y
2020-04-16,Distrito Capital,30,,VE,VE_A
2020-04-17,Distrito Capital,31,1,VE,VE_A
2020-04-18,Distrito Capital,31,0,VE,VE_A
2020-04-19,Distrito Capital,31,0,VE,VE_A
2020-04-20,Distrito Capital,32,1,VE,VE_A
2020-04-21,Distrito Capital,32,0,VE,VE_A
2020-04-22,Distrito Capital,32,0,VE,VE_A
2020-04-23,Distrito Capital,32,0,VE,VE_A
2020-04-24,Distrito Capital,32,0,VE,VE_A
2020-04-25,Distrito Capital,32,0,VE,VE_A
2020-04-26,Distrito Capital,32,0,VE,VE_A
2020-04-27,Distrito Capital,32,0,VE,VE_A
2020-04-28,Distrito Capital,32,0,VE,VE_A
2020-04-29,Distrito Capital,32,0,VE,VE_A
2020-04-30,Distrito Capital,33,1,VE,VE_A
2020-05-01,Distrito Capital,33,0,VE,VE_A
2020-05-02,Distrito Capital,33,0,VE,VE_A
2020-05-03,Distrito Capital,33,0,VE,VE_A
2020-05-04,Distrito Capital,33,0,VE,VE_A
2020-05-05,Distrito Capital,33,0,VE,VE_A
2020-05-06,Distrito Capital,33,0,VE,VE_A
2020-05-07,Distrito Capital,33,0,VE,VE_A
2020-05-08,Distrito Capital,33,0,VE,VE_A
2020-05-09,Distrito Capital,33,0,VE,VE_A
2020-05-09,Distrito Capital,33,0,VE,VE_A
2020-05-10,Distrito Capital,34,1,VE,VE_A
2020-05-11,Distrito Capital,34,0,VE,VE_A
2020-05-12,Distrito Capital,34,0,VE,VE_A
2020-05-13,Distrito Capital,34,0,VE,VE_A
2020-05-14,Distrito Capital,34,0,VE,VE_A
2020-05-15,Distrito Capital,34,0,VE,VE_A
2020-05-16,Distrito Capital,33,-1,VE,VE_A
2020-05-17,Distrito Capital,63,30,VE,VE_A
2020-05-18,Distrito Capital,96,33,VE,VE_A
2020-05-19,Distrito Capital,109,13,VE,VE_A
2020-05-20,Distrito Capital,109,0,VE,VE_A
2020-05-21,Distrito Capital,109,0,VE,VE_A
2020-05-22,Distrito Capital,114,5,VE,VE_A
2020-05-23,Distrito Capital,119,5,VE,VE_A
2020-05-24,Distrito Capital,120,1,VE,VE_A
2020-05-25,Distrito Capital,131,11,VE,VE_A
2020-05-26,Distrito Capital,135,4,VE,VE_A
2020-05-27,Distrito Capital,135,0,VE,VE_A
2020-05-28,Distrito Capital,135,0,VE,VE_A
2020-05-29,Distrito Capital,135,0,VE,VE_A
2020-05-30,Distrito Capital,136,1,VE,VE_A
2020-05-31,Distrito Capital,138,2,VE,VE_A
2020-06-01,Distrito Capital,150,12,VE,VE_A
2020-06-02,Distrito Capital,154,4,VE,VE_A
2020-06-03,Distrito Capital,156,2,VE,VE_A
2020-06-04,Distrito Capital,159,3,VE,VE_A
2020-06-05,Distrito Capital,167,8,VE,VE_A
2020-06-06,Distrito Capital,168,1,VE,VE_A
2020-06-07,Distrito Capital,178,10,VE,VE_A
2020-06-08,Distrito Capital,178,0,VE,VE_A
2020-06-09,Distrito Capital,178,0,VE,VE_A
2020-06-10,Distrito Capital,178,0,VE,VE_A
2020-06-11,Distrito Capital,181,3,VE,VE_A
2020-06-12,Distrito Capital,182,1,VE,VE_A
2020-06-13,Distrito Capital,186,4,VE,VE_A
2020-06-14,Distrito Capital,187,1,VE,VE_A
2020-06-15,Distrito Capital,190,3,VE,VE_A
2020-06-16,Distrito Capital,191,1,VE,VE_A
2020-06-17,Distrito Capital,192,1,VE,VE_A
2020-06-18,Distrito Capital,199,7,VE,VE_A
2020-06-19,Distrito Capital,212,13,VE,VE_A
2020-06-20,Distrito Capital,216,4,VE,VE_A
2020-06-21,Distrito Capital,226,10,VE,VE_A
2020-04-16,Falcón,2,,VE,VE_I
2020-04-17,Falcón,2,0,VE,VE_I
2020-04-18,Falcón,2,0,VE,VE_I
2020-04-19,Falcón,2,0,VE,VE_I
2020-04-20,Falcón,2,0,VE,VE_I
2020-04-21,Falcón,2,0,VE,VE_I
2020-04-22,Falcón,2,0,VE,VE_I
2020-04-23,Falcón,2,0,VE,VE_I
2020-04-24,Falcón,2,0,VE,VE_I
2020-04-25,Falcón,2,0,VE,VE_I
2020-04-26,Falcón,2,0,VE,VE_I
2020-04-27,Falcón,2,0,VE,VE_I
2020-04-28,Falcón,2,0,VE,VE_I
2020-04-29,Falcón,2,0,VE,VE_I
2020-04-30,Falcón,2,0,VE,VE_I
2020-05-01,Falcón,2,0,VE,VE_I
2020-05-02,Falcón,2,0,VE,VE_I
2020-05-03,Falcón,2,0,VE,VE_I
2020-05-04,Falcón,3,1,VE,VE_I
2020-05-05,Falcón,3,0,VE,VE_I
2020-05-06,Falcón,3,0,VE,VE_I
2020-05-07,Falcón,4,1,VE,VE_I
2020-05-08,Falcón,4,0,VE,VE_I
2020-05-09,Falcón,5,1,VE,VE_I
2020-05-09,Falcón,5,0,VE,VE_I
2020-05-10,Falcón,5,0,VE,VE_I
2020-05-11,Falcón,6,1,VE,VE_I
2020-05-12,Falcón,7,1,VE,VE_I
2020-05-13,Falcón,7,0,VE,VE_I
2020-05-14,Falcón,7,0,VE,VE_I
2020-05-15,Falcón,7,0,VE,VE_I
2020-05-16,Falcón,7,0,VE,VE_I
2020-05-17,Falcón,7,0,VE,VE_I
2020-05-18,Falcón,7,0,VE,VE_I
2020-05-19,Falcón,7,0,VE,VE_I
2020-05-20,Falcón,10,3,VE,VE_I
2020-05-21,Falcón,10,0,VE,VE_I
2020-05-22,Falcón,13,3,VE,VE_I
2020-05-23,Falcón,15,2,VE,VE_I
2020-05-24,Falcón,15,0,VE,VE_I
2020-05-25,Falcón,16,1,VE,VE_I
2020-05-26,Falcón,15,-1,VE,VE_I
2020-05-27,Falcón,15,0,VE,VE_I
2020-05-28,Falcón,21,6,VE,VE_I
2020-05-29,Falcón,21,0,VE,VE_I
2020-05-30,Falcón,21,0,VE,VE_I
2020-05-31,Falcón,21,0,VE,VE_I
2020-06-01,Falcón,21,0,VE,VE_I
2020-06-02,Falcón,21,0,VE,VE_I
2020-06-03,Falcón,21,0,VE,VE_I
2020-06-04,Falcón,28,7,VE,VE_I
2020-06-05,Falcón,34,6,VE,VE_I
2020-06-06,Falcón,34,0,VE,VE_I
2020-06-07,Falcón,34,0,VE,VE_I
2020-06-08,Falcón,34,0,VE,VE_I
2020-06-09,Falcón,34,0,VE,VE_I
2020-06-10,Falcón,34,0,VE,VE_I
2020-06-11,Falcón,34,0,VE,VE_I
2020-06-12,Falcón,34,0,VE,VE_I
2020-06-13,Falcón,34,0,VE,VE_I
2020-06-14,Falcón,35,1,VE,VE_I
2020-06-15,Falcón,35,0,VE,VE_I
2020-06-16,Falcón,35,0,VE,VE_I
2020-06-17,Falcón,36,1,VE,VE_I
2020-06-18,Falcón,37,1,VE,VE_I
2020-06-19,Falcón,46,9,VE,VE_I
2020-06-20,Falcón,46,0,VE,VE_I
2020-06-21,Falcón,46,0,VE,VE_I
2020-04-16,Guárico,2,,VE,VE_J
2020-04-17,Guárico,2,0,VE,VE_J
2020-04-18,Guárico,2,0,VE,VE_J
2020-04-19,Guárico,2,0,VE,VE_J
2020-04-20,Guárico,2,0,VE,VE_J
2020-04-21,Guárico,2,0,VE,VE_J
2020-04-22,Guárico,2,0,VE,VE_J
2020-04-23,Guárico,2,0,VE,VE_J
2020-04-24,Guárico,2,0,VE,VE_J
2020-04-25,Guárico,2,0,VE,VE_J
2020-04-26,Guárico,2,0,VE,VE_J
2020-04-27,Guárico,2,0,VE,VE_J
2020-04-28,Guárico,2,0,VE,VE_J
2020-04-29,Guárico,2,0,VE,VE_J
2020-04-30,Guárico,2,0,VE,VE_J
2020-05-01,Guárico,2,0,VE,VE_J
2020-05-02,Guárico,2,0,VE,VE_J
2020-05-03,Guárico,2,0,VE,VE_J
2020-05-04,Guárico,2,0,VE,VE_J
2020-05-05,Guárico,2,0,VE,VE_J
2020-05-06,Guárico,2,0,VE,VE_J
2020-05-07,Guárico,2,0,VE,VE_J
2020-05-08,Guárico,2,0,VE,VE_J
2020-05-09,Guárico,2,0,VE,VE_J
2020-05-09,Guárico,2,0,VE,VE_J
2020-05-10,Guárico,2,0,VE,VE_J
2020-05-11,Guárico,2,0,VE,VE_J
2020-05-12,Guárico,2,0,VE,VE_J
2020-05-13,Guárico,2,0,VE,VE_J
2020-05-14,Guárico,2,0,VE,VE_J
2020-05-15,Guárico,2,0,VE,VE_J
2020-05-16,Guárico,2,0,VE,VE_J
2020-05-17,Guárico,2,0,VE,VE_J
2020-05-18,Guárico,2,0,VE,VE_J
2020-05-19,Guárico,3,1,VE,VE_J
2020-05-20,Guárico,3,0,VE,VE_J
2020-05-21,Guárico,3,0,VE,VE_J
2020-05-22,Guárico,3,0,VE,VE_J
2020-05-23,Guárico,3,0,VE,VE_J
2020-05-24,Guárico,3,0,VE,VE_J
2020-05-25,Guárico,3,0,VE,VE_J
2020-05-26,Guárico,6,3,VE,VE_J
2020-05-27,Guárico,6,0,VE,VE_J
2020-05-28,Guárico,6,0,VE,VE_J
2020-05-29,Guárico,6,0,VE,VE_J
2020-05-30,Guárico,6,0,VE,VE_J
2020-05-31,Guárico,6,0,VE,VE_J
2020-06-01,Guárico,6,0,VE,VE_J
2020-06-02,Guárico,6,0,VE,VE_J
2020-06-03,Guárico,6,0,VE,VE_J
2020-06-04,Guárico,6,0,VE,VE_J
2020-06-05,Guárico,6,0,VE,VE_J
2020-06-06,Guárico,6,0,VE,VE_J
2020-06-07,Guárico,6,0,VE,VE_J
2020-06-08,Guárico,6,0,VE,VE_J
2020-06-09,Guárico,6,0,VE,VE_J
2020-06-10,Guárico,6,0,VE,VE_J
2020-06-11,Guárico,6,0,VE,VE_J
2020-06-12,Guárico,6,0,VE,VE_J
2020-06-13,Guárico,6,0,VE,VE_J
2020-06-14,Guárico,6,0,VE,VE_J
2020-06-15,Guárico,6,0,VE,VE_J
2020-06-16,Guárico,6,0,VE,VE_J
2020-06-17,Guárico,6,0,VE,VE_J
2020-06-18,Guárico,6,0,VE,VE_J
2020-06-19,Guárico,6,0,VE,VE_J
2020-06-20,Guárico,6,0,VE,VE_J
2020-06-21,Guárico,6,0,VE,VE_J
2020-04-16,Lara,4,,VE,VE_K
2020-04-17,Lara,5,1,VE,VE_K
2020-04-18,Lara,5,0,VE,VE_K
2020-04-19,Lara,5,0,VE,VE_K
2020-04-20,Lara,5,0,VE,VE_K
2020-04-21,Lara,5,0,VE,VE_K
2020-04-22,Lara,5,0,VE,VE_K
2020-04-23,Lara,5,0,VE,VE_K
2020-04-24,Lara,5,0,VE,VE_K
2020-04-25,Lara,5,0,VE,VE_K
2020-04-26,Lara,5,0,VE,VE_K
2020-04-27,Lara,5,0,VE,VE_K
2020-04-28,Lara,5,0,VE,VE_K
2020-04-29,Lara,5,0,VE,VE_K
2020-04-30,Lara,5,0,VE,VE_K
2020-05-01,Lara,5,0,VE,VE_K
2020-05-02,Lara,5,0,VE,VE_K
2020-05-03,Lara,5,0,VE,VE_K
2020-05-04,Lara,5,0,VE,VE_K
2020-05-05,Lara,5,0,VE,VE_K
2020-05-06,Lara,5,0,VE,VE_K
2020-05-07,Lara,5,0,VE,VE_K
2020-05-08,Lara,5,0,VE,VE_K
2020-05-09,Lara,5,0,VE,VE_K
2020-05-09,Lara,5,0,VE,VE_K
2020-05-10,Lara,5,0,VE,VE_K
2020-05-11,Lara,5,0,VE,VE_K
2020-05-12,Lara,5,0,VE,VE_K
2020-05-13,Lara,5,0,VE,VE_K
2020-05-14,Lara,9,4,VE,VE_K
2020-05-15,Lara,9,0,VE,VE_K
2020-05-16,Lara,9,0,VE,VE_K
2020-05-17,Lara,9,0,VE,VE_K
2020-05-18,Lara,9,0,VE,VE_K
2020-05-19,Lara,18,9,VE,VE_K
2020-05-20,Lara,29,11,VE,VE_K
2020-05-21,Lara,30,1,VE,VE_K
2020-05-22,Lara,30,0,VE,VE_K
2020-05-23,Lara,37,7,VE,VE_K
2020-05-24,Lara,37,0,VE,VE_K
2020-05-25,Lara,37,0,VE,VE_K
2020-05-26,Lara,39,2,VE,VE_K
2020-05-27,Lara,39,0,VE,VE_K
2020-05-28,Lara,39,0,VE,VE_K
2020-05-29,Lara,39,0,VE,VE_K
2020-05-30,Lara,39,0,VE,VE_K
2020-05-31,Lara,39,0,VE,VE_K
2020-06-01,Lara,40,1,VE,VE_K
2020-06-02,Lara,41,1,VE,VE_K
2020-06-03,Lara,42,1,VE,VE_K
2020-06-04,Lara,42,0,VE,VE_K
2020-06-05,Lara,42,0,VE,VE_K
2020-06-06,Lara,42,0,VE,VE_K
2020-06-07,Lara,42,0,VE,VE_K
2020-06-08,Lara,42,0,VE,VE_K
2020-06-09,Lara,42,0,VE,VE_K
2020-06-10,Lara,42,0,VE,VE_K
2020-06-11,Lara,42,0,VE,VE_K
2020-06-12,Lara,42,0,VE,VE_K
2020-06-13,Lara,42,0,VE,VE_K
2020-06-14,Lara,46,4,VE,VE_K
2020-06-15,Lara,46,0,VE,VE_K
2020-06-16,Lara,46,0,VE,VE_K
2020-06-17,Lara,48,2,VE,VE_K
2020-06-18,Lara,48,0,VE,VE_K
2020-06-19,Lara,49,1,VE,VE_K
2020-06-20,Lara,63,14,VE,VE_K
2020-06-21,Lara,63,0,VE,VE_K
2020-04-16,Miranda,68,,VE,VE_M
2020-04-17,Miranda,72,4,VE,VE_M
2020-04-18,Miranda,73,1,VE,VE_M
2020-04-19,Miranda,73,0,VE,VE_M
2020-04-20,Miranda,76,3,VE,VE_M
2020-04-21,Miranda,82,6,VE,VE_M
2020-04-22,Miranda,85,3,VE,VE_M
2020-04-23,Miranda,85,0,VE,VE_M
2020-04-24,Miranda,85,0,VE,VE_M
2020-04-25,Miranda,85,0,VE,VE_M
2020-04-26,Miranda,85,0,VE,VE_M
2020-04-27,Miranda,86,1,VE,VE_M
2020-04-28,Miranda,86,0,VE,VE_M
2020-04-29,Miranda,86,0,VE,VE_M
2020-04-30,Miranda,86,0,VE,VE_M
2020-05-01,Miranda,86,0,VE,VE_M
2020-05-02,Miranda,87,1,VE,VE_M
2020-05-03,Miranda,88,1,VE,VE_M
2020-05-04,Miranda,89,1,VE,VE_M
2020-05-05,Miranda,89,0,VE,VE_M
2020-05-06,Miranda,89,0,VE,VE_M
2020-05-07,Miranda,89,0,VE,VE_M
2020-05-08,Miranda,89,0,VE,VE_M
2020-05-09,Miranda,90,1,VE,VE_M
2020-05-09,Miranda,90,0,VE,VE_M
2020-05-10,Miranda,96,6,VE,VE_M
2020-05-11,Miranda,97,1,VE,VE_M
2020-05-12,Miranda,98,1,VE,VE_M
2020-05-13,Miranda,98,0,VE,VE_M
2020-05-14,Miranda,98,0,VE,VE_M
2020-05-15,Miranda,98,0,VE,VE_M
2020-05-16,Miranda,102,4,VE,VE_M
2020-05-17,Miranda,102,0,VE,VE_M
2020-05-18,Miranda,102,0,VE,VE_M
2020-05-19,Miranda,124,22,VE,VE_M
2020-05-20,Miranda,125,1,VE,VE_M
2020-05-21,Miranda,130,5,VE,VE_M
2020-05-22,Miranda,141,11,VE,VE_M
2020-05-23,Miranda,142,1,VE,VE_M
2020-05-24,Miranda,146,4,VE,VE_M
2020-05-25,Miranda,153,7,VE,VE_M
2020-05-26,Miranda,177,24,VE,VE_M
2020-05-27,Miranda,178,1,VE,VE_M
2020-05-28,Miranda,179,1,VE,VE_M
2020-05-29,Miranda,179,0,VE,VE_M
2020-05-30,Miranda,181,2,VE,VE_M
2020-05-31,Miranda,186,5,VE,VE_M
2020-06-01,Miranda,191,5,VE,VE_M
2020-06-02,Miranda,223,32,VE,VE_M
2020-06-03,Miranda,263,40,VE,VE_M
2020-06-04,Miranda,264,1,VE,VE_M
2020-06-05,Miranda,299,35,VE,VE_M
2020-06-06,Miranda,305,6,VE,VE_M
2020-06-07,Miranda,310,5,VE,VE_M
2020-06-08,Miranda,310,0,VE,VE_M
2020-06-09,Miranda,310,0,VE,VE_M
2020-06-10,Miranda,310,0,VE,VE_M
2020-06-11,Miranda,311,1,VE,VE_M
2020-06-12,Miranda,311,0,VE,VE_M
2020-06-13,Miranda,313,2,VE,VE_M
2020-06-14,Miranda,314,1,VE,VE_M
2020-06-15,Miranda,315,1,VE,VE_M
2020-06-16,Miranda,317,2,VE,VE_M
2020-06-17,Miranda,317,0,VE,VE_M
2020-06-18,Miranda,324,7,VE,VE_M
2020-06-19,Miranda,329,5,VE,VE_M
2020-06-20,Miranda,331,2,VE,VE_M
2020-06-21,Miranda,351,20,VE,VE_M
2020-04-16,Monagas,1,,VE,VE_N
2020-04-17,Monagas,1,0,VE,VE_N
2020-04-18,Monagas,1,0,VE,VE_N
2020-04-19,Monagas,1,0,VE,VE_N
2020-04-20,Monagas,1,0,VE,VE_N
2020-04-21,Monagas,1,0,VE,VE_N
2020-04-22,Monagas,1,0,VE,VE_N
2020-04-23,Monagas,1,0,VE,VE_N
2020-04-24,Monagas,1,0,VE,VE_N
2020-04-25,Monagas,1,0,VE,VE_N
2020-04-26,Monagas,1,0,VE,VE_N
2020-04-27,Monagas,1,0,VE,VE_N
2020-04-28,Monagas,1,0,VE,VE_N
2020-04-29,Monagas,1,0,VE,VE_N
2020-04-30,Monagas,1,0,VE,VE_N
2020-05-01,Monagas,1,0,VE,VE_N
2020-05-02,Monagas,1,0,VE,VE_N
2020-05-03,Monagas,1,0,VE,VE_N
2020-05-04,Monagas,1,0,VE,VE_N
2020-05-05,Monagas,1,0,VE,VE_N
2020-05-06,Monagas,1,0,VE,VE_N
2020-05-07,Monagas,1,0,VE,VE_N
2020-05-08,Monagas,1,0,VE,VE_N
2020-05-09,Monagas,1,0,VE,VE_N
2020-05-09,Monagas,1,0,VE,VE_N
2020-05-10,Monagas,1,0,VE,VE_N
2020-05-11,Monagas,1,0,VE,VE_N
2020-05-12,Monagas,1,0,VE,VE_N
2020-05-13,Monagas,1,0,VE,VE_N
2020-05-14,Monagas,1,0,VE,VE_N
2020-05-15,Monagas,1,0,VE,VE_N
2020-05-16,Monagas,1,0,VE,VE_N
2020-05-17,Monagas,1,0,VE,VE_N
2020-05-18,Monagas,1,0,VE,VE_N
2020-05-19,Monagas,1,0,VE,VE_N
2020-05-20,Monagas,2,1,VE,VE_N
2020-05-21,Monagas,2,0,VE,VE_N
2020-05-22,Monagas,2,0,VE,VE_N
2020-05-23,Monagas,2,0,VE,VE_N
2020-05-24,Monagas,2,0,VE,VE_N
2020-05-25,Monagas,2,0,VE,VE_N
2020-05-26,Monagas,3,1,VE,VE_N
2020-05-27,Monagas,3,0,VE,VE_N
2020-05-28,Monagas,3,0,VE,VE_N
2020-05-29,Monagas,3,0,VE,VE_N
2020-05-30,Monagas,5,2,VE,VE_N
2020-05-31,Monagas,5,0,VE,VE_N
2020-06-01,Monagas,5,0,VE,VE_N
2020-06-02,Monagas,5,0,VE,VE_N
2020-06-03,Monagas,5,0,VE,VE_N
2020-06-04,Monagas,5,0,VE,VE_N
2020-06-05,Monagas,5,0,VE,VE_N
2020-06-06,Monagas,5,0,VE,VE_N
2020-06-07,Monagas,5,0,VE,VE_N
2020-06-08,Monagas,5,0,VE,VE_N
2020-06-09,Monagas,5,0,VE,VE_N
2020-06-10,Monagas,5,0,VE,VE_N
2020-06-11,Monagas,5,0,VE,VE_N
2020-06-12,Monagas,5,0,VE,VE_N
2020-06-13,Monagas,5,0,VE,VE_N
2020-06-14,Monagas,5,0,VE,VE_N
2020-06-15,Monagas,5,0,VE,VE_N
2020-06-16,Monagas,5,0,VE,VE_N
2020-06-17,Monagas,5,0,VE,VE_N
2020-06-18,Monagas,5,0,VE,VE_N
2020-06-19,Monagas,5,0,VE,VE_N
2020-06-20,Monagas,5,0,VE,VE_N
2020-06-21,Monagas,15,10,VE,VE_N
2020-04-16,Mérida,1,,VE,VE_L
2020-04-17,Mérida,1,0,VE,VE_L
2020-04-18,Mérida,1,0,VE,VE_L
2020-04-19,Mérida,1,0,VE,VE_L
2020-04-20,Mérida,2,1,VE,VE_L
2020-04-21,Mérida,2,0,VE,VE_L
2020-04-22,Mérida,2,0,VE,VE_L
2020-04-23,Mérida,2,0,VE,VE_L
2020-04-24,Mérida,2,0,VE,VE_L
2020-04-25,Mérida,2,0,VE,VE_L
2020-04-26,Mérida,2,0,VE,VE_L
2020-04-27,Mérida,2,0,VE,VE_L
2020-04-28,Mérida,2,0,VE,VE_L
2020-04-29,Mérida,2,0,VE,VE_L
2020-04-30,Mérida,2,0,VE,VE_L
2020-05-01,Mérida,2,0,VE,VE_L
2020-05-02,Mérida,2,0,VE,VE_L
2020-05-03,Mérida,2,0,VE,VE_L
2020-05-04,Mérida,2,0,VE,VE_L
2020-05-05,Mérida,2,0,VE,VE_L
2020-05-06,Mérida,2,0,VE,VE_L
2020-05-07,Mérida,2,0,VE,VE_L
2020-05-08,Mérida,2,0,VE,VE_L
2020-05-09,Mérida,2,0,VE,VE_L
2020-05-09,Mérida,2,0,VE,VE_L
2020-05-10,Mérida,2,0,VE,VE_L
2020-05-11,Mérida,2,0,VE,VE_L
2020-05-12,Mérida,2,0,VE,VE_L
2020-05-13,Mérida,2,0,VE,VE_L
2020-05-14,Mérida,2,0,VE,VE_L
2020-05-15,Mérida,2,0,VE,VE_L
2020-05-16,Mérida,1,-1,VE,VE_L
2020-05-17,Mérida,1,0,VE,VE_L
2020-05-18,Mérida,1,0,VE,VE_L
2020-05-19,Mérida,1,0,VE,VE_L
2020-05-20,Mérida,4,3,VE,VE_L
2020-05-21,Mérida,4,0,VE,VE_L
2020-05-22,Mérida,5,1,VE,VE_L
2020-05-23,Mérida,6,1,VE,VE_L
2020-05-24,Mérida,6,0,VE,VE_L
2020-05-25,Mérida,11,5,VE,VE_L
2020-05-26,Mérida,17,6,VE,VE_L
2020-05-27,Mérida,17,0,VE,VE_L
2020-05-28,Mérida,18,1,VE,VE_L
2020-05-29,Mérida,18,0,VE,VE_L
2020-05-30,Mérida,18,0,VE,VE_L
2020-05-31,Mérida,18,0,VE,VE_L
2020-06-01,Mérida,19,1,VE,VE_L
2020-06-02,Mérida,21,2,VE,VE_L
2020-06-03,Mérida,21,0,VE,VE_L
2020-06-04,Mérida,21,0,VE,VE_L
2020-06-05,Mérida,21,0,VE,VE_L
2020-06-06,Mérida,26,5,VE,VE_L
2020-06-07,Mérida,26,0,VE,VE_L
2020-06-08,Mérida,26,0,VE,VE_L
2020-06-09,Mérida,26,0,VE,VE_L
2020-06-10,Mérida,26,0,VE,VE_L
2020-06-11,Mérida,27,1,VE,VE_L
2020-06-12,Mérida,27,0,VE,VE_L
2020-06-13,Mérida,27,0,VE,VE_L
2020-06-14,Mérida,29,2,VE,VE_L
2020-06-15,Mérida,29,0,VE,VE_L
2020-06-16,Mérida,29,0,VE,VE_L
2020-06-17,Mérida,29,0,VE,VE_L
2020-06-18,Mérida,29,0,VE,VE_L
2020-06-19,Mérida,31,2,VE,VE_L
2020-06-20,Mérida,32,1,VE,VE_L
2020-06-21,Mérida,32,0,VE,VE_L
2020-04-16,Nueva Esparta,9,,VE,VE_O
2020-04-17,Nueva Esparta,10,1,VE,VE_O
2020-04-18,Nueva Esparta,30,20,VE,VE_O
2020-04-19,Nueva Esparta,30,0,VE,VE_O
2020-04-20,Nueva Esparta,51,21,VE,VE_O
2020-04-21,Nueva Esparta,72,21,VE,VE_O
2020-04-22,Nueva Esparta,72,0,VE,VE_O
2020-04-23,Nueva Esparta,80,8,VE,VE_O
2020-04-24,Nueva Esparta,93,13,VE,VE_O
2020-04-25,Nueva Esparta,97,4,VE,VE_O
2020-04-26,Nueva Esparta,97,0,VE,VE_O
2020-04-27,Nueva Esparta,97,0,VE,VE_O
2020-04-28,Nueva Esparta,99,2,VE,VE_O
2020-04-29,Nueva Esparta,99,0,VE,VE_O
2020-04-30,Nueva Esparta,99,0,VE,VE_O
2020-05-01,Nueva Esparta,99,0,VE,VE_O
2020-05-02,Nueva Esparta,100,1,VE,VE_O
2020-05-03,Nueva Esparta,108,8,VE,VE_O
2020-05-04,Nueva Esparta,111,3,VE,VE_O
2020-05-05,Nueva Esparta,112,1,VE,VE_O
2020-05-06,Nueva Esparta,116,4,VE,VE_O
2020-05-07,Nueva Esparta,122,6,VE,VE_O
2020-05-08,Nueva Esparta,122,0,VE,VE_O
2020-05-09,Nueva Esparta,125,3,VE,VE_O
2020-05-09,Nueva Esparta,125,0,VE,VE_O
2020-05-10,Nueva Esparta,127,2,VE,VE_O
2020-05-11,Nueva Esparta,129,2,VE,VE_O
2020-05-12,Nueva Esparta,130,1,VE,VE_O
2020-05-13,Nueva Esparta,130,0,VE,VE_O
2020-05-14,Nueva Esparta,130,0,VE,VE_O
