date,subregion1_code,total_confirmed,total_deceased,total_hospitalized,total_intensive_care,new_confirmed,new_deceased,new_hospitalized,new_intensive_care,country_code,key
2020-04-23,CT,45544,4393,24130,2569,652,50,483,91,ES,ES_CT
2020-04-24,CT,46261,4498,24420,2576,717,105,290,7,ES,ES_CT
2020-04-25,CT,46811,4566,25665,2583,550,68,1245,7,ES,ES_CT
2020-04-26,CT,47755,4699,25799,2724,944,133,134,141,ES,ES_CT
2020-04-27,CT,48158,4808,26230,2750,403,109,431,26,ES,ES_CT
2020-04-28,CT,48654,4905,26546,2768,496,97,316,18,ES,ES_CT
2020-04-29,CT,48916,4975,26763,2784,262,70,217,16,ES,ES_CT
2020-04-30,CT,49307,5061,26932,2795,391,86,169,11,ES,ES_CT
2020-05-01,CT,49850,5137,27049,2811,543,76,117,16,ES,ES_CT
2020-05-02,CT,50234,5185,27257,2844,384,48,208,33,ES,ES_CT
2020-05-03,CT,50366,5220,27321,2847,132,35,64,3,ES,ES_CT
2020-05-04,CT,50771,5270,27745,2856,405,50,424,9,ES,ES_CT
2020-05-05,CT,50924,5345,28085,2871,153,75,340,15,ES,ES_CT
2020-05-06,CT,51190,5394,28248,2891,266,49,163,20,ES,ES_CT
2020-05-07,CT,51733,5471,28608,2949,543,77,360,58,ES,ES_CT
2020-05-08,CT,51935,5507,28687,2950,202,36,79,1,ES,ES_CT
2020-05-09,CT,52162,5532,28784,2951,227,25,97,1,ES,ES_CT
2020-05-10,CT,54807,5555,28820,2952,2645,23,36,1,ES,ES_CT
2020-05-11,CT,55144,5621,29138,2952,337,66,318,0,ES,ES_CT
2020-05-12,CT,55287,5692,29267,2953,143,71,129,1,ES,ES_CT
2020-05-13,CT,55313,5823,29305,2954,26,131,38,1,ES,ES_CT
2020-05-14,CT,55562,5882,29339,2955,249,59,34,1,ES,ES_CT
2020-05-15,CT,55685,5915,29339,2956,123,33,0,1,ES,ES_CT
2020-05-16,CT,55824,5944,29400,2957,139,29,61,1,ES,ES_CT
2020-05-17,CT,55921,5956,29421,2957,97,12,21,0,ES,ES_CT
2020-05-18,CT,55825,5981,29459,2960,-96,25,38,3,ES,ES_CT
2020-05-19,CT,55888,6021,29497,2969,63,40,38,9,ES,ES_CT
2020-05-20,CT,55888,6021,29497,2969,0,0,0,0,ES,ES_CT
2020-02-20,EX,0,,,,,,,,ES,ES_EX
2020-02-21,EX,0,,,,0,,,,ES,ES_EX
2020-02-22,EX,0,,,,0,,,,ES,ES_EX
2020-02-23,EX,0,,,,0,,,,ES,ES_EX
2020-02-24,EX,0,,,,0,,,,ES,ES_EX
2020-02-25,EX,0,,,,0,,,,ES,ES_EX
2020-02-26,EX,0,,,,0,,,,ES,ES_EX
2020-02-27,EX,0,,,,0,,,,ES,ES_EX
2020-02-28,EX,0,,,,0,,,,ES,ES_EX
2020-02-29,EX,4,,,,4,,,,ES,ES_EX
2020-03-01,EX,6,,,,2,,,,ES,ES_EX
2020-03-02,EX,6,,,,0,,,,ES,ES_EX
2020-03-03,EX,6,,,,0,,,,ES,ES_EX
2020-03-04,EX,6,,,,0,,,,ES,ES_EX
2020-03-05,EX,6,,,,0,,,,ES,ES_EX
2020-03-06,EX,6,,,,0,,,,ES,ES_EX
2020-03-07,EX,6,,,,0,,,,ES,ES_EX
2020-03-08,EX,7,0,,0,1,,,,ES,ES_EX
2020-03-09,EX,8,0,,0,1,0,,0,ES,ES_EX
2020-03-10,EX,9,1,1,1,1,1,,1,ES,ES_EX
2020-03-11,EX,19,1,3,1,10,0,2,0,ES,ES_EX
2020-03-12,EX,39,1,3,1,20,0,0,0,ES,ES_EX
2020-03-13,EX,66,2,3,1,27,1,0,0,ES,ES_EX
2020-03-14,EX,95,2,7,1,29,0,4,0,ES,ES_EX
2020-03-15,EX,111,2,9,2,16,0,2,1,ES,ES_EX
2020-03-16,EX,153,3,13,5,42,1,4,3,ES,ES_EX
2020-03-17,EX,194,6,22,6,41,3,9,1,ES,ES_EX
2020-03-18,EX,241,8,33,9,47,2,11,3,ES,ES_EX
2020-03-19,EX,297,10,50,12,56,2,17,3,ES,ES_EX
2020-03-20,EX,354,12,67,13,57,2,17,1,ES,ES_EX
2020-03-21,EX,384,14,97,24,30,2,30,11,ES,ES_EX
2020-03-22,EX,493,18,105,33,109,4,8,9,ES,ES_EX
2020-03-23,EX,636,26,113,40,143,8,8,7,ES,ES_EX
2020-03-24,EX,742,39,217,48,106,13,104,8,ES,ES_EX
2020-03-25,EX,969,58,291,52,227,19,74,4,ES,ES_EX
2020-03-26,EX,1231,69,344,54,262,11,53,2,ES,ES_EX
2020-03-27,EX,1394,88,406,58,163,19,62,4,ES,ES_EX
2020-03-28,EX,1456,100,467,67,62,12,61,9,ES,ES_EX
2020-03-29,EX,1560,106,505,71,104,6,38,4,ES,ES_EX
2020-03-30,EX,1628,133,561,77,68,27,56,6,ES,ES_EX
2020-03-31,EX,1679,152,600,82,51,19,39,5,ES,ES_EX
2020-04-01,EX,1837,181,649,83,158,29,49,1,ES,ES_EX
2020-04-02,EX,1893,200,706,85,56,19,57,2,ES,ES_EX
2020-04-03,EX,1979,208,747,88,86,8,41,3,ES,ES_EX
2020-04-04,EX,2047,218,768,91,68,10,21,3,ES,ES_EX
2020-04-05,EX,2068,228,808,93,21,10,40,2,ES,ES_EX
2020-04-06,EX,2116,258,817,96,48,30,9,3,ES,ES_EX
2020-04-07,EX,2184,271,852,98,68,13,35,2,ES,ES_EX
2020-04-08,EX,2273,283,958,99,89,12,106,1,ES,ES_EX
2020-04-09,EX,2332,288,1003,101,59,5,45,2,ES,ES_EX
2020-04-10,EX,2486,303,1052,104,154,15,49,3,ES,ES_EX
2020-04-11,EX,2580,312,1074,106,94,9,22,2,ES,ES_EX
2020-04-12,EX,2658,321,1096,107,78,9,22,1,ES,ES_EX
2020-04-13,EX,2684,334,1114,107,26,13,18,0,ES,ES_EX
2020-04-14,EX,2762,342,1155,107,78,8,41,0,ES,ES_EX
2020-04-15,EX,2581,359,1186,107,-181,17,31,0,ES,ES_EX
2020-04-16,EX,2656,372,1212,107,75,13,26,0,ES,ES_EX
2020-04-17,EX,2663,380,1240,107,7,8,28,0,ES,ES_EX
2020-04-18,EX,2673,384,1278,107,10,4,38,0,ES,ES_EX
2020-04-19,EX,2692,389,1306,107,19,5,28,0,ES,ES_EX
2020-04-20,EX,2692,397,1327,107,0,8,21,0,ES,ES_EX
2020-04-21,EX,2692,404,1349,107,0,7,22,0,ES,ES_EX
2020-04-22,EX,2715,407,1375,107,23,3,26,0,ES,ES_EX
2020-04-23,EX,2718,411,1413,107,3,4,38,0,ES,ES_EX
2020-04-24,EX,2718,416,1447,107,0,5,34,0,ES,ES_EX
2020-04-25,EX,2736,422,1480,107,18,6,33,0,ES,ES_EX
2020-04-26,EX,2749,428,1490,107,13,6,10,0,ES,ES_EX
2020-04-27,EX,2751,433,1505,107,2,5,15,0,ES,ES_EX
2020-04-28,EX,2764,440,1526,107,13,7,21,0,ES,ES_EX
2020-04-29,EX,2785,446,1550,108,21,6,24,1,ES,ES_EX
2020-04-30,EX,2811,451,1565,108,26,5,15,0,ES,ES_EX
2020-05-01,EX,2824,458,1592,108,13,7,27,0,ES,ES_EX
2020-05-02,EX,2844,460,1603,108,20,2,11,0,ES,ES_EX
2020-05-03,EX,2849,460,1618,108,5,0,15,0,ES,ES_EX
2020-05-04,EX,2852,462,1629,108,3,2,11,0,ES,ES_EX
2020-05-05,EX,2865,463,1650,108,13,1,21,0,ES,ES_EX
2020-05-06,EX,2877,467,1664,108,12,4,14,0,ES,ES_EX
2020-05-07,EX,2900,472,1678,109,23,5,14,1,ES,ES_EX
2020-05-08,EX,2907,477,1695,109,7,5,17,0,ES,ES_EX
2020-05-09,EX,2912,480,1711,109,5,3,16,0,ES,ES_EX
2020-05-10,EX,2918,483,1725,109,6,3,14,0,ES,ES_EX
2020-05-11,EX,2919,487,1737,109,1,4,12,0,ES,ES_EX
2020-05-12,EX,2921,489,1754,109,2,2,17,0,ES,ES_EX
2020-05-13,EX,2925,492,1761,109,4,3,7,0,ES,ES_EX
2020-05-14,EX,2933,494,1772,109,8,2,11,0,ES,ES_EX
2020-05-15,EX,2944,497,1772,109,11,3,0,0,ES,ES_EX
2020-05-16,EX,2947,500,1775,110,3,3,3,1,ES,ES_EX
2020-05-17,EX,2948,500,1775,110,1,0,0,0,ES,ES_EX
2020-05-18,EX,3038,504,1779,110,90,4,4,0,ES,ES_EX
2020-05-19,EX,3040,504,1780,110,2,0,1,0,ES,ES_EX
2020-05-20,EX,3042,505,1780,110,2,1,0,0,ES,ES_EX
2020-02-20,GA,0,,,,,,,,ES,ES_GA
2020-02-21,GA,0,,,,0,,,,ES,ES_GA
2020-02-22,GA,0,,,,0,,,,ES,ES_GA
2020-02-23,GA,0,,,,0,,,,ES,ES_GA
2020-02-24,GA,0,,,,0,,,,ES,ES_GA
2020-02-25,GA,0,,,,0,,,,ES,ES_GA
2020-02-26,GA,0,,,,0,,,,ES,ES_GA
2020-02-27,GA,0,,,,0,,,,ES,ES_GA
2020-02-28,GA,0,,,,0,,,,ES,ES_GA
2020-02-29,GA,0,,,,0,,,,ES,ES_GA
2020-03-01,GA,0,,,,0,,,,ES,ES_GA
2020-03-02,GA,0,,,,0,,,,ES,ES_GA
2020-03-03,GA,1,,,,1,,,,ES,ES_GA
2020-03-04,GA,1,,,,0,,,,ES,ES_GA
2020-03-05,GA,3,,,,2,,,,ES,ES_GA
2020-03-06,GA,3,,,,0,,,,ES,ES_GA
2020-03-07,GA,5,,,,2,,,,ES,ES_GA
2020-03-08,GA,6,0,,2,1,,,,ES,ES_GA
2020-03-09,GA,22,0,,2,16,0,,0,ES,ES_GA
2020-03-10,GA,35,0,7,2,13,0,,0,ES,ES_GA
2020-03-11,GA,35,0,7,2,0,0,0,0,ES,ES_GA
2020-03-12,GA,85,0,15,6,50,0,8,4,ES,ES_GA
2020-03-13,GA,115,0,32,6,30,0,17,0,ES,ES_GA
2020-03-14,GA,195,2,32,6,80,2,0,0,ES,ES_GA
2020-03-15,GA,245,2,49,8,50,0,17,2,ES,ES_GA
2020-03-16,GA,292,3,49,12,47,1,0,4,ES,ES_GA
2020-03-17,GA,341,3,63,17,49,0,14,5,ES,ES_GA
2020-03-18,GA,453,4,100,24,112,1,37,7,ES,ES_GA
2020-03-19,GA,578,5,138,34,125,1,38,10,ES,ES_GA
2020-03-20,GA,739,9,168,40,161,4,30,6,ES,ES_GA
2020-03-21,GA,915,12,227,50,176,3,59,10,ES,ES_GA
2020-03-22,GA,1208,18,270,62,293,6,43,12,ES,ES_GA
2020-03-23,GA,1415,20,338,78,207,2,68,16,ES,ES_GA
2020-03-24,GA,1653,27,412,100,238,7,74,22,ES,ES_GA
2020-03-25,GA,1915,32,503,107,262,5,91,7,ES,ES_GA
2020-03-26,GA,2322,43,557,122,407,11,54,15,ES,ES_GA
2020-03-27,GA,2772,47,906,141,450,4,349,19,ES,ES_GA
2020-03-28,GA,3139,60,1043,159,367,13,137,18,ES,ES_GA
2020-03-29,GA,3723,66,1147,176,584,6,104,17,ES,ES_GA
2020-03-30,GA,4039,84,1250,189,316,18,103,13,ES,ES_GA
2020-03-31,GA,4432,103,1338,203,393,19,88,14,ES,ES_GA
2020-04-01,GA,4842,120,1447,212,410,17,109,9,ES,ES_GA
2020-04-02,GA,5219,138,1630,219,377,18,183,7,ES,ES_GA
2020-04-03,GA,5625,159,1767,229,406,21,137,10,ES,ES_GA
2020-04-04,GA,5944,174,1831,237,319,15,64,8,ES,ES_GA
2020-04-05,GA,6151,190,1916,245,207,16,85,8,ES,ES_GA
2020-04-06,GA,6331,204,1968,253,180,14,52,8,ES,ES_GA
2020-04-07,GA,6538,213,2014,256,207,9,46,3,ES,ES_GA
2020-04-08,GA,6758,231,2094,260,220,18,80,4,ES,ES_GA
2020-04-09,GA,6946,243,2165,263,188,12,71,3,ES,ES_GA
2020-04-10,GA,7176,261,2215,264,230,18,50,1,ES,ES_GA
2020-04-11,GA,7336,274,2306,267,160,13,91,3,ES,ES_GA
2020-04-12,GA,7494,284,2344,275,158,10,38,8,ES,ES_GA
2020-04-13,GA,7597,290,2403,280,103,6,59,5,ES,ES_GA
2020-04-14,GA,7708,299,2471,282,111,9,68,2,ES,ES_GA
2020-04-15,GA,7873,310,2494,282,165,11,23,0,ES,ES_GA
2020-04-16,GA,8013,320,2535,290,140,10,41,8,ES,ES_GA
2020-04-17,GA,8084,334,2554,291,71,14,19,1,ES,ES_GA
2020-04-18,GA,8185,346,2590,294,101,12,36,3,ES,ES_GA
2020-04-19,GA,8299,352,2609,296,114,6,19,2,ES,ES_GA
2020-04-20,GA,8468,360,2652,296,169,8,43,0,ES,ES_GA
2020-04-21,GA,8634,368,2674,297,166,8,22,1,ES,ES_GA
2020-04-22,GA,8805,375,2694,298,171,7,20,1,ES,ES_GA
2020-04-23,GA,8932,382,2707,301,127,7,13,3,ES,ES_GA
2020-04-24,GA,9116,388,2717,302,184,6,10,1,ES,ES_GA
2020-04-25,GA,9176,394,2724,303,60,6,7,1,ES,ES_GA
2020-04-26,GA,9238,405,2728,304,62,11,4,1,ES,ES_GA
2020-04-27,GA,9328,412,2734,305,90,7,6,1,ES,ES_GA
2020-04-28,GA,8693,551,2736,308,-635,139,2,3,ES,ES_GA
2020-04-29,GA,8731,551,2747,310,38,0,11,2,ES,ES_GA
2020-04-30,GA,8769,558,2759,313,38,7,12,3,ES,ES_GA
2020-05-01,GA,8804,563,2769,313,35,5,10,0,ES,ES_GA
2020-05-02,GA,8837,569,2774,315,33,6,5,2,ES,ES_GA
2020-05-03,GA,8859,575,2782,315,22,6,8,0,ES,ES_GA
2020-05-04,GA,8881,579,2792,317,22,4,10,2,ES,ES_GA
2020-05-05,GA,8901,588,2811,319,20,9,19,2,ES,ES_GA
2020-05-06,GA,8919,591,2833,320,18,3,22,1,ES,ES_GA
2020-05-07,GA,8952,592,2852,321,33,1,19,1,ES,ES_GA
2020-05-08,GA,8964,595,2876,323,12,3,24,2,ES,ES_GA
2020-05-09,GA,8981,596,2886,325,17,1,10,2,ES,ES_GA
2020-05-10,GA,8999,597,2902,326,18,1,16,1,ES,ES_GA
2020-05-11,GA,9003,598,2905,326,4,1,3,0,ES,ES_GA
2020-05-12,GA,9014,599,2909,327,11,1,4,1,ES,ES_GA
2020-05-13,GA,9030,603,2915,327,16,4,6,0,ES,ES_GA
2020-05-14,GA,9036,603,2921,332,6,0,6,5,ES,ES_GA
2020-05-15,GA,9041,604,2923,332,5,1,2,0,ES,ES_GA
2020-05-16,GA,9051,606,2926,332,10,2,3,0,ES,ES_GA
2020-05-17,GA,9056,607,2934,332,5,1,8,0,ES,ES_GA
2020-05-18,GA,9058,607,2935,332,2,0,1,0,ES,ES_GA
2020-05-19,GA,9067,607,2939,334,9,0,4,2,ES,ES_GA
2020-05-20,GA,9077,608,2943,334,10,1,4,0,ES,ES_GA
2020-02-20,IB,1,,,,,,,,ES,ES_IB
2020-02-21,IB,1,,,,0,,,,ES,ES_IB
2020-02-22,IB,1,,,,0,,,,ES,ES_IB
2020-02-23,IB,1,,,,0,,,,ES,ES_IB
2020-02-24,IB,1,,,,0,,,,ES,ES_IB
2020-02-25,IB,1,,,,0,,,,ES,ES_IB
2020-02-26,IB,1,,,,0,,,,ES,ES_IB
2020-02-27,IB,1,,,,0,,,,ES,ES_IB
2020-02-28,IB,2,,,,1,,,,ES,ES_IB
2020-02-29,IB,2,,,,0,,,,ES,ES_IB
2020-03-01,IB,2,,,,0,,,,ES,ES_IB
2020-03-02,IB,2,,,,0,,,,ES,ES_IB
2020-03-03,IB,5,,,,3,,,,ES,ES_IB
2020-03-04,IB,6,,,,1,,,,ES,ES_IB
2020-03-05,IB,6,,,,0,,,,ES,ES_IB
2020-03-06,IB,6,,,,0,,,,ES,ES_IB
2020-03-07,IB,8,,,,2,,,,ES,ES_IB
2020-03-08,IB,11,0,,1,3,,,,ES,ES_IB
2020-03-09,IB,13,0,,1,2,0,,0,ES,ES_IB
2020-03-10,IB,16,0,8,1,3,0,,0,ES,ES_IB
2020-03-11,IB,22,1,8,2,6,1,0,1,ES,ES_IB
2020-03-12,IB,28,1,8,2,6,0,0,0,ES,ES_IB
2020-03-13,IB,28,1,8,2,0,0,0,0,ES,ES_IB
2020-03-14,IB,42,1,8,2,14,0,0,0,ES,ES_IB
2020-03-15,IB,73,1,21,4,31,0,13,2,ES,ES_IB
2020-03-16,IB,92,1,26,4,19,0,5,0,ES,ES_IB
2020-03-17,IB,112,1,29,4,20,0,3,0,ES,ES_IB
2020-03-18,IB,169,2,31,7,57,1,2,3,ES,ES_IB
2020-03-19,IB,203,2,48,10,34,0,17,3,ES,ES_IB
2020-03-20,IB,246,4,60,14,43,2,12,4,ES,ES_IB
2020-03-21,IB,331,4,79,14,85,0,19,0,ES,ES_IB
2020-03-22,IB,400,10,87,27,69,6,8,13,ES,ES_IB
2020-03-23,IB,478,10,127,35,78,0,40,8,ES,ES_IB
2020-03-24,IB,562,13,164,40,84,3,37,5,ES,ES_IB
2020-03-25,IB,660,17,205,43,98,4,41,3,ES,ES_IB
2020-03-26,IB,755,22,237,46,95,5,32,3,ES,ES_IB
2020-03-27,IB,862,26,283,59,107,4,46,13,ES,ES_IB
2020-03-28,IB,958,29,344,71,96,3,61,12,ES,ES_IB
2020-03-29,IB,1000,37,352,80,42,8,8,9,ES,ES_IB
2020-03-30,IB,1069,42,398,85,69,5,46,5,ES,ES_IB
2020-03-31,IB,1131,46,467,94,62,4,69,9,ES,ES_IB
2020-04-01,IB,1204,58,516,104,73,12,49,10,ES,ES_IB
2020-04-02,IB,1257,69,586,111,53,11,70,7,ES,ES_IB
2020-04-03,IB,1271,71,633,113,14,2,47,2,ES,ES_IB
2020-04-04,IB,1293,75,663,119,22,4,30,6,ES,ES_IB
2020-04-05,IB,1320,81,681,120,27,6,18,1,ES,ES_IB
2020-04-06,IB,1369,84,703,123,49,3,22,3,ES,ES_IB
2020-04-07,IB,1412,89,729,128,43,5,26,5,ES,ES_IB
2020-04-08,IB,1448,89,749,131,36,0,20,3,ES,ES_IB
2020-04-09,IB,1488,97,775,135,40,8,26,4,ES,ES_IB
2020-04-10,IB,1507,102,776,136,19,5,1,1,ES,ES_IB
2020-04-11,IB,1534,112,803,141,27,10,27,5,ES,ES_IB
2020-04-12,IB,1550,117,809,142,16,5,6,1,ES,ES_IB
2020-04-13,IB,1571,118,824,144,21,1,15,2,ES,ES_IB
2020-04-14,IB,1605,125,854,147,34,7,30,3,ES,ES_IB
2020-04-15,IB,1636,131,869,150,31,6,15,3,ES,ES_IB
2020-04-16,IB,1667,134,902,150,31,3,33,0,ES,ES_IB
2020-04-17,IB,1723,148,934,155,56,14,32,5,ES,ES_IB
2020-04-18,IB,1739,155,952,158,16,7,18,3,ES,ES_IB
2020-04-19,IB,1748,157,960,159,9,2,8,1,ES,ES_IB
2020-04-20,IB,1766,161,983,159,18,4,23,0,ES,ES_IB
2020-04-21,IB,1786,164,1001,163,20,3,18,4,ES,ES_IB
2020-04-22,IB,1805,168,1018,162,19,4,17,-1,ES,ES_IB
2020-04-23,IB,1819,172,1036,162,14,4,18,0,ES,ES_IB
2020-04-24,IB,1845,174,1053,162,26,2,17,0,ES,ES_IB
2020-04-25,IB,1852,175,1057,162,7,1,4,0,ES,ES_IB
2020-04-26,IB,1857,179,1057,162,5,4,0,0,ES,ES_IB
2020-04-27,IB,1868,181,1069,162,11,2,12,0,ES,ES_IB
2020-04-28,IB,1877,185,1074,162,9,4,5,0,ES,ES_IB
2020-04-29,IB,1881,188,1077,163,4,3,3,1,ES,ES_IB
2020-04-30,IB,1892,193,1085,163,11,5,8,0,ES,ES_IB
2020-05-01,IB,1898,197,1089,163,6,4,4,0,ES,ES_IB
2020-05-02,IB,1904,197,1094,163,6,0,5,0,ES,ES_IB
2020-05-03,IB,1904,197,1097,163,0,0,3,0,ES,ES_IB
2020-05-04,IB,1906,198,1105,164,2,1,8,1,ES,ES_IB
2020-05-05,IB,1917,199,1117,164,11,1,12,0,ES,ES_IB
2020-05-06,IB,1925,201,1121,164,8,2,4,0,ES,ES_IB
2020-05-07,IB,1931,202,1121,164,6,1,0,0,ES,ES_IB
2020-05-08,IB,1940,207,1121,165,9,5,0,1,ES,ES_IB
2020-05-09,IB,1946,209,1121,165,6,2,0,0,ES,ES_IB
2020-05-10,IB,1949,209,1121,165,3,0,0,0,ES,ES_IB
2020-05-11,IB,1949,210,1122,166,0,1,1,1,ES,ES_IB
2020-05-12,IB,1953,215,1127,168,4,5,5,2,ES,ES_IB
2020-05-13,IB,1954,216,1127,168,1,1,0,0,ES,ES_IB
2020-05-14,IB,1963,216,1132,168,9,0,5,0,ES,ES_IB
2020-05-15,IB,1980,216,1132,168,17,0,0,0,ES,ES_IB
2020-05-16,IB,1989,218,1134,168,9,2,2,0,ES,ES_IB
2020-05-17,IB,1991,218,1134,168,2,0,0,0,ES,ES_IB
2020-05-18,IB,2003,219,1137,168,12,1,3,0,ES,ES_IB
2020-05-19,IB,2016,221,1142,168,13,2,5,0,ES,ES_IB
2020-05-20,IB,2024,221,1144,169,8,0,2,1,ES,ES_IB
2020-02-20,MC,0,,,,,,,,ES,ES_MC
2020-02-21,MC,0,,,,0,,,,ES,ES_MC
2020-02-22,MC,0,,,,0,,,,ES,ES_MC
2020-02-23,MC,0,,,,0,,,,ES,ES_MC
2020-02-24,MC,0,,,,0,,,,ES,ES_MC
2020-02-25,MC,0,,,,0,,,,ES,ES_MC
2020-02-26,MC,0,,,,0,,,,ES,ES_MC
2020-02-27,MC,0,,,,0,,,,ES,ES_MC
2020-02-28,MC,0,,,,0,,,,ES,ES_MC
2020-02-29,MC,0,,,,0,,,,ES,ES_MC
2020-03-01,MC,0,,,,0,,,,ES,ES_MC
2020-03-02,MC,0,,,,0,,,,ES,ES_MC
2020-03-03,MC,0,,,,0,,,,ES,ES_MC
2020-03-04,MC,0,,,,0,,,,ES,ES_MC
2020-03-05,MC,0,,,,0,,,,ES,ES_MC
2020-03-06,MC,0,,,,0,,,,ES,ES_MC
2020-03-07,MC,1,,,,1,,,,ES,ES_MC
2020-03-08,MC,4,0,,0,3,,,,ES,ES_MC
2020-03-09,MC,9,0,,0,5,0,,0,ES,ES_MC
2020-03-10,MC,11,0,5,0,2,0,,0,ES,ES_MC
2020-03-11,MC,26,0,5,1,15,0,0,1,ES,ES_MC
2020-03-12,MC,35,0,8,2,9,0,3,1,ES,ES_MC
2020-03-13,MC,47,0,8,2,12,0,0,0,ES,ES_MC
2020-03-14,MC,71,0,13,2,24,0,5,0,ES,ES_MC
2020-03-15,MC,77,0,13,2,6,0,0,0,ES,ES_MC
2020-03-16,MC,97,0,18,3,20,0,5,1,ES,ES_MC
2020-03-17,MC,122,0,22,4,25,0,4,1,ES,ES_MC
2020-03-18,MC,167,0,36,6,45,0,14,2,ES,ES_MC
2020-03-19,MC,204,0,47,11,37,0,11,5,ES,ES_MC
2020-03-20,MC,240,1,61,14,36,1,14,3,ES,ES_MC
2020-03-21,MC,296,1,78,16,56,0,17,2,ES,ES_MC
2020-03-22,MC,345,2,80,23,49,1,2,7,ES,ES_MC
2020-03-23,MC,385,3,99,26,40,1,19,3,ES,ES_MC
2020-03-24,MC,477,5,127,33,92,2,28,7,ES,ES_MC
2020-03-25,MC,596,8,172,36,119,3,45,3,ES,ES_MC
2020-03-26,MC,714,15,209,53,118,7,37,17,ES,ES_MC
2020-03-27,MC,802,17,231,58,88,2,22,5,ES,ES_MC
2020-03-28,MC,872,20,260,58,70,3,29,0,ES,ES_MC
2020-03-29,MC,939,25,265,58,67,5,5,0,ES,ES_MC
2020-03-30,MC,974,34,283,59,35,9,18,1,ES,ES_MC
2020-03-31,MC,1041,37,304,59,67,3,21,0,ES,ES_MC
2020-04-01,MC,1084,42,389,68,43,5,85,9,ES,ES_MC
2020-04-02,MC,1145,46,405,72,61,4,16,4,ES,ES_MC
2020-04-03,MC,1188,51,434,79,43,5,29,7,ES,ES_MC
2020-04-04,MC,1235,59,447,80,47,8,13,1,ES,ES_MC
2020-04-05,MC,1259,68,468,81,24,9,21,1,ES,ES_MC
2020-04-06,MC,1259,78,500,84,0,10,32,3,ES,ES_MC
2020-04-07,MC,1297,85,515,86,38,7,15,2,ES,ES_MC
2020-04-08,MC,1322,88,533,87,25,3,18,1,ES,ES_MC
2020-04-09,MC,1338,90,533,88,16,2,0,1,ES,ES_MC
2020-04-10,MC,1371,94,533,88,33,4,0,0,ES,ES_MC
2020-04-11,MC,1380,97,537,91,9,3,4,3,ES,ES_MC
2020-04-12,MC,1387,101,543,94,7,4,6,3,ES,ES_MC
2020-04-13,MC,1393,106,566,96,6,5,23,2,ES,ES_MC
2020-04-14,MC,1400,109,574,97,7,3,8,1,ES,ES_MC
2020-04-15,MC,1416,111,575,97,16,2,1,0,ES,ES_MC
2020-04-16,MC,1424,112,585,99,8,1,10,2,ES,ES_MC
2020-04-17,MC,1430,115,611,102,6,3,26,3,ES,ES_MC
2020-04-18,MC,1438,116,612,102,8,1,1,0,ES,ES_MC
2020-04-19,MC,1440,117,612,103,2,1,0,1,ES,ES_MC
2020-04-20,MC,1445,120,614,104,5,3,2,1,ES,ES_MC
2020-04-21,MC,1455,123,622,104,10,3,8,0,ES,ES_MC
2020-04-22,MC,1460,124,624,104,5,1,2,0,ES,ES_MC
2020-04-23,MC,1468,125,625,105,8,1,1,1,ES,ES_MC
2020-04-24,MC,1468,126,625,105,0,1,0,0,ES,ES_MC
2020-04-25,MC,1474,127,627,106,6,1,2,1,ES,ES_MC
2020-04-26,MC,1474,128,627,106,0,1,0,0,ES,ES_MC
2020-04-27,MC,1475,130,629,106,1,2,2,0,ES,ES_MC
2020-04-28,MC,1480,130,635,106,5,0,6,0,ES,ES_MC
2020-04-29,MC,1486,130,637,108,6,0,2,2,ES,ES_MC
2020-04-30,MC,1488,132,638,109,2,2,1,1,ES,ES_MC
2020-05-01,MC,1491,132,639,110,3,0,1,1,ES,ES_MC
2020-05-02,MC,1492,134,641,110,1,2,2,0,ES,ES_MC
2020-05-03,MC,1492,134,645,110,0,0,4,0,ES,ES_MC
2020-05-04,MC,1496,136,650,111,4,2,5,1,ES,ES_MC
2020-05-05,MC,1498,136,650,111,2,0,0,0,ES,ES_MC
2020-05-06,MC,1501,137,652,111,3,1,2,0,ES,ES_MC
2020-05-07,MC,1504,137,659,112,3,0,7,1,ES,ES_MC
2020-05-08,MC,1506,138,662,112,2,1,3,0,ES,ES_MC
2020-05-09,MC,1508,139,662,112,2,1,0,0,ES,ES_MC
2020-05-10,MC,1517,139,665,112,9,0,3,0,ES,ES_MC
2020-05-11,MC,1517,139,665,112,0,0,0,0,ES,ES_MC
2020-05-12,MC,1525,142,666,112,8,3,1,0,ES,ES_MC
2020-05-13,MC,1532,142,672,112,7,0,6,0,ES,ES_MC
2020-05-14,MC,1534,143,675,112,2,1,3,0,ES,ES_MC
2020-05-15,MC,1542,144,676,112,8,1,1,0,ES,ES_MC
2020-05-16,MC,1551,144,676,112,9,0,0,0,ES,ES_MC
2020-05-17,MC,1556,145,678,112,5,1,2,0,ES,ES_MC
2020-05-18,MC,1558,145,679,112,2,0,1,0,ES,ES_MC
2020-05-19,MC,1560,148,679,112,2,3,0,0,ES,ES_MC
2020-05-20,MC,1570,149,680,112,10,1,1,0,ES,ES_MC
2020-02-20,MD,1,,,,,,,,ES,ES_MD
2020-02-21,MD,1,,,,0,,,,ES,ES_MD
2020-02-22,MD,1,,,,0,,,,ES,ES_MD
2020-02-23,MD,1,,,,0,,,,ES,ES_MD
2020-02-24,MD,1,,,,0,,,,ES,ES_MD
2020-02-25,MD,2,,,,1,,,,ES,ES_MD
