date,match_string,total_confirmed,total_deceased,total_recovered,new_confirmed,new_deceased,new_recovered,country_code,key
2020-02-29,lvt,0,0,,0,0,,PT,PT_17
2020-03-01,lvt,0,0,,0,0,,PT,PT_17
2020-03-02,lvt,0,0,,0,0,,PT,PT_17
2020-03-03,lvt,1,0,,1,0,,PT,PT_17
2020-03-04,lvt,2,0,,1,0,,PT,PT_17
2020-03-05,lvt,3,0,,1,0,,PT,PT_17
2020-03-06,lvt,4,0,,1,0,,PT,PT_17
2020-03-07,lvt,5,0,,1,0,,PT,PT_17
2020-03-08,lvt,6,0,,1,0,,PT,PT_17
2020-03-09,lvt,9,0,,3,0,,PT,PT_17
2020-03-10,lvt,10,0,,1,0,,PT,PT_17
2020-03-11,lvt,17,0,,7,0,,PT,PT_17
2020-03-12,lvt,23,0,,6,0,,PT,PT_17
2020-03-13,lvt,46,0,,23,0,,PT,PT_17
2020-03-14,lvt,73,0,,27,0,,PT,PT_17
2020-03-15,lvt,116,0,,43,0,,PT,PT_17
2020-03-16,lvt,142,0,,26,0,,PT,PT_17
2020-03-17,lvt,180,1,,38,1,,PT,PT_17
2020-03-18,lvt,243,1,,63,0,,PT,PT_17
2020-03-19,lvt,278,2,,35,1,,PT,PT_17
2020-03-20,lvt,361,2,,83,0,,PT,PT_17
2020-03-21,lvt,448,3,,87,1,,PT,PT_17
2020-03-22,lvt,534,4,,86,1,,PT,PT_17
2020-03-23,lvt,737,8,4,203,4,,PT,PT_17
2020-03-24,lvt,852,12,11,115,4,7,PT,PT_17
2020-03-25,lvt,992,12,11,140,0,0,PT,PT_17
2020-03-26,lvt,1082,18,11,90,6,0,PT,PT_17
2020-03-27,lvt,1110,24,17,28,6,6,PT,PT_17
2020-03-28,lvt,1287,27,17,177,3,0,PT,PT_17
2020-03-29,lvt,1478,28,17,191,1,0,PT,PT_17
2020-03-30,lvt,1577,30,17,99,2,0,PT,PT_17
2020-03-31,lvt,1799,35,17,222,5,0,PT,PT_17
2020-04-01,lvt,1998,38,17,199,3,0,PT,PT_17
2020-04-02,lvt,2207,44,,209,6,0,PT,PT_17
2020-04-03,lvt,2347,51,,140,7,0,PT,PT_17
2020-04-04,lvt,2513,54,,166,3,0,PT,PT_17
2020-04-05,lvt,2904,58,,391,4,0,PT,PT_17
2020-04-06,lvt,3070,60,,166,2,0,PT,PT_17
2020-04-07,lvt,3185,64,,115,4,0,PT,PT_17
2020-04-08,lvt,3424,68,,239,4,0,PT,PT_17
2020-04-09,lvt,3451,72,,27,4,0,PT,PT_17
2020-04-10,lvt,3821,78,,370,6,0,PT,PT_17
2020-04-11,lvt,3834,87,,13,9,0,PT,PT_17
2020-04-12,lvt,3841,91,,7,4,0,PT,PT_17
2020-04-13,lvt,3896,96,,55,5,0,PT,PT_17
2020-04-14,lvt,3994,102,,98,6,0,PT,PT_17
2020-04-15,lvt,4102,111,,108,9,0,PT,PT_17
2020-04-16,lvt,4237,115,,135,4,0,PT,PT_17
2020-04-17,lvt,4302,119,,65,4,0,PT,PT_17
2020-04-18,lvt,4438,124,,136,5,0,PT,PT_17
2020-04-19,lvt,4500,126,,62,2,0,PT,PT_17
2020-04-20,lvt,4709,130,,209,4,0,PT,PT_17
2020-04-21,lvt,4896,133,,187,3,0,PT,PT_17
2020-04-22,lvt,5093,138,,197,5,0,PT,PT_17
2020-04-23,lvt,5194,146,,101,8,0,PT,PT_17
2020-04-24,lvt,5277,160,,83,14,0,PT,PT_17
2020-04-25,lvt,5435,170,,158,10,0,PT,PT_17
2020-04-26,lvt,5531,175,,96,5,0,PT,PT_17
2020-04-27,lvt,5556,179,,25,4,0,PT,PT_17
2020-04-28,lvt,5593,185,,37,6,0,PT,PT_17
2020-04-29,lvt,5695,195,,102,10,0,PT,PT_17
2020-04-30,lvt,5815,199,,120,4,0,PT,PT_17
2020-05-01,lvt,5939,202,,124,3,0,PT,PT_17
2020-05-02,lvt,6047,205,,108,3,0,PT,PT_17
2020-05-03,lvt,6047,210,,0,5,0,PT,PT_17
2020-05-04,lvt,6136,218,,89,8,0,PT,PT_17
2020-05-05,lvt,6241,223,,105,5,0,PT,PT_17
2020-05-06,lvt,6641,226,,400,3,0,PT,PT_17
2020-05-07,lvt,6935,230,,294,4,0,PT,PT_17
2020-05-08,lvt,7093,233,,158,3,0,PT,PT_17
2020-05-09,lvt,7166,238,,73,5,0,PT,PT_17
2020-05-10,lvt,7242,243,,76,5,0,PT,PT_17
2020-05-11,lvt,7316,248,,74,5,0,PT,PT_17
2020-05-12,lvt,7494,254,,178,6,0,PT,PT_17
2020-05-13,lvt,7647,257,,153,3,0,PT,PT_17
2020-05-14,lvt,7767,259,,120,2,0,PT,PT_17
2020-05-15,lvt,7951,262,,184,3,0,PT,PT_17
2020-05-16,lvt,8097,267,,146,5,0,PT,PT_17
2020-05-17,lvt,8235,273,,138,6,0,PT,PT_17
2020-05-18,lvt,8361,279,,126,6,0,PT,PT_17
2020-05-19,lvt,8490,282,,129,3,0,PT,PT_17
2020-05-20,lvt,8688,289,,198,7,0,PT,PT_17
2020-05-21,lvt,8878,297,,190,8,0,PT,PT_17
2020-05-22,lvt,9106,300,,228,3,0,PT,PT_17
2020-05-23,lvt,9292,309,,186,9,0,PT,PT_17
2020-05-24,lvt,9423,316,,131,7,0,PT,PT_17
2020-05-25,lvt,9567,322,,144,6,0,PT,PT_17
2020-05-26,lvt,9778,325,,211,3,0,PT,PT_17
2020-05-27,lvt,10055,335,,277,10,0,PT,PT_17
2020-05-28,lvt,10320,340,,265,5,0,PT,PT_17
2020-05-29,lvt,10643,346,,323,6,0,PT,PT_17
2020-05-30,lvt,10874,354,,231,8,0,PT,PT_17
2020-05-31,lvt,11142,357,,268,3,0,PT,PT_17
2020-06-01,lvt,11335,363,,193,6,0,PT,PT_17
2020-06-02,lvt,11493,370,,158,7,0,PT,PT_17
2020-06-03,lvt,11828,380,,335,10,0,PT,PT_17
2020-06-04,lvt,12137,383,,309,3,0,PT,PT_17
2020-06-05,lvt,12473,387,,336,4,0,PT,PT_17
2020-06-06,lvt,12818,395,,345,8,0,PT,PT_17
2020-06-07,lvt,13073,398,,255,3,0,PT,PT_17
2020-06-08,lvt,13222,403,,149,5,0,PT,PT_17
2020-06-09,lvt,13608,408,,386,5,0,PT,PT_17
2020-06-10,lvt,13878,412,,270,4,0,PT,PT_17
2020-06-11,lvt,14161,417,,283,5,0,PT,PT_17
2020-06-12,lvt,14407,417,,246,0,0,PT,PT_17
2020-06-13,lvt,14622,422,,215,5,0,PT,PT_17
2020-06-14,lvt,14828,427,,206,5,0,PT,PT_17
2020-06-15,lvt,15128,429,,300,2,0,PT,PT_17
2020-06-16,lvt,15364,431,,236,2,0,PT,PT_17
2020-06-17,lvt,15646,432,,282,1,0,PT,PT_17
2020-06-18,lvt,15971,433,,325,1,0,PT,PT_17
2020-06-19,lvt,16255,435,,284,2,0,PT,PT_17
2020-06-20,lvt,16537,435,,282,0,0,PT,PT_17
2020-02-26,madeira,0,0,,,,,PT,PT_30
2020-02-27,madeira,0,0,,0,0,,PT,PT_30
2020-02-28,madeira,0,0,,0,0,,PT,PT_30
2020-02-29,madeira,0,0,,0,0,,PT,PT_30
2020-03-01,madeira,0,0,,0,0,,PT,PT_30
2020-03-02,madeira,0,0,,0,0,,PT,PT_30
2020-03-03,madeira,0,0,,0,0,,PT,PT_30
2020-03-04,madeira,0,0,,0,0,,PT,PT_30
2020-03-05,madeira,0,0,,0,0,,PT,PT_30
2020-03-06,madeira,0,0,,0,0,,PT,PT_30
2020-03-07,madeira,0,0,,0,0,,PT,PT_30
2020-03-08,madeira,0,0,,0,0,,PT,PT_30
2020-03-09,madeira,0,0,,0,0,,PT,PT_30
2020-03-10,madeira,0,0,,0,0,,PT,PT_30
2020-03-11,madeira,0,0,,0,0,,PT,PT_30
2020-03-12,madeira,0,0,,0,0,,PT,PT_30
2020-03-13,madeira,0,0,,0,0,,PT,PT_30
2020-03-14,madeira,0,0,,0,0,,PT,PT_30
2020-03-15,madeira,0,0,,0,0,,PT,PT_30
2020-03-16,madeira,0,0,,0,0,,PT,PT_30
2020-03-17,madeira,0,0,,0,0,,PT,PT_30
2020-03-18,madeira,1,0,,1,0,,PT,PT_30
2020-03-19,madeira,1,0,,0,0,,PT,PT_30
2020-03-20,madeira,1,0,,0,0,,PT,PT_30
2020-03-21,madeira,5,0,,4,0,,PT,PT_30
2020-03-22,madeira,7,0,,2,0,,PT,PT_30
2020-03-23,madeira,9,0,0,2,0,,PT,PT_30
2020-03-24,madeira,12,0,0,3,0,0,PT,PT_30
2020-03-25,madeira,16,0,0,4,0,0,PT,PT_30
2020-03-26,madeira,15,0,0,-1,0,0,PT,PT_30
2020-03-27,madeira,21,0,0,6,0,0,PT,PT_30
2020-03-28,madeira,31,0,0,10,0,0,PT,PT_30
2020-03-29,madeira,43,0,0,12,0,0,PT,PT_30
2020-03-30,madeira,44,0,0,1,0,0,PT,PT_30
2020-03-31,madeira,46,0,0,2,0,0,PT,PT_30
2020-04-01,madeira,48,0,0,2,0,0,PT,PT_30
2020-04-02,madeira,48,0,,0,0,0,PT,PT_30
2020-04-03,madeira,50,0,,2,0,0,PT,PT_30
2020-04-04,madeira,51,0,,1,0,0,PT,PT_30
2020-04-05,madeira,52,0,,1,0,0,PT,PT_30
2020-04-06,madeira,52,0,,0,0,0,PT,PT_30
2020-04-07,madeira,52,0,,0,0,0,PT,PT_30
2020-04-08,madeira,52,0,,0,0,0,PT,PT_30
2020-04-09,madeira,53,0,,1,0,0,PT,PT_30
2020-04-10,madeira,59,0,,6,0,0,PT,PT_30
2020-04-11,madeira,59,0,,0,0,0,PT,PT_30
2020-04-12,madeira,59,0,,0,0,0,PT,PT_30
2020-04-13,madeira,59,0,,0,0,0,PT,PT_30
2020-04-14,madeira,59,0,,0,0,0,PT,PT_30
2020-04-15,madeira,59,0,,0,0,0,PT,PT_30
2020-04-16,madeira,53,0,,-6,0,0,PT,PT_30
2020-04-17,madeira,53,0,,0,0,0,PT,PT_30
2020-04-18,madeira,54,0,,1,0,0,PT,PT_30
2020-04-19,madeira,61,0,,7,0,0,PT,PT_30
2020-04-20,madeira,80,0,,19,0,0,PT,PT_30
2020-04-21,madeira,85,0,,5,0,0,PT,PT_30
2020-04-22,madeira,85,0,,0,0,0,PT,PT_30
2020-04-23,madeira,85,0,,0,0,0,PT,PT_30
2020-04-24,madeira,85,0,,0,0,0,PT,PT_30
2020-04-25,madeira,86,0,,1,0,0,PT,PT_30
2020-04-26,madeira,86,0,,0,0,0,PT,PT_30
2020-04-27,madeira,86,0,,0,0,0,PT,PT_30
2020-04-28,madeira,86,0,,0,0,0,PT,PT_30
2020-04-29,madeira,86,0,,0,0,0,PT,PT_30
2020-04-30,madeira,86,0,,0,0,0,PT,PT_30
2020-05-01,madeira,86,0,,0,0,0,PT,PT_30
2020-05-02,madeira,86,0,,0,0,0,PT,PT_30
2020-05-03,madeira,86,0,,0,0,0,PT,PT_30
2020-05-04,madeira,86,0,,0,0,0,PT,PT_30
2020-05-05,madeira,86,0,,0,0,0,PT,PT_30
2020-05-06,madeira,86,0,,0,0,0,PT,PT_30
2020-05-07,madeira,90,0,,4,0,0,PT,PT_30
2020-05-08,madeira,90,0,,0,0,0,PT,PT_30
2020-05-09,madeira,90,0,,0,0,0,PT,PT_30
2020-05-10,madeira,90,0,,0,0,0,PT,PT_30
2020-05-11,madeira,90,0,,0,0,0,PT,PT_30
2020-05-12,madeira,90,0,,0,0,0,PT,PT_30
2020-05-13,madeira,90,0,,0,0,0,PT,PT_30
2020-05-14,madeira,90,0,,0,0,0,PT,PT_30
2020-05-15,madeira,90,0,,0,0,0,PT,PT_30
2020-05-16,madeira,90,0,,0,0,0,PT,PT_30
2020-05-17,madeira,90,0,,0,0,0,PT,PT_30
2020-05-18,madeira,90,0,,0,0,0,PT,PT_30
2020-05-19,madeira,90,0,,0,0,0,PT,PT_30
2020-05-20,madeira,90,0,,0,0,0,PT,PT_30
2020-05-21,madeira,90,0,,0,0,0,PT,PT_30
2020-05-22,madeira,90,0,,0,0,0,PT,PT_30
2020-05-23,madeira,90,0,,0,0,0,PT,PT_30
2020-05-24,madeira,90,0,,0,0,0,PT,PT_30
2020-05-25,madeira,90,0,,0,0,0,PT,PT_30
2020-05-26,madeira,90,0,,0,0,0,PT,PT_30
2020-05-27,madeira,90,0,,0,0,0,PT,PT_30
2020-05-28,madeira,90,0,,0,0,0,PT,PT_30
2020-05-29,madeira,90,0,,0,0,0,PT,PT_30
2020-05-30,madeira,90,0,,0,0,0,PT,PT_30
2020-05-31,madeira,90,0,,0,0,0,PT,PT_30
2020-06-01,madeira,90,0,,0,0,0,PT,PT_30
2020-06-02,madeira,91,0,,1,0,0,PT,PT_30
2020-06-03,madeira,90,0,,-1,0,0,PT,PT_30
2020-06-04,madeira,90,0,,0,0,0,PT,PT_30
2020-06-05,madeira,90,0,,0,0,0,PT,PT_30
2020-06-06,madeira,90,0,,0,0,0,PT,PT_30
2020-06-07,madeira,90,0,,0,0,0,PT,PT_30
2020-06-08,madeira,90,0,,0,0,0,PT,PT_30
2020-06-09,madeira,90,0,,0,0,0,PT,PT_30
2020-06-10,madeira,90,0,,0,0,0,PT,PT_30
2020-06-11,madeira,90,0,,0,0,0,PT,PT_30
2020-06-12,madeira,90,0,,0,0,0,PT,PT_30
2020-06-13,madeira,90,0,,0,0,0,PT,PT_30
2020-06-14,madeira,90,0,,0,0,0,PT,PT_30
2020-06-15,madeira,90,0,,0,0,0,PT,PT_30
2020-06-16,madeira,90,0,,0,0,0,PT,PT_30
2020-06-17,madeira,90,0,,0,0,0,PT,PT_30
2020-06-18,madeira,90,0,,0,0,0,PT,PT_30
2020-06-19,madeira,91,0,,1,0,0,PT,PT_30
2020-06-20,madeira,91,0,,0,0,0,PT,PT_30
2020-02-26,norte,0,0,,,,,PT,PT_11
2020-02-27,norte,0,0,,0,0,,PT,PT_11
2020-02-28,norte,0,0,,0,0,,PT,PT_11
2020-02-29,norte,0,0,,0,0,,PT,PT_11
2020-03-01,norte,0,0,,0,0,,PT,PT_11
2020-03-02,norte,2,0,,2,0,,PT,PT_11
2020-03-03,norte,2,0,,0,0,,PT,PT_11
2020-03-04,norte,3,0,,1,0,,PT,PT_11
2020-03-05,norte,5,0,,2,0,,PT,PT_11
2020-03-06,norte,8,0,,3,0,,PT,PT_11
2020-03-07,norte,15,0,,7,0,,PT,PT_11
2020-03-08,norte,22,0,,7,0,,PT,PT_11
2020-03-09,norte,27,0,,5,0,,PT,PT_11
2020-03-10,norte,27,0,,0,0,,PT,PT_11
2020-03-11,norte,36,0,,9,0,,PT,PT_11
2020-03-12,norte,44,0,,8,0,,PT,PT_11
2020-03-13,norte,53,0,,9,0,,PT,PT_11
2020-03-14,norte,77,0,,24,0,,PT,PT_11
2020-03-15,norte,103,0,,26,0,,PT,PT_11
2020-03-16,norte,138,0,,35,0,,PT,PT_11
2020-03-17,norte,196,0,,58,0,,PT,PT_11
2020-03-18,norte,289,0,,93,0,,PT,PT_11
2020-03-19,norte,381,0,,92,0,,PT,PT_11
2020-03-20,norte,506,1,,125,1,,PT,PT_11
2020-03-21,norte,644,4,,138,3,,PT,PT_11
2020-03-22,norte,825,5,,181,1,,PT,PT_11
2020-03-23,norte,1007,9,3,182,4,,PT,PT_11
2020-03-24,norte,1130,14,3,123,5,0,PT,PT_11
2020-03-25,norte,1517,20,3,387,6,0,PT,PT_11
2020-03-26,norte,1858,28,3,341,8,0,PT,PT_11
2020-03-27,norte,2443,33,16,585,5,13,PT,PT_11
2020-03-28,norte,3035,44,16,592,11,0,PT,PT_11
2020-03-29,norte,3550,61,16,515,17,0,PT,PT_11
2020-03-30,norte,3801,74,16,251,13,0,PT,PT_11
2020-03-31,norte,4452,83,16,651,9,0,PT,PT_11
2020-04-01,norte,4910,95,16,458,12,0,PT,PT_11
2020-04-02,norte,5338,107,,428,12,0,PT,PT_11
2020-04-03,norte,5899,130,,561,23,0,PT,PT_11
2020-04-04,norte,6280,141,,381,11,0,PT,PT_11
2020-04-05,norte,6530,158,,250,17,0,PT,PT_11
2020-04-06,norte,6706,168,,176,10,0,PT,PT_11
2020-04-07,norte,7052,186,,346,18,0,PT,PT_11
2020-04-08,norte,7386,208,,334,22,0,PT,PT_11
2020-04-09,norte,8102,224,,716,16,0,PT,PT_11
2020-04-10,norte,8897,240,,795,16,0,PT,PT_11
2020-04-11,norte,9264,258,,367,18,0,PT,PT_11
2020-04-12,norte,9747,280,,483,22,0,PT,PT_11
2020-04-13,norte,9984,303,,237,23,0,PT,PT_11
2020-04-14,norte,10302,321,,318,18,0,PT,PT_11
2020-04-15,norte,10751,339,,449,18,0,PT,PT_11
2020-04-16,norte,11237,355,,486,16,0,PT,PT_11
2020-04-17,norte,11324,377,,87,22,0,PT,PT_11
2020-04-18,norte,11762,393,,438,16,0,PT,PT_11
2020-04-19,norte,12148,409,,386,16,0,PT,PT_11
2020-04-20,norte,12543,424,,395,15,0,PT,PT_11
2020-04-21,norte,12806,441,,263,17,0,PT,PT_11
2020-04-22,norte,13150,454,,344,13,0,PT,PT_11
2020-04-23,norte,13382,475,,232,21,0,PT,PT_11
2020-04-24,norte,13707,491,,325,16,0,PT,PT_11
2020-04-25,norte,13951,502,,244,11,0,PT,PT_11
2020-04-26,norte,14205,519,,254,17,0,PT,PT_11
2020-04-27,norte,14315,536,,110,17,0,PT,PT_11
2020-04-28,norte,14521,546,,206,10,0,PT,PT_11
2020-04-29,norte,14534,556,,13,10,0,PT,PT_11
2020-04-30,norte,14726,566,,192,10,0,PT,PT_11
2020-05-01,norte,14867,578,,141,12,0,PT,PT_11
2020-05-02,norte,14951,585,,84,7,0,PT,PT_11
2020-05-03,norte,15021,597,,70,12,0,PT,PT_11
2020-05-04,norte,15141,609,,120,12,0,PT,PT_11
2020-05-05,norte,15199,613,,58,4,0,PT,PT_11
2020-05-06,norte,15256,623,,57,10,0,PT,PT_11
2020-05-07,norte,15450,634,,194,11,0,PT,PT_11
2020-05-08,norte,15809,639,,359,5,0,PT,PT_11
2020-05-09,norte,15854,645,,45,6,0,PT,PT_11
2020-05-10,norte,15952,648,,98,3,0,PT,PT_11
2020-05-11,norte,16008,651,,56,3,0,PT,PT_11
2020-05-12,norte,16053,660,,45,9,0,PT,PT_11
2020-05-13,norte,16112,667,,59,7,0,PT,PT_11
2020-05-14,norte,16166,674,,54,7,0,PT,PT_11
2020-05-15,norte,16214,677,,48,3,0,PT,PT_11
2020-05-16,norte,16282,684,,68,7,0,PT,PT_11
2020-05-17,norte,16352,693,,70,9,0,PT,PT_11
2020-05-18,norte,16396,698,,44,5,0,PT,PT_11
2020-05-19,norte,16472,707,,76,9,0,PT,PT_11
2020-05-20,norte,16488,713,,16,6,0,PT,PT_11
2020-05-21,norte,16540,717,,52,4,0,PT,PT_11
2020-05-22,norte,16596,725,,56,8,0,PT,PT_11
2020-05-23,norte,16664,732,,68,7,0,PT,PT_11
2020-05-24,norte,16678,738,,14,6,0,PT,PT_11
2020-05-25,norte,16699,744,,21,6,0,PT,PT_11
2020-05-26,norte,16697,752,,-2,8,0,PT,PT_11
2020-05-27,norte,16703,755,,6,3,0,PT,PT_11
2020-05-28,norte,16718,761,,15,6,0,PT,PT_11
2020-05-29,norte,16725,769,,7,8,0,PT,PT_11
2020-05-30,norte,16739,773,,14,4,0,PT,PT_11
2020-05-31,norte,16760,784,,21,11,0,PT,PT_11
2020-06-01,norte,16760,791,,0,7,0,PT,PT_11
2020-06-02,norte,16789,795,,29,4,0,PT,PT_11
2020-06-03,norte,16804,796,,15,1,0,PT,PT_11
2020-06-04,norte,16819,801,,15,5,0,PT,PT_11
2020-06-05,norte,16834,803,,15,2,0,PT,PT_11
2020-06-06,norte,16855,804,,21,1,0,PT,PT_11
2020-06-07,norte,16909,806,,54,2,0,PT,PT_11
2020-06-08,norte,16948,807,,39,1,0,PT,PT_11
2020-06-09,norte,16967,809,,19,2,0,PT,PT_11
2020-06-10,norte,16988,809,,21,0,0,PT,PT_11
2020-06-11,norte,17007,810,,19,1,0,PT,PT_11
2020-06-12,norte,17024,811,,17,1,0,PT,PT_11
2020-06-13,norte,17066,812,,42,1,0,PT,PT_11
2020-06-14,norte,17078,812,,12,0,0,PT,PT_11
2020-06-15,norte,17097,813,,19,1,0,PT,PT_11
2020-06-16,norte,17141,813,,44,0,0,PT,PT_11
2020-06-17,norte,17179,813,,38,0,0,PT,PT_11
2020-06-18,norte,17208,813,,29,0,0,PT,PT_11
2020-06-19,norte,17236,813,,28,0,0,PT,PT_11
2020-06-20,norte,17242,814,,6,1,0,PT,PT_11
