match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
BA-C,2020-03-03,1,,,1,,0,AR,,ba-c,AR_C
BA-C,2020-03-04,1,,0,1,0,0,AR,,ba-c,AR_C
BA-C,2020-03-05,2,,1,2,0,0,AR,,ba-c,AR_C
BA-C,2020-03-06,6,,4,6,0,0,AR,,ba-c,AR_C
BA-C,2020-03-07,7,1,1,7,1,1,AR,,ba-c,AR_C
BA-C,2020-03-08,9,1,2,9,0,1,AR,,ba-c,AR_C
BA-C,2020-03-09,10,1,1,10,0,1,AR,,ba-c,AR_C
BA-C,2020-03-10,11,1,1,11,0,1,AR,,ba-c,AR_C
BA-C,2020-03-11,12,1,1,12,0,1,AR,,ba-c,AR_C
BA-C,2020-03-12,15,1,3,15,0,1,AR,,ba-c,AR_C
BA-C,2020-03-13,17,1,2,17,0,1,AR,,ba-c,AR_C
BA-C,2020-03-14,26,1,9,26,0,1,AR,,ba-c,AR_C
BA-C,2020-03-15,32,1,6,32,0,1,AR,,ba-c,AR_C
BA-C,2020-03-16,37,1,5,37,0,1,AR,,ba-c,AR_C
BA-C,2020-03-17,40,1,3,40,0,1,AR,,ba-c,AR_C
BA-C,2020-03-18,53,2,13,53,1,2,AR,,ba-c,AR_C
BA-C,2020-03-19,67,2,14,67,0,2,AR,,ba-c,AR_C
BA-C,2020-03-20,80,2,13,80,0,2,AR,,ba-c,AR_C
BA-C,2020-03-21,113,2,33,113,0,2,AR,,ba-c,AR_C
BA-C,2020-03-22,127,2,14,127,0,2,AR,,ba-c,AR_C
BA-C,2020-03-23,141,2,14,141,0,2,AR,,ba-c,AR_C
BA-C,2020-03-24,174,2,33,174,0,2,AR,,ba-c,AR_C
BA-C,2020-03-25,211,3,37,211,1,3,AR,,ba-c,AR_C
BA-C,2020-03-26,262,4,51,262,1,4,AR,,ba-c,AR_C
BA-C,2020-03-27,285,5,23,285,1,5,AR,,ba-c,AR_C
BA-C,2020-03-28,304,6,19,304,1,6,AR,,ba-c,AR_C
BA-C,2020-03-29,338,6,34,338,0,6,AR,,ba-c,AR_C
BA-C,2020-03-30,366,6,28,366,0,6,AR,,ba-c,AR_C
BA-C,2020-03-31,387,7,21,387,1,7,AR,,ba-c,AR_C
BA-C,2020-04-01,399,8,12,399,1,8,AR,,ba-c,AR_C
BA-C,2020-04-02,440,8,41,440,0,8,AR,,ba-c,AR_C
BA-C,2020-04-03,472,8,32,472,0,8,AR,,ba-c,AR_C
BA-C,2020-04-04,520,8,48,520,0,8,AR,,ba-c,AR_C
BA-C,2020-04-05,564,9,44,564,1,9,AR,,ba-c,AR_C
BA-C,2020-04-06,588,14,24,588,5,14,AR,,ba-c,AR_C
BA-C,2020-04-07,622,16,34,622,2,16,AR,,ba-c,AR_C
BA-C,2020-04-08,648,18,26,648,2,18,AR,,ba-c,AR_C
BA-C,2020-04-09,674,23,26,674,5,23,AR,,ba-c,AR_C
BA-C,2020-04-10,708,24,34,708,1,24,AR,,ba-c,AR_C
BA-C,2020-04-11,749,26,41,749,2,26,AR,,ba-c,AR_C
BA-C,2020-04-12,772,27,23,772,1,27,AR,,ba-c,AR_C
BA-C,2020-04-13,785,28,13,785,1,28,AR,,ba-c,AR_C
BA-C,2020-04-14,806,30,21,806,2,30,AR,,ba-c,AR_C
BA-C,2020-04-15,841,34,35,841,4,34,AR,,ba-c,AR_C
BA-C,2020-04-16,863,37,22,863,3,37,AR,,ba-c,AR_C
