date,total_confirmed,total_recovered,total_deceased,key,new_confirmed,new_recovered,new_deceased
2020-05-21,39,30,7,CZ_42_425,0,1,0
2020-05-22,39,30,7,CZ_42_425,0,0,0
2020-05-23,39,30,7,CZ_42_425,0,0,0
2020-05-24,39,30,7,CZ_42_425,0,0,0
2020-05-25,39,32,7,CZ_42_425,0,2,0
2020-05-26,39,32,7,CZ_42_425,0,0,0
2020-05-27,39,33,7,CZ_42_425,0,1,0
2020-05-28,39,33,7,CZ_42_425,0,0,0
2020-05-29,39,33,7,CZ_42_425,0,0,0
2020-05-30,39,33,7,CZ_42_425,0,0,0
2020-05-31,39,33,7,CZ_42_425,0,0,0
2020-06-01,39,33,7,CZ_42_425,0,0,0
2020-06-02,39,33,7,CZ_42_425,0,0,0
2020-06-03,39,33,7,CZ_42_425,0,0,0
2020-06-04,39,33,7,CZ_42_425,0,0,0
2020-06-05,39,33,7,CZ_42_425,0,0,0
2020-06-06,39,33,7,CZ_42_425,0,0,0
2020-06-07,39,33,7,CZ_42_425,0,0,0
2020-06-08,39,33,7,CZ_42_425,0,0,0
2020-06-09,39,33,7,CZ_42_425,0,0,0
2020-06-10,39,33,7,CZ_42_425,0,0,0
2020-06-11,39,33,7,CZ_42_425,0,0,0
2020-06-12,39,33,7,CZ_42_425,0,0,0
2020-06-13,39,33,7,CZ_42_425,0,0,0
2020-06-14,39,33,7,CZ_42_425,0,0,0
2020-06-15,39,33,7,CZ_42_425,0,0,0
2020-06-16,39,33,7,CZ_42_425,0,0,0
2020-06-17,39,33,7,CZ_42_425,0,0,0
2020-06-18,39,33,7,CZ_42_425,0,0,0
2020-06-19,39,33,7,CZ_42_425,0,0,0
2020-06-20,39,33,7,CZ_42_425,0,0,0
2020-06-21,39,33,7,CZ_42_425,0,0,0
2020-03-01,0,0,0,CZ_42_426,,,
2020-03-02,0,0,0,CZ_42_426,0,0,0
2020-03-03,0,0,0,CZ_42_426,0,0,0
2020-03-04,0,0,0,CZ_42_426,0,0,0
2020-03-05,0,0,0,CZ_42_426,0,0,0
2020-03-06,0,0,0,CZ_42_426,0,0,0
2020-03-07,0,0,0,CZ_42_426,0,0,0
2020-03-08,0,0,0,CZ_42_426,0,0,0
2020-03-09,0,0,0,CZ_42_426,0,0,0
2020-03-10,0,0,0,CZ_42_426,0,0,0
2020-03-11,0,0,0,CZ_42_426,0,0,0
2020-03-12,0,0,0,CZ_42_426,0,0,0
2020-03-13,0,0,0,CZ_42_426,0,0,0
2020-03-14,0,0,0,CZ_42_426,0,0,0
2020-03-15,0,0,0,CZ_42_426,0,0,0
2020-03-16,0,0,0,CZ_42_426,0,0,0
2020-03-17,0,0,0,CZ_42_426,0,0,0
2020-03-18,0,0,0,CZ_42_426,0,0,0
2020-03-19,0,0,0,CZ_42_426,0,0,0
2020-03-20,0,0,0,CZ_42_426,0,0,0
2020-03-21,0,0,0,CZ_42_426,0,0,0
2020-03-22,0,0,0,CZ_42_426,0,0,0
2020-03-23,0,0,0,CZ_42_426,0,0,0
2020-03-24,2,0,0,CZ_42_426,2,0,0
2020-03-25,3,0,0,CZ_42_426,1,0,0
2020-03-26,3,0,0,CZ_42_426,0,0,0
2020-03-27,3,0,0,CZ_42_426,0,0,0
2020-03-28,3,0,0,CZ_42_426,0,0,0
2020-03-29,3,0,0,CZ_42_426,0,0,0
2020-03-30,5,0,0,CZ_42_426,2,0,0
2020-03-31,15,0,0,CZ_42_426,10,0,0
2020-04-01,15,0,0,CZ_42_426,0,0,0
2020-04-02,15,0,0,CZ_42_426,0,0,0
2020-04-03,15,0,0,CZ_42_426,0,0,0
2020-04-04,15,1,0,CZ_42_426,0,1,0
2020-04-05,15,1,0,CZ_42_426,0,0,0
2020-04-06,15,3,0,CZ_42_426,0,2,0
2020-04-07,15,3,0,CZ_42_426,0,0,0
2020-04-08,30,6,0,CZ_42_426,15,3,0
2020-04-09,30,9,0,CZ_42_426,0,3,0
2020-04-10,30,9,0,CZ_42_426,0,0,0
2020-04-11,32,9,0,CZ_42_426,2,0,0
2020-04-12,36,9,0,CZ_42_426,4,0,0
2020-04-13,37,9,0,CZ_42_426,1,0,0
2020-04-14,37,11,0,CZ_42_426,0,2,0
2020-04-15,38,11,0,CZ_42_426,1,0,0
2020-04-16,40,13,0,CZ_42_426,2,2,0
2020-04-17,41,13,0,CZ_42_426,1,0,0
2020-04-18,41,14,0,CZ_42_426,0,1,0
2020-04-19,41,14,0,CZ_42_426,0,0,0
2020-04-20,41,17,0,CZ_42_426,0,3,0
2020-04-21,42,17,0,CZ_42_426,1,0,0
2020-04-22,43,17,0,CZ_42_426,1,0,0
2020-04-23,43,18,0,CZ_42_426,0,1,0
2020-04-24,43,18,0,CZ_42_426,0,0,0
2020-04-25,43,20,0,CZ_42_426,0,2,0
2020-04-26,43,20,0,CZ_42_426,0,0,0
2020-04-27,43,22,0,CZ_42_426,0,2,0
2020-04-28,43,22,0,CZ_42_426,0,0,0
2020-04-29,43,25,0,CZ_42_426,0,3,0
2020-04-30,43,26,0,CZ_42_426,0,1,0
2020-05-01,43,26,0,CZ_42_426,0,0,0
2020-05-02,43,26,0,CZ_42_426,0,0,0
2020-05-03,43,26,0,CZ_42_426,0,0,0
2020-05-04,43,26,0,CZ_42_426,0,0,0
2020-05-05,43,26,0,CZ_42_426,0,0,0
2020-05-06,43,26,0,CZ_42_426,0,0,0
2020-05-07,44,26,0,CZ_42_426,1,0,0
2020-05-08,44,26,0,CZ_42_426,0,0,0
2020-05-09,47,26,0,CZ_42_426,3,0,0
2020-05-10,47,26,0,CZ_42_426,0,0,0
2020-05-11,48,26,0,CZ_42_426,1,0,0
2020-05-12,50,27,0,CZ_42_426,2,1,0
2020-05-13,50,27,0,CZ_42_426,0,0,0
2020-05-14,52,27,0,CZ_42_426,2,0,0
2020-05-15,53,27,0,CZ_42_426,1,0,0
2020-05-16,53,28,0,CZ_42_426,0,1,0
2020-05-17,55,28,0,CZ_42_426,2,0,0
2020-05-18,55,29,0,CZ_42_426,0,1,0
2020-05-19,55,29,0,CZ_42_426,0,0,0
2020-05-20,56,30,0,CZ_42_426,1,1,0
2020-05-21,56,30,0,CZ_42_426,0,0,0
2020-05-22,56,30,0,CZ_42_426,0,0,0
2020-05-23,56,30,0,CZ_42_426,0,0,0
2020-05-24,56,31,0,CZ_42_426,0,1,0
2020-05-25,56,31,0,CZ_42_426,0,0,0
2020-05-26,56,31,0,CZ_42_426,0,0,0
2020-05-27,56,31,0,CZ_42_426,0,0,0
2020-05-28,56,31,0,CZ_42_426,0,0,0
2020-05-29,56,31,0,CZ_42_426,0,0,0
2020-05-30,57,31,0,CZ_42_426,1,0,0
2020-05-31,57,31,0,CZ_42_426,0,0,0
2020-06-01,58,31,0,CZ_42_426,1,0,0
2020-06-02,59,31,0,CZ_42_426,1,0,0
2020-06-03,60,31,0,CZ_42_426,1,0,0
2020-06-04,61,31,0,CZ_42_426,1,0,0
2020-06-05,61,31,0,CZ_42_426,0,0,0
2020-06-06,61,31,0,CZ_42_426,0,0,0
2020-06-07,61,31,0,CZ_42_426,0,0,0
2020-06-08,61,31,0,CZ_42_426,0,0,0
2020-06-09,61,31,0,CZ_42_426,0,0,0
2020-06-10,61,31,0,CZ_42_426,0,0,0
2020-06-11,61,31,0,CZ_42_426,0,0,0
2020-06-12,61,31,0,CZ_42_426,0,0,0
2020-06-13,61,31,0,CZ_42_426,0,0,0
2020-06-14,61,31,0,CZ_42_426,0,0,0
2020-06-15,61,31,0,CZ_42_426,0,0,0
2020-06-16,61,31,0,CZ_42_426,0,0,0
2020-06-17,61,31,0,CZ_42_426,0,0,0
2020-06-18,61,31,0,CZ_42_426,0,0,0
2020-06-19,61,31,0,CZ_42_426,0,0,0
2020-06-20,61,31,0,CZ_42_426,0,0,0
2020-06-21,61,31,0,CZ_42_426,0,0,0
2020-03-01,0,0,0,CZ_42_427,,,
2020-03-02,0,0,0,CZ_42_427,0,0,0
2020-03-03,0,0,0,CZ_42_427,0,0,0
2020-03-04,0,0,0,CZ_42_427,0,0,0
2020-03-05,0,0,0,CZ_42_427,0,0,0
2020-03-06,0,0,0,CZ_42_427,0,0,0
2020-03-07,0,0,0,CZ_42_427,0,0,0
2020-03-08,0,0,0,CZ_42_427,0,0,0
2020-03-09,1,0,0,CZ_42_427,1,0,0
2020-03-10,1,0,0,CZ_42_427,0,0,0
2020-03-11,1,0,0,CZ_42_427,0,0,0
2020-03-12,1,0,0,CZ_42_427,0,0,0
2020-03-13,2,0,0,CZ_42_427,1,0,0
2020-03-14,4,0,0,CZ_42_427,2,0,0
2020-03-15,4,0,0,CZ_42_427,0,0,0
2020-03-16,6,0,0,CZ_42_427,2,0,0
2020-03-17,9,0,0,CZ_42_427,3,0,0
2020-03-18,9,0,0,CZ_42_427,0,0,0
2020-03-19,12,0,0,CZ_42_427,3,0,0
2020-03-20,12,0,0,CZ_42_427,0,0,0
2020-03-21,13,0,0,CZ_42_427,1,0,0
2020-03-22,15,0,0,CZ_42_427,2,0,0
2020-03-23,18,0,0,CZ_42_427,3,0,0
2020-03-24,19,0,0,CZ_42_427,1,0,0
2020-03-25,24,0,0,CZ_42_427,5,0,0
2020-03-26,26,0,0,CZ_42_427,2,0,0
2020-03-27,28,0,0,CZ_42_427,2,0,0
2020-03-28,29,1,0,CZ_42_427,1,1,0
2020-03-29,29,1,0,CZ_42_427,0,0,0
2020-03-30,39,1,0,CZ_42_427,10,0,0
2020-03-31,39,1,0,CZ_42_427,0,0,0
2020-04-01,39,1,0,CZ_42_427,0,0,0
2020-04-02,52,4,0,CZ_42_427,13,3,0
2020-04-03,58,4,0,CZ_42_427,6,0,0
2020-04-04,64,4,0,CZ_42_427,6,0,0
2020-04-05,64,4,0,CZ_42_427,0,0,0
2020-04-06,64,11,0,CZ_42_427,0,7,0
2020-04-07,64,19,0,CZ_42_427,0,8,0
2020-04-08,70,19,0,CZ_42_427,6,0,0
2020-04-09,70,19,0,CZ_42_427,0,0,0
2020-04-10,70,30,0,CZ_42_427,0,11,0
2020-04-11,70,30,0,CZ_42_427,0,0,0
2020-04-12,70,34,0,CZ_42_427,0,4,0
2020-04-13,70,34,0,CZ_42_427,0,0,0
2020-04-14,70,44,0,CZ_42_427,0,10,0
2020-04-15,70,45,0,CZ_42_427,0,1,0
2020-04-16,70,51,0,CZ_42_427,0,6,0
2020-04-17,70,56,0,CZ_42_427,0,5,0
2020-04-18,70,58,0,CZ_42_427,0,2,0
2020-04-19,71,58,0,CZ_42_427,1,0,0
2020-04-20,71,59,0,CZ_42_427,0,1,0
2020-04-21,75,62,0,CZ_42_427,4,3,0
2020-04-22,76,64,0,CZ_42_427,1,2,0
2020-04-23,76,64,0,CZ_42_427,0,0,0
2020-04-24,76,66,0,CZ_42_427,0,2,0
2020-04-25,76,66,0,CZ_42_427,0,0,0
2020-04-26,76,66,0,CZ_42_427,0,0,0
2020-04-27,76,67,0,CZ_42_427,0,1,0
2020-04-28,76,69,0,CZ_42_427,0,2,0
2020-04-29,76,69,0,CZ_42_427,0,0,0
2020-04-30,76,69,0,CZ_42_427,0,0,0
2020-05-01,76,69,0,CZ_42_427,0,0,0
2020-05-02,76,69,0,CZ_42_427,0,0,0
2020-05-03,76,69,0,CZ_42_427,0,0,0
2020-05-04,76,70,0,CZ_42_427,0,1,0
2020-05-05,76,72,0,CZ_42_427,0,2,0
2020-05-06,76,73,0,CZ_42_427,0,1,0
2020-05-07,76,73,0,CZ_42_427,0,0,0
2020-05-08,76,73,0,CZ_42_427,0,0,0
2020-05-09,76,73,0,CZ_42_427,0,0,0
2020-05-10,76,74,0,CZ_42_427,0,1,0
2020-05-11,76,74,0,CZ_42_427,0,0,0
2020-05-12,76,76,0,CZ_42_427,0,2,0
2020-05-13,76,76,0,CZ_42_427,0,0,0
2020-05-14,76,76,0,CZ_42_427,0,0,0
2020-05-15,76,76,0,CZ_42_427,0,0,0
2020-05-16,77,76,0,CZ_42_427,1,0,0
2020-05-17,78,76,0,CZ_42_427,1,0,0
2020-05-18,78,76,0,CZ_42_427,0,0,0
2020-05-19,78,76,0,CZ_42_427,0,0,0
2020-05-20,78,76,0,CZ_42_427,0,0,0
2020-05-21,78,77,0,CZ_42_427,0,1,0
2020-05-22,78,77,0,CZ_42_427,0,0,0
2020-05-23,78,77,0,CZ_42_427,0,0,0
2020-05-24,78,77,0,CZ_42_427,0,0,0
2020-05-25,78,77,0,CZ_42_427,0,0,0
2020-05-26,78,77,0,CZ_42_427,0,0,0
2020-05-27,78,77,0,CZ_42_427,0,0,0
2020-05-28,78,77,0,CZ_42_427,0,0,0
2020-05-29,78,77,0,CZ_42_427,0,0,0
2020-05-30,78,77,0,CZ_42_427,0,0,0
2020-05-31,78,77,0,CZ_42_427,0,0,0
2020-06-01,78,77,0,CZ_42_427,0,0,0
2020-06-02,82,77,0,CZ_42_427,4,0,0
2020-06-03,83,77,0,CZ_42_427,1,0,0
2020-06-04,83,77,0,CZ_42_427,0,0,0
2020-06-05,83,77,0,CZ_42_427,0,0,0
2020-06-06,83,77,0,CZ_42_427,0,0,0
2020-06-07,83,77,0,CZ_42_427,0,0,0
2020-06-08,83,77,0,CZ_42_427,0,0,0
2020-06-09,83,77,0,CZ_42_427,0,0,0
2020-06-10,83,77,0,CZ_42_427,0,0,0
2020-06-11,83,77,0,CZ_42_427,0,0,0
2020-06-12,83,77,0,CZ_42_427,0,0,0
2020-06-13,83,77,0,CZ_42_427,0,0,0
2020-06-14,83,77,0,CZ_42_427,0,0,0
2020-06-15,83,77,0,CZ_42_427,0,0,0
2020-06-16,83,77,0,CZ_42_427,0,0,0
2020-06-17,83,81,0,CZ_42_427,0,4,0
2020-06-18,83,81,0,CZ_42_427,0,0,0
2020-06-19,83,81,0,CZ_42_427,0,0,0
2020-06-20,83,81,0,CZ_42_427,0,0,0
2020-06-21,83,81,0,CZ_42_427,0,0,0
2020-03-01,0,0,0,CZ_51_511,,,
2020-03-02,0,0,0,CZ_51_511,0,0,0
2020-03-03,0,0,0,CZ_51_511,0,0,0
2020-03-04,0,0,0,CZ_51_511,0,0,0
2020-03-05,0,0,0,CZ_51_511,0,0,0
2020-03-06,0,0,0,CZ_51_511,0,0,0
2020-03-07,0,0,0,CZ_51_511,0,0,0
2020-03-08,0,0,0,CZ_51_511,0,0,0
2020-03-09,0,0,0,CZ_51_511,0,0,0
2020-03-10,0,0,0,CZ_51_511,0,0,0
2020-03-11,0,0,0,CZ_51_511,0,0,0
2020-03-12,0,0,0,CZ_51_511,0,0,0
2020-03-13,0,0,0,CZ_51_511,0,0,0
2020-03-14,0,0,0,CZ_51_511,0,0,0
2020-03-15,0,0,0,CZ_51_511,0,0,0
2020-03-16,0,0,0,CZ_51_511,0,0,0
2020-03-17,0,0,0,CZ_51_511,0,0,0
2020-03-18,0,0,0,CZ_51_511,0,0,0
2020-03-19,0,0,0,CZ_51_511,0,0,0
2020-03-20,1,0,0,CZ_51_511,1,0,0
2020-03-21,1,0,0,CZ_51_511,0,0,0
2020-03-22,1,0,0,CZ_51_511,0,0,0
2020-03-23,1,0,0,CZ_51_511,0,0,0
2020-03-24,1,0,0,CZ_51_511,0,0,0
2020-03-25,1,0,0,CZ_51_511,0,0,0
2020-03-26,1,0,0,CZ_51_511,0,0,0
2020-03-27,2,0,0,CZ_51_511,1,0,0
2020-03-28,3,0,0,CZ_51_511,1,0,0
2020-03-29,3,0,0,CZ_51_511,0,0,0
2020-03-30,4,0,0,CZ_51_511,1,0,0
2020-03-31,4,0,0,CZ_51_511,0,0,0
2020-04-01,4,0,0,CZ_51_511,0,0,0
2020-04-02,4,0,0,CZ_51_511,0,0,0
2020-04-03,5,0,0,CZ_51_511,1,0,0
2020-04-04,5,1,0,CZ_51_511,0,1,0
2020-04-05,5,1,0,CZ_51_511,0,0,0
2020-04-06,5,1,0,CZ_51_511,0,0,0
2020-04-07,5,1,0,CZ_51_511,0,0,0
2020-04-08,5,1,0,CZ_51_511,0,0,0
2020-04-09,5,1,0,CZ_51_511,0,0,0
2020-04-10,5,1,0,CZ_51_511,0,0,0
2020-04-11,5,1,0,CZ_51_511,0,0,0
2020-04-12,5,1,0,CZ_51_511,0,0,0
2020-04-13,5,1,0,CZ_51_511,0,0,0
2020-04-14,5,1,0,CZ_51_511,0,0,0
2020-04-15,5,2,0,CZ_51_511,0,1,0
2020-04-16,5,2,0,CZ_51_511,0,0,0
2020-04-17,5,3,0,CZ_51_511,0,1,0
2020-04-18,5,3,0,CZ_51_511,0,0,0
2020-04-19,6,3,0,CZ_51_511,1,0,0
2020-04-20,6,3,0,CZ_51_511,0,0,0
2020-04-21,6,3,0,CZ_51_511,0,0,0
2020-04-22,6,3,0,CZ_51_511,0,0,0
2020-04-23,6,3,0,CZ_51_511,0,0,0
2020-04-24,6,3,0,CZ_51_511,0,0,0
2020-04-25,6,3,0,CZ_51_511,0,0,0
2020-04-26,6,3,0,CZ_51_511,0,0,0
2020-04-27,6,3,0,CZ_51_511,0,0,0
2020-04-28,6,3,0,CZ_51_511,0,0,0
2020-04-29,6,4,0,CZ_51_511,0,1,0
2020-04-30,6,4,0,CZ_51_511,0,0,0
2020-05-01,6,4,0,CZ_51_511,0,0,0
2020-05-02,6,5,0,CZ_51_511,0,1,0
2020-05-03,6,5,0,CZ_51_511,0,0,0
2020-05-04,6,5,0,CZ_51_511,0,0,0
2020-05-05,6,5,0,CZ_51_511,0,0,0
2020-05-06,6,6,0,CZ_51_511,0,1,0
2020-05-07,6,6,0,CZ_51_511,0,0,0
2020-05-08,7,6,0,CZ_51_511,1,0,0
2020-05-09,7,6,0,CZ_51_511,0,0,0
2020-05-10,7,6,0,CZ_51_511,0,0,0
2020-05-11,7,6,0,CZ_51_511,0,0,0
2020-05-12,7,6,0,CZ_51_511,0,0,0
2020-05-13,7,6,0,CZ_51_511,0,0,0
2020-05-14,7,6,0,CZ_51_511,0,0,0
2020-05-15,7,6,0,CZ_51_511,0,0,0
2020-05-16,7,6,0,CZ_51_511,0,0,0
2020-05-17,7,6,0,CZ_51_511,0,0,0
2020-05-18,7,6,0,CZ_51_511,0,0,0
2020-05-19,7,6,0,CZ_51_511,0,0,0
2020-05-20,7,6,0,CZ_51_511,0,0,0
2020-05-21,7,6,0,CZ_51_511,0,0,0
2020-05-22,7,6,0,CZ_51_511,0,0,0
2020-05-23,7,6,0,CZ_51_511,0,0,0
2020-05-24,7,6,0,CZ_51_511,0,0,0
2020-05-25,7,6,0,CZ_51_511,0,0,0
2020-05-26,7,6,0,CZ_51_511,0,0,0
2020-05-27,7,6,0,CZ_51_511,0,0,0
2020-05-28,7,6,0,CZ_51_511,0,0,0
2020-05-29,7,6,0,CZ_51_511,0,0,0
2020-05-30,7,6,0,CZ_51_511,0,0,0
2020-05-31,7,6,0,CZ_51_511,0,0,0
2020-06-01,7,6,0,CZ_51_511,0,0,0
2020-06-02,7,6,0,CZ_51_511,0,0,0
2020-06-03,7,6,0,CZ_51_511,0,0,0
2020-06-04,7,6,0,CZ_51_511,0,0,0
2020-06-05,7,6,0,CZ_51_511,0,0,0
2020-06-06,7,6,0,CZ_51_511,0,0,0
2020-06-07,7,6,0,CZ_51_511,0,0,0
2020-06-08,7,6,0,CZ_51_511,0,0,0
2020-06-09,7,6,0,CZ_51_511,0,0,0
2020-06-10,7,7,0,CZ_51_511,0,1,0
2020-06-11,7,7,0,CZ_51_511,0,0,0
2020-06-12,7,7,0,CZ_51_511,0,0,0
2020-06-13,7,7,0,CZ_51_511,0,0,0
2020-06-14,7,7,0,CZ_51_511,0,0,0
2020-06-15,7,7,0,CZ_51_511,0,0,0
2020-06-16,7,7,0,CZ_51_511,0,0,0
2020-06-17,7,7,0,CZ_51_511,0,0,0
2020-06-18,7,7,0,CZ_51_511,0,0,0
2020-06-19,7,7,0,CZ_51_511,0,0,0
2020-06-20,7,7,0,CZ_51_511,0,0,0
2020-06-21,7,7,0,CZ_51_511,0,0,0
2020-03-01,0,0,0,CZ_51_512,,,
2020-03-02,0,0,0,CZ_51_512,0,0,0
2020-03-03,0,0,0,CZ_51_512,0,0,0
2020-03-04,0,0,0,CZ_51_512,0,0,0
2020-03-05,0,0,0,CZ_51_512,0,0,0
2020-03-06,0,0,0,CZ_51_512,0,0,0
2020-03-07,0,0,0,CZ_51_512,0,0,0
2020-03-08,0,0,0,CZ_51_512,0,0,0
2020-03-09,0,0,0,CZ_51_512,0,0,0
2020-03-10,0,0,0,CZ_51_512,0,0,0
2020-03-11,0,0,0,CZ_51_512,0,0,0
2020-03-12,1,0,0,CZ_51_512,1,0,0
2020-03-13,2,0,0,CZ_51_512,1,0,0
2020-03-14,3,0,0,CZ_51_512,1,0,0
2020-03-15,3,0,0,CZ_51_512,0,0,0
2020-03-16,3,0,0,CZ_51_512,0,0,0
2020-03-17,4,0,0,CZ_51_512,1,0,0
2020-03-18,5,0,0,CZ_51_512,1,0,0
2020-03-19,5,0,0,CZ_51_512,0,0,0
2020-03-20,5,0,0,CZ_51_512,0,0,0
2020-03-21,5,0,0,CZ_51_512,0,0,0
2020-03-22,5,0,0,CZ_51_512,0,0,0
2020-03-23,5,0,0,CZ_51_512,0,0,0
2020-03-24,5,0,0,CZ_51_512,0,0,0
2020-03-25,5,0,0,CZ_51_512,0,0,0
2020-03-26,9,0,0,CZ_51_512,4,0,0
2020-03-27,12,0,0,CZ_51_512,3,0,0
2020-03-28,17,0,0,CZ_51_512,5,0,0
2020-03-29,20,0,0,CZ_51_512,3,0,0
2020-03-30,28,0,0,CZ_51_512,8,0,0
2020-03-31,35,2,0,CZ_51_512,7,2,0
2020-04-01,43,2,0,CZ_51_512,8,0,0
2020-04-02,48,2,0,CZ_51_512,5,0,0
2020-04-03,51,2,0,CZ_51_512,3,0,0
2020-04-04,53,2,0,CZ_51_512,2,0,0
2020-04-05,55,2,0,CZ_51_512,2,0,0
2020-04-06,58,2,0,CZ_51_512,3,0,0
2020-04-07,59,5,0,CZ_51_512,1,3,0
2020-04-08,66,5,0,CZ_51_512,7,0,0
2020-04-09,66,7,0,CZ_51_512,0,2,0
2020-04-10,66,10,0,CZ_51_512,0,3,0
2020-04-11,66,11,0,CZ_51_512,0,1,0
2020-04-12,69,11,0,CZ_51_512,3,0,0
2020-04-13,69,12,0,CZ_51_512,0,1,0
2020-04-14,69,14,0,CZ_51_512,0,2,0
2020-04-15,74,23,0,CZ_51_512,5,9,0
2020-04-16,76,24,0,CZ_51_512,2,1,0
2020-04-17,76,28,0,CZ_51_512,0,4,0
2020-04-18,76,32,0,CZ_51_512,0,4,0
2020-04-19,79,33,0,CZ_51_512,3,1,0
2020-04-20,79,37,0,CZ_51_512,0,4,0
2020-04-21,79,39,1,CZ_51_512,0,2,1
2020-04-22,79,41,1,CZ_51_512,0,2,0
2020-04-23,79,42,1,CZ_51_512,0,1,0
2020-04-24,79,43,1,CZ_51_512,0,1,0
2020-04-25,79,43,1,CZ_51_512,0,0,0
2020-04-26,79,45,1,CZ_51_512,0,2,0
2020-04-27,79,48,1,CZ_51_512,0,3,0
2020-04-28,79,50,1,CZ_51_512,0,2,0
2020-04-29,79,55,1,CZ_51_512,0,5,0
2020-04-30,79,56,1,CZ_51_512,0,1,0
2020-05-01,79,56,1,CZ_51_512,0,0,0
2020-05-02,80,58,1,CZ_51_512,1,2,0
2020-05-03,80,59,1,CZ_51_512,0,1,0
2020-05-04,80,59,1,CZ_51_512,0,0,0
2020-05-05,80,59,1,CZ_51_512,0,0,0
2020-05-06,80,60,1,CZ_51_512,0,1,0
2020-05-07,80,62,1,CZ_51_512,0,2,0
2020-05-08,80,62,1,CZ_51_512,0,0,0
2020-05-09,80,66,1,CZ_51_512,0,4,0
2020-05-10,80,67,1,CZ_51_512,0,1,0
2020-05-11,80,68,1,CZ_51_512,0,1,0
2020-05-12,80,69,1,CZ_51_512,0,1,0
2020-05-13,80,70,1,CZ_51_512,0,1,0
2020-05-14,80,70,1,CZ_51_512,0,0,0
2020-05-15,81,71,1,CZ_51_512,1,1,0
2020-05-16,81,71,1,CZ_51_512,0,0,0
2020-05-17,82,71,1,CZ_51_512,1,0,0
2020-05-18,82,71,1,CZ_51_512,0,0,0
2020-05-19,82,72,1,CZ_51_512,0,1,0
2020-05-20,82,74,1,CZ_51_512,0,2,0
2020-05-21,82,75,1,CZ_51_512,0,1,0
2020-05-22,82,75,1,CZ_51_512,0,0,0
2020-05-23,82,76,1,CZ_51_512,0,1,0
2020-05-24,82,76,1,CZ_51_512,0,0,0
2020-05-25,82,76,1,CZ_51_512,0,0,0
2020-05-26,82,77,1,CZ_51_512,0,1,0
2020-05-27,82,77,1,CZ_51_512,0,0,0
2020-05-28,82,77,1,CZ_51_512,0,0,0
2020-05-29,82,77,1,CZ_51_512,0,0,0
2020-05-30,82,78,1,CZ_51_512,0,1,0
2020-05-31,82,78,1,CZ_51_512,0,0,0
2020-06-01,82,78,1,CZ_51_512,0,0,0
2020-06-02,82,79,1,CZ_51_512,0,1,0
2020-06-03,82,79,1,CZ_51_512,0,0,0
2020-06-04,82,79,1,CZ_51_512,0,0,0
2020-06-05,82,79,1,CZ_51_512,0,0,0
2020-06-06,82,79,1,CZ_51_512,0,0,0
2020-06-07,82,80,1,CZ_51_512,0,1,0
2020-06-08,82,80,1,CZ_51_512,0,0,0
2020-06-09,82,80,1,CZ_51_512,0,0,0
2020-06-10,82,80,1,CZ_51_512,0,0,0
2020-06-11,82,80,1,CZ_51_512,0,0,0
2020-06-12,82,80,1,CZ_51_512,0,0,0
2020-06-13,82,80,1,CZ_51_512,0,0,0
2020-06-14,82,80,1,CZ_51_512,0,0,0
2020-06-15,82,80,1,CZ_51_512,0,0,0
2020-06-16,82,80,1,CZ_51_512,0,0,0
2020-06-17,82,80,1,CZ_51_512,0,0,0
2020-06-18,82,80,1,CZ_51_512,0,0,0
2020-06-19,82,80,2,CZ_51_512,0,0,1
2020-06-20,82,80,2,CZ_51_512,0,0,0
2020-06-21,83,80,2,CZ_51_512,1,0,0
2020-03-01,0,0,0,CZ_51_513,,,
2020-03-02,0,0,0,CZ_51_513,0,0,0
2020-03-03,0,0,0,CZ_51_513,0,0,0
2020-03-04,0,0,0,CZ_51_513,0,0,0
2020-03-05,0,0,0,CZ_51_513,0,0,0
2020-03-06,0,0,0,CZ_51_513,0,0,0
2020-03-07,0,0,0,CZ_51_513,0,0,0
2020-03-08,0,0,0,CZ_51_513,0,0,0
2020-03-09,0,0,0,CZ_51_513,0,0,0
2020-03-10,0,0,0,CZ_51_513,0,0,0
2020-03-11,0,0,0,CZ_51_513,0,0,0
2020-03-12,0,0,0,CZ_51_513,0,0,0
2020-03-13,0,0,0,CZ_51_513,0,0,0
2020-03-14,0,0,0,CZ_51_513,0,0,0
2020-03-15,0,0,0,CZ_51_513,0,0,0
2020-03-16,0,0,0,CZ_51_513,0,0,0
2020-03-17,0,0,0,CZ_51_513,0,0,0
2020-03-18,0,0,0,CZ_51_513,0,0,0
2020-03-19,0,0,0,CZ_51_513,0,0,0
2020-03-20,1,0,0,CZ_51_513,1,0,0
2020-03-21,1,0,0,CZ_51_513,0,0,0
2020-03-22,3,0,0,CZ_51_513,2,0,0
2020-03-23,5,0,0,CZ_51_513,2,0,0
2020-03-24,8,0,0,CZ_51_513,3,0,0
2020-03-25,9,0,0,CZ_51_513,1,0,0
2020-03-26,14,0,0,CZ_51_513,5,0,0
2020-03-27,24,0,0,CZ_51_513,10,0,0
2020-03-28,31,0,0,CZ_51_513,7,0,0
2020-03-29,33,0,0,CZ_51_513,2,0,0
2020-03-30,43,0,0,CZ_51_513,10,0,0
2020-03-31,45,0,0,CZ_51_513,2,0,0
2020-04-01,47,0,0,CZ_51_513,2,0,0
2020-04-02,51,0,0,CZ_51_513,4,0,0
