match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Kanagawa,2020-01-16,,1,0,0,1,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-13,1,,1,1,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-14,1,,1,2,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-17,1,,1,3,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-18,1,,1,4,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-19,2,,2,6,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-20,2,,2,8,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-21,3,,3,11,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-22,4,,4,15,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-24,1,,1,16,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-26,1,,1,17,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-27,3,,3,20,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-02-28,2,,2,22,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-01,3,,3,25,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-02,4,,4,29,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-03,1,,1,30,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-05,3,,3,33,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-06,6,,6,39,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-07,1,,1,40,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-10,2,,2,42,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-11,3,,3,45,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-12,3,,3,48,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-13,1,,1,49,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-15,6,,6,55,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-17,1,,1,56,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-18,4,,4,60,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-19,5,,5,65,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-20,1,,1,66,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-21,3,,3,69,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-22,5,,5,74,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-23,1,,1,75,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-24,6,,6,81,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-25,4,,4,85,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-26,6,,6,91,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-27,11,,11,102,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-28,12,,12,114,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-29,9,,9,123,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-30,3,,3,126,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-03-31,14,,14,140,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-01,19,,19,159,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-02,25,,25,184,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-03,31,,31,215,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-04,20,,20,235,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-05,27,,27,262,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-06,6,,6,268,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-07,18,,18,286,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-08,67,,67,353,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-09,26,,26,379,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-10,56,,56,435,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-11,76,,76,511,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-12,31,,31,542,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-13,15,,15,557,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-14,20,,20,577,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-15,40,,40,617,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-16,56,,56,673,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-17,33,,33,706,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-18,44,,44,750,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-19,30,,30,780,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-20,17,,17,797,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-21,13,,13,810,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-22,25,,25,835,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-23,39,,39,874,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-24,32,,32,906,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-25,31,,31,937,0,1,JP,,kanagawa,JP_14
Kanagawa,2020-04-26,16,,16,953,0,1,JP,,kanagawa,JP_14
Tōkyō,2020-01-24,,1,0,0,1,1,JP,,tōkyō,JP_13
Tōkyō,2020-01-25,,1,0,0,1,2,JP,,tōkyō,JP_13
Tōkyō,2020-01-30,,1,0,0,1,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-13,1,,1,1,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-14,2,,2,3,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-15,8,,8,11,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-16,4,,4,15,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-18,3,,3,18,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-19,3,,3,21,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-21,3,,3,24,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-22,2,,2,26,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-24,3,,3,29,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-26,3,,3,32,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-27,1,,1,33,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-02-29,1,,1,34,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-01,2,,2,36,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-02,1,,1,37,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-03,1,,1,38,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-04,4,,4,42,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-05,8,,8,50,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-06,6,,6,56,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-07,5,,5,61,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-10,3,,3,64,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-11,6,,6,70,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-12,2,,2,72,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-13,3,,3,75,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-14,9,,9,84,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-15,3,,3,87,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-17,12,,12,99,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-18,9,,9,108,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-19,7,,7,115,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-20,11,,11,126,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-21,7,,7,133,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-22,2,,2,135,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-23,16,,16,151,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-24,17,,17,168,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-25,41,,41,209,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-26,47,,47,256,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-27,40,,40,296,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-28,63,,63,359,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-29,68,,68,427,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-30,13,,13,440,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-03-31,78,,78,518,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-04-01,66,,66,584,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-04-02,97,,97,681,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-04-03,89,,89,770,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-04-04,117,,117,887,0,3,JP,,tōkyō,JP_13
Tōkyō,2020-04-05,143,,143,1030,0,3,JP,,tōkyō,JP_13
