country_code,match_string,date,total_confirmed,new_confirmed,key
NO,trøndelag,2020-05-07,506,29,NO_50
NO,trøndelag,2020-05-09,506,0,NO_50
NO,trøndelag,2020-05-11,506,0,NO_50
NO,trøndelag,2020-05-12,519,13,NO_50
NO,trøndelag,2020-05-13,523,4,NO_50
NO,trøndelag,2020-05-14,525,2,NO_50
NO,trøndelag,2020-05-15,530,5,NO_50
NO,trøndelag,2020-05-18,530,0,NO_50
NO,trøndelag,2020-05-19,530,0,NO_50
NO,trøndelag,2020-05-20,532,2,NO_50
NO,trøndelag,2020-05-21,532,0,NO_50
NO,trøndelag,2020-05-22,532,0,NO_50
NO,trøndelag,2020-05-23,532,0,NO_50
NO,trøndelag,2020-05-24,532,0,NO_50
NO,trøndelag,2020-05-25,533,1,NO_50
NO,trøndelag,2020-05-26,534,1,NO_50
NO,trøndelag,2020-05-27,534,0,NO_50
NO,trøndelag,2020-05-28,536,2,NO_50
NO,trøndelag,2020-05-29,536,0,NO_50
NO,trøndelag,2020-05-30,536,0,NO_50
NO,trøndelag,2020-05-31,536,0,NO_50
NO,trøndelag,2020-06-01,536,0,NO_50
NO,trøndelag,2020-06-02,537,1,NO_50
NO,trøndelag,2020-06-03,537,0,NO_50
NO,trøndelag,2020-06-04,537,0,NO_50
NO,trøndelag,2020-06-05,537,0,NO_50
NO,trøndelag,2020-06-06,537,0,NO_50
NO,trøndelag,2020-06-07,537,0,NO_50
NO,trøndelag,2020-06-08,536,-1,NO_50
NO,trøndelag,2020-06-09,535,-1,NO_50
NO,trøndelag,2020-06-10,535,0,NO_50
NO,trøndelag,2020-06-11,535,0,NO_50
NO,trøndelag,2020-06-12,535,0,NO_50
NO,trøndelag,2020-06-13,535,0,NO_50
NO,trøndelag,2020-06-14,535,0,NO_50
NO,trøndelag,2020-06-15,535,0,NO_50
NO,trøndelag,2020-06-16,535,0,NO_50
NO,trøndelag,2020-06-17,534,-1,NO_50
NO,vestfold og telemark,2020-03-20,72,,NO_38
NO,vestfold og telemark,2020-03-21,81,9,NO_38
NO,vestfold og telemark,2020-03-22,85,4,NO_38
NO,vestfold og telemark,2020-03-23,85,0,NO_38
NO,vestfold og telemark,2020-03-24,95,10,NO_38
NO,vestfold og telemark,2020-03-25,107,12,NO_38
NO,vestfold og telemark,2020-03-26,136,29,NO_38
NO,vestfold og telemark,2020-03-27,146,10,NO_38
NO,vestfold og telemark,2020-03-28,149,3,NO_38
NO,vestfold og telemark,2020-03-29,154,5,NO_38
NO,vestfold og telemark,2020-03-30,163,9,NO_38
NO,vestfold og telemark,2020-03-31,174,11,NO_38
NO,vestfold og telemark,2020-04-01,180,6,NO_38
NO,vestfold og telemark,2020-04-02,190,10,NO_38
NO,vestfold og telemark,2020-04-03,201,11,NO_38
NO,vestfold og telemark,2020-04-04,217,16,NO_38
NO,vestfold og telemark,2020-04-05,220,3,NO_38
NO,vestfold og telemark,2020-04-06,224,4,NO_38
NO,vestfold og telemark,2020-04-07,226,2,NO_38
NO,vestfold og telemark,2020-04-08,234,8,NO_38
NO,vestfold og telemark,2020-04-09,237,3,NO_38
NO,vestfold og telemark,2020-04-10,237,0,NO_38
NO,vestfold og telemark,2020-04-11,238,1,NO_38
NO,vestfold og telemark,2020-04-12,241,3,NO_38
NO,vestfold og telemark,2020-04-13,247,6,NO_38
NO,vestfold og telemark,2020-04-15,250,3,NO_38
NO,vestfold og telemark,2020-04-16,251,1,NO_38
NO,vestfold og telemark,2020-04-18,260,9,NO_38
NO,vestfold og telemark,2020-04-19,261,1,NO_38
NO,vestfold og telemark,2020-04-20,261,0,NO_38
NO,vestfold og telemark,2020-04-21,263,2,NO_38
NO,vestfold og telemark,2020-04-22,263,0,NO_38
NO,vestfold og telemark,2020-04-23,265,2,NO_38
NO,vestfold og telemark,2020-04-24,268,3,NO_38
NO,vestfold og telemark,2020-04-27,271,3,NO_38
NO,vestfold og telemark,2020-04-28,271,0,NO_38
NO,vestfold og telemark,2020-04-29,272,1,NO_38
NO,vestfold og telemark,2020-04-30,272,0,NO_38
NO,vestfold og telemark,2020-05-07,278,6,NO_38
NO,vestfold og telemark,2020-05-09,278,0,NO_38
NO,vestfold og telemark,2020-05-11,278,0,NO_38
NO,vestfold og telemark,2020-05-12,279,1,NO_38
NO,vestfold og telemark,2020-05-13,281,2,NO_38
NO,vestfold og telemark,2020-05-14,281,0,NO_38
NO,vestfold og telemark,2020-05-15,282,1,NO_38
NO,vestfold og telemark,2020-05-18,282,0,NO_38
NO,vestfold og telemark,2020-05-19,282,0,NO_38
NO,vestfold og telemark,2020-05-20,282,0,NO_38
NO,vestfold og telemark,2020-05-21,282,0,NO_38
NO,vestfold og telemark,2020-05-22,284,2,NO_38
NO,vestfold og telemark,2020-05-23,284,0,NO_38
NO,vestfold og telemark,2020-05-24,284,0,NO_38
NO,vestfold og telemark,2020-05-25,286,2,NO_38
NO,vestfold og telemark,2020-05-26,286,0,NO_38
NO,vestfold og telemark,2020-05-27,287,1,NO_38
NO,vestfold og telemark,2020-05-28,287,0,NO_38
NO,vestfold og telemark,2020-05-29,287,0,NO_38
NO,vestfold og telemark,2020-05-30,287,0,NO_38
NO,vestfold og telemark,2020-05-31,287,0,NO_38
NO,vestfold og telemark,2020-06-01,287,0,NO_38
NO,vestfold og telemark,2020-06-02,287,0,NO_38
NO,vestfold og telemark,2020-06-03,287,0,NO_38
NO,vestfold og telemark,2020-06-04,288,1,NO_38
NO,vestfold og telemark,2020-06-05,288,0,NO_38
NO,vestfold og telemark,2020-06-06,288,0,NO_38
NO,vestfold og telemark,2020-06-07,288,0,NO_38
NO,vestfold og telemark,2020-06-08,290,2,NO_38
NO,vestfold og telemark,2020-06-09,291,1,NO_38
NO,vestfold og telemark,2020-06-10,291,0,NO_38
NO,vestfold og telemark,2020-06-11,291,0,NO_38
NO,vestfold og telemark,2020-06-12,291,0,NO_38
NO,vestfold og telemark,2020-06-13,291,0,NO_38
NO,vestfold og telemark,2020-06-14,291,0,NO_38
NO,vestfold og telemark,2020-06-15,291,0,NO_38
NO,vestfold og telemark,2020-06-16,291,0,NO_38
NO,vestfold og telemark,2020-06-17,292,1,NO_38
NO,vestland,2020-03-20,173,,NO_46
NO,vestland,2020-03-21,200,27,NO_46
NO,vestland,2020-03-22,214,14,NO_46
NO,vestland,2020-03-23,214,0,NO_46
NO,vestland,2020-03-24,279,65,NO_46
NO,vestland,2020-03-25,297,18,NO_46
NO,vestland,2020-03-26,375,78,NO_46
NO,vestland,2020-03-27,410,35,NO_46
NO,vestland,2020-03-28,436,26,NO_46
NO,vestland,2020-03-29,445,9,NO_46
NO,vestland,2020-03-30,460,15,NO_46
NO,vestland,2020-03-31,467,7,NO_46
NO,vestland,2020-04-01,490,23,NO_46
NO,vestland,2020-04-02,510,20,NO_46
NO,vestland,2020-04-03,525,15,NO_46
NO,vestland,2020-04-04,552,27,NO_46
NO,vestland,2020-04-05,556,4,NO_46
NO,vestland,2020-04-06,573,17,NO_46
NO,vestland,2020-04-07,578,5,NO_46
NO,vestland,2020-04-08,603,25,NO_46
NO,vestland,2020-04-09,633,30,NO_46
NO,vestland,2020-04-10,646,13,NO_46
NO,vestland,2020-04-11,648,2,NO_46
NO,vestland,2020-04-12,670,22,NO_46
NO,vestland,2020-04-13,684,14,NO_46
NO,vestland,2020-04-15,729,45,NO_46
NO,vestland,2020-04-16,743,14,NO_46
NO,vestland,2020-04-18,787,44,NO_46
NO,vestland,2020-04-19,792,5,NO_46
NO,vestland,2020-04-20,795,3,NO_46
NO,vestland,2020-04-21,807,12,NO_46
NO,vestland,2020-04-22,812,5,NO_46
NO,vestland,2020-04-23,819,7,NO_46
NO,vestland,2020-04-24,829,10,NO_46
NO,vestland,2020-04-27,835,6,NO_46
NO,vestland,2020-04-28,841,6,NO_46
NO,vestland,2020-04-29,853,12,NO_46
NO,vestland,2020-04-30,856,3,NO_46
NO,vestland,2020-05-07,871,15,NO_46
NO,vestland,2020-05-09,871,0,NO_46
NO,vestland,2020-05-11,871,0,NO_46
NO,vestland,2020-05-12,877,6,NO_46
NO,vestland,2020-05-13,878,1,NO_46
NO,vestland,2020-05-14,879,1,NO_46
NO,vestland,2020-05-15,879,0,NO_46
NO,vestland,2020-05-18,879,0,NO_46
NO,vestland,2020-05-19,880,1,NO_46
NO,vestland,2020-05-20,881,1,NO_46
NO,vestland,2020-05-21,881,0,NO_46
NO,vestland,2020-05-22,882,1,NO_46
NO,vestland,2020-05-23,882,0,NO_46
NO,vestland,2020-05-24,882,0,NO_46
NO,vestland,2020-05-25,882,0,NO_46
NO,vestland,2020-05-26,882,0,NO_46
NO,vestland,2020-05-27,883,1,NO_46
NO,vestland,2020-05-28,883,0,NO_46
NO,vestland,2020-05-29,883,0,NO_46
NO,vestland,2020-05-30,883,0,NO_46
NO,vestland,2020-05-31,883,0,NO_46
NO,vestland,2020-06-01,883,0,NO_46
NO,vestland,2020-06-02,883,0,NO_46
NO,vestland,2020-06-03,882,-1,NO_46
NO,vestland,2020-06-04,884,2,NO_46
NO,vestland,2020-06-05,881,-3,NO_46
NO,vestland,2020-06-06,881,0,NO_46
NO,vestland,2020-06-07,881,0,NO_46
NO,vestland,2020-06-08,881,0,NO_46
NO,vestland,2020-06-09,881,0,NO_46
NO,vestland,2020-06-10,884,3,NO_46
NO,vestland,2020-06-11,884,0,NO_46
NO,vestland,2020-06-12,884,0,NO_46
NO,vestland,2020-06-13,884,0,NO_46
NO,vestland,2020-06-14,884,0,NO_46
NO,vestland,2020-06-15,884,0,NO_46
NO,vestland,2020-06-16,884,0,NO_46
NO,vestland,2020-06-17,884,0,NO_46
NO,viken,2020-03-20,529,,NO_30
NO,viken,2020-03-21,583,54,NO_30
NO,viken,2020-03-22,615,32,NO_30
NO,viken,2020-03-23,615,0,NO_30
NO,viken,2020-03-24,748,133,NO_30
NO,viken,2020-03-25,818,70,NO_30
NO,viken,2020-03-26,896,78,NO_30
NO,viken,2020-03-27,1007,111,NO_30
NO,viken,2020-03-28,1048,41,NO_30
NO,viken,2020-03-29,1107,59,NO_30
NO,viken,2020-03-30,1118,11,NO_30
NO,viken,2020-03-31,1180,62,NO_30
NO,viken,2020-04-01,1225,45,NO_30
NO,viken,2020-04-02,1306,81,NO_30
NO,viken,2020-04-03,1416,110,NO_30
NO,viken,2020-04-04,1524,108,NO_30
NO,viken,2020-04-05,1576,52,NO_30
NO,viken,2020-04-06,1608,32,NO_30
NO,viken,2020-04-07,1647,39,NO_30
NO,viken,2020-04-08,1677,30,NO_30
NO,viken,2020-04-09,1712,35,NO_30
NO,viken,2020-04-10,1728,16,NO_30
NO,viken,2020-04-11,1747,19,NO_30
NO,viken,2020-04-12,1771,24,NO_30
NO,viken,2020-04-13,1810,39,NO_30
NO,viken,2020-04-15,1836,26,NO_30
NO,viken,2020-04-16,1864,28,NO_30
NO,viken,2020-04-18,1903,39,NO_30
NO,viken,2020-04-19,1929,26,NO_30
NO,viken,2020-04-20,1933,4,NO_30
NO,viken,2020-04-21,1940,7,NO_30
NO,viken,2020-04-22,1967,27,NO_30
NO,viken,2020-04-23,1991,24,NO_30
NO,viken,2020-04-24,2005,14,NO_30
NO,viken,2020-04-27,2029,24,NO_30
NO,viken,2020-04-28,2036,7,NO_30
NO,viken,2020-04-29,2058,22,NO_30
NO,viken,2020-04-30,2071,13,NO_30
NO,viken,2020-05-07,2122,51,NO_30
NO,viken,2020-05-09,2122,0,NO_30
NO,viken,2020-05-11,2122,0,NO_30
NO,viken,2020-05-12,2187,65,NO_30
NO,viken,2020-05-13,2200,13,NO_30
NO,viken,2020-05-14,2209,9,NO_30
NO,viken,2020-05-15,2230,21,NO_30
NO,viken,2020-05-18,2230,0,NO_30
NO,viken,2020-05-19,2235,5,NO_30
NO,viken,2020-05-20,2242,7,NO_30
NO,viken,2020-05-21,2242,0,NO_30
NO,viken,2020-05-22,2257,15,NO_30
NO,viken,2020-05-23,2257,0,NO_30
NO,viken,2020-05-24,2257,0,NO_30
NO,viken,2020-05-25,2269,12,NO_30
NO,viken,2020-05-26,2275,6,NO_30
NO,viken,2020-05-27,2282,7,NO_30
NO,viken,2020-05-28,2290,8,NO_30
NO,viken,2020-05-29,2292,2,NO_30
NO,viken,2020-05-30,2292,0,NO_30
NO,viken,2020-05-31,2292,0,NO_30
NO,viken,2020-06-01,2292,0,NO_30
NO,viken,2020-06-02,2301,9,NO_30
NO,viken,2020-06-03,2305,4,NO_30
NO,viken,2020-06-04,2307,2,NO_30
NO,viken,2020-06-05,2313,6,NO_30
NO,viken,2020-06-06,2313,0,NO_30
NO,viken,2020-06-07,2313,0,NO_30
NO,viken,2020-06-08,2321,8,NO_30
NO,viken,2020-06-09,2322,1,NO_30
NO,viken,2020-06-10,2327,5,NO_30
NO,viken,2020-06-11,2331,4,NO_30
NO,viken,2020-06-12,2334,3,NO_30
NO,viken,2020-06-13,2334,0,NO_30
NO,viken,2020-06-14,2334,0,NO_30
NO,viken,2020-06-15,2340,6,NO_30
NO,viken,2020-06-16,2340,0,NO_30
NO,viken,2020-06-17,2352,12,NO_30
