date,country_code,match_string,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-03-18,JP,愛知,5,1,130,15,JP_23
2020-03-19,JP,愛知,4,,134,15,JP_23
2020-03-20,JP,愛知,5,1,139,16,JP_23
2020-03-21,JP,愛知,2,,141,16,JP_23
2020-03-22,JP,愛知,2,,143,16,JP_23
2020-03-23,JP,愛知,2,1,145,17,JP_23
2020-03-24,JP,愛知,3,,148,17,JP_23
2020-03-25,JP,愛知,6,1,154,18,JP_23
2020-03-26,JP,愛知,3,1,157,19,JP_23
2020-03-27,JP,愛知,3,,160,19,JP_23
2020-03-28,JP,愛知,4,,164,19,JP_23
2020-03-29,JP,愛知,3,,167,19,JP_23
2020-03-30,JP,愛知,3,,170,19,JP_23
2020-03-31,JP,愛知,8,,178,19,JP_23
2020-04-01,JP,愛知,5,,183,19,JP_23
2020-04-02,JP,愛知,6,,189,19,JP_23
2020-04-03,JP,愛知,12,,201,19,JP_23
2020-04-04,JP,愛知,19,,220,19,JP_23
2020-04-05,JP,愛知,7,1,227,20,JP_23
2020-04-06,JP,愛知,11,1,238,21,JP_23
2020-04-07,JP,愛知,21,,259,21,JP_23
2020-04-08,JP,愛知,20,,279,21,JP_23
2020-04-09,JP,愛知,21,,300,21,JP_23
2020-04-10,JP,愛知,14,1,314,22,JP_23
2020-04-11,JP,愛知,10,1,324,23,JP_23
2020-04-12,JP,愛知,2,1,326,24,JP_23
2020-04-13,JP,愛知,9,,335,24,JP_23
2020-04-14,JP,愛知,10,,345,24,JP_23
2020-04-15,JP,愛知,11,,356,24,JP_23
2020-04-16,JP,愛知,14,,370,24,JP_23
2020-04-17,JP,愛知,10,,380,24,JP_23
2020-04-18,JP,愛知,15,1,395,25,JP_23
2020-04-19,JP,愛知,10,,405,25,JP_23
2020-04-20,JP,愛知,5,2,410,27,JP_23
2020-04-21,JP,愛知,16,2,426,29,JP_23
2020-04-22,JP,愛知,19,,445,29,JP_23
2020-04-23,JP,愛知,12,,457,29,JP_23
2020-04-24,JP,愛知,14,1,471,30,JP_23
2020-04-25,JP,愛知,1,1,472,31,JP_23
2020-04-26,JP,愛知,1,,473,31,JP_23
2020-04-28,JP,愛知,5,,478,31,JP_23
2020-04-29,JP,愛知,4,1,482,32,JP_23
2020-04-30,JP,愛知,1,1,483,33,JP_23
2020-05-01,JP,愛知,3,,486,33,JP_23
2020-05-02,JP,愛知,,1,486,34,JP_23
2020-05-03,JP,愛知,1,,487,34,JP_23
2020-05-04,JP,愛知,3,,490,34,JP_23
2020-05-05,JP,愛知,3,,493,34,JP_23
2020-05-09,JP,愛知,3,,496,34,JP_23
2020-05-11,JP,愛知,1,,497,34,JP_23
2020-05-12,JP,愛知,1,,498,34,JP_23
2020-05-13,JP,愛知,1,,499,34,JP_23
2020-05-14,JP,愛知,1,,500,34,JP_23
2020-05-15,JP,愛知,1,,501,34,JP_23
2020-05-16,JP,愛知,2,,503,34,JP_23
2020-05-23,JP,愛知,1,,504,34,JP_23
2020-05-30,JP,愛知,1,,505,34,JP_23
2020-06-02,JP,愛知,1,,506,34,JP_23
2020-06-05,JP,愛知,1,,507,34,JP_23
2020-06-07,JP,愛知,1,,508,34,JP_23
2020-06-10,JP,愛知,2,,510,34,JP_23
2020-06-12,JP,愛知,2,,512,34,JP_23
2020-06-13,JP,愛知,1,,513,34,JP_23
2020-06-16,JP,愛知,1,,514,34,JP_23
2020-06-17,JP,愛知,3,,517,34,JP_23
2020-02-29,JP,新潟,1,,1,0,JP_15
2020-03-02,JP,新潟,4,,5,0,JP_15
2020-03-05,JP,新潟,1,,6,0,JP_15
2020-03-09,JP,新潟,2,,8,0,JP_15
2020-03-10,JP,新潟,3,,11,0,JP_15
2020-03-12,JP,新潟,3,,14,0,JP_15
2020-03-14,JP,新潟,2,,16,0,JP_15
2020-03-16,JP,新潟,3,,19,0,JP_15
2020-03-17,JP,新潟,2,,21,0,JP_15
2020-03-18,JP,新潟,1,,22,0,JP_15
2020-03-19,JP,新潟,2,,24,0,JP_15
2020-03-20,JP,新潟,1,,25,0,JP_15
2020-03-21,JP,新潟,2,,27,0,JP_15
2020-03-24,JP,新潟,1,,28,0,JP_15
2020-03-25,JP,新潟,1,,29,0,JP_15
2020-03-27,JP,新潟,1,,30,0,JP_15
2020-03-28,JP,新潟,1,,31,0,JP_15
2020-04-01,JP,新潟,1,,32,0,JP_15
2020-04-03,JP,新潟,3,,35,0,JP_15
2020-04-07,JP,新潟,2,,37,0,JP_15
2020-04-08,JP,新潟,2,,39,0,JP_15
2020-04-09,JP,新潟,2,,41,0,JP_15
2020-04-11,JP,新潟,1,,42,0,JP_15
2020-04-14,JP,新潟,3,,45,0,JP_15
2020-04-15,JP,新潟,1,,46,0,JP_15
2020-04-16,JP,新潟,1,,47,0,JP_15
2020-04-17,JP,新潟,6,,53,0,JP_15
2020-04-18,JP,新潟,3,,56,0,JP_15
2020-04-21,JP,新潟,2,,58,0,JP_15
2020-04-22,JP,新潟,3,,61,0,JP_15
2020-04-23,JP,新潟,1,,62,0,JP_15
2020-04-24,JP,新潟,3,,65,0,JP_15
2020-04-25,JP,新潟,1,,66,0,JP_15
2020-04-26,JP,新潟,4,,70,0,JP_15
2020-04-28,JP,新潟,5,,75,0,JP_15
2020-05-01,JP,新潟,2,,77,0,JP_15
2020-05-05,JP,新潟,1,,78,0,JP_15
2020-05-08,JP,新潟,3,,81,0,JP_15
2020-05-15,JP,新潟,1,,82,0,JP_15
2020-01-24,JP,東京,1,,1,0,JP_13
2020-01-25,JP,東京,1,,2,0,JP_13
2020-01-30,JP,東京,1,,3,0,JP_13
2020-02-13,JP,東京,1,,4,0,JP_13
2020-02-14,JP,東京,2,,6,0,JP_13
2020-02-15,JP,東京,8,,14,0,JP_13
2020-02-16,JP,東京,5,,19,0,JP_13
2020-02-18,JP,東京,3,,22,0,JP_13
2020-02-19,JP,東京,3,,25,0,JP_13
2020-02-21,JP,東京,3,,28,0,JP_13
2020-02-22,JP,東京,1,,29,0,JP_13
2020-02-24,JP,東京,3,,32,0,JP_13
2020-02-26,JP,東京,3,1,35,1,JP_13
2020-02-27,JP,東京,1,,36,1,JP_13
2020-02-29,JP,東京,1,,37,1,JP_13
2020-03-01,JP,東京,2,,39,1,JP_13
2020-03-03,JP,東京,1,,40,1,JP_13
2020-03-04,JP,東京,4,,44,1,JP_13
2020-03-05,JP,東京,8,,52,1,JP_13
2020-03-06,JP,東京,6,,58,1,JP_13
2020-03-07,JP,東京,6,,64,1,JP_13
2020-03-09,JP,東京,,1,64,2,JP_13
2020-03-10,JP,東京,3,,67,2,JP_13
2020-03-11,JP,東京,6,,73,2,JP_13
2020-03-12,JP,東京,2,,75,2,JP_13
2020-03-13,JP,東京,2,,77,2,JP_13
2020-03-14,JP,東京,10,,87,2,JP_13
2020-03-15,JP,東京,3,,90,2,JP_13
2020-03-17,JP,東京,12,,102,2,JP_13
2020-03-18,JP,東京,9,,111,2,JP_13
2020-03-19,JP,東京,7,,118,2,JP_13
2020-03-20,JP,東京,11,1,129,3,JP_13
2020-03-21,JP,東京,7,1,136,4,JP_13
2020-03-22,JP,東京,3,,139,4,JP_13
2020-03-23,JP,東京,16,,155,4,JP_13
2020-03-24,JP,東京,18,1,173,5,JP_13
2020-03-25,JP,東京,41,,214,5,JP_13
2020-03-26,JP,東京,46,,260,5,JP_13
2020-03-27,JP,東京,40,1,300,6,JP_13
2020-03-28,JP,東京,64,1,364,7,JP_13
2020-03-29,JP,東京,72,1,436,8,JP_13
2020-03-30,JP,東京,12,1,448,9,JP_13
2020-03-31,JP,東京,78,7,526,16,JP_13
2020-04-01,JP,東京,67,,593,16,JP_13
2020-04-02,JP,東京,98,,691,16,JP_13
2020-04-03,JP,東京,92,2,783,18,JP_13
2020-04-04,JP,東京,118,5,901,23,JP_13
2020-04-05,JP,東京,141,7,1042,30,JP_13
2020-04-06,JP,東京,85,,1127,30,JP_13
2020-04-07,JP,東京,87,1,1214,31,JP_13
2020-04-08,JP,東京,156,4,1370,35,JP_13
2020-04-09,JP,東京,183,1,1553,36,JP_13
2020-04-10,JP,東京,199,4,1752,40,JP_13
2020-04-11,JP,東京,198,,1950,40,JP_13
2020-04-12,JP,東京,174,2,2124,42,JP_13
2020-04-13,JP,東京,102,,2226,42,JP_13
2020-04-14,JP,東京,159,5,2385,47,JP_13
2020-04-15,JP,東京,127,6,2512,53,JP_13
2020-04-16,JP,東京,151,3,2663,56,JP_13
2020-04-17,JP,東京,206,7,2869,63,JP_13
2020-04-18,JP,東京,186,5,3055,68,JP_13
2020-04-19,JP,東京,109,3,3164,71,JP_13
2020-04-20,JP,東京,101,6,3265,77,JP_13
2020-04-21,JP,東京,123,4,3388,81,JP_13
2020-04-22,JP,東京,123,,3511,81,JP_13
2020-04-23,JP,東京,134,6,3645,87,JP_13
2020-04-24,JP,東京,170,6,3815,93,JP_13
2020-04-25,JP,東京,119,7,3934,100,JP_13
2020-04-26,JP,東京,82,,4016,100,JP_13
2020-04-27,JP,東京,41,6,4057,106,JP_13
2020-04-28,JP,東京,113,2,4170,108,JP_13
2020-04-29,JP,東京,47,9,4217,117,JP_13
2020-04-30,JP,東京,59,3,4276,120,JP_13
2020-05-01,JP,東京,165,6,4441,126,JP_13
2020-05-02,JP,東京,156,15,4597,141,JP_13
2020-05-03,JP,東京,93,4,4690,145,JP_13
2020-05-04,JP,東京,87,5,4777,150,JP_13
2020-05-05,JP,東京,57,,4834,150,JP_13
2020-05-06,JP,東京,37,5,4871,155,JP_13
2020-05-07,JP,東京,23,5,4894,160,JP_13
2020-05-08,JP,東京,39,11,4933,171,JP_13
2020-05-09,JP,東京,36,9,4969,180,JP_13
2020-05-10,JP,東京,22,,4991,180,JP_13
2020-05-11,JP,東京,15,9,5006,189,JP_13
2020-05-12,JP,東京,27,7,5033,196,JP_13
2020-05-13,JP,東京,10,7,5043,203,JP_13
2020-05-14,JP,東京,30,9,5073,212,JP_13
2020-05-15,JP,東京,9,7,5082,219,JP_13
2020-05-16,JP,東京,14,11,5096,230,JP_13
2020-05-17,JP,東京,5,7,5101,237,JP_13
2020-05-18,JP,東京,10,4,5111,241,JP_13
2020-05-19,JP,東京,5,3,5116,244,JP_13
2020-05-20,JP,東京,5,3,5121,247,JP_13
2020-05-21,JP,東京,11,9,5132,256,JP_13
2020-05-22,JP,東京,3,7,5135,263,JP_13
2020-05-23,JP,東京,2,8,5137,271,JP_13
2020-05-24,JP,東京,14,9,5151,280,JP_13
2020-05-25,JP,東京,8,8,5159,288,JP_13
2020-05-26,JP,東京,10,4,5169,292,JP_13
2020-05-27,JP,東京,11,4,5180,296,JP_13
2020-05-28,JP,東京,15,3,5195,299,JP_13
2020-05-29,JP,東京,22,3,5217,302,JP_13
2020-05-30,JP,東京,14,2,5231,304,JP_13
2020-05-31,JP,東京,5,1,5236,305,JP_13
2020-06-01,JP,東京,13,,5249,305,JP_13
2020-06-02,JP,東京,34,1,5283,306,JP_13
2020-06-03,JP,東京,12,,5295,306,JP_13
2020-06-04,JP,東京,28,1,5323,307,JP_13
2020-06-05,JP,東京,20,2,5343,309,JP_13
2020-06-06,JP,東京,26,2,5369,311,JP_13
2020-06-07,JP,東京,14,,5383,311,JP_13
2020-06-08,JP,東京,13,,5396,311,JP_13
2020-06-09,JP,東京,12,,5408,311,JP_13
2020-06-10,JP,東京,18,,5426,311,JP_13
2020-06-11,JP,東京,22,,5448,311,JP_13
2020-06-12,JP,東京,25,2,5473,313,JP_13
2020-06-13,JP,東京,24,1,5497,314,JP_13
2020-06-14,JP,東京,47,,5544,314,JP_13
2020-06-15,JP,東京,48,,5592,314,JP_13
2020-06-16,JP,東京,27,2,5619,316,JP_13
2020-06-17,JP,東京,16,1,5635,317,JP_13
2020-02-22,JP,栃木,1,,1,0,JP_09
2020-03-05,JP,栃木,1,,2,0,JP_09
2020-03-18,JP,栃木,1,,3,0,JP_09
2020-03-20,JP,栃木,1,,4,0,JP_09
2020-03-24,JP,栃木,2,,6,0,JP_09
2020-03-25,JP,栃木,4,,10,0,JP_09
2020-03-26,JP,栃木,1,,11,0,JP_09
2020-03-29,JP,栃木,1,,12,0,JP_09
2020-03-31,JP,栃木,2,,14,0,JP_09
2020-04-01,JP,栃木,3,,17,0,JP_09
2020-04-07,JP,栃木,3,,20,0,JP_09
2020-04-08,JP,栃木,6,,26,0,JP_09
2020-04-09,JP,栃木,5,,31,0,JP_09
2020-04-10,JP,栃木,1,,32,0,JP_09
2020-04-11,JP,栃木,3,,35,0,JP_09
2020-04-13,JP,栃木,1,,36,0,JP_09
2020-04-14,JP,栃木,1,,37,0,JP_09
2020-04-15,JP,栃木,3,,40,0,JP_09
2020-04-16,JP,栃木,2,,42,0,JP_09
2020-04-17,JP,栃木,2,,44,0,JP_09
2020-04-19,JP,栃木,2,,46,0,JP_09
2020-04-20,JP,栃木,3,,49,0,JP_09
2020-04-21,JP,栃木,2,,51,0,JP_09
2020-04-22,JP,栃木,1,,52,0,JP_09
2020-04-26,JP,栃木,2,,54,0,JP_09
2020-05-07,JP,栃木,1,,55,0,JP_09
2020-05-08,JP,栃木,1,,56,0,JP_09
2020-05-12,JP,栃木,1,,57,0,JP_09
2020-05-14,JP,栃木,1,,58,0,JP_09
2020-05-15,JP,栃木,2,,60,0,JP_09
2020-05-18,JP,栃木,1,,61,0,JP_09
2020-05-19,JP,栃木,1,,62,0,JP_09
2020-05-20,JP,栃木,2,,64,0,JP_09
2020-05-25,JP,栃木,1,,65,0,JP_09
2020-06-02,JP,栃木,1,,66,0,JP_09
2020-02-14,JP,沖縄,1,,1,0,JP_47
2020-02-19,JP,沖縄,1,,2,0,JP_47
2020-02-20,JP,沖縄,1,,3,0,JP_47
2020-03-23,JP,沖縄,1,,4,0,JP_47
2020-03-24,JP,沖縄,1,,5,0,JP_47
2020-03-26,JP,沖縄,1,,6,0,JP_47
2020-03-28,JP,沖縄,2,,8,0,JP_47
2020-03-30,JP,沖縄,1,,9,0,JP_47
2020-04-03,JP,沖縄,2,,11,0,JP_47
2020-04-04,JP,沖縄,5,,16,0,JP_47
2020-04-06,JP,沖縄,6,,22,0,JP_47
2020-04-07,JP,沖縄,11,,33,0,JP_47
2020-04-08,JP,沖縄,5,,38,0,JP_47
2020-04-09,JP,沖縄,3,,41,0,JP_47
2020-04-10,JP,沖縄,7,,48,0,JP_47
2020-04-11,JP,沖縄,8,,56,0,JP_47
2020-04-12,JP,沖縄,9,,65,0,JP_47
2020-04-13,JP,沖縄,7,,72,0,JP_47
2020-04-14,JP,沖縄,4,,76,0,JP_47
2020-04-15,JP,沖縄,10,,86,0,JP_47
2020-04-16,JP,沖縄,8,1,94,1,JP_47
2020-04-17,JP,沖縄,7,,101,1,JP_47
2020-04-18,JP,沖縄,9,,110,1,JP_47
2020-04-19,JP,沖縄,5,2,115,3,JP_47
2020-04-20,JP,沖縄,6,,121,3,JP_47
2020-04-21,JP,沖縄,4,,125,3,JP_47
2020-04-22,JP,沖縄,5,,130,3,JP_47
2020-04-23,JP,沖縄,2,1,132,4,JP_47
2020-04-24,JP,沖縄,1,,133,4,JP_47
2020-04-25,JP,沖縄,1,,134,4,JP_47
2020-04-26,JP,沖縄,3,,137,4,JP_47
2020-04-28,JP,沖縄,4,,141,4,JP_47
2020-04-30,JP,沖縄,1,1,142,5,JP_47
2020-05-12,JP,沖縄,,1,142,6,JP_47
2020-06-03,JP,沖縄,,1,142,7,JP_47
2020-03-05,JP,滋賀,1,,1,0,JP_25
2020-03-15,JP,滋賀,1,,2,0,JP_25
2020-03-16,JP,滋賀,1,,3,0,JP_25
2020-03-17,JP,滋賀,1,,4,0,JP_25
2020-03-23,JP,滋賀,1,,5,0,JP_25
2020-03-26,JP,滋賀,1,,6,0,JP_25
2020-03-31,JP,滋賀,1,,7,0,JP_25
2020-04-02,JP,滋賀,1,,8,0,JP_25
2020-04-03,JP,滋賀,6,,14,0,JP_25
2020-04-04,JP,滋賀,3,,17,0,JP_25
2020-04-05,JP,滋賀,1,,18,0,JP_25
2020-04-06,JP,滋賀,1,,19,0,JP_25
2020-04-07,JP,滋賀,5,,24,0,JP_25
2020-04-08,JP,滋賀,2,,26,0,JP_25
2020-04-09,JP,滋賀,7,,33,0,JP_25
2020-04-10,JP,滋賀,1,,34,0,JP_25
2020-04-11,JP,滋賀,4,,38,0,JP_25
2020-04-13,JP,滋賀,2,,40,0,JP_25
2020-04-14,JP,滋賀,11,,51,0,JP_25
2020-04-15,JP,滋賀,1,1,52,1,JP_25
2020-04-16,JP,滋賀,5,,57,1,JP_25
2020-04-17,JP,滋賀,11,,68,1,JP_25
2020-04-18,JP,滋賀,2,,70,1,JP_25
2020-04-19,JP,滋賀,1,,71,1,JP_25
2020-04-20,JP,滋賀,1,,72,1,JP_25
2020-04-21,JP,滋賀,4,,76,1,JP_25
2020-04-22,JP,滋賀,12,,88,1,JP_25
2020-04-23,JP,滋賀,4,,92,1,JP_25
2020-04-24,JP,滋賀,1,,93,1,JP_25
2020-04-25,JP,滋賀,1,,94,1,JP_25
2020-04-28,JP,滋賀,1,,95,1,JP_25
2020-05-04,JP,滋賀,2,,97,1,JP_25
2020-05-15,JP,滋賀,1,,98,1,JP_25
2020-05-16,JP,滋賀,1,,99,1,JP_25
2020-05-23,JP,滋賀,1,,100,1,JP_25
2020-02-21,JP,熊本,1,,1,0,JP_43
2020-02-22,JP,熊本,2,,3,0,JP_43
2020-02-24,JP,熊本,1,,4,0,JP_43
2020-02-25,JP,熊本,1,,5,0,JP_43
2020-03-04,JP,熊本,1,,6,0,JP_43
2020-03-19,JP,熊本,1,,7,0,JP_43
2020-03-25,JP,熊本,1,,8,0,JP_43
2020-03-27,JP,熊本,2,,10,0,JP_43
2020-03-28,JP,熊本,1,,11,0,JP_43
2020-03-29,JP,熊本,1,,12,0,JP_43
2020-03-30,JP,熊本,2,,14,0,JP_43
2020-04-01,JP,熊本,1,,15,0,JP_43
2020-04-03,JP,熊本,3,,18,0,JP_43
2020-04-05,JP,熊本,1,,19,0,JP_43
2020-04-07,JP,熊本,2,,21,0,JP_43
2020-04-08,JP,熊本,1,,22,0,JP_43
2020-04-09,JP,熊本,1,,23,0,JP_43
2020-04-10,JP,熊本,1,1,24,1,JP_43
2020-04-11,JP,熊本,1,,25,1,JP_43
2020-04-12,JP,熊本,2,,27,1,JP_43
2020-04-13,JP,熊本,1,,28,1,JP_43
2020-04-14,JP,熊本,3,,31,1,JP_43
2020-04-15,JP,熊本,2,,33,1,JP_43
2020-04-17,JP,熊本,2,,35,1,JP_43
2020-04-18,JP,熊本,2,,37,1,JP_43
2020-04-19,JP,熊本,3,,40,1,JP_43
2020-04-20,JP,熊本,1,,41,1,JP_43
2020-04-21,JP,熊本,1,,42,1,JP_43
2020-04-22,JP,熊本,1,,43,1,JP_43
2020-04-23,JP,熊本,1,,44,1,JP_43
2020-04-24,JP,熊本,1,,45,1,JP_43
2020-04-26,JP,熊本,1,,46,1,JP_43
2020-05-03,JP,熊本,,1,46,2,JP_43
2020-05-08,JP,熊本,1,,47,2,JP_43
2020-05-09,JP,熊本,,1,47,3,JP_43
2020-02-21,JP,石川,1,,1,0,JP_17
2020-02-22,JP,石川,1,,2,0,JP_17
2020-02-24,JP,石川,2,,4,0,JP_17
2020-02-27,JP,石川,1,,5,0,JP_17
2020-02-28,JP,石川,1,,6,0,JP_17
2020-03-09,JP,石川,1,,7,0,JP_17
2020-03-20,JP,石川,1,,8,0,JP_17
2020-03-28,JP,石川,1,,9,0,JP_17
2020-03-30,JP,石川,2,,11,0,JP_17
2020-03-31,JP,石川,2,,13,0,JP_17
2020-04-01,JP,石川,2,,15,0,JP_17
2020-04-02,JP,石川,1,,16,0,JP_17
2020-04-03,JP,石川,8,,24,0,JP_17
2020-04-04,JP,石川,8,,32,0,JP_17
2020-04-05,JP,石川,11,,43,0,JP_17
2020-04-06,JP,石川,2,,45,0,JP_17
2020-04-07,JP,石川,10,,55,0,JP_17
2020-04-08,JP,石川,11,,66,0,JP_17
2020-04-09,JP,石川,7,,73,0,JP_17
2020-04-10,JP,石川,19,,92,0,JP_17
2020-04-11,JP,石川,12,,104,0,JP_17
2020-04-12,JP,石川,9,,113,0,JP_17
2020-04-13,JP,石川,8,,121,0,JP_17
2020-04-14,JP,石川,10,3,131,3,JP_17
2020-04-15,JP,石川,9,1,140,4,JP_17
2020-04-16,JP,石川,6,,146,4,JP_17
2020-04-17,JP,石川,14,,160,4,JP_17
2020-04-18,JP,石川,13,,173,4,JP_17
2020-04-19,JP,石川,5,,178,4,JP_17
2020-04-20,JP,石川,3,,181,4,JP_17
2020-04-21,JP,石川,12,1,193,5,JP_17
2020-04-22,JP,石川,6,,199,5,JP_17
2020-04-23,JP,石川,17,,216,5,JP_17
2020-04-24,JP,石川,6,,222,5,JP_17
2020-04-25,JP,石川,4,,226,5,JP_17
2020-04-26,JP,石川,9,,235,5,JP_17
2020-04-27,JP,石川,6,1,241,6,JP_17
2020-04-28,JP,石川,8,,249,6,JP_17
2020-04-29,JP,石川,1,2,250,8,JP_17
2020-04-30,JP,石川,1,,251,8,JP_17
2020-05-01,JP,石川,3,3,254,11,JP_17
2020-05-02,JP,石川,6,2,260,13,JP_17
2020-05-03,JP,石川,4,2,264,15,JP_17
2020-05-04,JP,石川,3,1,267,16,JP_17
2020-05-05,JP,石川,1,,268,16,JP_17
2020-05-06,JP,石川,3,,271,16,JP_17
2020-05-07,JP,石川,4,,275,16,JP_17
2020-05-09,JP,石川,2,,277,16,JP_17
2020-05-10,JP,石川,1,,278,16,JP_17
2020-05-11,JP,石川,2,1,280,17,JP_17
2020-05-12,JP,石川,3,2,283,19,JP_17
2020-05-13,JP,石川,1,,284,19,JP_17
2020-05-14,JP,石川,,1,284,20,JP_17
2020-05-15,JP,石川,1,,285,20,JP_17
2020-05-16,JP,石川,1,1,286,21,JP_17
2020-05-17,JP,石川,1,,287,21,JP_17
2020-05-18,JP,石川,,1,287,22,JP_17
2020-05-19,JP,石川,3,,290,22,JP_17
2020-05-21,JP,石川,2,,292,22,JP_17
2020-05-22,JP,石川,2,2,294,24,JP_17
2020-05-23,JP,石川,1,,295,24,JP_17
2020-05-26,JP,石川,1,,296,24,JP_17
2020-05-28,JP,石川,1,,297,24,JP_17
2020-05-29,JP,石川,1,,298,24,JP_17
2020-05-30,JP,石川,,1,298,25,JP_17
2020-06-03,JP,石川,,1,298,26,JP_17
2020-06-05,JP,石川,1,1,299,27,JP_17
2020-01-15,JP,神奈川,1,,1,0,JP_14
2020-02-13,JP,神奈川,1,1,2,1,JP_14
2020-02-17,JP,神奈川,2,,4,1,JP_14
2020-02-18,JP,神奈川,1,,5,1,JP_14
2020-02-19,JP,神奈川,2,,7,1,JP_14
2020-02-20,JP,神奈川,2,,9,1,JP_14
2020-02-21,JP,神奈川,3,,12,1,JP_14
2020-02-22,JP,神奈川,4,,16,1,JP_14
2020-02-24,JP,神奈川,1,,17,1,JP_14
2020-02-26,JP,神奈川,1,,18,1,JP_14
2020-02-27,JP,神奈川,3,,21,1,JP_14
2020-02-28,JP,神奈川,1,,22,1,JP_14
2020-03-01,JP,神奈川,3,,25,1,JP_14
2020-03-02,JP,神奈川,5,,30,1,JP_14
2020-03-03,JP,神奈川,1,,31,1,JP_14
2020-03-05,JP,神奈川,3,,34,1,JP_14
2020-03-06,JP,神奈川,6,,40,1,JP_14
2020-03-07,JP,神奈川,1,,41,1,JP_14
2020-03-09,JP,神奈川,,1,41,2,JP_14
2020-03-10,JP,神奈川,2,1,43,3,JP_14
2020-03-11,JP,神奈川,3,,46,3,JP_14
2020-03-12,JP,神奈川,3,,49,3,JP_14
2020-03-13,JP,神奈川,1,,50,3,JP_14
2020-03-15,JP,神奈川,5,,55,3,JP_14
2020-03-17,JP,神奈川,4,1,59,4,JP_14
2020-03-18,JP,神奈川,1,,60,4,JP_14
2020-03-19,JP,神奈川,6,,66,4,JP_14
2020-03-20,JP,神奈川,2,,68,4,JP_14
2020-03-21,JP,神奈川,4,,72,4,JP_14
2020-03-22,JP,神奈川,5,,77,4,JP_14
2020-03-24,JP,神奈川,6,,83,4,JP_14
2020-03-25,JP,神奈川,4,,87,4,JP_14
2020-03-26,JP,神奈川,6,,93,4,JP_14
2020-03-27,JP,神奈川,11,1,104,5,JP_14
2020-03-28,JP,神奈川,12,,116,5,JP_14
2020-03-29,JP,神奈川,9,,125,5,JP_14
2020-03-30,JP,神奈川,3,1,128,6,JP_14
2020-03-31,JP,神奈川,14,,142,6,JP_14
2020-04-01,JP,神奈川,19,,161,6,JP_14
2020-04-02,JP,神奈川,25,1,186,7,JP_14
2020-04-03,JP,神奈川,31,,217,7,JP_14
2020-04-04,JP,神奈川,21,,238,7,JP_14
2020-04-05,JP,神奈川,27,,265,7,JP_14
2020-04-06,JP,神奈川,6,,271,7,JP_14
2020-04-07,JP,神奈川,18,,289,7,JP_14
2020-04-08,JP,神奈川,64,,353,7,JP_14
2020-04-09,JP,神奈川,28,,381,7,JP_14
2020-04-10,JP,神奈川,55,3,436,10,JP_14
2020-04-11,JP,神奈川,76,1,512,11,JP_14
2020-04-12,JP,神奈川,31,1,543,12,JP_14
2020-04-13,JP,神奈川,15,2,558,14,JP_14
2020-04-14,JP,神奈川,20,,578,14,JP_14
2020-04-15,JP,神奈川,40,,618,14,JP_14
2020-04-16,JP,神奈川,56,1,674,15,JP_14
2020-04-17,JP,神奈川,33,1,707,16,JP_14
2020-04-18,JP,神奈川,44,1,751,17,JP_14
2020-04-19,JP,神奈川,30,,781,17,JP_14
2020-04-20,JP,神奈川,17,2,798,19,JP_14
2020-04-21,JP,神奈川,13,1,811,20,JP_14
2020-04-22,JP,神奈川,25,3,836,23,JP_14
2020-04-23,JP,神奈川,39,1,875,24,JP_14
2020-04-24,JP,神奈川,32,,907,24,JP_14
2020-04-25,JP,神奈川,31,1,938,25,JP_14
2020-04-26,JP,神奈川,16,1,954,26,JP_14
2020-04-27,JP,神奈川,7,1,961,27,JP_14
2020-04-28,JP,神奈川,11,2,972,29,JP_14
2020-04-29,JP,神奈川,25,3,997,32,JP_14
2020-04-30,JP,神奈川,26,2,1023,34,JP_14
2020-05-01,JP,神奈川,15,3,1038,37,JP_14
2020-05-02,JP,神奈川,36,2,1074,39,JP_14
2020-05-03,JP,神奈川,23,3,1097,42,JP_14
2020-05-04,JP,神奈川,10,3,1107,45,JP_14
2020-05-05,JP,神奈川,14,1,1121,46,JP_14
2020-05-06,JP,神奈川,7,1,1128,47,JP_14
2020-05-07,JP,神奈川,13,,1141,47,JP_14
2020-05-08,JP,神奈川,7,3,1148,50,JP_14
2020-05-09,JP,神奈川,7,1,1155,51,JP_14
2020-05-10,JP,神奈川,13,2,1168,53,JP_14
2020-05-11,JP,神奈川,7,4,1175,57,JP_14
2020-05-12,JP,神奈川,15,2,1190,59,JP_14
2020-05-13,JP,神奈川,10,3,1200,62,JP_14
2020-05-14,JP,神奈川,32,1,1232,63,JP_14
2020-05-15,JP,神奈川,16,1,1248,64,JP_14
2020-05-16,JP,神奈川,12,,1260,64,JP_14
2020-05-17,JP,神奈川,5,,1265,64,JP_14
2020-05-18,JP,神奈川,8,4,1273,68,JP_14
2020-05-19,JP,神奈川,8,,1281,68,JP_14
2020-05-20,JP,神奈川,21,1,1302,69,JP_14
2020-05-21,JP,神奈川,10,2,1312,71,JP_14
2020-05-22,JP,神奈川,7,2,1319,73,JP_14
2020-05-23,JP,神奈川,5,2,1324,75,JP_14
2020-05-24,JP,神奈川,5,1,1329,76,JP_14
2020-05-25,JP,神奈川,1,,1330,76,JP_14
2020-05-26,JP,神奈川,3,2,1333,78,JP_14
2020-05-27,JP,神奈川,5,1,1338,79,JP_14
2020-05-28,JP,神奈川,7,3,1345,82,JP_14
