date,match_string,new_hospitalized,total_hospitalized,country_code,subregion1_code,new_intensive_care,total_intensive_care,key
2020-06-05,Greater Glasgow & Clyde,311,32830,GB,SCT,5,2614,GB_SCT_S08000031
2020-06-06,Greater Glasgow & Clyde,294,33124,GB,SCT,5,2619,GB_SCT_S08000031
2020-06-07,Greater Glasgow & Clyde,295,33419,GB,SCT,5,2624,GB_SCT_S08000031
2020-06-08,Greater Glasgow & Clyde,301,33720,GB,SCT,5,2629,GB_SCT_S08000031
2020-06-09,Greater Glasgow & Clyde,289,34009,GB,SCT,5,2634,GB_SCT_S08000031
2020-06-10,Greater Glasgow & Clyde,279,34288,GB,SCT,5,2639,GB_SCT_S08000031
2020-06-11,Greater Glasgow & Clyde,272,34560,GB,SCT,5,2644,GB_SCT_S08000031
2020-06-12,Greater Glasgow & Clyde,260,34820,GB,SCT,5,2649,GB_SCT_S08000031
2020-06-13,Greater Glasgow & Clyde,255,35075,GB,SCT,5,2654,GB_SCT_S08000031
2020-06-14,Greater Glasgow & Clyde,255,35330,GB,SCT,5,2659,GB_SCT_S08000031
2020-06-15,Greater Glasgow & Clyde,262,35592,GB,SCT,5,2664,GB_SCT_S08000031
2020-06-16,Greater Glasgow & Clyde,255,35847,GB,SCT,5,2669,GB_SCT_S08000031
2020-06-17,Greater Glasgow & Clyde,256,36103,GB,SCT,5,2674,GB_SCT_S08000031
2020-06-18,Greater Glasgow & Clyde,249,36352,GB,SCT,5,2679,GB_SCT_S08000031
2020-06-19,Greater Glasgow & Clyde,241,36593,GB,SCT,5,2684,GB_SCT_S08000031
2020-06-20,Greater Glasgow & Clyde,234,36827,GB,SCT,5,2689,GB_SCT_S08000031
2020-06-21,Greater Glasgow & Clyde,234,37061,GB,SCT,5,2694,GB_SCT_S08000031
2020-06-22,Greater Glasgow & Clyde,236,37297,GB,SCT,5,2699,GB_SCT_S08000031
2020-06-23,Greater Glasgow & Clyde,237,37534,GB,SCT,5,2704,GB_SCT_S08000031
2020-06-24,Greater Glasgow & Clyde,226,37760,GB,SCT,5,2709,GB_SCT_S08000031
2020-03-18,Greater Glasgow & Clyde,,,GB,SCT,5,5,GB_SCT_S08000031
2020-03-19,Greater Glasgow & Clyde,,,GB,SCT,5,10,GB_SCT_S08000031
2020-03-20,Greater Glasgow & Clyde,,,GB,SCT,5,15,GB_SCT_S08000031
2020-03-21,Greater Glasgow & Clyde,,,GB,SCT,5,20,GB_SCT_S08000031
2020-03-22,Greater Glasgow & Clyde,,,GB,SCT,5,25,GB_SCT_S08000031
2020-03-23,Greater Glasgow & Clyde,,,GB,SCT,6,31,GB_SCT_S08000031
2020-03-24,Greater Glasgow & Clyde,,,GB,SCT,8,39,GB_SCT_S08000031
2020-03-25,Greater Glasgow & Clyde,,,GB,SCT,11,50,GB_SCT_S08000031
2020-03-26,Highland,7,7,GB,SCT,5,45,GB_SCT_S08000022
2020-03-27,Highland,6,13,GB,SCT,5,50,GB_SCT_S08000022
2020-03-28,Highland,7,20,GB,SCT,5,55,GB_SCT_S08000022
2020-03-29,Highland,11,31,GB,SCT,5,60,GB_SCT_S08000022
2020-03-30,Highland,8,39,GB,SCT,5,65,GB_SCT_S08000022
2020-03-31,Highland,11,50,GB,SCT,5,70,GB_SCT_S08000022
2020-04-01,Highland,10,60,GB,SCT,5,75,GB_SCT_S08000022
2020-04-02,Highland,16,76,GB,SCT,5,80,GB_SCT_S08000022
2020-04-03,Highland,17,93,GB,SCT,5,85,GB_SCT_S08000022
2020-04-04,Highland,24,117,GB,SCT,5,90,GB_SCT_S08000022
2020-04-05,Highland,35,152,GB,SCT,5,95,GB_SCT_S08000022
2020-04-06,Highland,34,186,GB,SCT,5,100,GB_SCT_S08000022
2020-04-07,Highland,35,221,GB,SCT,6,106,GB_SCT_S08000022
2020-04-08,Highland,34,255,GB,SCT,6,112,GB_SCT_S08000022
2020-04-09,Highland,30,285,GB,SCT,6,118,GB_SCT_S08000022
2020-04-10,Highland,42,327,GB,SCT,7,125,GB_SCT_S08000022
2020-04-11,Highland,39,366,GB,SCT,7,132,GB_SCT_S08000022
2020-04-12,Highland,40,406,GB,SCT,8,140,GB_SCT_S08000022
2020-04-13,Highland,46,452,GB,SCT,6,146,GB_SCT_S08000022
2020-04-14,Highland,43,495,GB,SCT,6,152,GB_SCT_S08000022
2020-04-15,Highland,49,544,GB,SCT,5,157,GB_SCT_S08000022
2020-04-16,Highland,49,593,GB,SCT,6,163,GB_SCT_S08000022
2020-04-17,Highland,49,642,GB,SCT,6,169,GB_SCT_S08000022
2020-04-18,Highland,46,688,GB,SCT,6,175,GB_SCT_S08000022
2020-04-19,Highland,45,733,GB,SCT,6,181,GB_SCT_S08000022
2020-04-20,Highland,46,779,GB,SCT,5,186,GB_SCT_S08000022
2020-04-21,Highland,43,822,GB,SCT,5,191,GB_SCT_S08000022
2020-04-22,Highland,39,861,GB,SCT,5,196,GB_SCT_S08000022
2020-04-23,Highland,39,900,GB,SCT,5,201,GB_SCT_S08000022
2020-04-24,Highland,26,926,GB,SCT,5,206,GB_SCT_S08000022
2020-04-25,Highland,32,958,GB,SCT,5,211,GB_SCT_S08000022
2020-04-26,Highland,33,991,GB,SCT,5,216,GB_SCT_S08000022
2020-04-27,Highland,32,1023,GB,SCT,5,221,GB_SCT_S08000022
2020-04-28,Highland,27,1050,GB,SCT,5,226,GB_SCT_S08000022
2020-04-29,Highland,19,1069,GB,SCT,5,231,GB_SCT_S08000022
2020-04-30,Highland,15,1084,GB,SCT,5,236,GB_SCT_S08000022
2020-05-01,Highland,8,1092,GB,SCT,5,241,GB_SCT_S08000022
2020-05-02,Highland,13,1105,GB,SCT,5,246,GB_SCT_S08000022
2020-05-03,Highland,13,1118,GB,SCT,5,251,GB_SCT_S08000022
2020-05-04,Highland,11,1129,GB,SCT,5,256,GB_SCT_S08000022
2020-05-05,Highland,11,1140,GB,SCT,5,261,GB_SCT_S08000022
2020-05-06,Highland,13,1153,GB,SCT,5,266,GB_SCT_S08000022
2020-05-07,Highland,12,1165,GB,SCT,5,271,GB_SCT_S08000022
2020-05-08,Highland,9,1174,GB,SCT,5,276,GB_SCT_S08000022
2020-05-09,Highland,10,1184,GB,SCT,5,281,GB_SCT_S08000022
2020-05-10,Highland,9,1193,GB,SCT,5,286,GB_SCT_S08000022
2020-05-11,Highland,9,1202,GB,SCT,5,291,GB_SCT_S08000022
2020-05-12,Highland,6,1208,GB,SCT,5,296,GB_SCT_S08000022
2020-05-13,Highland,5,1213,GB,SCT,5,301,GB_SCT_S08000022
2020-05-14,Highland,5,1218,GB,SCT,5,306,GB_SCT_S08000022
2020-05-15,Highland,5,1223,GB,SCT,5,311,GB_SCT_S08000022
2020-05-16,Highland,7,1230,GB,SCT,5,316,GB_SCT_S08000022
2020-05-17,Highland,6,1236,GB,SCT,5,321,GB_SCT_S08000022
2020-05-18,Highland,6,1242,GB,SCT,5,326,GB_SCT_S08000022
2020-05-19,Highland,5,1247,GB,SCT,5,331,GB_SCT_S08000022
2020-05-20,Highland,13,1260,GB,SCT,5,336,GB_SCT_S08000022
2020-05-21,Highland,12,1272,GB,SCT,5,341,GB_SCT_S08000022
2020-05-22,Highland,12,1284,GB,SCT,5,346,GB_SCT_S08000022
2020-05-23,Highland,10,1294,GB,SCT,5,351,GB_SCT_S08000022
2020-05-24,Highland,10,1304,GB,SCT,5,356,GB_SCT_S08000022
2020-05-25,Highland,10,1314,GB,SCT,5,361,GB_SCT_S08000022
2020-05-26,Highland,8,1322,GB,SCT,5,366,GB_SCT_S08000022
2020-05-27,Highland,9,1331,GB,SCT,5,371,GB_SCT_S08000022
2020-05-28,Highland,9,1340,GB,SCT,5,376,GB_SCT_S08000022
2020-05-29,Highland,11,1351,GB,SCT,5,381,GB_SCT_S08000022
2020-05-30,Highland,9,1360,GB,SCT,5,386,GB_SCT_S08000022
2020-05-31,Highland,9,1369,GB,SCT,5,391,GB_SCT_S08000022
2020-06-01,Highland,9,1378,GB,SCT,5,396,GB_SCT_S08000022
2020-06-02,Highland,10,1388,GB,SCT,5,401,GB_SCT_S08000022
2020-06-03,Highland,9,1397,GB,SCT,5,406,GB_SCT_S08000022
2020-06-04,Highland,8,1405,GB,SCT,5,411,GB_SCT_S08000022
2020-06-05,Highland,6,1411,GB,SCT,5,416,GB_SCT_S08000022
2020-06-06,Highland,6,1417,GB,SCT,5,421,GB_SCT_S08000022
2020-06-07,Highland,6,1423,GB,SCT,5,426,GB_SCT_S08000022
2020-06-08,Highland,7,1430,GB,SCT,5,431,GB_SCT_S08000022
2020-06-09,Highland,8,1438,GB,SCT,5,436,GB_SCT_S08000022
2020-06-10,Highland,9,1447,GB,SCT,5,441,GB_SCT_S08000022
2020-06-11,Highland,7,1454,GB,SCT,5,446,GB_SCT_S08000022
2020-06-12,Highland,7,1461,GB,SCT,5,451,GB_SCT_S08000022
2020-06-13,Highland,7,1468,GB,SCT,5,456,GB_SCT_S08000022
2020-06-14,Highland,7,1475,GB,SCT,5,461,GB_SCT_S08000022
2020-06-15,Highland,7,1482,GB,SCT,5,466,GB_SCT_S08000022
2020-06-16,Highland,7,1489,GB,SCT,5,471,GB_SCT_S08000022
2020-06-17,Highland,5,1494,GB,SCT,5,476,GB_SCT_S08000022
2020-06-18,Highland,5,1499,GB,SCT,5,481,GB_SCT_S08000022
2020-06-19,Highland,6,1505,GB,SCT,5,486,GB_SCT_S08000022
2020-06-20,Highland,7,1512,GB,SCT,5,491,GB_SCT_S08000022
2020-06-21,Highland,7,1519,GB,SCT,5,496,GB_SCT_S08000022
2020-06-22,Highland,7,1526,GB,SCT,5,501,GB_SCT_S08000022
2020-06-23,Highland,7,1533,GB,SCT,5,506,GB_SCT_S08000022
2020-06-24,Highland,7,1540,GB,SCT,5,511,GB_SCT_S08000022
2020-03-18,Highland,,,GB,SCT,5,5,GB_SCT_S08000022
2020-03-19,Highland,,,GB,SCT,5,10,GB_SCT_S08000022
2020-03-20,Highland,,,GB,SCT,5,15,GB_SCT_S08000022
2020-03-21,Highland,,,GB,SCT,5,20,GB_SCT_S08000022
2020-03-22,Highland,,,GB,SCT,5,25,GB_SCT_S08000022
2020-03-23,Highland,,,GB,SCT,5,30,GB_SCT_S08000022
2020-03-24,Highland,,,GB,SCT,5,35,GB_SCT_S08000022
2020-03-25,Highland,,,GB,SCT,5,40,GB_SCT_S08000022
2020-03-27,Lanarkshire,41,41,GB,SCT,9,63,GB_SCT_S08000032
2020-03-28,Lanarkshire,62,103,GB,SCT,11,74,GB_SCT_S08000032
2020-03-29,Lanarkshire,71,174,GB,SCT,17,91,GB_SCT_S08000032
2020-03-30,Lanarkshire,83,257,GB,SCT,18,109,GB_SCT_S08000032
2020-03-31,Lanarkshire,89,346,GB,SCT,22,131,GB_SCT_S08000032
2020-04-01,Lanarkshire,101,447,GB,SCT,26,157,GB_SCT_S08000032
2020-04-02,Lanarkshire,115,562,GB,SCT,28,185,GB_SCT_S08000032
2020-04-03,Lanarkshire,113,675,GB,SCT,28,213,GB_SCT_S08000032
2020-04-04,Lanarkshire,133,808,GB,SCT,31,244,GB_SCT_S08000032
2020-04-05,Lanarkshire,151,959,GB,SCT,31,275,GB_SCT_S08000032
2020-04-06,Lanarkshire,151,1110,GB,SCT,34,309,GB_SCT_S08000032
2020-04-07,Lanarkshire,168,1278,GB,SCT,30,339,GB_SCT_S08000032
2020-04-08,Lanarkshire,176,1454,GB,SCT,28,367,GB_SCT_S08000032
2020-04-09,Lanarkshire,188,1642,GB,SCT,31,398,GB_SCT_S08000032
2020-04-10,Lanarkshire,196,1838,GB,SCT,27,425,GB_SCT_S08000032
2020-04-11,Lanarkshire,181,2019,GB,SCT,30,455,GB_SCT_S08000032
2020-04-12,Lanarkshire,187,2206,GB,SCT,29,484,GB_SCT_S08000032
2020-04-13,Lanarkshire,189,2395,GB,SCT,30,514,GB_SCT_S08000032
2020-04-14,Lanarkshire,187,2582,GB,SCT,27,541,GB_SCT_S08000032
2020-04-15,Lanarkshire,167,2749,GB,SCT,29,570,GB_SCT_S08000032
2020-04-16,Lanarkshire,154,2903,GB,SCT,30,600,GB_SCT_S08000032
2020-04-17,Lanarkshire,179,3082,GB,SCT,29,629,GB_SCT_S08000032
2020-04-18,Lanarkshire,173,3255,GB,SCT,27,656,GB_SCT_S08000032
2020-04-19,Lanarkshire,180,3435,GB,SCT,27,683,GB_SCT_S08000032
2020-04-20,Lanarkshire,169,3604,GB,SCT,24,707,GB_SCT_S08000032
2020-04-21,Lanarkshire,163,3767,GB,SCT,22,729,GB_SCT_S08000032
2020-04-22,Lanarkshire,161,3928,GB,SCT,22,751,GB_SCT_S08000032
2020-04-23,Lanarkshire,167,4095,GB,SCT,19,770,GB_SCT_S08000032
2020-04-24,Lanarkshire,163,4258,GB,SCT,17,787,GB_SCT_S08000032
2020-04-25,Lanarkshire,158,4416,GB,SCT,18,805,GB_SCT_S08000032
2020-04-26,Lanarkshire,158,4574,GB,SCT,16,821,GB_SCT_S08000032
2020-04-27,Lanarkshire,167,4741,GB,SCT,17,838,GB_SCT_S08000032
2020-04-28,Lanarkshire,174,4915,GB,SCT,13,851,GB_SCT_S08000032
2020-04-29,Lanarkshire,170,5085,GB,SCT,12,863,GB_SCT_S08000032
2020-04-30,Lanarkshire,163,5248,GB,SCT,8,871,GB_SCT_S08000032
2020-05-01,Lanarkshire,160,5408,GB,SCT,8,879,GB_SCT_S08000032
2020-05-02,Lanarkshire,152,5560,GB,SCT,9,888,GB_SCT_S08000032
2020-05-03,Lanarkshire,147,5707,GB,SCT,8,896,GB_SCT_S08000032
2020-05-04,Lanarkshire,150,5857,GB,SCT,7,903,GB_SCT_S08000032
2020-05-05,Lanarkshire,144,6001,GB,SCT,10,913,GB_SCT_S08000032
2020-05-06,Lanarkshire,136,6137,GB,SCT,5,918,GB_SCT_S08000032
2020-05-07,Lanarkshire,135,6272,GB,SCT,7,925,GB_SCT_S08000032
2020-05-08,Lanarkshire,125,6397,GB,SCT,6,931,GB_SCT_S08000032
2020-05-09,Lanarkshire,120,6517,GB,SCT,8,939,GB_SCT_S08000032
2020-05-10,Lanarkshire,113,6630,GB,SCT,7,946,GB_SCT_S08000032
2020-05-11,Lanarkshire,117,6747,GB,SCT,9,955,GB_SCT_S08000032
2020-05-12,Lanarkshire,114,6861,GB,SCT,9,964,GB_SCT_S08000032
2020-05-13,Lanarkshire,106,6967,GB,SCT,6,970,GB_SCT_S08000032
2020-05-14,Lanarkshire,122,7089,GB,SCT,7,977,GB_SCT_S08000032
2020-05-15,Lanarkshire,113,7202,GB,SCT,12,989,GB_SCT_S08000032
2020-05-16,Lanarkshire,107,7309,GB,SCT,10,999,GB_SCT_S08000032
2020-05-17,Lanarkshire,107,7416,GB,SCT,11,1010,GB_SCT_S08000032
2020-05-18,Lanarkshire,103,7519,GB,SCT,10,1020,GB_SCT_S08000032
2020-05-19,Lanarkshire,95,7614,GB,SCT,7,1027,GB_SCT_S08000032
2020-05-20,Lanarkshire,91,7705,GB,SCT,8,1035,GB_SCT_S08000032
2020-05-21,Lanarkshire,95,7800,GB,SCT,8,1043,GB_SCT_S08000032
2020-05-22,Lanarkshire,90,7890,GB,SCT,8,1051,GB_SCT_S08000032
2020-05-23,Lanarkshire,86,7976,GB,SCT,6,1057,GB_SCT_S08000032
2020-05-24,Lanarkshire,83,8059,GB,SCT,6,1063,GB_SCT_S08000032
2020-05-25,Lanarkshire,82,8141,GB,SCT,6,1069,GB_SCT_S08000032
2020-05-26,Lanarkshire,83,8224,GB,SCT,6,1075,GB_SCT_S08000032
2020-05-27,Lanarkshire,78,8302,GB,SCT,5,1080,GB_SCT_S08000032
2020-05-28,Lanarkshire,76,8378,GB,SCT,9,1089,GB_SCT_S08000032
2020-05-29,Lanarkshire,77,8455,GB,SCT,8,1097,GB_SCT_S08000032
2020-05-30,Lanarkshire,69,8524,GB,SCT,8,1105,GB_SCT_S08000032
2020-05-31,Lanarkshire,71,8595,GB,SCT,8,1113,GB_SCT_S08000032
2020-06-01,Lanarkshire,68,8663,GB,SCT,8,1121,GB_SCT_S08000032
2020-06-02,Lanarkshire,66,8729,GB,SCT,7,1128,GB_SCT_S08000032
2020-06-03,Lanarkshire,66,8795,GB,SCT,6,1134,GB_SCT_S08000032
2020-06-04,Lanarkshire,62,8857,GB,SCT,6,1140,GB_SCT_S08000032
2020-06-05,Lanarkshire,65,8922,GB,SCT,6,1146,GB_SCT_S08000032
2020-06-06,Lanarkshire,59,8981,GB,SCT,6,1152,GB_SCT_S08000032
2020-06-07,Lanarkshire,58,9039,GB,SCT,6,1158,GB_SCT_S08000032
2020-06-08,Lanarkshire,57,9096,GB,SCT,6,1164,GB_SCT_S08000032
2020-06-09,Lanarkshire,56,9152,GB,SCT,6,1170,GB_SCT_S08000032
2020-06-10,Lanarkshire,55,9207,GB,SCT,6,1176,GB_SCT_S08000032
2020-06-11,Lanarkshire,52,9259,GB,SCT,6,1182,GB_SCT_S08000032
2020-06-12,Lanarkshire,51,9310,GB,SCT,6,1188,GB_SCT_S08000032
2020-06-13,Lanarkshire,50,9360,GB,SCT,6,1194,GB_SCT_S08000032
2020-06-14,Lanarkshire,49,9409,GB,SCT,6,1200,GB_SCT_S08000032
2020-06-15,Lanarkshire,49,9458,GB,SCT,6,1206,GB_SCT_S08000032
2020-06-16,Lanarkshire,44,9502,GB,SCT,6,1212,GB_SCT_S08000032
2020-06-17,Lanarkshire,38,9540,GB,SCT,6,1218,GB_SCT_S08000032
2020-06-18,Lanarkshire,43,9583,GB,SCT,5,1223,GB_SCT_S08000032
2020-06-19,Lanarkshire,39,9622,GB,SCT,5,1228,GB_SCT_S08000032
2020-06-20,Lanarkshire,39,9661,GB,SCT,5,1233,GB_SCT_S08000032
2020-06-21,Lanarkshire,40,9701,GB,SCT,5,1238,GB_SCT_S08000032
2020-06-22,Lanarkshire,39,9740,GB,SCT,5,1243,GB_SCT_S08000032
2020-06-23,Lanarkshire,37,9777,GB,SCT,5,1248,GB_SCT_S08000032
2020-06-24,Lanarkshire,31,9808,GB,SCT,6,1254,GB_SCT_S08000032
2020-03-18,Lanarkshire,,,GB,SCT,5,5,GB_SCT_S08000032
2020-03-19,Lanarkshire,,,GB,SCT,5,10,GB_SCT_S08000032
2020-03-20,Lanarkshire,,,GB,SCT,5,15,GB_SCT_S08000032
2020-03-21,Lanarkshire,,,GB,SCT,5,20,GB_SCT_S08000032
2020-03-22,Lanarkshire,,,GB,SCT,5,25,GB_SCT_S08000032
2020-03-23,Lanarkshire,,,GB,SCT,5,30,GB_SCT_S08000032
2020-03-24,Lanarkshire,,,GB,SCT,5,35,GB_SCT_S08000032
2020-03-25,Lanarkshire,,,GB,SCT,8,43,GB_SCT_S08000032
2020-03-26,Lanarkshire,,,GB,SCT,11,54,GB_SCT_S08000032
2020-03-26,Lothian,66,66,GB,SCT,12,79,GB_SCT_S08000024
2020-03-27,Lothian,73,139,GB,SCT,15,94,GB_SCT_S08000024
2020-03-28,Lothian,83,222,GB,SCT,17,111,GB_SCT_S08000024
2020-03-29,Lothian,88,310,GB,SCT,24,135,GB_SCT_S08000024
2020-03-30,Lothian,99,409,GB,SCT,29,164,GB_SCT_S08000024
2020-03-31,Lothian,107,516,GB,SCT,32,196,GB_SCT_S08000024
2020-04-01,Lothian,118,634,GB,SCT,33,229,GB_SCT_S08000024
2020-04-02,Lothian,128,762,GB,SCT,35,264,GB_SCT_S08000024
2020-04-03,Lothian,149,911,GB,SCT,36,300,GB_SCT_S08000024
2020-04-04,Lothian,158,1069,GB,SCT,41,341,GB_SCT_S08000024
2020-04-05,Lothian,166,1235,GB,SCT,46,387,GB_SCT_S08000024
2020-04-06,Lothian,183,1418,GB,SCT,40,427,GB_SCT_S08000024
2020-04-07,Lothian,179,1597,GB,SCT,41,468,GB_SCT_S08000024
2020-04-08,Lothian,204,1801,GB,SCT,41,509,GB_SCT_S08000024
2020-04-09,Lothian,204,2005,GB,SCT,39,548,GB_SCT_S08000024
2020-04-10,Lothian,205,2210,GB,SCT,40,588,GB_SCT_S08000024
2020-04-11,Lothian,200,2410,GB,SCT,36,624,GB_SCT_S08000024
2020-04-12,Lothian,201,2611,GB,SCT,35,659,GB_SCT_S08000024
2020-04-13,Lothian,204,2815,GB,SCT,36,695,GB_SCT_S08000024
2020-04-14,Lothian,221,3036,GB,SCT,33,728,GB_SCT_S08000024
2020-04-15,Lothian,221,3257,GB,SCT,28,756,GB_SCT_S08000024
2020-04-16,Lothian,217,3474,GB,SCT,28,784,GB_SCT_S08000024
2020-04-17,Lothian,229,3703,GB,SCT,30,814,GB_SCT_S08000024
2020-04-18,Lothian,236,3939,GB,SCT,28,842,GB_SCT_S08000024
2020-04-19,Lothian,228,4167,GB,SCT,29,871,GB_SCT_S08000024
2020-04-20,Lothian,224,4391,GB,SCT,27,898,GB_SCT_S08000024
2020-04-21,Lothian,234,4625,GB,SCT,29,927,GB_SCT_S08000024
2020-04-22,Lothian,241,4866,GB,SCT,29,956,GB_SCT_S08000024
2020-04-23,Lothian,230,5096,GB,SCT,27,983,GB_SCT_S08000024
2020-04-24,Lothian,230,5326,GB,SCT,26,1009,GB_SCT_S08000024
2020-04-25,Lothian,234,5560,GB,SCT,25,1034,GB_SCT_S08000024
2020-04-26,Lothian,227,5787,GB,SCT,24,1058,GB_SCT_S08000024
2020-04-27,Lothian,227,6014,GB,SCT,24,1082,GB_SCT_S08000024
2020-04-28,Lothian,213,6227,GB,SCT,21,1103,GB_SCT_S08000024
2020-04-29,Lothian,209,6436,GB,SCT,17,1120,GB_SCT_S08000024
2020-04-30,Lothian,203,6639,GB,SCT,16,1136,GB_SCT_S08000024
2020-05-01,Lothian,200,6839,GB,SCT,16,1152,GB_SCT_S08000024
2020-05-02,Lothian,197,7036,GB,SCT,15,1167,GB_SCT_S08000024
2020-05-03,Lothian,194,7230,GB,SCT,12,1179,GB_SCT_S08000024
2020-05-04,Lothian,200,7430,GB,SCT,14,1193,GB_SCT_S08000024
2020-05-05,Lothian,197,7627,GB,SCT,18,1211,GB_SCT_S08000024
2020-05-06,Lothian,197,7824,GB,SCT,18,1229,GB_SCT_S08000024
2020-05-07,Lothian,202,8026,GB,SCT,12,1241,GB_SCT_S08000024
2020-05-08,Lothian,195,8221,GB,SCT,13,1254,GB_SCT_S08000024
2020-05-09,Lothian,197,8418,GB,SCT,20,1274,GB_SCT_S08000024
2020-05-10,Lothian,200,8618,GB,SCT,11,1285,GB_SCT_S08000024
2020-05-11,Lothian,202,8820,GB,SCT,8,1293,GB_SCT_S08000024
2020-05-12,Lothian,208,9028,GB,SCT,10,1303,GB_SCT_S08000024
2020-05-13,Lothian,206,9234,GB,SCT,6,1309,GB_SCT_S08000024
2020-05-14,Lothian,203,9437,GB,SCT,10,1319,GB_SCT_S08000024
2020-05-15,Lothian,200,9637,GB,SCT,12,1331,GB_SCT_S08000024
2020-05-16,Lothian,193,9830,GB,SCT,11,1342,GB_SCT_S08000024
2020-05-17,Lothian,192,10022,GB,SCT,7,1349,GB_SCT_S08000024
2020-05-18,Lothian,192,10214,GB,SCT,10,1359,GB_SCT_S08000024
2020-05-19,Lothian,187,10401,GB,SCT,7,1366,GB_SCT_S08000024
2020-05-20,Lothian,183,10584,GB,SCT,8,1374,GB_SCT_S08000024
2020-05-21,Lothian,180,10764,GB,SCT,12,1386,GB_SCT_S08000024
2020-05-22,Lothian,174,10938,GB,SCT,9,1395,GB_SCT_S08000024
2020-05-23,Lothian,162,11100,GB,SCT,10,1405,GB_SCT_S08000024
2020-05-24,Lothian,165,11265,GB,SCT,8,1413,GB_SCT_S08000024
2020-05-25,Lothian,168,11433,GB,SCT,9,1422,GB_SCT_S08000024
2020-05-26,Lothian,169,11602,GB,SCT,5,1427,GB_SCT_S08000024
2020-05-27,Lothian,164,11766,GB,SCT,12,1439,GB_SCT_S08000024
2020-05-28,Lothian,167,11933,GB,SCT,8,1447,GB_SCT_S08000024
2020-05-29,Lothian,160,12093,GB,SCT,9,1456,GB_SCT_S08000024
2020-05-30,Lothian,155,12248,GB,SCT,9,1465,GB_SCT_S08000024
2020-05-31,Lothian,156,12404,GB,SCT,9,1474,GB_SCT_S08000024
2020-06-01,Lothian,156,12560,GB,SCT,5,1479,GB_SCT_S08000024
2020-06-02,Lothian,150,12710,GB,SCT,5,1484,GB_SCT_S08000024
2020-06-03,Lothian,144,12854,GB,SCT,9,1493,GB_SCT_S08000024
2020-06-04,Lothian,145,12999,GB,SCT,5,1498,GB_SCT_S08000024
2020-06-05,Lothian,143,13142,GB,SCT,5,1503,GB_SCT_S08000024
2020-06-06,Lothian,143,13285,GB,SCT,5,1508,GB_SCT_S08000024
2020-06-07,Lothian,146,13431,GB,SCT,7,1515,GB_SCT_S08000024
2020-06-08,Lothian,145,13576,GB,SCT,6,1521,GB_SCT_S08000024
2020-06-09,Lothian,145,13721,GB,SCT,6,1527,GB_SCT_S08000024
2020-06-10,Lothian,142,13863,GB,SCT,5,1532,GB_SCT_S08000024
2020-06-11,Lothian,141,14004,GB,SCT,5,1537,GB_SCT_S08000024
2020-06-12,Lothian,138,14142,GB,SCT,8,1545,GB_SCT_S08000024
2020-06-13,Lothian,135,14277,GB,SCT,6,1551,GB_SCT_S08000024
2020-06-14,Lothian,134,14411,GB,SCT,5,1556,GB_SCT_S08000024
2020-06-15,Lothian,131,14542,GB,SCT,5,1561,GB_SCT_S08000024
2020-06-16,Lothian,131,14673,GB,SCT,6,1567,GB_SCT_S08000024
2020-06-17,Lothian,130,14803,GB,SCT,6,1573,GB_SCT_S08000024
2020-06-18,Lothian,128,14931,GB,SCT,5,1578,GB_SCT_S08000024
2020-06-19,Lothian,121,15052,GB,SCT,5,1583,GB_SCT_S08000024
2020-06-20,Lothian,123,15175,GB,SCT,6,1589,GB_SCT_S08000024
2020-06-21,Lothian,128,15303,GB,SCT,7,1596,GB_SCT_S08000024
2020-06-22,Lothian,127,15430,GB,SCT,6,1602,GB_SCT_S08000024
2020-06-23,Lothian,123,15553,GB,SCT,10,1612,GB_SCT_S08000024
2020-06-24,Lothian,118,15671,GB,SCT,7,1619,GB_SCT_S08000024
2020-03-18,Lothian,,,GB,SCT,5,5,GB_SCT_S08000024
2020-03-19,Lothian,,,GB,SCT,5,10,GB_SCT_S08000024
2020-03-20,Lothian,,,GB,SCT,6,16,GB_SCT_S08000024
2020-03-21,Lothian,,,GB,SCT,9,25,GB_SCT_S08000024
2020-03-22,Lothian,,,GB,SCT,7,32,GB_SCT_S08000024
2020-03-23,Lothian,,,GB,SCT,7,39,GB_SCT_S08000024
2020-03-24,Lothian,,,GB,SCT,14,53,GB_SCT_S08000024
2020-03-25,Lothian,,,GB,SCT,14,67,GB_SCT_S08000024
2020-03-26,Orkney,118,118,GB,SCT,7,63,GB_SCT_S08000025
2020-03-27,Orkney,118,236,GB,SCT,7,70,GB_SCT_S08000025
2020-03-28,Orkney,118,354,GB,SCT,7,77,GB_SCT_S08000025
2020-03-29,Orkney,118,472,GB,SCT,7,84,GB_SCT_S08000025
2020-03-30,Orkney,118,590,GB,SCT,7,91,GB_SCT_S08000025
2020-03-31,Orkney,118,708,GB,SCT,7,98,GB_SCT_S08000025
2020-04-01,Orkney,118,826,GB,SCT,7,105,GB_SCT_S08000025
2020-04-02,Orkney,118,944,GB,SCT,7,112,GB_SCT_S08000025
2020-04-03,Orkney,118,1062,GB,SCT,7,119,GB_SCT_S08000025
2020-04-04,Orkney,118,1180,GB,SCT,7,126,GB_SCT_S08000025
2020-04-05,Orkney,118,1298,GB,SCT,7,133,GB_SCT_S08000025
2020-04-06,Orkney,118,1416,GB,SCT,7,140,GB_SCT_S08000025
2020-04-07,Orkney,118,1534,GB,SCT,7,147,GB_SCT_S08000025
