date,match_string,total_hospitalized_symptomatic,current_intensive_care,current_hospitalized,total_quarantined,current_confirmed,new_current_confirmed,new_confirmed,total_recovered,total_deceased,total_confirmed,total_tested,cases_tested?,country_code,key,new_hospitalized_symptomatic,new_quarantined,new_recovered,new_deceased,new_tested,total_current_confirmed
2020-04-08,Emilia-Romagna,3769,361,4130,8980,13110,62,409,2890,2234,18234,78367,,IT,IT_45,19,48,293,54,3176,13092
2020-04-09,Emilia-Romagna,3722,355,4077,9181,13258,148,443,3103,2316,18677,81715,,IT,IT_45,-47,201,213,82,3348,13240
2020-04-10,Emilia-Romagna,3596,349,3945,9405,13350,92,451,3381,2397,19128,85884,,IT,IT_45,-126,224,278,81,4169,13332
2020-04-11,Emilia-Romagna,3530,341,3871,9624,13495,145,507,3659,2481,19635,91759,,IT,IT_45,-66,219,278,84,5875,13477
2020-04-12,Emilia-Romagna,3491,335,3826,9846,13672,177,463,3862,2564,20098,96704,,IT,IT_45,-39,222,203,83,4945,13654
2020-04-13,Emilia-Romagna,3490,331,3821,9997,13818,146,342,4007,2615,20440,99047,,IT,IT_45,-1,151,145,51,2343,13800
2020-04-14,Emilia-Romagna,3473,328,3801,9977,13778,-40,312,4269,2705,20752,101896,,IT,IT_45,-17,-20,262,90,2849,13760
2020-04-15,Emilia-Romagna,3388,325,3713,9864,13577,-201,277,4664,2788,21029,106149,,IT,IT_45,-85,-113,395,83,4253,13559
2020-04-16,Emilia-Romagna,3360,316,3676,9987,13663,86,457,4980,2843,21486,112105,,IT,IT_45,-28,123,316,55,5956,13645
2020-04-17,Emilia-Romagna,3330,309,3639,9946,13585,-78,348,5346,2903,21834,116826,,IT,IT_45,-30,-41,366,60,4721,13567
2020-04-18,Emilia-Romagna,3234,296,3530,10054,13584,-1,350,5635,2965,22184,121220,,IT,IT_45,-96,108,289,62,4394,13566
2020-04-19,Emilia-Romagna,3166,289,3455,10097,13552,-32,376,5985,3023,22560,124916,88776,IT,IT_45,-68,43,350,58,3696,13534
2020-04-20,Emilia-Romagna,3144,283,3427,10095,13522,-30,307,6266,3079,22867,129530,90894,IT,IT_45,-22,-2,281,56,4614,13504
2020-04-21,Emilia-Romagna,3045,282,3327,9917,13244,-278,225,6701,3147,23092,134878,93367,IT,IT_45,-99,-178,435,68,5348,13226
2020-04-22,Emilia-Romagna,2964,282,3246,9838,13084,-160,342,7146,3204,23434,140874,96824,IT,IT_45,-81,-79,445,57,5996,13066
2020-04-23,Emilia-Romagna,2889,266,3155,9690,12845,-239,289,7609,3269,23723,146146,99714,IT,IT_45,-75,-148,463,65,5272,12827
2020-04-24,Emilia-Romagna,2807,264,3071,9438,12509,-336,247,8158,3303,23970,151505,102495,IT,IT_45,-82,-252,549,34,5359,12491
2020-04-25,Emilia-Romagna,2718,246,2964,9383,12347,-162,239,8515,3347,24209,156883,105628,IT,IT_45,-89,-55,357,44,5378,12329
2020-04-26,Emilia-Romagna,2695,245,2940,9401,12341,-6,241,8723,3386,24450,161928,109192,IT,IT_45,-23,18,208,39,5045,12323
2020-04-27,Emilia-Romagna,2640,247,2887,9338,12225,-116,212,9006,3431,24662,164979,111041,IT,IT_45,-55,-63,283,45,3051,12207
2020-04-28,Emilia-Romagna,2574,228,2802,9201,12003,-222,252,9439,3472,24914,172589,116624,IT,IT_45,-66,-137,433,41,7610,11985
2020-04-29,Emilia-Romagna,2527,226,2753,9109,11862,-141,263,9803,3512,25177,176865,118881,IT,IT_45,-47,-92,364,40,4276,11844
2020-04-30,Emilia-Romagna,2146,206,2352,7211,9563,-2299,259,12322,3551,25436,182857,122430,IT,IT_45,-381,-1898,2519,39,5992,9545
2020-05-01,Emilia-Romagna,2112,197,2309,7175,9484,-79,208,12581,3579,25644,188264,125636,IT,IT_45,-34,-36,259,28,5407,9466
2020-05-02,Emilia-Romagna,2033,196,2229,7094,9323,-161,206,12913,3614,25850,192135,128005,IT,IT_45,-79,-81,332,35,3871,9305
2020-05-03,Emilia-Romagna,1997,197,2194,6851,9045,-278,166,13329,3642,26016,197075,131047,IT,IT_45,-36,-243,416,28,4940,9027
2020-05-04,Emilia-Romagna,1968,199,2167,6817,8984,-61,159,13525,3666,26175,200427,133329,IT,IT_45,-29,-34,196,24,3352,8966
2020-05-05,Emilia-Romagna,1917,191,2108,6573,8681,-303,100,13889,3705,26275,206166,136310,IT,IT_45,-51,-244,364,39,5739,8663
2020-05-06,Emilia-Romagna,1816,176,1992,6399,8391,-290,104,14251,3737,26379,211652,138871,IT,IT_45,-101,-174,362,32,5486,8373
2020-05-07,Emilia-Romagna,1726,173,1899,6112,8011,-380,108,14710,3766,26487,217039,141468,IT,IT_45,-90,-287,459,29,5387,7993
2020-05-08,Emilia-Romagna,1680,163,1843,5887,7730,-281,111,15071,3797,26598,221866,144009,IT,IT_45,-46,-225,361,31,4827,7712
2020-05-09,Emilia-Romagna,1604,155,1759,5642,7401,-329,121,15491,3827,26719,227366,146642,IT,IT_45,-76,-245,420,30,5500,7383
2020-05-10,Emilia-Romagna,1562,150,1712,5479,7191,-210,77,15760,3845,26796,231637,149276,IT,IT_45,-42,-163,269,18,4271,7173
2020-05-11,Emilia-Romagna,1537,141,1678,5362,7040,-151,80,15969,3867,26876,234619,151040,IT,IT_45,-25,-117,209,22,2982,7022
2020-05-12,Emilia-Romagna,1384,136,1520,5281,6801,-239,53,16243,3885,26929,239178,153074,IT,IT_45,-153,-81,274,18,4559,6783
2020-05-13,Emilia-Romagna,1165,123,1288,5214,6502,-299,50,16572,3905,26979,243883,155476,IT,IT_45,-219,-67,329,20,4705,6484
2020-05-14,Emilia-Romagna,861,122,983,5318,6301,-201,77,16825,3930,27056,248591,158371,IT,IT_45,-304,104,253,25,4708,6283
2020-05-15,Emilia-Romagna,763,114,877,5124,6001,-300,54,17166,3943,27110,253497,160622,IT,IT_45,-98,-194,341,13,4906,5983
2020-05-16,Emilia-Romagna,740,112,852,5000,5852,-149,72,17370,3960,27182,258274,163067,IT,IT_45,-23,-124,204,17,4777,5834
2020-05-17,Emilia-Romagna,721,111,832,4824,5656,-196,50,17603,3973,27232,261106,163117,IT,IT_45,-19,-176,233,13,2832,5638
2020-05-18,Emilia-Romagna,708,105,813,4712,5525,-131,35,17756,3986,27267,263888,166240,IT,IT_45,-13,-112,153,13,2782,5507
2020-05-19,Emilia-Romagna,670,99,769,4561,5330,-195,47,17987,3997,27314,268200,168367,IT,IT_45,-38,-151,231,11,4312,5312
2020-05-20,Emilia-Romagna,626,96,722,4376,5098,-232,50,18258,4008,27364,274362,171903,IT,IT_45,-44,-185,271,11,6162,5080
2020-05-21,Emilia-Romagna,592,92,684,4242,4926,-172,53,18466,4025,27417,278917,174485,IT,IT_45,-34,-134,208,17,4555,4908
2020-05-22,Emilia-Romagna,552,89,641,4089,4730,-196,53,18703,4037,27470,282857,176464,IT,IT_45,-40,-153,237,12,3940,4712
2020-05-23,Emilia-Romagna,524,84,608,3962,4570,-160,43,18896,4047,27513,287382,179022,IT,IT_45,-28,-127,193,10,4525,4552
2020-05-24,Emilia-Romagna,519,83,602,3855,4457,-113,45,19046,4055,27558,291876,182002,IT,IT_45,-5,-107,150,8,4494,4439
2020-05-25,Emilia-Romagna,514,82,596,3763,4359,-98,29,19160,4068,27587,294181,183187,IT,IT_45,-5,-92,114,13,2305,4341
2020-05-26,Emilia-Romagna,493,80,573,3573,4146,-213,24,19389,4076,27611,297854,185125,IT,IT_45,-21,-190,229,8,3673,4128
2020-05-27,Emilia-Romagna,459,78,537,3461,3998,-148,16,19546,4083,27627,301568,186933,IT,IT_45,-34,-112,157,7,3714,3980
2020-05-28,Emilia-Romagna,449,77,526,3224,3750,-248,74,19857,4094,27701,310696,191112,IT,IT_45,-10,-237,311,11,9128,3732
2020-05-29,Emilia-Romagna,429,76,505,3059,3564,-186,38,20073,4102,27739,316909,193318,IT,IT_45,-20,-165,216,8,6213,3546
2020-05-30,Emilia-Romagna,398,65,463,2816,3279,-285,20,20373,4107,27759,321373,195492,IT,IT_45,-31,-243,300,5,4464,3261
2020-05-31,Emilia-Romagna,393,57,450,2713,3163,-116,31,20513,4114,27790,325482,197423,IT,IT_45,-5,-103,140,7,4109,3145
2020-06-01,Emilia-Romagna,383,54,437,2631,3068,-95,19,20617,4124,27809,329358,198884,IT,IT_45,-10,-82,104,10,3876,3050
2020-06-02,Emilia-Romagna,358,50,408,2504,2912,-156,19,20780,4136,27828,333629,201267,IT,IT_45,-25,-127,163,12,4271,2894
2020-06-03,Emilia-Romagna,342,50,392,2447,2839,-73,14,20856,4147,27842,336630,202506,IT,IT_45,-16,-57,76,11,3001,2821
2020-06-04,Emilia-Romagna,320,49,369,2319,2688,-151,18,21018,4154,27860,341710,204614,IT,IT_45,-22,-128,162,7,5080,2670
2020-06-05,Emilia-Romagna,281,38,319,2193,2512,-176,17,21198,4167,27877,347146,207533,IT,IT_45,-39,-126,180,13,5436,2494
2020-06-06,Emilia-Romagna,256,35,291,2125,2416,-96,17,21307,4171,27894,351146,210719,IT,IT_45,-25,-68,109,4,4000,2398
2020-06-07,Emilia-Romagna,245,32,277,2051,2328,-88,14,21405,4175,27908,355952,213979,IT,IT_45,-11,-74,98,4,4806,2310
2020-06-08,Emilia-Romagna,239,31,270,2012,2282,-46,20,21467,4179,27928,360962,215416,IT,IT_45,-6,-39,62,4,5010,2264
2020-06-09,Emilia-Romagna,226,31,257,1899,2156,-126,18,21605,4185,27946,367485,218890,IT,IT_45,-13,-113,138,6,6523,2138
2020-06-10,Emilia-Romagna,228,25,253,1808,2061,-95,24,21717,4192,27970,375278,223413,IT,IT_45,2,-91,112,7,7793,2043
2020-06-11,Emilia-Romagna,216,18,234,1766,2000,-61,25,21803,4192,27995,385220,227500,IT,IT_45,-12,-42,86,0,9942,1982
2020-06-12,Emilia-Romagna,200,17,217,1600,1817,-183,33,22015,4196,28028,393539,231752,IT,IT_45,-16,-166,212,4,8319,1799
2020-06-13,Emilia-Romagna,192,15,207,1520,1727,-90,28,22130,4199,28056,400902,237236,IT,IT_45,-8,-80,115,3,7363,1709
2020-06-14,Emilia-Romagna,192,14,206,1431,1637,-90,17,22232,4204,28073,407039,241833,IT,IT_45,0,-89,102,5,6137,1619
2020-06-15,Emilia-Romagna,188,13,201,1299,1500,-137,11,22377,4207,28084,410984,244630,IT,IT_45,-4,-132,145,3,3945,1482
2020-06-16,Emilia-Romagna,180,11,191,1214,1405,-95,13,22483,4209,28097,417184,247911,IT,IT_45,-8,-85,106,2,6200,1387
2020-06-17,Emilia-Romagna,173,11,184,1161,1345,-60,14,22551,4215,28111,426730,252139,IT,IT_45,-7,-53,68,6,9546,1327
2020-06-18,Emilia-Romagna,159,11,170,1111,1281,-64,32,22643,4219,28143,435351,256490,IT,IT_45,-14,-50,92,4,8621,1263
2020-06-19,Emilia-Romagna,145,11,156,1063,1219,-62,27,22727,4224,28170,443301,261017,IT,IT_45,-14,-48,84,5,7950,1201
2020-06-20,Emilia-Romagna,140,11,151,1056,1207,-12,28,22761,4230,28198,449616,266062,IT,IT_45,-5,-7,34,6,6315,1189
2020-02-24,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,58,,IT,IT_36,,,,,,0
2020-02-25,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,89,,IT,IT_36,0,0,0,0,31,0
2020-02-26,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,114,,IT,IT_36,0,0,0,0,25,0
2020-02-27,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,141,,IT,IT_36,0,0,0,0,27,0
2020-02-28,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,169,,IT,IT_36,0,0,0,0,28,0
2020-02-29,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,189,,IT,IT_36,0,0,0,0,20,0
2020-03-01,Friuli Venezia Giulia,0,0,0,6,6,6,6,0,0,6,243,,IT,IT_36,0,6,0,0,54,6
2020-03-02,Friuli Venezia Giulia,0,0,0,9,9,3,3,0,0,9,269,,IT,IT_36,0,3,0,0,26,9
2020-03-03,Friuli Venezia Giulia,1,0,1,12,13,4,4,0,0,13,354,,IT,IT_36,1,3,0,0,85,13
2020-03-04,Friuli Venezia Giulia,3,0,3,15,18,5,5,0,0,18,376,,IT,IT_36,2,3,0,0,22,18
2020-03-05,Friuli Venezia Giulia,4,0,4,17,21,3,3,0,0,21,397,,IT,IT_36,1,2,0,0,21,21
2020-03-06,Friuli Venezia Giulia,4,0,4,24,28,7,10,3,0,31,577,,IT,IT_36,0,7,3,0,180,28
2020-03-07,Friuli Venezia Giulia,7,1,8,31,39,11,11,3,0,42,577,,IT,IT_36,3,7,0,0,0,39
2020-03-08,Friuli Venezia Giulia,7,1,8,45,53,14,15,3,1,57,997,,IT,IT_36,0,14,0,1,420,53
2020-03-09,Friuli Venezia Giulia,18,1,19,70,89,36,36,3,1,93,1344,,IT,IT_36,11,25,0,0,347,89
2020-03-10,Friuli Venezia Giulia,27,6,33,77,110,21,23,3,3,116,1602,,IT,IT_36,9,7,0,2,258,110
2020-03-11,Friuli Venezia Giulia,16,5,21,89,110,0,10,10,6,126,2073,,IT,IT_36,-11,12,7,3,471,110
2020-03-12,Friuli Venezia Giulia,23,10,33,115,148,38,41,11,8,167,2604,,IT,IT_36,7,26,1,2,531,148
2020-03-13,Friuli Venezia Giulia,59,8,67,169,236,88,90,11,10,257,3149,,IT,IT_36,36,54,0,2,545,236
2020-03-14,Friuli Venezia Giulia,67,11,78,193,271,35,44,17,13,301,3376,,IT,IT_36,8,24,6,3,227,271
2020-03-15,Friuli Venezia Giulia,98,12,110,206,316,45,46,17,14,347,3407,,IT,IT_36,31,13,0,1,31,316
2020-03-16,Friuli Venezia Giulia,96,19,115,231,346,30,39,18,22,386,4851,,IT,IT_36,-2,25,1,8,1444,346
2020-03-17,Friuli Venezia Giulia,104,21,125,222,347,1,8,17,30,394,4958,,IT,IT_36,8,-9,-1,8,107,347
2020-03-18,Friuli Venezia Giulia,128,27,155,261,416,69,68,15,31,462,4958,,IT,IT_36,24,39,-2,1,0,416
2020-03-19,Friuli Venezia Giulia,134,29,163,359,522,106,137,41,36,599,4052,,IT,IT_36,6,98,26,5,-906,522
2020-03-20,Friuli Venezia Giulia,143,32,175,380,555,33,57,63,38,656,4964,,IT,IT_36,9,21,22,2,912,555
2020-03-21,Friuli Venezia Giulia,152,37,189,477,666,111,134,82,42,790,5955,,IT,IT_36,9,97,19,4,991,666
2020-03-22,Friuli Venezia Giulia,163,47,210,528,738,72,84,89,47,874,6761,,IT,IT_36,11,51,7,5,806,738
2020-03-23,Friuli Venezia Giulia,185,41,226,545,771,33,56,105,54,930,7424,,IT,IT_36,22,17,16,7,663,771
2020-03-24,Friuli Venezia Giulia,195,49,244,604,848,77,62,80,64,992,8526,,IT,IT_36,10,59,-25,10,1102,848
2020-03-25,Friuli Venezia Giulia,200,52,252,659,911,63,147,158,70,1139,9494,,IT,IT_36,5,55,78,6,968,911
2020-03-26,Friuli Venezia Giulia,212,54,266,688,954,43,84,197,72,1223,10721,,IT,IT_36,12,29,39,2,1227,954
2020-03-27,Friuli Venezia Giulia,222,57,279,748,1027,73,94,214,76,1317,11841,,IT,IT_36,10,60,17,4,1120,1027
2020-03-28,Friuli Venezia Giulia,223,59,282,838,1120,93,119,229,87,1436,12723,,IT,IT_36,1,90,15,11,882,1120
2020-03-29,Friuli Venezia Giulia,236,60,296,845,1141,21,44,241,98,1480,13397,,IT,IT_36,13,7,12,11,674,1141
2020-03-30,Friuli Venezia Giulia,229,60,289,820,1109,-32,21,285,107,1501,14003,,IT,IT_36,-7,-25,44,9,606,1109
2020-03-31,Friuli Venezia Giulia,215,60,275,885,1160,51,92,320,113,1593,14899,,IT,IT_36,-14,65,35,6,896,1160
2020-04-01,Friuli Venezia Giulia,206,60,266,940,1206,46,92,357,122,1685,15987,,IT,IT_36,-9,55,37,9,1088,1206
2020-04-02,Friuli Venezia Giulia,199,60,259,1035,1294,88,114,376,129,1799,17121,,IT,IT_36,-7,95,19,7,1134,1294
2020-04-03,Friuli Venezia Giulia,201,61,262,1062,1324,30,80,419,136,1879,19985,,IT,IT_36,2,27,43,7,2864,1324
2020-04-04,Friuli Venezia Giulia,183,50,233,1103,1336,12,107,505,145,1986,21126,,IT,IT_36,-18,41,86,9,1141,1336
2020-04-05,Friuli Venezia Giulia,185,50,235,1128,1363,27,62,531,154,2048,21652,,IT,IT_36,2,25,26,9,526,1363
2020-04-06,Friuli Venezia Giulia,189,46,235,1161,1396,33,55,549,158,2103,22272,,IT,IT_36,4,33,18,4,620,1396
2020-04-07,Friuli Venezia Giulia,185,44,229,1150,1379,-17,50,610,164,2153,23536,,IT,IT_36,-4,-11,61,6,1264,1379
2020-04-08,Friuli Venezia Giulia,162,41,203,1212,1415,36,65,634,169,2218,24798,,IT,IT_36,-23,62,24,5,1262,1415
2020-04-09,Friuli Venezia Giulia,167,37,204,1186,1390,-25,81,738,171,2299,26205,,IT,IT_36,5,-26,104,2,1407,1390
2020-04-10,Friuli Venezia Giulia,167,33,200,1198,1398,8,50,772,179,2349,28097,,IT,IT_36,0,12,34,8,1892,1398
2020-04-11,Friuli Venezia Giulia,172,28,200,1182,1382,-16,44,826,185,2393,29685,,IT,IT_36,5,-16,54,6,1588,1382
2020-04-12,Friuli Venezia Giulia,160,28,188,1138,1326,-56,38,910,195,2431,29988,,IT,IT_36,-12,-44,84,10,303,1326
2020-04-13,Friuli Venezia Giulia,159,30,189,1118,1307,-19,51,973,202,2482,30941,,IT,IT_36,-1,-20,63,7,953,1307
2020-04-14,Friuli Venezia Giulia,166,28,194,705,899,-408,38,1415,206,2520,31764,,IT,IT_36,7,-413,442,4,823,899
2020-04-15,Friuli Venezia Giulia,163,24,187,1207,1394,495,24,938,212,2544,33800,,IT,IT_36,-3,502,-477,6,2036,1394
2020-04-16,Friuli Venezia Giulia,159,26,185,1145,1330,-64,72,1069,217,2616,35766,,IT,IT_36,-4,-62,131,5,1966,1330
2020-04-17,Friuli Venezia Giulia,148,23,171,1257,1428,98,59,1027,220,2675,40030,,IT,IT_36,-11,112,-42,3,4264,1428
2020-04-18,Friuli Venezia Giulia,141,27,168,1235,1403,-25,56,1106,222,2731,43293,,IT,IT_36,-7,-22,79,2,3263,1403
2020-04-19,Friuli Venezia Giulia,140,25,165,1172,1337,-66,14,1183,225,2745,44622,27544,IT,IT_36,-1,-63,77,3,1329,1337
2020-04-20,Friuli Venezia Giulia,140,22,162,1028,1190,-147,30,1346,239,2775,45161,28777,IT,IT_36,0,-144,163,14,539,1190
2020-04-21,Friuli Venezia Giulia,139,21,160,1162,1322,132,17,1229,241,2792,48500,31352,IT,IT_36,-1,134,-117,2,3339,1322
2020-04-22,Friuli Venezia Giulia,134,20,154,1154,1308,-14,25,1263,246,2817,50869,32871,IT,IT_36,-5,-8,34,5,2369,1308
2020-04-23,Friuli Venezia Giulia,138,18,156,979,1135,-173,41,1467,256,2858,52918,34057,IT,IT_36,4,-175,204,10,2049,1135
2020-04-24,Friuli Venezia Giulia,136,16,152,1168,1320,185,24,1304,258,2882,55502,35547,IT,IT_36,-2,189,-163,2,2584,1320
2020-04-25,Friuli Venezia Giulia,122,15,137,947,1084,-236,21,1556,263,2903,58375,37211,IT,IT_36,-14,-221,252,5,2873,1084
2020-04-26,Friuli Venezia Giulia,129,13,142,1106,1248,164,14,1405,264,2917,59681,38202,IT,IT_36,7,159,-151,1,1306,1248
2020-04-27,Friuli Venezia Giulia,130,13,143,1115,1258,10,60,1448,271,2977,60940,39330,IT,IT_36,1,9,43,7,1259,1258
2020-04-28,Friuli Venezia Giulia,136,13,149,1090,1239,-19,18,1478,278,2995,64151,41273,IT,IT_36,6,-25,30,7,3211,1239
2020-04-29,Friuli Venezia Giulia,134,12,146,1081,1227,-12,15,1498,285,3010,66769,42902,IT,IT_36,-2,-9,20,7,2618,1227
2020-04-30,Friuli Venezia Giulia,109,11,120,1050,1170,-57,15,1566,289,3025,67930,43691,IT,IT_36,-25,-31,68,4,1161,1170
2020-05-01,Friuli Venezia Giulia,131,6,137,978,1115,-55,16,1632,294,3041,71013,45566,IT,IT_36,22,-72,66,5,3083,1115
2020-05-02,Friuli Venezia Giulia,131,5,136,973,1109,-6,18,1655,295,3059,73855,47259,IT,IT_36,0,-5,23,1,2842,1109
2020-05-03,Friuli Venezia Giulia,131,6,137,950,1087,-22,13,1688,297,3072,74990,48041,IT,IT_36,0,-23,33,2,1135,1087
2020-05-04,Friuli Venezia Giulia,130,4,134,916,1050,-37,4,1727,299,3076,75421,48250,IT,IT_36,-1,-34,39,2,431,1050
2020-05-05,Friuli Venezia Giulia,120,4,124,860,984,-66,9,1798,303,3085,78510,50135,IT,IT_36,-10,-56,71,4,3089,984
2020-05-06,Friuli Venezia Giulia,115,3,118,844,962,-22,9,1826,306,3094,79429,50698,IT,IT_36,-5,-16,28,3,919,962
2020-05-07,Friuli Venezia Giulia,109,2,111,816,927,-35,13,1872,308,3107,82012,51123,IT,IT_36,-6,-28,46,2,2583,927
2020-05-08,Friuli Venezia Giulia,105,2,107,804,911,-16,9,1897,308,3116,82902,52784,IT,IT_36,-4,-12,25,0,890,911
2020-05-09,Friuli Venezia Giulia,101,3,104,765,869,-42,8,1947,308,3124,88384,55319,IT,IT_36,-4,-39,50,0,5482,869
2020-05-10,Friuli Venezia Giulia,98,3,101,750,851,-18,6,1969,310,3130,89449,56205,IT,IT_36,-3,-15,22,2,1065,851
2020-05-11,Friuli Venezia Giulia,96,3,99,731,830,-21,8,1996,312,3138,90860,57130,IT,IT_36,-2,-19,27,2,1411,830
2020-05-12,Friuli Venezia Giulia,96,2,98,703,801,-29,10,2034,313,3148,93051,58395,IT,IT_36,0,-28,38,1,2191,801
2020-05-13,Friuli Venezia Giulia,92,2,94,685,779,-22,8,2061,316,3156,94600,58936,IT,IT_36,-4,-18,27,3,1549,779
2020-05-14,Friuli Venezia Giulia,149,2,151,619,770,-9,5,2074,317,3161,97000,60177,IT,IT_36,57,-66,13,1,2400,770
2020-05-15,Friuli Venezia Giulia,80,3,83,658,741,-29,14,2116,318,3175,100400,62319,IT,IT_36,-69,39,42,1,3400,741
2020-05-16,Friuli Venezia Giulia,79,3,82,598,680,-61,8,2184,319,3183,101694,63251,IT,IT_36,-1,-60,68,1,1294,680
2020-05-17,Friuli Venezia Giulia,80,3,83,571,654,-26,8,2218,319,3191,104056,64558,IT,IT_36,1,-27,34,0,2362,654
2020-05-18,Friuli Venezia Giulia,81,3,84,537,621,-33,7,2257,320,3198,104874,65184,IT,IT_36,1,-34,39,1,818,621
2020-05-19,Friuli Venezia Giulia,76,2,78,522,600,-21,5,2283,320,3203,105656,65476,IT,IT_36,-5,-15,26,0,782,600
2020-05-20,Friuli Venezia Giulia,76,2,78,518,596,-4,6,2291,322,3209,108671,67449,IT,IT_36,0,-4,8,2,3015,596
2020-05-21,Friuli Venezia Giulia,72,2,74,504,578,-18,6,2314,323,3215,111541,68882,IT,IT_36,-4,-14,23,1,2870,578
2020-05-22,Friuli Venezia Giulia,68,2,70,415,485,-93,12,2417,325,3227,114062,70035,IT,IT_36,-4,-89,103,2,2521,485
2020-05-23,Friuli Venezia Giulia,63,1,64,395,459,-26,6,2447,327,3233,116689,71043,IT,IT_36,-5,-20,30,2,2627,459
2020-05-24,Friuli Venezia Giulia,62,1,63,349,412,-47,3,2495,329,3236,118852,72104,IT,IT_36,-1,-46,48,2,2163,412
2020-05-25,Friuli Venezia Giulia,62,1,63,323,386,-26,4,2525,329,3240,120123,73079,IT,IT_36,0,-26,30,0,1271,386
2020-05-26,Friuli Venezia Giulia,59,1,60,315,375,-11,11,2547,329,3251,121412,73911,IT,IT_36,-3,-8,22,0,1289,375
2020-05-27,Friuli Venezia Giulia,51,1,52,304,356,-19,4,2568,331,3255,123063,74332,IT,IT_36,-8,-11,21,2,1651,356
2020-05-28,Friuli Venezia Giulia,51,1,52,284,336,-20,7,2593,333,3262,126015,76369,IT,IT_36,0,-20,25,2,2952,336
2020-05-29,Friuli Venezia Giulia,45,2,47,276,323,-13,5,2611,333,3267,130838,78151,IT,IT_36,-6,-8,18,0,4823,323
2020-05-30,Friuli Venezia Giulia,45,1,46,259,305,-18,4,2633,333,3271,131976,78972,IT,IT_36,0,-17,22,0,1138,305
2020-05-31,Friuli Venezia Giulia,41,1,42,236,278,-27,2,2662,333,3273,134378,80223,IT,IT_36,-4,-23,29,0,2402,278
2020-06-01,Friuli Venezia Giulia,40,2,42,224,266,-12,1,2673,335,3274,135431,80085,IT,IT_36,-1,-12,11,2,1053,266
2020-06-02,Friuli Venezia Giulia,40,2,42,202,244,-22,2,2696,336,3276,136524,80795,IT,IT_36,0,-22,23,1,1093,244
2020-06-03,Friuli Venezia Giulia,39,2,41,192,233,-11,0,2707,336,3276,138250,81683,IT,IT_36,-1,-10,11,0,1726,233
2020-06-04,Friuli Venezia Giulia,34,2,36,177,213,-20,3,2730,336,3279,138942,81854,IT,IT_36,-5,-15,23,0,692,213
2020-06-05,Friuli Venezia Giulia,25,2,27,153,180,-33,1,2762,338,3280,142246,83600,IT,IT_36,-9,-24,32,2,3304,180
2020-06-06,Friuli Venezia Giulia,24,2,26,135,161,-19,3,2784,338,3283,146338,84978,IT,IT_36,-1,-18,22,0,4092,161
2020-06-07,Friuli Venezia Giulia,22,4,26,125,151,-10,0,2793,339,3283,147673,85671,IT,IT_36,-2,-10,9,1,1335,151
2020-06-08,Friuli Venezia Giulia,22,3,25,119,144,-7,1,2800,340,3284,148030,85834,IT,IT_36,0,-6,7,1,357,144
2020-06-09,Friuli Venezia Giulia,21,2,23,105,128,-16,0,2816,340,3284,148889,86257,IT,IT_36,-1,-14,16,0,859,128
2020-06-10,Friuli Venezia Giulia,25,1,26,87,113,-15,2,2832,341,3286,152866,90061,IT,IT_36,4,-18,16,1,3977,113
2020-06-11,Friuli Venezia Giulia,22,0,22,90,112,-1,1,2833,342,3287,153763,90508,IT,IT_36,-3,3,1,1,897,112
2020-06-12,Friuli Venezia Giulia,18,0,18,90,108,-4,3,2840,342,3290,157909,92278,IT,IT_36,-4,0,7,0,4146,108
2020-06-13,Friuli Venezia Giulia,15,0,15,90,105,-3,6,2848,343,3296,158870,93222,IT,IT_36,-3,0,8,1,961,105
2020-06-14,Friuli Venezia Giulia,15,1,16,87,103,-2,0,2850,343,3296,160824,93641,IT,IT_36,0,-3,2,0,1954,103
2020-06-15,Friuli Venezia Giulia,15,1,16,83,99,-4,0,2854,343,3296,161945,94567,IT,IT_36,0,-4,4,0,1121,99
2020-06-16,Friuli Venezia Giulia,14,0,14,85,99,0,1,2855,343,3297,162440,95057,IT,IT_36,-1,2,1,0,495,99
2020-06-17,Friuli Venezia Giulia,16,0,16,83,99,0,2,2857,343,3299,166064,96534,IT,IT_36,2,-2,2,0,3624,99
2020-06-18,Friuli Venezia Giulia,15,1,16,81,97,-2,2,2861,343,3301,167485,97662,IT,IT_36,-1,-2,4,0,1421,97
2020-06-19,Friuli Venezia Giulia,16,0,16,69,85,-12,2,2875,343,3303,170109,98912,IT,IT_36,1,-12,14,0,2624,85
2020-06-20,Friuli Venezia Giulia,16,1,17,66,83,-2,1,2877,344,3304,171947,99462,IT,IT_36,0,-3,2,1,1838,83
2020-02-24,Lazio,1,1,2,0,2,0,2,1,0,3,124,,IT,IT_62,,,,,,0
2020-02-25,Lazio,1,1,2,0,2,0,0,1,0,3,124,,IT,IT_62,0,0,0,0,0,0
2020-02-26,Lazio,0,0,0,0,0,-2,0,3,0,3,124,,IT,IT_62,-1,0,2,0,0,-2
2020-02-27,Lazio,0,0,0,0,0,0,0,3,0,3,552,,IT,IT_62,0,0,0,0,428,-2
