key,date,current_hospitalized,current_intensive_care,total_recovered,total_deceased,current_hospitalized_female,current_hospitalized_male,current_intensive_care_female,current_intensive_care_male,total_recovered_female,total_recovered_male,total_deceased_female,total_deceased_male,new_recovered,new_deceased,new_recovered_female,new_recovered_male,new_deceased_female,new_deceased_male
FR_OCC_12,2020-04-09,52,9,50,15,22,30,3,6,22,28,8,7,3,1,1,2,1,0
FR_OCC_12,2020-04-10,50,8,56,17,21,29,4,4,25,31,8,9,6,2,3,3,0,2
FR_OCC_12,2020-04-11,55,6,58,17,25,30,2,4,27,31,8,9,2,0,2,0,0,0
FR_OCC_12,2020-04-12,56,6,58,18,25,31,2,4,27,31,9,9,0,1,0,0,1,0
FR_OCC_12,2020-04-13,57,5,59,19,27,30,2,3,28,31,9,10,1,1,1,0,0,1
FR_OCC_12,2020-04-14,56,5,61,19,26,30,2,3,29,32,9,10,2,0,1,1,0,0
FR_OCC_12,2020-04-15,55,4,65,19,26,29,1,3,31,34,9,10,4,0,2,2,0,0
FR_OCC_12,2020-04-16,55,4,66,19,26,29,1,3,32,34,9,10,1,0,1,0,0,0
FR_OCC_12,2020-04-17,58,4,68,19,30,28,1,3,32,36,9,10,2,0,0,2,0,0
FR_OCC_12,2020-04-18,65,4,69,19,38,27,1,3,32,37,9,10,1,0,0,1,0,0
FR_OCC_12,2020-04-19,64,4,71,19,37,27,1,3,34,37,9,10,2,0,2,0,0,0
FR_OCC_12,2020-04-20,67,4,72,19,38,29,1,3,35,37,9,10,1,0,1,0,0,0
FR_OCC_12,2020-04-21,65,3,73,20,37,28,1,2,36,37,9,11,1,1,1,0,0,1
FR_OCC_12,2020-04-22,62,3,79,20,35,27,1,2,38,41,9,11,6,0,2,4,0,0
FR_OCC_12,2020-04-23,59,2,85,20,35,24,0,2,40,45,9,11,6,0,2,4,0,0
FR_OCC_12,2020-04-24,46,2,98,20,26,20,0,2,49,49,9,11,13,0,9,4,0,0
FR_OCC_12,2020-04-25,45,2,99,20,25,20,0,2,50,49,9,11,1,0,1,0,0,0
FR_OCC_12,2020-04-26,45,2,99,20,25,20,0,2,50,49,9,11,0,0,0,0,0,0
FR_OCC_12,2020-04-27,45,2,99,20,25,20,0,2,50,49,9,11,0,0,0,0,0,0
FR_OCC_12,2020-04-28,42,2,102,20,22,20,0,2,53,49,9,11,3,0,3,0,0,0
FR_OCC_12,2020-04-29,39,2,104,21,20,19,0,2,55,49,9,12,2,1,2,0,0,1
FR_OCC_12,2020-04-30,35,2,108,22,17,18,0,2,58,50,9,13,4,1,3,1,0,1
FR_OCC_12,2020-05-01,30,2,113,22,14,16,0,2,61,52,9,13,5,0,3,2,0,0
FR_OCC_12,2020-05-02,26,2,116,22,13,13,0,2,61,55,9,13,3,0,0,3,0,0
FR_OCC_12,2020-05-03,26,2,116,22,13,13,0,2,61,55,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-04,26,2,116,22,13,13,0,2,61,55,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-05,23,2,119,22,11,12,0,2,63,56,9,13,3,0,2,1,0,0
FR_OCC_12,2020-05-06,24,1,120,22,12,12,0,1,64,56,9,13,1,0,1,0,0,0
FR_OCC_12,2020-05-07,24,1,120,22,12,12,0,1,64,56,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-08,24,1,120,22,12,12,0,1,64,56,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-09,23,1,121,22,12,11,0,1,64,57,9,13,1,0,0,1,0,0
FR_OCC_12,2020-05-10,23,1,121,22,12,11,0,1,64,57,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-11,23,1,121,22,12,11,0,1,64,57,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-12,22,1,122,22,12,10,0,1,64,58,9,13,1,0,0,1,0,0
FR_OCC_12,2020-05-13,23,1,122,22,12,11,0,1,64,58,9,13,0,0,0,0,0,0
FR_OCC_12,2020-05-14,20,1,124,23,11,9,0,1,65,59,9,14,2,1,1,1,0,1
FR_OCC_12,2020-05-15,20,1,124,23,11,9,0,1,65,59,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-16,16,0,128,23,8,8,0,0,68,60,9,14,4,0,3,1,0,0
FR_OCC_12,2020-05-17,16,0,128,23,8,8,0,0,68,60,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-18,16,0,128,23,8,8,0,0,68,60,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-19,16,0,128,23,8,8,0,0,68,60,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-20,16,0,128,23,8,8,0,0,68,60,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-21,16,0,128,23,8,8,0,0,68,60,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-22,13,0,132,23,7,6,0,0,69,63,9,14,4,0,1,3,0,0
FR_OCC_12,2020-05-23,13,0,132,23,7,6,0,0,69,63,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-24,13,0,132,23,7,6,0,0,69,63,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-25,13,0,132,23,7,6,0,0,69,63,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-26,13,0,132,23,7,6,0,0,69,63,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-27,13,0,132,23,7,6,0,0,69,63,9,14,0,0,0,0,0,0
FR_OCC_12,2020-05-28,11,0,133,24,7,4,0,0,69,64,9,15,1,1,0,1,0,1
FR_OCC_12,2020-05-29,11,0,133,24,7,4,0,0,69,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-05-30,7,0,137,24,3,4,0,0,73,64,9,15,4,0,4,0,0,0
FR_OCC_12,2020-05-31,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-01,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-02,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-03,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-04,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-05,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-06,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-07,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-08,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-09,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-10,7,0,137,24,3,4,0,0,73,64,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-11,6,0,138,24,3,3,0,0,73,65,9,15,1,0,0,1,0,0
FR_OCC_12,2020-06-12,6,0,138,24,3,3,0,0,73,65,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-13,6,0,138,24,3,3,0,0,73,65,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-14,6,0,138,24,3,3,0,0,73,65,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-15,1,0,143,24,1,0,0,0,75,68,9,15,5,0,2,3,0,0
FR_OCC_12,2020-06-16,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-17,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-18,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-19,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-20,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_12,2020-06-21,1,0,143,24,1,0,0,0,75,68,9,15,0,0,0,0,0,0
FR_OCC_30,2020-03-18,5,3,6,0,0,5,0,3,5,1,0,0,,,,,,
FR_OCC_30,2020-03-19,4,1,7,1,0,4,0,1,5,2,0,1,1,1,0,1,0,1
FR_OCC_30,2020-03-20,8,1,7,1,1,7,0,1,5,2,0,1,0,0,0,0,0,0
FR_OCC_30,2020-03-21,7,1,11,1,1,6,0,1,5,6,0,1,4,0,0,4,0,0
FR_OCC_30,2020-03-22,13,1,10,2,4,9,0,1,5,5,0,2,-1,1,0,-1,0,1
FR_OCC_30,2020-03-23,15,5,11,2,5,10,1,4,5,6,0,2,1,0,0,1,0,0
FR_OCC_30,2020-03-24,14,8,14,4,3,11,1,7,6,8,1,3,3,2,1,2,1,1
FR_OCC_30,2020-03-25,19,10,15,5,3,16,0,10,6,9,1,4,1,1,0,1,0,1
FR_OCC_30,2020-03-26,17,11,17,5,2,15,1,10,7,10,1,4,2,0,1,1,0,0
FR_OCC_30,2020-03-27,25,11,19,6,6,19,1,10,7,12,1,5,2,1,0,2,0,1
FR_OCC_30,2020-03-28,36,14,19,6,10,26,3,11,7,12,1,5,0,0,0,0,0,0
FR_OCC_30,2020-03-29,39,13,19,9,11,28,3,10,7,12,2,7,0,3,0,0,1,2
FR_OCC_30,2020-03-30,44,17,19,9,14,30,6,11,7,12,2,7,0,0,0,0,0,0
FR_OCC_30,2020-03-31,55,20,24,10,21,34,6,14,8,16,2,8,5,1,1,4,0,1
FR_OCC_30,2020-04-01,74,26,25,10,30,44,8,18,9,16,2,8,1,0,1,0,0,0
FR_OCC_30,2020-04-02,74,30,34,11,30,44,7,23,12,22,3,8,9,1,3,6,1,0
FR_OCC_30,2020-04-03,70,30,38,13,28,42,7,23,15,23,3,10,4,2,3,1,0,2
FR_OCC_30,2020-04-04,66,29,41,14,27,39,7,22,16,25,3,11,3,1,1,2,0,1
FR_OCC_30,2020-04-05,89,36,42,14,31,58,8,28,17,25,3,11,1,0,1,0,0,0
FR_OCC_30,2020-04-06,106,41,45,17,39,67,7,34,19,26,4,13,3,3,2,1,1,2
FR_OCC_30,2020-04-07,110,43,56,17,42,68,6,37,22,34,4,13,11,0,3,8,0,0
FR_OCC_30,2020-04-08,104,41,66,21,40,64,6,35,26,40,7,14,10,4,4,6,3,1
FR_OCC_30,2020-04-09,106,41,72,21,42,64,7,34,29,43,7,14,6,0,3,3,0,0
FR_OCC_30,2020-04-10,108,41,83,22,40,68,8,33,35,48,8,14,11,1,6,5,1,0
FR_OCC_30,2020-04-11,97,40,96,23,35,62,8,32,41,55,9,14,13,1,6,7,1,0
FR_OCC_30,2020-04-12,95,40,97,26,35,60,8,32,41,56,11,15,1,3,0,1,2,1
FR_OCC_30,2020-04-13,92,40,99,27,34,58,8,32,41,58,12,15,2,1,0,2,1,0
FR_OCC_30,2020-04-14,97,36,105,28,42,55,8,28,43,62,12,16,6,1,2,4,0,1
FR_OCC_30,2020-04-15,105,36,110,28,47,58,10,26,48,62,12,16,5,0,5,0,0,0
FR_OCC_30,2020-04-16,103,36,125,29,50,53,10,26,53,72,12,17,15,1,5,10,0,1
FR_OCC_30,2020-04-17,121,38,127,32,57,64,11,27,54,73,14,18,2,3,1,1,2,1
FR_OCC_30,2020-04-18,114,36,136,31,53,61,10,26,59,77,13,18,9,-1,5,4,-1,0
FR_OCC_30,2020-04-19,118,37,136,31,55,63,10,27,59,77,13,18,0,0,0,0,0,0
FR_OCC_30,2020-04-20,136,38,142,34,64,72,12,26,62,80,15,19,6,3,3,3,2,1
FR_OCC_30,2020-04-21,147,37,143,36,68,79,12,25,63,80,17,19,1,2,1,0,2,0
FR_OCC_30,2020-04-22,151,37,143,37,69,82,12,25,63,80,17,20,0,1,0,0,0,1
FR_OCC_30,2020-04-23,131,29,162,43,61,70,11,18,72,90,21,22,19,6,9,10,4,2
FR_OCC_30,2020-04-24,126,28,172,46,61,65,11,17,78,94,22,24,10,3,6,4,1,2
FR_OCC_30,2020-04-25,125,27,170,49,62,63,10,17,76,94,23,26,-2,3,-2,0,1,2
FR_OCC_30,2020-04-26,127,27,171,49,63,64,10,17,77,94,23,26,1,0,1,0,0,0
FR_OCC_30,2020-04-27,130,26,175,55,68,62,9,17,77,98,26,29,4,6,0,4,3,3
FR_OCC_30,2020-04-28,128,27,177,55,67,61,9,18,78,99,26,29,2,0,1,1,0,0
FR_OCC_30,2020-04-29,130,27,184,57,68,62,12,15,83,101,27,30,7,2,5,2,1,1
FR_OCC_30,2020-04-30,128,28,187,61,65,63,12,16,86,101,29,32,3,4,3,0,2,2
FR_OCC_30,2020-05-01,128,28,187,61,65,63,12,16,86,101,29,32,0,0,0,0,0,0
FR_OCC_30,2020-05-02,128,26,186,61,66,62,12,14,86,100,29,32,-1,0,0,-1,0,0
FR_OCC_30,2020-05-03,128,26,186,61,66,62,12,14,86,100,29,32,0,0,0,0,0,0
FR_OCC_30,2020-05-04,106,21,200,70,53,53,7,14,93,107,36,34,14,9,7,7,7,2
FR_OCC_30,2020-05-05,114,22,207,72,51,63,6,16,97,110,38,34,7,2,4,3,2,0
FR_OCC_30,2020-05-06,113,22,210,72,50,63,6,16,99,111,38,34,3,0,2,1,0,0
FR_OCC_30,2020-05-07,100,20,226,76,46,54,7,13,106,120,39,37,16,4,7,9,1,3
FR_OCC_30,2020-05-08,97,20,228,77,44,53,7,13,108,120,39,38,2,1,2,0,0,1
FR_OCC_30,2020-05-09,96,20,229,77,43,53,7,13,109,120,39,38,1,0,1,0,0,0
FR_OCC_30,2020-05-10,96,20,229,77,43,53,7,13,109,120,39,38,0,0,0,0,0,0
FR_OCC_30,2020-05-11,98,20,229,77,44,54,7,13,109,120,39,38,0,0,0,0,0,0
FR_OCC_30,2020-05-12,89,15,246,81,42,47,5,10,115,131,41,40,17,4,6,11,2,2
FR_OCC_30,2020-05-13,88,15,248,81,41,47,5,10,117,131,41,40,2,0,2,0,0,0
FR_OCC_30,2020-05-14,84,14,256,82,41,43,4,10,119,137,41,41,8,1,2,6,0,1
FR_OCC_30,2020-05-15,84,14,256,82,41,43,4,10,119,137,41,41,0,0,0,0,0,0
FR_OCC_30,2020-05-16,84,15,256,83,41,43,5,10,119,137,42,41,0,1,0,0,1,0
FR_OCC_30,2020-05-17,84,15,256,83,41,43,5,10,119,137,42,41,0,0,0,0,0,0
FR_OCC_30,2020-05-18,74,16,270,84,36,38,5,11,126,144,42,42,14,1,7,7,0,1
FR_OCC_30,2020-05-19,71,14,270,85,33,38,3,11,126,144,43,42,0,1,0,0,1,0
FR_OCC_30,2020-05-20,69,9,278,88,36,33,1,8,128,150,45,43,8,3,2,6,2,1
FR_OCC_30,2020-05-21,71,9,278,88,36,35,1,8,128,150,45,43,0,0,0,0,0,0
FR_OCC_30,2020-05-22,71,9,278,88,36,35,1,8,128,150,45,43,0,0,0,0,0,0
FR_OCC_30,2020-05-23,69,9,280,88,34,35,1,8,130,150,45,43,2,0,2,0,0,0
FR_OCC_30,2020-05-24,69,9,280,88,34,35,1,8,130,150,45,43,0,0,0,0,0,0
FR_OCC_30,2020-05-25,62,6,285,91,32,30,1,5,133,152,46,45,5,3,3,2,1,2
FR_OCC_30,2020-05-26,73,8,285,92,40,33,2,6,133,152,47,45,0,1,0,0,1,0
FR_OCC_30,2020-05-27,72,8,286,92,40,32,2,6,133,153,47,45,1,0,0,1,0,0
FR_OCC_30,2020-05-28,69,10,290,92,37,32,4,6,137,153,47,45,4,0,4,0,0,0
FR_OCC_30,2020-05-29,69,10,290,92,37,32,4,6,137,153,47,45,0,0,0,0,0,0
FR_OCC_30,2020-05-30,69,10,290,92,37,32,4,6,137,153,47,45,0,0,0,0,0,0
FR_OCC_30,2020-05-31,69,10,290,92,37,32,4,6,137,153,47,45,0,0,0,0,0,0
FR_OCC_30,2020-06-01,69,10,290,92,37,32,4,6,137,153,47,45,0,0,0,0,0,0
FR_OCC_30,2020-06-02,73,6,292,92,38,35,2,4,138,154,47,45,2,0,1,1,0,0
FR_OCC_30,2020-06-03,62,5,303,93,32,30,2,3,144,159,47,46,11,1,6,5,0,1
FR_OCC_30,2020-06-04,63,5,303,93,33,30,2,3,144,159,47,46,0,0,0,0,0,0
FR_OCC_30,2020-06-05,63,5,303,93,33,30,2,3,144,159,47,46,0,0,0,0,0,0
FR_OCC_30,2020-06-06,57,5,309,94,30,27,2,3,147,162,47,47,6,1,3,3,0,1
FR_OCC_30,2020-06-07,57,5,309,94,30,27,2,3,147,162,47,47,0,0,0,0,0,0
FR_OCC_30,2020-06-08,57,5,309,94,30,27,2,3,147,162,47,47,0,0,0,0,0,0
FR_OCC_30,2020-06-09,55,4,312,94,29,26,1,3,148,164,47,47,3,0,1,2,0,0
FR_OCC_30,2020-06-10,53,4,314,94,28,25,1,3,149,165,47,47,2,0,1,1,0,0
FR_OCC_30,2020-06-11,52,3,314,94,28,24,1,2,149,165,47,47,0,0,0,0,0,0
FR_OCC_30,2020-06-12,41,3,324,96,22,19,1,2,155,169,47,49,10,2,6,4,0,2
FR_OCC_30,2020-06-13,41,3,324,96,22,19,1,2,155,169,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-14,41,3,324,96,22,19,1,2,155,169,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-15,41,3,324,96,22,19,1,2,155,169,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-16,28,2,337,96,14,14,1,1,163,174,47,49,13,0,8,5,0,0
FR_OCC_30,2020-06-17,28,2,337,96,14,14,1,1,163,174,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-18,28,2,337,96,14,14,1,1,163,174,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-19,28,2,337,96,14,14,1,1,163,174,47,49,0,0,0,0,0,0
FR_OCC_30,2020-06-20,24,2,342,96,11,13,1,1,167,175,47,49,5,0,4,1,0,0
FR_OCC_30,2020-06-21,24,2,342,96,11,13,1,1,167,175,47,49,0,0,0,0,0,0
FR_OCC_31,2020-03-18,23,5,11,0,8,15,1,4,7,4,0,0,,,,,,
FR_OCC_31,2020-03-19,26,6,13,1,8,18,1,5,8,5,1,0,2,1,1,1,1,0
FR_OCC_31,2020-03-20,35,10,16,2,9,26,1,9,10,6,1,1,3,1,2,1,0,1
FR_OCC_31,2020-03-21,51,14,17,2,10,41,1,13,9,8,1,1,1,0,-1,2,0,0
FR_OCC_31,2020-03-22,55,16,23,2,10,45,1,15,12,11,1,1,6,0,3,3,0,0
FR_OCC_31,2020-03-23,71,19,26,2,18,53,3,16,15,11,1,1,3,0,3,0,0,0
FR_OCC_31,2020-03-24,89,28,38,3,27,62,7,21,21,17,1,2,12,1,6,6,0,1
FR_OCC_31,2020-03-25,108,36,44,3,33,75,9,27,25,19,1,2,6,0,4,2,0,0
FR_OCC_31,2020-03-26,139,55,49,3,40,99,11,44,29,20,1,2,5,0,4,1,0,0
FR_OCC_31,2020-03-27,155,56,52,5,47,108,9,47,30,22,1,4,3,2,1,2,0,2
FR_OCC_31,2020-03-28,163,60,61,6,54,109,9,51,33,28,2,4,9,1,3,6,1,0
FR_OCC_31,2020-03-29,184,65,64,7,62,122,10,55,35,29,3,4,3,1,2,1,1,0
FR_OCC_31,2020-03-30,212,77,69,7,67,145,12,65,38,31,3,4,5,0,3,2,0,0
FR_OCC_31,2020-03-31,218,82,90,7,66,152,12,70,52,38,3,4,21,0,14,7,0,0
FR_OCC_31,2020-04-01,216,91,108,11,64,152,15,76,61,47,3,8,18,4,9,9,0,4
FR_OCC_31,2020-04-02,214,95,125,13,68,146,17,78,66,59,3,10,17,2,5,12,0,2
FR_OCC_31,2020-04-03,226,97,136,13,74,152,19,78,73,63,3,10,11,0,7,4,0,0
FR_OCC_31,2020-04-04,226,104,150,14,73,153,20,84,78,72,4,10,14,1,5,9,1,0
FR_OCC_31,2020-04-05,225,101,156,15,71,154,20,81,81,75,4,11,6,1,3,3,0,1
FR_OCC_31,2020-04-06,234,106,161,17,74,160,19,87,82,79,4,13,5,2,1,4,0,2
FR_OCC_31,2020-04-07,229,101,178,19,73,156,16,85,90,88,5,14,17,2,8,9,1,1
FR_OCC_31,2020-04-08,228,107,191,21,70,158,18,89,95,96,5,16,13,2,5,8,0,2
FR_OCC_31,2020-04-09,246,105,213,23,80,166,19,86,104,109,6,17,22,2,9,13,1,1
FR_OCC_31,2020-04-10,249,97,228,26,82,167,14,83,110,118,7,19,15,3,6,9,1,2
FR_OCC_31,2020-04-11,238,97,249,28,80,158,13,84,116,133,9,19,21,2,6,15,2,0
FR_OCC_31,2020-04-12,243,97,258,28,83,160,13,84,120,138,9,19,9,0,4,5,0,0
FR_OCC_31,2020-04-13,242,95,263,28,80,162,13,82,124,139,9,19,5,0,4,1,0,0
FR_OCC_31,2020-04-14,241,98,278,30,82,159,14,84,131,147,10,20,15,2,7,8,1,1
FR_OCC_31,2020-04-15,220,97,306,31,74,146,14,83,142,164,10,21,28,1,11,17,0,1
FR_OCC_31,2020-04-16,210,95,321,31,67,143,12,83,149,172,10,21,15,0,7,8,0,0
FR_OCC_31,2020-04-17,202,92,333,34,62,140,11,81,155,178,12,22,12,3,6,6,2,1
FR_OCC_31,2020-04-18,192,90,347,34,56,136,11,79,164,183,12,22,14,0,9,5,0,0
FR_OCC_31,2020-04-19,191,89,353,36,58,133,13,76,166,187,12,24,6,2,2,4,0,2
FR_OCC_31,2020-04-20,195,86,355,37,62,133,13,73,167,188,12,25,2,1,1,1,0,1
FR_OCC_31,2020-04-21,187,78,372,37,62,125,11,67,174,198,12,25,17,0,7,10,0,0
FR_OCC_31,2020-04-22,176,71,389,39,62,114,10,61,179,210,12,27,17,2,5,12,0,2
FR_OCC_31,2020-04-23,169,70,400,40,58,111,10,60,184,216,12,28,11,1,5,6,0,1
FR_OCC_31,2020-04-24,154,67,417,44,50,104,11,56,192,225,13,31,17,4,8,9,1,3
FR_OCC_31,2020-04-25,149,60,429,45,53,96,11,49,196,233,13,32,12,1,4,8,0,1
FR_OCC_31,2020-04-26,146,58,433,45,51,95,11,47,199,234,13,32,4,0,3,1,0,0
FR_OCC_31,2020-04-27,150,59,433,45,53,97,11,48,199,234,13,32,0,0,0,0,0,0
FR_OCC_31,2020-04-28,138,52,448,47,48,90,9,43,207,241,13,34,15,2,8,7,0,2
FR_OCC_31,2020-04-29,129,45,466,48,45,84,7,38,217,249,13,35,18,1,10,8,0,1
FR_OCC_31,2020-04-30,123,42,472,50,44,79,8,34,219,253,13,37,6,2,2,4,0,2
FR_OCC_31,2020-05-01,121,41,481,50,43,78,8,33,223,258,13,37,9,0,4,5,0,0
FR_OCC_31,2020-05-02,120,41,484,52,42,78,9,32,224,260,14,38,3,2,1,2,1,1
FR_OCC_31,2020-05-03,123,40,484,52,44,79,9,31,224,260,14,38,0,0,0,0,0,0
FR_OCC_31,2020-05-04,121,40,487,53,43,78,9,31,225,262,15,38,3,1,1,2,1,0
FR_OCC_31,2020-05-05,111,38,503,54,39,72,7,31,231,272,16,38,16,1,6,10,1,0
FR_OCC_31,2020-05-06,106,38,509,54,37,69,7,31,233,276,16,38,6,0,2,4,0,0
FR_OCC_31,2020-05-07,107,35,513,56,38,69,7,28,234,279,18,38,4,2,1,3,2,0
FR_OCC_31,2020-05-08,107,37,523,56,32,75,6,31,241,282,18,38,10,0,7,3,0,0
FR_OCC_31,2020-05-09,106,39,525,57,31,75,6,33,241,284,19,38,2,1,0,2,1,0
FR_OCC_31,2020-05-10,110,40,529,57,32,78,6,34,242,287,19,38,4,0,1,3,0,0
FR_OCC_31,2020-05-11,104,40,537,57,29,75,6,34,246,291,19,38,8,0,4,4,0,0
FR_OCC_31,2020-05-12,100,37,541,57,28,72,5,32,247,294,19,38,4,0,1,3,0,0
FR_OCC_31,2020-05-13,98,38,548,58,30,68,6,32,248,300,19,39,7,1,1,6,0,1
FR_OCC_31,2020-05-14,95,34,552,60,32,63,6,28,248,304,20,40,4,2,0,4,1,1
FR_OCC_31,2020-05-15,84,31,560,61,29,55,5,26,250,310,21,40,8,1,2,6,1,0
FR_OCC_31,2020-05-16,80,30,565,61,29,51,4,26,250,315,21,40,5,0,0,5,0,0
FR_OCC_31,2020-05-17,81,30,570,62,30,51,4,26,252,318,22,40,5,1,2,3,1,0
FR_OCC_31,2020-05-18,82,30,570,62,30,52,4,26,252,318,22,40,0,0,0,0,0,0
FR_OCC_31,2020-05-19,81,29,576,62,27,54,4,25,255,321,22,40,6,0,3,3,0,0
FR_OCC_31,2020-05-20,77,26,577,64,25,52,3,23,255,322,24,40,1,2,0,1,2,0
FR_OCC_31,2020-05-21,75,26,581,64,25,50,3,23,255,326,24,40,4,0,0,4,0,0
FR_OCC_31,2020-05-22,73,24,583,64,25,48,3,21,255,328,24,40,2,0,0,2,0,0
FR_OCC_31,2020-05-23,72,23,583,65,24,48,3,20,255,328,25,40,0,1,0,0,1,0
FR_OCC_31,2020-05-24,70,22,584,66,24,46,3,19,255,329,25,41,1,1,0,1,0,1
FR_OCC_31,2020-05-25,70,22,588,66,24,46,4,18,256,332,25,41,4,0,1,3,0,0
FR_OCC_31,2020-05-26,63,18,597,66,21,42,3,15,260,337,25,41,9,0,4,5,0,0
FR_OCC_31,2020-05-27,67,18,597,66,22,45,3,15,260,337,25,41,0,0,0,0,0,0
FR_OCC_31,2020-05-28,62,15,599,68,20,42,2,13,261,338,26,42,2,2,1,1,1,1
FR_OCC_31,2020-05-29,61,13,601,68,20,41,2,11,261,340,26,42,2,0,0,2,0,0
FR_OCC_31,2020-05-30,62,13,601,68,21,41,2,11,261,340,26,42,0,0,0,0,0,0
FR_OCC_31,2020-05-31,57,13,604,70,21,36,2,11,261,343,26,44,3,2,0,3,0,2
FR_OCC_31,2020-06-01,57,12,604,70,21,36,2,10,261,343,26,44,0,0,0,0,0,0
FR_OCC_31,2020-06-02,57,11,605,70,21,36,2,9,261,344,26,44,1,0,0,1,0,0
FR_OCC_31,2020-06-03,52,11,609,71,17,35,2,9,264,345,27,44,4,1,3,1,1,0
FR_OCC_31,2020-06-04,48,9,612,71,16,32,2,7,265,347,27,44,3,0,1,2,0,0
FR_OCC_31,2020-06-05,42,4,615,71,15,27,1,3,266,349,27,44,3,0,1,2,0,0
FR_OCC_31,2020-06-06,43,4,616,71,15,28,1,3,267,349,27,44,1,0,1,0,0,0
FR_OCC_31,2020-06-07,43,4,616,71,15,28,1,3,267,349,27,44,0,0,0,0,0,0
FR_OCC_31,2020-06-08,43,4,616,71,15,28,1,3,267,349,27,44,0,0,0,0,0,0
FR_OCC_31,2020-06-09,43,4,617,71,15,28,1,3,267,350,27,44,1,0,0,1,0,0
FR_OCC_31,2020-06-10,43,4,618,71,16,27,1,3,267,351,27,44,1,0,0,1,0,0
FR_OCC_31,2020-06-11,43,5,619,71,16,27,1,4,267,352,27,44,1,0,0,1,0,0
FR_OCC_31,2020-06-12,43,5,619,71,16,27,1,4,267,352,27,44,0,0,0,0,0,0
FR_OCC_31,2020-06-13,43,4,621,71,16,27,0,4,268,353,27,44,2,0,1,1,0,0
FR_OCC_31,2020-06-14,44,4,622,71,16,28,0,4,269,353,27,44,1,0,1,0,0,0
FR_OCC_31,2020-06-15,45,4,622,71,17,28,0,4,269,353,27,44,0,0,0,0,0,0
FR_OCC_31,2020-06-16,43,4,625,71,18,25,0,4,269,356,27,44,3,0,0,3,0,0
FR_OCC_31,2020-06-17,42,4,626,71,18,24,0,4,269,357,27,44,1,0,0,1,0,0
FR_OCC_31,2020-06-18,41,4,627,71,17,24,0,4,270,357,27,44,1,0,1,0,0,0
FR_OCC_31,2020-06-19,41,4,627,71,17,24,0,4,270,357,27,44,0,0,0,0,0,0
FR_OCC_31,2020-06-20,41,3,628,71,17,24,0,3,270,358,27,44,1,0,0,1,0,0
FR_OCC_31,2020-06-21,39,3,632,71,15,24,0,3,274,358,27,44,4,0,4,0,0,0
