match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Maule,2020-03-03,1,,1,1,,,CL,,maule,CL_ML
Maule,2020-03-04,1,,1,2,,,CL,,maule,CL_ML
Maule,2020-03-08,1,,1,3,,,CL,,maule,CL_ML
Maule,2020-03-09,1,,1,4,,,CL,,maule,CL_ML
Maule,2020-03-10,1,,1,5,,,CL,,maule,CL_ML
Maule,2020-03-11,2,,2,7,,,CL,,maule,CL_ML
Maule,2020-03-13,1,,1,8,,,CL,,maule,CL_ML
Maule,2020-03-14,1,,1,9,,,CL,,maule,CL_ML
Maule,2020-03-18,2,,2,11,,,CL,,maule,CL_ML
Maule,2020-03-19,3,,3,14,,,CL,,maule,CL_ML
Maule,2020-03-21,1,,1,15,,,CL,,maule,CL_ML
Maule,2020-03-22,10,,10,25,,,CL,,maule,CL_ML
Maule,2020-03-23,3,,3,28,,,CL,,maule,CL_ML
Maule,2020-03-24,1,,1,29,,,CL,,maule,CL_ML
Maule,2020-03-25,1,,1,30,,,CL,,maule,CL_ML
Maule,2020-03-26,1,,1,31,,,CL,,maule,CL_ML
Maule,2020-03-27,1,,1,32,,,CL,,maule,CL_ML
Maule,2020-03-28,5,,5,37,,,CL,,maule,CL_ML
Maule,2020-03-29,5,,5,42,,,CL,,maule,CL_ML
Maule,2020-03-30,13,,13,55,,,CL,,maule,CL_ML
Maule,2020-03-31,8,,8,63,,,CL,,maule,CL_ML
Maule,2020-04-01,9,,9,72,,,CL,,maule,CL_ML
Maule,2020-04-02,11,,11,83,,,CL,,maule,CL_ML
Maule,2020-04-03,7,,7,90,,,CL,,maule,CL_ML
Maule,2020-04-04,8,,8,98,,,CL,,maule,CL_ML
Maule,2020-04-05,6,,6,104,,,CL,,maule,CL_ML
Maule,2020-04-06,5,,5,109,,,CL,,maule,CL_ML
Maule,2020-04-07,1,,1,110,,,CL,,maule,CL_ML
Maule,2020-04-08,11,,11,121,,,CL,,maule,CL_ML
Maule,2020-04-09,9,,9,130,,,CL,,maule,CL_ML
Maule,2020-04-10,3,,3,133,,,CL,,maule,CL_ML
Maule,2020-04-11,4,,4,137,,,CL,,maule,CL_ML
Maule,2020-04-12,4,,4,141,,,CL,,maule,CL_ML
Maule,2020-04-13,3,,3,144,,,CL,,maule,CL_ML
Maule,2020-04-14,2,,2,146,,,CL,,maule,CL_ML
Maule,2020-04-15,10,,10,156,,,CL,,maule,CL_ML
Maule,2020-04-16,15,,15,171,,,CL,,maule,CL_ML
Maule,2020-04-17,59,,59,230,,,CL,,maule,CL_ML
Maule,2020-04-18,54,,54,284,,,CL,,maule,CL_ML
Maule,2020-04-19,26,,26,310,,,CL,,maule,CL_ML
Maule,2020-04-20,4,,4,314,,,CL,,maule,CL_ML
Maule,2020-04-21,12,,12,326,,,CL,,maule,CL_ML
Maule,2020-04-22,12,,12,338,,,CL,,maule,CL_ML
Maule,2020-04-23,5,,5,343,,,CL,,maule,CL_ML
Maule,2020-04-24,16,,16,359,,,CL,,maule,CL_ML
Maule,2020-04-25,1,,1,360,,,CL,,maule,CL_ML
Maule,2020-04-26,5,,5,365,,,CL,,maule,CL_ML
Maule,2020-04-27,10,,10,375,,,CL,,maule,CL_ML
Maule,2020-04-28,21,,21,396,,,CL,,maule,CL_ML
Maule,2020-04-29,9,,9,405,,,CL,,maule,CL_ML
Maule,2020-04-30,1,,1,406,,,CL,,maule,CL_ML
Maule,2020-05-01,1,,1,407,,,CL,,maule,CL_ML
Maule,2020-05-02,2,,2,409,,,CL,,maule,CL_ML
Maule,2020-05-03,1,,1,410,,,CL,,maule,CL_ML
Maule,2020-05-04,2,,2,412,,,CL,,maule,CL_ML
Maule,2020-05-05,9,,9,421,,,CL,,maule,CL_ML
Maule,2020-05-07,6,,6,427,,,CL,,maule,CL_ML
Maule,2020-05-08,11,,11,438,,,CL,,maule,CL_ML
Maule,2020-05-09,8,,8,446,,,CL,,maule,CL_ML
Maule,2020-05-10,9,,9,455,,,CL,,maule,CL_ML
Maule,2020-05-11,13,,13,468,,,CL,,maule,CL_ML
Maule,2020-05-12,12,,12,480,,,CL,,maule,CL_ML
Maule,2020-05-13,19,,19,499,,,CL,,maule,CL_ML
Maule,2020-05-14,34,,34,533,,,CL,,maule,CL_ML
Maule,2020-05-15,21,,21,554,,,CL,,maule,CL_ML
Maule,2020-05-16,11,,11,565,,,CL,,maule,CL_ML
Maule,2020-05-17,22,,22,587,,,CL,,maule,CL_ML
Maule,2020-05-18,29,,29,616,,,CL,,maule,CL_ML
Maule,2020-05-19,38,,38,654,,,CL,,maule,CL_ML
Maule,2020-05-20,40,,40,694,,,CL,,maule,CL_ML
Maule,2020-05-21,52,,52,746,,,CL,,maule,CL_ML
Maule,2020-05-22,51,,51,797,,,CL,,maule,CL_ML
Maule,2020-05-23,41,,41,838,,,CL,,maule,CL_ML
Maule,2020-05-24,69,,69,907,,,CL,,maule,CL_ML
Maule,2020-05-25,61,,61,968,,,CL,,maule,CL_ML
Maule,2020-05-26,60,,60,1028,,,CL,,maule,CL_ML
Maule,2020-05-27,53,,53,1081,,,CL,,maule,CL_ML
Maule,2020-05-28,54,,54,1135,,,CL,,maule,CL_ML
Maule,2020-05-29,60,,60,1195,,,CL,,maule,CL_ML
Maule,2020-05-30,76,,76,1271,,,CL,,maule,CL_ML
Maule,2020-05-31,41,,41,1312,,,CL,,maule,CL_ML
Maule,2020-06-01,46,,46,1358,,,CL,,maule,CL_ML
Maule,2020-06-02,40,,40,1398,,,CL,,maule,CL_ML
Maule,2020-06-03,216,,216,1614,,,CL,,maule,CL_ML
Maule,2020-06-04,139,,139,1753,,,CL,,maule,CL_ML
Maule,2020-06-05,105,,105,1858,,,CL,,maule,CL_ML
Maule,2020-06-06,135,,135,1993,,,CL,,maule,CL_ML
Maule,2020-06-07,140,,140,2133,,,CL,,maule,CL_ML
Maule,2020-06-08,67,,67,2200,,,CL,,maule,CL_ML
Maule,2020-06-09,113,,113,2313,,,CL,,maule,CL_ML
Maule,2020-06-10,151,,151,2464,,,CL,,maule,CL_ML
Maule,2020-06-11,121,,121,2585,,,CL,,maule,CL_ML
Maule,2020-06-12,131,,131,2716,,,CL,,maule,CL_ML
Maule,2020-06-13,154,,154,2870,,,CL,,maule,CL_ML
Maule,2020-06-14,156,,156,3026,,,CL,,maule,CL_ML
Maule,2020-06-15,94,,94,3120,,,CL,,maule,CL_ML
Maule,2020-06-16,98,,98,3218,,,CL,,maule,CL_ML
Maule,2020-06-17,94,,94,3312,,,CL,,maule,CL_ML
Maule,2020-06-18,207,,207,3519,,,CL,,maule,CL_ML
Santiago Metropolitan,2020-03-04,1,,1,1,,,CL,,santiago metropolitan,CL_RM
