match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Oruro,2020-03-10,1,,1,1,0,0,BO,,oruro,BO_O
Oruro,2020-03-13,6,,6,7,0,0,BO,,oruro,BO_O
Oruro,2020-03-19,1,,1,8,0,0,BO,,oruro,BO_O
Oruro,2020-04-10,1,1,1,9,1,1,BO,,oruro,BO_O
Oruro,2020-04-11,2,,2,11,0,1,BO,,oruro,BO_O
Oruro,2020-04-12,2,1,2,13,1,2,BO,,oruro,BO_O
Oruro,2020-04-13,1,,1,14,0,2,BO,,oruro,BO_O
Oruro,2020-04-14,16,,16,30,0,2,BO,,oruro,BO_O
Oruro,2020-04-15,7,,7,37,0,2,BO,,oruro,BO_O
Oruro,2020-04-16,1,,1,38,0,2,BO,,oruro,BO_O
Oruro,2020-04-17,4,,4,42,0,2,BO,,oruro,BO_O
Oruro,2020-04-18,3,,3,45,0,2,BO,,oruro,BO_O
Oruro,2020-04-20,4,,4,49,0,2,BO,,oruro,BO_O
Oruro,2020-04-22,10,,10,59,0,2,BO,,oruro,BO_O
Oruro,2020-04-23,3,,3,62,0,2,BO,,oruro,BO_O
Oruro,2020-04-24,3,,3,65,0,2,BO,,oruro,BO_O
Oruro,2020-04-26,14,2,14,79,2,4,BO,,oruro,BO_O
Oruro,2020-04-27,13,,13,92,0,4,BO,,oruro,BO_O
Oruro,2020-04-29,10,2,10,102,2,6,BO,,oruro,BO_O
Oruro,2020-05-01,5,,5,107,0,6,BO,,oruro,BO_O
Oruro,2020-05-02,4,,4,111,0,6,BO,,oruro,BO_O
Oruro,2020-05-03,,1,0,111,1,7,BO,,oruro,BO_O
Oruro,2020-05-05,2,,2,113,0,7,BO,,oruro,BO_O
Oruro,2020-05-07,2,1,2,115,1,8,BO,,oruro,BO_O
Oruro,2020-05-08,1,,1,116,0,8,BO,,oruro,BO_O
Oruro,2020-05-09,5,1,5,121,1,9,BO,,oruro,BO_O
Oruro,2020-05-10,3,,3,124,0,9,BO,,oruro,BO_O
Oruro,2020-05-12,4,,4,128,0,9,BO,,oruro,BO_O
Oruro,2020-05-14,4,,4,132,0,9,BO,,oruro,BO_O
Oruro,2020-05-16,1,,1,133,0,9,BO,,oruro,BO_O
Oruro,2020-05-17,3,,3,136,0,9,BO,,oruro,BO_O
Oruro,2020-05-18,2,,2,138,0,9,BO,,oruro,BO_O
Oruro,2020-05-19,1,,1,139,0,9,BO,,oruro,BO_O
Oruro,2020-05-20,,1,0,139,1,10,BO,,oruro,BO_O
Oruro,2020-05-21,3,2,3,142,2,12,BO,,oruro,BO_O
Oruro,2020-05-22,2,1,2,144,1,13,BO,,oruro,BO_O
Oruro,2020-05-23,2,,2,146,0,13,BO,,oruro,BO_O
Oruro,2020-05-24,5,,5,151,0,13,BO,,oruro,BO_O
Oruro,2020-05-25,1,,1,152,0,13,BO,,oruro,BO_O
Oruro,2020-05-26,2,,2,154,0,13,BO,,oruro,BO_O
Santa Cruz,2020-03-10,1,,1,1,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-11,1,,1,2,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-15,1,,1,3,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-17,1,,1,4,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-19,1,,1,5,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-20,3,,3,8,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-21,1,,1,9,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-22,6,,6,15,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-23,1,,1,16,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-24,2,,2,18,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-25,6,,6,24,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-26,10,,10,34,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-27,8,,8,42,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-28,2,,2,44,0,0,BO,,santa cruz,BO_S
Santa Cruz,2020-03-29,8,1,8,52,1,1,BO,,santa cruz,BO_S
Santa Cruz,2020-03-30,7,2,7,59,2,3,BO,,santa cruz,BO_S
Santa Cruz,2020-03-31,5,1,5,64,1,4,BO,,santa cruz,BO_S
Santa Cruz,2020-04-01,4,1,4,68,1,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-02,2,,2,70,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-03,4,,4,74,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-04,14,,14,88,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-05,9,,9,97,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-06,3,,3,100,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-07,3,,3,103,0,5,BO,,santa cruz,BO_S
Santa Cruz,2020-04-08,24,3,24,127,3,8,BO,,santa cruz,BO_S
Santa Cruz,2020-04-09,3,1,3,130,1,9,BO,,santa cruz,BO_S
Santa Cruz,2020-04-10,4,,4,134,0,9,BO,,santa cruz,BO_S
Santa Cruz,2020-04-11,13,1,13,147,1,10,BO,,santa cruz,BO_S
Santa Cruz,2020-04-12,16,,16,163,0,10,BO,,santa cruz,BO_S
Santa Cruz,2020-04-13,14,,14,177,0,10,BO,,santa cruz,BO_S
Santa Cruz,2020-04-14,13,,13,190,0,10,BO,,santa cruz,BO_S
Santa Cruz,2020-04-15,25,1,25,215,1,11,BO,,santa cruz,BO_S
Santa Cruz,2020-04-16,3,1,3,218,1,12,BO,,santa cruz,BO_S
Santa Cruz,2020-04-17,19,,19,237,0,12,BO,,santa cruz,BO_S
Santa Cruz,2020-04-18,18,,18,255,0,12,BO,,santa cruz,BO_S
Santa Cruz,2020-04-19,35,,35,290,0,12,BO,,santa cruz,BO_S
Santa Cruz,2020-04-20,27,,27,317,0,12,BO,,santa cruz,BO_S
Santa Cruz,2020-04-21,7,2,7,324,2,14,BO,,santa cruz,BO_S
Santa Cruz,2020-04-22,47,2,47,371,2,16,BO,,santa cruz,BO_S
Santa Cruz,2020-04-23,14,3,14,385,3,19,BO,,santa cruz,BO_S
Santa Cruz,2020-04-24,61,,61,446,0,19,BO,,santa cruz,BO_S
Santa Cruz,2020-04-25,43,1,43,489,1,20,BO,,santa cruz,BO_S
Santa Cruz,2020-04-26,36,2,36,525,2,22,BO,,santa cruz,BO_S
Santa Cruz,2020-04-27,28,3,28,553,3,25,BO,,santa cruz,BO_S
Santa Cruz,2020-04-28,34,2,34,587,2,27,BO,,santa cruz,BO_S
Santa Cruz,2020-04-29,28,2,28,615,2,29,BO,,santa cruz,BO_S
Santa Cruz,2020-04-30,41,3,41,656,3,32,BO,,santa cruz,BO_S
Santa Cruz,2020-05-01,37,2,37,693,2,34,BO,,santa cruz,BO_S
Santa Cruz,2020-05-02,113,4,113,806,4,38,BO,,santa cruz,BO_S
Santa Cruz,2020-05-03,98,2,98,904,2,40,BO,,santa cruz,BO_S
Santa Cruz,2020-05-04,75,4,75,979,4,44,BO,,santa cruz,BO_S
Santa Cruz,2020-05-05,104,2,104,1083,2,46,BO,,santa cruz,BO_S
Santa Cruz,2020-05-06,77,4,77,1160,4,50,BO,,santa cruz,BO_S
Santa Cruz,2020-05-07,158,2,158,1318,2,52,BO,,santa cruz,BO_S
Santa Cruz,2020-05-08,69,1,69,1387,1,53,BO,,santa cruz,BO_S
Santa Cruz,2020-05-09,150,3,150,1537,3,56,BO,,santa cruz,BO_S
Santa Cruz,2020-05-10,96,3,96,1633,3,59,BO,,santa cruz,BO_S
Santa Cruz,2020-05-11,190,1,190,1823,1,60,BO,,santa cruz,BO_S
Santa Cruz,2020-05-12,102,4,102,1925,4,64,BO,,santa cruz,BO_S
Santa Cruz,2020-05-13,116,8,116,2041,8,72,BO,,santa cruz,BO_S
Santa Cruz,2020-05-14,122,4,122,2163,4,76,BO,,santa cruz,BO_S
Santa Cruz,2020-05-15,134,7,134,2297,7,83,BO,,santa cruz,BO_S
Santa Cruz,2020-05-16,221,1,221,2518,1,84,BO,,santa cruz,BO_S
Santa Cruz,2020-05-17,245,3,245,2763,3,87,BO,,santa cruz,BO_S
Santa Cruz,2020-05-18,131,1,131,2894,1,88,BO,,santa cruz,BO_S
Santa Cruz,2020-05-19,88,7,88,2982,7,95,BO,,santa cruz,BO_S
Santa Cruz,2020-05-20,259,2,259,3241,2,97,BO,,santa cruz,BO_S
Santa Cruz,2020-05-21,173,10,173,3414,10,107,BO,,santa cruz,BO_S
Santa Cruz,2020-05-22,251,4,251,3665,4,111,BO,,santa cruz,BO_S
Santa Cruz,2020-05-23,235,6,235,3900,6,117,BO,,santa cruz,BO_S
Santa Cruz,2020-05-24,299,6,299,4199,6,123,BO,,santa cruz,BO_S
Santa Cruz,2020-05-25,328,5,328,4527,5,128,BO,,santa cruz,BO_S
Santa Cruz,2020-05-26,361,7,361,4888,7,135,BO,,santa cruz,BO_S
Cochabamba,2020-03-13,1,,1,1,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-19,1,,1,2,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-22,1,,1,3,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-26,7,,7,10,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-27,4,,4,14,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-29,4,,4,18,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-03-30,2,,2,20,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-04-01,1,,1,21,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-04-02,1,,1,22,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-04-03,2,,2,24,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-04-04,1,,1,25,0,0,BO,,cochabamba,BO_C
Cochabamba,2020-04-05,8,1,8,33,1,1,BO,,cochabamba,BO_C
Cochabamba,2020-04-06,,1,0,33,1,2,BO,,cochabamba,BO_C
Cochabamba,2020-04-07,5,,5,38,0,2,BO,,cochabamba,BO_C
Cochabamba,2020-04-08,9,,9,47,0,2,BO,,cochabamba,BO_C
Cochabamba,2020-04-09,1,,1,48,0,2,BO,,cochabamba,BO_C
Cochabamba,2020-04-11,1,2,1,49,2,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-12,3,,3,52,0,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-13,2,,2,54,0,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-14,3,,3,57,0,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-15,2,,2,59,0,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-17,1,,1,60,0,4,BO,,cochabamba,BO_C
Cochabamba,2020-04-19,1,1,1,61,1,5,BO,,cochabamba,BO_C
Cochabamba,2020-04-20,,1,0,61,1,6,BO,,cochabamba,BO_C
Cochabamba,2020-04-21,1,,1,62,0,6,BO,,cochabamba,BO_C
Cochabamba,2020-04-22,1,,1,63,0,6,BO,,cochabamba,BO_C
Cochabamba,2020-04-23,3,,3,66,0,6,BO,,cochabamba,BO_C
