date,total_confirmed,total_deceased,total_recovered,key,new_confirmed,new_deceased,new_recovered
2020-04-16,108,3,,AR_A,4,0,
2020-04-17,118,3,,AR_A,10,0,
2020-04-18,123,3,,AR_A,5,0,
2020-04-19,127,3,,AR_A,4,0,
2020-04-20,129,3,,AR_A,2,0,
2020-04-21,143,3,,AR_A,14,0,
2020-04-22,149,3,,AR_A,6,0,
2020-04-23,154,3,,AR_A,5,0,
2020-04-24,163,3,,AR_A,9,0,
2020-04-25,168,3,,AR_A,5,0,
2020-04-26,177,3,,AR_A,9,0,
2020-04-27,181,3,,AR_A,4,0,
2020-04-28,184,3,,AR_A,3,0,
2020-04-29,196,3,,AR_A,12,0,
2020-04-30,209,3,,AR_A,13,0,
2020-05-01,215,3,,AR_A,6,0,
2020-05-02,222,3,,AR_A,7,0,
2020-05-03,240,5,,AR_A,18,2,
2020-05-04,270,5,,AR_A,30,0,
2020-05-05,307,5,,AR_A,37,0,
2020-05-06,321,5,,AR_A,14,0,
2020-05-07,327,5,,AR_A,6,0,
2020-05-08,335,5,,AR_A,8,0,
2020-05-09,340,5,,AR_A,5,0,
2020-05-10,343,5,,AR_A,3,0,
2020-05-11,379,5,,AR_A,36,0,
2020-05-12,384,5,,AR_A,5,0,
2020-05-13,387,5,,AR_A,3,0,
2020-05-14,392,5,,AR_A,5,0,
2020-05-15,422,5,,AR_A,30,0,
2020-05-16,424,5,,AR_A,2,0,
2020-05-17,432,5,,AR_A,8,0,
2020-05-18,441,5,,AR_A,9,0,
2020-05-19,448,6,,AR_A,7,1,
2020-05-20,452,6,,AR_A,4,0,
2020-05-21,468,6,,AR_A,16,0,
2020-05-22,484,6,,AR_A,16,0,
2020-05-23,489,6,,AR_A,5,0,
2020-05-24,505,6,,AR_A,16,0,
2020-05-25,534,6,,AR_A,29,0,
2020-05-26,551,6,,AR_A,17,0,
2020-05-27,557,6,,AR_A,6,0,
2020-05-28,568,7,,AR_A,11,1,
2020-05-29,573,7,,AR_A,5,0,
2020-05-30,582,7,,AR_A,9,0,
2020-05-31,604,7,,AR_A,22,0,
2020-06-01,617,7,,AR_A,13,0,
2020-06-02,623,7,,AR_A,6,0,
2020-06-03,637,7,,AR_A,14,0,
2020-06-04,649,7,,AR_A,12,0,
2020-06-05,660,8,,AR_A,11,1,
2020-06-06,665,8,,AR_A,5,0,
2020-06-07,676,9,,AR_A,11,1,
2020-06-08,682,9,,AR_A,6,0,
2020-06-09,704,9,,AR_A,22,0,
2020-06-10,738,9,,AR_A,34,0,
2020-06-11,752,9,,AR_A,14,0,
2020-06-12,758,9,,AR_A,6,0,
2020-06-13,770,9,,AR_A,12,0,
2020-06-14,776,9,,AR_A,6,0,
2020-06-15,785,9,,AR_A,9,0,
2020-06-16,787,9,,AR_A,2,0,
2020-06-17,787,9,,AR_A,0,0,
2020-06-18,787,9,,AR_A,0,0,
2020-06-19,787,9,,AR_A,0,0,
2020-06-20,787,9,,AR_A,0,0,
2020-06-21,787,9,,AR_A,0,0,
2020-06-22,787,9,,AR_A,0,0,
2020-06-23,787,9,,AR_A,0,0,
2020-06-24,787,9,,AR_A,0,0,
2020-06-25,787,9,,AR_A,0,0,
2020-02-25,0,0,0,AR_B,,,
2020-02-26,0,0,0,AR_B,0,0,0
2020-02-27,3,0,0,AR_B,3,0,0
2020-02-28,7,0,0,AR_B,4,0,0
2020-02-29,7,0,0,AR_B,0,0,0
2020-03-01,7,0,0,AR_B,0,0,0
2020-03-02,10,0,0,AR_B,3,0,0
2020-03-03,13,0,0,AR_B,3,0,0
2020-03-04,15,0,0,AR_B,2,0,0
2020-03-05,16,0,0,AR_B,1,0,0
2020-03-06,19,0,0,AR_B,3,0,0
2020-03-07,21,0,0,AR_B,2,0,0
2020-03-08,26,0,0,AR_B,5,0,0
2020-03-09,30,0,0,AR_B,4,0,0
2020-03-10,35,0,0,AR_B,5,0,0
2020-03-11,45,0,0,AR_B,10,0,0
2020-03-12,56,2,0,AR_B,11,2,0
2020-03-13,78,3,0,AR_B,22,1,0
2020-03-14,101,3,0,AR_B,23,0,0
2020-03-15,119,3,0,AR_B,18,0,0
2020-03-16,148,3,0,AR_B,29,0,0
2020-03-17,183,6,0,AR_B,35,3,0
2020-03-18,237,6,0,AR_B,54,0,0
2020-03-19,265,7,0,AR_B,28,1,0
2020-03-20,313,7,0,AR_B,48,0,0
2020-03-21,383,9,0,AR_B,70,2,0
2020-03-22,423,11,0,AR_B,40,2,0
2020-03-23,476,12,0,AR_B,53,1,0
2020-03-24,560,16,1,AR_B,84,4,1
2020-03-25,722,17,1,AR_B,162,1,0
2020-03-26,838,24,15,AR_B,116,7,14
2020-03-27,928,30,15,AR_B,90,6,0
2020-03-28,998,40,15,AR_B,70,10,0
2020-03-29,1131,49,15,AR_B,133,9,0
2020-03-30,1278,56,15,AR_B,147,7,0
2020-03-31,1404,64,15,AR_B,126,8,0
2020-04-01,1610,69,23,AR_B,206,5,8
2020-04-02,1917,79,37,AR_B,307,10,14
2020-04-03,2391,89,37,AR_B,474,10,0
2020-04-04,2779,97,117,AR_B,388,8,80
2020-04-05,3073,114,117,AR_B,294,17,0
2020-04-06,3409,130,40,AR_B,336,16,-77
2020-04-07,3859,142,40,AR_B,450,12,0
2020-04-08,4298,154,40,AR_B,439,12,0
2020-04-09,4726,167,70,AR_B,428,13,30
2020-04-10,5179,175,70,AR_B,453,8,0
2020-04-11,5525,184,70,AR_B,346,9,0
2020-04-12,5835,196,70,AR_B,310,12,0
2020-04-13,6267,212,70,AR_B,432,16,0
2020-04-14,6849,223,70,AR_B,582,11,0
2020-04-15,7504,241,120,AR_B,655,18,50
2020-04-16,8179,255,120,AR_B,675,14,0
2020-04-17,8906,269,120,AR_B,727,14,0
2020-04-18,9533,289,120,AR_B,627,20,0
2020-04-19,9988,303,120,AR_B,455,14,0
2020-04-20,10783,316,120,AR_B,795,13,0
2020-04-21,11828,331,120,AR_B,1045,15,0
2020-04-22,12719,351,120,AR_B,891,20,0
2020-04-23,13606,370,120,AR_B,887,19,0
2020-04-24,14606,385,120,AR_B,1000,15,0
2020-04-25,15515,396,120,AR_B,909,11,0
2020-04-26,16031,414,120,AR_B,516,18,0
2020-04-27,16813,442,120,AR_B,782,28,0
2020-04-28,17880,457,120,AR_B,1067,15,0
2020-04-29,18902,468,120,AR_B,1022,11,0
2020-04-30,19806,483,120,AR_B,904,15,0
2020-05-01,20644,498,120,AR_B,838,15,0
2020-05-02,21255,507,120,AR_B,611,9,0
2020-05-03,21649,521,120,AR_B,394,14,0
2020-05-04,22533,536,120,AR_B,884,15,0
2020-05-05,23520,543,120,AR_B,987,7,0
2020-05-06,24346,556,120,AR_B,826,13,0
2020-05-07,25190,574,120,AR_B,844,18,0
2020-05-08,26059,586,120,AR_B,869,12,0
2020-05-09,26849,603,120,AR_B,790,17,0
2020-05-10,27278,618,120,AR_B,429,15,0
2020-05-11,28135,633,120,AR_B,857,15,0
2020-05-12,29230,652,120,AR_B,1095,19,0
2020-05-13,30246,665,120,AR_B,1016,13,0
2020-05-14,31286,678,120,AR_B,1040,13,0
2020-05-15,32425,693,120,AR_B,1139,15,0
2020-05-16,33401,713,120,AR_B,976,20,0
2020-05-17,34007,724,120,AR_B,606,11,0
2020-05-18,35227,739,120,AR_B,1220,15,0
2020-05-19,36738,752,120,AR_B,1511,13,0
2020-05-20,38160,774,120,AR_B,1422,22,0
2020-05-21,39690,792,120,AR_B,1530,18,0
2020-05-22,41269,813,120,AR_B,1579,21,0
2020-05-23,42577,825,120,AR_B,1308,12,0
2020-05-24,43401,836,120,AR_B,824,11,0
2020-05-25,44684,858,120,AR_B,1283,22,0
2020-05-26,46142,869,120,AR_B,1458,11,0
2020-05-27,47847,882,120,AR_B,1705,13,0
2020-05-28,49541,897,120,AR_B,1694,15,0
2020-05-29,51593,908,120,AR_B,2052,11,0
2020-05-30,53210,927,120,AR_B,1617,19,0
2020-05-31,54176,950,120,AR_B,966,23,0
2020-06-01,56018,968,120,AR_B,1842,18,0
2020-06-02,57935,985,120,AR_B,1917,17,0
2020-06-03,59977,1005,120,AR_B,2042,20,0
2020-06-04,61957,1021,120,AR_B,1980,16,0
2020-06-05,64165,1040,120,AR_B,2208,19,0
2020-06-06,66090,1059,120,AR_B,1925,19,0
2020-06-07,67061,1080,120,AR_B,971,21,0
2020-06-08,69110,1108,120,AR_B,2049,28,0
2020-06-09,71535,1130,120,AR_B,2425,22,0
2020-06-10,73946,1163,120,AR_B,2411,33,0
2020-06-11,76692,1186,120,AR_B,2746,23,0
2020-06-12,79447,1204,120,AR_B,2755,18,0
2020-06-13,82446,1222,120,AR_B,2999,18,0
2020-06-14,84050,1239,120,AR_B,1604,17,0
2020-06-15,85941,1249,120,AR_B,1891,10,0
2020-06-16,86964,1253,120,AR_B,1023,4,0
2020-06-17,86964,1253,120,AR_B,0,0,0
2020-06-18,86964,1253,120,AR_B,0,0,0
2020-06-19,86964,1253,120,AR_B,0,0,0
2020-06-20,86964,1253,120,AR_B,0,0,0
2020-06-21,86964,1253,120,AR_B,0,0,0
2020-06-22,86964,1253,120,AR_B,0,0,0
2020-06-23,86964,1253,120,AR_B,0,0,0
2020-06-24,86964,1253,120,AR_B,0,0,0
2020-06-25,86964,1253,120,AR_B,0,0,0
2020-02-25,,,,AR_C,,,
2020-02-26,,,,AR_C,,,
2020-02-27,,,,AR_C,,,
2020-02-28,4,,,AR_C,,,
2020-02-29,4,,,AR_C,0,,
2020-03-01,4,,,AR_C,0,,
2020-03-02,5,,,AR_C,1,,
2020-03-03,8,,,AR_C,3,,
2020-03-04,10,,,AR_C,2,,
2020-03-05,14,,,AR_C,4,,
2020-03-06,20,,,AR_C,6,,
2020-03-07,25,1,,AR_C,5,,
2020-03-08,35,1,,AR_C,10,0,
2020-03-09,39,2,,AR_C,4,1,
2020-03-10,51,3,,AR_C,12,1,
2020-03-11,65,3,,AR_C,14,0,
2020-03-12,80,3,,AR_C,15,0,
2020-03-13,100,3,,AR_C,20,0,
2020-03-14,122,3,,AR_C,22,0,
2020-03-15,154,4,,AR_C,32,1,
2020-03-16,181,4,,AR_C,27,0,
2020-03-17,215,5,,AR_C,34,1,
2020-03-18,282,6,3,AR_C,67,1,
2020-03-19,309,9,3,AR_C,27,3,0
2020-03-20,373,10,3,AR_C,64,1,0
2020-03-21,455,10,3,AR_C,82,0,0
2020-03-22,493,11,3,AR_C,38,1,0
2020-03-23,546,11,3,AR_C,53,0,0
2020-03-24,631,14,43,AR_C,85,3,40
2020-03-25,724,17,53,AR_C,93,3,10
2020-03-26,856,18,53,AR_C,132,1,0
2020-03-27,939,23,53,AR_C,83,5,0
2020-03-28,1019,28,53,AR_C,80,5,0
2020-03-29,1084,32,53,AR_C,65,4,0
2020-03-30,1196,36,53,AR_C,112,4,0
2020-03-31,1353,37,53,AR_C,157,1,0
2020-04-01,1491,42,107,AR_C,138,5,54
2020-04-02,1669,42,117,AR_C,178,0,10
2020-04-03,1971,45,117,AR_C,302,3,0
2020-04-04,2240,53,40,AR_C,269,8,-77
2020-04-05,2440,60,40,AR_C,200,7,0
2020-04-06,2634,67,117,AR_C,194,7,77
2020-04-07,2927,70,117,AR_C,293,3,0
2020-04-08,3254,78,117,AR_C,327,8,0
2020-04-09,3559,94,117,AR_C,305,16,0
2020-04-10,3797,100,117,AR_C,238,6,0
2020-04-11,4032,106,117,AR_C,235,6,0
2020-04-12,4202,112,117,AR_C,170,6,0
2020-04-13,4416,116,117,AR_C,214,4,0
2020-04-14,4666,125,117,AR_C,250,9,0
2020-04-15,4968,136,301,AR_C,302,11,184
2020-04-16,5265,146,301,AR_C,297,10,0
2020-04-17,5576,156,301,AR_C,311,10,0
2020-04-18,5855,159,301,AR_C,279,3,0
2020-04-19,6070,165,301,AR_C,215,6,0
2020-04-20,6335,171,301,AR_C,265,6,0
2020-04-21,6783,178,301,AR_C,448,7,0
2020-04-22,7106,187,301,AR_C,323,9,0
2020-04-23,7504,194,301,AR_C,398,7,0
2020-04-24,7965,206,301,AR_C,461,12,0
2020-04-25,8358,216,301,AR_C,393,10,0
2020-04-26,8684,222,301,AR_C,326,6,0
2020-04-27,9009,230,301,AR_C,325,8,0
2020-04-28,9399,242,301,AR_C,390,12,0
2020-04-29,9891,253,301,AR_C,492,11,0
2020-04-30,10274,263,301,AR_C,383,10,0
2020-05-01,10638,277,301,AR_C,364,14,0
2020-05-02,10978,282,301,AR_C,340,5,0
2020-05-03,11233,289,301,AR_C,255,7,0
2020-05-04,11603,296,301,AR_C,370,7,0
2020-05-05,12068,301,301,AR_C,465,5,0
2020-05-06,12511,307,301,AR_C,443,6,0
2020-05-07,13027,315,301,AR_C,516,8,0
2020-05-08,13489,321,301,AR_C,462,6,0
2020-05-09,13898,331,301,AR_C,409,10,0
2020-05-10,14293,343,301,AR_C,395,12,0
2020-05-11,14863,352,301,AR_C,570,9,0
2020-05-12,15485,359,301,AR_C,622,7,0
2020-05-13,16152,369,301,AR_C,667,10,0
2020-05-14,16753,371,301,AR_C,601,2,0
2020-05-15,17494,377,301,AR_C,741,6,0
2020-05-16,17999,385,301,AR_C,505,8,0
2020-05-17,18510,395,301,AR_C,511,10,0
2020-05-18,19167,402,301,AR_C,657,7,0
2020-05-19,20196,406,301,AR_C,1029,4,0
2020-05-20,21165,415,301,AR_C,969,9,0
2020-05-21,22328,425,301,AR_C,1163,10,0
2020-05-22,23453,433,301,AR_C,1125,8,0
2020-05-23,24320,437,301,AR_C,867,4,0
2020-05-24,25151,452,301,AR_C,831,15,0
2020-05-25,25951,461,301,AR_C,800,9,0
2020-05-26,26947,472,301,AR_C,996,11,0
2020-05-27,28114,478,301,AR_C,1167,6,0
2020-05-28,29306,489,301,AR_C,1192,11,0
2020-05-29,30593,497,301,AR_C,1287,8,0
2020-05-30,31581,507,301,AR_C,988,10,0
2020-05-31,32439,513,301,AR_C,858,6,0
2020-06-01,33368,520,301,AR_C,929,7,0
2020-06-02,34522,528,301,AR_C,1154,8,0
2020-06-03,35852,543,301,AR_C,1330,15,0
2020-06-04,37081,564,301,AR_C,1229,21,0
2020-06-05,38367,576,301,AR_C,1286,12,0
2020-06-06,39550,588,301,AR_C,1183,12,0
2020-06-07,40322,594,301,AR_C,772,6,0
2020-06-08,41513,606,301,AR_C,1191,12,0
2020-06-09,42928,619,301,AR_C,1415,13,0
2020-06-10,44201,637,301,AR_C,1273,18,0
2020-06-11,45678,650,301,AR_C,1477,13,0
2020-06-12,47399,659,301,AR_C,1721,9,0
2020-06-13,48803,669,301,AR_C,1404,10,0
2020-06-14,49795,684,301,AR_C,992,15,0
2020-06-15,50621,691,301,AR_C,826,7,0
2020-06-16,50926,693,301,AR_C,305,2,0
2020-06-17,50926,693,301,AR_C,0,0,0
2020-06-18,50926,693,301,AR_C,0,0,0
2020-06-19,50926,693,301,AR_C,0,0,0
2020-06-20,50926,693,301,AR_C,0,0,0
2020-06-21,50926,693,301,AR_C,0,0,0
2020-06-22,50926,693,301,AR_C,0,0,0
2020-06-23,50926,693,301,AR_C,0,0,0
2020-06-24,50926,693,301,AR_C,0,0,0
2020-06-25,50926,693,301,AR_C,0,0,0
2020-02-25,,,,AR_D,,,
2020-02-26,,,,AR_D,,,
2020-02-27,,,,AR_D,,,
2020-02-28,,,,AR_D,,,
2020-02-29,,,,AR_D,,,
2020-03-01,,,,AR_D,,,
2020-03-02,,,,AR_D,,,
2020-03-03,,,,AR_D,,,
2020-03-04,,,,AR_D,,,
2020-03-05,,,,AR_D,,,
2020-03-06,,,,AR_D,,,
2020-03-07,,,,AR_D,,,
2020-03-08,,,,AR_D,,,
2020-03-09,1,,,AR_D,,,
2020-03-10,1,,,AR_D,0,,
2020-03-11,1,,,AR_D,0,,
2020-03-12,3,,,AR_D,2,,
2020-03-13,3,,,AR_D,0,,
2020-03-14,3,,,AR_D,0,,
2020-03-15,3,,,AR_D,0,,
2020-03-16,3,,,AR_D,0,,
2020-03-17,4,,,AR_D,1,,
2020-03-18,4,,,AR_D,0,,
2020-03-19,4,,,AR_D,0,,
2020-03-20,7,,,AR_D,3,,
2020-03-21,8,,,AR_D,1,,
2020-03-22,9,,,AR_D,1,,
2020-03-23,10,,,AR_D,1,,
2020-03-24,11,,,AR_D,1,,
2020-03-25,20,,,AR_D,9,,
2020-03-26,25,,,AR_D,5,,
2020-03-27,30,,,AR_D,5,,
2020-03-28,35,,,AR_D,5,,
2020-03-29,36,,,AR_D,1,,
2020-03-30,43,,,AR_D,7,,
2020-03-31,48,,,AR_D,5,,
2020-04-01,49,,,AR_D,1,,
2020-04-02,50,,,AR_D,1,,
2020-04-03,50,,,AR_D,0,,
2020-04-04,51,,,AR_D,1,,
2020-04-05,54,,,AR_D,3,,
2020-04-06,60,,,AR_D,6,,
2020-04-07,65,,,AR_D,5,,
2020-04-08,69,,,AR_D,4,,
2020-04-09,74,,,AR_D,5,,
2020-04-10,76,,,AR_D,2,,
2020-04-11,81,,,AR_D,5,,
2020-04-12,82,,,AR_D,1,,
2020-04-13,91,,,AR_D,9,,
2020-04-14,91,,,AR_D,0,,
2020-04-15,96,,6,AR_D,5,,
2020-04-16,96,,6,AR_D,0,,0
2020-04-17,103,,6,AR_D,7,,0
2020-04-18,113,,6,AR_D,10,,0
2020-04-19,113,,6,AR_D,0,,0
2020-04-20,119,,6,AR_D,6,,0
2020-04-21,121,,6,AR_D,2,,0
2020-04-22,123,,6,AR_D,2,,0
2020-04-23,129,,6,AR_D,6,,0
2020-04-24,137,,6,AR_D,8,,0
2020-04-25,139,,6,AR_D,2,,0
2020-04-26,140,,6,AR_D,1,,0
2020-04-27,157,,6,AR_D,17,,0
2020-04-28,157,,6,AR_D,0,,0
2020-04-29,159,,6,AR_D,2,,0
2020-04-30,165,,6,AR_D,6,,0
2020-05-01,166,,6,AR_D,1,,0
2020-05-02,166,,6,AR_D,0,,0
2020-05-03,167,,6,AR_D,1,,0
2020-05-04,184,,6,AR_D,17,,0
2020-05-05,186,,6,AR_D,2,,0
2020-05-06,189,,6,AR_D,3,,0
2020-05-07,189,,6,AR_D,0,,0
2020-05-08,195,,6,AR_D,6,,0
2020-05-09,195,,6,AR_D,0,,0
2020-05-10,195,,6,AR_D,0,,0
2020-05-11,212,,6,AR_D,17,,0
2020-05-12,212,,6,AR_D,0,,0
2020-05-13,224,,6,AR_D,12,,0
2020-05-14,247,,6,AR_D,23,,0
2020-05-15,250,,6,AR_D,3,,0
2020-05-16,250,,6,AR_D,0,,0
2020-05-17,250,,6,AR_D,0,,0
2020-05-18,266,,6,AR_D,16,,0
2020-05-19,275,,6,AR_D,9,,0
2020-05-20,279,,6,AR_D,4,,0
2020-05-21,280,,6,AR_D,1,,0
2020-05-22,286,,6,AR_D,6,,0
2020-05-23,286,,6,AR_D,0,,0
2020-05-24,287,,6,AR_D,1,,0
2020-05-25,287,,6,AR_D,0,,0
2020-05-26,292,,6,AR_D,5,,0
2020-05-27,304,,6,AR_D,12,,0
2020-05-28,309,1,6,AR_D,5,,0
2020-05-29,319,1,6,AR_D,10,0,0
2020-05-30,319,1,6,AR_D,0,0,0
2020-05-31,319,1,6,AR_D,0,0,0
2020-06-01,322,1,6,AR_D,3,0,0
2020-06-02,335,1,6,AR_D,13,0,0
2020-06-03,346,1,6,AR_D,11,0,0
2020-06-04,348,1,6,AR_D,2,0,0
2020-06-05,353,1,6,AR_D,5,0,0
2020-06-06,355,1,6,AR_D,2,0,0
2020-06-07,355,1,6,AR_D,0,0,0
2020-06-08,366,3,6,AR_D,11,2,0
2020-06-09,373,3,6,AR_D,7,0,0
2020-06-10,386,3,6,AR_D,13,0,0
2020-06-11,401,3,6,AR_D,15,0,0
2020-06-12,412,3,6,AR_D,11,0,0
2020-06-13,414,3,6,AR_D,2,0,0
2020-06-14,414,3,6,AR_D,0,0,0
2020-06-15,414,3,6,AR_D,0,0,0
2020-06-16,431,3,6,AR_D,17,0,0
2020-06-17,431,3,6,AR_D,0,0,0
2020-06-18,431,3,6,AR_D,0,0,0
2020-06-19,431,3,6,AR_D,0,0,0
2020-06-20,431,3,6,AR_D,0,0,0
2020-06-21,431,3,6,AR_D,0,0,0
2020-06-22,431,3,6,AR_D,0,0,0
2020-06-23,431,3,6,AR_D,0,0,0
2020-06-24,431,3,6,AR_D,0,0,0
2020-06-25,431,3,6,AR_D,0,0,0
2020-02-25,,,,AR_E,,,
2020-02-26,,,,AR_E,,,
2020-02-27,,,,AR_E,,,
2020-02-28,,,,AR_E,,,
2020-02-29,,,,AR_E,,,
2020-03-01,,,,AR_E,,,
2020-03-02,,,,AR_E,,,
2020-03-03,,,,AR_E,,,
2020-03-04,,,,AR_E,,,
2020-03-05,1,,,AR_E,,,
2020-03-06,1,,,AR_E,0,,
2020-03-07,1,,,AR_E,0,,
2020-03-08,1,,,AR_E,0,,
2020-03-09,1,,,AR_E,0,,
2020-03-10,1,,,AR_E,0,,
2020-03-11,3,,,AR_E,2,,
2020-03-12,3,,,AR_E,0,,
2020-03-13,4,,,AR_E,1,,
2020-03-14,5,,,AR_E,1,,
2020-03-15,5,,,AR_E,0,,
2020-03-16,5,,,AR_E,0,,
2020-03-17,10,,,AR_E,5,,
2020-03-18,10,,,AR_E,0,,
2020-03-19,11,,,AR_E,1,,
2020-03-20,12,,,AR_E,1,,
2020-03-21,19,,,AR_E,7,,
2020-03-22,19,,,AR_E,0,,
2020-03-23,26,,,AR_E,7,,
2020-03-24,33,,,AR_E,7,,
2020-03-25,40,,,AR_E,7,,
2020-03-26,55,,,AR_E,15,,
2020-03-27,59,1,,AR_E,4,,
2020-03-28,62,1,,AR_E,3,0,
2020-03-29,63,1,,AR_E,1,0,
2020-03-30,80,3,,AR_E,17,2,
2020-03-31,112,3,,AR_E,32,0,
2020-04-01,154,3,,AR_E,42,0,
2020-04-02,172,3,,AR_E,18,0,
2020-04-03,190,3,4,AR_E,18,0,
2020-04-04,206,3,4,AR_E,16,0,0
2020-04-05,215,3,4,AR_E,9,0,0
2020-04-06,224,4,4,AR_E,9,1,0
2020-04-07,235,5,4,AR_E,11,1,0
2020-04-08,261,7,4,AR_E,26,2,0
2020-04-09,269,8,4,AR_E,8,1,0
2020-04-10,270,13,4,AR_E,1,5,0
2020-04-11,296,14,4,AR_E,26,1,0
2020-04-12,297,14,4,AR_E,1,0,0
2020-04-13,313,14,4,AR_E,16,0,0
2020-04-14,329,17,4,AR_E,16,3,0
2020-04-15,347,18,10,AR_E,18,1,6
2020-04-16,362,19,10,AR_E,15,1,0
2020-04-17,382,19,10,AR_E,20,0,0
2020-04-18,389,22,10,AR_E,7,3,0
2020-04-19,409,23,10,AR_E,20,1,0
2020-04-20,414,26,10,AR_E,5,3,0
2020-04-21,437,29,10,AR_E,23,3,0
2020-04-22,450,30,10,AR_E,13,1,0
2020-04-23,471,31,10,AR_E,21,1,0
2020-04-24,484,32,10,AR_E,13,1,0
2020-04-25,508,32,10,AR_E,24,0,0
2020-04-26,508,32,10,AR_E,0,0,0
2020-04-27,524,33,10,AR_E,16,1,0
2020-04-28,536,34,10,AR_E,12,1,0
2020-04-29,559,34,10,AR_E,23,0,0
2020-04-30,580,36,10,AR_E,21,2,0
2020-05-01,581,36,10,AR_E,1,0,0
2020-05-02,621,38,10,AR_E,40,2,0
2020-05-03,622,38,10,AR_E,1,0,0
2020-05-04,647,38,10,AR_E,25,0,0
2020-05-05,668,40,10,AR_E,21,2,0
2020-05-06,683,40,10,AR_E,15,0,0
2020-05-07,698,41,10,AR_E,15,1,0
2020-05-08,708,42,10,AR_E,10,1,0
2020-05-09,721,44,10,AR_E,13,2,0
2020-05-10,724,44,10,AR_E,3,0,0
2020-05-11,744,45,10,AR_E,20,1,0
2020-05-12,773,45,10,AR_E,29,0,0
2020-05-13,796,46,10,AR_E,23,1,0
2020-05-14,812,46,10,AR_E,16,0,0
2020-05-15,843,47,10,AR_E,31,1,0
2020-05-16,866,48,10,AR_E,23,1,0
2020-05-17,868,49,10,AR_E,2,1,0
2020-05-18,895,50,10,AR_E,27,1,0
2020-05-19,913,50,10,AR_E,18,0,0
2020-05-20,942,52,10,AR_E,29,2,0
2020-05-21,965,52,10,AR_E,23,0,0
2020-05-22,990,53,10,AR_E,25,1,0
2020-05-23,998,53,10,AR_E,8,0,0
2020-05-24,1017,54,10,AR_E,19,1,0
2020-05-25,1037,55,10,AR_E,20,1,0
2020-05-26,1052,57,10,AR_E,15,2,0
2020-05-27,1073,58,10,AR_E,21,1,0
2020-05-28,1085,58,10,AR_E,12,0,0
2020-05-29,1102,58,10,AR_E,17,0,0
2020-05-30,1135,60,10,AR_E,33,2,0
2020-05-31,1135,61,10,AR_E,0,1,0
2020-06-01,1166,62,10,AR_E,31,1,0
2020-06-02,1201,64,10,AR_E,35,2,0
2020-06-03,1226,64,10,AR_E,25,0,0
2020-06-04,1243,67,10,AR_E,17,3,0
2020-06-05,1270,70,10,AR_E,27,3,0
2020-06-06,1322,72,10,AR_E,52,2,0
2020-06-07,1366,73,10,AR_E,44,1,0
2020-06-08,1402,73,10,AR_E,36,0,0
2020-06-09,1437,74,10,AR_E,35,1,0
2020-06-10,1474,75,10,AR_E,37,1,0
2020-06-11,1514,76,10,AR_E,40,1,0
2020-06-12,1559,76,10,AR_E,45,0,0
2020-06-13,1606,77,10,AR_E,47,1,0
2020-06-14,1654,77,10,AR_E,48,0,0
2020-06-15,1694,78,10,AR_E,40,1,0
2020-06-16,1702,78,10,AR_E,8,0,0
2020-06-17,1702,78,10,AR_E,0,0,0
2020-06-18,1702,78,10,AR_E,0,0,0
2020-06-19,1702,78,10,AR_E,0,0,0
2020-06-20,1702,78,10,AR_E,0,0,0
2020-06-21,1702,78,10,AR_E,0,0,0
