key,date,new_deceased,new_deceased_age_06,new_deceased_age_04,new_deceased_age_05,new_deceased_age_02,new_deceased_age_03,new_deceased_age_01,new_deceased_age_00,new_deceased_male,new_deceased_female,age_bin_00,age_bin_01,age_bin_02,age_bin_03,age_bin_04,age_bin_05,age_bin_06,total_deceased,total_deceased_age_06,total_deceased_age_04,total_deceased_age_05,total_deceased_age_02,total_deceased_age_03,total_deceased_age_01,total_deceased_age_00,total_deceased_male,total_deceased_female
CZ_71,2020-06-24,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,3,3,9,2,4,0,0,16,5
CZ_71_712,2020-03-25,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_71_712,2020-03-28,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,2,0
CZ_71_712,2020-03-31,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,3,0,0,0,0,3,0
CZ_71_712,2020-04-02,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,0,4,0,0,0,0,4,0
CZ_71_712,2020-04-05,2,,,,1,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,0,4,1,1,0,0,6,0
CZ_71_712,2020-04-07,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,0,5,1,1,0,0,7,0
CZ_71_712,2020-04-11,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,0,6,1,1,0,0,8,0
CZ_71_712,2020-04-20,2,,,1,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,0,0,7,1,2,0,0,10,0
CZ_71_712,2020-04-21,2,,1,1,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,0,1,8,1,2,0,0,11,1
CZ_71_712,2020-04-22,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,0,1,8,1,3,0,0,12,1
CZ_71_712,2020-05-01,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,0,1,9,1,3,0,0,13,1
CZ_71_712,2020-05-03,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,1,1,9,1,3,0,0,13,2
CZ_71_712,2020-05-11,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,1,2,9,1,3,0,0,14,2
CZ_71_712,2020-05-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,1,2,9,1,4,0,0,15,2
CZ_71_712,2020-06-17,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,2,2,9,1,4,0,0,15,3
CZ_71_712,2020-06-18,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,3,2,9,1,4,0,0,15,4
CZ_71_712,2020-06-24,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,3,3,9,1,4,0,0,15,5
CZ_71_714,2020-04-30,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,1,0,0,0,1,0
CZ_72,2020-04-08,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_72,2020-05-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,0,0,1,0,0,2,0
CZ_72,2020-06-04,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,0,0,2,0,0,3,0
CZ_72_722,2020-04-08,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_72_724,2020-05-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_72_724,2020-06-04,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,0,0,2,0,0,2,0
CZ_80,2020-03-24,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,0,1,0,1,0
CZ_80,2020-03-30,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,0,0,0,1,0,1,1
CZ_80,2020-03-31,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,2,0,0,0,1,0,1,2
CZ_80,2020-04-01,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,3,0,0,0,1,0,1,3
CZ_80,2020-04-03,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,3,1,0,0,1,0,1,4
CZ_80,2020-04-05,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,3,2,0,0,1,0,2,4
CZ_80,2020-04-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,3,3,0,0,1,0,3,4
CZ_80,2020-04-08,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,1,3,3,0,0,1,0,3,5
CZ_80,2020-04-09,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,2,3,3,0,0,1,0,3,6
CZ_80,2020-04-12,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,2,3,4,0,0,1,0,3,7
CZ_80,2020-04-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,2,3,4,0,1,1,0,4,7
CZ_80,2020-04-16,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,2,4,4,0,1,1,0,5,7
CZ_80,2020-04-17,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,3,4,4,0,1,1,0,5,8
CZ_80,2020-04-18,2,1,,1,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,4,4,5,0,1,1,0,6,9
CZ_80,2020-04-19,3,,,3,,,,,,3,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,4,4,8,0,1,1,0,6,12
CZ_80,2020-04-20,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,4,4,9,0,1,1,0,6,13
CZ_80,2020-04-21,2,,,1,,1,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,4,4,10,0,2,1,0,6,15
CZ_80,2020-04-23,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,4,4,11,0,2,1,0,6,16
CZ_80,2020-04-24,3,,1,1,,1,,,3,,30-39,40-49,50-59,60-69,70-79,80-89,90-,25,4,5,12,0,3,1,0,9,16
CZ_80,2020-04-25,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,26,4,6,12,0,3,1,0,10,16
CZ_80,2020-04-28,2,1,,,,1,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,28,5,6,12,0,4,1,0,11,17
CZ_80,2020-04-30,3,,,2,,1,,,2,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,31,5,6,14,0,5,1,0,13,18
CZ_80,2020-05-01,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,32,5,6,14,0,6,1,0,14,18
CZ_80,2020-05-04,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,33,5,7,14,0,6,1,0,15,18
CZ_80,2020-05-05,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,34,5,8,14,0,6,1,0,15,19
CZ_80,2020-05-06,2,1,,1,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,36,6,8,15,0,6,1,0,16,20
CZ_80,2020-05-07,2,1,1,,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,38,7,9,15,0,6,1,0,16,22
CZ_80,2020-05-08,2,,1,1,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,40,7,10,16,0,6,1,0,18,22
CZ_80,2020-05-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,41,7,11,16,0,6,1,0,19,22
CZ_80,2020-05-10,2,,2,,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,43,7,13,16,0,6,1,0,19,24
CZ_80,2020-05-13,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,44,7,14,16,0,6,1,0,19,25
CZ_80,2020-05-14,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,45,7,14,16,0,7,1,0,20,25
CZ_80,2020-05-15,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,46,7,14,17,0,7,1,0,21,25
CZ_80,2020-05-17,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,47,7,14,18,0,7,1,0,21,26
CZ_80,2020-05-18,2,,2,,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,49,7,16,18,0,7,1,0,23,26
CZ_80,2020-05-19,1,1,,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,50,8,16,18,0,7,1,0,24,26
CZ_80,2020-05-20,3,,2,1,,,,,3,,30-39,40-49,50-59,60-69,70-79,80-89,90-,53,8,18,19,0,7,1,0,27,26
CZ_80,2020-05-21,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,54,8,18,20,0,7,1,0,27,27
CZ_80,2020-05-22,2,,1,1,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,56,8,19,21,0,7,1,0,29,27
CZ_80,2020-05-24,2,,,,1,1,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,58,8,19,21,1,8,1,0,30,28
CZ_80,2020-06-04,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,59,8,20,21,1,8,1,0,30,29
CZ_80,2020-06-07,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,60,8,20,22,1,8,1,0,31,29
CZ_80,2020-06-12,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,61,8,20,22,2,8,1,0,32,29
CZ_80,2020-06-14,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,62,8,21,22,2,8,1,0,33,29
CZ_80,2020-06-16,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,63,8,21,22,2,9,1,0,34,29
CZ_80,2020-06-22,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,64,8,22,22,2,9,1,0,35,29
CZ_80,2020-06-24,1,,,,1,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,65,8,22,22,3,9,1,0,35,30
CZ_80,2020-06-26,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,66,8,22,22,4,9,1,0,36,30
CZ_80,2020-06-27,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,67,8,22,22,4,9,2,0,37,30
CZ_80,2020-06-29,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,68,8,22,22,5,9,2,0,38,30
CZ_80_801,2020-03-31,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_80_802,2020-03-24,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,0,1,0,1,0
CZ_80_802,2020-04-03,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,1,0,0,1,0,1,1
CZ_80_802,2020-04-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,2,0,0,1,0,2,1
CZ_80_802,2020-04-21,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,0,3,0,0,1,0,2,2
CZ_80_802,2020-04-28,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,0,3,0,1,1,0,3,2
CZ_80_802,2020-05-01,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,0,3,0,2,1,0,4,2
CZ_80_802,2020-05-08,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,1,3,0,2,1,0,5,2
CZ_80_802,2020-05-15,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,1,4,0,2,1,0,6,2
CZ_80_802,2020-06-22,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,0,2,4,0,2,1,0,7,2
CZ_80_802,2020-06-24,1,,,,1,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,0,2,4,1,2,1,0,7,3
CZ_80_803,2020-04-19,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,0,1
CZ_80_803,2020-05-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,1,0,0,0,0,1,1
CZ_80_803,2020-05-24,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,1,0,1,0,0,2,1
CZ_80_803,2020-06-12,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,1,1,1,0,0,3,1
CZ_80_803,2020-06-14,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,2,1,1,1,0,0,4,1
CZ_80_803,2020-06-16,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,1,1,2,0,0,5,1
CZ_80_803,2020-06-27,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,2,1,1,2,1,0,6,1
CZ_80_803,2020-06-29,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,2,1,2,2,1,0,7,1
CZ_80_804,2020-05-06,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,0,0,0,0,0,0,0,1
CZ_80_804,2020-05-07,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,2,0,0,0,0,0,0,0,2
CZ_80_804,2020-05-19,1,1,,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,3,0,0,0,0,0,0,1,2
CZ_80_804,2020-06-04,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,3,1,0,0,0,0,0,1,3
CZ_80_804,2020-06-07,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,3,1,1,0,0,0,0,2,3
CZ_80_805,2020-03-30,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_80_805,2020-04-01,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,2,0,0,0,0,0,0,2
CZ_80_805,2020-04-21,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,2,0,0,1,0,0,0,3
CZ_80_805,2020-04-30,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,2,0,0,2,0,0,1,3
CZ_80_805,2020-05-14,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,2,0,0,3,0,0,2,3
CZ_80_805,2020-05-20,2,,2,,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,4,0,0,3,0,0,4,3
CZ_80_805,2020-05-21,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,4,1,0,3,0,0,4,4
CZ_80_806,2020-04-05,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_80_806,2020-04-08,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,0,1,0,0,0,0,1,1
CZ_80_806,2020-04-09,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,2,0,1,0,0,0,0,1,2
CZ_80_806,2020-04-12,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,2,0,2,0,0,0,0,1,3
CZ_80_806,2020-04-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,2,0,2,0,1,0,0,2,3
CZ_80_806,2020-04-16,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,2,1,2,0,1,0,0,3,3
CZ_80_806,2020-04-17,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,3,1,2,0,1,0,0,3,4
CZ_80_806,2020-04-18,2,1,,1,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,4,1,3,0,1,0,0,4,5
CZ_80_806,2020-04-19,2,,,2,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,4,1,5,0,1,0,0,4,7
CZ_80_806,2020-04-20,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,4,1,6,0,1,0,0,4,8
CZ_80_806,2020-04-23,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,4,1,7,0,1,0,0,4,9
CZ_80_806,2020-04-24,3,,1,1,,1,,,3,,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,4,2,8,0,2,0,0,7,9
CZ_80_806,2020-04-25,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,4,3,8,0,2,0,0,8,9
CZ_80_806,2020-04-28,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,5,3,8,0,2,0,0,8,10
CZ_80_806,2020-04-30,2,,,2,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,5,3,10,0,2,0,0,9,11
CZ_80_806,2020-05-04,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,5,4,10,0,2,0,0,10,11
CZ_80_806,2020-05-05,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,5,5,10,0,2,0,0,10,12
CZ_80_806,2020-05-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,23,5,5,11,0,2,0,0,11,12
CZ_80_806,2020-05-07,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,24,5,6,11,0,2,0,0,11,13
CZ_80_806,2020-05-08,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,25,5,6,12,0,2,0,0,12,13
CZ_80_806,2020-05-10,2,,2,,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,27,5,8,12,0,2,0,0,12,15
CZ_80_806,2020-05-13,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,28,5,9,12,0,2,0,0,12,16
CZ_80_806,2020-05-17,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,29,5,9,13,0,2,0,0,12,17
CZ_80_806,2020-05-18,2,,2,,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,31,5,11,13,0,2,0,0,14,17
CZ_80_806,2020-05-20,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,32,5,11,14,0,2,0,0,15,17
CZ_80_806,2020-05-22,2,,1,1,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,34,5,12,15,0,2,0,0,17,17
CZ_80_806,2020-05-24,1,,,,1,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,35,5,12,15,1,2,0,0,17,18
CZ_80_806,2020-06-26,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,36,5,12,15,2,2,0,0,18,18
