match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
ACT,2020-01-25,0,,,0,,,AU,,act,AU_ACT
ACT,2020-01-27,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-01-29,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-01-30,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-01,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-04,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-05,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-06,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-22,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-25,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-02-29,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-01,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-02,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-03,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-04,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-05,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-06,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-07,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-08,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-09,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-10,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-11,0,,0,0,,,AU,,act,AU_ACT
ACT,2020-03-12,1,,1,1,,,AU,,act,AU_ACT
ACT,2020-03-13,1,,0,1,,,AU,,act,AU_ACT
ACT,2020-03-14,1,,0,1,,,AU,,act,AU_ACT
ACT,2020-03-15,1,,0,1,,,AU,,act,AU_ACT
ACT,2020-03-16,2,,1,2,,,AU,,act,AU_ACT
ACT,2020-03-17,2,,0,2,,,AU,,act,AU_ACT
ACT,2020-03-18,3,,1,3,,,AU,,act,AU_ACT
ACT,2020-03-19,4,,1,4,,,AU,,act,AU_ACT
ACT,2020-03-20,6,,2,6,,,AU,,act,AU_ACT
ACT,2020-03-21,9,,3,9,,,AU,,act,AU_ACT
ACT,2020-03-22,19,,10,19,,,AU,,act,AU_ACT
ACT,2020-03-23,32,,13,32,,,AU,,act,AU_ACT
ACT,2020-03-24,39,,7,39,,,AU,,act,AU_ACT
ACT,2020-03-25,44,,5,44,,,AU,,act,AU_ACT
ACT,2020-03-26,53,,9,53,,,AU,,act,AU_ACT
ACT,2020-03-27,62,,9,62,,,AU,,act,AU_ACT
ACT,2020-03-28,71,,9,71,,,AU,,act,AU_ACT
ACT,2020-03-29,77,,6,77,,,AU,,act,AU_ACT
ACT,2020-03-30,78,,1,78,,,AU,,act,AU_ACT
ACT,2020-03-31,80,,2,80,,,AU,,act,AU_ACT
ACT,2020-04-01,84,,4,84,,,AU,,act,AU_ACT
ACT,2020-04-02,87,,3,87,,,AU,,act,AU_ACT
ACT,2020-04-03,91,,4,91,,,AU,,act,AU_ACT
ACT,2020-04-04,93,,2,93,,,AU,,act,AU_ACT
ACT,2020-04-05,96,,3,96,,,AU,,act,AU_ACT
ACT,2020-04-06,96,,0,96,,,AU,,act,AU_ACT
ACT,2020-04-07,97,,1,97,,,AU,,act,AU_ACT
ACT,2020-04-08,99,,2,99,,,AU,,act,AU_ACT
ACT,2020-04-09,100,,1,100,,,AU,,act,AU_ACT
ACT,2020-04-10,103,,3,103,,,AU,,act,AU_ACT
ACT,2020-04-11,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-12,102,,-1,102,,,AU,,act,AU_ACT
ACT,2020-04-13,103,,1,103,,,AU,,act,AU_ACT
ACT,2020-04-14,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-15,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-16,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-17,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-18,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-19,103,,0,103,,,AU,,act,AU_ACT
ACT,2020-04-20,104,,1,104,,,AU,,act,AU_ACT
ACT,2020-04-21,104,,0,104,,,AU,,act,AU_ACT
ACT,2020-04-22,104,,0,104,,,AU,,act,AU_ACT
ACT,2020-04-23,104,,0,104,,,AU,,act,AU_ACT
ACT,2020-04-24,104,,0,104,,,AU,,act,AU_ACT
ACT,2020-04-25,106,,2,106,,,AU,,act,AU_ACT
ACT,2020-04-26,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-04-27,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-04-28,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-04-29,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-04-30,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-05-01,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-05-02,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-05-03,106,,0,106,,,AU,,act,AU_ACT
ACT,2020-05-04,107,,1,107,,,AU,,act,AU_ACT
ACT,2020-05-05,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-06,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-07,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-08,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-09,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-10,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-11,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-12,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-13,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-14,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-15,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-16,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-17,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-18,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-19,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-20,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-21,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-22,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-23,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-24,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-25,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-26,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-27,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-28,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-29,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-30,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-05-31,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-01,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-02,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-03,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-04,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-05,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-06,107,,0,107,,,AU,,act,AU_ACT
ACT,2020-06-07,108,,1,108,,,AU,,act,AU_ACT
ACT,2020-06-08,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-09,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-10,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-11,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-12,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-13,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-14,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-15,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-16,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-17,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-18,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-19,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-20,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-21,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-22,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-23,108,,0,108,,,AU,,act,AU_ACT
ACT,2020-06-24,108,,0,108,,,AU,,act,AU_ACT
NSW,2020-01-25,3,,,3,,,AU,,nsw,AU_NSW
NSW,2020-01-27,4,,1,4,,,AU,,nsw,AU_NSW
NSW,2020-01-29,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-01-30,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-01,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-04,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-05,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-06,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-22,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-25,4,,0,4,,,AU,,nsw,AU_NSW
NSW,2020-02-29,5,,1,5,,,AU,,nsw,AU_NSW
NSW,2020-03-01,6,,1,6,,,AU,,nsw,AU_NSW
NSW,2020-03-02,9,,3,9,,,AU,,nsw,AU_NSW
NSW,2020-03-03,15,,6,15,,,AU,,nsw,AU_NSW
NSW,2020-03-04,22,,7,22,,,AU,,nsw,AU_NSW
NSW,2020-03-05,25,,3,25,,,AU,,nsw,AU_NSW
NSW,2020-03-06,28,,3,28,,,AU,,nsw,AU_NSW
NSW,2020-03-07,36,,8,36,,,AU,,nsw,AU_NSW
NSW,2020-03-08,40,,4,40,,,AU,,nsw,AU_NSW
NSW,2020-03-09,47,,7,47,,,AU,,nsw,AU_NSW
NSW,2020-03-10,60,,13,60,,,AU,,nsw,AU_NSW
NSW,2020-03-11,64,,4,64,,,AU,,nsw,AU_NSW
NSW,2020-03-12,77,,13,77,,,AU,,nsw,AU_NSW
NSW,2020-03-13,91,,14,91,,,AU,,nsw,AU_NSW
NSW,2020-03-14,111,,20,111,,,AU,,nsw,AU_NSW
NSW,2020-03-15,133,,22,133,,,AU,,nsw,AU_NSW
NSW,2020-03-16,170,,37,170,,,AU,,nsw,AU_NSW
NSW,2020-03-17,209,,39,209,,,AU,,nsw,AU_NSW
NSW,2020-03-18,266,,57,266,,,AU,,nsw,AU_NSW
NSW,2020-03-19,306,,40,306,,,AU,,nsw,AU_NSW
NSW,2020-03-20,381,,75,381,,,AU,,nsw,AU_NSW
NSW,2020-03-21,435,,54,435,,,AU,,nsw,AU_NSW
NSW,2020-03-22,532,,97,532,,,AU,,nsw,AU_NSW
NSW,2020-03-23,704,,172,704,,,AU,,nsw,AU_NSW
NSW,2020-03-24,913,,209,913,,,AU,,nsw,AU_NSW
NSW,2020-03-25,1029,,116,1029,,,AU,,nsw,AU_NSW
NSW,2020-03-26,1219,,190,1219,,,AU,,nsw,AU_NSW
NSW,2020-03-27,1405,,186,1405,,,AU,,nsw,AU_NSW
NSW,2020-03-28,1617,,212,1617,,,AU,,nsw,AU_NSW
NSW,2020-03-29,1791,,174,1791,,,AU,,nsw,AU_NSW
NSW,2020-03-30,1918,,127,1918,,,AU,,nsw,AU_NSW
NSW,2020-03-31,2032,,114,2032,,,AU,,nsw,AU_NSW
NSW,2020-04-01,2182,,150,2182,,,AU,,nsw,AU_NSW
NSW,2020-04-02,2298,,116,2298,,,AU,,nsw,AU_NSW
NSW,2020-04-03,2389,,91,2389,,,AU,,nsw,AU_NSW
NSW,2020-04-04,2493,,104,2493,,,AU,,nsw,AU_NSW
NSW,2020-04-05,2580,,87,2580,,,AU,,nsw,AU_NSW
NSW,2020-04-06,2637,,57,2637,,,AU,,nsw,AU_NSW
NSW,2020-04-07,2686,,49,2686,,,AU,,nsw,AU_NSW
NSW,2020-04-08,2734,,48,2734,,,AU,,nsw,AU_NSW
NSW,2020-04-09,2773,,39,2773,,,AU,,nsw,AU_NSW
NSW,2020-04-10,2822,,49,2822,,,AU,,nsw,AU_NSW
NSW,2020-04-11,2857,,35,2857,,,AU,,nsw,AU_NSW
NSW,2020-04-12,2854,,-3,2854,,,AU,,nsw,AU_NSW
NSW,2020-04-13,2863,,9,2863,,,AU,,nsw,AU_NSW
NSW,2020-04-14,2870,,7,2870,,,AU,,nsw,AU_NSW
NSW,2020-04-15,2886,,16,2886,,,AU,,nsw,AU_NSW
NSW,2020-04-16,2897,,11,2897,,,AU,,nsw,AU_NSW
NSW,2020-04-17,2926,,29,2926,,,AU,,nsw,AU_NSW
NSW,2020-04-18,2936,,10,2936,,,AU,,nsw,AU_NSW
NSW,2020-04-19,2957,,21,2957,,,AU,,nsw,AU_NSW
NSW,2020-04-20,2963,,6,2963,,,AU,,nsw,AU_NSW
NSW,2020-04-21,2969,,6,2969,,,AU,,nsw,AU_NSW
