date,total_confirmed,total_deceased,total_recovered,key,new_confirmed,new_deceased,new_recovered
2020-06-22,606,4,271,RU_MAG,20,0,4
2020-06-21,586,4,267,RU_MAG,27,0,9
2020-06-20,559,4,258,RU_MAG,19,0,5
2020-06-19,540,4,253,RU_MAG,19,0,12
2020-06-18,521,4,241,RU_MAG,2,0,7
2020-06-17,519,4,234,RU_MAG,8,0,3
2020-06-16,511,4,231,RU_MAG,10,0,7
2020-06-15,501,4,224,RU_MAG,21,0,2
2020-06-14,480,4,222,RU_MAG,21,0,0
2020-06-13,459,4,222,RU_MAG,27,0,2
2020-06-12,432,4,220,RU_MAG,35,0,3
2020-06-11,397,4,217,RU_MAG,38,0,1
2020-06-10,359,4,216,RU_MAG,11,0,3
2020-06-09,348,4,213,RU_MAG,9,1,2
2020-06-08,339,3,211,RU_MAG,12,0,3
2020-06-07,327,3,208,RU_MAG,14,0,1
2020-06-06,313,3,207,RU_MAG,27,0,1
2020-06-05,286,3,206,RU_MAG,15,0,3
2020-06-04,271,3,203,RU_MAG,11,0,2
2020-06-03,260,3,201,RU_MAG,12,0,2
2020-06-02,248,3,199,RU_MAG,2,0,12
2020-06-01,246,3,187,RU_MAG,3,0,1
2020-05-31,243,3,186,RU_MAG,5,0,3
2020-05-30,238,3,183,RU_MAG,,,
2020-06-29,2930,23,2818,RU_ME,25,0,3
2020-06-28,2905,23,2815,RU_ME,25,1,4
2020-06-27,2880,22,2811,RU_ME,31,0,0
2020-06-26,2849,22,2811,RU_ME,30,1,0
2020-06-25,2819,21,2811,RU_ME,36,0,53
2020-06-24,2783,21,2758,RU_ME,38,1,91
2020-06-23,2745,20,2667,RU_ME,35,0,109
2020-06-22,2710,20,2558,RU_ME,31,0,3
2020-06-21,2679,20,2555,RU_ME,37,0,12
2020-06-20,2642,20,2543,RU_ME,40,1,107
2020-06-19,2602,19,2436,RU_ME,45,0,66
2020-06-18,2557,19,2370,RU_ME,47,0,115
2020-06-17,2510,19,2255,RU_ME,48,0,57
2020-06-16,2462,19,2198,RU_ME,43,0,75
2020-06-15,2419,19,2123,RU_ME,44,1,23
2020-06-14,2375,18,2100,RU_ME,44,0,13
2020-06-13,2331,18,2087,RU_ME,48,1,61
2020-06-12,2283,17,2026,RU_ME,47,1,65
2020-06-11,2236,16,1961,RU_ME,43,0,44
2020-06-10,2193,16,1917,RU_ME,42,0,96
2020-06-09,2151,16,1821,RU_ME,47,0,94
2020-06-08,2104,16,1727,RU_ME,43,1,9
2020-06-07,2061,15,1718,RU_ME,42,0,19
2020-06-06,2019,15,1699,RU_ME,44,1,66
2020-06-05,1975,14,1633,RU_ME,42,1,51
2020-06-04,1933,13,1582,RU_ME,39,0,69
2020-06-03,1894,13,1513,RU_ME,40,0,68
2020-06-02,1854,13,1445,RU_ME,39,0,66
2020-06-01,1815,13,1379,RU_ME,41,0,9
2020-05-31,1774,13,1370,RU_ME,41,0,12
2020-05-30,1733,13,1358,RU_ME,,,
2020-06-29,3359,26,2158,RU_MO,35,0,39
2020-06-28,3324,26,2119,RU_MO,40,0,13
2020-06-27,3284,26,2106,RU_MO,44,1,23
2020-06-26,3240,25,2083,RU_MO,48,1,54
2020-06-25,3192,24,2029,RU_MO,49,0,22
2020-06-24,3143,24,2007,RU_MO,49,0,92
2020-06-23,3094,24,1915,RU_MO,54,1,53
2020-06-22,3040,23,1862,RU_MO,54,0,4
2020-06-21,2986,23,1858,RU_MO,55,0,41
2020-06-20,2931,23,1817,RU_MO,57,0,5
2020-06-19,2874,23,1812,RU_MO,56,1,57
2020-06-18,2818,22,1755,RU_MO,56,0,58
2020-06-17,2762,22,1697,RU_MO,55,0,17
2020-06-16,2707,22,1680,RU_MO,55,1,209
2020-06-15,2652,21,1471,RU_MO,56,0,1
2020-06-14,2596,21,1470,RU_MO,58,1,119
2020-06-13,2538,20,1351,RU_MO,58,0,24
2020-06-12,2480,20,1327,RU_MO,62,0,30
2020-06-11,2418,20,1297,RU_MO,58,2,72
2020-06-10,2360,18,1225,RU_MO,64,0,34
2020-06-09,2296,18,1191,RU_MO,66,0,36
2020-06-08,2230,18,1155,RU_MO,45,0,32
2020-06-07,2185,18,1123,RU_MO,47,0,12
2020-06-06,2138,18,1111,RU_MO,40,3,47
2020-06-05,2098,15,1064,RU_MO,47,1,48
2020-06-04,2051,14,1016,RU_MO,39,0,62
2020-06-03,2012,14,954,RU_MO,42,1,56
2020-06-02,1970,13,898,RU_MO,39,1,71
2020-06-01,1931,12,827,RU_MO,36,0,28
2020-05-31,1895,12,799,RU_MO,35,0,22
2020-05-30,1860,12,777,RU_MO,,,
2020-06-29,57269,875,34322,RU_MOS,335,11,1091
2020-06-28,56934,864,33231,RU_MOS,325,6,1319
2020-06-27,56609,858,31912,RU_MOS,366,12,1421
2020-06-26,56243,846,30491,RU_MOS,390,14,1489
2020-06-25,55853,832,29002,RU_MOS,467,10,1414
2020-06-24,55386,822,27588,RU_MOS,507,24,1390
2020-06-23,54879,798,26198,RU_MOS,504,15,1162
2020-06-22,54375,783,25036,RU_MOS,506,0,1238
2020-06-21,53869,783,23798,RU_MOS,549,5,1202
2020-06-20,53320,778,22596,RU_MOS,591,23,1148
2020-06-19,52729,755,21448,RU_MOS,646,4,1093
2020-06-18,52083,751,20355,RU_MOS,667,23,1036
2020-06-17,51416,728,19319,RU_MOS,680,26,979
2020-06-16,50736,702,18340,RU_MOS,694,12,918
2020-06-15,50042,690,17422,RU_MOS,689,12,849
2020-06-14,49353,678,16573,RU_MOS,717,0,839
2020-06-13,48636,678,15734,RU_MOS,725,12,779
2020-06-12,47911,666,14955,RU_MOS,730,22,768
2020-06-11,47181,644,14187,RU_MOS,724,22,768
2020-06-10,46457,622,13419,RU_MOS,735,32,747
2020-06-09,45722,590,12672,RU_MOS,739,12,641
2020-06-08,44983,578,12031,RU_MOS,751,11,569
2020-06-07,44232,567,11462,RU_MOS,754,10,538
2020-06-06,43478,557,10924,RU_MOS,758,18,532
2020-06-05,42720,539,10392,RU_MOS,762,5,515
2020-06-04,41958,534,9877,RU_MOS,767,19,566
2020-06-03,41191,515,9311,RU_MOS,736,20,502
2020-06-02,40455,495,8809,RU_MOS,732,22,387
2020-06-01,39723,473,8422,RU_MOS,728,24,331
2020-05-31,38995,449,8091,RU_MOS,757,25,371
2020-05-30,38238,424,7720,RU_MOS,,,
2020-06-29,220853,3761,148102,RU_MOW,782,23,1007
2020-06-28,220071,3738,147095,RU_MOW,717,24,1052
2020-06-27,219354,3714,146043,RU_MOW,750,20,1852
2020-06-26,218604,3694,144191,RU_MOW,813,25,1997
2020-06-25,217791,3669,142194,RU_MOW,885,12,926
2020-06-24,216906,3657,141268,RU_MOW,811,14,2020
2020-06-23,216095,3643,139248,RU_MOW,1081,26,2578
2020-06-22,215014,3617,136670,RU_MOW,1068,20,1114
2020-06-21,213946,3597,135556,RU_MOW,968,32,1007
2020-06-20,212978,3565,134549,RU_MOW,1057,34,2115
2020-06-19,211921,3531,132434,RU_MOW,1136,48,2003
2020-06-18,210785,3483,130431,RU_MOW,1040,49,2046
2020-06-17,209745,3434,128385,RU_MOW,1065,48,2271
2020-06-16,208680,3386,126114,RU_MOW,1416,52,2874
2020-06-15,207264,3334,123240,RU_MOW,1359,53,1549
2020-06-14,205905,3281,121691,RU_MOW,1477,50,2133
2020-06-13,204428,3231,119558,RU_MOW,1493,44,1534
2020-06-12,202935,3187,118024,RU_MOW,1714,49,2255
2020-06-11,201221,3138,115769,RU_MOW,1436,53,2236
2020-06-10,199785,3085,113533,RU_MOW,1195,56,3796
2020-06-09,198590,3029,109737,RU_MOW,1572,59,5390
2020-06-08,197018,2970,104347,RU_MOW,2001,51,1633
2020-06-07,195017,2919,102714,RU_MOW,1956,55,2283
2020-06-06,193061,2864,100431,RU_MOW,1992,58,3073
2020-06-05,191069,2806,97358,RU_MOW,1855,57,2643
2020-06-04,189214,2749,94715,RU_MOW,1998,64,3061
2020-06-03,187216,2685,91654,RU_MOW,1842,61,3385
2020-06-02,185374,2624,88269,RU_MOW,2286,71,6030
2020-06-01,183088,2553,82239,RU_MOW,2297,76,2060
2020-05-31,180791,2477,80179,RU_MOW,2595,69,1855
2020-05-30,178196,2408,78324,RU_MOW,,,
2020-06-29,5093,13,3514,RU_MUR,99,0,4
2020-06-28,4994,13,3510,RU_MUR,93,1,13
2020-06-27,4901,12,3497,RU_MUR,90,0,58
2020-06-26,4811,12,3439,RU_MUR,79,1,77
2020-06-25,4732,11,3362,RU_MUR,72,0,145
2020-06-24,4660,11,3217,RU_MUR,74,2,52
2020-06-23,4586,9,3165,RU_MUR,70,0,45
2020-06-22,4516,9,3120,RU_MUR,85,0,84
2020-06-21,4431,9,3036,RU_MUR,85,0,16
2020-06-20,4346,9,3020,RU_MUR,66,0,68
2020-06-19,4280,9,2952,RU_MUR,61,0,42
2020-06-18,4219,9,2910,RU_MUR,64,0,33
2020-06-17,4155,9,2877,RU_MUR,72,2,67
2020-06-16,4083,7,2810,RU_MUR,72,0,120
2020-06-15,4011,7,2690,RU_MUR,65,0,13
2020-06-14,3946,7,2677,RU_MUR,57,0,8
2020-06-13,3889,7,2669,RU_MUR,71,0,6
2020-06-12,3818,7,2663,RU_MUR,58,0,30
2020-06-11,3760,7,2633,RU_MUR,60,0,64
2020-06-10,3700,7,2569,RU_MUR,26,0,34
2020-06-09,3674,7,2535,RU_MUR,98,0,55
2020-06-08,3576,7,2480,RU_MUR,46,0,3
2020-06-07,3530,7,2477,RU_MUR,58,0,9
2020-06-06,3472,7,2468,RU_MUR,50,0,41
2020-06-05,3422,7,2427,RU_MUR,47,0,26
2020-06-04,3375,7,2401,RU_MUR,33,0,26
2020-06-03,3342,7,2375,RU_MUR,46,0,183
2020-06-02,3296,7,2192,RU_MUR,32,0,111
2020-06-01,3264,7,2081,RU_MUR,42,0,9
2020-05-31,3222,7,2072,RU_MUR,41,0,38
2020-05-30,3181,7,2034,RU_MUR,,,
2020-06-29,102,0,38,RU_NEN,0,0,0
2020-06-28,102,0,38,RU_NEN,0,0,0
2020-06-27,102,0,38,RU_NEN,6,0,0
2020-06-26,96,0,38,RU_NEN,1,0,3
2020-06-25,95,0,35,RU_NEN,0,0,0
2020-06-24,95,0,35,RU_NEN,0,0,2
2020-06-23,95,0,33,RU_NEN,0,0,0
2020-06-22,95,0,33,RU_NEN,0,0,0
2020-06-21,95,0,33,RU_NEN,0,0,0
2020-06-20,95,0,33,RU_NEN,5,0,0
2020-06-19,90,0,33,RU_NEN,0,0,0
2020-06-18,90,0,33,RU_NEN,0,0,0
2020-06-17,90,0,33,RU_NEN,1,0,1
2020-06-16,89,0,32,RU_NEN,4,0,0
2020-06-15,85,0,32,RU_NEN,3,0,0
2020-06-14,82,0,32,RU_NEN,1,0,0
2020-06-13,81,0,32,RU_NEN,0,0,0
2020-06-12,81,0,32,RU_NEN,1,0,6
2020-06-11,80,0,26,RU_NEN,0,0,6
2020-06-10,80,0,20,RU_NEN,0,0,3
2020-06-09,80,0,17,RU_NEN,0,0,1
2020-06-08,80,0,16,RU_NEN,0,0,0
2020-06-07,80,0,16,RU_NEN,0,0,0
2020-06-06,80,0,16,RU_NEN,0,0,1
2020-06-05,80,0,15,RU_NEN,5,0,0
2020-06-04,75,0,15,RU_NEN,1,0,0
2020-06-03,74,0,15,RU_NEN,0,0,0
2020-06-02,74,0,15,RU_NEN,1,0,3
2020-06-01,73,0,12,RU_NEN,1,0,0
2020-05-31,72,0,12,RU_NEN,1,0,0
2020-05-30,71,0,12,RU_NEN,,,
2020-06-29,2839,25,756,RU_NGR,47,0,0
2020-06-28,2792,25,756,RU_NGR,50,0,0
2020-06-27,2742,25,756,RU_NGR,44,5,46
2020-06-26,2698,20,710,RU_NGR,45,0,38
2020-06-25,2653,20,672,RU_NGR,62,0,0
2020-06-24,2591,20,672,RU_NGR,56,0,41
2020-06-23,2535,20,631,RU_NGR,57,0,41
2020-06-22,2478,20,590,RU_NGR,61,0,1
2020-06-21,2417,20,589,RU_NGR,55,0,1
2020-06-20,2362,20,588,RU_NGR,59,0,22
2020-06-19,2303,20,566,RU_NGR,58,0,33
2020-06-18,2245,20,533,RU_NGR,62,2,14
2020-06-17,2183,18,519,RU_NGR,62,0,25
2020-06-16,2121,18,494,RU_NGR,58,2,11
2020-06-15,2063,16,483,RU_NGR,52,4,0
2020-06-14,2011,12,483,RU_NGR,48,0,1
2020-06-13,1963,12,482,RU_NGR,50,0,10
2020-06-12,1913,12,472,RU_NGR,46,1,5
2020-06-11,1867,11,467,RU_NGR,44,0,9
2020-06-10,1823,11,458,RU_NGR,44,0,12
2020-06-09,1779,11,446,RU_NGR,45,1,8
2020-06-08,1734,10,438,RU_NGR,58,1,0
2020-06-07,1676,9,438,RU_NGR,42,0,1
2020-06-06,1634,9,437,RU_NGR,46,0,8
2020-06-05,1588,9,429,RU_NGR,42,1,3
2020-06-04,1546,8,426,RU_NGR,53,0,10
2020-06-03,1493,8,416,RU_NGR,63,0,25
2020-06-02,1430,8,391,RU_NGR,77,0,3
2020-06-01,1353,8,388,RU_NGR,72,0,0
2020-05-31,1281,8,388,RU_NGR,51,0,0
2020-05-30,1230,8,388,RU_NGR,,,
2020-06-29,17278,229,10658,RU_NIZ,218,3,174
2020-06-28,17060,226,10484,RU_NIZ,222,3,84
2020-06-27,16838,223,10400,RU_NIZ,214,8,456
2020-06-26,16624,215,9944,RU_NIZ,210,3,378
2020-06-25,16414,212,9566,RU_NIZ,217,5,85
2020-06-24,16197,207,9481,RU_NIZ,207,2,617
2020-06-23,15990,205,8864,RU_NIZ,216,4,426
2020-06-22,15774,201,8438,RU_NIZ,219,3,38
2020-06-21,15555,198,8400,RU_NIZ,227,5,66
2020-06-20,15328,193,8334,RU_NIZ,228,5,282
2020-06-19,15100,188,8052,RU_NIZ,219,7,279
2020-06-18,14881,181,7773,RU_NIZ,233,2,431
2020-06-17,14648,179,7342,RU_NIZ,238,4,338
2020-06-16,14410,175,7004,RU_NIZ,206,2,193
2020-06-15,14204,173,6811,RU_NIZ,209,5,53
2020-06-14,13995,168,6758,RU_NIZ,215,3,125
2020-06-13,13780,165,6633,RU_NIZ,218,6,53
2020-06-12,13562,159,6580,RU_NIZ,221,7,361
2020-06-11,13341,152,6219,RU_NIZ,303,2,244
2020-06-10,13038,150,5975,RU_NIZ,304,5,279
2020-06-09,12734,145,5696,RU_NIZ,292,5,818
2020-06-08,12442,140,4878,RU_NIZ,305,4,41
2020-06-07,12137,136,4837,RU_NIZ,317,5,42
2020-06-06,11820,131,4795,RU_NIZ,321,6,183
2020-06-05,11499,125,4612,RU_NIZ,330,3,161
2020-06-04,11169,122,4451,RU_NIZ,319,6,199
2020-06-03,10850,116,4252,RU_NIZ,347,5,272
2020-06-02,10503,111,3980,RU_NIZ,354,7,233
2020-06-01,10149,104,3747,RU_NIZ,315,6,54
2020-05-31,9834,98,3693,RU_NIZ,301,5,56
2020-05-30,9533,93,3637,RU_NIZ,,,
2020-06-29,5876,93,3392,RU_NVS,107,2,24
2020-06-28,5769,91,3368,RU_NVS,98,4,66
2020-06-27,5671,87,3302,RU_NVS,105,4,86
2020-06-26,5566,83,3216,RU_NVS,108,1,158
2020-06-25,5458,82,3058,RU_NVS,102,4,24
2020-06-24,5356,78,3034,RU_NVS,108,2,141
2020-06-23,5248,76,2893,RU_NVS,106,4,103
2020-06-22,5142,72,2790,RU_NVS,109,2,21
2020-06-21,5033,70,2769,RU_NVS,105,2,54
2020-06-20,4928,68,2715,RU_NVS,109,3,85
2020-06-19,4819,65,2630,RU_NVS,108,2,128
2020-06-18,4711,63,2502,RU_NVS,107,1,115
2020-06-17,4604,62,2387,RU_NVS,107,2,111
2020-06-16,4497,60,2276,RU_NVS,103,3,83
2020-06-15,4394,57,2193,RU_NVS,109,2,45
2020-06-14,4285,55,2148,RU_NVS,108,2,98
2020-06-13,4177,53,2050,RU_NVS,108,3,143
2020-06-12,4069,50,1907,RU_NVS,109,2,116
2020-06-11,3960,48,1791,RU_NVS,102,2,239
2020-06-10,3858,46,1552,RU_NVS,106,2,97
2020-06-09,3752,44,1455,RU_NVS,104,2,69
2020-06-08,3648,42,1386,RU_NVS,102,1,17
2020-06-07,3546,41,1369,RU_NVS,105,1,13
2020-06-06,3441,40,1356,RU_NVS,107,2,50
2020-06-05,3334,38,1306,RU_NVS,108,2,44
2020-06-04,3226,36,1262,RU_NVS,104,2,27
2020-06-03,3122,34,1235,RU_NVS,102,0,21
2020-06-02,3020,34,1214,RU_NVS,106,1,85
2020-06-01,2914,33,1129,RU_NVS,105,1,10
2020-05-31,2809,32,1119,RU_NVS,104,0,30
2020-05-30,2705,32,1089,RU_NVS,,,
2020-06-29,3533,30,1984,RU_OMS,78,3,8
2020-06-28,3455,27,1976,RU_OMS,83,0,21
2020-06-27,3372,27,1955,RU_OMS,75,0,45
2020-06-26,3297,27,1910,RU_OMS,61,0,59
2020-06-25,3236,27,1851,RU_OMS,52,0,37
2020-06-24,3184,27,1814,RU_OMS,84,0,47
2020-06-23,3100,27,1767,RU_OMS,82,2,107
2020-06-22,3018,25,1660,RU_OMS,98,0,22
2020-06-21,2920,25,1638,RU_OMS,99,0,36
2020-06-20,2821,25,1602,RU_OMS,94,1,44
2020-06-19,2727,24,1558,RU_OMS,103,0,54
2020-06-18,2624,24,1504,RU_OMS,89,0,169
2020-06-17,2535,24,1335,RU_OMS,98,0,54
2020-06-16,2437,24,1281,RU_OMS,97,1,55
2020-06-15,2340,23,1226,RU_OMS,93,0,8
2020-06-14,2247,23,1218,RU_OMS,99,0,5
2020-06-13,2148,23,1213,RU_OMS,85,0,24
2020-06-12,2063,23,1189,RU_OMS,86,0,91
2020-06-11,1977,23,1098,RU_OMS,47,5,130
2020-06-10,1930,18,968,RU_OMS,79,0,210
2020-06-09,1851,18,758,RU_OMS,75,0,69
2020-06-08,1776,18,689,RU_OMS,58,0,5
2020-06-07,1718,18,684,RU_OMS,42,0,20
2020-06-06,1676,18,664,RU_OMS,81,0,59
2020-06-05,1595,18,605,RU_OMS,55,0,39
2020-06-04,1540,18,566,RU_OMS,58,0,129
2020-06-03,1482,18,437,RU_OMS,45,0,51
2020-06-02,1437,18,386,RU_OMS,26,0,27
2020-06-01,1411,18,359,RU_OMS,24,0,10
2020-05-31,1387,18,349,RU_OMS,69,0,9
2020-05-30,1318,18,340,RU_OMS,,,
2020-06-29,3700,18,2649,RU_ORE,74,0,5
2020-06-28,3626,18,2644,RU_ORE,64,0,6
2020-06-27,3562,18,2638,RU_ORE,63,1,16
2020-06-26,3499,17,2622,RU_ORE,60,2,25
2020-06-25,3439,15,2597,RU_ORE,62,0,16
2020-06-24,3377,15,2581,RU_ORE,67,1,53
2020-06-23,3310,14,2528,RU_ORE,65,0,116
2020-06-22,3245,14,2412,RU_ORE,64,0,14
2020-06-21,3181,14,2398,RU_ORE,56,0,25
2020-06-20,3125,14,2373,RU_ORE,58,1,72
2020-06-19,3067,13,2301,RU_ORE,60,0,79
2020-06-18,3007,13,2222,RU_ORE,59,0,72
2020-06-17,2948,13,2150,RU_ORE,58,2,100
2020-06-16,2890,11,2050,RU_ORE,60,0,100
2020-06-15,2830,11,1950,RU_ORE,62,0,26
2020-06-14,2768,11,1924,RU_ORE,63,0,31
2020-06-13,2705,11,1893,RU_ORE,62,0,21
2020-06-12,2643,11,1872,RU_ORE,63,1,45
2020-06-11,2580,10,1827,RU_ORE,59,0,70
2020-06-10,2521,10,1757,RU_ORE,60,2,53
2020-06-09,2461,8,1704,RU_ORE,64,0,62
2020-06-08,2397,8,1642,RU_ORE,66,0,6
2020-06-07,2331,8,1636,RU_ORE,64,0,8
2020-06-06,2267,8,1628,RU_ORE,63,0,41
2020-06-05,2204,8,1587,RU_ORE,63,0,311
2020-06-04,2141,8,1276,RU_ORE,56,0,35
2020-06-03,2085,8,1241,RU_ORE,53,1,45
2020-06-02,2032,7,1196,RU_ORE,53,1,0
2020-06-01,1979,6,1196,RU_ORE,54,0,0
2020-05-31,1925,6,1196,RU_ORE,54,0,0
2020-05-30,1871,6,1196,RU_ORE,,,
2020-06-29,4480,59,2706,RU_ORL,43,0,28
2020-06-28,4437,59,2678,RU_ORL,41,2,9
2020-06-27,4396,57,2669,RU_ORL,38,3,49
2020-06-26,4358,54,2620,RU_ORL,40,3,45
2020-06-25,4318,51,2575,RU_ORL,37,0,52
2020-06-24,4281,51,2523,RU_ORL,40,5,141
2020-06-23,4241,46,2382,RU_ORL,55,1,189
2020-06-22,4186,45,2193,RU_ORL,58,0,10
2020-06-21,4128,45,2183,RU_ORL,60,0,55
2020-06-20,4068,45,2128,RU_ORL,65,0,64
2020-06-19,4003,45,2064,RU_ORL,74,1,119
2020-06-18,3929,44,1945,RU_ORL,71,0,77
2020-06-17,3858,44,1868,RU_ORL,67,5,85
2020-06-16,3791,39,1783,RU_ORL,110,3,81
2020-06-15,3681,36,1702,RU_ORL,122,1,13
2020-06-14,3559,35,1689,RU_ORL,86,0,26
2020-06-13,3473,35,1663,RU_ORL,81,0,8
2020-06-12,3392,35,1655,RU_ORL,109,0,69
2020-06-11,3283,35,1586,RU_ORL,102,0,18
2020-06-10,3181,35,1568,RU_ORL,89,3,25
2020-06-09,3092,32,1543,RU_ORL,125,0,69
2020-06-08,2967,32,1474,RU_ORL,97,0,10
2020-06-07,2870,32,1464,RU_ORL,110,0,2
2020-06-06,2760,32,1462,RU_ORL,111,1,53
2020-06-05,2649,31,1409,RU_ORL,121,3,46
2020-06-04,2528,28,1363,RU_ORL,85,1,89
2020-06-03,2443,27,1274,RU_ORL,71,1,43
2020-06-02,2372,26,1231,RU_ORL,31,1,75
2020-06-01,2341,25,1156,RU_ORL,41,0,4
2020-05-31,2300,25,1152,RU_ORL,75,1,15
2020-05-30,2225,24,1137,RU_ORL,,,
2020-06-29,3637,78,2679,RU_PER,56,0,8
2020-06-28,3581,78,2671,RU_PER,52,0,10
2020-06-27,3529,78,2661,RU_PER,55,0,67
2020-06-26,3474,78,2594,RU_PER,58,2,61
2020-06-25,3416,76,2533,RU_PER,61,4,85
2020-06-24,3355,72,2448,RU_PER,89,6,123
2020-06-23,3266,66,2325,RU_PER,64,0,152
2020-06-22,3202,66,2173,RU_PER,66,0,10
2020-06-21,3136,66,2163,RU_PER,67,3,23
2020-06-20,3069,63,2140,RU_PER,68,1,69
2020-06-19,3001,62,2071,RU_PER,64,8,140
2020-06-18,2937,54,1931,RU_PER,65,3,37
2020-06-17,2872,51,1894,RU_PER,67,2,82
2020-06-16,2805,49,1812,RU_PER,50,10,49
2020-06-15,2755,39,1763,RU_PER,68,1,14
2020-06-14,2687,38,1749,RU_PER,107,0,44
2020-06-13,2580,38,1705,RU_PER,74,0,16
2020-06-12,2506,38,1689,RU_PER,72,6,55
2020-06-11,2434,32,1634,RU_PER,74,2,101
2020-06-10,2360,30,1533,RU_PER,93,2,59
2020-06-09,2267,28,1474,RU_PER,65,0,80
2020-06-08,2202,28,1394,RU_PER,67,0,24
2020-06-07,2135,28,1370,RU_PER,68,0,10
2020-06-06,2067,28,1360,RU_PER,56,1,39
2020-06-05,2011,27,1321,RU_PER,49,1,55
2020-06-04,1962,26,1266,RU_PER,51,4,45
2020-06-03,1911,22,1221,RU_PER,72,0,74
2020-06-02,1839,22,1147,RU_PER,57,2,84
2020-06-01,1782,20,1063,RU_PER,69,0,10
2020-05-31,1713,20,1053,RU_PER,57,0,11
2020-05-30,1656,20,1042,RU_PER,,,
2020-06-29,4893,40,4511,RU_PNZ,74,2,15
2020-06-28,4819,38,4496,RU_PNZ,80,0,58
2020-06-27,4739,38,4438,RU_PNZ,75,0,199
2020-06-26,4664,38,4239,RU_PNZ,71,1,139
2020-06-25,4593,37,4100,RU_PNZ,70,1,23
2020-06-24,4523,36,4077,RU_PNZ,72,1,183
2020-06-23,4451,35,3894,RU_PNZ,71,1,163
2020-06-22,4380,34,3731,RU_PNZ,73,0,42
2020-06-21,4307,34,3689,RU_PNZ,83,0,22
2020-06-20,4224,34,3667,RU_PNZ,73,0,137
2020-06-19,4151,34,3530,RU_PNZ,75,1,159
2020-06-18,4076,33,3371,RU_PNZ,70,2,188
2020-06-17,4006,31,3183,RU_PNZ,91,0,108
2020-06-16,3915,31,3075,RU_PNZ,92,0,140
2020-06-15,3823,31,2935,RU_PNZ,94,0,48
2020-06-14,3729,31,2887,RU_PNZ,95,1,37
2020-06-13,3634,30,2850,RU_PNZ,99,2,27
2020-06-12,3535,28,2823,RU_PNZ,103,0,95
2020-06-11,3432,28,2728,RU_PNZ,115,0,77
2020-06-10,3317,28,2651,RU_PNZ,126,0,120
2020-06-09,3191,28,2531,RU_PNZ,138,2,98
2020-06-08,3053,26,2433,RU_PNZ,110,0,27
2020-06-07,2943,26,2406,RU_PNZ,98,0,52
2020-06-06,2845,26,2354,RU_PNZ,86,0,94
2020-06-05,2759,26,2260,RU_PNZ,90,2,128
2020-06-04,2669,24,2132,RU_PNZ,84,2,84
2020-06-03,2585,22,2048,RU_PNZ,83,2,82
2020-06-02,2502,20,1966,RU_PNZ,85,1,111
2020-06-01,2417,19,1855,RU_PNZ,85,0,28
2020-05-31,2332,19,1827,RU_PNZ,87,0,66
2020-05-30,2245,19,1761,RU_PNZ,,,
2020-06-29,4226,42,2688,RU_PRI,82,1,33
2020-06-28,4144,41,2655,RU_PRI,81,0,19
2020-06-27,4063,41,2636,RU_PRI,83,0,162
2020-06-26,3980,41,2474,RU_PRI,85,1,110
2020-06-25,3895,40,2364,RU_PRI,84,1,97
2020-06-24,3811,39,2267,RU_PRI,83,2,116
2020-06-23,3728,37,2151,RU_PRI,85,1,49
2020-06-22,3643,36,2102,RU_PRI,90,3,25
2020-06-21,3553,33,2077,RU_PRI,89,0,63
2020-06-20,3464,33,2014,RU_PRI,91,1,49
2020-06-19,3373,32,1965,RU_PRI,103,2,70
2020-06-18,3270,30,1895,RU_PRI,101,1,47
2020-06-17,3169,29,1848,RU_PRI,104,1,74
2020-06-16,3065,28,1774,RU_PRI,88,2,54
2020-06-15,2977,26,1720,RU_PRI,91,0,36
2020-06-14,2886,26,1684,RU_PRI,99,0,22
2020-06-13,2787,26,1662,RU_PRI,85,0,28
2020-06-12,2702,26,1634,RU_PRI,93,1,20
2020-06-11,2609,25,1614,RU_PRI,57,0,0
2020-06-10,2552,25,1614,RU_PRI,52,1,85
2020-06-09,2500,24,1529,RU_PRI,58,1,65
2020-06-08,2442,23,1464,RU_PRI,67,0,20
2020-06-07,2375,23,1444,RU_PRI,62,1,42
2020-06-06,2313,22,1402,RU_PRI,51,0,46
2020-06-05,2262,22,1356,RU_PRI,51,1,66
2020-06-04,2211,21,1290,RU_PRI,56,2,67
2020-06-03,2155,19,1223,RU_PRI,52,0,63
2020-06-02,2103,19,1160,RU_PRI,54,0,82
2020-06-01,2049,19,1078,RU_PRI,54,0,3
2020-05-31,1995,19,1075,RU_PRI,52,0,28
2020-05-30,1943,19,1047,RU_PRI,,,
2020-06-29,2722,21,918,RU_PSK,55,0,6
2020-06-28,2667,21,912,RU_PSK,58,0,1
2020-06-27,2609,21,911,RU_PSK,45,2,73
2020-06-26,2564,19,838,RU_PSK,37,0,41
2020-06-25,2527,19,797,RU_PSK,69,0,12
2020-06-24,2458,19,785,RU_PSK,44,0,49
2020-06-23,2414,19,736,RU_PSK,61,0,67
2020-06-22,2353,19,669,RU_PSK,75,0,0
2020-06-21,2278,19,669,RU_PSK,95,0,4
2020-06-20,2183,19,665,RU_PSK,95,0,54
2020-06-19,2088,19,611,RU_PSK,41,0,40
2020-06-18,2047,19,571,RU_PSK,51,0,37
2020-06-17,1996,19,534,RU_PSK,95,0,9
2020-06-16,1901,19,525,RU_PSK,63,0,3
2020-06-15,1838,19,522,RU_PSK,98,0,5
