date,total_confirmed,total_deceased,total_recovered,key,new_confirmed,new_deceased,new_recovered
2020-06-11,4735,47,3554,RU_KDA,80,0,54
2020-06-10,4655,47,3500,RU_KDA,81,1,117
2020-06-09,4574,46,3383,RU_KDA,89,2,72
2020-06-08,4485,44,3311,RU_KDA,86,1,22
2020-06-07,4399,43,3289,RU_KDA,87,1,54
2020-06-06,4312,42,3235,RU_KDA,81,1,126
2020-06-05,4231,41,3109,RU_KDA,83,1,103
2020-06-04,4148,40,3006,RU_KDA,80,2,89
2020-06-03,4068,38,2917,RU_KDA,81,2,75
2020-06-02,3987,36,2842,RU_KDA,79,3,94
2020-06-01,3908,33,2748,RU_KDA,84,1,37
2020-05-31,3824,32,2711,RU_KDA,80,1,75
2020-05-30,3744,31,2636,RU_KDA,,,
2020-06-29,1622,9,713,RU_KEM,43,0,0
2020-06-28,1579,9,713,RU_KEM,47,0,12
2020-06-27,1532,9,701,RU_KEM,44,0,18
2020-06-26,1488,9,683,RU_KEM,34,0,32
2020-06-25,1454,9,651,RU_KEM,30,1,29
2020-06-24,1424,8,622,RU_KEM,28,0,39
2020-06-23,1396,8,583,RU_KEM,44,0,50
2020-06-22,1352,8,533,RU_KEM,75,1,1
2020-06-21,1277,7,532,RU_KEM,59,0,22
2020-06-20,1218,7,510,RU_KEM,61,0,40
2020-06-19,1157,7,470,RU_KEM,58,0,4
2020-06-18,1099,7,466,RU_KEM,20,0,24
2020-06-17,1079,7,442,RU_KEM,17,0,5
2020-06-16,1062,7,437,RU_KEM,20,0,13
2020-06-15,1042,7,424,RU_KEM,23,0,12
2020-06-14,1019,7,412,RU_KEM,22,0,15
2020-06-13,997,7,397,RU_KEM,68,0,24
2020-06-12,929,7,373,RU_KEM,61,0,22
2020-06-11,868,7,351,RU_KEM,34,0,12
2020-06-10,834,7,339,RU_KEM,48,0,7
2020-06-09,786,7,332,RU_KEM,34,0,10
2020-06-08,752,7,322,RU_KEM,31,0,6
2020-06-07,721,7,316,RU_KEM,36,0,18
2020-06-06,685,7,298,RU_KEM,19,0,28
2020-06-05,666,7,270,RU_KEM,28,0,9
2020-06-04,638,7,261,RU_KEM,22,0,0
2020-06-03,616,7,261,RU_KEM,27,0,2
2020-06-02,589,7,259,RU_KEM,44,0,19
2020-06-01,545,7,240,RU_KEM,25,0,0
2020-05-31,520,7,240,RU_KEM,25,0,12
2020-05-30,495,7,228,RU_KEM,,,
2020-06-29,2436,37,1409,RU_KGD,10,0,3
2020-06-28,2426,37,1406,RU_KGD,15,0,7
2020-06-27,2411,37,1399,RU_KGD,19,0,29
2020-06-26,2392,37,1370,RU_KGD,19,0,14
2020-06-25,2373,37,1356,RU_KGD,17,0,16
2020-06-24,2356,37,1340,RU_KGD,8,4,40
2020-06-23,2348,33,1300,RU_KGD,27,0,82
2020-06-22,2321,33,1218,RU_KGD,29,0,0
2020-06-21,2292,33,1218,RU_KGD,30,0,8
2020-06-20,2262,33,1210,RU_KGD,35,0,27
2020-06-19,2227,33,1183,RU_KGD,32,0,56
2020-06-18,2195,33,1127,RU_KGD,34,1,44
2020-06-17,2161,32,1083,RU_KGD,37,0,41
2020-06-16,2124,32,1042,RU_KGD,12,1,56
2020-06-15,2112,31,986,RU_KGD,40,0,2
2020-06-14,2072,31,984,RU_KGD,45,0,5
2020-06-13,2027,31,979,RU_KGD,43,0,3
2020-06-12,1984,31,976,RU_KGD,38,1,26
2020-06-11,1946,30,950,RU_KGD,42,1,28
2020-06-10,1904,29,922,RU_KGD,46,4,75
2020-06-09,1858,25,847,RU_KGD,45,1,65
2020-06-08,1813,24,782,RU_KGD,37,0,3
2020-06-07,1776,24,779,RU_KGD,40,0,16
2020-06-06,1736,24,763,RU_KGD,36,0,23
2020-06-05,1700,24,740,RU_KGD,35,0,22
2020-06-04,1665,24,718,RU_KGD,23,0,20
2020-06-03,1642,24,698,RU_KGD,35,0,28
2020-06-02,1607,24,670,RU_KGD,54,0,40
2020-06-01,1553,24,630,RU_KGD,45,0,0
2020-05-31,1508,24,630,RU_KGD,48,0,1
2020-05-30,1460,24,629,RU_KGD,,,
2020-06-29,753,1,420,RU_KGN,14,0,21
2020-06-28,739,1,399,RU_KGN,39,0,13
2020-06-27,700,1,386,RU_KGN,21,0,29
2020-06-26,679,1,357,RU_KGN,19,0,12
2020-06-25,660,1,345,RU_KGN,35,1,12
2020-06-24,625,0,333,RU_KGN,34,0,21
2020-06-23,591,0,312,RU_KGN,20,0,22
2020-06-22,571,0,290,RU_KGN,43,0,12
2020-06-21,528,0,278,RU_KGN,27,0,6
2020-06-20,501,0,272,RU_KGN,28,0,14
2020-06-19,473,0,258,RU_KGN,32,0,6
2020-06-18,441,0,252,RU_KGN,19,0,4
2020-06-17,422,0,248,RU_KGN,9,0,4
2020-06-16,413,0,244,RU_KGN,9,0,2
2020-06-15,404,0,242,RU_KGN,20,0,22
2020-06-14,384,0,220,RU_KGN,15,0,6
2020-06-13,369,0,214,RU_KGN,14,0,2
2020-06-12,355,0,212,RU_KGN,11,0,4
2020-06-11,344,0,208,RU_KGN,14,0,8
2020-06-10,330,0,200,RU_KGN,16,0,0
2020-06-09,314,0,200,RU_KGN,8,0,17
2020-06-08,306,0,183,RU_KGN,18,0,3
2020-06-07,288,0,180,RU_KGN,8,0,22
2020-06-06,280,0,158,RU_KGN,12,0,5
2020-06-05,268,0,153,RU_KGN,9,0,5
2020-06-04,259,0,148,RU_KGN,4,0,4
2020-06-03,255,0,144,RU_KGN,3,0,10
2020-06-02,252,0,134,RU_KGN,7,0,16
2020-06-01,245,0,118,RU_KGN,14,0,3
2020-05-31,231,0,115,RU_KGN,13,0,10
2020-05-30,218,0,105,RU_KGN,,,
2020-06-29,4140,28,2134,RU_KHA,77,0,11
2020-06-28,4063,28,2123,RU_KHA,85,0,60
2020-06-27,3978,28,2063,RU_KHA,79,0,15
2020-06-26,3899,28,2048,RU_KHA,75,1,8
2020-06-25,3824,27,2040,RU_KHA,72,1,29
2020-06-24,3752,26,2011,RU_KHA,83,2,117
2020-06-23,3669,24,1894,RU_KHA,79,1,57
2020-06-22,3590,23,1837,RU_KHA,66,0,8
2020-06-21,3524,23,1829,RU_KHA,77,0,67
2020-06-20,3447,23,1762,RU_KHA,75,1,80
2020-06-19,3372,22,1682,RU_KHA,78,1,48
2020-06-18,3294,21,1634,RU_KHA,68,1,70
2020-06-17,3226,20,1564,RU_KHA,73,1,58
2020-06-16,3153,19,1506,RU_KHA,70,0,35
2020-06-15,3083,19,1471,RU_KHA,74,0,13
2020-06-14,3009,19,1458,RU_KHA,71,0,3
2020-06-13,2938,19,1455,RU_KHA,69,0,12
2020-06-12,2869,19,1443,RU_KHA,65,0,4
2020-06-11,2804,19,1439,RU_KHA,71,1,37
2020-06-10,2733,18,1402,RU_KHA,72,0,20
2020-06-09,2661,18,1382,RU_KHA,65,1,68
2020-06-08,2596,17,1314,RU_KHA,59,0,13
2020-06-07,2537,17,1301,RU_KHA,69,1,5
2020-06-06,2468,16,1296,RU_KHA,70,1,4
2020-06-05,2398,15,1292,RU_KHA,65,1,81
2020-06-04,2333,14,1211,RU_KHA,60,1,42
2020-06-03,2273,13,1169,RU_KHA,64,1,86
2020-06-02,2209,12,1083,RU_KHA,67,0,66
2020-06-01,2142,12,1017,RU_KHA,61,1,15
2020-05-31,2081,11,1002,RU_KHA,63,0,44
2020-05-30,2018,11,958,RU_KHA,,,
2020-06-29,8679,52,4305,RU_KHM,277,4,113
2020-06-28,8402,48,4192,RU_KHM,285,4,101
2020-06-27,8117,44,4091,RU_KHM,280,3,229
2020-06-26,7837,41,3862,RU_KHM,295,3,175
2020-06-25,7542,38,3687,RU_KHM,319,0,69
2020-06-24,7223,38,3618,RU_KHM,323,1,183
2020-06-23,6900,37,3435,RU_KHM,319,2,148
2020-06-22,6581,35,3287,RU_KHM,295,1,134
2020-06-21,6286,34,3153,RU_KHM,294,1,156
2020-06-20,5992,33,2997,RU_KHM,280,1,144
2020-06-19,5712,32,2853,RU_KHM,259,0,190
2020-06-18,5453,32,2663,RU_KHM,243,2,201
2020-06-17,5210,30,2462,RU_KHM,237,1,220
2020-06-16,4973,29,2242,RU_KHM,220,2,166
2020-06-15,4753,27,2076,RU_KHM,184,0,130
2020-06-14,4569,27,1946,RU_KHM,229,1,142
2020-06-13,4340,26,1804,RU_KHM,183,2,147
2020-06-12,4157,24,1657,RU_KHM,150,0,98
2020-06-11,4007,24,1559,RU_KHM,186,1,91
2020-06-10,3821,23,1468,RU_KHM,197,2,264
2020-06-09,3624,21,1204,RU_KHM,149,0,18
2020-06-08,3475,21,1186,RU_KHM,129,1,60
2020-06-07,3346,20,1126,RU_KHM,115,0,14
2020-06-06,3231,20,1112,RU_KHM,127,2,68
2020-06-05,3104,18,1044,RU_KHM,117,0,65
2020-06-04,2987,18,979,RU_KHM,140,0,43
2020-06-03,2847,18,936,RU_KHM,111,0,66
2020-06-02,2736,18,870,RU_KHM,149,0,61
2020-06-01,2587,18,809,RU_KHM,151,0,27
2020-05-31,2436,18,782,RU_KHM,136,0,30
2020-05-30,2300,18,752,RU_KHM,,,
2020-06-29,3179,35,2485,RU_KIR,31,0,32
2020-06-28,3148,35,2453,RU_KIR,31,1,42
2020-06-27,3117,34,2411,RU_KIR,41,0,48
2020-06-26,3076,34,2363,RU_KIR,50,1,63
2020-06-25,3026,33,2300,RU_KIR,40,0,64
2020-06-24,2986,33,2236,RU_KIR,34,0,40
2020-06-23,2952,33,2196,RU_KIR,36,1,97
2020-06-22,2916,32,2099,RU_KIR,47,2,31
2020-06-21,2869,30,2068,RU_KIR,49,0,39
2020-06-20,2820,30,2029,RU_KIR,43,0,23
2020-06-19,2777,30,2006,RU_KIR,43,2,20
2020-06-18,2734,28,1986,RU_KIR,41,0,148
2020-06-17,2693,28,1838,RU_KIR,45,2,114
2020-06-16,2648,26,1724,RU_KIR,48,0,21
2020-06-15,2600,26,1703,RU_KIR,53,0,86
2020-06-14,2547,26,1617,RU_KIR,39,1,39
2020-06-13,2508,25,1578,RU_KIR,29,2,100
2020-06-12,2479,23,1478,RU_KIR,58,0,54
2020-06-11,2421,23,1424,RU_KIR,61,1,97
2020-06-10,2360,22,1327,RU_KIR,60,2,109
2020-06-09,2300,20,1218,RU_KIR,40,0,12
2020-06-08,2260,20,1206,RU_KIR,78,0,20
2020-06-07,2182,20,1186,RU_KIR,61,2,29
2020-06-06,2121,18,1157,RU_KIR,79,0,42
2020-06-05,2042,18,1115,RU_KIR,75,1,39
2020-06-04,1967,17,1076,RU_KIR,63,0,63
2020-06-03,1904,17,1013,RU_KIR,76,0,32
2020-06-02,1828,17,981,RU_KIR,77,0,0
2020-06-01,1751,17,981,RU_KIR,68,0,3
2020-05-31,1683,17,978,RU_KIR,54,2,28
2020-05-30,1629,15,950,RU_KIR,,,
2020-06-29,1844,15,1322,RU_KK,32,0,0
2020-06-28,1812,15,1322,RU_KK,41,0,12
2020-06-27,1771,15,1310,RU_KK,36,0,24
2020-06-26,1735,15,1286,RU_KK,39,0,29
2020-06-25,1696,15,1257,RU_KK,35,0,2
2020-06-24,1661,15,1255,RU_KK,30,0,37
2020-06-23,1631,15,1218,RU_KK,19,2,57
2020-06-22,1612,13,1161,RU_KK,29,0,0
2020-06-21,1583,13,1161,RU_KK,46,0,2
2020-06-20,1537,13,1159,RU_KK,47,0,11
2020-06-19,1490,13,1148,RU_KK,46,1,17
2020-06-18,1444,12,1131,RU_KK,35,0,32
2020-06-17,1409,12,1099,RU_KK,28,2,41
2020-06-16,1381,10,1058,RU_KK,25,0,111
2020-06-15,1356,10,947,RU_KK,24,0,34
2020-06-14,1332,10,913,RU_KK,33,0,8
2020-06-13,1299,10,905,RU_KK,33,0,3
2020-06-12,1266,10,902,RU_KK,37,0,31
2020-06-11,1229,10,871,RU_KK,38,0,20
2020-06-10,1191,10,851,RU_KK,26,0,29
2020-06-09,1165,10,822,RU_KK,24,0,40
2020-06-08,1141,10,782,RU_KK,13,0,25
2020-06-07,1128,10,757,RU_KK,17,0,46
2020-06-06,1111,10,711,RU_KK,9,0,31
2020-06-05,1102,10,680,RU_KK,25,0,25
2020-06-04,1077,10,655,RU_KK,25,0,46
2020-06-03,1052,10,609,RU_KK,32,0,24
2020-06-02,1020,10,585,RU_KK,35,0,21
2020-06-01,985,10,564,RU_KK,21,0,1
2020-05-31,964,10,563,RU_KK,24,0,5
2020-05-30,940,10,558,RU_KK,,,
2020-06-29,1481,23,1041,RU_KL,19,1,0
2020-06-28,1462,22,1041,RU_KL,20,0,0
2020-06-27,1442,22,1041,RU_KL,32,1,10
2020-06-26,1410,21,1031,RU_KL,18,0,17
2020-06-25,1392,21,1014,RU_KL,30,0,18
2020-06-24,1362,21,996,RU_KL,22,3,40
2020-06-23,1340,18,956,RU_KL,1,0,14
2020-06-22,1339,18,942,RU_KL,12,0,2
2020-06-21,1327,18,940,RU_KL,13,0,8
2020-06-20,1314,18,932,RU_KL,14,0,12
2020-06-19,1300,18,920,RU_KL,8,0,16
2020-06-18,1292,18,904,RU_KL,4,0,14
2020-06-17,1288,18,890,RU_KL,16,0,22
2020-06-16,1272,18,868,RU_KL,0,0,28
2020-06-15,1272,18,840,RU_KL,9,0,19
2020-06-14,1263,18,821,RU_KL,16,0,17
2020-06-13,1247,18,804,RU_KL,14,0,28
2020-06-12,1233,18,776,RU_KL,18,2,25
2020-06-11,1215,16,751,RU_KL,12,0,17
2020-06-10,1203,16,734,RU_KL,23,0,37
2020-06-09,1180,16,697,RU_KL,1,0,66
2020-06-08,1179,16,631,RU_KL,11,0,7
2020-06-07,1168,16,624,RU_KL,19,0,10
2020-06-06,1149,16,614,RU_KL,13,0,5
2020-06-05,1136,16,609,RU_KL,9,0,32
2020-06-04,1127,16,577,RU_KL,19,0,21
2020-06-03,1108,16,556,RU_KL,23,1,38
2020-06-02,1085,15,518,RU_KL,11,0,8
2020-06-01,1074,15,510,RU_KL,20,0,26
2020-05-31,1054,15,484,RU_KL,35,1,7
2020-05-30,1019,14,477,RU_KL,,,
2020-06-29,5973,44,3507,RU_KLU,48,0,12
2020-06-28,5925,44,3495,RU_KLU,45,0,3
2020-06-27,5880,44,3492,RU_KLU,46,0,42
2020-06-26,5834,44,3450,RU_KLU,46,1,58
2020-06-25,5788,43,3392,RU_KLU,44,0,70
2020-06-24,5744,43,3322,RU_KLU,50,0,163
2020-06-23,5694,43,3159,RU_KLU,54,0,192
2020-06-22,5640,43,2967,RU_KLU,60,0,107
2020-06-21,5580,43,2860,RU_KLU,58,1,7
2020-06-20,5522,42,2853,RU_KLU,60,0,69
2020-06-19,5462,42,2784,RU_KLU,63,1,44
2020-06-18,5399,41,2740,RU_KLU,78,0,76
2020-06-17,5321,41,2664,RU_KLU,75,2,55
2020-06-16,5246,39,2609,RU_KLU,77,0,83
2020-06-15,5169,39,2526,RU_KLU,78,0,41
2020-06-14,5091,39,2485,RU_KLU,80,0,27
2020-06-13,5011,39,2458,RU_KLU,88,0,14
2020-06-12,4923,39,2444,RU_KLU,94,2,52
2020-06-11,4829,37,2392,RU_KLU,68,1,74
2020-06-10,4761,36,2318,RU_KLU,70,0,78
2020-06-09,4691,36,2240,RU_KLU,91,0,121
2020-06-08,4600,36,2119,RU_KLU,89,0,22
2020-06-07,4511,36,2097,RU_KLU,80,1,73
2020-06-06,4431,35,2024,RU_KLU,74,1,70
2020-06-05,4357,34,1954,RU_KLU,87,0,142
2020-06-04,4270,34,1812,RU_KLU,91,0,80
2020-06-03,4179,34,1732,RU_KLU,87,2,118
2020-06-02,4092,32,1614,RU_KLU,83,1,108
2020-06-01,4009,31,1506,RU_KLU,86,0,12
2020-05-31,3923,31,1494,RU_KLU,89,0,25
2020-05-30,3834,31,1469,RU_KLU,,,
2020-06-29,3356,30,1549,RU_KO,69,0,9
2020-06-28,3287,30,1540,RU_KO,114,0,39
2020-06-27,3173,30,1501,RU_KO,65,1,142
2020-06-26,3108,29,1359,RU_KO,58,0,16
2020-06-25,3050,29,1343,RU_KO,64,0,38
2020-06-24,2986,29,1305,RU_KO,60,0,51
2020-06-23,2926,29,1254,RU_KO,62,0,33
2020-06-22,2864,29,1221,RU_KO,59,1,5
2020-06-21,2805,28,1216,RU_KO,61,0,4
2020-06-20,2744,28,1212,RU_KO,57,0,23
2020-06-19,2687,28,1189,RU_KO,114,0,49
2020-06-18,2573,28,1140,RU_KO,82,0,39
2020-06-17,2491,28,1101,RU_KO,54,0,53
2020-06-16,2437,28,1048,RU_KO,85,0,22
2020-06-15,2352,28,1026,RU_KO,86,0,1
2020-06-14,2266,28,1025,RU_KO,181,0,1
2020-06-13,2085,28,1024,RU_KO,156,0,5
2020-06-12,1929,28,1019,RU_KO,125,0,59
2020-06-11,1804,28,960,RU_KO,111,1,21
2020-06-10,1693,27,939,RU_KO,67,0,28
2020-06-09,1626,27,911,RU_KO,26,1,21
2020-06-08,1600,26,890,RU_KO,36,0,5
2020-06-07,1564,26,885,RU_KO,46,0,10
2020-06-06,1518,26,875,RU_KO,38,1,20
2020-06-05,1480,25,855,RU_KO,25,0,39
2020-06-04,1455,25,816,RU_KO,29,0,15
2020-06-03,1426,25,801,RU_KO,33,1,53
2020-06-02,1393,24,748,RU_KO,41,0,44
2020-06-01,1352,24,704,RU_KO,30,0,0
2020-05-31,1322,24,704,RU_KO,29,1,19
2020-05-30,1293,23,685,RU_KO,,,
2020-06-29,1565,17,879,RU_KOS,34,0,13
2020-06-28,1531,17,866,RU_KOS,37,0,14
2020-06-27,1494,17,852,RU_KOS,24,2,30
2020-06-26,1470,15,822,RU_KOS,28,0,7
2020-06-25,1442,15,815,RU_KOS,31,0,7
2020-06-24,1411,15,808,RU_KOS,25,0,49
2020-06-23,1386,15,759,RU_KOS,26,0,32
2020-06-22,1360,15,727,RU_KOS,29,0,7
2020-06-21,1331,15,720,RU_KOS,33,1,6
2020-06-20,1298,14,714,RU_KOS,36,1,31
2020-06-19,1262,13,683,RU_KOS,16,0,16
2020-06-18,1246,13,667,RU_KOS,32,1,30
2020-06-17,1214,12,637,RU_KOS,39,0,16
2020-06-16,1175,12,621,RU_KOS,14,0,23
2020-06-15,1161,12,598,RU_KOS,25,0,5
2020-06-14,1136,12,593,RU_KOS,27,0,11
2020-06-13,1109,12,582,RU_KOS,43,0,7
2020-06-12,1066,12,575,RU_KOS,38,0,10
2020-06-11,1028,12,565,RU_KOS,51,0,30
2020-06-10,977,12,535,RU_KOS,24,0,29
2020-06-09,953,12,506,RU_KOS,27,0,17
2020-06-08,926,12,489,RU_KOS,25,0,4
2020-06-07,901,12,485,RU_KOS,13,0,11
2020-06-06,888,12,474,RU_KOS,26,1,35
2020-06-05,862,11,439,RU_KOS,20,0,4
2020-06-04,842,11,435,RU_KOS,17,0,10
2020-06-03,825,11,425,RU_KOS,21,0,5
2020-06-02,804,11,420,RU_KOS,32,0,21
2020-06-01,772,11,399,RU_KOS,14,1,4
2020-05-31,758,10,395,RU_KOS,39,0,7
2020-05-30,719,10,388,RU_KOS,,,
2020-06-29,1266,3,491,RU_KR,30,1,3
2020-06-28,1236,2,488,RU_KR,59,0,0
2020-06-27,1177,2,488,RU_KR,44,0,39
2020-06-26,1133,2,449,RU_KR,24,0,9
2020-06-25,1109,2,440,RU_KR,35,0,1
2020-06-24,1074,2,439,RU_KR,31,0,23
2020-06-23,1043,2,416,RU_KR,18,0,13
2020-06-22,1025,2,403,RU_KR,34,0,1
2020-06-21,991,2,402,RU_KR,31,0,7
2020-06-20,960,2,395,RU_KR,26,0,19
2020-06-19,934,2,376,RU_KR,22,0,17
2020-06-18,912,2,359,RU_KR,43,0,25
2020-06-17,869,2,334,RU_KR,60,0,26
2020-06-16,809,2,308,RU_KR,7,0,14
2020-06-15,802,2,294,RU_KR,18,0,7
2020-06-14,784,2,287,RU_KR,52,0,8
2020-06-13,732,2,279,RU_KR,30,0,0
2020-06-12,702,2,279,RU_KR,17,0,19
2020-06-11,685,2,260,RU_KR,9,0,15
2020-06-10,676,2,245,RU_KR,20,0,7
2020-06-09,656,2,238,RU_KR,23,0,12
2020-06-08,633,2,226,RU_KR,19,0,2
2020-06-07,614,2,224,RU_KR,41,0,9
2020-06-06,573,2,215,RU_KR,25,0,5
2020-06-05,548,2,210,RU_KR,28,0,5
2020-06-04,520,2,205,RU_KR,24,0,8
2020-06-03,496,2,197,RU_KR,43,1,6
2020-06-02,453,1,191,RU_KR,8,0,23
2020-06-01,445,1,168,RU_KR,15,0,0
2020-05-31,430,1,168,RU_KR,23,0,3
2020-05-30,407,1,165,RU_KR,,,
2020-06-29,5021,32,2892,RU_KRS,63,0,42
2020-06-28,4958,32,2850,RU_KRS,76,0,11
2020-06-27,4882,32,2839,RU_KRS,65,1,61
2020-06-26,4817,31,2778,RU_KRS,70,1,36
2020-06-25,4747,30,2742,RU_KRS,74,0,25
2020-06-24,4673,30,2717,RU_KRS,66,2,58
2020-06-23,4607,28,2659,RU_KRS,57,1,72
2020-06-22,4550,27,2587,RU_KRS,68,1,6
2020-06-21,4482,26,2581,RU_KRS,79,0,16
2020-06-20,4403,26,2565,RU_KRS,70,1,55
2020-06-19,4333,25,2510,RU_KRS,77,2,165
2020-06-18,4256,23,2345,RU_KRS,75,0,7
2020-06-17,4181,23,2338,RU_KRS,63,1,61
2020-06-16,4118,22,2277,RU_KRS,60,0,107
2020-06-15,4058,22,2170,RU_KRS,64,0,18
2020-06-14,3994,22,2152,RU_KRS,72,2,35
2020-06-13,3922,20,2117,RU_KRS,83,0,14
2020-06-12,3839,20,2103,RU_KRS,70,1,58
2020-06-11,3769,19,2045,RU_KRS,79,0,94
2020-06-10,3690,19,1951,RU_KRS,71,2,93
2020-06-09,3619,17,1858,RU_KRS,58,1,55
2020-06-08,3561,16,1803,RU_KRS,60,0,1
2020-06-07,3501,16,1802,RU_KRS,76,1,27
2020-06-06,3425,15,1775,RU_KRS,68,0,107
2020-06-05,3357,15,1668,RU_KRS,85,0,72
2020-06-04,3272,15,1596,RU_KRS,73,2,83
2020-06-03,3199,13,1513,RU_KRS,76,0,61
2020-06-02,3123,13,1452,RU_KRS,60,0,52
2020-06-01,3063,13,1400,RU_KRS,63,0,12
2020-05-31,3000,13,1388,RU_KRS,78,3,49
2020-05-30,2922,10,1339,RU_KRS,,,
2020-06-29,8760,115,3639,RU_KYA,141,0,103
2020-06-28,8619,115,3536,RU_KYA,143,0,71
2020-06-27,8476,115,3465,RU_KYA,145,8,64
2020-06-26,8331,107,3401,RU_KYA,149,8,93
2020-06-25,8182,99,3308,RU_KYA,153,0,59
2020-06-24,8029,99,3249,RU_KYA,154,6,117
2020-06-23,7875,93,3132,RU_KYA,149,7,302
2020-06-22,7726,86,2830,RU_KYA,146,0,150
2020-06-21,7580,86,2680,RU_KYA,148,0,7
2020-06-20,7432,86,2673,RU_KYA,152,7,96
2020-06-19,7280,79,2577,RU_KYA,151,4,87
2020-06-18,7129,75,2490,RU_KYA,156,4,59
2020-06-17,6973,71,2431,RU_KYA,160,5,103
2020-06-16,6813,66,2328,RU_KYA,158,1,77
2020-06-15,6655,65,2251,RU_KYA,161,1,46
2020-06-14,6494,64,2205,RU_KYA,166,0,41
2020-06-13,6328,64,2164,RU_KYA,169,0,35
2020-06-12,6159,64,2129,RU_KYA,178,5,61
2020-06-11,5981,59,2068,RU_KYA,190,6,98
2020-06-10,5791,53,1970,RU_KYA,174,3,159
2020-06-09,5617,50,1811,RU_KYA,157,1,241
2020-06-08,5460,49,1570,RU_KYA,159,0,76
2020-06-07,5301,49,1494,RU_KYA,165,0,6
2020-06-06,5136,49,1488,RU_KYA,168,0,61
2020-06-05,4968,49,1427,RU_KYA,173,3,64
2020-06-04,4795,46,1363,RU_KYA,141,3,63
2020-06-03,4654,43,1300,RU_KYA,124,3,41
2020-06-02,4530,40,1259,RU_KYA,150,1,199
2020-06-01,4380,39,1060,RU_KYA,131,0,166
2020-05-31,4249,39,894,RU_KYA,128,0,7
2020-05-30,4121,39,887,RU_KYA,,,
2020-06-29,4370,30,4154,RU_LEN,49,0,1
2020-06-28,4321,30,4153,RU_LEN,50,2,10
2020-06-27,4271,28,4143,RU_LEN,51,1,18
2020-06-26,4220,27,4125,RU_LEN,50,0,20
2020-06-25,4170,27,4105,RU_LEN,51,0,55
2020-06-24,4119,27,4050,RU_LEN,52,0,118
2020-06-23,4067,27,3932,RU_LEN,51,0,142
2020-06-22,4016,27,3790,RU_LEN,52,0,20
2020-06-21,3964,27,3770,RU_LEN,52,2,45
2020-06-20,3912,25,3725,RU_LEN,54,0,164
2020-06-19,3858,25,3561,RU_LEN,53,0,421
2020-06-18,3805,25,3140,RU_LEN,54,0,241
2020-06-17,3751,25,2899,RU_LEN,55,1,103
2020-06-16,3696,24,2796,RU_LEN,70,1,91
2020-06-15,3626,23,2705,RU_LEN,73,0,39
2020-06-14,3553,23,2666,RU_LEN,52,0,38
2020-06-13,3501,23,2628,RU_LEN,53,0,50
2020-06-12,3448,23,2578,RU_LEN,52,0,50
2020-06-11,3396,23,2528,RU_LEN,54,0,94
2020-06-10,3342,23,2434,RU_LEN,55,4,113
2020-06-09,3287,19,2321,RU_LEN,49,1,100
2020-06-08,3238,18,2221,RU_LEN,50,0,67
2020-06-07,3188,18,2154,RU_LEN,51,0,15
2020-06-06,3137,18,2139,RU_LEN,51,1,128
2020-06-05,3086,17,2011,RU_LEN,52,2,182
2020-06-04,3034,15,1829,RU_LEN,52,0,78
2020-06-03,2982,15,1751,RU_LEN,54,0,77
2020-06-02,2928,15,1674,RU_LEN,53,4,84
2020-06-01,2875,11,1590,RU_LEN,53,0,29
2020-05-31,2822,11,1561,RU_LEN,54,0,48
2020-05-30,2768,11,1513,RU_LEN,,,
2020-06-29,3741,16,2320,RU_LIP,39,1,21
2020-06-28,3702,15,2299,RU_LIP,39,1,51
2020-06-27,3663,14,2248,RU_LIP,40,0,31
2020-06-26,3623,14,2217,RU_LIP,40,1,31
2020-06-25,3583,13,2186,RU_LIP,47,0,95
2020-06-24,3536,13,2091,RU_LIP,49,1,118
2020-06-23,3487,12,1973,RU_LIP,49,0,258
2020-06-22,3438,12,1715,RU_LIP,50,0,18
2020-06-21,3388,12,1697,RU_LIP,51,1,61
2020-06-20,3337,11,1636,RU_LIP,52,0,109
2020-06-19,3285,11,1527,RU_LIP,57,0,56
2020-06-18,3228,11,1471,RU_LIP,57,0,34
2020-06-17,3171,11,1437,RU_LIP,58,1,118
2020-06-16,3113,10,1319,RU_LIP,60,0,28
2020-06-15,3053,10,1291,RU_LIP,58,1,13
2020-06-14,2995,9,1278,RU_LIP,58,0,8
2020-06-13,2937,9,1270,RU_LIP,59,0,60
2020-06-12,2878,9,1210,RU_LIP,61,1,50
2020-06-11,2817,8,1160,RU_LIP,59,0,68
2020-06-10,2758,8,1092,RU_LIP,61,0,66
2020-06-09,2697,8,1026,RU_LIP,60,0,8
2020-06-08,2637,8,1018,RU_LIP,60,0,24
2020-06-07,2577,8,994,RU_LIP,61,0,56
2020-06-06,2516,8,938,RU_LIP,64,0,46
2020-06-05,2452,8,892,RU_LIP,64,0,57
2020-06-04,2388,8,835,RU_LIP,62,1,46
2020-06-03,2326,7,789,RU_LIP,65,1,47
2020-06-02,2261,6,742,RU_LIP,67,0,18
2020-06-01,2194,6,724,RU_LIP,71,0,6
2020-05-31,2123,6,718,RU_LIP,75,1,3
2020-05-30,2048,5,715,RU_LIP,,,
2020-06-29,731,4,356,RU_MAG,34,0,7
2020-06-28,697,4,349,RU_MAG,28,0,2
2020-06-27,669,4,347,RU_MAG,15,0,12
2020-06-26,654,4,335,RU_MAG,12,0,9
2020-06-25,642,4,326,RU_MAG,22,0,18
2020-06-24,620,4,308,RU_MAG,11,0,20
2020-06-23,609,4,288,RU_MAG,3,0,17
