3166-1-alpha-3,continent,location,date,total_confirmed,new_confirmed,total_deceased,new_deceased,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tested,new_tested,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,3166-1-alpha-2,key,total_tests_smoothed,total_tests_smoothed_per_thousand
BOL,South America,Bolivia,2020-04-17,493,28,31,0,42.234,2.399,2.656,0,3923,350,0.336,0.03,224,0.019,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,3126,0.265
BOL,South America,Bolivia,2020-04-18,520,27,32,1,44.547,2.313,2.741,0.086,4135,212,0.354,0.018,230,0.02,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,3356,0.285
BOL,South America,Bolivia,2020-04-19,564,44,33,1,48.317,3.769,2.827,0.086,4298,163,0.368,0.014,229,0.02,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,3585,0.305
BOL,South America,Bolivia,2020-04-20,598,34,34,1,51.229,2.913,2.913,0.086,4420,122,0.379,0.01,214,0.018,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,3799,0.323
BOL,South America,Bolivia,2020-04-21,609,11,37,3,52.172,0.942,3.17,0.257,4855,435,0.416,0.037,232,0.02,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,4031,0.343
BOL,South America,Bolivia,2020-04-22,672,63,40,3,57.569,5.397,3.427,0.257,4995,140,0.428,0.012,225,0.019,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,4256,0.362
BOL,South America,Bolivia,2020-04-23,703,31,43,3,60.224,2.656,3.684,0.257,5297,302,0.454,0.026,246,0.021,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,4502,0.383
BOL,South America,Bolivia,2020-04-24,807,104,44,1,69.134,8.909,3.769,0.086,5572,275,0.477,0.024,236,0.02,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,4738,0.403
BOL,South America,Bolivia,2020-04-25,866,59,46,2,74.188,5.054,3.941,0.171,5791,219,0.496,0.019,237,0.02,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,4975,0.423
BOL,South America,Bolivia,2020-04-26,950,84,50,4,81.384,7.196,4.283,0.343,5988,197,0.513,0.017,241,0.021,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,5216,0.444
BOL,South America,Bolivia,2020-04-27,1014,64,53,3,86.867,5.483,4.54,0.257,6121,133,0.524,0.011,243,0.021,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,5459,0.465
BOL,South America,Bolivia,2020-04-28,1053,39,55,2,90.208,3.341,4.712,0.171,6409,288,0.549,0.025,222,0.019,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,5681,0.484
BOL,South America,Bolivia,2020-04-29,1110,57,59,4,95.091,4.883,5.054,0.343,6551,142,0.561,0.012,222,0.019,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,5903,0.503
BOL,South America,Bolivia,2020-04-30,1167,57,62,3,99.974,4.883,5.311,0.257,6975,424,0.598,0.036,240,0.021,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,6143,0.524
BOL,South America,Bolivia,2020-05-01,1229,62,66,4,105.285,5.311,5.654,0.343,7651,676,0.655,0.058,297,0.025,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,6440,0.549
BOL,South America,Bolivia,2020-05-02,1470,241,71,5,125.931,20.646,6.082,0.428,8080,429,0.692,0.037,327,0.028,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,6767,0.577
BOL,South America,Bolivia,2020-05-03,1594,124,76,5,136.554,10.623,6.511,0.428,8611,531,0.738,0.045,375,0.032,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,7142,0.609
BOL,South America,Bolivia,2020-05-04,1681,87,82,6,144.007,7.453,7.025,0.514,8995,384,0.771,0.033,411,0.035,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,7553,0.644
BOL,South America,Bolivia,2020-05-05,1802,121,86,4,154.373,10.366,7.367,0.343,9156,161,0.784,0.014,392,0.034,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,7945,0.678
BOL,South America,Bolivia,2020-05-06,1886,84,91,5,161.569,7.196,7.796,0.428,10099,943,0.865,0.081,507,0.043,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,8452,0.721
BOL,South America,Bolivia,2020-05-07,2081,195,102,11,178.274,16.705,8.738,0.942,10651,552,0.912,0.047,525,0.045,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,8977,0.766
BOL,South America,Bolivia,2020-05-08,2266,185,106,4,194.123,15.848,9.081,0.343,,,,,501,0.043,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,9478,0.809
BOL,South America,Bolivia,2020-05-09,2437,171,114,8,208.772,14.649,9.766,0.685,11671,,1,,513,0.044,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,9991,0.853
BOL,South America,Bolivia,2020-05-10,2556,119,118,4,218.966,10.194,10.109,0.343,12553,882,1.075,0.076,563,0.048,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,10554,0.901
BOL,South America,Bolivia,2020-05-11,2831,275,122,4,242.525,23.559,10.451,0.343,13080,527,1.121,0.045,584,0.05,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,11138,0.951
BOL,South America,Bolivia,2020-05-12,2964,133,128,6,253.919,11.394,10.965,0.514,13605,525,1.166,0.045,636,0.054,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,11774,1.005
BOL,South America,Bolivia,2020-05-13,3148,184,142,14,269.682,15.763,12.165,1.199,14159,554,1.213,0.047,580,0.05,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,12354,1.055
BOL,South America,Bolivia,2020-05-14,3372,224,152,10,288.871,19.19,13.021,0.857,14803,644,1.268,0.055,593,0.051,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,12947,1.106
BOL,South America,Bolivia,2020-05-15,3577,205,164,12,306.433,17.562,14.049,1.028,15656,853,1.341,0.073,642,0.055,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,13589,1.161
BOL,South America,Bolivia,2020-05-16,3826,249,165,1,327.764,21.331,14.135,0.086,16404,748,1.405,0.064,676,0.058,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,14265,1.219
BOL,South America,Bolivia,2020-05-17,4088,262,169,4,350.209,22.445,14.478,0.343,16781,377,1.438,0.032,604,0.052,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,14869,1.271
BOL,South America,Bolivia,2020-05-18,4263,175,174,5,365.201,14.992,14.906,0.428,17560,779,1.504,0.067,640,0.055,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,15509,1.326
BOL,South America,Bolivia,2020-05-19,4481,218,189,15,383.876,18.676,16.191,1.285,18566,1006,1.591,0.086,709,0.061,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,16218,1.387
BOL,South America,Bolivia,2020-05-20,4919,438,199,10,421.399,37.522,17.048,0.857,19289,723,1.652,0.062,733,0.063,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,16951,1.45
BOL,South America,Bolivia,2020-05-21,5187,268,215,16,444.358,22.959,18.419,1.371,20096,807,1.722,0.069,756,0.065,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,17707,1.515
BOL,South America,Bolivia,2020-05-22,5579,392,230,15,477.939,33.582,19.704,1.285,21205,1109,1.817,0.095,793,0.068,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,18500,1.583
BOL,South America,Bolivia,2020-05-23,5915,336,240,10,506.724,28.784,20.56,0.857,21994,789,1.884,0.068,799,0.068,units unclear,96.3,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,19299,1.651
BOL,South America,Bolivia,2020-05-24,6263,348,250,10,536.536,29.812,21.417,0.857,22773,779,1.951,0.067,856,0.073,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,20155,1.724
BOL,South America,Bolivia,2020-05-25,6660,397,261,11,570.546,34.01,22.359,0.942,23639,866,2.025,0.074,868,0.074,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,21023,1.798
BOL,South America,Bolivia,2020-05-26,7136,476,274,13,611.324,40.778,23.473,1.114,25065,1426,2.147,0.122,928,0.079,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,21951,1.877
BOL,South America,Bolivia,2020-05-27,7768,632,280,6,665.466,54.142,23.987,0.514,26190,1125,2.244,0.096,986,0.084,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,22937,1.961
BOL,South America,Bolivia,2020-05-28,8387,619,293,13,718.494,53.028,25.101,1.114,26965,775,2.31,0.066,981,0.084,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,23918,2.045
BOL,South America,Bolivia,2020-05-29,8731,344,300,7,747.964,29.47,25.7,0.6,28239,1274,2.419,0.109,1005,0.086,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,24923,2.131
BOL,South America,Bolivia,2020-05-30,9592,861,310,10,821.723,73.76,26.557,0.857,28957,718,2.481,0.062,995,0.085,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,25918,2.216
BOL,South America,Bolivia,2020-05-31,9982,390,313,3,855.134,33.41,26.814,0.257,30040,1083,2.573,0.093,1038,0.089,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,26956,2.305
BOL,South America,Bolivia,2020-06-01,10531,549,343,30,902.165,47.031,29.384,2.57,31186,1146,2.672,0.098,1078,0.092,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,28034,2.397
BOL,South America,Bolivia,2020-06-02,10991,460,376,33,941.572,39.407,32.211,2.827,32486,1300,2.783,0.111,1060,0.091,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,29094,2.488
BOL,South America,Bolivia,2020-06-03,11638,647,400,24,996.999,55.427,34.267,2.056,33946,1460,2.908,0.125,1108,0.095,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,30202,2.583
BOL,South America,Bolivia,2020-06-04,12245,607,415,15,1048.999,52,35.552,1.285,35250,1304,3.02,0.112,1184,0.101,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,31386,2.684
BOL,South America,Bolivia,2020-06-05,12728,483,427,12,1090.377,41.377,36.58,1.028,36530,1280,3.129,0.11,1184,0.101,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,32570,2.785
BOL,South America,Bolivia,2020-06-06,13358,630,454,27,1144.347,53.971,38.893,2.313,37276,746,3.193,0.064,1188,0.102,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,33758,2.887
BOL,South America,Bolivia,2020-06-07,13643,285,465,11,1168.763,24.415,39.835,0.942,38092,816,3.263,0.07,1150,0.099,units unclear,87.96,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,34908,2.986
BOL,South America,Bolivia,2020-06-08,13949,306,475,10,1194.977,26.214,40.692,0.857,39610,1518,3.393,0.13,1203,0.103,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,36111,3.089
BOL,South America,Bolivia,2020-06-09,14644,695,487,12,1254.516,59.539,41.72,1.028,41035,1425,3.515,0.122,1221,0.105,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,37332,3.194
BOL,South America,Bolivia,2020-06-10,15281,637,512,25,1309.086,54.57,43.862,2.142,42741,1706,3.662,0.146,1256,0.108,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,38588,3.302
BOL,South America,Bolivia,2020-06-11,16165,884,533,21,1384.816,75.73,45.661,1.799,44515,1774,3.813,0.152,1324,0.113,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,39912,3.415
BOL,South America,Bolivia,2020-06-12,16929,764,559,26,1450.266,65.45,47.888,2.227,46069,1554,3.947,0.133,1363,0.117,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,41275,3.532
BOL,South America,Bolivia,2020-06-13,17842,913,585,26,1528.481,78.214,50.116,2.227,47372,1303,4.058,0.112,1442,0.124,units unclear,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,42717,3.656
BOL,South America,Bolivia,2020-06-14,18459,617,611,26,1581.338,52.857,52.343,2.227,,,,,,,,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,,
BOL,South America,Bolivia,2020-06-15,19073,614,632,21,1633.938,52.6,54.142,1.799,,,,,,,,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,,
BOL,South America,Bolivia,2020-06-16,19883,810,659,27,1703.328,69.391,56.455,2.313,,,,,,,,,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,BO,BO,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-01,2,2,0,0,76.275,76.275,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-02,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-03,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-04,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-05,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-06,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-07,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-08,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-09,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-10,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-11,2,0,0,0,76.275,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-12,3,1,0,0,114.412,38.137,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-13,4,1,0,0,152.549,38.137,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-14,4,0,0,0,152.549,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-15,4,0,0,0,152.549,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-16,4,0,0,0,152.549,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-17,4,0,0,0,152.549,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-18,4,0,0,0,152.549,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-19,5,1,0,0,190.687,38.137,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-20,5,0,0,0,190.687,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-21,6,1,0,0,228.824,38.137,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-22,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-23,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-24,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-25,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-26,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-27,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-28,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-29,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-04-30,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-01,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-02,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-03,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-04,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-05,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-06,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-07,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-08,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-09,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-10,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-11,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-12,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-13,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-14,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-15,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-16,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-17,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-18,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-19,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-20,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-21,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-22,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-23,6,0,0,0,228.824,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-24,7,1,0,0,266.962,38.137,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-25,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-26,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-27,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-28,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-29,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-30,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-05-31,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
BES,North America,Bonaire Sint Eustatius and Saba,2020-06-01,7,0,0,0,266.962,0,0,0,,,,,,,,,26221,,,,,,,,,,,,,77.79,BQ,BQ,,
