date,total_confirmed,total_deceased,total_tested,total_recovered,current_hospitalized,total_hospitalized,current_intensive_care,total_intensive_care,current_ventilator,total_ventilator,key,new_confirmed,new_deceased,new_tested,new_recovered,new_hospitalized,new_intensive_care,new_ventilator
2020-03-14,30,,524,,,,,,,,US_OR,0,,0,,,,
2020-03-13,30,,524,,,,,,,,US_OR,11,,157,,,,
2020-03-12,19,,367,,,,,,,,US_OR,0,,0,,,,
2020-03-11,19,,367,,,,,,,,US_OR,4,,72,,,,
2020-03-10,15,,295,,,,,,,,US_OR,1,,64,,,,
2020-03-09,14,,231,,,,,,,,US_OR,0,,64,,,,
2020-03-08,14,,167,,,,,,,,US_OR,7,,43,,,,
2020-03-07,7,,124,,,,,,,,US_OR,4,,29,,,,
2020-03-06,3,,95,,,,,,,,US_OR,0,,34,,,,
2020-03-05,3,,61,,,,,,,,US_OR,0,,11,,,,
2020-03-04,3,,50,,,,,,,,US_OR,,,,,,,
2020-06-27,84370,6579,719081,65808,651,,,,126,,US_PA,0,0,0,0,0,,
2020-06-26,84370,6579,719081,65808,661,,,,131,,US_PA,600,22,14280,468,0,,
2020-06-25,83770,6557,704801,65340,704,,,,142,,US_PA,579,39,13393,838,0,,
2020-06-24,83191,6518,691408,64502,707,,,,136,,US_PA,495,54,12305,0,0,,
2020-06-23,82696,6464,679103,64502,738,,,,151,,US_PA,510,38,11255,397,0,,
2020-06-22,82186,6426,667848,64105,745,,,,156,,US_PA,456,3,10103,1173,0,,
2020-06-21,81730,6423,657745,62932,735,,,,157,,US_PA,464,4,10018,358,0,,
2020-06-20,81266,6419,647727,62574,715,,,,161,,US_PA,504,20,10509,388,0,,
2020-06-19,80762,6399,637218,62186,731,,,,169,,US_PA,526,38,13150,1207,0,,
2020-06-18,80236,6361,624068,60979,740,,,,170,,US_PA,418,42,11237,1116,0,,
2020-06-17,79818,6319,612831,59863,788,,,,179,,US_PA,335,43,9739,251,0,,
2020-06-16,79483,6276,603092,59612,800,,,,179,,US_PA,362,33,10062,1063,0,,
2020-06-15,79121,6243,593030,58549,851,,,,178,,US_PA,323,28,9797,239,0,,
2020-06-14,78798,6215,583233,58310,852,,,,189,,US_PA,336,4,8182,249,0,,
2020-06-13,78462,6211,575051,58061,875,,,,192,,US_PA,463,49,8667,1122,0,,
2020-06-12,77999,6162,566384,56939,899,,,,202,,US_PA,66,49,12012,1274,0,,
2020-06-11,77933,6113,554372,55665,946,,,,215,,US_PA,467,51,9942,1105,0,,
2020-06-10,77466,6062,544430,54560,992,,,,218,,US_PA,410,48,8126,890,0,,
2020-06-09,77056,6014,536304,53670,1032,,,,237,,US_PA,493,61,8354,0,0,,
2020-06-08,76563,5953,527950,53670,1174,,,,268,,US_PA,351,10,7565,0,0,,
2020-06-07,76212,5943,520385,53670,1174,,,,268,,US_PA,506,12,9557,1110,0,,
2020-06-06,75706,5931,510828,52560,1174,,,,268,,US_PA,701,45,11622,491,0,,
2020-06-05,75005,5886,499206,52069,1174,,,,268,,US_PA,445,69,7704,1050,0,,
2020-06-04,74560,5817,491502,51019,1174,,,,268,,US_PA,538,76,16111,1104,0,,
2020-06-03,74022,5741,475391,49915,1164,,,,269,,US_PA,512,74,2520,1077,0,,
2020-06-02,73510,5667,472871,48838,1302,,,,283,,US_PA,612,100,10542,410,0,,
2020-06-01,72898,5567,462329,48428,1302,,,,287,,US_PA,352,12,6672,238,0,,
2020-05-31,72546,5555,455657,48190,1352,,,,296,,US_PA,515,18,7885,1057,0,,
2020-05-30,72031,5537,447772,47133,1352,,,,295,,US_PA,692,73,9463,763,0,,
2020-05-29,71339,5464,438309,46370,1445,,,,313,,US_PA,1297,91,10463,1544,0,,
2020-05-28,70042,5373,427846,44826,1476,,,,321,,US_PA,625,108,8439,1788,0,,
2020-05-27,69417,5265,419407,43038,1493,,,,351,,US_PA,780,113,10935,1170,0,,
2020-05-26,68637,5152,408472,41868,1493,,,,334,,US_PA,451,13,5358,957,0,,
2020-05-25,68186,5139,403114,40911,1628,,,,324,,US_PA,473,15,7019,284,0,,
2020-05-24,67713,5124,396095,40627,1533,,,,336,,US_PA,730,28,7643,1108,0,,
2020-05-23,66983,5096,388452,39519,1560,,,,348,,US_PA,725,112,9451,1752,0,,
2020-05-22,66258,4984,379001,37767,1580,,,,368,,US_PA,866,115,10095,,0,,
2020-05-21,65392,4869,368906,,1654,,,,361,,US_PA,1726,245,19206,,0,,
2020-05-20,63666,4624,349700,,1818,,,,377,,US_PA,0,0,0,,0,,
2020-05-19,63666,4624,349700,,1861,,,,380,,US_PA,610,119,9091,,0,,
2020-05-18,63056,4505,340609,,1885,,,,397,,US_PA,822,87,7705,,0,,
2020-05-17,62234,4418,332904,,1821,,,,422,,US_PA,623,15,5068,,0,,
2020-05-16,61611,4403,327836,,1873,,,,429,,US_PA,989,61,8004,,0,,
2020-05-15,60622,4342,319832,,1934,,,,431,,US_PA,986,124,8637,,0,,
2020-05-14,59636,4218,311195,,1983,,,,446,,US_PA,938,275,8326,,0,,
2020-05-13,58698,3943,302869,,2012,,,,473,,US_PA,707,137,6889,,0,,
2020-05-12,57991,3806,295980,,2187,,,,497,,US_PA,837,75,7122,,0,,
2020-05-11,57154,3731,288858,,2176,,,,497,,US_PA,543,24,4475,,0,,
2020-05-10,56611,3707,284383,,2230,,,,501,,US_PA,1295,19,7276,,0,,
2020-05-09,55316,3688,277107,,2285,,,,502,,US_PA,1078,72,6548,,0,,
2020-05-08,54238,3616,270559,,2342,,,,517,,US_PA,1323,200,7771,,0,,
2020-05-07,52915,3416,262788,,2420,,,,539,,US_PA,1070,310,6448,,0,,
2020-05-06,51845,3106,256340,,2545,,,,560,,US_PA,888,94,5458,,0,,
2020-05-05,50957,3012,250882,,2580,,,,550,,US_PA,865,554,5292,,0,,
2020-05-04,50092,2458,245590,,2708,,,,573,,US_PA,825,14,4949,,0,,
2020-05-03,49267,2444,240641,,2645,,,,562,,US_PA,962,26,5265,,0,,
2020-05-02,48305,2418,235376,,2673,,,,571,,US_PA,1334,64,7928,,0,,
2020-05-01,46971,2354,227448,,2683,,,,590,,US_PA,1208,62,6083,,0,,
2020-04-30,45763,2292,221365,,2707,,,,556,,US_PA,1397,97,6482,,0,,
2020-04-29,44366,2195,214883,,2781,,,,602,,US_PA,1102,479,5795,,0,,
2020-04-28,43264,1716,209088,,2781,,,,616,,US_PA,1214,119,5666,,0,,
2020-04-27,42050,1597,203422,,2800,,,,629,,US_PA,885,47,4829,,0,,
2020-04-26,41165,1550,198593,,2736,,,,632,,US_PA,1116,13,5658,,0,,
2020-04-25,40049,1537,192935,,2748,,,,640,,US_PA,1397,45,6792,,0,,
2020-04-24,38652,1492,186143,,2746,,,,679,,US_PA,1599,71,7029,,0,,
2020-04-23,37053,1421,179114,,2750,,,,679,,US_PA,1369,-201,7158,,0,,
2020-04-22,35684,1622,171956,,2764,,,,685,,US_PA,1156,58,5105,,0,,
2020-04-21,34528,1564,166851,,2743,,,,673,,US_PA,1296,360,3899,,0,,
2020-04-20,33232,1204,162952,,2701,,,,659,,US_PA,948,92,4098,,0,,
2020-04-19,32284,1112,158854,,2634,,,,657,,US_PA,1215,276,4889,,0,,
2020-04-18,31069,836,153965,,2613,,,,660,,US_PA,1628,80,6592,,0,,
2020-04-17,29441,756,147373,,2603,,,,661,,US_PA,1706,49,5903,,0,,
2020-04-16,27735,707,141470,,2512,,,,675,,US_PA,1245,60,3886,,0,,
2020-04-15,26490,647,137584,,2395,,,,668,,US_PA,1145,63,3953,,0,,
2020-04-14,25345,584,133631,,2317,,,,675,,US_PA,1146,60,3839,,0,,
2020-04-13,24199,524,129792,,2243,,,,669,,US_PA,1366,17,4902,,0,,
2020-04-12,22833,507,124890,,2097,,,,649,,US_PA,1178,13,4737,,0,,
2020-04-11,21655,494,120153,,2115,,,,639,,US_PA,1676,78,7134,,0,,
2020-04-10,19979,416,113019,,2072,,,,611,,US_PA,1751,78,7417,,0,,
2020-04-09,18228,338,105602,,2051,,,,592,,US_PA,1989,29,7064,,0,,
2020-04-08,16239,309,98538,,1898,,,,603,,US_PA,1680,69,7260,,0,,
2020-04-07,14559,240,91278,,1665,,,,548,,US_PA,1579,78,7424,,0,,
2020-04-06,12980,162,83854,,,1145,,,533,,US_PA,1470,12,6083,,73,,
2020-04-05,11510,150,77771,,,1072,,,,,US_PA,1493,14,7741,,68,,
2020-04-04,10017,136,70030,,,1004,,,,,US_PA,1597,34,7915,,152,,
2020-04-03,8420,102,62115,,,852,,,,,US_PA,1404,12,7401,,122,,
2020-04-02,7016,90,54714,,,730,,,,,US_PA,1211,16,6482,,110,,
2020-04-01,5805,74,48232,,,620,,,,,US_PA,962,11,5744,,106,,
2020-03-31,4843,63,42488,,,514,,,,,US_PA,756,14,4624,,128,,
2020-03-30,4087,49,37864,,,386,,,,,US_PA,693,11,4409,,33,,
2020-03-29,3394,38,33455,,,353,,,,,US_PA,643,4,5450,,37,,
2020-03-28,2751,34,28005,,,316,,,,,US_PA,533,12,4771,,75,,
2020-03-27,2218,22,23234,,,241,,,,,US_PA,531,6,5106,,,,
2020-03-26,1687,16,18128,,,,,,,,US_PA,560,5,5808,,,,
2020-03-25,1127,11,12320,,,,,,,,US_PA,276,4,2826,,,,
2020-03-24,851,7,9494,,,,,,,,US_PA,207,1,2255,,,,
2020-03-23,644,6,7239,,,,,,,,US_PA,165,4,1796,,,,
2020-03-22,479,2,5443,,,,,,,,US_PA,108,0,1306,,,,
2020-03-21,371,2,4137,,,,,,,,US_PA,103,1,1295,,,,
2020-03-20,268,1,2842,,,,,,,,US_PA,83,0,1049,,,,
2020-03-19,185,1,1793,,,,,,,,US_PA,52,0,473,,,,
2020-03-18,133,1,1320,,,,,,,,US_PA,37,,345,,,,
2020-03-17,96,,975,,,,,,,,US_PA,20,,229,,,,
2020-03-16,76,,746,,,,,,,,US_PA,13,,295,,,,
2020-03-15,63,,451,,,,,,,,US_PA,16,,49,,,,
2020-03-14,47,,402,,,,,,,,US_PA,6,,91,,,,
2020-03-13,41,,311,,,,,,,,US_PA,19,,92,,,,
2020-03-12,22,,219,,,,,,,,US_PA,6,,61,,,,
2020-03-11,16,,158,,,,,,,,US_PA,4,,146,,,,
2020-03-10,12,,12,,,,,,,,US_PA,2,,2,,,,
2020-03-09,10,,10,,,,,,,,US_PA,4,,4,,,,
2020-03-08,6,,6,,,,,,,,US_PA,2,,2,,,,
2020-03-07,4,,4,,,,,,,,US_PA,2,,2,,,,
2020-03-06,2,,2,,,,,,,,US_PA,,,,,,,
2020-06-27,7066,152,7066,,105,,10,,5,,US_PR,144,1,144,,,,
2020-06-26,6922,151,6922,,89,,9,,7,,US_PR,45,0,45,,,,
2020-06-25,6877,151,6877,,85,,12,,4,,US_PR,57,2,57,,,,
2020-06-24,6820,149,6820,,80,,9,,2,,US_PR,135,0,135,,,,
2020-06-23,6685,149,6685,,77,,9,,2,,US_PR,121,0,121,,,,
2020-06-22,6564,149,6564,,70,,10,,3,,US_PR,39,0,39,,,,
2020-06-21,6525,149,6525,,71,,13,,5,,US_PR,62,2,62,,,,
2020-06-20,6463,147,6463,,83,,10,,4,,US_PR,268,0,268,,,,
2020-06-19,6195,147,6195,,78,,7,,3,,US_PR,84,0,84,,,,
2020-06-18,6111,147,6111,,73,,9,,5,,US_PR,108,0,108,,,,
2020-06-17,6003,147,6003,,78,,8,,1,,US_PR,52,0,52,,,,
2020-06-16,5951,147,5951,,94,,9,,1,,US_PR,61,0,61,,,,
2020-06-15,5890,147,5890,,104,,8,,2,,US_PR,79,0,79,,,,
2020-06-14,5811,147,5811,,110,,6,,2,,US_PR,121,1,121,,,,
2020-06-13,5690,146,5690,,117,,4,,3,,US_PR,154,0,154,,,,
2020-06-12,5536,146,5536,,92,,7,,4,,US_PR,184,2,184,,,,
2020-06-11,5352,144,5352,,91,,7,,4,,US_PR,23,1,23,,,,
2020-06-10,5329,143,5329,,97,,8,,5,,US_PR,144,1,144,,,,
2020-06-09,5185,142,5185,,95,,9,,6,,US_PR,139,0,139,,,,
2020-06-08,5046,142,5046,,107,,8,,7,,US_PR,61,0,61,,,,
2020-06-07,4985,142,4985,,105,,6,,7,,US_PR,70,0,70,,,,
2020-06-06,4915,142,4915,,100,,7,,4,,US_PR,295,1,295,,,,
2020-06-05,4620,141,4620,,116,,9,,7,,US_PR,112,1,112,,,,
2020-06-04,4508,140,4508,,114,,15,,9,,US_PR,485,0,485,,,,
2020-06-03,4023,140,4023,,107,,12,,7,,US_PR,88,2,88,,,,
2020-06-02,3935,138,3935,,106,,17,,10,,US_PR,62,2,62,,,,
2020-06-01,3873,136,3873,,99,,9,,4,,US_PR,97,0,97,,,,
2020-05-31,3776,136,3776,,99,,9,,1,,US_PR,58,3,58,,,,
2020-05-30,3718,133,3718,,106,,6,,5,,US_PR,71,1,71,,,,
2020-05-29,3647,132,3647,,101,,12,,5,,US_PR,161,1,161,,,,
2020-05-28,3486,131,3486,,120,,12,,5,,US_PR,89,2,89,,,,
2020-05-27,3397,129,3397,,105,,8,,4,,US_PR,73,0,73,,,,
2020-05-26,3324,129,3324,,104,,14,,4,,US_PR,64,0,64,,,,
2020-05-25,3260,129,3260,,112,,16,,8,,US_PR,71,2,71,,,,
2020-05-24,3189,127,3189,,106,,13,,7,,US_PR,89,0,89,,,,
2020-05-23,3100,127,3100,,106,,14,,5,,US_PR,70,1,70,,,,
2020-05-22,3030,126,3030,,96,,12,,6,,US_PR,117,0,117,,,,
2020-05-21,2913,126,2913,,,,13,,7,,US_PR,47,1,47,,,,
2020-05-20,2866,125,2866,,,,20,,5,,US_PR,61,1,61,,,,
2020-05-19,2805,124,2805,,,,20,,8,,US_PR,95,0,95,,,,
2020-05-18,2710,124,2710,,,,17,,4,,US_PR,64,1,64,,,,
2020-05-17,2646,123,2646,,,,24,,5,,US_PR,57,1,57,,,,
2020-05-16,2589,122,2589,,161,,15,,5,,US_PR,47,0,47,,,,
2020-05-15,2542,122,2542,,147,,18,,3,,US_PR,115,5,115,,,,
2020-05-14,2427,117,2427,,159,,18,,5,,US_PR,98,2,98,,,,
2020-05-13,2329,115,2329,,,,10,,6,,US_PR,30,1,30,,,,
2020-05-12,2299,114,2299,,,,,,,,US_PR,43,1,43,,,,
2020-05-11,2256,113,2256,,,,,,,,US_PR,58,2,58,,,,
2020-05-10,2198,111,2198,,,,,,,,US_PR,25,3,25,,,,
2020-05-09,2173,108,2173,,161,,,,7,,US_PR,17,1,17,,,,
2020-05-08,2156,107,2156,,161,,,,10,,US_PR,125,5,125,,,,
2020-05-07,2031,102,2031,,,,,,,,US_PR,63,3,63,,,,
2020-05-06,1968,99,1968,,,,,,,,US_PR,44,0,-9269,,,,
2020-05-05,1924,99,11237,,,,,,,,US_PR,81,2,81,,,,
2020-05-04,1843,97,11156,,,,,,,,US_PR,35,0,35,,,,
2020-05-03,1808,97,11121,,,,,,,,US_PR,51,2,51,,,,
2020-05-02,1757,95,11070,,,,,,,,US_PR,182,3,182,,,,
2020-05-01,1575,92,10888,,,,,,,,US_PR,36,0,36,,,,
2020-04-30,1539,92,10852,,,,,,,,US_PR,106,6,-1834,,,,
2020-04-29,1433,86,12686,,,,,,,,US_PR,33,0,33,,,,
2020-04-28,1400,86,12653,,,,,,,,US_PR,11,2,11,,,,
2020-04-27,1389,84,12642,,,,,,,,US_PR,18,0,18,,,,
2020-04-26,1371,84,12624,,,,,,,,US_PR,64,1,64,,,,
2020-04-25,1307,83,12560,,,,,,,,US_PR,31,6,31,,,,
2020-04-24,1276,77,12529,,,,,,,,US_PR,361,8,350,,,,
2020-04-23,915,69,12179,,,,,,,,US_PR,0,2,468,,,,
2020-04-22,915,67,11711,,,,,,,,US_PR,-383,3,-137,,,,
2020-04-21,1298,64,11848,,,,,,,,US_PR,46,1,215,,,,
2020-04-20,1252,63,11633,,,,,,,,US_PR,39,1,301,,,,
2020-04-19,1213,62,11332,,,,,,,,US_PR,95,2,399,,,,
2020-04-18,1118,60,10933,,,,,,,,US_PR,50,2,523,,,,
2020-04-17,1068,58,10410,,,,,,,,US_PR,25,2,587,,,,
2020-04-16,1043,56,9823,,,,,,,,US_PR,69,5,614,,,,
2020-04-15,974,51,9209,,,,,,,,US_PR,51,6,680,,,,
2020-04-14,923,45,8529,,,,,,,,US_PR,20,0,378,,,,
2020-04-13,903,45,8151,,,,,,,,US_PR,6,1,184,,,,
2020-04-12,897,44,7967,,,,,,,,US_PR,109,2,264,,,,
2020-04-11,788,42,7703,,,,,,,,US_PR,63,3,465,,,,
2020-04-10,725,39,7238,,,,,,,,US_PR,42,6,548,,,,
2020-04-09,683,33,6690,,,,,,,,US_PR,63,9,644,,,,
2020-04-08,620,24,6046,,,,,,,,US_PR,47,1,539,,,,
2020-04-07,573,23,5507,,,,,,,,US_PR,60,2,562,,,,
2020-04-06,513,21,4945,,,,,,,,US_PR,38,1,358,,,,
2020-04-05,475,20,4587,,,,,,,,US_PR,23,2,401,,,,
2020-04-04,452,18,4186,,,,,,,,US_PR,74,3,704,,,,
2020-04-03,378,15,3482,,,,,,,,US_PR,62,3,443,,,,
2020-04-02,316,12,3039,,,,,,,,US_PR,30,1,447,,,,
2020-04-01,286,11,2592,,,,,,,,US_PR,47,3,304,,,,
2020-03-31,239,8,2288,,,,,,,,US_PR,65,2,389,,,,
2020-03-30,174,6,1899,,,,,,,,US_PR,47,1,114,,,,
2020-03-29,127,5,1785,,,,,,,,US_PR,27,2,154,,,,
2020-03-28,100,3,1631,,,,,,,,US_PR,21,0,699,,,,
2020-03-27,79,3,932,,,,,,,,US_PR,15,1,156,,,,
2020-03-26,64,2,776,,,,,,,,US_PR,13,0,338,,,,
2020-03-25,51,2,438,,,,,,,,US_PR,12,0,89,,,,
2020-03-24,39,2,349,,,,,,,,US_PR,8,0,94,,,,
2020-03-23,31,2,255,,,,,,,,US_PR,8,1,-20,,,,
2020-03-22,23,1,275,,,,,,,,US_PR,2,,40,,,,
2020-03-21,21,,235,,,,,,,,US_PR,7,,55,,,,
2020-03-20,14,,180,,,,,,,,US_PR,9,,90,,,,
2020-03-19,5,,90,,,,,,,,US_PR,0,,33,,,,
2020-03-18,5,,57,,,,,,,,US_PR,0,,35,,,,
2020-03-17,5,,22,,,,,,,,US_PR,0,,8,,,,
2020-03-16,5,,14,,,,,,,,US_PR,,,,,,,
2020-06-27,16661,927,230508,1600,91,1984,16,,15,,US_RI,0,0,0,0,0,,
2020-06-26,16661,927,230508,1600,91,1984,16,,15,,US_RI,21,7,2368,12,3,,
2020-06-25,16640,920,228140,1588,103,1981,18,,17,,US_RI,34,8,3147,15,14,,
2020-06-24,16606,912,224993,1573,104,1967,20,,16,,US_RI,73,6,2830,11,9,,
2020-06-23,16533,906,222163,1562,105,1958,19,,17,,US_RI,74,3,3495,8,8,,
2020-06-22,16459,903,218668,1554,106,1950,18,,15,,US_RI,122,9,4079,39,28,,
2020-06-21,16337,894,214589,1515,123,1922,23,,12,,US_RI,0,0,0,0,0,,
2020-06-20,16337,894,214589,1515,123,1922,23,,12,,US_RI,0,0,0,0,0,,
2020-06-19,16337,894,214589,1515,123,1922,23,,12,,US_RI,68,9,2996,13,11,,
2020-06-18,16269,885,211593,1502,126,1911,23,,13,,US_RI,56,9,5123,13,13,,
2020-06-17,16213,876,206470,1489,126,1898,17,,13,,US_RI,49,11,2852,10,9,,
2020-06-16,16164,865,203618,1479,129,1889,16,,13,,US_RI,71,14,3173,5,7,,
2020-06-15,16093,851,200445,1474,127,1882,21,,14,,US_RI,146,18,8927,39,29,,
2020-06-14,15947,833,191518,1435,141,1853,28,,17,,US_RI,0,0,0,0,0,,
2020-06-13,15947,833,191518,1435,141,1853,28,,17,,US_RI,0,0,0,0,0,,
2020-06-12,15947,833,191518,1435,141,1853,28,,17,,US_RI,85,10,3715,16,11,,
2020-06-11,15862,823,187803,1419,146,1842,26,,16,,US_RI,106,11,4181,13,14,,
2020-06-10,15756,812,183622,1406,148,1828,27,,16,,US_RI,65,4,2735,8,13,,
2020-06-09,15691,808,180887,1398,144,1815,31,,19,,US_RI,49,9,1718,8,8,,
2020-06-08,15642,799,179169,1390,146,1807,28,,20,,US_RI,201,27,8430,54,32,,
2020-06-07,15441,772,170739,1336,182,1775,37,,23,,US_RI,0,0,0,0,0,,
2020-06-06,15441,772,170739,1336,182,1775,37,,23,,US_RI,0,0,0,0,0,,
2020-06-05,15441,772,170739,1336,182,1775,37,,23,,US_RI,116,16,4816,10,10,,
2020-06-04,15325,756,165923,1326,185,1765,42,,29,,US_RI,106,14,3383,15,12,,
2020-06-03,15219,742,162540,1311,189,1753,44,,30,,US_RI,107,10,2980,9,10,,
2020-06-02,15112,732,159560,1302,188,1743,48,,31,,US_RI,121,12,2725,21,19,,
2020-06-01,14991,720,156835,1281,195,1724,46,,29,,US_RI,63,2,2342,29,23,,
2020-05-31,14928,718,154493,1252,206,1701,46,,29,,US_RI,109,7,4176,27,19,,
2020-05-30,14819,711,150317,1225,219,1682,50,,32,,US_RI,184,18,3962,19,22,,
2020-05-29,14635,693,146355,1206,219,1660,47,,33,,US_RI,141,16,5990,20,21,,
2020-05-28,14494,677,140365,1186,222,1639,53,,36,,US_RI,141,22,1982,11,15,,
2020-05-27,14353,655,138383,1175,218,1624,49,,35,,US_RI,143,21,3020,17,11,,
2020-05-26,14210,634,135363,1158,226,1613,50,,36,,US_RI,145,26,2662,39,33,,
2020-05-25,14065,608,132701,1119,240,1580,49,,32,,US_RI,0,0,0,0,0,,
2020-05-24,14065,608,132701,1119,240,1580,49,,32,,US_RI,113,11,2569,13,23,,
2020-05-23,13952,597,130132,1106,233,1557,51,,34,,US_RI,216,18,2993,22,20,,
2020-05-22,13736,579,127139,1084,242,1537,56,,40,,US_RI,165,23,3772,37,31,,
2020-05-21,13571,556,123367,1047,254,1506,56,,41,,US_RI,215,18,2839,17,20,,
2020-05-20,13356,538,120528,1030,257,1486,58,,45,,US_RI,405,6,3282,7,22,,
2020-05-19,12951,532,117246,1023,247,1464,59,,44,,US_RI,156,26,1862,11,26,,
2020-05-18,12795,506,115384,1012,236,1438,62,,46,,US_RI,121,7,2834,40,20,,
2020-05-17,12674,499,112550,972,260,1418,64,,45,,US_RI,240,10,4070,25,15,,
2020-05-16,12434,489,108480,947,273,1403,66,,44,,US_RI,215,10,3502,28,31,,
2020-05-15,12219,479,104978,919,272,1372,63,,41,,US_RI,203,11,3377,16,21,,
2020-05-14,12016,468,101601,903,271,1351,65,,42,,US_RI,181,6,3679,17,23,,
2020-05-13,11835,462,97922,886,269,1328,68,,48,,US_RI,221,18,2683,23,21,,
2020-05-12,11614,444,95239,863,277,1307,72,,53,,US_RI,164,14,1907,22,27,,
2020-05-11,11450,430,93332,841,276,1280,73,,52,,US_RI,176,8,2119,32,29,,
2020-05-10,11274,422,91213,809,283,1251,70,,52,,US_RI,285,4,3398,37,33,,
2020-05-09,10989,418,87815,772,292,1218,77,,56,,US_RI,210,19,2549,42,31,,
2020-05-08,10779,399,85266,730,312,1187,71,,52,,US_RI,249,11,2948,34,34,,
2020-05-07,10530,388,82318,696,318,1153,82,,56,,US_RI,325,18,2945,31,30,,
2020-05-06,10205,370,79373,665,324,1123,86,,60,,US_RI,272,15,2938,26,31,,
2020-05-05,9933,355,76435,639,327,1092,89,,62,,US_RI,281,14,2299,38,31,,
2020-05-04,9652,341,74136,601,339,1061,84,,61,,US_RI,175,21,2209,36,48,,
2020-05-03,9477,320,71927,565,330,1013,83,,59,,US_RI,188,24,1999,34,36,,
2020-05-02,9289,296,69928,531,333,977,80,,54,,US_RI,327,17,3280,46,40,,
2020-05-01,8962,279,66648,485,352,937,76,,51,,US_RI,341,13,2938,24,41,,
2020-04-30,8621,266,63710,461,339,896,85,,54,,US_RI,374,15,3545,70,146,,
2020-04-29,8247,251,60165,391,269,750,80,,55,,US_RI,321,12,2472,-75,18,,
2020-04-28,7926,239,57693,466,266,732,84,,55,,US_RI,218,6,1808,14,14,,
2020-04-27,7708,233,55885,452,266,718,81,,56,,US_RI,269,7,2482,19,27,,
2020-04-26,7439,226,53403,433,258,691,78,,53,,US_RI,310,11,2512,23,115,,
2020-04-25,7129,215,50891,410,263,576,77,,52,,US_RI,430,13,3634,33,0,,
2020-04-24,6699,202,47257,377,267,576,77,,48,,US_RI,437,-11,2832,35,-181,,
2020-04-23,6262,213,44425,342,316,757,72,,45,,US_RI,417,12,2699,27,40,,
2020-04-22,5845,201,41726,315,314,717,71,,44,,US_RI,378,15,2426,0,43,,
2020-04-21,5467,186,39300,315,309,674,67,,43,,US_RI,369,11,2212,48,45,,
2020-04-20,5098,175,37088,267,297,629,62,,45,,US_RI,343,11,2340,23,24,,
2020-04-19,4755,164,34748,244,298,605,66,,37,,US_RI,276,14,1934,27,27,,
2020-04-18,4479,150,32814,217,293,578,67,,43,,US_RI,302,32,2053,21,247,,
2020-04-17,4177,118,30761,196,252,331,62,,43,,US_RI,339,13,2697,14,0,,
2020-04-16,3838,105,28064,182,245,331,61,,43,,US_RI,309,18,2167,14,0,,
2020-04-15,3529,87,25897,168,229,331,54,,44,,US_RI,278,7,2997,33,0,,
2020-04-14,3251,80,22900,135,213,331,48,,,,US_RI,275,7,2239,0,0,,
2020-04-13,2976,73,20661,135,197,331,50,,26,,US_RI,311,10,311,100,,,
2020-04-12,2665,63,20350,35,201,,50,,26,,US_RI,316,7,2143,0,,,
2020-04-11,2349,56,18207,35,183,,50,,26,,US_RI,334,7,3911,0,,,
2020-04-10,2015,49,14296,35,169,,45,,26,,US_RI,288,6,1887,0,,,
2020-04-09,1727,43,12409,35,160,,45,,26,,US_RI,277,8,277,0,,,
2020-04-08,1450,35,12132,35,143,,45,,26,,US_RI,220,5,1825,0,,,
2020-04-07,1230,30,10307,35,123,,40,,26,,US_RI,148,3,1826,0,,,
2020-04-06,1082,27,8481,35,109,,37,,26,,US_RI,160,2,1300,0,,,
2020-04-05,922,25,7181,35,103,,33,,6,,US_RI,116,8,791,0,,,
2020-04-04,806,17,6390,35,93,,31,,6,,US_RI,97,3,824,0,,,
2020-04-03,709,14,5566,35,77,,14,,6,,US_RI,52,2,497,0,,,
2020-04-02,657,12,5069,35,72,,14,,6,,US_RI,91,2,672,0,,,
2020-04-01,566,10,4397,35,60,,14,,6,,US_RI,77,2,432,0,,,
2020-03-31,489,8,3965,35,59,,9,,6,,US_RI,87,4,376,,,,
2020-03-30,402,4,3589,,41,,9,,6,,US_RI,108,1,455,,,,
2020-03-29,294,3,3134,,35,,9,,6,,US_RI,55,,216,,,,
2020-03-28,239,,2918,,29,,9,,6,,US_RI,36,,271,,,,
2020-03-27,203,,2647,,28,,9,,6,,US_RI,38,,1039,,,,
2020-03-26,165,,1608,,23,,9,,6,,US_RI,33,,18,,,,
2020-03-25,132,,1590,,15,,,,,,US_RI,8,,189,,,,
2020-03-24,124,,1401,,,,,,,,US_RI,18,,-64,,,,
2020-03-23,106,,1465,,,,,,,,US_RI,23,,234,,,,
2020-03-22,83,,1231,,,,,,,,US_RI,17,,13,,,,
2020-03-21,66,,1218,,,,,,,,US_RI,12,,224,,,,
2020-03-20,54,,994,,,,,,,,US_RI,10,,-38,,,,
2020-03-19,44,,1032,,,,,,,,US_RI,11,,125,,,,
2020-03-18,33,,907,,,,,,,,US_RI,10,,332,,,,
2020-03-17,23,,575,,,,,,,,US_RI,2,,97,,,,
2020-03-16,21,,478,,,,,,,,US_RI,1,,130,,,,
2020-03-15,20,,348,,,,,,,,US_RI,0,,73,,,,
2020-03-14,20,,275,,,,,,,,US_RI,6,,90,,,,
2020-03-13,14,,185,,,,,,,,US_RI,9,,78,,,,
2020-03-12,5,,107,,,,,,,,US_RI,0,,-16,,,,
2020-03-11,5,,123,,,,,,,,US_RI,2,,56,,,,
