gdp,gdp_per_capita,key
nan,,NL_UT_0327
nan,,NL_UT_0331
nan,,NL_UT_0335
nan,,NL_UT_0339
nan,,NL_UT_0340
nan,,NL_UT_0342
nan,,NL_UT_0344
nan,,NL_UT_0345
nan,,NL_UT_0351
nan,,NL_UT_0352
nan,,NL_UT_0353
nan,,NL_UT_0355
nan,,NL_UT_0356
nan,,NL_UT_0589
nan,,NL_UT_0632
nan,,NL_UT_0736
nan,,NL_UT_1581
nan,,NL_UT_1904
nan,,NL_UT_1961
nan,,NL_ZE
nan,,NL_ZE_0654
nan,,NL_ZE_0664
nan,,NL_ZE_0677
nan,,NL_ZE_0678
nan,,NL_ZE_0687
nan,,NL_ZE_0703
nan,,NL_ZE_0715
nan,,NL_ZE_0716
nan,,NL_ZE_0717
nan,,NL_ZE_0718
nan,,NL_ZE_1676
nan,,NL_ZE_1695
nan,,NL_ZE_1714
nan,,NL_ZH
nan,,NL_ZH_0482
nan,,NL_ZH_0484
nan,,NL_ZH_0489
nan,,NL_ZH_0501
nan,,NL_ZH_0502
nan,,NL_ZH_0503
nan,,NL_ZH_0505
nan,,NL_ZH_0512
nan,,NL_ZH_0513
nan,,NL_ZH_0518
nan,,NL_ZH_0523
nan,,NL_ZH_0530
nan,,NL_ZH_0531
nan,,NL_ZH_0534
nan,,NL_ZH_0537
nan,,NL_ZH_0542
nan,,NL_ZH_0546
nan,,NL_ZH_0547
nan,,NL_ZH_0553
nan,,NL_ZH_0556
nan,,NL_ZH_0569
nan,,NL_ZH_0575
nan,,NL_ZH_0579
nan,,NL_ZH_0590
nan,,NL_ZH_0597
nan,,NL_ZH_0599
nan,,NL_ZH_0603
nan,,NL_ZH_0606
nan,,NL_ZH_0610
nan,,NL_ZH_0613
nan,,NL_ZH_0614
nan,,NL_ZH_0622
nan,,NL_ZH_0626
nan,,NL_ZH_0627
nan,,NL_ZH_0629
nan,,NL_ZH_0637
nan,,NL_ZH_0638
nan,,NL_ZH_0642
nan,,NL_ZH_1525
nan,,NL_ZH_1621
nan,,NL_ZH_1783
nan,,NL_ZH_1842
nan,,NL_ZH_1884
nan,,NL_ZH_1892
nan,,NL_ZH_1901
nan,,NL_ZH_1916
nan,,NL_ZH_1924
nan,,NL_ZH_1926
nan,,NL_ZH_1930
nan,,NL_ZH_1931
nan,,NL_ZH_1963
nan,,NL_ZH_1978
398831956477.937,75704,NO
nan,,NO_03
nan,,NO_11
nan,,NO_15
nan,,NO_18
nan,,NO_21
nan,,NO_22
nan,,NO_30
nan,,NO_34
nan,,NO_38
nan,,NO_42
nan,,NO_46
nan,,NO_50
nan,,NO_54
24472013233.8472,849,NP
113884908.36413,8844,NR
nan,,NU
205852838254.712,42583,NZ
72642652795.8387,15267,OM
61838175800.0,15196,PA
211389272242.157,6571,PE
nan,,PE_AMA
nan,,PE_ANC
nan,,PE_APU
nan,,PE_ARE
nan,,PE_AYA
nan,,PE_CAJ
nan,,PE_CAL
nan,,PE_CUS
nan,,PE_HUC
nan,,PE_HUV
nan,,PE_ICA
nan,,PE_JUN
nan,,PE_LAL
nan,,PE_LAM
nan,,PE_LIM
nan,,PE_LMA
nan,,PE_LOR
nan,,PE_MDD
nan,,PE_MOQ
nan,,PE_PAS
nan,,PE_PIU
nan,,PE_PUN
nan,,PE_SAM
nan,,PE_TAC
nan,,PE_TUM
nan,,PE_UCA
nan,,PF
21088758484.7485,2488,PG
313595208737.269,2988,PH
nan,,PH_00
nan,,PH_01
nan,,PH_02
nan,,PH_03
nan,,PH_05
nan,,PH_06
nan,,PH_07
nan,,PH_08
nan,,PH_09
nan,,PH_10
nan,,PH_11
nan,,PH_12
nan,,PH_13
nan,,PH_14
nan,,PH_15
nan,,PH_40
nan,,PH_41
304951818494.066,1547,PK
nan,,PK_BA
nan,,PK_GB
nan,,PK_IS
nan,,PK_JK
nan,,PK_KP
nan,,PK_PB
nan,,PK_SD
524509565263.409,13863,PL
nan,,PL_02
nan,,PL_04
nan,,PL_06
nan,,PL_08
nan,,PL_10
nan,,PL_12
nan,,PL_14
nan,,PL_16
nan,,PL_18
nan,,PL_20
nan,,PL_22
nan,,PL_24
nan,,PL_26
nan,,PL_28
nan,,PL_30
nan,,PL_32
nan,,PM
nan,,PN
nan,30518,PR
nan,,PS
217571083045.99,21291,PT
nan,,PT_11
nan,,PT_15
nan,,PT_16
nan,,PT_17
nan,,PT_18
nan,,PT_20
nan,,PT_30
291544300.0,13338,PW
29734895248.9053,5823,PY
167605219780.22,63249,QA
nan,,RE
211803281924.738,10819,RO
41431648801.1663,5901,RS
1577524145963.17,10749,RU
nan,,RU_AD
nan,,RU_ALT
nan,,RU_AMU
nan,,RU_ARK
nan,,RU_AST
nan,,RU_BA
nan,,RU_BEL
nan,,RU_BRY
nan,,RU_BU
nan,,RU_CE
nan,,RU_CHE
nan,,RU_CHU
nan,,RU_CU
nan,,RU_DA
nan,,RU_IN
nan,,RU_IRK
nan,,RU_IVA
nan,,RU_KAM
nan,,RU_KB
nan,,RU_KC
nan,,RU_KDA
nan,,RU_KEM
nan,,RU_KGD
nan,,RU_KGN
nan,,RU_KHA
nan,,RU_KHM
nan,,RU_KIR
nan,,RU_KK
nan,,RU_KL
nan,,RU_KLU
nan,,RU_KO
nan,,RU_KOS
nan,,RU_KR
nan,,RU_KRS
nan,,RU_KYA
nan,,RU_LEN
nan,,RU_LIP
nan,,RU_MAG
nan,,RU_ME
nan,,RU_MO
nan,,RU_MOS
14300000000000.0,1157000,RU_MOW
nan,,RU_MUR
nan,,RU_NEN
nan,,RU_NGR
nan,,RU_NIZ
nan,,RU_NVS
nan,,RU_OMS
nan,,RU_ORE
nan,,RU_ORL
nan,,RU_PER
nan,,RU_PNZ
nan,,RU_PRI
nan,,RU_PSK
nan,,RU_ROS
nan,,RU_RYA
nan,,RU_SA
nan,,RU_SAK
nan,,RU_SAM
nan,,RU_SAR
nan,,RU_SE
nan,,RU_SMO
nan,,RU_SPE
nan,,RU_STA
nan,,RU_SVE
14300000000.0,20900,RU_TA
nan,,RU_TAM
nan,,RU_TOM
nan,,RU_TUL
nan,,RU_TVE
nan,,RU_TY
nan,,RU_TYU
nan,,RU_UD
nan,,RU_ULY
nan,,RU_VGG
nan,,RU_VLA
nan,,RU_VLG
nan,,RU_VOR
nan,,RU_YAN
nan,,RU_YAR
nan,,RU_YEV
nan,,RU_ZAB
9136689514.09479,748,RW
683827144288.536,20849,SA
1303453616.11974,2132,SB
1485994387.49716,15629,SC
117487857142.857,2898,SD
nan,,SD_DC
nan,,SD_DE
nan,,SD_DN
nan,,SD_DS
nan,,SD_DW
nan,,SD_GD
nan,,SD_GK
nan,,SD_GZ
nan,,SD_KA
nan,,SD_KH
nan,,SD_KN
nan,,SD_KS
nan,,SD_NB
nan,,SD_NO
nan,,SD_NR
nan,,SD_NW
nan,,SD_RS
nan,,SD_SI
538040458216.997,53253,SE
nan,,SE_110
nan,,SE_121
nan,,SE_122
nan,,SE_123
nan,,SE_124
nan,,SE_125
nan,,SE_211
nan,,SE_212
nan,,SE_213
nan,,SE_214
nan,,SE_221
nan,,SE_224
nan,,SE_231
nan,,SE_232
nan,,SE_311
nan,,SE_312
nan,,SE_313
nan,,SE_321
nan,,SE_322
nan,,SE_331
nan,,SE_332
323907234412.34,57714,SG
nan,,SH
48769655479.2388,23601,SI
nan,,SJ
95769031980.1362,17579,SK
3774270392.41231,499,SL
1658778453.9103,48888,SM
16374743753.4731,1329,SN
7368560694.66414,478,SO
3324385325.26677,5317,SR
2904114903.22912,237,SS
390871568.630082,1921,ST
24805439600.0,3889,SV
nan,,SX
60200000000.0,2058,SY
4408564260.16111,3242,SZ
nan,,TC
9981303726.23281,662,TD
nan,,TF
4812554346.14923,610,TG
455220920571.129,6595,TH
7145701018.7492,801,TJ
nan,,TK
2954620999.58441,2279,TL
42355428571.4286,6586,TM
40256675208.7294,3464,TN
426057453.064917,3959,TO
851102411118.116,10546,TR
22104775828.46,16126,TT
39731317.3044487,3549,TV
566757000000.0,,TW
52090320325.4736,958,TZ
112154185121.406,2639,UA
nan,,UA_40
nan,,UA_43
25891058946.1936,606,UG
nan,,UM
19390604000000.0,59927,US
nan,,US_AK
nan,,US_AK_02013
nan,,US_AK_02016
nan,,US_AK_02020
nan,,US_AK_02050
nan,,US_AK_02060
nan,,US_AK_02068
nan,,US_AK_02070
nan,,US_AK_02090
nan,,US_AK_02100
nan,,US_AK_02105
nan,,US_AK_02110
nan,,US_AK_02122
nan,,US_AK_02130
nan,,US_AK_02150
nan,,US_AK_02158
nan,,US_AK_02164
nan,,US_AK_02170
nan,,US_AK_02180
nan,,US_AK_02185
nan,,US_AK_02188
nan,,US_AK_02195
nan,,US_AK_02198
nan,,US_AK_02220
nan,,US_AK_02230
nan,,US_AK_02240
nan,,US_AK_02261
nan,,US_AK_02275
nan,,US_AK_02282
nan,,US_AK_02290
nan,,US_AL
nan,,US_AL_01001
nan,,US_AL_01003
nan,,US_AL_01005
nan,,US_AL_01007
nan,,US_AL_01009
nan,,US_AL_01011
nan,,US_AL_01013
nan,,US_AL_01015
nan,,US_AL_01017
nan,,US_AL_01019
nan,,US_AL_01021
nan,,US_AL_01023
nan,,US_AL_01025
nan,,US_AL_01027
nan,,US_AL_01029
nan,,US_AL_01031
nan,,US_AL_01033
nan,,US_AL_01035
nan,,US_AL_01037
nan,,US_AL_01039
nan,,US_AL_01041
nan,,US_AL_01043
nan,,US_AL_01045
nan,,US_AL_01047
nan,,US_AL_01049
nan,,US_AL_01051
nan,,US_AL_01053
nan,,US_AL_01055
nan,,US_AL_01057
nan,,US_AL_01059
nan,,US_AL_01061
nan,,US_AL_01063
nan,,US_AL_01065
nan,,US_AL_01067
nan,,US_AL_01069
nan,,US_AL_01071
nan,,US_AL_01073
nan,,US_AL_01075
nan,,US_AL_01077
nan,,US_AL_01079
nan,,US_AL_01081
nan,,US_AL_01083
nan,,US_AL_01085
nan,,US_AL_01087
nan,,US_AL_01089
nan,,US_AL_01091
nan,,US_AL_01093
nan,,US_AL_01095
nan,,US_AL_01097
nan,,US_AL_01099
nan,,US_AL_01101
nan,,US_AL_01103
nan,,US_AL_01105
nan,,US_AL_01107
nan,,US_AL_01109
nan,,US_AL_01111
nan,,US_AL_01113
nan,,US_AL_01115
nan,,US_AL_01117
nan,,US_AL_01119
nan,,US_AL_01121
nan,,US_AL_01123
nan,,US_AL_01125
nan,,US_AL_01127
nan,,US_AL_01129
nan,,US_AL_01131
nan,,US_AL_01133
nan,,US_AR
nan,,US_AR_05001
nan,,US_AR_05003
nan,,US_AR_05005
nan,,US_AR_05007
nan,,US_AR_05009
nan,,US_AR_05011
nan,,US_AR_05013
nan,,US_AR_05015
nan,,US_AR_05017
nan,,US_AR_05019
nan,,US_AR_05021
nan,,US_AR_05023
nan,,US_AR_05025
nan,,US_AR_05027
nan,,US_AR_05029
nan,,US_AR_05031
nan,,US_AR_05033
nan,,US_AR_05035
nan,,US_AR_05037
nan,,US_AR_05039
nan,,US_AR_05041
nan,,US_AR_05043
nan,,US_AR_05045
nan,,US_AR_05047
nan,,US_AR_05049
nan,,US_AR_05051
nan,,US_AR_05053
nan,,US_AR_05055
nan,,US_AR_05057
nan,,US_AR_05059
nan,,US_AR_05061
nan,,US_AR_05063
nan,,US_AR_05065
nan,,US_AR_05067
nan,,US_AR_05069
nan,,US_AR_05071
nan,,US_AR_05073
nan,,US_AR_05075
nan,,US_AR_05077
nan,,US_AR_05079
nan,,US_AR_05081
nan,,US_AR_05083
nan,,US_AR_05085
nan,,US_AR_05087
nan,,US_AR_05089
nan,,US_AR_05091
nan,,US_AR_05093
nan,,US_AR_05095
nan,,US_AR_05097
nan,,US_AR_05099
nan,,US_AR_05101
nan,,US_AR_05103
nan,,US_AR_05105
nan,,US_AR_05107
nan,,US_AR_05109
nan,,US_AR_05111
nan,,US_AR_05113
nan,,US_AR_05115
nan,,US_AR_05117
nan,,US_AR_05119
nan,,US_AR_05121
nan,,US_AR_05123
nan,,US_AR_05125
nan,,US_AR_05127
nan,,US_AR_05129
nan,,US_AR_05131
nan,,US_AR_05133
nan,,US_AR_05135
nan,,US_AR_05137
nan,,US_AR_05139
nan,,US_AR_05141
nan,,US_AR_05143
nan,,US_AR_05145
nan,,US_AR_05147
nan,,US_AR_05149
nan,11394,US_AS
nan,,US_AZ
nan,,US_AZ_04001
nan,,US_AZ_04003
nan,,US_AZ_04005
nan,,US_AZ_04007
nan,,US_AZ_04009
nan,,US_AZ_04011
nan,,US_AZ_04012
nan,,US_AZ_04013
nan,,US_AZ_04015
nan,,US_AZ_04017
nan,,US_AZ_04019
nan,,US_AZ_04021
nan,,US_AZ_04023
nan,,US_AZ_04025
nan,,US_AZ_04027
nan,,US_CA
nan,,US_CA_06001
nan,,US_CA_06003
nan,,US_CA_06005
nan,,US_CA_06007
nan,,US_CA_06009
nan,,US_CA_06011
nan,,US_CA_06013
nan,,US_CA_06015
nan,,US_CA_06017
nan,,US_CA_06019
nan,,US_CA_06021
nan,,US_CA_06023
nan,,US_CA_06025
nan,,US_CA_06027
nan,,US_CA_06029
nan,,US_CA_06031
nan,,US_CA_06033
nan,,US_CA_06035
nan,,US_CA_06037
nan,,US_CA_06039
nan,,US_CA_06041
nan,,US_CA_06043
nan,,US_CA_06045
nan,,US_CA_06047
nan,,US_CA_06049
nan,,US_CA_06051
nan,,US_CA_06053
nan,,US_CA_06055
nan,,US_CA_06057
nan,,US_CA_06059
nan,,US_CA_06061
nan,,US_CA_06063
nan,,US_CA_06065
nan,,US_CA_06067
nan,,US_CA_06069
nan,,US_CA_06071
nan,,US_CA_06073
nan,,US_CA_06075
nan,,US_CA_06077
nan,,US_CA_06079
nan,,US_CA_06081
nan,,US_CA_06083
nan,,US_CA_06085
nan,,US_CA_06087
nan,,US_CA_06089
nan,,US_CA_06091
nan,,US_CA_06093
nan,,US_CA_06095
nan,,US_CA_06097
nan,,US_CA_06099
nan,,US_CA_06101
nan,,US_CA_06103
nan,,US_CA_06105
nan,,US_CA_06107
nan,,US_CA_06109
nan,,US_CA_06111
nan,,US_CA_06113
nan,,US_CA_06115
nan,,US_CO
nan,,US_CO_08001
nan,,US_CO_08003
nan,,US_CO_08005
nan,,US_CO_08007
nan,,US_CO_08009
nan,,US_CO_08011
nan,,US_CO_08013
nan,,US_CO_08014
nan,,US_CO_08015
nan,,US_CO_08017
nan,,US_CO_08019
nan,,US_CO_08021
nan,,US_CO_08023
nan,,US_CO_08025
nan,,US_CO_08027
nan,,US_CO_08029
nan,,US_CO_08031
nan,,US_CO_08033
nan,,US_CO_08035
nan,,US_CO_08037
nan,,US_CO_08039
nan,,US_CO_08041
nan,,US_CO_08043
nan,,US_CO_08045
nan,,US_CO_08047
nan,,US_CO_08049
nan,,US_CO_08051
nan,,US_CO_08053
nan,,US_CO_08055
nan,,US_CO_08057
nan,,US_CO_08059
nan,,US_CO_08061
nan,,US_CO_08063
nan,,US_CO_08065
nan,,US_CO_08067
nan,,US_CO_08069
nan,,US_CO_08071
nan,,US_CO_08073
nan,,US_CO_08075
nan,,US_CO_08077
nan,,US_CO_08079
nan,,US_CO_08081
nan,,US_CO_08083
nan,,US_CO_08085
nan,,US_CO_08087
nan,,US_CO_08089
nan,,US_CO_08091
nan,,US_CO_08093
nan,,US_CO_08095
nan,,US_CO_08097
nan,,US_CO_08099
nan,,US_CO_08101
nan,,US_CO_08103
nan,,US_CO_08105
nan,,US_CO_08107
nan,,US_CO_08109
nan,,US_CO_08111
nan,,US_CO_08113
nan,,US_CO_08115
nan,,US_CO_08117
nan,,US_CO_08119
nan,,US_CO_08121
nan,,US_CO_08123
nan,,US_CO_08125
nan,,US_CT
nan,,US_CT_09001
nan,,US_CT_09003
nan,,US_CT_09005
nan,,US_CT_09007
nan,,US_CT_09009
nan,,US_CT_09011
nan,,US_CT_09013
nan,,US_CT_09015
nan,,US_DC
nan,,US_DC_11001
nan,,US_DE
nan,,US_DE_10001
nan,,US_DE_10003
nan,,US_DE_10005
nan,,US_FL
nan,,US_FL_12001
nan,,US_FL_12003
nan,,US_FL_12005
nan,,US_FL_12007
nan,,US_FL_12009
nan,,US_FL_12011
nan,,US_FL_12013
nan,,US_FL_12015
nan,,US_FL_12017
nan,,US_FL_12019
nan,,US_FL_12021
nan,,US_FL_12023
nan,,US_FL_12027
nan,,US_FL_12029
nan,,US_FL_12031
nan,,US_FL_12033
nan,,US_FL_12035
nan,,US_FL_12037
nan,,US_FL_12039
nan,,US_FL_12041
nan,,US_FL_12043
nan,,US_FL_12045
nan,,US_FL_12047
nan,,US_FL_12049
nan,,US_FL_12051
nan,,US_FL_12053
nan,,US_FL_12055
nan,,US_FL_12057
nan,,US_FL_12059
nan,,US_FL_12061
nan,,US_FL_12063
nan,,US_FL_12065
nan,,US_FL_12067
nan,,US_FL_12069
nan,,US_FL_12071
nan,,US_FL_12073
nan,,US_FL_12075
nan,,US_FL_12077
nan,,US_FL_12079
nan,,US_FL_12081
nan,,US_FL_12083
nan,,US_FL_12085
nan,,US_FL_12086
nan,,US_FL_12087
nan,,US_FL_12089
nan,,US_FL_12091
nan,,US_FL_12093
nan,,US_FL_12095
nan,,US_FL_12097
nan,,US_FL_12099
nan,,US_FL_12101
nan,,US_FL_12103
nan,,US_FL_12105
nan,,US_FL_12107
nan,,US_FL_12109
nan,,US_FL_12111
nan,,US_FL_12113
nan,,US_FL_12115
nan,,US_FL_12117
nan,,US_FL_12119
nan,,US_FL_12121
nan,,US_FL_12123
nan,,US_FL_12125
nan,,US_FL_12127
nan,,US_FL_12129
nan,,US_FL_12131
nan,,US_FL_12133
nan,,US_GA
nan,,US_GA_13001
nan,,US_GA_13003
nan,,US_GA_13005
nan,,US_GA_13007
nan,,US_GA_13009
nan,,US_GA_13011
nan,,US_GA_13013
nan,,US_GA_13015
nan,,US_GA_13017
nan,,US_GA_13019
nan,,US_GA_13021
nan,,US_GA_13023
nan,,US_GA_13025
nan,,US_GA_13027
nan,,US_GA_13029
nan,,US_GA_13031
nan,,US_GA_13033
nan,,US_GA_13035
nan,,US_GA_13037
nan,,US_GA_13039
nan,,US_GA_13043
nan,,US_GA_13045
nan,,US_GA_13047
nan,,US_GA_13049
nan,,US_GA_13051
nan,,US_GA_13053
nan,,US_GA_13055
nan,,US_GA_13057
nan,,US_GA_13059
nan,,US_GA_13061
nan,,US_GA_13063
nan,,US_GA_13065
nan,,US_GA_13067
nan,,US_GA_13069
nan,,US_GA_13071
nan,,US_GA_13073
nan,,US_GA_13075
nan,,US_GA_13077
nan,,US_GA_13079
nan,,US_GA_13081
nan,,US_GA_13083
nan,,US_GA_13085
nan,,US_GA_13087
nan,,US_GA_13089
nan,,US_GA_13091
nan,,US_GA_13093
nan,,US_GA_13095
nan,,US_GA_13097
nan,,US_GA_13099
nan,,US_GA_13101
nan,,US_GA_13103
nan,,US_GA_13105
nan,,US_GA_13107
nan,,US_GA_13109
nan,,US_GA_13111
nan,,US_GA_13113
nan,,US_GA_13115
nan,,US_GA_13117
nan,,US_GA_13119
nan,,US_GA_13121
nan,,US_GA_13123
nan,,US_GA_13125
nan,,US_GA_13127
nan,,US_GA_13129
nan,,US_GA_13131
nan,,US_GA_13133
nan,,US_GA_13135
nan,,US_GA_13137
nan,,US_GA_13139
nan,,US_GA_13141
nan,,US_GA_13143
nan,,US_GA_13145
nan,,US_GA_13147
nan,,US_GA_13149
nan,,US_GA_13151
nan,,US_GA_13153
nan,,US_GA_13155
nan,,US_GA_13157
nan,,US_GA_13159
nan,,US_GA_13161
nan,,US_GA_13163
nan,,US_GA_13165
nan,,US_GA_13167
nan,,US_GA_13169
nan,,US_GA_13171
nan,,US_GA_13173
nan,,US_GA_13175
nan,,US_GA_13177
nan,,US_GA_13179
nan,,US_GA_13181
nan,,US_GA_13183
nan,,US_GA_13185
nan,,US_GA_13187
nan,,US_GA_13189
nan,,US_GA_13191
nan,,US_GA_13193
nan,,US_GA_13195
nan,,US_GA_13197
nan,,US_GA_13199
nan,,US_GA_13201
nan,,US_GA_13205
nan,,US_GA_13207
nan,,US_GA_13209
nan,,US_GA_13211
nan,,US_GA_13213
nan,,US_GA_13215
nan,,US_GA_13217
nan,,US_GA_13219
nan,,US_GA_13221
nan,,US_GA_13223
nan,,US_GA_13225
nan,,US_GA_13227
nan,,US_GA_13229
nan,,US_GA_13231
nan,,US_GA_13233
nan,,US_GA_13235
nan,,US_GA_13237
nan,,US_GA_13239
nan,,US_GA_13241
nan,,US_GA_13243
nan,,US_GA_13245
nan,,US_GA_13247
nan,,US_GA_13249
nan,,US_GA_13251
nan,,US_GA_13253
nan,,US_GA_13255
nan,,US_GA_13257
nan,,US_GA_13259
nan,,US_GA_13261
nan,,US_GA_13263
nan,,US_GA_13265
nan,,US_GA_13267
nan,,US_GA_13269
nan,,US_GA_13271
nan,,US_GA_13273
nan,,US_GA_13275
nan,,US_GA_13277
nan,,US_GA_13279
nan,,US_GA_13281
nan,,US_GA_13283
nan,,US_GA_13285
nan,,US_GA_13287
nan,,US_GA_13289
nan,,US_GA_13291
nan,,US_GA_13293
nan,,US_GA_13295
nan,,US_GA_13297
nan,,US_GA_13299
nan,,US_GA_13301
nan,,US_GA_13303
nan,,US_GA_13305
nan,,US_GA_13307
nan,,US_GA_13309
nan,,US_GA_13311
nan,,US_GA_13313
nan,,US_GA_13315
nan,,US_GA_13317
nan,,US_GA_13319
nan,,US_GA_13321
nan,,US_GU
nan,,US_HI
nan,,US_HI_15001
nan,,US_HI_15003
nan,,US_HI_15005
nan,,US_HI_15007
nan,,US_HI_15009
nan,,US_IA
nan,,US_IA_19001
nan,,US_IA_19003
nan,,US_IA_19005
nan,,US_IA_19007
nan,,US_IA_19009
nan,,US_IA_19011
nan,,US_IA_19013
nan,,US_IA_19015
nan,,US_IA_19017
nan,,US_IA_19019
nan,,US_IA_19021
nan,,US_IA_19023
nan,,US_IA_19025
nan,,US_IA_19027
nan,,US_IA_19029
nan,,US_IA_19031
nan,,US_IA_19033
nan,,US_IA_19035
nan,,US_IA_19037
nan,,US_IA_19039
nan,,US_IA_19041
nan,,US_IA_19043
nan,,US_IA_19045
nan,,US_IA_19047
nan,,US_IA_19049
nan,,US_IA_19051
nan,,US_IA_19053
nan,,US_IA_19055
nan,,US_IA_19057
nan,,US_IA_19059
nan,,US_IA_19061
nan,,US_IA_19063
nan,,US_IA_19065
nan,,US_IA_19067
nan,,US_IA_19069
nan,,US_IA_19071
nan,,US_IA_19073
nan,,US_IA_19075
nan,,US_IA_19077
nan,,US_IA_19079
nan,,US_IA_19081
nan,,US_IA_19083
nan,,US_IA_19085
nan,,US_IA_19087
nan,,US_IA_19089
nan,,US_IA_19091
nan,,US_IA_19093
nan,,US_IA_19095
nan,,US_IA_19097
nan,,US_IA_19099
nan,,US_IA_19101
nan,,US_IA_19103
nan,,US_IA_19105
nan,,US_IA_19107
nan,,US_IA_19109
nan,,US_IA_19111
nan,,US_IA_19113
nan,,US_IA_19115
nan,,US_IA_19117
nan,,US_IA_19119
nan,,US_IA_19121
nan,,US_IA_19123
nan,,US_IA_19125
nan,,US_IA_19127
nan,,US_IA_19129
nan,,US_IA_19131
nan,,US_IA_19133
nan,,US_IA_19135
nan,,US_IA_19137
nan,,US_IA_19139
nan,,US_IA_19141
nan,,US_IA_19143
nan,,US_IA_19145
nan,,US_IA_19147
nan,,US_IA_19149
nan,,US_IA_19151
nan,,US_IA_19153
nan,,US_IA_19155
nan,,US_IA_19157
nan,,US_IA_19159
nan,,US_IA_19161
nan,,US_IA_19163
nan,,US_IA_19165
nan,,US_IA_19167
nan,,US_IA_19169
nan,,US_IA_19171
nan,,US_IA_19173
nan,,US_IA_19175
nan,,US_IA_19177
nan,,US_IA_19179
nan,,US_IA_19181
nan,,US_IA_19183
nan,,US_IA_19185
nan,,US_IA_19187
nan,,US_IA_19189
nan,,US_IA_19191
nan,,US_IA_19193
nan,,US_IA_19195
nan,,US_IA_19197
nan,,US_ID
nan,,US_ID_16001
nan,,US_ID_16003
nan,,US_ID_16005
nan,,US_ID_16007
nan,,US_ID_16009
nan,,US_ID_16011
nan,,US_ID_16013
nan,,US_ID_16015
nan,,US_ID_16017
nan,,US_ID_16019
nan,,US_ID_16021
nan,,US_ID_16023
nan,,US_ID_16025
nan,,US_ID_16027
nan,,US_ID_16029
nan,,US_ID_16031
nan,,US_ID_16033
nan,,US_ID_16035
nan,,US_ID_16037
nan,,US_ID_16039
nan,,US_ID_16041
nan,,US_ID_16043
nan,,US_ID_16045
nan,,US_ID_16047
nan,,US_ID_16049
nan,,US_ID_16051
nan,,US_ID_16053
nan,,US_ID_16055
nan,,US_ID_16057
nan,,US_ID_16059
nan,,US_ID_16061
nan,,US_ID_16063
nan,,US_ID_16065
nan,,US_ID_16067
nan,,US_ID_16069
nan,,US_ID_16071
nan,,US_ID_16073
nan,,US_ID_16075
nan,,US_ID_16077
nan,,US_ID_16079
nan,,US_ID_16081
nan,,US_ID_16083
nan,,US_ID_16085
nan,,US_ID_16087
nan,,US_IL
nan,,US_IL_17001
nan,,US_IL_17003
nan,,US_IL_17005
nan,,US_IL_17007
nan,,US_IL_17009
nan,,US_IL_17011
nan,,US_IL_17013
nan,,US_IL_17015
nan,,US_IL_17017
nan,,US_IL_17019
nan,,US_IL_17021
nan,,US_IL_17023
nan,,US_IL_17025
nan,,US_IL_17027
nan,,US_IL_17029
nan,,US_IL_17031
nan,,US_IL_17033
nan,,US_IL_17035
nan,,US_IL_17037
nan,,US_IL_17039
nan,,US_IL_17041
nan,,US_IL_17043
nan,,US_IL_17045
nan,,US_IL_17047
nan,,US_IL_17049
nan,,US_IL_17051
nan,,US_IL_17053
nan,,US_IL_17055
nan,,US_IL_17057
nan,,US_IL_17059
nan,,US_IL_17061
nan,,US_IL_17063
nan,,US_IL_17065
nan,,US_IL_17067
nan,,US_IL_17069
nan,,US_IL_17071
nan,,US_IL_17073
nan,,US_IL_17075
nan,,US_IL_17077
nan,,US_IL_17079
nan,,US_IL_17081
nan,,US_IL_17083
nan,,US_IL_17085
nan,,US_IL_17087
nan,,US_IL_17089
nan,,US_IL_17091
nan,,US_IL_17093
nan,,US_IL_17095
nan,,US_IL_17097
nan,,US_IL_17099
nan,,US_IL_17101
nan,,US_IL_17103
nan,,US_IL_17105
nan,,US_IL_17107
nan,,US_IL_17109
nan,,US_IL_17111
nan,,US_IL_17113
nan,,US_IL_17115
nan,,US_IL_17117
nan,,US_IL_17119
nan,,US_IL_17121
nan,,US_IL_17123
nan,,US_IL_17125
nan,,US_IL_17127
nan,,US_IL_17129
nan,,US_IL_17131
nan,,US_IL_17133
nan,,US_IL_17135
nan,,US_IL_17137
nan,,US_IL_17139
nan,,US_IL_17141
nan,,US_IL_17143
nan,,US_IL_17145
nan,,US_IL_17147
nan,,US_IL_17149
nan,,US_IL_17151
nan,,US_IL_17153
nan,,US_IL_17155
nan,,US_IL_17157
nan,,US_IL_17159
nan,,US_IL_17161
nan,,US_IL_17163
nan,,US_IL_17165
nan,,US_IL_17167
nan,,US_IL_17169
nan,,US_IL_17171
nan,,US_IL_17173
nan,,US_IL_17175
nan,,US_IL_17177
nan,,US_IL_17179
nan,,US_IL_17181
nan,,US_IL_17183
nan,,US_IL_17185
nan,,US_IL_17187
nan,,US_IL_17189
nan,,US_IL_17191
nan,,US_IL_17193
nan,,US_IL_17195
nan,,US_IL_17197
nan,,US_IL_17199
nan,,US_IL_17201
nan,,US_IL_17203
nan,,US_IN
nan,,US_IN_18001
nan,,US_IN_18003
nan,,US_IN_18005
nan,,US_IN_18007
nan,,US_IN_18009
nan,,US_IN_18011
nan,,US_IN_18013
nan,,US_IN_18015
nan,,US_IN_18017
nan,,US_IN_18019
nan,,US_IN_18021
nan,,US_IN_18023
