date,subregion1_code,total_confirmed,total_deceased,total_recovered,total_tested,key,new_confirmed,new_deceased,new_recovered,new_tested
2020-06-21,KZN,5030,84,2594,,ZA_KZN,224,1,67,0
2020-06-22,KZN,5278,87,2769,,ZA_KZN,248,3,175,0
2020-06-23,KZN,5625,91,2849,,ZA_KZN,347,4,80,0
2020-06-24,KZN,6075,91,2947,,ZA_KZN,450,0,98,0
2020-06-25,KZN,6590,106,2947,,ZA_KZN,515,15,0,0
2020-03-05,LP,0,,,,ZA_LP,,,,
2020-03-07,LP,0,,,,ZA_LP,0,,,
2020-03-08,LP,0,,,,ZA_LP,0,,,
2020-03-09,LP,0,,,,ZA_LP,0,,,
2020-03-11,LP,0,,,,ZA_LP,0,,,
2020-03-12,LP,0,,,,ZA_LP,0,,,
2020-03-13,LP,0,,,,ZA_LP,0,,,
2020-03-14,LP,0,,,,ZA_LP,0,,,
2020-03-15,LP,0,,,,ZA_LP,0,,,
2020-03-16,LP,1,,,,ZA_LP,1,,,
2020-03-17,LP,1,,,,ZA_LP,0,,,
2020-03-18,LP,1,,,,ZA_LP,0,,,
2020-03-19,LP,1,,,,ZA_LP,0,,,
2020-03-20,LP,1,,,,ZA_LP,0,,,
2020-03-21,LP,1,,,,ZA_LP,0,,,
2020-03-22,LP,2,,,,ZA_LP,1,,,
2020-03-23,LP,4,,,,ZA_LP,2,,,
2020-03-24,LP,4,,,,ZA_LP,0,,,
2020-03-25,LP,4,,,,ZA_LP,0,,,
2020-03-26,LP,6,,,,ZA_LP,2,,,
2020-03-27,LP,,0,,,ZA_LP,0,,,
2020-03-28,LP,11,0,,,ZA_LP,5,0,,
2020-03-29,LP,12,,,,ZA_LP,1,0,,
2020-03-30,LP,11,0,,,ZA_LP,-1,0,,
2020-03-31,LP,14,0,,,ZA_LP,3,0,,
2020-04-01,LP,14,,,,ZA_LP,0,0,,
2020-04-02,LP,16,,,,ZA_LP,2,0,,
2020-04-03,LP,16,0,,,ZA_LP,0,0,,
2020-04-04,LP,18,,,,ZA_LP,2,0,,
2020-04-05,LP,19,0,,,ZA_LP,1,0,,
2020-04-06,LP,19,0,,,ZA_LP,0,0,,
2020-04-07,LP,,0,,,ZA_LP,0,0,,
2020-04-08,LP,21,0,,,ZA_LP,2,0,,
2020-04-09,LP,22,0,,,ZA_LP,1,0,,
2020-04-10,LP,24,0,,,ZA_LP,2,0,,
2020-04-11,LP,23,0,,,ZA_LP,-1,0,,
2020-04-12,LP,23,0,,,ZA_LP,0,0,,
2020-04-13,LP,23,0,,,ZA_LP,0,0,,
2020-04-14,LP,24,0,,,ZA_LP,1,0,,
2020-04-15,LP,25,0,,,ZA_LP,1,0,,
2020-04-16,LP,26,1,,,ZA_LP,1,1,,
2020-04-17,LP,26,1,18,,ZA_LP,0,0,,
2020-04-18,LP,26,1,18,,ZA_LP,0,0,0,
2020-04-19,LP,27,1,18,,ZA_LP,1,0,0,
2020-04-20,LP,27,1,21,,ZA_LP,0,0,3,
2020-04-21,LP,27,1,21,,ZA_LP,0,0,0,
2020-04-22,LP,27,1,21,,ZA_LP,0,0,0,
2020-04-23,LP,27,1,24,,ZA_LP,0,0,3,
2020-04-24,LP,29,1,24,,ZA_LP,2,0,0,
2020-04-25,LP,30,2,24,,ZA_LP,1,1,0,
2020-04-26,LP,31,2,24,,ZA_LP,1,0,0,
2020-04-27,LP,31,2,24,3691,ZA_LP,0,0,0,
2020-04-28,LP,31,2,24,,ZA_LP,0,0,0,0
2020-04-29,LP,31,2,,,ZA_LP,0,0,0,0
2020-04-30,LP,32,2,,,ZA_LP,1,0,0,0
2020-05-01,LP,34,2,,,ZA_LP,2,0,0,0
2020-05-02,LP,36,2,25,,ZA_LP,2,0,1,0
2020-05-03,LP,37,2,25,5626,ZA_LP,1,0,0,1935
2020-05-04,LP,39,2,27,,ZA_LP,2,0,2,0
2020-05-05,LP,40,2,27,,ZA_LP,1,0,0,0
2020-05-06,LP,40,3,27,,ZA_LP,0,1,0,0
2020-05-07,LP,41,3,27,,ZA_LP,1,0,0,0
2020-05-08,LP,43,3,27,,ZA_LP,2,0,0,0
2020-05-09,LP,51,3,,7783,ZA_LP,8,0,0,2157
2020-05-10,LP,54,3,28,,ZA_LP,3,0,1,0
2020-05-11,LP,54,3,,,ZA_LP,0,0,0,0
2020-05-12,LP,54,3,,,ZA_LP,0,0,0,0
2020-05-13,LP,54,3,30,8239,ZA_LP,0,0,2,456
2020-05-14,LP,55,3,35,,ZA_LP,1,0,5,0
2020-05-15,LP,57,3,36,,ZA_LP,2,0,1,0
2020-05-16,LP,59,3,37,,ZA_LP,2,0,1,0
2020-05-17,LP,77,3,37,,ZA_LP,18,0,0,0
2020-05-18,LP,88,3,37,,ZA_LP,11,0,0,0
2020-05-19,LP,94,3,39,,ZA_LP,6,0,2,0
2020-05-20,LP,93,3,42,10579,ZA_LP,-1,0,3,2340
2020-05-21,LP,121,3,42,,ZA_LP,28,0,0,0
2020-05-22,LP,120,3,51,,ZA_LP,-1,0,9,0
2020-05-23,LP,124,3,51,,ZA_LP,4,0,0,0
2020-05-24,LP,128,3,53,,ZA_LP,4,0,2,0
2020-05-25,LP,132,3,55,,ZA_LP,4,0,2,0
2020-05-26,LP,132,3,65,,ZA_LP,0,0,10,0
2020-05-27,LP,141,3,67,,ZA_LP,9,0,2,0
2020-05-28,LP,144,3,75,14365,ZA_LP,3,0,8,3786
2020-05-29,LP,170,3,97,,ZA_LP,26,0,22,0
2020-05-30,LP,173,3,140,,ZA_LP,3,0,43,0
2020-05-31,LP,177,3,143,,ZA_LP,4,0,3,0
2020-06-01,LP,192,3,144,,ZA_LP,15,0,1,0
2020-06-02,LP,193,3,145,,ZA_LP,1,0,1,0
2020-06-03,LP,200,3,145,,ZA_LP,7,0,0,0
2020-06-04,LP,206,3,146,,ZA_LP,6,0,1,0
2020-06-05,LP,215,3,149,,ZA_LP,9,0,3,0
2020-06-06,LP,216,3,158,,ZA_LP,1,0,9,0
2020-06-07,LP,227,3,158,,ZA_LP,11,0,0,0
2020-06-08,LP,244,3,158,,ZA_LP,17,0,0,0
2020-06-09,LP,253,3,158,,ZA_LP,9,0,0,0
2020-06-10,LP,257,3,175,,ZA_LP,4,0,17,0
2020-06-11,LP,267,3,175,,ZA_LP,10,0,0,0
2020-06-12,LP,288,4,175,,ZA_LP,21,1,0,0
2020-06-13,LP,309,4,185,,ZA_LP,21,0,10,0
2020-06-14,LP,326,4,185,,ZA_LP,17,0,0,0
2020-06-15,LP,362,4,199,,ZA_LP,36,0,14,0
2020-06-16,LP,391,4,213,,ZA_LP,29,0,14,0
2020-06-17,LP,416,4,218,,ZA_LP,25,0,5,0
2020-06-18,LP,489,4,229,,ZA_LP,73,0,11,0
2020-06-19,LP,503,4,236,,ZA_LP,14,0,7,0
2020-06-20,LP,521,4,236,,ZA_LP,18,0,0,0
2020-06-21,LP,564,4,246,,ZA_LP,43,0,10,0
2020-06-22,LP,582,5,257,,ZA_LP,18,1,11,0
2020-06-23,LP,622,5,270,,ZA_LP,40,0,13,0
2020-06-24,LP,670,5,303,,ZA_LP,48,0,33,0
2020-06-25,LP,730,5,329,,ZA_LP,60,0,26,0
2020-03-05,MP,0,,,,ZA_MP,,,,
2020-03-07,MP,0,,,,ZA_MP,0,,,
2020-03-08,MP,0,,,,ZA_MP,0,,,
2020-03-09,MP,0,,,,ZA_MP,0,,,
2020-03-11,MP,0,,,,ZA_MP,0,,,
2020-03-12,MP,1,,,,ZA_MP,1,,,
2020-03-13,MP,1,,,,ZA_MP,0,,,
2020-03-14,MP,1,,,,ZA_MP,0,,,
2020-03-15,MP,1,,,,ZA_MP,0,,,
2020-03-16,MP,2,,,,ZA_MP,1,,,
2020-03-17,MP,2,,,,ZA_MP,0,,,
2020-03-18,MP,4,,,,ZA_MP,2,,,
2020-03-19,MP,5,,,,ZA_MP,1,,,
2020-03-20,MP,5,,,,ZA_MP,0,,,
2020-03-21,MP,5,,,,ZA_MP,0,,,
2020-03-22,MP,5,,,,ZA_MP,0,,,
2020-03-23,MP,9,,,,ZA_MP,4,,,
2020-03-24,MP,9,,,,ZA_MP,0,,,
2020-03-25,MP,8,,,,ZA_MP,-1,,,
2020-03-26,MP,9,,,,ZA_MP,1,,,
2020-03-27,MP,,0,,,ZA_MP,0,,,
2020-03-28,MP,10,0,,,ZA_MP,1,0,,
2020-03-29,MP,11,,,,ZA_MP,1,0,,
2020-03-30,MP,11,0,,,ZA_MP,0,0,,
2020-03-31,MP,12,0,,,ZA_MP,1,0,,
2020-04-01,MP,12,,,,ZA_MP,0,0,,
2020-04-02,MP,13,,,,ZA_MP,1,0,,
2020-04-03,MP,13,0,,,ZA_MP,0,0,,
2020-04-04,MP,18,,,,ZA_MP,5,0,,
2020-04-05,MP,18,0,,,ZA_MP,0,0,,
2020-04-06,MP,18,0,,,ZA_MP,0,0,,
2020-04-07,MP,,0,,,ZA_MP,0,0,,
2020-04-08,MP,21,0,,,ZA_MP,3,0,,
2020-04-09,MP,20,0,,,ZA_MP,-1,0,,
2020-04-10,MP,20,0,,,ZA_MP,0,0,,
2020-04-11,MP,20,0,,,ZA_MP,0,0,,
2020-04-12,MP,21,0,,,ZA_MP,1,0,,
2020-04-13,MP,22,0,,,ZA_MP,1,0,,
2020-04-14,MP,22,0,,,ZA_MP,0,0,,
2020-04-15,MP,22,0,,,ZA_MP,0,0,,
2020-04-16,MP,22,0,,,ZA_MP,0,0,,
2020-04-17,MP,23,0,9,,ZA_MP,1,0,,
2020-04-18,MP,25,0,9,,ZA_MP,2,0,0,
2020-04-19,MP,23,0,9,,ZA_MP,-2,0,0,
2020-04-20,MP,23,0,14,,ZA_MP,0,0,5,
2020-04-21,MP,24,0,14,,ZA_MP,1,0,0,
2020-04-22,MP,23,0,14,,ZA_MP,-1,0,0,
2020-04-23,MP,23,0,15,,ZA_MP,0,0,1,
2020-04-24,MP,24,0,15,,ZA_MP,1,0,0,
2020-04-25,MP,23,0,15,,ZA_MP,-1,0,0,
2020-04-26,MP,23,0,15,,ZA_MP,0,0,0,
2020-04-27,MP,26,0,15,4385,ZA_MP,3,0,0,
2020-04-28,MP,26,0,15,,ZA_MP,0,0,0,0
2020-04-29,MP,31,0,,,ZA_MP,5,0,0,0
2020-04-30,MP,36,0,,,ZA_MP,5,0,0,0
2020-05-01,MP,35,0,,,ZA_MP,-1,0,0,0
2020-05-02,MP,40,0,18,,ZA_MP,5,0,3,0
2020-05-03,MP,46,0,18,6691,ZA_MP,6,0,0,2306
2020-05-04,MP,53,0,22,,ZA_MP,7,0,4,0
2020-05-05,MP,57,0,22,,ZA_MP,4,0,0,0
2020-05-06,MP,57,0,22,,ZA_MP,0,0,0,0
2020-05-07,MP,59,0,22,,ZA_MP,2,0,0,0
2020-05-08,MP,60,0,22,,ZA_MP,1,0,0,0
2020-05-09,MP,61,0,,9823,ZA_MP,1,0,0,3132
2020-05-10,MP,61,0,22,,ZA_MP,0,0,0,0
2020-05-11,MP,63,0,,,ZA_MP,2,0,0,0
2020-05-12,MP,63,0,,,ZA_MP,0,0,0,0
2020-05-13,MP,66,0,24,11414,ZA_MP,3,0,2,1591
2020-05-14,MP,67,0,34,,ZA_MP,1,0,10,0
2020-05-15,MP,67,0,44,,ZA_MP,0,0,10,0
2020-05-16,MP,68,0,49,,ZA_MP,1,0,5,0
2020-05-17,MP,71,0,49,,ZA_MP,3,0,0,0
2020-05-18,MP,76,0,53,,ZA_MP,5,0,4,0
2020-05-19,MP,78,0,57,,ZA_MP,2,0,4,0
2020-05-20,MP,93,0,58,14964,ZA_MP,15,0,1,3550
2020-05-21,MP,95,0,58,,ZA_MP,2,0,0,0
2020-05-22,MP,98,0,58,,ZA_MP,3,0,0,0
2020-05-23,MP,97,0,58,,ZA_MP,-1,0,0,0
2020-05-24,MP,101,0,58,,ZA_MP,4,0,0,0
2020-05-25,MP,103,0,61,,ZA_MP,2,0,3,0
2020-05-26,MP,103,0,61,,ZA_MP,0,0,0,0
2020-05-27,MP,106,0,62,,ZA_MP,3,0,1,0
2020-05-28,MP,111,0,67,18629,ZA_MP,5,0,5,3665
2020-05-29,MP,112,0,67,,ZA_MP,1,0,0,0
2020-05-30,MP,113,0,67,,ZA_MP,1,0,0,0
2020-05-31,MP,121,0,72,,ZA_MP,8,0,5,0
2020-06-01,MP,131,0,86,,ZA_MP,10,0,14,0
2020-06-02,MP,132,0,86,,ZA_MP,1,0,0,0
2020-06-03,MP,137,0,86,,ZA_MP,5,0,0,0
2020-06-04,MP,144,0,86,,ZA_MP,7,0,0,0
2020-06-05,MP,169,0,94,,ZA_MP,25,0,8,0
2020-06-06,MP,181,0,94,,ZA_MP,12,0,0,0
2020-06-07,MP,189,1,102,,ZA_MP,8,1,8,0
2020-06-08,MP,183,1,102,,ZA_MP,-6,0,0,0
2020-06-09,MP,184,1,111,,ZA_MP,1,0,9,0
2020-06-10,MP,207,1,116,,ZA_MP,23,0,5,0
2020-06-11,MP,228,1,116,,ZA_MP,21,0,0,0
2020-06-12,MP,243,1,116,,ZA_MP,15,0,0,0
2020-06-13,MP,271,1,116,,ZA_MP,28,0,0,0
2020-06-14,MP,297,1,132,,ZA_MP,26,0,16,0
2020-06-15,MP,322,1,138,,ZA_MP,25,0,6,0
2020-06-16,MP,343,1,138,,ZA_MP,21,0,0,0
2020-06-17,MP,391,1,146,,ZA_MP,48,0,8,0
2020-06-18,MP,461,1,156,,ZA_MP,70,0,10,0
2020-06-19,MP,505,1,156,,ZA_MP,44,0,0,0
2020-06-20,MP,544,1,156,,ZA_MP,39,0,0,0
2020-06-21,MP,573,1,176,,ZA_MP,29,0,20,0
2020-06-22,MP,596,1,181,,ZA_MP,23,0,5,0
2020-06-23,MP,662,2,181,,ZA_MP,66,1,0,0
2020-06-24,MP,713,2,199,,ZA_MP,51,0,18,0
2020-06-25,MP,783,2,207,,ZA_MP,70,0,8,0
2020-03-05,NC,0,,,,ZA_NC,,,,
2020-03-07,NC,0,,,,ZA_NC,0,,,
2020-03-08,NC,0,,,,ZA_NC,0,,,
2020-03-09,NC,0,,,,ZA_NC,0,,,
2020-03-11,NC,0,,,,ZA_NC,0,,,
2020-03-12,NC,0,,,,ZA_NC,0,,,
2020-03-13,NC,0,,,,ZA_NC,0,,,
2020-03-14,NC,0,,,,ZA_NC,0,,,
2020-03-15,NC,0,,,,ZA_NC,0,,,
2020-03-16,NC,0,,,,ZA_NC,0,,,
2020-03-17,NC,0,,,,ZA_NC,0,,,
2020-03-18,NC,0,,,,ZA_NC,0,,,
2020-03-19,NC,0,,,,ZA_NC,0,,,
2020-03-20,NC,0,,,,ZA_NC,0,,,
2020-03-21,NC,0,,,,ZA_NC,0,,,
2020-03-22,NC,0,,,,ZA_NC,0,,,
2020-03-23,NC,2,,,,ZA_NC,2,,,
2020-03-24,NC,2,,,,ZA_NC,0,,,
2020-03-25,NC,2,,,,ZA_NC,0,,,
2020-03-26,NC,2,,,,ZA_NC,0,,,
2020-03-27,NC,,0,,,ZA_NC,0,,,
2020-03-28,NC,5,0,,,ZA_NC,3,0,,
2020-03-29,NC,6,,,,ZA_NC,1,0,,
2020-03-30,NC,3,0,,,ZA_NC,-3,0,,
2020-03-31,NC,6,0,,,ZA_NC,3,0,,
2020-04-01,NC,7,,,,ZA_NC,1,0,,
2020-04-02,NC,7,,,,ZA_NC,0,0,,
2020-04-03,NC,7,0,,,ZA_NC,0,0,,
2020-04-04,NC,7,,,,ZA_NC,0,0,,
2020-04-05,NC,8,0,,,ZA_NC,1,0,,
2020-04-06,NC,8,0,,,ZA_NC,0,0,,
2020-04-07,NC,,0,,,ZA_NC,0,0,,
2020-04-08,NC,13,0,,,ZA_NC,5,0,,
2020-04-09,NC,15,0,,,ZA_NC,2,0,,
2020-04-10,NC,15,0,,,ZA_NC,0,0,,
2020-04-11,NC,16,0,,,ZA_NC,1,0,,
2020-04-12,NC,16,0,,,ZA_NC,0,0,,
2020-04-13,NC,16,0,,,ZA_NC,0,0,,
2020-04-14,NC,16,0,,,ZA_NC,0,0,,
2020-04-15,NC,16,0,,,ZA_NC,0,0,,
2020-04-16,NC,16,0,,,ZA_NC,0,0,,
2020-04-17,NC,16,0,10,,ZA_NC,0,0,,
2020-04-18,NC,16,0,10,,ZA_NC,0,0,0,
2020-04-19,NC,16,0,10,,ZA_NC,0,0,0,
2020-04-20,NC,18,0,13,,ZA_NC,2,0,3,
2020-04-21,NC,16,0,13,,ZA_NC,-2,0,0,
2020-04-22,NC,16,0,13,,ZA_NC,0,0,0,
2020-04-23,NC,16,0,13,,ZA_NC,0,0,0,
2020-04-24,NC,16,0,13,,ZA_NC,0,0,0,
2020-04-25,NC,16,0,13,,ZA_NC,0,0,0,
2020-04-26,NC,17,0,13,,ZA_NC,1,0,0,
2020-04-27,NC,17,0,13,1314,ZA_NC,0,0,0,
2020-04-28,NC,17,0,13,,ZA_NC,0,0,0,0
2020-04-29,NC,17,0,,,ZA_NC,0,0,0,0
2020-04-30,NC,17,0,,,ZA_NC,0,0,0,0
2020-05-01,NC,18,0,,,ZA_NC,1,0,0,0
2020-05-02,NC,23,0,20,,ZA_NC,5,0,7,0
2020-05-03,NC,24,0,20,1951,ZA_NC,1,0,0,637
2020-05-04,NC,25,0,20,,ZA_NC,1,0,0,0
2020-05-05,NC,26,0,20,,ZA_NC,1,0,0,0
2020-05-06,NC,26,0,20,,ZA_NC,0,0,0,0
2020-05-07,NC,27,0,20,,ZA_NC,1,0,0,0
2020-05-08,NC,27,0,20,,ZA_NC,0,0,0,0
2020-05-09,NC,28,0,,3092,ZA_NC,1,0,0,1141
2020-05-10,NC,29,0,23,,ZA_NC,1,0,3,0
2020-05-11,NC,30,0,,,ZA_NC,1,0,0,0
2020-05-12,NC,30,0,,,ZA_NC,0,0,0,0
2020-05-13,NC,30,0,24,3683,ZA_NC,0,0,1,591
2020-05-14,NC,31,0,28,,ZA_NC,1,0,4,0
2020-05-15,NC,34,0,20,,ZA_NC,3,0,-8,0
2020-05-16,NC,35,0,24,,ZA_NC,1,0,4,0
2020-05-17,NC,37,0,24,,ZA_NC,2,0,0,0
2020-05-18,NC,37,0,27,,ZA_NC,0,0,3,0
2020-05-19,NC,37,1,27,,ZA_NC,0,1,0,0
2020-05-20,NC,38,1,27,4776,ZA_NC,1,0,0,1093
2020-05-21,NC,37,1,27,,ZA_NC,-1,0,0,0
2020-05-22,NC,39,1,27,,ZA_NC,2,0,0,0
2020-05-23,NC,40,1,27,,ZA_NC,1,0,0,0
2020-05-24,NC,40,1,28,,ZA_NC,0,0,1,0
2020-05-25,NC,45,1,28,,ZA_NC,5,0,0,0
2020-05-26,NC,45,1,29,,ZA_NC,0,0,1,0
2020-05-27,NC,48,1,30,,ZA_NC,3,0,1,0
2020-05-28,NC,51,1,30,6061,ZA_NC,3,0,0,1285
2020-05-29,NC,52,1,31,,ZA_NC,1,0,1,0
2020-05-30,NC,57,1,31,,ZA_NC,5,0,0,0
2020-05-31,NC,69,1,31,,ZA_NC,12,0,0,0
2020-06-01,NC,82,1,31,,ZA_NC,13,0,0,0
2020-06-02,NC,91,1,33,,ZA_NC,9,0,2,0
2020-06-03,NC,93,1,33,,ZA_NC,2,0,0,0
2020-06-04,NC,95,1,33,,ZA_NC,2,0,0,0
2020-06-05,NC,102,1,34,,ZA_NC,7,0,1,0
2020-06-06,NC,105,1,38,,ZA_NC,3,0,4,0
2020-06-07,NC,114,1,41,,ZA_NC,9,0,3,0
2020-06-08,NC,118,1,41,,ZA_NC,4,0,0,0
2020-06-09,NC,122,1,41,,ZA_NC,4,0,0,0
2020-06-10,NC,125,1,42,,ZA_NC,3,0,1,0
2020-06-11,NC,132,1,42,,ZA_NC,7,0,0,0
2020-06-12,NC,138,1,52,,ZA_NC,6,0,10,0
2020-06-13,NC,144,1,52,,ZA_NC,6,0,0,0
2020-06-14,NC,156,1,52,,ZA_NC,12,0,0,0
2020-06-15,NC,205,1,52,,ZA_NC,49,0,0,0
2020-06-16,NC,211,1,52,,ZA_NC,6,0,0,0
2020-06-17,NC,211,1,52,,ZA_NC,0,0,0,0
2020-06-18,NC,214,1,81,,ZA_NC,3,0,29,0
2020-06-19,NC,218,1,97,,ZA_NC,4,0,16,0
2020-06-20,NC,232,1,97,,ZA_NC,14,0,0,0
2020-06-21,NC,237,1,110,,ZA_NC,5,0,13,0
2020-06-22,NC,254,1,112,,ZA_NC,17,0,2,0
2020-06-23,NC,270,1,112,,ZA_NC,16,0,0,0
2020-06-24,NC,299,1,112,,ZA_NC,29,0,0,0
2020-06-25,NC,318,1,112,,ZA_NC,19,0,0,0
2020-03-05,NW,0,,,,ZA_NW,,,,
2020-03-07,NW,0,,,,ZA_NW,0,,,
2020-03-08,NW,0,,,,ZA_NW,0,,,
2020-03-09,NW,0,,,,ZA_NW,0,,,
2020-03-11,NW,0,,,,ZA_NW,0,,,
2020-03-12,NW,0,,,,ZA_NW,0,,,
2020-03-13,NW,0,,,,ZA_NW,0,,,
2020-03-14,NW,0,,,,ZA_NW,0,,,
2020-03-15,NW,0,,,,ZA_NW,0,,,
2020-03-16,NW,0,,,,ZA_NW,0,,,
2020-03-17,NW,0,,,,ZA_NW,0,,,
2020-03-18,NW,0,,,,ZA_NW,0,,,
2020-03-19,NW,0,,,,ZA_NW,0,,,
2020-03-20,NW,0,,,,ZA_NW,0,,,
2020-03-21,NW,0,,,,ZA_NW,0,,,
2020-03-22,NW,0,,,,ZA_NW,0,,,
2020-03-23,NW,4,,,,ZA_NW,4,,,
2020-03-24,NW,5,,,,ZA_NW,1,,,
2020-03-25,NW,5,,,,ZA_NW,0,,,
2020-03-26,NW,5,,,,ZA_NW,0,,,
2020-03-27,NW,,0,,,ZA_NW,0,,,
2020-03-28,NW,6,0,,,ZA_NW,1,0,,
2020-03-29,NW,6,,,,ZA_NW,0,0,,
2020-03-30,NW,8,0,,,ZA_NW,2,0,,
2020-03-31,NW,8,0,,,ZA_NW,0,0,,
2020-04-01,NW,9,,,,ZA_NW,1,0,,
2020-04-02,NW,9,,,,ZA_NW,0,0,,
2020-04-03,NW,9,0,,,ZA_NW,0,0,,
2020-04-04,NW,11,,,,ZA_NW,2,0,,
2020-04-05,NW,11,0,,,ZA_NW,0,0,,
2020-04-06,NW,11,0,,,ZA_NW,0,0,,
2020-04-07,NW,,0,,,ZA_NW,0,0,,
2020-04-08,NW,15,0,,,ZA_NW,4,0,,
2020-04-09,NW,15,0,,,ZA_NW,0,0,,
2020-04-10,NW,18,0,,,ZA_NW,3,0,,
2020-04-11,NW,19,0,,,ZA_NW,1,0,,
2020-04-12,NW,19,0,,,ZA_NW,0,0,,
2020-04-13,NW,22,0,,,ZA_NW,3,0,,
2020-04-14,NW,22,0,,,ZA_NW,0,0,,
2020-04-15,NW,23,0,,,ZA_NW,1,0,,
2020-04-16,NW,24,0,,,ZA_NW,1,0,,
2020-04-17,NW,24,0,6,,ZA_NW,0,0,,
2020-04-18,NW,24,0,6,,ZA_NW,0,0,0,
2020-04-19,NW,24,0,6,,ZA_NW,0,0,0,
2020-04-20,NW,25,0,6,,ZA_NW,1,0,0,
2020-04-21,NW,24,0,6,,ZA_NW,-1,0,0,
2020-04-22,NW,24,0,6,,ZA_NW,0,0,0,
2020-04-23,NW,25,0,6,,ZA_NW,1,0,0,
2020-04-24,NW,25,0,6,,ZA_NW,0,0,0,
2020-04-25,NW,28,0,6,,ZA_NW,3,0,0,
2020-04-26,NW,28,0,6,,ZA_NW,0,0,0,
2020-04-27,NW,31,0,6,2544,ZA_NW,3,0,0,
2020-04-28,NW,29,0,6,,ZA_NW,-2,0,0,0
2020-04-29,NW,29,0,,,ZA_NW,0,0,0,0
2020-04-30,NW,31,0,,,ZA_NW,2,0,0,0
2020-05-01,NW,35,0,,,ZA_NW,4,0,0,0
2020-05-02,NW,35,0,13,,ZA_NW,0,0,7,0
2020-05-03,NW,36,0,13,3565,ZA_NW,1,0,0,1021
2020-05-04,NW,35,0,13,,ZA_NW,-1,0,0,0
2020-05-05,NW,35,0,13,,ZA_NW,0,0,0,0
2020-05-06,NW,37,0,16,,ZA_NW,2,0,3,0
2020-05-07,NW,40,0,16,,ZA_NW,3,0,0,0
2020-05-08,NW,42,0,16,,ZA_NW,2,0,0,0
2020-05-09,NW,41,0,,5213,ZA_NW,-1,0,0,1648
2020-05-10,NW,45,0,16,,ZA_NW,4,0,0,0
2020-05-11,NW,50,1,,,ZA_NW,5,1,0,0
2020-05-12,NW,51,1,,,ZA_NW,1,0,0,0
2020-05-13,NW,52,1,17,5812,ZA_NW,1,0,1,599
2020-05-14,NW,58,1,19,,ZA_NW,6,0,2,0
2020-05-15,NW,63,1,28,,ZA_NW,5,0,9,0
2020-05-16,NW,64,1,28,,ZA_NW,1,0,0,0
2020-05-17,NW,70,1,28,,ZA_NW,6,0,0,0
2020-05-18,NW,72,1,28,,ZA_NW,2,0,0,0
2020-05-19,NW,72,1,28,,ZA_NW,0,0,0,0
2020-05-20,NW,72,1,28,8830,ZA_NW,0,0,0,3018
2020-05-21,NW,77,1,28,,ZA_NW,5,0,0,0
2020-05-22,NW,80,1,29,,ZA_NW,3,0,1,0
2020-05-23,NW,81,1,29,,ZA_NW,1,0,0,0
2020-05-24,NW,94,1,29,,ZA_NW,13,0,0,0
2020-05-25,NW,109,1,29,,ZA_NW,15,0,0,0
2020-05-26,NW,115,1,29,,ZA_NW,6,0,0,0
2020-05-27,NW,128,1,39,,ZA_NW,13,0,10,0
2020-05-28,NW,134,1,45,11214,ZA_NW,6,0,6,2384
2020-05-29,NW,143,1,45,,ZA_NW,9,0,0,0
2020-05-30,NW,162,1,45,,ZA_NW,19,0,0,0
2020-05-31,NW,175,1,45,,ZA_NW,13,0,0,0
2020-06-01,NW,187,1,45,,ZA_NW,12,0,0,0
2020-06-02,NW,271,1,59,,ZA_NW,84,0,14,0
2020-06-03,NW,314,1,59,,ZA_NW,43,0,0,0
2020-06-04,NW,364,1,59,,ZA_NW,50,0,0,0
2020-06-05,NW,409,1,73,,ZA_NW,45,0,14,0
2020-06-06,NW,468,1,73,,ZA_NW,59,0,0,0
2020-06-07,NW,523,1,73,,ZA_NW,55,0,0,0
2020-06-08,NW,580,1,73,,ZA_NW,57,0,0,0
2020-06-09,NW,604,1,88,,ZA_NW,24,0,15,0
2020-06-10,NW,657,1,104,,ZA_NW,53,0,16,0
2020-06-11,NW,757,5,104,,ZA_NW,100,4,0,0
2020-06-12,NW,865,5,128,,ZA_NW,108,0,24,0
2020-06-13,NW,977,5,128,,ZA_NW,112,0,0,0
2020-06-14,NW,1097,5,152,,ZA_NW,120,0,24,0
2020-06-15,NW,1177,5,152,,ZA_NW,80,0,0,0
2020-06-16,NW,1281,5,152,,ZA_NW,104,0,0,0
2020-06-17,NW,1402,5,175,,ZA_NW,121,0,23,0
2020-06-18,NW,1606,5,175,,ZA_NW,204,0,0,0
2020-06-19,NW,1758,5,175,,ZA_NW,152,0,0,0
2020-06-20,NW,1957,5,175,,ZA_NW,199,0,0,0
2020-06-21,NW,2148,5,248,,ZA_NW,191,0,73,0
2020-06-22,NW,2315,5,248,,ZA_NW,167,0,0,0
2020-06-23,NW,2454,5,256,,ZA_NW,139,0,8,0
2020-06-24,NW,2618,5,291,,ZA_NW,164,0,35,0
2020-06-25,NW,2965,5,291,,ZA_NW,347,0,0,0
2020-03-05,WC,0,,,,ZA_WC,,,,
2020-03-07,WC,0,,,,ZA_WC,0,,,
2020-03-08,WC,0,,,,ZA_WC,0,,,
2020-03-09,WC,0,,,,ZA_WC,0,,,
2020-03-11,WC,1,,,,ZA_WC,1,,,
2020-03-12,WC,1,,,,ZA_WC,0,,,
2020-03-13,WC,3,,,,ZA_WC,2,,,
