match_string,date,confirmed,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
JH,2020-06-09,676,0,676,0,1,MY,,jh,MY_01
JH,2020-06-10,677,1,677,0,1,MY,,jh,MY_01
JH,2020-06-11,677,0,677,0,1,MY,,jh,MY_01
JH,2020-06-12,678,1,678,0,1,MY,,jh,MY_01
JH,2020-06-13,680,2,680,1,2,MY,,jh,MY_01
JH,2020-06-14,680,0,680,0,2,MY,,jh,MY_01
JH,2020-06-15,683,3,683,1,3,MY,,jh,MY_01
JH,2020-06-16,684,1,684,-2,1,MY,,jh,MY_01
JH,2020-06-17,684,0,684,0,1,MY,,jh,MY_01
JH,2020-06-18,686,2,686,1,2,MY,,jh,MY_01
SE,2020-01-25,3,,3,,0,MY,,se,MY_10
SE,2020-01-28,4,1,4,1,1,MY,,se,MY_10
SE,2020-01-30,4,0,4,0,1,MY,,se,MY_10
SE,2020-02-03,5,1,5,0,1,MY,,se,MY_10
SE,2020-02-05,5,0,5,0,1,MY,,se,MY_10
SE,2020-02-06,5,0,5,0,1,MY,,se,MY_10
SE,2020-02-07,5,0,5,0,1,MY,,se,MY_10
SE,2020-02-08,6,1,6,0,1,MY,,se,MY_10
SE,2020-02-09,7,1,7,0,1,MY,,se,MY_10
SE,2020-02-13,7,0,7,0,1,MY,,se,MY_10
SE,2020-02-14,7,0,7,0,1,MY,,se,MY_10
SE,2020-02-15,8,1,8,0,1,MY,,se,MY_10
SE,2020-02-27,8,0,8,0,1,MY,,se,MY_10
SE,2020-02-28,9,1,9,0,1,MY,,se,MY_10
SE,2020-03-01,12,3,12,2,3,MY,,se,MY_10
SE,2020-03-03,17,5,17,2,5,MY,,se,MY_10
SE,2020-03-13,87,70,87,0,5,MY,,se,MY_10
SE,2020-03-14,92,5,92,0,5,MY,,se,MY_10
SE,2020-03-15,92,0,92,0,5,MY,,se,MY_10
SE,2020-03-16,144,52,144,0,5,MY,,se,MY_10
SE,2020-03-17,161,17,161,12,17,MY,,se,MY_10
SE,2020-03-18,192,31,192,14,31,MY,,se,MY_10
SE,2020-03-19,223,31,223,0,31,MY,,se,MY_10
SE,2020-03-20,263,40,263,9,40,MY,,se,MY_10
SE,2020-03-21,292,29,292,-11,29,MY,,se,MY_10
SE,2020-03-22,309,17,309,-12,17,MY,,se,MY_10
SE,2020-03-23,354,45,354,28,45,MY,,se,MY_10
SE,2020-03-24,381,27,381,-18,27,MY,,se,MY_10
SE,2020-03-25,435,54,435,27,54,MY,,se,MY_10
SE,2020-03-26,510,75,510,21,75,MY,,se,MY_10
SE,2020-03-27,546,36,546,-39,36,MY,,se,MY_10
SE,2020-03-28,579,33,579,-3,33,MY,,se,MY_10
SE,2020-03-29,612,33,612,0,33,MY,,se,MY_10
SE,2020-03-30,672,60,672,27,60,MY,,se,MY_10
SE,2020-03-31,704,32,704,-28,32,MY,,se,MY_10
SE,2020-04-01,726,22,726,-10,22,MY,,se,MY_10
SE,2020-04-02,800,74,800,52,74,MY,,se,MY_10
SE,2020-04-03,863,63,863,-11,63,MY,,se,MY_10
SE,2020-04-04,890,27,890,-36,27,MY,,se,MY_10
SE,2020-04-05,943,53,943,26,53,MY,,se,MY_10
SE,2020-04-06,970,27,970,-26,27,MY,,se,MY_10
SE,2020-04-07,1020,50,1020,23,50,MY,,se,MY_10
SE,2020-04-08,1078,58,1078,8,58,MY,,se,MY_10
SE,2020-04-09,1118,40,1118,-18,40,MY,,se,MY_10
SE,2020-04-10,1148,30,1148,-10,30,MY,,se,MY_10
SE,2020-04-11,1183,35,1183,5,35,MY,,se,MY_10
SE,2020-04-12,1236,53,1236,18,53,MY,,se,MY_10
SE,2020-04-13,1249,13,1249,-40,13,MY,,se,MY_10
SE,2020-04-14,1299,50,1299,37,50,MY,,se,MY_10
SE,2020-04-15,1316,17,1316,-33,17,MY,,se,MY_10
SE,2020-04-16,1329,13,1329,-4,13,MY,,se,MY_10
SE,2020-04-17,1338,9,1338,-4,9,MY,,se,MY_10
SE,2020-04-18,1340,2,1340,-7,2,MY,,se,MY_10
SE,2020-04-19,1343,3,1343,1,3,MY,,se,MY_10
SE,2020-04-20,1345,2,1345,-1,2,MY,,se,MY_10
SE,2020-04-21,1356,11,1356,9,11,MY,,se,MY_10
SE,2020-04-22,1357,1,1357,-10,1,MY,,se,MY_10
SE,2020-04-23,1369,12,1369,11,12,MY,,se,MY_10
SE,2020-04-24,1387,18,1387,6,18,MY,,se,MY_10
SE,2020-04-25,1388,1,1388,-17,1,MY,,se,MY_10
SE,2020-04-26,1394,6,1394,5,6,MY,,se,MY_10
SE,2020-04-27,1398,4,1398,-2,4,MY,,se,MY_10
SE,2020-04-28,1403,5,1403,1,5,MY,,se,MY_10
SE,2020-04-29,1404,1,1404,-4,1,MY,,se,MY_10
SE,2020-04-30,1431,27,1431,26,27,MY,,se,MY_10
SE,2020-05-01,1455,24,1455,-3,24,MY,,se,MY_10
SE,2020-05-02,1518,63,1518,39,63,MY,,se,MY_10
SE,2020-05-03,1529,11,1529,-52,11,MY,,se,MY_10
SE,2020-05-04,1550,21,1550,10,21,MY,,se,MY_10
SE,2020-05-05,1555,5,1555,-16,5,MY,,se,MY_10
SE,2020-05-06,1564,9,1564,4,9,MY,,se,MY_10
SE,2020-05-07,1580,16,1580,7,16,MY,,se,MY_10
SE,2020-05-08,1586,6,1586,-10,6,MY,,se,MY_10
SE,2020-05-09,1596,10,1596,4,10,MY,,se,MY_10
SE,2020-05-10,1604,8,1604,-2,8,MY,,se,MY_10
SE,2020-05-11,1607,3,1607,-5,3,MY,,se,MY_10
SE,2020-05-12,1610,3,1610,0,3,MY,,se,MY_10
SE,2020-05-13,1612,2,1612,-1,2,MY,,se,MY_10
SE,2020-05-14,1613,1,1613,-1,1,MY,,se,MY_10
SE,2020-05-15,1627,14,1627,13,14,MY,,se,MY_10
SE,2020-05-16,1628,1,1628,-13,1,MY,,se,MY_10
SE,2020-05-17,1636,8,1636,7,8,MY,,se,MY_10
SE,2020-05-18,1644,8,1644,0,8,MY,,se,MY_10
SE,2020-05-19,1650,6,1650,-2,6,MY,,se,MY_10
SE,2020-05-20,1665,15,1665,9,15,MY,,se,MY_10
SE,2020-05-21,1673,8,1673,-7,8,MY,,se,MY_10
SE,2020-05-22,1693,20,1693,12,20,MY,,se,MY_10
SE,2020-05-23,1730,37,1730,17,37,MY,,se,MY_10
SE,2020-05-24,1776,46,1776,9,46,MY,,se,MY_10
SE,2020-05-25,1829,53,1829,7,53,MY,,se,MY_10
SE,2020-05-26,1838,9,1838,-44,9,MY,,se,MY_10
SE,2020-05-27,1843,5,1843,-4,5,MY,,se,MY_10
SE,2020-05-28,1845,2,1845,-3,2,MY,,se,MY_10
SE,2020-05-29,1873,28,1873,26,28,MY,,se,MY_10
SE,2020-05-30,1878,5,1878,-23,5,MY,,se,MY_10
SE,2020-05-31,1909,31,1909,26,31,MY,,se,MY_10
SE,2020-06-01,1920,11,1920,-20,11,MY,,se,MY_10
SE,2020-06-02,1926,6,1926,-5,6,MY,,se,MY_10
SE,2020-06-03,1928,2,1928,-4,2,MY,,se,MY_10
SE,2020-06-04,1930,2,1930,0,2,MY,,se,MY_10
SE,2020-06-05,1939,9,1939,7,9,MY,,se,MY_10
SE,2020-06-06,1953,14,1953,5,14,MY,,se,MY_10
SE,2020-06-07,1965,12,1965,-2,12,MY,,se,MY_10
SE,2020-06-08,1968,3,1968,-9,3,MY,,se,MY_10
SE,2020-06-09,1971,3,1971,0,3,MY,,se,MY_10
SE,2020-06-10,1971,0,1971,0,3,MY,,se,MY_10
SE,2020-06-11,1974,3,1974,0,3,MY,,se,MY_10
SE,2020-06-12,1987,13,1987,10,13,MY,,se,MY_10
SE,2020-06-13,1994,7,1994,-6,7,MY,,se,MY_10
SE,2020-06-14,1996,2,1996,-5,2,MY,,se,MY_10
SE,2020-06-15,1998,2,1998,0,2,MY,,se,MY_10
SE,2020-06-16,1999,1,1999,-1,1,MY,,se,MY_10
SE,2020-06-17,2004,5,2004,4,5,MY,,se,MY_10
SE,2020-06-18,2006,2,2006,-3,2,MY,,se,MY_10
KD,2020-01-28,1,1,1,0,0,MY,,kd,MY_02
KD,2020-01-30,1,0,1,0,0,MY,,kd,MY_02
KD,2020-02-03,1,0,1,0,0,MY,,kd,MY_02
KD,2020-02-05,2,1,2,1,1,MY,,kd,MY_02
KD,2020-02-06,2,0,2,0,1,MY,,kd,MY_02
KD,2020-02-07,2,0,2,0,1,MY,,kd,MY_02
KD,2020-02-08,2,0,2,0,1,MY,,kd,MY_02
KD,2020-02-09,2,0,2,0,1,MY,,kd,MY_02
KD,2020-02-13,2,0,2,0,1,MY,,kd,MY_02
KD,2020-02-14,4,2,4,1,2,MY,,kd,MY_02
KD,2020-02-15,4,0,4,0,2,MY,,kd,MY_02
KD,2020-02-27,4,0,4,0,2,MY,,kd,MY_02
KD,2020-02-28,4,0,4,0,2,MY,,kd,MY_02
KD,2020-03-01,4,0,4,0,2,MY,,kd,MY_02
KD,2020-03-03,4,0,4,0,2,MY,,kd,MY_02
KD,2020-03-13,5,1,5,0,2,MY,,kd,MY_02
KD,2020-03-14,5,0,5,0,2,MY,,kd,MY_02
KD,2020-03-15,5,0,5,0,2,MY,,kd,MY_02
KD,2020-03-16,31,26,31,0,2,MY,,kd,MY_02
KD,2020-03-17,31,0,31,0,2,MY,,kd,MY_02
KD,2020-03-18,36,5,36,3,5,MY,,kd,MY_02
KD,2020-03-19,40,4,40,-1,4,MY,,kd,MY_02
KD,2020-03-20,41,1,41,-3,1,MY,,kd,MY_02
KD,2020-03-21,47,6,47,5,6,MY,,kd,MY_02
KD,2020-03-22,52,5,52,-1,5,MY,,kd,MY_02
KD,2020-03-23,59,7,59,2,7,MY,,kd,MY_02
KD,2020-03-24,64,5,64,-2,5,MY,,kd,MY_02
KD,2020-03-25,69,5,69,0,5,MY,,kd,MY_02
KD,2020-03-26,72,3,72,-2,3,MY,,kd,MY_02
KD,2020-03-27,73,1,73,-2,1,MY,,kd,MY_02
KD,2020-03-28,74,1,74,0,1,MY,,kd,MY_02
KD,2020-03-29,75,1,75,0,1,MY,,kd,MY_02
KD,2020-03-30,77,2,77,1,2,MY,,kd,MY_02
KD,2020-03-31,77,0,77,0,2,MY,,kd,MY_02
KD,2020-04-01,79,2,79,0,2,MY,,kd,MY_02
KD,2020-04-02,80,1,80,-1,1,MY,,kd,MY_02
KD,2020-04-03,81,1,81,0,1,MY,,kd,MY_02
KD,2020-04-04,81,0,81,0,1,MY,,kd,MY_02
KD,2020-04-05,82,1,82,0,1,MY,,kd,MY_02
KD,2020-04-06,85,3,85,2,3,MY,,kd,MY_02
KD,2020-04-07,90,5,90,2,5,MY,,kd,MY_02
KD,2020-04-08,91,1,91,-4,1,MY,,kd,MY_02
KD,2020-04-09,93,2,93,1,2,MY,,kd,MY_02
KD,2020-04-10,93,0,93,0,2,MY,,kd,MY_02
KD,2020-04-11,93,0,93,0,2,MY,,kd,MY_02
KD,2020-04-12,93,0,93,0,2,MY,,kd,MY_02
KD,2020-04-13,93,0,93,0,2,MY,,kd,MY_02
KD,2020-04-14,93,0,93,0,2,MY,,kd,MY_02
KD,2020-04-15,94,1,94,-1,1,MY,,kd,MY_02
KD,2020-04-16,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-17,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-18,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-19,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-20,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-21,94,0,94,0,1,MY,,kd,MY_02
KD,2020-04-22,95,1,95,0,1,MY,,kd,MY_02
KD,2020-04-23,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-24,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-25,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-26,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-27,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-28,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-29,95,0,95,0,1,MY,,kd,MY_02
KD,2020-04-30,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-01,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-02,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-03,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-04,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-05,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-06,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-07,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-08,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-09,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-10,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-11,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-12,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-13,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-14,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-15,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-16,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-17,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-18,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-19,95,0,95,0,1,MY,,kd,MY_02
KD,2020-05-20,96,1,96,0,1,MY,,kd,MY_02
KD,2020-05-21,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-22,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-23,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-24,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-25,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-26,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-27,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-28,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-29,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-30,96,0,96,0,1,MY,,kd,MY_02
KD,2020-05-31,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-01,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-02,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-03,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-04,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-05,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-06,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-07,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-08,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-09,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-10,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-11,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-12,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-13,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-14,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-15,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-16,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-17,96,0,96,0,1,MY,,kd,MY_02
KD,2020-06-18,96,0,96,0,1,MY,,kd,MY_02
KL,2020-02-03,1,1,1,0,0,MY,,kl,MY_14
KL,2020-02-05,2,1,2,1,1,MY,,kl,MY_14
KL,2020-02-06,2,0,2,0,1,MY,,kl,MY_14
KL,2020-02-07,3,1,3,0,1,MY,,kl,MY_14
KL,2020-02-08,3,0,3,0,1,MY,,kl,MY_14
KL,2020-02-09,3,0,3,0,1,MY,,kl,MY_14
KL,2020-02-13,4,1,4,0,1,MY,,kl,MY_14
KL,2020-02-14,4,0,4,0,1,MY,,kl,MY_14
KL,2020-02-15,4,0,4,0,1,MY,,kl,MY_14
KL,2020-02-27,5,1,5,0,1,MY,,kl,MY_14
KL,2020-02-28,6,1,6,0,1,MY,,kl,MY_14
KL,2020-03-01,7,1,7,0,1,MY,,kl,MY_14
KL,2020-03-03,9,2,9,1,2,MY,,kl,MY_14
KL,2020-03-13,40,31,40,0,2,MY,,kl,MY_14
KL,2020-03-14,43,3,43,1,3,MY,,kl,MY_14
KL,2020-03-15,43,0,43,0,3,MY,,kl,MY_14
KL,2020-03-16,106,63,106,0,3,MY,,kl,MY_14
KL,2020-03-17,113,7,113,4,7,MY,,kl,MY_14
KL,2020-03-18,119,6,119,-1,6,MY,,kl,MY_14
KL,2020-03-19,123,4,123,0,6,MY,,kl,MY_14
KL,2020-03-20,139,16,139,10,16,MY,,kl,MY_14
KL,2020-03-21,166,27,166,11,27,MY,,kl,MY_14
KL,2020-03-22,183,17,183,-10,17,MY,,kl,MY_14
KL,2020-03-23,242,59,242,42,59,MY,,kl,MY_14
KL,2020-03-24,257,15,257,-44,15,MY,,kl,MY_14
KL,2020-03-25,270,13,270,-2,13,MY,,kl,MY_14
KL,2020-03-26,321,51,321,38,51,MY,,kl,MY_14
KL,2020-03-27,337,16,337,-35,16,MY,,kl,MY_14
KL,2020-03-28,344,7,344,-9,7,MY,,kl,MY_14
KL,2020-03-29,372,28,372,21,28,MY,,kl,MY_14
KL,2020-03-30,396,24,396,-4,24,MY,,kl,MY_14
KL,2020-03-31,430,34,430,10,34,MY,,kl,MY_14
KL,2020-04-01,455,25,455,-9,25,MY,,kl,MY_14
KL,2020-04-02,488,33,488,8,33,MY,,kl,MY_14
KL,2020-04-03,543,55,543,22,55,MY,,kl,MY_14
KL,2020-04-04,595,52,595,-3,52,MY,,kl,MY_14
KL,2020-04-05,622,27,622,-25,27,MY,,kl,MY_14
KL,2020-04-06,640,18,640,-9,18,MY,,kl,MY_14
KL,2020-04-07,671,31,671,13,31,MY,,kl,MY_14
KL,2020-04-08,685,14,685,-17,14,MY,,kl,MY_14
KL,2020-04-09,699,14,699,0,14,MY,,kl,MY_14
KL,2020-04-10,713,14,713,0,14,MY,,kl,MY_14
KL,2020-04-11,759,46,759,32,46,MY,,kl,MY_14
KL,2020-04-12,803,44,803,-2,44,MY,,kl,MY_14
KL,2020-04-13,830,27,830,-17,27,MY,,kl,MY_14
KL,2020-04-14,899,69,899,42,69,MY,,kl,MY_14
KL,2020-04-15,926,27,926,-42,27,MY,,kl,MY_14
KL,2020-04-16,952,26,952,-1,26,MY,,kl,MY_14
KL,2020-04-17,971,19,971,-7,19,MY,,kl,MY_14
KL,2020-04-18,985,14,985,-5,14,MY,,kl,MY_14
KL,2020-04-19,1004,19,1004,5,19,MY,,kl,MY_14
KL,2020-04-20,1008,4,1008,-15,4,MY,,kl,MY_14
KL,2020-04-21,1021,13,1021,9,13,MY,,kl,MY_14
KL,2020-04-22,1037,16,1037,3,16,MY,,kl,MY_14
KL,2020-04-23,1066,29,1066,13,29,MY,,kl,MY_14
KL,2020-04-24,1115,49,1115,20,49,MY,,kl,MY_14
KL,2020-04-25,1154,39,1154,-10,39,MY,,kl,MY_14
KL,2020-04-26,1170,16,1170,-23,16,MY,,kl,MY_14
KL,2020-04-27,1200,30,1200,14,30,MY,,kl,MY_14
KL,2020-04-28,1214,14,1214,-16,14,MY,,kl,MY_14
KL,2020-04-29,1222,8,1222,-6,8,MY,,kl,MY_14
KL,2020-04-30,1232,10,1232,2,10,MY,,kl,MY_14
KL,2020-05-01,1264,32,1264,22,32,MY,,kl,MY_14
KL,2020-05-02,1278,14,1278,-18,14,MY,,kl,MY_14
KL,2020-05-03,1308,30,1308,16,30,MY,,kl,MY_14
KL,2020-05-04,1333,25,1333,-5,25,MY,,kl,MY_14
KL,2020-05-05,1356,23,1356,-2,23,MY,,kl,MY_14
KL,2020-05-06,1378,22,1378,-1,22,MY,,kl,MY_14
KL,2020-05-07,1398,20,1398,-2,20,MY,,kl,MY_14
KL,2020-05-08,1404,6,1404,-14,6,MY,,kl,MY_14
KL,2020-05-09,1414,10,1414,4,10,MY,,kl,MY_14
KL,2020-05-10,1423,9,1423,-1,9,MY,,kl,MY_14
KL,2020-05-11,1458,35,1458,26,35,MY,,kl,MY_14
KL,2020-05-12,1470,12,1470,-23,12,MY,,kl,MY_14
KL,2020-05-13,1475,5,1475,-7,5,MY,,kl,MY_14
KL,2020-05-14,1493,18,1493,13,18,MY,,kl,MY_14
KL,2020-05-15,1508,15,1508,-3,15,MY,,kl,MY_14
KL,2020-05-16,1515,7,1515,-8,7,MY,,kl,MY_14
KL,2020-05-17,1528,13,1528,6,13,MY,,kl,MY_14
KL,2020-05-18,1566,38,1566,25,38,MY,,kl,MY_14
KL,2020-05-19,1588,22,1588,-16,22,MY,,kl,MY_14
KL,2020-05-20,1598,10,1598,-12,10,MY,,kl,MY_14
KL,2020-05-21,1637,39,1637,29,39,MY,,kl,MY_14
KL,2020-05-22,1676,39,1676,0,39,MY,,kl,MY_14
KL,2020-05-23,1681,5,1681,-34,5,MY,,kl,MY_14
KL,2020-05-24,1692,11,1692,6,11,MY,,kl,MY_14
