population,human_development_index,key
14473,,NL_UT_0331
13996,,NL_UT_0335
5259,,NL_UT_0339
20004,,NL_UT_0340
46194,,NL_UT_0342
352866,,NL_UT_0344
65589,,NL_UT_0345
13166,,NL_UT_0351
23762,,NL_UT_0352
34160,,NL_UT_0353
63934,,NL_UT_0355
63036,,NL_UT_0356
10201,,NL_UT_0589
52197,,NL_UT_0632
44059,,NL_UT_0736
49515,,NL_UT_1581
64336,,NL_UT_1904
55712,,NL_UT_1961
380726,,NL_ZE
22800,,NL_ZE_0654
37739,,NL_ZE_0664
27523,,NL_ZE_0677
7019,,NL_ZE_0678
47939,,NL_ZE_0687
22678,,NL_ZE_0703
54589,,NL_ZE_0715
25780,,NL_ZE_0716
21865,,NL_ZE_0717
44391,,NL_ZE_0718
33779,,NL_ZE_1676
7525,,NL_ZE_1695
23386,,NL_ZE_1714
3577032,,NL_ZH
20069,,NL_ZH_0482
110986,,NL_ZH_0484
48673,,NL_ZH_0489
17182,,NL_ZH_0501
66818,,NL_ZH_0502
103163,,NL_ZH_0503
118654,,NL_ZH_0505
36682,,NL_ZH_0512
73181,,NL_ZH_0513
537833,,NL_ZH_0518
18051,,NL_ZH_0523
40049,,NL_ZH_0530
30966,,NL_ZH_0531
21966,,NL_ZH_0534
65302,,NL_ZH_0537
29376,,NL_ZH_0542
124899,,NL_ZH_0546
27109,,NL_ZH_0547
22400,,NL_ZH_0553
32768,,NL_ZH_0556
28628,,NL_ZH_0569
42859,,NL_ZH_0575
24426,,NL_ZH_0579
32290,,NL_ZH_0590
46241,,NL_ZH_0597
631155,,NL_ZH_0599
53467,,NL_ZH_0603
77999,,NL_ZH_0606
25026,,NL_ZH_0610
25271,,NL_ZH_0613
14626,,NL_ZH_0614
72404,,NL_ZH_0622
25479,,NL_ZH_0626
28316,,NL_ZH_0627
26211,,NL_ZH_0629
124994,,NL_ZH_0637
8450,,NL_ZH_0638
44639,,NL_ZH_0642
37061,,NL_ZH_1525
61601,,NL_ZH_1621
108603,,NL_ZH_1783
19391,,NL_ZH_1842
26866,,NL_ZH_1884
42762,,NL_ZH_1892
34462,,NL_ZH_1901
75425,,NL_ZH_1916
49611,,NL_ZH_1924
54331,,NL_ZH_1926
84797,,NL_ZH_1930
56048,,NL_ZH_1931
86656,,NL_ZH_1963
43858,,NL_ZH_1978
5367580,0.953,NO
693494,,NO_03
475654,,NO_11
265392,,NO_15
243385,,NO_18
2668,,NO_21
18,,NO_22
1227305,,NO_30
371054,,NO_34
417711,,NO_38
305244,,NO_42
633117,,NO_46
464060,,NO_50
244326,,NO_54
29400000,0.574,NP
13650,,NR
1612,,NU
4942500,0.917,NZ
4829480,0.821,OM
4098587,0.789,PA
125461,,PA_1
464038,,PA_10
233708,,PA_2
241928,,PA_3
416873,,PA_4
48378,,PA_5
109955,,PA_6
89592,,PA_7
1249032,,PA_8
226991,,PA_9
10001,,PA_EM
33109,,PA_KY
156747,,PA_NB
32162184,0.75,PE
379384,,PE_AMA
1083519,,PE_ANC
405759,,PE_APU
1382730,,PE_ARE
616176,,PE_AYA
1341012,,PE_CAJ
1129854,,PE_CAL
1205527,,PE_CUS
721047,,PE_HUC
347639,,PE_HUV
850765,,PE_ICA
1246038,,PE_JUN
1778080,,PE_LAL
1197260,,PE_LAM
9485405,,PE_LIM
9674755,,PE_LMA
883510,,PE_LOR
141070,,PE_MDD
174863,,PE_MOQ
254065,,PE_PAS
1856809,,PE_PIU
1172697,,PE_PUN
813381,,PE_SAM
329332,,PE_TAC
224863,,PE_TUM
496459,,PE_UCA
275918,,PF
8251162,0.544,PG
104918090,0.699,PH
24245000,,PH_00
5026128,,PH_01
3451410,,PH_02
11218177,,PH_03
5796989,,PH_05
7536383,,PH_06
7396898,,PH_07
4440150,,PH_08
3629783,,PH_09
4689302,,PH_10
4893318,,PH_11
4545276,,PH_12
2596709,,PH_13
3781387,,PH_14
1722006,,PH_15
14414774,,PH_40
2963360,,PH_41
197015955,0.562,PK
13162222,,PK_BA
1155755,,PK_GB
,,PK_IS
4567982,,PK_JK
26896829,,PK_KP
101391000,,PK_PB
55245497,,PK_SD
38433600,0.865,PL
2909997,,PL_02
2090836,,PL_04
2151836,,PL_06
1020767,,PL_08
2508464,,PL_10
3360581,,PL_12
5492000,,PL_14
1010203,,PL_16
2129284,,PL_18
1193348,,PL_20
2290070,,PL_22
4617000,,PL_24
1241546,,PL_26
1437812,,PL_28
3495470,,PL_30
1698344,,PL_32
50,,PN
3411307,,PR
,,PS
10600000,0.847,PT
4196354,,PT_11
438864,,PT_15
,,PT_16
,,PT_17
,,PT_18
246746,,PT_20
267785,,PT_30
21729,0.798,PW
6811297,0.702,PY
254976,,PY_1
830943,,PY_10
2201109,,PY_11
90287,,PY_12
172169,,PY_13
234978,,PY_14
127951,,PY_15
18231,,PY_16
66836,,PY_19
435126,,PY_2
311273,,PY_3
227747,,PY_4
563803,,PY_5
192031,,PY_6
616565,,PY_7
167238,,PY_8
258957,,PY_9
515587,,PY_ASU
2639211,0.856,QA
866506,,RE
19586539,0.811,RO
7022268,0.787,RS
146800000,0.824,RU
453376,,RU_AD
2317052,,RU_ALT
798424,,RU_AMU
1155028,,RU_ARK
1014065,,RU_AST
4063293,,RU_BA
1549876,,RU_BEL
1210982,,RU_BRY
984511,,RU_BU
1478726,,RU_CE
3493036,,RU_CHE
49348,,RU_CHU
1223395,,RU_CU
3111353,,RU_DA
488043,,RU_IN
2404195,,RU_IRK
1014646,,RU_IVA
315557,,RU_KAM
868174,,RU_KB
466305,,RU_KC
5675462,,RU_KDA
2657758,,RU_KEM
994599,,RU_KGD
845537,,RU_KGN
1328302,,RU_KHA
1625501,,RU_KHM
1283238,,RU_KIR
537513,,RU_KK
275413,,RU_KL
1000070,,RU_KLU
840873,,RU_KO
651524,,RU_KOS
618056,,RU_KR
1115237,,RU_KRS
2876497,,RU_KYA
1813816,,RU_LEN
1139371,,RU_LIP
144091,,RU_MAG
679094,,RU_ME
805056,,RU_MO
7503385,,RU_MOS
12692466,,RU_MOW
753557,,RU_MUR
44110,,RU_NEN
606476,,RU_NGR
3234752,,RU_NIZ
2788849,,RU_NVS
1960081,,RU_OMS
1977720,,RU_ORE
747247,,RU_ORL
2599301,,RU_PER
1331655,,RU_PNZ
1913037,,RU_PRI
642494,,RU_PSK
4197821,,RU_ROS
1140844,,RU_RYA
970105,,RU_SA
488453,,RU_SAK
3193514,,RU_SAM
2462950,,RU_SAR
697064,,RU_SE
949348,,RU_SMO
5351935,,RU_SPE
2803573,,RU_STA
4328942,,RU_SVE
3902642,,RU_TA
1033552,,RU_TAM
1078280,,RU_TOM
1491855,,RU_TUL
1283873,,RU_TVE
321722,,RU_TY
3692400,,RU_TYU
1513044,,RU_UD
1246618,,RU_ULY
2521276,,RU_VGG
1358416,,RU_VLA
1176689,,RU_VLG
2333768,,RU_VOR
544444,,RU_YAN
1265684,,RU_YAR
158381,,RU_YEV
1072806,,RU_ZAB
12208407,0.524,RW
33000000,0.853,SA
611343,0.546,SB
95843,0.797,SC
40533330,0.502,SD
,,SD_DC
,,SD_DE
1583179,,SD_DN
,,SD_DS
,,SD_DW
,,SD_GD
,,SD_GK
4926555,,SD_GZ
,,SD_KA
,,SD_KH
,,SD_KN
,,SD_KS
,,SD_NB
,,SD_NO
1472257,,SD_NR
,,SD_NW
,,SD_RS
,,SD_SI
10343403,0.933,SE
2383269,,SE_110
385024,,SE_121
298049,,SE_122
465772,,SE_123
304976,,SE_124
276368,,SE_125
363992,,SE_211
201582,,SE_212
245500,,SE_213
59749,,SE_214
159512,,SE_221
1380983,,SE_224
334601,,SE_231
1728573,,SE_232
282457,,SE_311
287789,,SE_312
287393,,SE_313
245081,,SE_321
130842,,SE_322
272044,,SE_331
249847,,SE_332
5888926,0.932,SG
4612,,SH
2066880,0.896,SI
,,SJ
5439892,0.855,SK
7557212,0.419,SL
33400,,SM
15850567,0.505,SN
11031386,,SO
563402,0.72,SR
12575714,0.388,SS
204327,0.589,ST
7332000,0.674,SV
319503,,SV_AH
214150,,SV_CA
274878,,SV_CH
216446,,SV_CU
842624,,SV_LI
251447,,SV_MO
288022,,SV_PA
523655,,SV_SA
546022,,SV_SM
518522,,SV_SO
2266387,,SV_SS
230205,,SV_SV
372271,,SV_UN
464883,,SV_US
37132,,SX
18499181,0.536,SY
1367254,0.588,SZ
33098,,TC
15477751,0.404,TD
196,,TF
7797694,0.503,TG
66188503,0.755,TH
9200000,0.65,TJ
1499,,TK
1296311,0.625,TL
5125693,0.706,TM
11565204,0.735,TN
108020,0.726,TO
82003882,0.791,TR
1369125,0.784,TT
11192,,TV
23593794,,TW
57310019,0.538,TZ
42558328,0.751,UA
448829,,UA_40
1957801,,UA_43
42862958,0.516,UG
300,,UM
325145963,0.924,US
738432,,US_AK
3341,,US_AK_02013
5702,,US_AK_02016
294356,,US_AK_02020
17946,,US_AK_02050
892,,US_AK_02060
1919,,US_AK_02068
4997,,US_AK_02070
99631,,US_AK_02090
2534,,US_AK_02100
2133,,US_AK_02105
32756,,US_AK_02110
58059,,US_AK_02122
13709,,US_AK_02130
13889,,US_AK_02150
8119,,US_AK_02158
1563,,US_AK_02164
101095,,US_AK_02170
9846,,US_AK_02180
9687,,US_AK_02185
7752,,US_AK_02188
3221,,US_AK_02195
6341,,US_AK_02198
8863,,US_AK_02220
1057,,US_AK_02230
6839,,US_AK_02240
9362,,US_AK_02261
2382,,US_AK_02275
613,,US_AK_02282
5533,,US_AK_02290
4858979,,US_AL
55347,,US_AL_01001
203709,,US_AL_01003
26489,,US_AL_01005
22583,,US_AL_01007
57673,,US_AL_01009
10696,,US_AL_01011
20154,,US_AL_01013
115620,,US_AL_01015
34123,,US_AL_01017
25859,,US_AL_01019
43943,,US_AL_01021
13170,,US_AL_01023
24675,,US_AL_01025
13555,,US_AL_01027
15018,,US_AL_01029
51211,,US_AL_01031
54354,,US_AL_01033
12672,,US_AL_01035
10724,,US_AL_01037
37835,,US_AL_01039
13963,,US_AL_01041
82005,,US_AL_01043
49565,,US_AL_01045
41131,,US_AL_01047
71130,,US_AL_01049
81468,,US_AL_01051
37789,,US_AL_01053
103057,,US_AL_01055
16759,,US_AL_01057
31696,,US_AL_01059
26777,,US_AL_01061
8479,,US_AL_01063
15068,,US_AL_01065
17221,,US_AL_01067
104173,,US_AL_01069
52419,,US_AL_01071
660367,,US_AL_01073
13886,,US_AL_01075
92596,,US_AL_01077
33115,,US_AL_01079
156993,,US_AL_01081
91663,,US_AL_01083
10458,,US_AL_01085
19105,,US_AL_01087
353089,,US_AL_01089
20028,,US_AL_01091
30168,,US_AL_01093
94725,,US_AL_01095
415395,,US_AL_01097
21673,,US_AL_01099
226519,,US_AL_01101
119565,,US_AL_01103
9652,,US_AL_01105
20864,,US_AL_01107
33046,,US_AL_01109
22696,,US_AL_01111
59660,,US_AL_01113
87074,,US_AL_01115
208713,,US_AL_01117
13103,,US_AL_01119
80862,,US_AL_01121
40844,,US_AL_01123
203976,,US_AL_01125
65294,,US_AL_01127
16804,,US_AL_01129
11059,,US_AL_01131
23877,,US_AL_01133
2978204,,US_AR
18433,,US_AR_05001
20838,,US_AR_05003
41053,,US_AR_05005
249672,,US_AR_05007
37222,,US_AR_05009
11094,,US_AR_05011
5229,,US_AR_05013
27704,,US_AR_05015
11027,,US_AR_05017
22633,,US_AR_05019
15109,,US_AR_05021
25467,,US_AR_05023
8311,,US_AR_05025
24114,,US_AR_05027
21019,,US_AR_05029
104354,,US_AR_05031
61703,,US_AR_05033
48963,,US_AR_05035
17284,,US_AR_05037
7604,,US_AR_05039
11965,,US_AR_05041
18778,,US_AR_05043
121552,,US_AR_05045
17702,,US_AR_05047
12204,,US_AR_05049
97177,,US_AR_05051
18102,,US_AR_05053
44196,,US_AR_05055
22084,,US_AR_05057
33426,,US_AR_05059
13300,,US_AR_05061
37052,,US_AR_05063
13445,,US_AR_05065
17338,,US_AR_05067
71565,,US_AR_05069
26141,,US_AR_05071
6996,,US_AR_05073
16779,,US_AR_05075
9650,,US_AR_05077
13820,,US_AR_05079
12472,,US_AR_05081
21714,,US_AR_05083
71645,,US_AR_05085
15767,,US_AR_05087
16185,,US_AR_05089
43908,,US_AR_05091
43738,,US_AR_05093
7399,,US_AR_05095
8970,,US_AR_05097
8558,,US_AR_05099
7913,,US_AR_05101
24358,,US_AR_05103
10189,,US_AR_05105
19513,,US_AR_05107
10824,,US_AR_05109
24040,,US_AR_05111
20216,,US_AR_05113
63390,,US_AR_05115
8291,,US_AR_05117
392664,,US_AR_05119
17469,,US_AR_05121
26589,,US_AR_05123
117460,,US_AR_05125
10513,,US_AR_05127
7869,,US_AR_05129
127780,,US_AR_05131
17290,,US_AR_05133
16912,,US_AR_05135
12456,,US_AR_05137
40144,,US_AR_05139
16771,,US_AR_05141
225477,,US_AR_05143
79161,,US_AR_05145
6741,,US_AR_05147
21713,,US_AR_05149
55689,,US_AS
6828065,,US_AZ
71474,,US_AZ_04001
126427,,US_AZ_04003
139097,,US_AZ_04005
53159,,US_AZ_04007
37666,,US_AZ_04009
9529,,US_AZ_04011
20152,,US_AZ_04012
4167947,,US_AZ_04013
204737,,US_AZ_04015
108277,,US_AZ_04017
1010025,,US_AZ_04019
406584,,US_AZ_04021
46461,,US_AZ_04023
222255,,US_AZ_04025
204275,,US_AZ_04027
39250017,,US_CA
1671329,,US_CA_06001
1129,,US_CA_06003
39752,,US_CA_06005
219186,,US_CA_06007
45905,,US_CA_06009
21547,,US_CA_06011
1153526,,US_CA_06013
27812,,US_CA_06015
192843,,US_CA_06017
999101,,US_CA_06019
28393,,US_CA_06021
135558,,US_CA_06023
181215,,US_CA_06025
18039,,US_CA_06027
900202,,US_CA_06029
152940,,US_CA_06031
64386,,US_CA_06033
30573,,US_CA_06035
10039107,,US_CA_06037
157327,,US_CA_06039
258826,,US_CA_06041
17203,,US_CA_06043
86749,,US_CA_06045
277680,,US_CA_06047
8841,,US_CA_06049
14444,,US_CA_06051
434061,,US_CA_06053
137744,,US_CA_06055
99755,,US_CA_06057
3175692,,US_CA_06059
398329,,US_CA_06061
18807,,US_CA_06063
2470546,,US_CA_06065
1552058,,US_CA_06067
62808,,US_CA_06069
2180085,,US_CA_06071
3338330,,US_CA_06073
864816,,US_CA_06075
762148,,US_CA_06077
283111,,US_CA_06079
766573,,US_CA_06081
446499,,US_CA_06083
1927852,,US_CA_06085
273213,,US_CA_06087
180080,,US_CA_06089
3005,,US_CA_06091
43539,,US_CA_06093
447643,,US_CA_06095
494336,,US_CA_06097
550660,,US_CA_06099
96971,,US_CA_06101
65084,,US_CA_06103
12285,,US_CA_06105
466195,,US_CA_06107
54478,,US_CA_06109
846006,,US_CA_06111
220500,,US_CA_06113
78668,,US_CA_06115
5456574,,US_CO
491337,,US_CO_08001
16496,,US_CO_08003
631096,,US_CO_08005
12352,,US_CO_08007
3615,,US_CO_08009
5830,,US_CO_08011
319372,,US_CO_08013
65065,,US_CO_08014
18658,,US_CO_08015
1829,,US_CO_08017
9303,,US_CO_08019
8130,,US_CO_08021
3584,,US_CO_08023
5562,,US_CO_08025
4445,,US_CO_08027
29979,,US_CO_08029
682545,,US_CO_08031
1978,,US_CO_08033
322387,,US_CO_08035
53605,,US_CO_08037
24735,,US_CO_08039
674471,,US_CO_08041
46692,,US_CO_08043
58095,,US_CO_08045
5828,,US_CO_08047
14615,,US_CO_08049
16067,,US_CO_08051
774,,US_CO_08053
6492,,US_CO_08055
1356,,US_CO_08057
565524,,US_CO_08059
1423,,US_CO_08061
7758,,US_CO_08063
7485,,US_CO_08065
54688,,US_CO_08067
333577,,US_CO_08069
14058,,US_CO_08071
5557,,US_CO_08073
22036,,US_CO_08075
148513,,US_CO_08077
726,,US_CO_08079
12937,,US_CO_08081
26168,,US_CO_08083
40946,,US_CO_08085
28360,,US_CO_08087
18343,,US_CO_08089
4691,,US_CO_08091
16510,,US_CO_08093
4349,,US_CO_08095
17787,,US_CO_08097
11954,,US_CO_08099
163591,,US_CO_08101
6571,,US_CO_08103
11543,,US_CO_08105
24130,,US_CO_08107
6251,,US_CO_08109
701,,US_CO_08111
7879,,US_CO_08113
2399,,US_CO_08115
30257,,US_CO_08117
23385,,US_CO_08119
4864,,US_CO_08121
285174,,US_CO_08123
10146,,US_CO_08125
3590886,,US_CT
948053,,US_CT_09001
895841,,US_CT_09003
183603,,US_CT_09005
164063,,US_CT_09007
859470,,US_CT_09009
271863,,US_CT_09011
151420,,US_CT_09013
116573,,US_CT_09015
705749,,US_DC
705749,,US_DC_11001
945934,,US_DE
173533,,US_DE_10001
556779,,US_DE_10003
215622,,US_DE_10005
20271272,,US_FL
259964,,US_FL_12001
27420,,US_FL_12003
181635,,US_FL_12005
26928,,US_FL_12007
568088,,US_FL_12009
1896425,,US_FL_12011
14462,,US_FL_12013
173115,,US_FL_12015
141058,,US_FL_12017
203967,,US_FL_12019
357305,,US_FL_12021
68348,,US_FL_12023
35458,,US_FL_12027
16203,,US_FL_12029
913010,,US_FL_12031
311003,,US_FL_12033
105392,,US_FL_12035
11761,,US_FL_12037
46036,,US_FL_12039
17199,,US_FL_12041
13670,,US_FL_12043
15871,,US_FL_12045
14295,,US_FL_12047
27502,,US_FL_12049
39119,,US_FL_12051
178439,,US_FL_12053
99491,,US_FL_12055
1349050,,US_FL_12057
19324,,US_FL_12059
147919,,US_FL_12061
48599,,US_FL_12063
14081,,US_FL_12065
8663,,US_FL_12067
325875,,US_FL_12069
701982,,US_FL_12071
286272,,US_FL_12073
39832,,US_FL_12075
8331,,US_FL_12077
18408,,US_FL_12079
363369,,US_FL_12081
343254,,US_FL_12083
156283,,US_FL_12085
2693117,,US_FL_12086
77482,,US_FL_12087
78444,,US_FL_12089
198664,,US_FL_12091
39469,,US_FL_12093
1288126,,US_FL_12095
323993,,US_FL_12097
1422789,,US_FL_12099
497909,,US_FL_12101
949827,,US_FL_12103
650092,,US_FL_12105
72023,,US_FL_12107
226640,,US_FL_12109
298563,,US_FL_12111
167040,,US_FL_12113
405549,,US_FL_12115
449144,,US_FL_12117
118891,,US_FL_12119
43760,,US_FL_12121
22493,,US_FL_12123
15234,,US_FL_12125
517887,,US_FL_12127
31535,,US_FL_12129
63508,,US_FL_12131
24687,,US_FL_12133
10214860,,US_GA
18454,,US_GA_13001
8398,,US_GA_13003
11299,,US_GA_13005
3180,,US_GA_13007
45459,,US_GA_13009
18495,,US_GA_13011
75370,,US_GA_13013
102747,,US_GA_13015
17403,,US_GA_13017
18963,,US_GA_13019
153721,,US_GA_13021
12243,,US_GA_13023
18455,,US_GA_13025
15658,,US_GA_13027
35137,,US_GA_13029
72651,,US_GA_13031
22745,,US_GA_13033
23593,,US_GA_13035
6479,,US_GA_13037
52102,,US_GA_13039
10886,,US_GA_13043
114545,,US_GA_13045
66050,,US_GA_13047
12965,,US_GA_13049
286956,,US_GA_13051
11368,,US_GA_13053
24922,,US_GA_13055
235900,,US_GA_13057
123912,,US_GA_13059
3141,,US_GA_13061
273955,,US_GA_13063
6893,,US_GA_13065
741334,,US_GA_13067
43108,,US_GA_13069
45844,,US_GA_13071
144052,,US_GA_13073
17124,,US_GA_13075
138427,,US_GA_13077
12388,,US_GA_13079
22881,,US_GA_13081
16264,,US_GA_13083
23312,,US_GA_13085
27174,,US_GA_13087
734871,,US_GA_13089
20882,,US_GA_13091
14035,,US_GA_13093
91332,,US_GA_13095
140733,,US_GA_13097
10575,,US_GA_13099
4040,,US_GA_13101
57106,,US_GA_13103
19364,,US_GA_13105
22708,,US_GA_13107
10787,,US_GA_13109
24303,,US_GA_13111
110714,,US_GA_13113
96504,,US_GA_13115
212438,,US_GA_13117
22311,,US_GA_13119
1010562,,US_GA_13121
29400,,US_GA_13123
3065,,US_GA_13125
83579,,US_GA_13127
56574,,US_GA_13129
25205,,US_GA_13131
16710,,US_GA_13133
895823,,US_GA_13135
43996,,US_GA_13137
193535,,US_GA_13139
8551,,US_GA_13141
28854,,US_GA_13143
33381,,US_GA_13145
25534,,US_GA_13147
11539,,US_GA_13149
217739,,US_GA_13151
150033,,US_GA_13153
9245,,US_GA_13155
63360,,US_GA_13157
13635,,US_GA_13159
14920,,US_GA_13161
16106,,US_GA_13163
8957,,US_GA_13165
9656,,US_GA_13167
28494,,US_GA_13169
18201,,US_GA_13171
10312,,US_GA_13173
47731,,US_GA_13175
29202,,US_GA_13177
62467,,US_GA_13179
7673,,US_GA_13181
17731,,US_GA_13183
112865,,US_GA_13185
31408,,US_GA_13187
21540,,US_GA_13189
13969,,US_GA_13191
13632,,US_GA_13193
28441,,US_GA_13195
8761,,US_GA_13197
21190,,US_GA_13199
5854,,US_GA_13201
22574,,US_GA_13205
27103,,US_GA_13207
8951,,US_GA_13209
18046,,US_GA_13211
39565,,US_GA_13213
200579,,US_GA_13215
105473,,US_GA_13217
35965,,US_GA_13219
14871,,US_GA_13221
152238,,US_GA_13223
26720,,US_GA_13225
30309,,US_GA_13227
19103,,US_GA_13229
17941,,US_GA_13231
41524,,US_GA_13233
11396,,US_GA_13235
21353,,US_GA_13237
2302,,US_GA_13239
16281,,US_GA_13241
7193,,US_GA_13243
201793,,US_GA_13245
88856,,US_GA_13247
5168,,US_GA_13249
14162,,US_GA_13251
8647,,US_GA_13253
64051,,US_GA_13255
25586,,US_GA_13257
5851,,US_GA_13259
30779,,US_GA_13261
6337,,US_GA_13263
1639,,US_GA_13265
25229,,US_GA_13267
8330,,US_GA_13269
16400,,US_GA_13271
9113,,US_GA_13273
45063,,US_GA_13275
40571,,US_GA_13277
27241,,US_GA_13279
11182,,US_GA_13281
6785,,US_GA_13283
69763,,US_GA_13285
8214,,US_GA_13287
8390,,US_GA_13289
22267,,US_GA_13291
26368,,US_GA_13293
68066,,US_GA_13295
88399,,US_GA_13297
35370,,US_GA_13299
5460,,US_GA_13301
20816,,US_GA_13303
29534,,US_GA_13305
2648,,US_GA_13307
7903,,US_GA_13309
28319,,US_GA_13311
104216,,US_GA_13313
8857,,US_GA_13315
9867,,US_GA_13317
9155,,US_GA_13319
20699,,US_GA_13321
167772,,US_GU
1431603,,US_HI
196428,,US_HI_15001
998714,,US_HI_15003
89,,US_HI_15005
71735,,US_HI_15007
164637,,US_HI_15009
3123899,,US_IA
7228,,US_IA_19001
3796,,US_IA_19003
13886,,US_IA_19005
12529,,US_IA_19007
5773,,US_IA_19009
25658,,US_IA_19011
133455,,US_IA_19013
26643,,US_IA_19015
24722,,US_IA_19017
21062,,US_IA_19019
20493,,US_IA_19021
14915,,US_IA_19023
9818,,US_IA_19025
20498,,US_IA_19027
13427,,US_IA_19029
18340,,US_IA_19031
43017,,US_IA_19033
11574,,US_IA_19035
12097,,US_IA_19037
9259,,US_IA_19039
16507,,US_IA_19041
17644,,US_IA_19043
47768,,US_IA_19045
17094,,US_IA_19047
80133,,US_IA_19049
8769,,US_IA_19051
8220,,US_IA_19053
17403,,US_IA_19055
40055,,US_IA_19057
17111,,US_IA_19059
97125,,US_IA_19061
9769,,US_IA_19063
20257,,US_IA_19065
15960,,US_IA_19067
10295,,US_IA_19069
6906,,US_IA_19071
9027,,US_IA_19073
12435,,US_IA_19075
10676,,US_IA_19077
15190,,US_IA_19079
10974,,US_IA_19081
17367,,US_IA_19083
14265,,US_IA_19085
19950,,US_IA_19087
9410,,US_IA_19089
9555,,US_IA_19091
7028,,US_IA_19093
16401,,US_IA_19095
19444,,US_IA_19097
36827,,US_IA_19099
17555,,US_IA_19101
144251,,US_IA_19103
20466,,US_IA_19105
10163,,US_IA_19107
15165,,US_IA_19109
35089,,US_IA_19111
219916,,US_IA_19113
11185,,US_IA_19115
8682,,US_IA_19117
11745,,US_IA_19119
15753,,US_IA_19121
22324,,US_IA_19123
33294,,US_IA_19125
40746,,US_IA_19127
14844,,US_IA_19129
10832,,US_IA_19131
8979,,US_IA_19133
7973,,US_IA_19135
10234,,US_IA_19137
43011,,US_IA_19139
13984,,US_IA_19141
6154,,US_IA_19143
15527,,US_IA_19145
9133,,US_IA_19147
24800,,US_IA_19149
7008,,US_IA_19151
467711,,US_IA_19153
93671,,US_IA_19155
18550,,US_IA_19157
5068,,US_IA_19159
10021,,US_IA_19161
172126,,US_IA_19163
11927,,US_IA_19165
34937,,US_IA_19167
96021,,US_IA_19169
17337,,US_IA_19171
6205,,US_IA_19173
12469,,US_IA_19175
7344,,US_IA_19177
35173,,US_IA_19179
48626,,US_IA_19181
22247,,US_IA_19183
6385,,US_IA_19185
37071,,US_IA_19187
10609,,US_IA_19189
20709,,US_IA_19191
102782,,US_IA_19193
7569,,US_IA_19195
12773,,US_IA_19197
1654930,,US_ID
434211,,US_ID_16001
3843,,US_ID_16003
83744,,US_ID_16005
5922,,US_ID_16007
9052,,US_ID_16009
44990,,US_ID_16011
21592,,US_ID_16013
7058,,US_ID_16015
41859,,US_ID_16017
110089,,US_ID_16019
11318,,US_ID_16021
2501,,US_ID_16023
1066,,US_ID_16025
207478,,US_ID_16027
6770,,US_ID_16029
23506,,US_ID_16031
880,,US_ID_16033
8496,,US_ID_16035
4087,,US_ID_16037
25876,,US_ID_16039
13074,,US_ID_16041
12819,,US_ID_16043
16852,,US_ID_16045
15284,,US_ID_16047
16272,,US_ID_16049
27157,,US_ID_16051
22814,,US_ID_16053
150346,,US_ID_16055
38778,,US_ID_16057
7735,,US_ID_16059
3789,,US_ID_16061
5297,,US_ID_16063
38273,,US_ID_16065
20461,,US_ID_16067
40048,,US_ID_16069
4281,,US_ID_16071
11310,,US_ID_16073
22896,,US_ID_16075
7648,,US_ID_16077
12432,,US_ID_16079
10564,,US_ID_16081
82375,,US_ID_16083
10103,,US_ID_16085
9984,,US_ID_16087
12859995,,US_IL
67013,,US_IL_17001
6780,,US_IL_17003
16950,,US_IL_17005
53585,,US_IL_17007
6829,,US_IL_17009
33587,,US_IL_17011
4899,,US_IL_17013
14616,,US_IL_17015
12847,,US_IL_17017
208861,,US_IL_17019
33642,,US_IL_17021
15979,,US_IL_17023
13428,,US_IL_17025
37786,,US_IL_17027
52521,,US_IL_17029
5238216,,US_IL_17031
19414,,US_IL_17033
10898,,US_IL_17035
104352,,US_IL_17037
16247,,US_IL_17039
19823,,US_IL_17041
933736,,US_IL_17043
17664,,US_IL_17045
6534,,US_IL_17047
34371,,US_IL_17049
22043,,US_IL_17051
13736,,US_IL_17053
39485,,US_IL_17055
35699,,US_IL_17057
5265,,US_IL_17059
13241,,US_IL_17061
50541,,US_IL_17063
8200,,US_IL_17065
18543,,US_IL_17067
4135,,US_IL_17069
6995,,US_IL_17071
49489,,US_IL_17073
28672,,US_IL_17075
59362,,US_IL_17077
9607,,US_IL_17079
38353,,US_IL_17081
22372,,US_IL_17083
22086,,US_IL_17085
12762,,US_IL_17087
530847,,US_IL_17089
110879,,US_IL_17091
123355,,US_IL_17093
51441,,US_IL_17095
703910,,US_IL_17097
111333,,US_IL_17099
16491,,US_IL_17101
34584,,US_IL_17103
36671,,US_IL_17105
29494,,US_IL_17107
31333,,US_IL_17109
307343,,US_IL_17111
173166,,US_IL_17113
107303,,US_IL_17115
46045,,US_IL_17117
266209,,US_IL_17119
38339,,US_IL_17121
11982,,US_IL_17123
13701,,US_IL_17125
14766,,US_IL_17127
12444,,US_IL_17129
15858,,US_IL_17131
33879,,US_IL_17133
28898,,US_IL_17135
34828,,US_IL_17137
14931,,US_IL_17139
51659,,US_IL_17141
186221,,US_IL_17143
21543,,US_IL_17145
16387,,US_IL_17147
15989,,US_IL_17149
4226,,US_IL_17151
5678,,US_IL_17153
5644,,US_IL_17155
32852,,US_IL_17157
16029,,US_IL_17159
146133,,US_IL_17161
264052,,US_IL_17163
24548,,US_IL_17165
198712,,US_IL_17167
7032,,US_IL_17169
5092,,US_IL_17171
21775,,US_IL_17173
