match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Kerala,2020-01-30,1,,1,1,0,0,IN,,kerala,IN_KL
Kerala,2020-02-02,1,,1,2,0,0,IN,,kerala,IN_KL
Kerala,2020-02-03,1,,1,3,0,0,IN,,kerala,IN_KL
Kerala,2020-03-08,5,,5,8,0,0,IN,,kerala,IN_KL
Kerala,2020-03-09,1,,1,9,0,0,IN,,kerala,IN_KL
Kerala,2020-03-11,8,,8,17,0,0,IN,,kerala,IN_KL
Kerala,2020-03-13,2,,2,19,0,0,IN,,kerala,IN_KL
Kerala,2020-03-15,3,,3,22,0,0,IN,,kerala,IN_KL
Kerala,2020-03-16,1,,1,23,0,0,IN,,kerala,IN_KL
Kerala,2020-03-17,3,,3,26,0,0,IN,,kerala,IN_KL
Kerala,2020-03-18,1,,1,27,0,0,IN,,kerala,IN_KL
Kerala,2020-03-20,1,,1,28,0,0,IN,,kerala,IN_KL
Kerala,2020-03-21,12,,12,40,0,0,IN,,kerala,IN_KL
Kerala,2020-03-22,12,,12,52,0,0,IN,,kerala,IN_KL
Kerala,2020-03-23,15,,15,67,0,0,IN,,kerala,IN_KL
Kerala,2020-03-24,28,,28,95,0,0,IN,,kerala,IN_KL
Kerala,2020-03-25,14,,14,109,0,0,IN,,kerala,IN_KL
Kerala,2020-03-26,9,,9,118,0,0,IN,,kerala,IN_KL
Kerala,2020-03-27,43,,43,161,0,0,IN,,kerala,IN_KL
Kerala,2020-03-28,15,1,15,176,1,1,IN,,kerala,IN_KL
Kerala,2020-03-29,6,,6,182,0,1,IN,,kerala,IN_KL
Kerala,2020-03-30,37,,37,219,0,1,IN,,kerala,IN_KL
Kerala,2020-03-31,15,,15,234,0,1,IN,,kerala,IN_KL
Kerala,2020-04-01,7,1,7,241,1,2,IN,,kerala,IN_KL
Kerala,2020-04-02,24,,24,265,0,2,IN,,kerala,IN_KL
Kerala,2020-04-03,21,,21,286,0,2,IN,,kerala,IN_KL
Kerala,2020-04-04,9,,9,295,0,2,IN,,kerala,IN_KL
Kerala,2020-04-05,11,,11,306,0,2,IN,,kerala,IN_KL
Kerala,2020-04-06,8,,8,314,0,2,IN,,kerala,IN_KL
Kerala,2020-04-07,13,,13,327,0,2,IN,,kerala,IN_KL
Kerala,2020-04-08,9,,9,336,0,2,IN,,kerala,IN_KL
Kerala,2020-04-09,9,,9,345,0,2,IN,,kerala,IN_KL
Kerala,2020-04-10,12,,12,357,0,2,IN,,kerala,IN_KL
Kerala,2020-04-11,7,,7,364,0,2,IN,,kerala,IN_KL
Kerala,2020-04-12,10,,10,374,0,2,IN,,kerala,IN_KL
Kerala,2020-04-13,2,1,2,376,1,3,IN,,kerala,IN_KL
Kerala,2020-04-14,3,,3,379,0,3,IN,,kerala,IN_KL
Kerala,2020-04-15,8,,8,387,0,3,IN,,kerala,IN_KL
Kerala,2020-04-16,1,,1,388,0,3,IN,,kerala,IN_KL
Kerala,2020-04-17,7,,7,395,0,3,IN,,kerala,IN_KL
Kerala,2020-04-18,1,,1,396,0,3,IN,,kerala,IN_KL
Kerala,2020-04-19,4,,4,400,0,3,IN,,kerala,IN_KL
Kerala,2020-04-20,2,,2,402,0,3,IN,,kerala,IN_KL
Kerala,2020-04-21,6,,6,408,0,3,IN,,kerala,IN_KL
Kerala,2020-04-22,19,,19,427,0,3,IN,,kerala,IN_KL
Kerala,2020-04-23,11,,11,438,0,3,IN,,kerala,IN_KL
Kerala,2020-04-24,10,,10,448,0,3,IN,,kerala,IN_KL
Kerala,2020-04-25,3,,3,451,0,3,IN,,kerala,IN_KL
Kerala,2020-04-26,7,1,7,458,1,4,IN,,kerala,IN_KL
Kerala,2020-04-27,11,,11,469,0,4,IN,,kerala,IN_KL
Kerala,2020-04-28,13,,13,482,0,4,IN,,kerala,IN_KL
Kerala,2020-04-29,4,,4,486,0,4,IN,,kerala,IN_KL
Kerala,2020-04-30,10,,10,496,0,4,IN,,kerala,IN_KL
Kerala,2020-05-01,1,,1,497,0,4,IN,,kerala,IN_KL
Kerala,2020-05-02,1,,1,498,0,4,IN,,kerala,IN_KL
Kerala,2020-05-03,2,,2,500,0,4,IN,,kerala,IN_KL
Kerala,2020-05-06,2,,2,502,0,4,IN,,kerala,IN_KL
Kerala,2020-05-07,1,,1,503,0,4,IN,,kerala,IN_KL
