total_pruid,subregion1_name,date,total_confirmed,total_numprob,total_deceased,total_numtotal,total_tested,total_recovered,total_percentrecover,total_ratetested,total_numtoday,total_percentoday,total_ratetotal,total_ratedeaths,total_deathstoday,total_percentdeath,total_testedtoday,total_recoveredtoday,total_percentactive,new_pruid,new_confirmed,new_numprob,new_deceased,new_numtotal,new_tested,new_recovered,new_percentrecover,new_ratetested,new_numtoday,new_percentoday,new_ratetotal,new_ratedeaths,new_deathstoday,new_percentdeath,new_testedtoday,new_recoveredtoday,new_percentactive,country_code,key
1,,2020-05-29,89407,11,6979,89418,1596449,47533,53.16,42471,906,1.02,237.88,18.566,102,7.8,11214,680,39.04,0,906,0,102,906,11214,680,0.23,298,-87,-0.11,2.41,0.271,-10,0.03,-43090,4,-0.26,CA,CA
1,,2020-05-30,90179,11,7073,90190,1634277,48116,53.35,43477,772,0.86,239.94,18.817,94,7.84,37828,583,38.81,0,772,0,94,772,37828,583,0.19,1006,-134,-0.16,2.06,0.251,-8,0.04,26614,-97,-0.23,CA,CA
1,,2020-05-31,90936,11,7295,90947,1665831,48892,53.76,44317,757,0.84,241.95,19.407,222,8.02,31554,776,38.22,0,757,0,222,757,31554,776,0.41,840,-15,-0.02,2.01,0.59,128,0.18,-6274,193,-0.59,CA,CA
1,,2020-06-01,91694,11,7326,91705,1695918,49739,54.24,45117,758,0.83,243.97,19.49,31,7.99,30087,847,37.77,0,758,0,31,758,30087,847,0.48,800,1,-0.01,2.02,0.083,-191,-0.03,-1467,71,-0.45,CA,CA
1,,2020-06-02,92399,11,7395,92410,1724250,50357,54.49,45871,705,0.77,245.84,19.673,69,8,28332,618,37.5,0,705,0,69,705,28332,618,0.25,754,-53,-0.06,1.87,0.183,38,0.01,-1755,-229,-0.27,CA,CA
1,,2020-06-03,93074,11,7498,93085,1755926,51048,54.84,46714,675,0.73,247.64,19.947,103,8.06,31676,691,37.1,0,675,0,103,675,31676,691,0.35,843,-30,-0.04,1.8,0.274,34,0.06,3344,73,-0.4,CA,CA
1,,2020-06-04,93715,11,7637,93726,1791106,51739,55.2,47649,641,0.69,249.34,20.317,139,8.15,35180,691,36.65,0,641,0,139,641,35180,691,0.36,935,-34,-0.04,1.7,0.37,36,0.09,3504,0,-0.45,CA,CA
1,,2020-06-05,94324,11,7703,94335,1830498,52568,55.72,48697,609,0.65,250.96,20.493,66,8.17,39392,829,36.11,0,609,0,66,609,39392,829,0.52,1048,-32,-0.04,1.62,0.176,-73,0.02,4212,138,-0.54,CA,CA
1,,2020-06-06,95046,11,7773,95057,1868277,53614,56.4,49702,722,0.77,252.88,20.679,70,8.18,37779,1046,35.42,0,722,0,70,722,37779,1046,0.68,1005,113,0.12,1.92,0.186,4,0.01,-1613,217,-0.69,CA,CA
1,,2020-06-07,95688,11,7800,95699,1896822,54233,56.67,50462,642,0.68,254.59,20.751,27,8.15,28545,619,35.18,0,642,0,27,642,28545,619,0.27,760,-80,-0.09,1.71,0.072,-43,-0.03,-9234,-427,-0.24,CA,CA
1,,2020-06-08,96233,11,7835,96244,1930141,54833,56.97,51348,545,0.57,256.04,20.844,35,8.14,33319,600,34.89,0,545,0,35,545,33319,600,0.3,886,-97,-0.11,1.45,0.093,8,-0.01,4774,-19,-0.29,CA,CA
1,,2020-06-09,96642,11,7897,96653,1955719,55572,57.5,52029,409,0.42,257.13,21.009,62,8.17,25578,739,34.33,0,409,0,62,409,25578,739,0.53,681,-136,-0.15,1.09,0.165,27,0.03,-7741,139,-0.56,CA,CA
1,,2020-06-10,97114,11,7960,97125,1989255,56639,58.32,52921,472,0.49,258.38,21.176,63,8.2,33536,1067,33.49,0,472,0,63,472,33536,1067,0.82,892,63,0.07,1.25,0.167,1,0.03,7958,328,-0.84,CA,CA
1,,2020-06-11,97519,11,7994,97530,2028496,57658,59.12,53965,405,0.42,259.46,21.267,34,8.2,39241,1019,32.69,0,405,0,34,405,39241,1019,0.8,1044,-67,-0.07,1.08,0.091,-29,0,5705,-48,-0.8,CA,CA
1,,2020-06-12,97932,11,8049,97943,2072096,58523,59.75,55125,413,0.42,260.56,21.413,55,8.22,43600,865,32.03,0,413,0,55,413,43600,865,0.63,1160,8,0,1.1,0.146,21,0.02,4359,-154,-0.66,CA,CA
1,,2020-06-13,98399,11,8107,98410,2113924,59354,60.31,56237,467,0.48,261.8,21.567,58,8.24,41828,831,31.45,0,467,0,58,467,41828,831,0.56,1112,54,0.06,1.24,0.154,3,0.02,-1772,-34,-0.58,CA,CA
1,,2020-06-14,98776,11,8146,98787,2152776,60272,61.01,57271,377,0.38,262.81,21.671,39,8.25,38852,918,30.74,0,377,0,39,377,38852,918,0.7,1034,-90,-0.1,1.01,0.104,-19,0.01,-2976,87,-0.71,CA,CA
1,,2020-06-15,99136,11,8175,99147,2183476,61042,61.57,58088,360,0.36,263.76,21.748,29,8.25,30700,770,30.19,0,360,0,29,360,30700,770,0.56,817,-17,-0.02,0.95,0.077,-10,0,-8152,-148,-0.55,CA,CA
1,,2020-06-16,99456,11,8213,99467,2216730,61443,61.77,58972,320,0.32,264.62,21.849,38,8.26,33254,401,29.97,0,320,0,38,320,33254,401,0.2,884,-40,-0.04,0.86,0.101,9,0.01,2554,-369,-0.22,CA,CA
1,,2020-06-17,99842,11,8254,99853,2254481,62017,62.11,59977,386,0.39,265.64,21.958,41,8.27,37751,574,29.63,0,386,0,41,386,37751,574,0.34,1005,66,0.07,1.02,0.109,3,0.01,4497,173,-0.34,CA,CA
1,,2020-06-18,100209,11,8300,100220,2295440,62496,62.36,61066,367,0.37,266.62,22.081,46,8.28,40959,479,29.36,0,367,0,46,367,40959,479,0.25,1089,-19,-0.02,0.98,0.123,5,0.01,3208,-95,-0.27,CA,CA
1,,2020-06-19,100618,11,8346,100629,2339563,63003,62.61,62240,409,0.41,267.71,22.203,46,8.29,44123,507,29.1,0,409,0,46,409,44123,507,0.25,1174,42,0.04,1.09,0.122,0,0.01,3164,28,-0.26,CA,CA
1,,2020-06-20,101008,11,8410,101019,2382781,63488,62.85,63390,390,0.39,268.74,22.373,64,8.33,43218,485,28.83,0,390,0,64,390,43218,485,0.24,1150,-19,-0.02,1.03,0.17,18,0.04,-905,-22,-0.27,CA,CA
1,,2020-06-21,101326,11,8430,101337,2415441,63886,63.04,64259,318,0.31,269.59,22.427,20,8.32,32660,398,28.64,0,318,0,20,318,32660,398,0.19,869,-72,-0.08,0.85,0.054,-44,-0.01,-10558,-87,-0.19,CA,CA
1,,2020-06-22,101626,11,8436,101637,2444118,64334,63.3,65022,300,0.3,270.39,22.443,6,8.3,28677,448,28.4,0,300,0,6,300,28677,448,0.26,763,-18,-0.01,0.8,0.016,-14,-0.02,-3983,50,-0.24,CA,CA
1,,2020-06-23,101952,11,8454,101963,2482869,64704,63.46,66053,326,0.32,271.26,22.49,18,8.29,38751,370,28.25,0,326,0,18,326,38751,370,0.16,1031,26,0.02,0.87,0.047,12,-0.01,10074,-78,-0.15,CA,CA
46,Manitoba,2020-03-11,0,0,0,0,352,,,257,0,0,0,0,0,,352,,,,,,,,,,,,,,,,,,,,,CA,CA_MB
46,Manitoba,2020-03-12,0,1,0,1,352,,,257,1,0,0.07,0,0,0,0,,100,0,0,1,0,1,0,,,0,1,0,0.07,0,0,,-352,,,CA,CA_MB
46,Manitoba,2020-03-13,1,2,0,3,352,,,257,2,200,0.22,0,0,0,0,,100,0,1,1,0,2,0,,,0,1,200,0.15,0,0,0,0,,0,CA,CA_MB
46,Manitoba,2020-03-14,1,3,0,4,837,,,611,1,33.33,0.29,0,0,0,485,,100,0,0,1,0,1,485,,,354,-1,-166.67,0.07,0,0,0,485,,0,CA,CA_MB
46,Manitoba,2020-03-15,4,0,0,4,837,,,611,0,0,0.29,0,0,0,0,,100,0,3,-3,0,0,0,,,0,-1,-33.33,0,0,0,0,-485,,0,CA,CA_MB
46,Manitoba,2020-03-16,4,3,0,7,1848,,,1349,3,75,0.51,0,0,0,1011,,100,0,0,3,0,3,1011,,,738,3,75,0.22,0,0,0,1011,,0,CA,CA_MB
46,Manitoba,2020-03-17,7,0,0,7,2216,,,1618,0,0,0.51,0,0,0,368,,100,0,3,-3,0,0,368,,,269,-3,-75,0,0,0,0,-643,,0,CA,CA_MB
46,Manitoba,2020-03-18,8,7,0,15,2739,,,2000,8,114.29,1.1,0,0,0,523,,100,0,1,7,0,8,523,,,382,8,114.29,0.59,0,0,0,155,,0,CA,CA_MB
46,Manitoba,2020-03-19,17,0,0,17,3189,,,2329,2,13.33,1.24,0,0,0,450,,100,0,9,-7,0,2,450,,,329,-6,-100.96,0.14,0,0,0,-73,,0,CA,CA_MB
46,Manitoba,2020-03-20,17,0,0,17,3367,,,2459,0,0,1.24,0,0,0,178,,100,0,0,0,0,0,178,,,130,-2,-13.33,0,0,0,0,-272,,0,CA,CA_MB
46,Manitoba,2020-03-21,11,8,0,19,3668,,,2678,2,11.76,1.39,0,0,0,301,,100,0,-6,8,0,2,301,,,219,2,11.76,0.15,0,0,0,123,,0,CA,CA_MB
46,Manitoba,2020-03-22,11,8,0,19,3936,,,2874,0,0,1.39,0,0,0,268,,100,0,0,0,0,0,268,,,196,-2,-11.76,0,0,0,0,-33,,0,CA,CA_MB
46,Manitoba,2020-03-23,11,9,0,20,4133,,,3018,1,5.26,1.46,0,0,0,197,,100,0,0,1,0,1,197,,,144,1,5.26,0.07,0,0,0,-71,,0,CA,CA_MB
46,Manitoba,2020-03-24,11,10,0,21,4406,,,3217,1,5,1.53,0,0,0,273,,100,0,0,1,0,1,273,,,199,0,-0.26,0.07,0,0,0,76,,0,CA,CA_MB
46,Manitoba,2020-03-25,11,24,0,35,4740,,,3461,14,66.67,2.56,0,0,0,334,,100,0,0,14,0,14,334,,,244,13,61.67,1.03,0,0,0,61,,0,CA,CA_MB
46,Manitoba,2020-03-26,11,25,0,36,5429,1,2.78,3964,1,2.86,2.63,0,0,0,689,1,97.22,0,0,1,0,1,689,,,503,-13,-63.81,0.07,0,0,0,355,,-2.78,CA,CA_MB
46,Manitoba,2020-03-27,25,14,1,39,6022,1,2.56,4397,3,8.33,2.85,0.073,1,2.56,593,0,94.87,0,14,-11,1,3,593,0,-0.22,433,2,5.47,0.22,0.073,1,2.56,-96,-1,-2.35,CA,CA_MB
46,Manitoba,2020-03-28,25,39,1,64,6931,1,1.56,5061,25,64.1,4.67,0.073,0,1.56,909,0,96.88,0,0,25,0,25,909,0,-1,664,22,55.77,1.82,0,-1,-1,316,0,2.01,CA,CA_MB
46,Manitoba,2020-03-29,69,3,1,72,7876,1,1.39,5751,8,12.5,5.26,0.073,0,1.39,945,0,97.22,0,44,-36,0,8,945,0,-0.17,690,-17,-51.6,0.59,0,0,-0.17,36,0,0.34,CA,CA_MB
46,Manitoba,2020-03-30,83,13,1,96,8326,2,2.08,6080,24,33.33,7.01,0.073,0,1.04,450,1,96.88,0,14,10,0,24,450,1,0.69,329,16,20.83,1.75,0,0,-0.35,-495,1,-0.34,CA,CA_MB
46,Manitoba,2020-03-31,91,12,1,103,8629,4,3.88,6301,7,7.29,7.52,0.073,0,0.97,303,2,95.15,0,8,-1,0,7,303,2,1.8,221,-17,-26.04,0.51,0,0,-0.07,-147,1,-1.73,CA,CA_MB
46,Manitoba,2020-04-01,109,18,1,127,9811,4,3.15,7164,24,23.3,9.27,0.073,0,0.79,1182,0,96.06,0,18,6,0,24,1182,0,-0.73,863,17,16.01,1.75,0,0,-0.18,879,-2,0.91,CA,CA_MB
46,Manitoba,2020-04-02,152,15,1,167,11098,11,6.59,8104,40,31.5,12.19,0.073,0,0.6,1287,7,92.81,0,43,-3,0,40,1287,7,3.44,940,16,8.2,2.92,0,0,-0.19,105,7,-3.25,CA,CA_MB
46,Manitoba,2020-04-03,164,18,2,182,11650,,,8507,15,8.98,13.29,0.146,1,1.1,552,,98.9,0,12,3,1,15,552,0,0,403,-25,-22.52,1.1,0.073,1,0.5,-735,0,6.09,CA,CA_MB
46,Manitoba,2020-04-04,172,22,2,194,12191,,,8902,12,6.59,14.17,0.146,0,1.03,541,,98.97,0,8,4,0,12,541,0,0,395,-3,-2.39,0.88,0,-1,-0.07,-11,0,0.07,CA,CA_MB
46,Manitoba,2020-04-05,187,16,2,203,12771,17,8.37,9326,9,4.64,14.82,0.146,0,0.99,580,17,90.64,0,15,-6,0,9,580,6,1.78,424,-3,-1.95,0.65,0,0,-0.04,39,10,-8.33,CA,CA_MB
46,Manitoba,2020-04-06,190,14,2,204,13788,17,8.33,10068,1,0.49,14.9,0.146,0,0.98,1017,0,90.69,0,3,-2,0,1,1017,0,-0.04,742,-8,-4.15,0.08,0,0,-0.01,437,-17,0.05,CA,CA_MB
46,Manitoba,2020-04-07,203,14,3,217,13990,,,10216,13,6.37,15.85,0.219,1,1.38,202,,98.62,0,13,0,1,13,202,0,0,148,12,5.88,0.95,0.073,1,0.4,-815,0,7.93,CA,CA_MB
46,Manitoba,2020-04-08,206,15,3,221,14569,,,10638,4,1.84,16.14,0.219,0,1.36,579,,98.64,0,3,1,0,4,579,0,0,422,-9,-4.53,0.29,0,-1,-0.02,377,0,0.02,CA,CA_MB
46,Manitoba,2020-04-09,207,17,3,224,14569,,,10638,3,1.36,16.36,0.219,0,1.34,0,,98.66,0,1,2,0,3,0,0,0,0,-1,-0.48,0.22,0,0,-0.02,-579,0,0.02,CA,CA_MB
46,Manitoba,2020-04-10,215,15,4,230,16075,,,11738,6,2.68,16.79,0.292,1,1.74,1506,,98.26,0,8,-2,1,6,1506,0,0,1100,3,1.32,0.43,0.073,1,0.4,1506,0,-0.4,CA,CA_MB
46,Manitoba,2020-04-11,226,17,4,243,16220,,,11844,13,5.65,17.74,0.292,0,1.65,145,,98.35,0,11,2,0,13,145,0,0,106,7,2.97,0.95,0,-1,-0.09,-1361,0,0.09,CA,CA_MB
46,Manitoba,2020-04-12,226,16,4,242,17066,,,12462,-1,-0.41,17.67,0.292,0,1.65,846,,98.35,0,0,-1,0,-1,846,0,0,618,-14,-6.06,-0.07,0,0,0,701,0,0,CA,CA_MB
46,Manitoba,2020-04-13,229,17,4,246,17119,,,12501,4,1.65,17.96,0.292,0,1.63,53,,98.37,0,3,1,0,4,53,0,0,39,5,2.06,0.29,0,0,-0.02,-793,0,0.02,CA,CA_MB
46,Manitoba,2020-04-14,229,17,4,246,17789,,,12990,0,0,17.96,0.292,0,1.63,670,,98.37,0,0,0,0,0,670,0,0,489,-4,-1.65,0,0,0,0,617,0,0,CA,CA_MB
46,Manitoba,2020-04-15,231,17,5,246,17789,,,12990,0,0,17.96,0.365,1,2.03,0,,97.97,0,2,0,1,0,0,0,0,0,0,0,0,0.073,1,0.4,-670,0,-0.4,CA,CA_MB
46,Manitoba,2020-04-16,239,11,5,250,18318,,,13376,4,1.63,18.26,0.365,0,2,529,,98,0,8,-6,0,4,529,0,0,386,4,1.63,0.3,0,-1,-0.03,529,0,0.03,CA,CA_MB
46,Manitoba,2020-04-17,239,11,5,250,18814,,,13738,0,0,18.26,0.365,0,2,496,,98,0,0,0,0,0,496,0,0,362,-4,-1.63,0,0,0,0,-33,0,0,CA,CA_MB
46,Manitoba,2020-04-18,243,10,5,253,19412,132,52.17,14175,3,1.2,18.47,0.365,0,1.98,598,132,45.85,0,4,-1,0,3,598,115,43.84,437,3,1.2,0.21,0,0,-0.02,102,132,-52.15,CA,CA_MB
46,Manitoba,2020-04-19,245,8,5,253,19634,143,56.52,14337,0,0,18.47,0.365,0,1.98,222,11,41.5,0,2,-2,0,0,222,11,4.35,162,-3,-1.2,0,0,0,0,-376,-121,-4.35,CA,CA_MB
46,Manitoba,2020-04-20,246,8,6,254,19924,143,56.3,14549,1,0.4,18.55,0.438,1,2.36,290,0,41.34,0,1,0,1,1,290,0,-0.22,212,1,0.4,0.08,0.073,1,0.38,68,-11,-0.16,CA,CA_MB
46,Manitoba,2020-04-21,246,9,6,255,20328,150,58.82,14844,1,0.39,18.62,0.438,0,2.35,404,7,38.82,0,0,1,0,1,404,7,2.52,295,0,-0.01,0.07,0,-1,-0.01,114,7,-2.52,CA,CA_MB
46,Manitoba,2020-04-22,246,11,6,257,20651,154,59.92,15080,2,0.78,18.77,0.438,0,2.33,323,4,37.74,0,0,2,0,2,323,4,1.1,236,1,0.39,0.15,0,0,-0.02,-81,-3,-1.08,CA,CA_MB
46,Manitoba,2020-04-23,251,11,6,262,21229,174,66.41,15502,5,1.95,19.13,0.438,0,2.29,578,20,31.3,0,5,0,0,5,578,20,6.49,422,3,1.17,0.36,0,0,-0.04,255,16,-6.44,CA,CA_MB
46,Manitoba,2020-04-24,252,11,6,263,21720,196,74.52,15860,1,0.38,19.2,0.438,0,2.28,491,22,23.19,0,1,0,0,1,491,22,8.11,358,-4,-1.57,0.07,0,0,-0.01,-87,2,-8.11,CA,CA_MB
46,Manitoba,2020-04-25,256,11,6,267,21720,199,74.53,15860,4,1.52,19.5,0.438,0,2.25,0,3,23.22,0,4,0,0,4,0,3,0.01,0,3,1.14,0.3,0,0,-0.03,-491,-19,0.03,CA,CA_MB
46,Manitoba,2020-04-26,260,11,6,271,21720,199,73.43,15860,4,1.5,19.79,0.438,0,2.21,0,0,24.35,0,4,0,0,4,0,0,-1.1,0,0,-0.02,0.29,0,0,-0.04,0,-3,1.13,CA,CA_MB
46,Manitoba,2020-04-27,261,11,6,272,23149,205,75.37,16904,1,0.37,19.86,0.438,0,2.21,1429,6,22.43,0,1,0,0,1,1429,6,1.94,1044,-3,-1.13,0.07,0,0,0,1429,6,-1.92,CA,CA_MB
46,Manitoba,2020-04-28,261,11,6,272,23379,209,76.84,17072,0,0,19.86,0.438,0,2.21,230,4,20.96,0,0,0,0,0,230,4,1.47,168,-1,-0.37,0,0,0,0,-1199,-2,-1.47,CA,CA_MB
46,Manitoba,2020-04-29,263,10,6,273,23817,213,78.02,17391,1,0.37,19.93,0.438,0,2.2,438,4,19.78,0,2,-1,0,1,438,4,1.18,319,1,0.37,0.07,0,0,-0.01,208,0,-1.18,CA,CA_MB
46,Manitoba,2020-04-30,264,11,6,275,24304,220,80,17747,2,0.73,20.08,0.438,0,2.18,487,7,17.82,0,1,1,0,2,487,7,1.98,356,1,0.36,0.15,0,0,-0.02,49,3,-1.96,CA,CA_MB
46,Manitoba,2020-05-01,268,11,6,279,24975,235,84.23,18237,4,1.45,20.37,0.438,0,2.15,671,15,13.62,0,4,0,0,4,671,15,4.23,490,2,0.72,0.29,0,0,-0.03,184,8,-4.2,CA,CA_MB
46,Manitoba,2020-05-02,269,11,6,280,25736,236,84.29,18793,1,0.36,20.45,0.438,0,2.14,761,1,13.57,0,1,0,0,1,761,1,0.06,556,-3,-1.09,0.08,0,0,-0.01,90,-14,-0.05,CA,CA_MB
46,Manitoba,2020-05-03,270,11,6,281,26253,237,84.34,19170,1,0.36,20.52,0.438,0,2.14,517,1,13.52,0,1,0,0,1,517,1,0.05,377,0,0,0.07,0,0,0,-244,0,-0.05,CA,CA_MB
46,Manitoba,2020-05-04,270,11,6,281,26857,238,84.7,19611,0,0,20.52,0.438,0,2.14,604,1,13.17,0,0,0,0,0,604,1,0.36,441,-1,-0.36,0,0,0,0,87,0,-0.35,CA,CA_MB
46,Manitoba,2020-05-05,271,11,7,282,27202,238,84.4,19863,1,0.36,20.59,0.511,1,2.48,345,0,13.12,0,1,0,1,1,345,0,-0.3,252,1,0.36,0.07,0.073,1,0.34,-259,-1,-0.05,CA,CA_MB
46,Manitoba,2020-05-06,273,11,7,284,27712,242,85.21,20236,2,0.71,20.74,0.511,0,2.46,510,4,12.32,0,2,0,0,2,510,4,0.81,373,1,0.35,0.15,0,-1,-0.02,165,4,-0.8,CA,CA_MB
46,Manitoba,2020-05-07,272,11,7,283,28232,243,85.87,20615,-1,-0.35,20.67,0.511,0,2.47,520,1,11.66,0,-1,0,0,-1,520,1,0.66,379,-3,-1.06,-0.07,0,0,0.01,10,-3,-0.66,CA,CA_MB
46,Manitoba,2020-05-08,273,11,7,284,28742,247,86.97,20988,1,0.35,20.74,0.511,0,2.46,510,4,10.56,0,1,0,0,1,510,4,1.1,373,2,0.7,0.07,0,0,-0.01,-10,3,-1.1,CA,CA_MB
46,Manitoba,2020-05-09,273,11,7,284,29438,247,86.97,21496,0,0,20.74,0.511,0,2.46,696,0,10.56,0,0,0,0,0,696,0,0,508,-1,-0.35,0,0,0,0,186,-4,0,CA,CA_MB
46,Manitoba,2020-05-10,276,11,7,287,30046,247,86.06,21940,3,1.06,20.96,0.511,0,2.44,608,0,11.5,0,3,0,0,3,608,0,-0.91,444,3,1.06,0.22,0,0,-0.02,-88,0,0.94,CA,CA_MB
46,Manitoba,2020-05-11,278,11,7,289,30398,247,85.47,22197,2,0.7,21.1,0.511,0,2.42,352,0,12.11,0,2,0,0,2,352,0,-0.59,257,-1,-0.36,0.14,0,0,-0.02,-256,0,0.61,CA,CA_MB
46,Manitoba,2020-05-12,279,11,7,290,30799,251,86.55,22490,1,0.35,21.18,0.511,0,2.41,401,4,11.03,0,1,0,0,1,401,4,1.08,293,-1,-0.35,0.08,0,0,-0.01,49,4,-1.08,CA,CA_MB
46,Manitoba,2020-05-13,279,11,7,290,31416,251,86.55,22940,0,0,21.18,0.511,0,2.41,617,0,11.03,0,0,0,0,0,617,0,0,450,-1,-0.35,0,0,0,0,216,-4,0,CA,CA_MB
46,Manitoba,2020-05-14,278,11,7,289,31742,252,87.2,23178,-1,-0.34,21.1,0.511,0,2.42,326,1,10.38,0,-1,0,0,-1,326,1,0.65,238,-1,-0.34,-0.08,0,0,0.01,-291,1,-0.65,CA,CA_MB
46,Manitoba,2020-05-15,278,11,7,289,32492,254,87.89,23726,0,0,21.1,0.511,0,2.42,750,2,9.69,0,0,0,0,0,750,2,0.69,548,1,0.34,0,0,0,0,424,1,-0.69,CA,CA_MB
46,Manitoba,2020-05-16,278,11,7,289,33295,257,88.93,24312,0,0,21.1,0.511,0,2.42,803,3,8.65,0,0,0,0,0,803,3,1.04,586,0,0,0,0,0,0,53,1,-1.04,CA,CA_MB
46,Manitoba,2020-05-17,278,11,7,289,34042,257,88.93,24858,0,0,21.1,0.511,0,2.42,747,0,8.65,0,0,0,0,0,747,0,0,546,0,0,0,0,0,0,-56,-3,0,CA,CA_MB
46,Manitoba,2020-05-18,279,11,7,290,34498,257,88.62,25191,1,0.35,21.18,0.511,0,2.41,456,0,8.97,0,1,0,0,1,456,0,-0.31,333,1,0.35,0.08,0,0,-0.01,-291,0,0.32,CA,CA_MB
46,Manitoba,2020-05-19,279,11,7,290,34892,257,88.62,25479,0,0,21.18,0.511,0,2.41,394,0,8.97,0,0,0,0,0,394,0,0,288,-1,-0.35,0,0,0,0,-62,0,0,CA,CA_MB
46,Manitoba,2020-05-20,279,11,7,290,35133,257,88.62,25655,0,0,21.18,0.511,0,2.41,241,0,8.97,0,0,0,0,0,241,0,0,176,0,0,0,0,0,0,-153,0,0,CA,CA_MB
46,Manitoba,2020-05-21,279,11,7,290,35723,265,91.38,26085,0,0,21.18,0.511,0,2.41,590,8,6.21,0,0,0,0,0,590,8,2.76,430,0,0,0,0,0,0,349,8,-2.76,CA,CA_MB
46,Manitoba,2020-05-22,281,11,7,292,36590,267,91.44,26718,2,0.69,21.32,0.511,0,2.4,867,2,6.16,0,2,0,0,2,867,2,0.06,633,2,0.69,0.14,0,0,-0.01,277,-6,-0.05,CA,CA_MB
46,Manitoba,2020-05-23,281,11,7,292,37025,268,91.78,27036,0,0,21.32,0.511,0,2.4,435,1,5.82,0,0,0,0,0,435,1,0.34,318,-2,-0.69,0,0,0,0,-432,-1,-0.34,CA,CA_MB
46,Manitoba,2020-05-24,281,11,7,292,37903,268,91.78,27677,0,0,21.32,0.511,0,2.4,878,0,5.82,0,0,0,0,0,878,0,0,641,0,0,0,0,0,0,443,-1,0,CA,CA_MB
46,Manitoba,2020-05-25,281,11,7,292,38072,268,91.78,27801,0,0,21.32,0.511,0,2.4,169,0,5.82,0,0,0,0,0,169,0,0,124,0,0,0,0,0,0,-709,0,0,CA,CA_MB
46,Manitoba,2020-05-26,281,11,7,292,38775,269,92.12,28314,0,0,21.32,0.511,0,2.4,703,1,5.48,0,0,0,0,0,703,1,0.34,513,0,0,0,0,0,0,534,1,-0.34,CA,CA_MB
46,Manitoba,2020-05-27,281,11,7,292,39790,271,92.81,29055,0,0,21.32,0.511,0,2.4,1015,2,4.79,0,0,0,0,0,1015,2,0.69,741,0,0,0,0,0,0,312,1,-0.69,CA,CA_MB
46,Manitoba,2020-05-28,283,11,7,294,40709,273,92.86,29726,2,0.68,21.47,0.511,0,2.38,919,2,4.76,0,2,0,0,2,919,2,0.05,671,2,0.68,0.15,0,0,-0.02,-96,0,-0.03,CA,CA_MB
46,Manitoba,2020-05-29,283,11,7,294,41578,273,92.86,30361,0,0,21.47,0.511,0,2.38,869,0,4.76,0,0,0,0,0,869,0,0,635,-2,-0.68,0,0,0,0,-50,-2,0,CA,CA_MB
46,Manitoba,2020-05-30,283,11,7,294,41578,278,94.56,30361,0,0,21.47,0.511,0,2.38,0,5,3.06,0,0,0,0,0,0,5,1.7,0,0,0,0,0,0,0,-869,5,-1.7,CA,CA_MB
46,Manitoba,2020-05-31,284,11,7,295,41578,278,94.24,30361,1,0.34,21.54,0.511,0,2.37,0,0,3.39,0,1,0,0,1,0,0,-0.32,0,1,0.34,0.07,0,0,-0.01,0,-5,0.33,CA,CA_MB
46,Manitoba,2020-06-01,284,11,7,295,43807,278,94.24,31988,0,0,21.54,0.511,0,2.37,2229,0,3.39,0,0,0,0,0,2229,0,0,1627,-1,-0.34,0,0,0,0,2229,0,0,CA,CA_MB
46,Manitoba,2020-06-02,286,11,7,297,44400,278,93.6,32421,2,0.68,21.69,0.511,0,2.36,593,0,4.04,0,2,0,0,2,593,0,-0.64,433,2,0.68,0.15,0,0,-0.01,-1636,0,0.65,CA,CA_MB
46,Manitoba,2020-06-03,287,11,7,298,45128,282,94.63,32953,1,0.34,21.76,0.511,0,2.35,728,4,3.02,0,1,0,0,1,728,4,1.03,532,-1,-0.34,0.07,0,0,-0.01,135,4,-1.02,CA,CA_MB
46,Manitoba,2020-06-04,287,11,7,298,46033,284,95.3,33614,0,0,21.76,0.511,0,2.35,905,2,2.35,0,0,0,0,0,905,2,0.67,661,-1,-0.34,0,0,0,0,177,-2,-0.67,CA,CA_MB
46,Manitoba,2020-06-05,289,11,7,300,46668,284,94.67,34078,2,0.67,21.91,0.511,0,2.33,635,0,3,0,2,0,0,2,635,0,-0.63,464,2,0.67,0.15,0,0,-0.02,-270,-2,0.65,CA,CA_MB
46,Manitoba,2020-06-06,289,11,7,300,46668,284,94.67,34078,0,0,21.91,0.511,0,2.33,0,0,3,0,0,0,0,0,0,0,0,0,-2,-0.67,0,0,0,0,-635,0,0,CA,CA_MB
46,Manitoba,2020-06-07,289,11,7,300,46668,284,94.67,34078,0,0,21.91,0.511,0,2.33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,CA_MB
46,Manitoba,2020-06-08,289,11,7,300,48706,284,94.67,35566,0,0,21.91,0.511,0,2.33,2038,0,3,0,0,0,0,0,2038,0,0,1488,0,0,0,0,0,0,2038,0,0,CA,CA_MB
46,Manitoba,2020-06-09,289,11,7,300,49296,285,95,35997,0,0,21.91,0.511,0,2.33,590,1,2.67,0,0,0,0,0,590,1,0.33,431,0,0,0,0,0,0,-1448,1,-0.33,CA,CA_MB
46,Manitoba,2020-06-10,289,11,7,300,49929,285,95,36459,0,0,21.91,0.511,0,2.33,633,0,2.67,0,0,0,0,0,633,0,0,462,0,0,0,0,0,0,43,-1,0,CA,CA_MB
