match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Sindh,2020-02-26,2,,,2,,,PK,,sindh,PK_SD
Sindh,2020-02-27,2,,0,2,,,PK,,sindh,PK_SD
Sindh,2020-02-28,2,,0,2,,,PK,,sindh,PK_SD
Sindh,2020-02-29,4,,2,4,,,PK,,sindh,PK_SD
Sindh,2020-03-01,4,,0,4,,,PK,,sindh,PK_SD
Sindh,2020-03-02,4,,0,4,,,PK,,sindh,PK_SD
Sindh,2020-03-03,4,,0,4,,,PK,,sindh,PK_SD
Sindh,2020-03-04,4,,0,4,,,PK,,sindh,PK_SD
Sindh,2020-03-05,5,,1,5,,,PK,,sindh,PK_SD
Sindh,2020-03-06,5,,0,5,,,PK,,sindh,PK_SD
Sindh,2020-03-07,5,,0,5,,,PK,,sindh,PK_SD
Sindh,2020-03-08,6,,1,6,,,PK,,sindh,PK_SD
Sindh,2020-03-09,9,,3,9,,,PK,,sindh,PK_SD
Sindh,2020-03-10,9,,0,9,,,PK,,sindh,PK_SD
Sindh,2020-03-11,9,,0,9,,,PK,,sindh,PK_SD
Sindh,2020-03-12,15,,6,15,,,PK,,sindh,PK_SD
Sindh,2020-03-13,16,,1,16,,,PK,,sindh,PK_SD
Sindh,2020-03-14,18,,2,18,,,PK,,sindh,PK_SD
Sindh,2020-03-15,34,,16,34,,,PK,,sindh,PK_SD
Sindh,2020-03-16,150,,116,150,,,PK,,sindh,PK_SD
Sindh,2020-03-17,172,,22,172,,,PK,,sindh,PK_SD
Sindh,2020-03-18,208,,36,208,,,PK,,sindh,PK_SD
Sindh,2020-03-19,245,,37,245,,,PK,,sindh,PK_SD
Sindh,2020-03-20,253,,8,253,,,PK,,sindh,PK_SD
Sindh,2020-03-21,292,,39,292,,,PK,,sindh,PK_SD
Sindh,2020-03-22,333,,41,333,,,PK,,sindh,PK_SD
Sindh,2020-03-23,394,,61,394,,,PK,,sindh,PK_SD
Sindh,2020-03-24,407,,13,407,,,PK,,sindh,PK_SD
Sindh,2020-03-25,413,,6,413,,,PK,,sindh,PK_SD
Sindh,2020-03-26,417,,4,417,,,PK,,sindh,PK_SD
Sindh,2020-03-27,457,,40,457,,,PK,,sindh,PK_SD
Sindh,2020-03-28,481,,24,481,,,PK,,sindh,PK_SD
Sindh,2020-03-29,508,,27,508,,,PK,,sindh,PK_SD
Sindh,2020-03-30,627,,119,627,,,PK,,sindh,PK_SD
Sindh,2020-03-31,676,,49,676,,,PK,,sindh,PK_SD
Sindh,2020-04-01,743,,67,743,,,PK,,sindh,PK_SD
Sindh,2020-04-02,783,,40,783,,,PK,,sindh,PK_SD
Sindh,2020-04-03,783,,0,783,,,PK,,sindh,PK_SD
Sindh,2020-04-04,839,,56,839,,,PK,,sindh,PK_SD
Sindh,2020-04-05,881,,42,881,,,PK,,sindh,PK_SD
Sindh,2020-04-06,932,,51,932,,,PK,,sindh,PK_SD
Sindh,2020-04-07,986,,54,986,,,PK,,sindh,PK_SD
Sindh,2020-04-08,1036,,50,1036,,,PK,,sindh,PK_SD
Sindh,2020-04-09,1128,,92,1128,,,PK,,sindh,PK_SD
