date,total_confirmed,new_confirmed,key
2020-04-01,570,55,GB_ENG_E09000008
2020-04-02,650,80,GB_ENG_E09000008
2020-04-03,697,47,GB_ENG_E09000008
2020-04-04,742,45,GB_ENG_E09000008
2020-04-05,778,36,GB_ENG_E09000008
2020-04-06,820,42,GB_ENG_E09000008
2020-04-07,865,45,GB_ENG_E09000008
2020-04-08,921,56,GB_ENG_E09000008
2020-04-09,964,43,GB_ENG_E09000008
2020-04-10,989,25,GB_ENG_E09000008
2020-04-11,1011,22,GB_ENG_E09000008
2020-04-12,1037,26,GB_ENG_E09000008
2020-04-13,1063,26,GB_ENG_E09000008
2020-04-14,1111,48,GB_ENG_E09000008
2020-04-15,1147,36,GB_ENG_E09000008
2020-04-16,1178,31,GB_ENG_E09000008
2020-04-17,1197,19,GB_ENG_E09000008
2020-04-18,1222,25,GB_ENG_E09000008
2020-04-19,1229,7,GB_ENG_E09000008
2020-04-20,1255,26,GB_ENG_E09000008
2020-04-21,1270,15,GB_ENG_E09000008
2020-04-22,1287,17,GB_ENG_E09000008
2020-04-23,1310,23,GB_ENG_E09000008
2020-04-24,1324,14,GB_ENG_E09000008
2020-04-25,1332,8,GB_ENG_E09000008
2020-04-26,1341,9,GB_ENG_E09000008
2020-04-27,1359,18,GB_ENG_E09000008
2020-04-28,1377,18,GB_ENG_E09000008
2020-04-29,1387,10,GB_ENG_E09000008
2020-04-30,1408,21,GB_ENG_E09000008
2020-05-01,1416,8,GB_ENG_E09000008
2020-05-02,1428,12,GB_ENG_E09000008
2020-05-03,1433,5,GB_ENG_E09000008
2020-05-04,1444,11,GB_ENG_E09000008
2020-05-05,1448,4,GB_ENG_E09000008
2020-05-06,1453,5,GB_ENG_E09000008
2020-05-07,1457,4,GB_ENG_E09000008
2020-05-08,1465,8,GB_ENG_E09000008
2020-05-09,1466,1,GB_ENG_E09000008
2020-05-10,1467,1,GB_ENG_E09000008
2020-05-11,1470,3,GB_ENG_E09000008
2020-05-12,1474,4,GB_ENG_E09000008
2020-05-13,1476,2,GB_ENG_E09000008
2020-05-14,1481,5,GB_ENG_E09000008
2020-05-15,1487,6,GB_ENG_E09000008
2020-05-16,1490,3,GB_ENG_E09000008
2020-05-17,1492,2,GB_ENG_E09000008
2020-05-18,1494,2,GB_ENG_E09000008
2020-05-19,1495,1,GB_ENG_E09000008
2020-05-20,1497,2,GB_ENG_E09000008
2020-05-21,1499,2,GB_ENG_E09000008
2020-05-23,1500,1,GB_ENG_E09000008
2020-05-24,1501,1,GB_ENG_E09000008
2020-05-25,1504,3,GB_ENG_E09000008
2020-05-26,1505,1,GB_ENG_E09000008
2020-05-27,1507,2,GB_ENG_E09000008
2020-05-29,1510,3,GB_ENG_E09000008
2020-06-02,1513,3,GB_ENG_E09000008
2020-06-03,1514,1,GB_ENG_E09000008
2020-06-05,1516,2,GB_ENG_E09000008
2020-06-08,1518,2,GB_ENG_E09000008
2020-06-09,1519,1,GB_ENG_E09000008
2020-06-11,1521,2,GB_ENG_E09000008
2020-06-20,1521,0,GB_ENG_E09000008
2020-02-13,1,,GB_ENG_E09000009
2020-03-01,2,1,GB_ENG_E09000009
2020-03-02,3,1,GB_ENG_E09000009
2020-03-03,4,1,GB_ENG_E09000009
2020-03-04,5,1,GB_ENG_E09000009
2020-03-05,6,1,GB_ENG_E09000009
2020-03-07,7,1,GB_ENG_E09000009
2020-03-08,8,1,GB_ENG_E09000009
2020-03-10,13,5,GB_ENG_E09000009
2020-03-11,23,10,GB_ENG_E09000009
2020-03-12,26,3,GB_ENG_E09000009
2020-03-13,29,3,GB_ENG_E09000009
2020-03-14,31,2,GB_ENG_E09000009
2020-03-15,39,8,GB_ENG_E09000009
2020-03-16,53,14,GB_ENG_E09000009
2020-03-17,62,9,GB_ENG_E09000009
2020-03-18,80,18,GB_ENG_E09000009
2020-03-19,98,18,GB_ENG_E09000009
2020-03-20,114,16,GB_ENG_E09000009
2020-03-21,125,11,GB_ENG_E09000009
2020-03-22,143,18,GB_ENG_E09000009
2020-03-23,172,29,GB_ENG_E09000009
2020-03-24,206,34,GB_ENG_E09000009
2020-03-25,242,36,GB_ENG_E09000009
2020-03-26,271,29,GB_ENG_E09000009
2020-03-27,308,37,GB_ENG_E09000009
2020-03-28,328,20,GB_ENG_E09000009
2020-03-29,353,25,GB_ENG_E09000009
2020-03-30,381,28,GB_ENG_E09000009
2020-03-31,421,40,GB_ENG_E09000009
2020-04-01,447,26,GB_ENG_E09000009
2020-04-02,488,41,GB_ENG_E09000009
2020-04-03,518,30,GB_ENG_E09000009
2020-04-04,544,26,GB_ENG_E09000009
2020-04-05,558,14,GB_ENG_E09000009
2020-04-06,588,30,GB_ENG_E09000009
2020-04-07,632,44,GB_ENG_E09000009
2020-04-08,668,36,GB_ENG_E09000009
2020-04-09,696,28,GB_ENG_E09000009
2020-04-10,741,45,GB_ENG_E09000009
2020-04-11,767,26,GB_ENG_E09000009
2020-04-12,788,21,GB_ENG_E09000009
2020-04-13,822,34,GB_ENG_E09000009
2020-04-14,848,26,GB_ENG_E09000009
2020-04-15,890,42,GB_ENG_E09000009
2020-04-16,905,15,GB_ENG_E09000009
2020-04-17,922,17,GB_ENG_E09000009
2020-04-18,935,13,GB_ENG_E09000009
2020-04-19,946,11,GB_ENG_E09000009
2020-04-20,965,19,GB_ENG_E09000009
2020-04-21,979,14,GB_ENG_E09000009
2020-04-22,988,9,GB_ENG_E09000009
2020-04-23,998,10,GB_ENG_E09000009
2020-04-24,1012,14,GB_ENG_E09000009
2020-04-25,1020,8,GB_ENG_E09000009
2020-04-26,1025,5,GB_ENG_E09000009
2020-04-27,1034,9,GB_ENG_E09000009
2020-04-28,1047,13,GB_ENG_E09000009
2020-04-29,1065,18,GB_ENG_E09000009
2020-04-30,1072,7,GB_ENG_E09000009
2020-05-01,1084,12,GB_ENG_E09000009
2020-05-02,1100,16,GB_ENG_E09000009
2020-05-03,1102,2,GB_ENG_E09000009
2020-05-04,1107,5,GB_ENG_E09000009
2020-05-05,1111,4,GB_ENG_E09000009
2020-05-06,1121,10,GB_ENG_E09000009
2020-05-07,1136,15,GB_ENG_E09000009
2020-05-08,1140,4,GB_ENG_E09000009
2020-05-09,1141,1,GB_ENG_E09000009
2020-05-11,1147,6,GB_ENG_E09000009
2020-05-12,1151,4,GB_ENG_E09000009
2020-05-13,1165,14,GB_ENG_E09000009
2020-05-14,1178,13,GB_ENG_E09000009
2020-05-15,1181,3,GB_ENG_E09000009
2020-05-17,1182,1,GB_ENG_E09000009
2020-05-18,1186,4,GB_ENG_E09000009
2020-05-19,1187,1,GB_ENG_E09000009
2020-05-20,1189,2,GB_ENG_E09000009
2020-05-22,1193,4,GB_ENG_E09000009
2020-05-24,1194,1,GB_ENG_E09000009
2020-05-26,1195,1,GB_ENG_E09000009
2020-05-27,1198,3,GB_ENG_E09000009
2020-05-28,1201,3,GB_ENG_E09000009
2020-05-29,1203,2,GB_ENG_E09000009
2020-05-30,1204,1,GB_ENG_E09000009
2020-05-31,1205,1,GB_ENG_E09000009
2020-06-01,1207,2,GB_ENG_E09000009
2020-06-02,1209,2,GB_ENG_E09000009
2020-06-03,1211,2,GB_ENG_E09000009
2020-06-04,1213,2,GB_ENG_E09000009
2020-06-06,1214,1,GB_ENG_E09000009
2020-06-09,1218,4,GB_ENG_E09000009
2020-06-10,1220,2,GB_ENG_E09000009
2020-06-12,1221,1,GB_ENG_E09000009
2020-06-13,1222,1,GB_ENG_E09000009
2020-06-14,1223,1,GB_ENG_E09000009
2020-06-16,1224,1,GB_ENG_E09000009
2020-06-19,1225,1,GB_ENG_E09000009
2020-06-20,1225,0,GB_ENG_E09000009
2020-02-17,1,,GB_ENG_E09000010
2020-03-06,2,1,GB_ENG_E09000010
2020-03-08,3,1,GB_ENG_E09000010
2020-03-09,4,1,GB_ENG_E09000010
2020-03-10,9,5,GB_ENG_E09000010
2020-03-11,11,2,GB_ENG_E09000010
2020-03-12,17,6,GB_ENG_E09000010
2020-03-13,21,4,GB_ENG_E09000010
2020-03-14,28,7,GB_ENG_E09000010
2020-03-15,30,2,GB_ENG_E09000010
2020-03-16,32,2,GB_ENG_E09000010
2020-03-17,44,12,GB_ENG_E09000010
2020-03-18,51,7,GB_ENG_E09000010
2020-03-19,66,15,GB_ENG_E09000010
2020-03-20,86,20,GB_ENG_E09000010
2020-03-21,94,8,GB_ENG_E09000010
2020-03-22,112,18,GB_ENG_E09000010
2020-03-23,134,22,GB_ENG_E09000010
2020-03-24,158,24,GB_ENG_E09000010
2020-03-25,179,21,GB_ENG_E09000010
2020-03-26,195,16,GB_ENG_E09000010
2020-03-27,211,16,GB_ENG_E09000010
2020-03-28,231,20,GB_ENG_E09000010
2020-03-29,240,9,GB_ENG_E09000010
2020-03-30,265,25,GB_ENG_E09000010
2020-03-31,291,26,GB_ENG_E09000010
2020-04-01,318,27,GB_ENG_E09000010
2020-04-02,344,26,GB_ENG_E09000010
2020-04-03,370,26,GB_ENG_E09000010
2020-04-04,389,19,GB_ENG_E09000010
2020-04-05,401,12,GB_ENG_E09000010
2020-04-06,435,34,GB_ENG_E09000010
2020-04-07,467,32,GB_ENG_E09000010
2020-04-08,498,31,GB_ENG_E09000010
2020-04-09,528,30,GB_ENG_E09000010
2020-04-10,552,24,GB_ENG_E09000010
2020-04-11,573,21,GB_ENG_E09000010
2020-04-12,595,22,GB_ENG_E09000010
2020-04-13,609,14,GB_ENG_E09000010
2020-04-14,644,35,GB_ENG_E09000010
2020-04-15,655,11,GB_ENG_E09000010
2020-04-16,673,18,GB_ENG_E09000010
2020-04-17,703,30,GB_ENG_E09000010
2020-04-18,713,10,GB_ENG_E09000010
2020-04-19,720,7,GB_ENG_E09000010
2020-04-20,745,25,GB_ENG_E09000010
2020-04-21,759,14,GB_ENG_E09000010
2020-04-22,769,10,GB_ENG_E09000010
2020-04-23,782,13,GB_ENG_E09000010
2020-04-24,803,21,GB_ENG_E09000010
2020-04-25,821,18,GB_ENG_E09000010
2020-04-26,824,3,GB_ENG_E09000010
2020-04-27,828,4,GB_ENG_E09000010
2020-04-28,831,3,GB_ENG_E09000010
2020-04-29,837,6,GB_ENG_E09000010
2020-04-30,840,3,GB_ENG_E09000010
2020-05-01,844,4,GB_ENG_E09000010
2020-05-02,848,4,GB_ENG_E09000010
2020-05-03,849,1,GB_ENG_E09000010
2020-05-04,852,3,GB_ENG_E09000010
2020-05-05,857,5,GB_ENG_E09000010
2020-05-06,859,2,GB_ENG_E09000010
2020-05-07,860,1,GB_ENG_E09000010
2020-05-08,861,1,GB_ENG_E09000010
2020-05-11,862,1,GB_ENG_E09000010
2020-05-12,863,1,GB_ENG_E09000010
2020-05-13,865,2,GB_ENG_E09000010
2020-05-14,868,3,GB_ENG_E09000010
2020-05-15,870,2,GB_ENG_E09000010
2020-05-16,873,3,GB_ENG_E09000010
2020-05-17,874,1,GB_ENG_E09000010
2020-05-18,878,4,GB_ENG_E09000010
2020-05-19,880,2,GB_ENG_E09000010
2020-05-22,881,1,GB_ENG_E09000010
2020-05-23,882,1,GB_ENG_E09000010
2020-05-24,883,1,GB_ENG_E09000010
2020-05-26,884,1,GB_ENG_E09000010
2020-05-27,886,2,GB_ENG_E09000010
2020-05-29,888,2,GB_ENG_E09000010
2020-06-02,889,1,GB_ENG_E09000010
2020-06-03,890,1,GB_ENG_E09000010
2020-06-04,891,1,GB_ENG_E09000010
2020-06-13,892,1,GB_ENG_E09000010
2020-06-16,894,2,GB_ENG_E09000010
2020-06-20,894,0,GB_ENG_E09000010
2020-03-07,1,,GB_ENG_E09000011
2020-03-10,4,3,GB_ENG_E09000011
2020-03-11,8,4,GB_ENG_E09000011
2020-03-12,14,6,GB_ENG_E09000011
2020-03-13,19,5,GB_ENG_E09000011
2020-03-14,21,2,GB_ENG_E09000011
2020-03-15,27,6,GB_ENG_E09000011
2020-03-16,32,5,GB_ENG_E09000011
2020-03-17,46,14,GB_ENG_E09000011
2020-03-18,58,12,GB_ENG_E09000011
2020-03-19,64,6,GB_ENG_E09000011
2020-03-20,78,14,GB_ENG_E09000011
2020-03-21,96,18,GB_ENG_E09000011
2020-03-22,102,6,GB_ENG_E09000011
2020-03-23,115,13,GB_ENG_E09000011
2020-03-24,132,17,GB_ENG_E09000011
2020-03-25,151,19,GB_ENG_E09000011
2020-03-26,161,10,GB_ENG_E09000011
2020-03-27,179,18,GB_ENG_E09000011
2020-03-28,195,16,GB_ENG_E09000011
2020-03-29,207,12,GB_ENG_E09000011
2020-03-30,220,13,GB_ENG_E09000011
2020-03-31,250,30,GB_ENG_E09000011
2020-04-01,279,29,GB_ENG_E09000011
2020-04-02,302,23,GB_ENG_E09000011
2020-04-03,325,23,GB_ENG_E09000011
2020-04-04,338,13,GB_ENG_E09000011
2020-04-05,360,22,GB_ENG_E09000011
2020-04-06,396,36,GB_ENG_E09000011
2020-04-07,411,15,GB_ENG_E09000011
2020-04-08,434,23,GB_ENG_E09000011
2020-04-09,452,18,GB_ENG_E09000011
2020-04-10,466,14,GB_ENG_E09000011
2020-04-11,477,11,GB_ENG_E09000011
2020-04-12,491,14,GB_ENG_E09000011
2020-04-13,502,11,GB_ENG_E09000011
2020-04-14,532,30,GB_ENG_E09000011
2020-04-15,546,14,GB_ENG_E09000011
2020-04-16,556,10,GB_ENG_E09000011
2020-04-17,566,10,GB_ENG_E09000011
2020-04-18,574,8,GB_ENG_E09000011
2020-04-19,578,4,GB_ENG_E09000011
2020-04-20,588,10,GB_ENG_E09000011
2020-04-21,594,6,GB_ENG_E09000011
2020-04-22,604,10,GB_ENG_E09000011
2020-04-23,609,5,GB_ENG_E09000011
2020-04-24,619,10,GB_ENG_E09000011
2020-04-25,621,2,GB_ENG_E09000011
2020-04-26,623,2,GB_ENG_E09000011
2020-04-27,626,3,GB_ENG_E09000011
2020-04-28,631,5,GB_ENG_E09000011
2020-04-29,638,7,GB_ENG_E09000011
2020-04-30,644,6,GB_ENG_E09000011
2020-05-01,652,8,GB_ENG_E09000011
2020-05-02,655,3,GB_ENG_E09000011
2020-05-04,659,4,GB_ENG_E09000011
2020-05-05,661,2,GB_ENG_E09000011
2020-05-06,663,2,GB_ENG_E09000011
2020-05-07,670,7,GB_ENG_E09000011
2020-05-08,673,3,GB_ENG_E09000011
2020-05-09,674,1,GB_ENG_E09000011
2020-05-11,675,1,GB_ENG_E09000011
2020-05-12,679,4,GB_ENG_E09000011
2020-05-13,681,2,GB_ENG_E09000011
2020-05-14,682,1,GB_ENG_E09000011
2020-05-15,685,3,GB_ENG_E09000011
2020-05-17,686,1,GB_ENG_E09000011
2020-05-18,688,2,GB_ENG_E09000011
2020-05-19,690,2,GB_ENG_E09000011
2020-05-21,693,3,GB_ENG_E09000011
2020-05-22,694,1,GB_ENG_E09000011
2020-05-26,698,4,GB_ENG_E09000011
2020-05-27,699,1,GB_ENG_E09000011
2020-05-29,701,2,GB_ENG_E09000011
2020-06-01,702,1,GB_ENG_E09000011
2020-06-02,703,1,GB_ENG_E09000011
2020-06-03,704,1,GB_ENG_E09000011
2020-06-04,706,2,GB_ENG_E09000011
2020-06-06,707,1,GB_ENG_E09000011
2020-06-10,708,1,GB_ENG_E09000011
2020-06-12,709,1,GB_ENG_E09000011
2020-06-15,710,1,GB_ENG_E09000011
2020-06-16,711,1,GB_ENG_E09000011
2020-06-18,712,1,GB_ENG_E09000011
2020-06-20,712,0,GB_ENG_E09000011
2020-02-19,1,,GB_ENG_E09000012
2020-03-06,2,1,GB_ENG_E09000012
2020-03-08,3,1,GB_ENG_E09000012
2020-03-09,5,2,GB_ENG_E09000012
2020-03-10,6,1,GB_ENG_E09000012
2020-03-11,14,8,GB_ENG_E09000012
2020-03-12,20,6,GB_ENG_E09000012
2020-03-13,23,3,GB_ENG_E09000012
2020-03-14,28,5,GB_ENG_E09000012
2020-03-15,30,2,GB_ENG_E09000012
2020-03-16,36,6,GB_ENG_E09000012
2020-03-17,43,7,GB_ENG_E09000012
2020-03-18,48,5,GB_ENG_E09000012
2020-03-19,56,8,GB_ENG_E09000012
2020-03-20,65,9,GB_ENG_E09000012
2020-03-21,70,5,GB_ENG_E09000012
2020-03-22,84,14,GB_ENG_E09000012
2020-03-23,104,20,GB_ENG_E09000012
2020-03-24,124,20,GB_ENG_E09000012
2020-03-25,140,16,GB_ENG_E09000012
2020-03-26,163,23,GB_ENG_E09000012
2020-03-27,179,16,GB_ENG_E09000012
2020-03-28,191,12,GB_ENG_E09000012
2020-03-29,205,14,GB_ENG_E09000012
2020-03-30,222,17,GB_ENG_E09000012
2020-03-31,253,31,GB_ENG_E09000012
2020-04-01,285,32,GB_ENG_E09000012
2020-04-02,323,38,GB_ENG_E09000012
2020-04-03,348,25,GB_ENG_E09000012
2020-04-04,372,24,GB_ENG_E09000012
2020-04-05,392,20,GB_ENG_E09000012
2020-04-06,415,23,GB_ENG_E09000012
2020-04-07,442,27,GB_ENG_E09000012
2020-04-08,459,17,GB_ENG_E09000012
2020-04-09,475,16,GB_ENG_E09000012
2020-04-10,489,14,GB_ENG_E09000012
2020-04-11,504,15,GB_ENG_E09000012
2020-04-12,515,11,GB_ENG_E09000012
2020-04-13,523,8,GB_ENG_E09000012
2020-04-14,531,8,GB_ENG_E09000012
2020-04-15,543,12,GB_ENG_E09000012
2020-04-16,550,7,GB_ENG_E09000012
2020-04-17,559,9,GB_ENG_E09000012
2020-04-18,564,5,GB_ENG_E09000012
2020-04-19,569,5,GB_ENG_E09000012
2020-04-20,581,12,GB_ENG_E09000012
2020-04-21,584,3,GB_ENG_E09000012
2020-04-22,590,6,GB_ENG_E09000012
2020-04-23,597,7,GB_ENG_E09000012
2020-04-24,599,2,GB_ENG_E09000012
2020-04-25,600,1,GB_ENG_E09000012
2020-04-26,603,3,GB_ENG_E09000012
2020-04-27,606,3,GB_ENG_E09000012
2020-04-28,607,1,GB_ENG_E09000012
2020-04-29,612,5,GB_ENG_E09000012
2020-04-30,614,2,GB_ENG_E09000012
2020-05-01,620,6,GB_ENG_E09000012
2020-05-02,622,2,GB_ENG_E09000012
2020-05-04,623,1,GB_ENG_E09000012
2020-05-05,627,4,GB_ENG_E09000012
2020-05-06,631,4,GB_ENG_E09000012
2020-05-07,633,2,GB_ENG_E09000012
2020-05-11,634,1,GB_ENG_E09000012
2020-05-12,635,1,GB_ENG_E09000012
2020-05-13,636,1,GB_ENG_E09000012
2020-05-14,637,1,GB_ENG_E09000012
2020-05-15,640,3,GB_ENG_E09000012
2020-05-16,641,1,GB_ENG_E09000012
2020-05-17,642,1,GB_ENG_E09000012
2020-05-18,643,1,GB_ENG_E09000012
2020-05-19,644,1,GB_ENG_E09000012
2020-05-20,645,1,GB_ENG_E09000012
2020-05-24,646,1,GB_ENG_E09000012
2020-05-26,647,1,GB_ENG_E09000012
2020-05-29,648,1,GB_ENG_E09000012
2020-05-30,649,1,GB_ENG_E09000012
2020-06-01,652,3,GB_ENG_E09000012
2020-06-02,653,1,GB_ENG_E09000012
2020-06-03,656,3,GB_ENG_E09000012
2020-06-05,657,1,GB_ENG_E09000012
2020-06-09,658,1,GB_ENG_E09000012
2020-06-10,659,1,GB_ENG_E09000012
2020-06-18,660,1,GB_ENG_E09000012
2020-06-20,660,0,GB_ENG_E09000012
2020-03-04,1,,GB_ENG_E09000013
2020-03-06,3,2,GB_ENG_E09000013
2020-03-09,6,3,GB_ENG_E09000013
2020-03-10,9,3,GB_ENG_E09000013
2020-03-11,20,11,GB_ENG_E09000013
2020-03-12,21,1,GB_ENG_E09000013
2020-03-13,24,3,GB_ENG_E09000013
2020-03-14,26,2,GB_ENG_E09000013
2020-03-15,29,3,GB_ENG_E09000013
2020-03-16,32,3,GB_ENG_E09000013
2020-03-17,40,8,GB_ENG_E09000013
2020-03-18,49,9,GB_ENG_E09000013
2020-03-19,52,3,GB_ENG_E09000013
2020-03-20,60,8,GB_ENG_E09000013
2020-03-21,72,12,GB_ENG_E09000013
2020-03-22,86,14,GB_ENG_E09000013
2020-03-23,99,13,GB_ENG_E09000013
2020-03-24,113,14,GB_ENG_E09000013
2020-03-25,132,19,GB_ENG_E09000013
2020-03-26,156,24,GB_ENG_E09000013
2020-03-27,164,8,GB_ENG_E09000013
2020-03-28,176,12,GB_ENG_E09000013
2020-03-29,183,7,GB_ENG_E09000013
2020-03-30,195,12,GB_ENG_E09000013
2020-03-31,212,17,GB_ENG_E09000013
2020-04-01,238,26,GB_ENG_E09000013
2020-04-02,260,22,GB_ENG_E09000013
2020-04-03,279,19,GB_ENG_E09000013
2020-04-04,295,16,GB_ENG_E09000013
2020-04-05,305,10,GB_ENG_E09000013
2020-04-06,321,16,GB_ENG_E09000013
2020-04-07,343,22,GB_ENG_E09000013
2020-04-08,362,19,GB_ENG_E09000013
2020-04-09,372,10,GB_ENG_E09000013
2020-04-10,388,16,GB_ENG_E09000013
2020-04-11,392,4,GB_ENG_E09000013
2020-04-12,399,7,GB_ENG_E09000013
2020-04-13,408,9,GB_ENG_E09000013
2020-04-14,417,9,GB_ENG_E09000013
2020-04-15,445,28,GB_ENG_E09000013
2020-04-16,470,25,GB_ENG_E09000013
2020-04-17,485,15,GB_ENG_E09000013
2020-04-18,489,4,GB_ENG_E09000013
2020-04-19,495,6,GB_ENG_E09000013
2020-04-20,503,8,GB_ENG_E09000013
2020-04-21,521,18,GB_ENG_E09000013
2020-04-22,544,23,GB_ENG_E09000013
2020-04-23,594,50,GB_ENG_E09000013
2020-04-24,603,9,GB_ENG_E09000013
2020-04-25,605,2,GB_ENG_E09000013
2020-04-27,607,2,GB_ENG_E09000013
2020-04-28,610,3,GB_ENG_E09000013
2020-04-29,617,7,GB_ENG_E09000013
2020-04-30,621,4,GB_ENG_E09000013
2020-05-01,629,8,GB_ENG_E09000013
2020-05-02,630,1,GB_ENG_E09000013
2020-05-03,631,1,GB_ENG_E09000013
2020-05-04,636,5,GB_ENG_E09000013
2020-05-05,637,1,GB_ENG_E09000013
2020-05-06,638,1,GB_ENG_E09000013
2020-05-07,640,2,GB_ENG_E09000013
2020-05-08,642,2,GB_ENG_E09000013
2020-05-09,643,1,GB_ENG_E09000013
2020-05-12,645,2,GB_ENG_E09000013
2020-05-13,647,2,GB_ENG_E09000013
2020-05-15,649,2,GB_ENG_E09000013
2020-05-18,652,3,GB_ENG_E09000013
2020-05-20,657,5,GB_ENG_E09000013
2020-05-21,659,2,GB_ENG_E09000013
2020-05-22,662,3,GB_ENG_E09000013
2020-05-29,664,2,GB_ENG_E09000013
2020-05-31,665,1,GB_ENG_E09000013
2020-06-01,666,1,GB_ENG_E09000013
2020-06-02,667,1,GB_ENG_E09000013
2020-06-03,669,2,GB_ENG_E09000013
2020-06-07,670,1,GB_ENG_E09000013
2020-06-08,671,1,GB_ENG_E09000013
2020-06-09,672,1,GB_ENG_E09000013
2020-06-12,673,1,GB_ENG_E09000013
2020-06-14,674,1,GB_ENG_E09000013
2020-06-17,675,1,GB_ENG_E09000013
2020-06-18,678,3,GB_ENG_E09000013
2020-06-19,680,2,GB_ENG_E09000013
2020-06-20,680,0,GB_ENG_E09000013
2020-03-08,1,,GB_ENG_E09000014
2020-03-09,3,2,GB_ENG_E09000014
2020-03-10,6,3,GB_ENG_E09000014
2020-03-11,12,6,GB_ENG_E09000014
2020-03-12,19,7,GB_ENG_E09000014
2020-03-13,27,8,GB_ENG_E09000014
2020-03-14,28,1,GB_ENG_E09000014
2020-03-15,32,4,GB_ENG_E09000014
2020-03-16,34,2,GB_ENG_E09000014
2020-03-17,38,4,GB_ENG_E09000014
2020-03-18,51,13,GB_ENG_E09000014
2020-03-19,61,10,GB_ENG_E09000014
2020-03-20,72,11,GB_ENG_E09000014
2020-03-21,83,11,GB_ENG_E09000014
2020-03-22,94,11,GB_ENG_E09000014
2020-03-23,109,15,GB_ENG_E09000014
2020-03-24,128,19,GB_ENG_E09000014
2020-03-25,140,12,GB_ENG_E09000014
2020-03-26,149,9,GB_ENG_E09000014
2020-03-27,168,19,GB_ENG_E09000014
2020-03-28,184,16,GB_ENG_E09000014
2020-03-29,200,16,GB_ENG_E09000014
2020-03-30,220,20,GB_ENG_E09000014
2020-03-31,238,18,GB_ENG_E09000014
2020-04-01,261,23,GB_ENG_E09000014
2020-04-02,288,27,GB_ENG_E09000014
2020-04-03,314,26,GB_ENG_E09000014
2020-04-04,331,17,GB_ENG_E09000014
2020-04-05,339,8,GB_ENG_E09000014
2020-04-06,352,13,GB_ENG_E09000014
2020-04-07,381,29,GB_ENG_E09000014
2020-04-08,394,13,GB_ENG_E09000014
2020-04-09,414,20,GB_ENG_E09000014
2020-04-10,425,11,GB_ENG_E09000014
2020-04-11,435,10,GB_ENG_E09000014
2020-04-12,447,12,GB_ENG_E09000014
2020-04-13,461,14,GB_ENG_E09000014
2020-04-14,471,10,GB_ENG_E09000014
2020-04-15,484,13,GB_ENG_E09000014
2020-04-16,489,5,GB_ENG_E09000014
2020-04-17,494,5,GB_ENG_E09000014
2020-04-18,497,3,GB_ENG_E09000014
2020-04-19,510,13,GB_ENG_E09000014
2020-04-20,514,4,GB_ENG_E09000014
2020-04-21,521,7,GB_ENG_E09000014
2020-04-22,525,4,GB_ENG_E09000014
2020-04-23,528,3,GB_ENG_E09000014
2020-04-24,534,6,GB_ENG_E09000014
2020-04-25,540,6,GB_ENG_E09000014
2020-04-26,542,2,GB_ENG_E09000014
2020-04-27,545,3,GB_ENG_E09000014
2020-04-28,548,3,GB_ENG_E09000014
2020-04-29,553,5,GB_ENG_E09000014
2020-04-30,555,2,GB_ENG_E09000014
2020-05-01,561,6,GB_ENG_E09000014
2020-05-02,562,1,GB_ENG_E09000014
2020-05-04,563,1,GB_ENG_E09000014
2020-05-05,567,4,GB_ENG_E09000014
2020-05-06,571,4,GB_ENG_E09000014
2020-05-07,574,3,GB_ENG_E09000014
2020-05-08,577,3,GB_ENG_E09000014
2020-05-10,580,3,GB_ENG_E09000014
2020-05-11,581,1,GB_ENG_E09000014
2020-05-13,585,4,GB_ENG_E09000014
2020-05-14,587,2,GB_ENG_E09000014
2020-05-15,590,3,GB_ENG_E09000014
2020-05-16,592,2,GB_ENG_E09000014
2020-05-22,593,1,GB_ENG_E09000014
2020-05-24,595,2,GB_ENG_E09000014
2020-05-27,596,1,GB_ENG_E09000014
2020-05-30,597,1,GB_ENG_E09000014
2020-06-01,598,1,GB_ENG_E09000014
2020-06-03,599,1,GB_ENG_E09000014
2020-06-15,600,1,GB_ENG_E09000014
2020-06-16,601,1,GB_ENG_E09000014
2020-06-17,602,1,GB_ENG_E09000014
2020-06-20,602,0,GB_ENG_E09000014
2020-03-03,1,,GB_ENG_E09000015
2020-03-09,6,5,GB_ENG_E09000015
2020-03-10,7,1,GB_ENG_E09000015
2020-03-11,12,5,GB_ENG_E09000015
2020-03-12,20,8,GB_ENG_E09000015
2020-03-13,24,4,GB_ENG_E09000015
2020-03-14,33,9,GB_ENG_E09000015
2020-03-15,39,6,GB_ENG_E09000015
2020-03-16,51,12,GB_ENG_E09000015
2020-03-17,65,14,GB_ENG_E09000015
2020-03-18,88,23,GB_ENG_E09000015
2020-03-19,99,11,GB_ENG_E09000015
2020-03-20,113,14,GB_ENG_E09000015
2020-03-21,131,18,GB_ENG_E09000015
2020-03-22,146,15,GB_ENG_E09000015
2020-03-23,165,19,GB_ENG_E09000015
2020-03-24,191,26,GB_ENG_E09000015
2020-03-25,220,29,GB_ENG_E09000015
2020-03-26,249,29,GB_ENG_E09000015
2020-03-27,289,40,GB_ENG_E09000015
2020-03-28,316,27,GB_ENG_E09000015
2020-03-29,339,23,GB_ENG_E09000015
2020-03-30,367,28,GB_ENG_E09000015
2020-03-31,393,26,GB_ENG_E09000015
2020-04-01,416,23,GB_ENG_E09000015
