date,country_code,subregion1_code,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-06-11,BR,BA,1206,38,33891,1013,BR_BA
2020-06-12,BR,BA,774,26,34665,1039,BR_BA
2020-06-13,BR,BA,1123,30,35788,1069,BR_BA
2020-06-14,BR,BA,613,36,36401,1105,BR_BA
2020-06-15,BR,BA,1219,40,37620,1145,BR_BA
2020-06-16,BR,BA,1586,36,39206,1181,BR_BA
2020-06-17,BR,BA,1720,41,40926,1222,BR_BA
2020-02-26,BR,CE,0,0,0,0,BR_CE
2020-02-27,BR,CE,0,0,0,0,BR_CE
2020-02-28,BR,CE,0,0,0,0,BR_CE
2020-02-29,BR,CE,0,0,0,0,BR_CE
2020-03-01,BR,CE,0,0,0,0,BR_CE
2020-03-02,BR,CE,0,0,0,0,BR_CE
2020-03-03,BR,CE,0,0,0,0,BR_CE
2020-03-04,BR,CE,0,0,0,0,BR_CE
2020-03-05,BR,CE,0,0,0,0,BR_CE
2020-03-06,BR,CE,0,0,0,0,BR_CE
2020-03-07,BR,CE,0,0,0,0,BR_CE
2020-03-08,BR,CE,0,0,0,0,BR_CE
2020-03-09,BR,CE,0,0,0,0,BR_CE
2020-03-10,BR,CE,0,0,0,0,BR_CE
2020-03-11,BR,CE,0,0,0,0,BR_CE
2020-03-12,BR,CE,0,0,0,0,BR_CE
2020-03-13,BR,CE,0,0,0,0,BR_CE
2020-03-14,BR,CE,0,0,0,0,BR_CE
2020-03-15,BR,CE,0,0,0,0,BR_CE
2020-03-16,BR,CE,0,0,0,0,BR_CE
2020-03-17,BR,CE,5,0,5,0,BR_CE
2020-03-18,BR,CE,4,0,9,0,BR_CE
2020-03-19,BR,CE,11,0,20,0,BR_CE
2020-03-20,BR,CE,35,0,55,0,BR_CE
2020-03-21,BR,CE,13,0,68,0,BR_CE
2020-03-22,BR,CE,44,0,112,0,BR_CE
2020-03-23,BR,CE,51,0,163,0,BR_CE
2020-03-24,BR,CE,19,0,182,0,BR_CE
2020-03-25,BR,CE,18,0,200,0,BR_CE
2020-03-26,BR,CE,35,3,235,3,BR_CE
2020-03-27,BR,CE,47,0,282,3,BR_CE
2020-03-28,BR,CE,32,1,314,4,BR_CE
2020-03-29,BR,CE,34,1,348,5,BR_CE
2020-03-30,BR,CE,24,0,372,5,BR_CE
2020-03-31,BR,CE,18,2,390,7,BR_CE
2020-04-01,BR,CE,54,1,444,8,BR_CE
2020-04-02,BR,CE,106,12,550,20,BR_CE
2020-04-03,BR,CE,77,2,627,22,BR_CE
2020-04-04,BR,CE,103,0,730,22,BR_CE
2020-04-05,BR,CE,93,4,823,26,BR_CE
2020-04-06,BR,CE,190,3,1013,29,BR_CE
2020-04-07,BR,CE,38,2,1051,31,BR_CE
2020-04-08,BR,CE,240,12,1291,43,BR_CE
2020-04-09,BR,CE,134,12,1425,55,BR_CE
2020-04-10,BR,CE,53,3,1478,58,BR_CE
2020-04-11,BR,CE,104,9,1582,67,BR_CE
2020-04-12,BR,CE,94,7,1676,74,BR_CE
2020-04-13,BR,CE,124,17,1800,91,BR_CE
2020-04-14,BR,CE,205,16,2005,107,BR_CE
2020-04-15,BR,CE,152,9,2157,116,BR_CE
2020-04-16,BR,CE,229,8,2386,124,BR_CE
2020-04-17,BR,CE,298,25,2684,149,BR_CE
2020-04-18,BR,CE,350,27,3034,176,BR_CE
2020-04-19,BR,CE,218,10,3252,186,BR_CE
2020-04-20,BR,CE,230,12,3482,198,BR_CE
2020-04-21,BR,CE,234,17,3716,215,BR_CE
2020-04-22,BR,CE,194,18,3910,233,BR_CE
2020-04-23,BR,CE,688,33,4598,266,BR_CE
2020-04-24,BR,CE,202,18,4800,284,BR_CE
2020-04-25,BR,CE,621,26,5421,310,BR_CE
2020-04-26,BR,CE,412,17,5833,327,BR_CE
2020-04-27,BR,CE,893,63,6726,390,BR_CE
2020-04-28,BR,CE,192,13,6918,403,BR_CE
2020-04-29,BR,CE,349,38,7267,441,BR_CE
2020-04-30,BR,CE,339,41,7606,482,BR_CE
2020-05-01,BR,CE,273,23,7879,505,BR_CE
2020-05-02,BR,CE,430,133,8309,638,BR_CE
2020-05-03,BR,CE,61,25,8370,663,BR_CE
2020-05-04,BR,CE,2670,49,11040,712,BR_CE
2020-05-05,BR,CE,430,83,11470,795,BR_CE
2020-05-06,BR,CE,834,53,12304,848,BR_CE
2020-05-07,BR,CE,1584,55,13888,903,BR_CE
2020-05-08,BR,CE,1068,63,14956,966,BR_CE
2020-05-09,BR,CE,923,96,15879,1062,BR_CE
2020-05-10,BR,CE,813,52,16692,1114,BR_CE
2020-05-11,BR,CE,907,75,17599,1189,BR_CE
2020-05-12,BR,CE,813,91,18412,1280,BR_CE
2020-05-13,BR,CE,744,109,19156,1389,BR_CE
2020-05-14,BR,CE,1921,24,21077,1413,BR_CE
2020-05-15,BR,CE,1413,63,22490,1476,BR_CE
2020-05-16,BR,CE,1305,138,23795,1614,BR_CE
2020-05-17,BR,CE,460,27,24255,1641,BR_CE
2020-05-18,BR,CE,2108,107,26363,1748,BR_CE
2020-05-19,BR,CE,1749,108,28112,1856,BR_CE
2020-05-20,BR,CE,2448,44,30560,1900,BR_CE
2020-05-21,BR,CE,853,261,31413,2161,BR_CE
2020-05-22,BR,CE,3160,90,34573,2251,BR_CE
2020-05-23,BR,CE,549,57,35122,2308,BR_CE
2020-05-24,BR,CE,473,16,35595,2324,BR_CE
2020-05-25,BR,CE,590,169,36185,2493,BR_CE
2020-05-26,BR,CE,836,110,37021,2603,BR_CE
2020-05-27,BR,CE,254,68,37275,2671,BR_CE
2020-05-28,BR,CE,546,62,37821,2733,BR_CE
2020-05-29,BR,CE,574,126,38395,2859,BR_CE
2020-05-30,BR,CE,8111,97,46506,2956,BR_CE
2020-05-31,BR,CE,1983,54,48489,3010,BR_CE
2020-06-01,BR,CE,2015,178,50504,3188,BR_CE
2020-06-02,BR,CE,2569,233,53073,3421,BR_CE
2020-06-03,BR,CE,2983,184,56056,3605,BR_CE
2020-06-04,BR,CE,3739,208,59795,3813,BR_CE
2020-06-05,BR,CE,1800,77,61595,3890,BR_CE
2020-06-06,BR,CE,1980,75,63575,3965,BR_CE
2020-06-07,BR,CE,696,17,64271,3982,BR_CE
2020-06-08,BR,CE,1334,138,65605,4120,BR_CE
2020-06-09,BR,CE,2779,189,68384,4309,BR_CE
2020-06-10,BR,CE,3018,171,71402,4480,BR_CE
2020-06-11,BR,CE,2477,183,73879,4663,BR_CE
2020-06-12,BR,CE,1826,125,75705,4788,BR_CE
2020-06-13,BR,CE,724,41,76429,4829,BR_CE
2020-06-14,BR,CE,319,32,76748,4861,BR_CE
2020-06-15,BR,CE,2714,138,79462,4999,BR_CE
2020-06-16,BR,CE,1827,71,81289,5070,BR_CE
2020-06-17,BR,CE,3678,212,84967,5282,BR_CE
2020-02-26,BR,MA,0,0,0,0,BR_MA
2020-02-27,BR,MA,0,0,0,0,BR_MA
2020-02-28,BR,MA,0,0,0,0,BR_MA
2020-02-29,BR,MA,0,0,0,0,BR_MA
2020-03-01,BR,MA,0,0,0,0,BR_MA
2020-03-02,BR,MA,0,0,0,0,BR_MA
2020-03-03,BR,MA,0,0,0,0,BR_MA
2020-03-04,BR,MA,0,0,0,0,BR_MA
2020-03-05,BR,MA,0,0,0,0,BR_MA
2020-03-06,BR,MA,0,0,0,0,BR_MA
2020-03-07,BR,MA,0,0,0,0,BR_MA
2020-03-08,BR,MA,0,0,0,0,BR_MA
2020-03-09,BR,MA,0,0,0,0,BR_MA
2020-03-10,BR,MA,0,0,0,0,BR_MA
2020-03-11,BR,MA,0,0,0,0,BR_MA
2020-03-12,BR,MA,0,0,0,0,BR_MA
2020-03-13,BR,MA,0,0,0,0,BR_MA
2020-03-14,BR,MA,0,0,0,0,BR_MA
2020-03-15,BR,MA,0,0,0,0,BR_MA
2020-03-16,BR,MA,0,0,0,0,BR_MA
2020-03-17,BR,MA,0,0,0,0,BR_MA
2020-03-18,BR,MA,0,0,0,0,BR_MA
2020-03-19,BR,MA,0,0,0,0,BR_MA
2020-03-20,BR,MA,0,0,0,0,BR_MA
2020-03-21,BR,MA,1,0,1,0,BR_MA
2020-03-22,BR,MA,1,0,2,0,BR_MA
2020-03-23,BR,MA,0,0,2,0,BR_MA
2020-03-24,BR,MA,6,0,8,0,BR_MA
2020-03-25,BR,MA,0,0,8,0,BR_MA
2020-03-26,BR,MA,2,0,10,0,BR_MA
2020-03-27,BR,MA,3,0,13,0,BR_MA
2020-03-28,BR,MA,1,0,14,0,BR_MA
2020-03-29,BR,MA,2,0,16,0,BR_MA
2020-03-30,BR,MA,7,1,23,1,BR_MA
2020-03-31,BR,MA,8,0,31,1,BR_MA
2020-04-01,BR,MA,23,0,54,1,BR_MA
2020-04-02,BR,MA,17,0,71,1,BR_MA
2020-04-03,BR,MA,10,0,81,1,BR_MA
2020-04-04,BR,MA,7,0,88,1,BR_MA
2020-04-05,BR,MA,8,1,96,2,BR_MA
2020-04-06,BR,MA,37,0,133,2,BR_MA
2020-04-07,BR,MA,39,2,172,4,BR_MA
2020-04-08,BR,MA,58,7,230,11,BR_MA
2020-04-09,BR,MA,43,1,273,12,BR_MA
2020-04-10,BR,MA,20,4,293,16,BR_MA
2020-04-11,BR,MA,51,5,344,21,BR_MA
2020-04-12,BR,MA,54,3,398,24,BR_MA
2020-04-13,BR,MA,47,3,445,27,BR_MA
2020-04-14,BR,MA,33,5,478,32,BR_MA
2020-04-15,BR,MA,152,2,630,34,BR_MA
2020-04-16,BR,MA,65,3,695,37,BR_MA
2020-04-17,BR,MA,102,3,797,40,BR_MA
2020-04-18,BR,MA,243,4,1040,44,BR_MA
2020-04-19,BR,MA,165,4,1205,48,BR_MA
2020-04-20,BR,MA,115,6,1320,54,BR_MA
2020-04-21,BR,MA,76,6,1396,60,BR_MA
2020-04-22,BR,MA,208,6,1604,66,BR_MA
2020-04-23,BR,MA,153,10,1757,76,BR_MA
2020-04-24,BR,MA,194,12,1951,88,BR_MA
2020-04-25,BR,MA,154,12,2105,100,BR_MA
2020-04-26,BR,MA,118,12,2223,112,BR_MA
2020-04-27,BR,MA,187,13,2410,125,BR_MA
2020-04-28,BR,MA,118,20,2528,145,BR_MA
2020-04-29,BR,MA,276,21,2804,166,BR_MA
2020-04-30,BR,MA,386,18,3190,184,BR_MA
2020-05-01,BR,MA,316,20,3506,204,BR_MA
2020-05-02,BR,MA,299,20,3805,224,BR_MA
2020-05-03,BR,MA,235,13,4040,237,BR_MA
2020-05-04,BR,MA,187,12,4227,249,BR_MA
2020-05-05,BR,MA,303,22,4530,271,BR_MA
2020-05-06,BR,MA,498,20,5028,291,BR_MA
2020-05-07,BR,MA,361,14,5389,305,BR_MA
2020-05-08,BR,MA,520,25,5909,330,BR_MA
2020-05-09,BR,MA,856,25,6765,355,BR_MA
2020-05-10,BR,MA,834,24,7599,379,BR_MA
2020-05-11,BR,MA,545,20,8144,399,BR_MA
2020-05-12,BR,MA,382,24,8526,423,BR_MA
2020-05-13,BR,MA,586,21,9112,444,BR_MA
2020-05-14,BR,MA,689,26,9801,470,BR_MA
2020-05-15,BR,MA,938,26,10739,496,BR_MA
2020-05-16,BR,MA,853,28,11592,524,BR_MA
2020-05-17,BR,MA,900,25,12492,549,BR_MA
2020-05-18,BR,MA,746,27,13238,576,BR_MA
2020-05-19,BR,MA,960,28,14198,604,BR_MA
2020-05-20,BR,MA,916,30,15114,634,BR_MA
2020-05-21,BR,MA,944,29,16058,663,BR_MA
2020-05-22,BR,MA,1154,30,17212,693,BR_MA
2020-05-23,BR,MA,1555,29,18767,722,BR_MA
2020-05-24,BR,MA,2424,32,21191,754,BR_MA
2020-05-25,BR,MA,1595,30,22786,784,BR_MA
2020-05-26,BR,MA,1492,33,24278,817,BR_MA
2020-05-27,BR,MA,1867,36,26145,853,BR_MA
2020-05-28,BR,MA,1834,34,27979,887,BR_MA
2020-05-29,BR,MA,2503,24,30482,911,BR_MA
2020-05-30,BR,MA,2138,21,32620,932,BR_MA
2020-05-31,BR,MA,2019,23,34639,955,BR_MA
2020-06-01,BR,MA,658,21,35297,976,BR_MA
2020-06-02,BR,MA,1328,21,36625,997,BR_MA
2020-06-03,BR,MA,1549,31,38174,1028,BR_MA
2020-06-04,BR,MA,2455,34,40629,1062,BR_MA
2020-06-05,BR,MA,2684,33,43313,1095,BR_MA
2020-06-06,BR,MA,2157,37,45470,1132,BR_MA
2020-06-07,BR,MA,2123,38,47593,1170,BR_MA
2020-06-08,BR,MA,1778,77,49371,1247,BR_MA
2020-06-09,BR,MA,2698,38,52069,1285,BR_MA
2020-06-10,BR,MA,1439,37,53508,1322,BR_MA
2020-06-11,BR,MA,2172,38,55680,1360,BR_MA
2020-06-12,BR,MA,1925,39,57605,1399,BR_MA
2020-06-13,BR,MA,1254,37,58859,1436,BR_MA
2020-06-14,BR,MA,991,31,59850,1467,BR_MA
2020-06-15,BR,MA,742,32,60592,1499,BR_MA
2020-06-16,BR,MA,2119,38,62711,1537,BR_MA
2020-06-17,BR,MA,2024,33,64735,1570,BR_MA
2020-02-26,BR,PB,0,0,0,0,BR_PB
2020-02-27,BR,PB,0,0,0,0,BR_PB
2020-02-28,BR,PB,0,0,0,0,BR_PB
2020-02-29,BR,PB,0,0,0,0,BR_PB
2020-03-01,BR,PB,0,0,0,0,BR_PB
2020-03-02,BR,PB,0,0,0,0,BR_PB
2020-03-03,BR,PB,0,0,0,0,BR_PB
2020-03-04,BR,PB,0,0,0,0,BR_PB
2020-03-05,BR,PB,0,0,0,0,BR_PB
2020-03-06,BR,PB,0,0,0,0,BR_PB
2020-03-07,BR,PB,0,0,0,0,BR_PB
2020-03-08,BR,PB,0,0,0,0,BR_PB
2020-03-09,BR,PB,0,0,0,0,BR_PB
2020-03-10,BR,PB,0,0,0,0,BR_PB
2020-03-11,BR,PB,0,0,0,0,BR_PB
2020-03-12,BR,PB,0,0,0,0,BR_PB
2020-03-13,BR,PB,0,0,0,0,BR_PB
2020-03-14,BR,PB,0,0,0,0,BR_PB
2020-03-15,BR,PB,0,0,0,0,BR_PB
2020-03-16,BR,PB,0,0,0,0,BR_PB
2020-03-17,BR,PB,0,0,0,0,BR_PB
2020-03-18,BR,PB,0,0,0,0,BR_PB
2020-03-19,BR,PB,1,0,1,0,BR_PB
2020-03-20,BR,PB,0,0,1,0,BR_PB
2020-03-21,BR,PB,0,0,1,0,BR_PB
2020-03-22,BR,PB,0,0,1,0,BR_PB
2020-03-23,BR,PB,1,0,2,0,BR_PB
2020-03-24,BR,PB,1,0,3,0,BR_PB
2020-03-25,BR,PB,0,0,3,0,BR_PB
2020-03-26,BR,PB,2,0,5,0,BR_PB
2020-03-27,BR,PB,4,0,9,0,BR_PB
2020-03-28,BR,PB,5,0,14,0,BR_PB
2020-03-29,BR,PB,0,0,14,0,BR_PB
2020-03-30,BR,PB,1,0,15,0,BR_PB
2020-03-31,BR,PB,2,0,17,0,BR_PB
2020-04-01,BR,PB,3,1,20,1,BR_PB
2020-04-02,BR,PB,1,0,21,1,BR_PB
2020-04-03,BR,PB,8,0,29,1,BR_PB
2020-04-04,BR,PB,3,1,32,2,BR_PB
2020-04-05,BR,PB,2,2,34,4,BR_PB
2020-04-06,BR,PB,1,0,35,4,BR_PB
2020-04-07,BR,PB,1,0,36,4,BR_PB
2020-04-08,BR,PB,5,0,41,4,BR_PB
2020-04-09,BR,PB,14,3,55,7,BR_PB
2020-04-10,BR,PB,24,4,79,11,BR_PB
2020-04-11,BR,PB,6,0,85,11,BR_PB
2020-04-12,BR,PB,16,2,101,13,BR_PB
2020-04-13,BR,PB,10,0,111,13,BR_PB
2020-04-14,BR,PB,25,3,136,16,BR_PB
2020-04-15,BR,PB,15,5,151,21,BR_PB
2020-04-16,BR,PB,14,3,165,24,BR_PB
2020-04-17,BR,PB,30,2,195,26,BR_PB
2020-04-18,BR,PB,10,0,205,26,BR_PB
2020-04-19,BR,PB,31,3,236,29,BR_PB
2020-04-20,BR,PB,9,3,245,32,BR_PB
2020-04-21,BR,PB,18,1,263,33,BR_PB
2020-04-22,BR,PB,38,6,301,39,BR_PB
2020-04-23,BR,PB,44,1,345,40,BR_PB
2020-04-24,BR,PB,41,4,386,44,BR_PB
2020-04-25,BR,PB,61,2,447,46,BR_PB
2020-04-26,BR,PB,52,3,499,49,BR_PB
2020-04-27,BR,PB,44,1,543,50,BR_PB
2020-04-28,BR,PB,90,3,633,53,BR_PB
2020-04-29,BR,PB,66,5,699,58,BR_PB
2020-04-30,BR,PB,115,4,814,62,BR_PB
2020-05-01,BR,PB,112,5,926,67,BR_PB
2020-05-02,BR,PB,108,7,1034,74,BR_PB
2020-05-03,BR,PB,135,2,1169,76,BR_PB
2020-05-04,BR,PB,50,3,1219,79,BR_PB
2020-05-05,BR,PB,142,6,1361,85,BR_PB
2020-05-06,BR,PB,132,7,1493,92,BR_PB
2020-05-07,BR,PB,164,9,1657,101,BR_PB
2020-05-08,BR,PB,374,13,2031,114,BR_PB
2020-05-09,BR,PB,125,10,2156,124,BR_PB
2020-05-10,BR,PB,185,11,2341,135,BR_PB
2020-05-11,BR,PB,184,4,2525,139,BR_PB
2020-05-12,BR,PB,252,15,2777,154,BR_PB
2020-05-13,BR,PB,268,3,3045,157,BR_PB
2020-05-14,BR,PB,316,3,3361,160,BR_PB
2020-05-15,BR,PB,378,10,3739,170,BR_PB
2020-05-16,BR,PB,324,13,4063,183,BR_PB
2020-05-17,BR,PB,284,11,4347,194,BR_PB
2020-05-18,BR,PB,439,13,4786,207,BR_PB
2020-05-19,BR,PB,514,12,5300,219,BR_PB
2020-05-20,BR,PB,538,11,5838,230,BR_PB
2020-05-21,BR,PB,400,15,6238,245,BR_PB
2020-05-22,BR,PB,644,3,6882,248,BR_PB
2020-05-23,BR,PB,626,10,7508,258,BR_PB
2020-05-24,BR,PB,315,14,7823,272,BR_PB
2020-05-25,BR,PB,193,7,8016,279,BR_PB
2020-05-26,BR,PB,903,7,8919,286,BR_PB
2020-05-27,BR,PB,1290,12,10209,298,BR_PB
2020-05-28,BR,PB,923,20,11132,318,BR_PB
2020-05-29,BR,PB,879,9,12011,327,BR_PB
2020-05-30,BR,PB,851,20,12862,347,BR_PB
2020-05-31,BR,PB,300,13,13162,360,BR_PB
2020-06-01,BR,PB,533,10,13695,370,BR_PB
2020-06-02,BR,PB,1164,9,14859,379,BR_PB
2020-06-03,BR,PB,1159,35,16018,414,BR_PB
2020-06-04,BR,PB,1561,24,17579,438,BR_PB
2020-06-05,BR,PB,1000,13,18579,451,BR_PB
2020-06-06,BR,PB,1208,16,19787,467,BR_PB
2020-06-07,BR,PB,523,17,20310,484,BR_PB
2020-06-08,BR,PB,641,23,20951,507,BR_PB
2020-06-09,BR,PB,1501,27,22452,534,BR_PB
2020-06-10,BR,PB,1580,25,24032,559,BR_PB
2020-06-11,BR,PB,1338,11,25370,570,BR_PB
2020-06-12,BR,PB,1186,40,26556,610,BR_PB
2020-06-13,BR,PB,898,13,27454,623,BR_PB
2020-06-14,BR,PB,559,10,28013,633,BR_PB
2020-06-15,BR,PB,655,23,28668,656,BR_PB
2020-06-16,BR,PB,1460,15,30128,671,BR_PB
2020-06-17,BR,PB,1584,25,31712,696,BR_PB
2020-02-26,BR,PE,0,0,0,0,BR_PE
2020-02-27,BR,PE,0,0,0,0,BR_PE
2020-02-28,BR,PE,0,0,0,0,BR_PE
2020-02-29,BR,PE,0,0,0,0,BR_PE
2020-03-01,BR,PE,0,0,0,0,BR_PE
2020-03-02,BR,PE,0,0,0,0,BR_PE
2020-03-03,BR,PE,0,0,0,0,BR_PE
2020-03-04,BR,PE,0,0,0,0,BR_PE
2020-03-05,BR,PE,0,0,0,0,BR_PE
2020-03-06,BR,PE,0,0,0,0,BR_PE
2020-03-07,BR,PE,0,0,0,0,BR_PE
2020-03-08,BR,PE,0,0,0,0,BR_PE
2020-03-09,BR,PE,0,0,0,0,BR_PE
2020-03-10,BR,PE,0,0,0,0,BR_PE
2020-03-11,BR,PE,0,0,0,0,BR_PE
2020-03-12,BR,PE,2,0,2,0,BR_PE
2020-03-13,BR,PE,0,0,2,0,BR_PE
2020-03-14,BR,PE,0,0,2,0,BR_PE
2020-03-15,BR,PE,0,0,2,0,BR_PE
2020-03-16,BR,PE,0,0,2,0,BR_PE
2020-03-17,BR,PE,14,0,16,0,BR_PE
2020-03-18,BR,PE,0,0,16,0,BR_PE
2020-03-19,BR,PE,12,0,28,0,BR_PE
2020-03-20,BR,PE,2,0,30,0,BR_PE
2020-03-21,BR,PE,0,0,30,0,BR_PE
2020-03-22,BR,PE,7,0,37,0,BR_PE
2020-03-23,BR,PE,5,0,42,0,BR_PE
2020-03-24,BR,PE,0,0,42,0,BR_PE
2020-03-25,BR,PE,4,1,46,1,BR_PE
2020-03-26,BR,PE,2,2,48,3,BR_PE
2020-03-27,BR,PE,8,1,56,4,BR_PE
2020-03-28,BR,PE,12,1,68,5,BR_PE
2020-03-29,BR,PE,5,0,73,5,BR_PE
2020-03-30,BR,PE,5,1,78,6,BR_PE
2020-03-31,BR,PE,9,0,87,6,BR_PE
2020-04-01,BR,PE,8,2,95,8,BR_PE
2020-04-02,BR,PE,11,1,106,9,BR_PE
2020-04-03,BR,PE,30,1,136,10,BR_PE
2020-04-04,BR,PE,40,4,176,14,BR_PE
2020-04-05,BR,PE,25,7,201,21,BR_PE
2020-04-06,BR,PE,22,9,223,30,BR_PE
2020-04-07,BR,PE,129,4,352,34,BR_PE
2020-04-08,BR,PE,49,12,401,46,BR_PE
2020-04-09,BR,PE,154,10,555,56,BR_PE
2020-04-10,BR,PE,129,9,684,65,BR_PE
2020-04-11,BR,PE,132,7,816,72,BR_PE
2020-04-12,BR,PE,144,13,960,85,BR_PE
2020-04-13,BR,PE,194,17,1154,102,BR_PE
2020-04-14,BR,PE,130,13,1284,115,BR_PE
2020-04-15,BR,PE,200,28,1484,143,BR_PE
2020-04-16,BR,PE,199,17,1683,160,BR_PE
2020-04-17,BR,PE,323,26,2006,186,BR_PE
2020-04-18,BR,PE,187,19,2193,205,BR_PE
2020-04-19,BR,PE,266,11,2459,216,BR_PE
2020-04-20,BR,PE,231,18,2690,234,BR_PE
2020-04-21,BR,PE,218,26,2908,260,BR_PE
2020-04-22,BR,PE,390,22,3298,282,BR_PE
2020-04-23,BR,PE,221,30,3519,312,BR_PE
2020-04-24,BR,PE,480,40,3999,352,BR_PE
2020-04-25,BR,PE,508,29,4507,381,BR_PE
2020-04-26,BR,PE,391,34,4898,415,BR_PE
2020-04-27,BR,PE,460,35,5358,450,BR_PE
2020-04-28,BR,PE,366,58,5724,508,BR_PE
2020-04-29,BR,PE,470,30,6194,538,BR_PE
2020-04-30,BR,PE,682,27,6876,565,BR_PE
2020-05-01,BR,PE,458,38,7334,603,BR_PE
2020-05-02,BR,PE,811,25,8145,628,BR_PE
2020-05-03,BR,PE,498,24,8643,652,BR_PE
2020-05-04,BR,PE,220,39,8863,691,BR_PE
2020-05-05,BR,PE,462,58,9325,749,BR_PE
2020-05-06,BR,PE,556,54,9881,803,BR_PE
2020-05-07,BR,PE,943,42,10824,845,BR_PE
2020-05-08,BR,PE,763,82,11587,927,BR_PE
2020-05-09,BR,PE,883,45,12470,972,BR_PE
2020-05-10,BR,PE,805,75,13275,1047,BR_PE
2020-05-11,BR,PE,493,40,13768,1087,BR_PE
2020-05-12,BR,PE,541,70,14309,1157,BR_PE
2020-05-13,BR,PE,592,67,14901,1224,BR_PE
2020-05-14,BR,PE,687,74,15588,1298,BR_PE
2020-05-15,BR,PE,621,83,16209,1381,BR_PE
2020-05-16,BR,PE,2279,80,18488,1461,BR_PE
2020-05-17,BR,PE,964,55,19452,1516,BR_PE
2020-05-18,BR,PE,642,124,20094,1640,BR_PE
2020-05-19,BR,PE,1148,101,21242,1741,BR_PE
2020-05-20,BR,PE,1318,93,22560,1834,BR_PE
2020-05-21,BR,PE,1351,91,23911,1925,BR_PE
2020-05-22,BR,PE,1849,132,25760,2057,BR_PE
2020-05-23,BR,PE,1026,87,26786,2144,BR_PE
2020-05-24,BR,PE,973,56,27759,2200,BR_PE
2020-05-25,BR,PE,607,48,28366,2248,BR_PE
2020-05-26,BR,PE,488,80,28854,2328,BR_PE
2020-05-27,BR,PE,1065,140,29919,2468,BR_PE
2020-05-28,BR,PE,794,98,30713,2566,BR_PE
2020-05-29,BR,PE,1542,103,32255,2669,BR_PE
2020-05-30,BR,PE,1172,71,33427,2740,BR_PE
2020-05-31,BR,PE,1023,67,34450,2807,BR_PE
2020-06-01,BR,PE,450,68,34900,2875,BR_PE
2020-06-02,BR,PE,608,58,35508,2933,BR_PE
2020-06-03,BR,PE,955,79,36463,3012,BR_PE
2020-06-04,BR,PE,1044,122,37507,3134,BR_PE
2020-06-05,BR,PE,1004,71,38511,3205,BR_PE
2020-06-06,BR,PE,850,65,39361,3270,BR_PE
2020-06-07,BR,PE,881,35,40242,3305,BR_PE
2020-06-08,BR,PE,463,45,40705,3350,BR_PE
2020-06-09,BR,PE,305,103,41010,3453,BR_PE
2020-06-10,BR,PE,925,78,41935,3531,BR_PE
2020-06-11,BR,PE,1059,102,42994,3633,BR_PE
2020-06-12,BR,PE,878,61,43872,3694,BR_PE
2020-06-13,BR,PE,799,90,44671,3784,BR_PE
2020-06-14,BR,PE,590,71,45261,3855,BR_PE
2020-06-15,BR,PE,246,31,45507,3886,BR_PE
2020-06-16,BR,PE,920,73,46427,3959,BR_PE
2020-06-17,BR,PE,1019,50,47446,4009,BR_PE
2020-02-26,BR,PI,0,0,0,0,BR_PI
2020-02-27,BR,PI,0,0,0,0,BR_PI
2020-02-28,BR,PI,0,0,0,0,BR_PI
2020-02-29,BR,PI,0,0,0,0,BR_PI
2020-03-01,BR,PI,0,0,0,0,BR_PI
2020-03-02,BR,PI,0,0,0,0,BR_PI
2020-03-03,BR,PI,0,0,0,0,BR_PI
2020-03-04,BR,PI,0,0,0,0,BR_PI
2020-03-05,BR,PI,0,0,0,0,BR_PI
2020-03-06,BR,PI,0,0,0,0,BR_PI
2020-03-07,BR,PI,0,0,0,0,BR_PI
2020-03-08,BR,PI,0,0,0,0,BR_PI
2020-03-09,BR,PI,0,0,0,0,BR_PI
2020-03-10,BR,PI,0,0,0,0,BR_PI
2020-03-11,BR,PI,0,0,0,0,BR_PI
2020-03-12,BR,PI,0,0,0,0,BR_PI
2020-03-13,BR,PI,0,0,0,0,BR_PI
2020-03-14,BR,PI,0,0,0,0,BR_PI
2020-03-15,BR,PI,0,0,0,0,BR_PI
2020-03-16,BR,PI,0,0,0,0,BR_PI
2020-03-17,BR,PI,0,0,0,0,BR_PI
2020-03-18,BR,PI,0,0,0,0,BR_PI
2020-03-19,BR,PI,0,0,0,0,BR_PI
2020-03-20,BR,PI,3,0,3,0,BR_PI
2020-03-21,BR,PI,1,0,4,0,BR_PI
2020-03-22,BR,PI,0,0,4,0,BR_PI
2020-03-23,BR,PI,2,0,6,0,BR_PI
2020-03-24,BR,PI,0,0,6,0,BR_PI
2020-03-25,BR,PI,2,0,8,0,BR_PI
2020-03-26,BR,PI,1,0,9,0,BR_PI
2020-03-27,BR,PI,0,0,9,0,BR_PI
2020-03-28,BR,PI,2,1,11,1,BR_PI
2020-03-29,BR,PI,3,0,14,1,BR_PI
2020-03-30,BR,PI,2,2,16,3,BR_PI
2020-03-31,BR,PI,2,1,18,4,BR_PI
2020-04-01,BR,PI,0,0,18,4,BR_PI
2020-04-02,BR,PI,1,0,19,4,BR_PI
2020-04-03,BR,PI,2,0,21,4,BR_PI
2020-04-04,BR,PI,1,0,22,4,BR_PI
2020-04-05,BR,PI,1,0,23,4,BR_PI
2020-04-06,BR,PI,0,0,23,4,BR_PI
