date,match_string,new_confirmed,country_code,total_confirmed,key
2020-03-23,Blekinge,0,SE,12,SE_221
2020-03-24,Blekinge,0,SE,12,SE_221
2020-03-25,Blekinge,3,SE,15,SE_221
2020-03-26,Blekinge,0,SE,15,SE_221
2020-03-27,Blekinge,2,SE,17,SE_221
2020-03-28,Blekinge,0,SE,17,SE_221
2020-03-29,Blekinge,4,SE,21,SE_221
2020-03-30,Blekinge,0,SE,21,SE_221
2020-03-31,Blekinge,1,SE,22,SE_221
2020-04-01,Blekinge,5,SE,27,SE_221
2020-04-02,Blekinge,3,SE,30,SE_221
2020-04-03,Blekinge,1,SE,31,SE_221
2020-04-04,Blekinge,4,SE,35,SE_221
2020-04-05,Blekinge,1,SE,36,SE_221
2020-04-06,Blekinge,0,SE,36,SE_221
2020-04-07,Blekinge,1,SE,37,SE_221
2020-04-08,Blekinge,2,SE,39,SE_221
2020-04-09,Blekinge,1,SE,40,SE_221
2020-04-10,Blekinge,1,SE,41,SE_221
2020-04-11,Blekinge,0,SE,41,SE_221
2020-04-12,Blekinge,1,SE,42,SE_221
2020-04-13,Blekinge,0,SE,42,SE_221
2020-04-14,Blekinge,1,SE,43,SE_221
2020-04-15,Blekinge,0,SE,43,SE_221
2020-04-16,Blekinge,0,SE,43,SE_221
2020-04-17,Blekinge,0,SE,43,SE_221
2020-04-18,Blekinge,0,SE,43,SE_221
2020-04-19,Blekinge,0,SE,43,SE_221
2020-04-20,Blekinge,1,SE,44,SE_221
2020-04-21,Blekinge,4,SE,48,SE_221
2020-04-22,Blekinge,6,SE,54,SE_221
2020-04-23,Blekinge,2,SE,56,SE_221
2020-04-24,Blekinge,7,SE,63,SE_221
2020-04-25,Blekinge,0,SE,63,SE_221
2020-04-26,Blekinge,1,SE,64,SE_221
2020-04-27,Blekinge,0,SE,64,SE_221
2020-04-28,Blekinge,3,SE,67,SE_221
2020-04-29,Blekinge,6,SE,73,SE_221
2020-04-30,Blekinge,0,SE,73,SE_221
2020-05-01,Blekinge,0,SE,73,SE_221
2020-05-02,Blekinge,1,SE,74,SE_221
2020-05-03,Blekinge,0,SE,74,SE_221
2020-05-04,Blekinge,0,SE,74,SE_221
2020-05-05,Blekinge,3,SE,77,SE_221
2020-05-06,Blekinge,1,SE,78,SE_221
2020-05-07,Blekinge,2,SE,80,SE_221
2020-05-08,Blekinge,4,SE,84,SE_221
2020-05-09,Blekinge,1,SE,85,SE_221
2020-05-10,Blekinge,0,SE,85,SE_221
2020-05-11,Blekinge,0,SE,85,SE_221
2020-05-12,Blekinge,4,SE,89,SE_221
2020-05-13,Blekinge,3,SE,92,SE_221
2020-05-14,Blekinge,2,SE,94,SE_221
2020-05-15,Blekinge,6,SE,100,SE_221
2020-05-16,Blekinge,2,SE,102,SE_221
2020-05-17,Blekinge,1,SE,103,SE_221
2020-05-18,Blekinge,0,SE,103,SE_221
2020-05-19,Blekinge,6,SE,109,SE_221
2020-05-20,Blekinge,23,SE,132,SE_221
2020-05-21,Blekinge,0,SE,132,SE_221
2020-05-22,Blekinge,10,SE,142,SE_221
2020-05-23,Blekinge,2,SE,144,SE_221
2020-05-24,Blekinge,3,SE,147,SE_221
2020-05-25,Blekinge,3,SE,150,SE_221
2020-05-26,Blekinge,12,SE,162,SE_221
2020-05-27,Blekinge,19,SE,181,SE_221
2020-05-28,Blekinge,11,SE,192,SE_221
2020-05-29,Blekinge,10,SE,202,SE_221
2020-05-30,Blekinge,6,SE,208,SE_221
2020-05-31,Blekinge,7,SE,215,SE_221
2020-06-01,Blekinge,3,SE,218,SE_221
2020-06-02,Blekinge,18,SE,236,SE_221
2020-06-03,Blekinge,18,SE,254,SE_221
2020-06-04,Blekinge,10,SE,264,SE_221
2020-06-05,Blekinge,10,SE,274,SE_221
2020-06-06,Blekinge,5,SE,279,SE_221
2020-06-07,Blekinge,18,SE,297,SE_221
2020-06-08,Blekinge,10,SE,307,SE_221
2020-06-09,Blekinge,9,SE,316,SE_221
2020-06-10,Blekinge,1,SE,317,SE_221
2020-06-11,Blekinge,26,SE,343,SE_221
2020-06-12,Blekinge,14,SE,357,SE_221
2020-06-13,Blekinge,12,SE,369,SE_221
2020-06-14,Blekinge,10,SE,379,SE_221
2020-06-15,Blekinge,3,SE,382,SE_221
2020-06-16,Blekinge,7,SE,389,SE_221
2020-06-17,Blekinge,13,SE,402,SE_221
2020-06-18,Blekinge,6,SE,408,SE_221
2020-06-19,Blekinge,5,SE,413,SE_221
2020-06-20,Blekinge,4,SE,417,SE_221
2020-06-21,Blekinge,0,SE,417,SE_221
2020-06-22,Blekinge,0,SE,417,SE_221
2020-06-23,Blekinge,8,SE,425,SE_221
2020-06-24,Blekinge,5,SE,430,SE_221
2020-06-25,Blekinge,6,SE,436,SE_221
2020-06-26,Blekinge,3,SE,439,SE_221
2020-06-27,Blekinge,3,SE,442,SE_221
2020-06-28,Blekinge,2,SE,444,SE_221
2020-06-29,Blekinge,0,SE,444,SE_221
2020-02-04,Dalarna,0,SE,0,SE_312
2020-02-05,Dalarna,0,SE,0,SE_312
2020-02-06,Dalarna,0,SE,0,SE_312
2020-02-07,Dalarna,0,SE,0,SE_312
2020-02-08,Dalarna,0,SE,0,SE_312
2020-02-09,Dalarna,0,SE,0,SE_312
2020-02-10,Dalarna,0,SE,0,SE_312
2020-02-11,Dalarna,0,SE,0,SE_312
2020-02-12,Dalarna,0,SE,0,SE_312
2020-02-13,Dalarna,0,SE,0,SE_312
2020-02-14,Dalarna,0,SE,0,SE_312
2020-02-15,Dalarna,0,SE,0,SE_312
2020-02-16,Dalarna,0,SE,0,SE_312
2020-02-17,Dalarna,0,SE,0,SE_312
2020-02-18,Dalarna,0,SE,0,SE_312
2020-02-19,Dalarna,0,SE,0,SE_312
2020-02-20,Dalarna,0,SE,0,SE_312
2020-02-21,Dalarna,0,SE,0,SE_312
2020-02-22,Dalarna,0,SE,0,SE_312
2020-02-23,Dalarna,0,SE,0,SE_312
2020-02-24,Dalarna,0,SE,0,SE_312
2020-02-25,Dalarna,0,SE,0,SE_312
2020-02-26,Dalarna,0,SE,0,SE_312
2020-02-27,Dalarna,0,SE,0,SE_312
2020-02-28,Dalarna,0,SE,0,SE_312
2020-02-29,Dalarna,0,SE,0,SE_312
2020-03-01,Dalarna,0,SE,0,SE_312
2020-03-02,Dalarna,0,SE,0,SE_312
2020-03-03,Dalarna,0,SE,0,SE_312
2020-03-04,Dalarna,0,SE,0,SE_312
2020-03-05,Dalarna,0,SE,0,SE_312
2020-03-06,Dalarna,0,SE,0,SE_312
2020-03-07,Dalarna,0,SE,0,SE_312
2020-03-08,Dalarna,0,SE,0,SE_312
2020-03-09,Dalarna,0,SE,0,SE_312
2020-03-10,Dalarna,0,SE,0,SE_312
2020-03-11,Dalarna,1,SE,1,SE_312
2020-03-12,Dalarna,3,SE,4,SE_312
2020-03-13,Dalarna,1,SE,5,SE_312
2020-03-14,Dalarna,0,SE,5,SE_312
2020-03-15,Dalarna,0,SE,5,SE_312
2020-03-16,Dalarna,0,SE,5,SE_312
2020-03-17,Dalarna,3,SE,8,SE_312
2020-03-18,Dalarna,2,SE,10,SE_312
2020-03-19,Dalarna,2,SE,12,SE_312
2020-03-20,Dalarna,5,SE,17,SE_312
2020-03-21,Dalarna,0,SE,17,SE_312
2020-03-22,Dalarna,5,SE,22,SE_312
2020-03-23,Dalarna,9,SE,31,SE_312
2020-03-24,Dalarna,9,SE,40,SE_312
2020-03-25,Dalarna,13,SE,53,SE_312
2020-03-26,Dalarna,8,SE,61,SE_312
2020-03-27,Dalarna,15,SE,76,SE_312
2020-03-28,Dalarna,6,SE,82,SE_312
2020-03-29,Dalarna,10,SE,92,SE_312
2020-03-30,Dalarna,9,SE,101,SE_312
2020-03-31,Dalarna,23,SE,124,SE_312
2020-04-01,Dalarna,19,SE,143,SE_312
2020-04-02,Dalarna,6,SE,149,SE_312
2020-04-03,Dalarna,20,SE,169,SE_312
2020-04-04,Dalarna,18,SE,187,SE_312
2020-04-05,Dalarna,7,SE,194,SE_312
2020-04-06,Dalarna,16,SE,210,SE_312
2020-04-07,Dalarna,28,SE,238,SE_312
2020-04-08,Dalarna,28,SE,266,SE_312
2020-04-09,Dalarna,29,SE,295,SE_312
2020-04-10,Dalarna,17,SE,312,SE_312
2020-04-11,Dalarna,9,SE,321,SE_312
2020-04-12,Dalarna,31,SE,352,SE_312
2020-04-13,Dalarna,12,SE,364,SE_312
2020-04-14,Dalarna,12,SE,376,SE_312
2020-04-15,Dalarna,28,SE,404,SE_312
2020-04-16,Dalarna,25,SE,429,SE_312
2020-04-17,Dalarna,26,SE,455,SE_312
2020-04-18,Dalarna,27,SE,482,SE_312
2020-04-19,Dalarna,8,SE,490,SE_312
2020-04-20,Dalarna,10,SE,500,SE_312
2020-04-21,Dalarna,35,SE,535,SE_312
2020-04-22,Dalarna,33,SE,568,SE_312
2020-04-23,Dalarna,41,SE,609,SE_312
2020-04-24,Dalarna,29,SE,638,SE_312
2020-04-25,Dalarna,45,SE,683,SE_312
2020-04-26,Dalarna,5,SE,688,SE_312
2020-04-27,Dalarna,8,SE,696,SE_312
2020-04-28,Dalarna,35,SE,731,SE_312
2020-04-29,Dalarna,52,SE,783,SE_312
2020-04-30,Dalarna,14,SE,797,SE_312
2020-05-01,Dalarna,2,SE,799,SE_312
2020-05-02,Dalarna,1,SE,800,SE_312
2020-05-03,Dalarna,3,SE,803,SE_312
2020-05-04,Dalarna,64,SE,867,SE_312
2020-05-05,Dalarna,28,SE,895,SE_312
2020-05-06,Dalarna,22,SE,917,SE_312
2020-05-07,Dalarna,19,SE,936,SE_312
2020-05-08,Dalarna,16,SE,952,SE_312
2020-05-09,Dalarna,11,SE,963,SE_312
2020-05-10,Dalarna,4,SE,967,SE_312
2020-05-11,Dalarna,3,SE,970,SE_312
2020-05-12,Dalarna,18,SE,988,SE_312
2020-05-13,Dalarna,22,SE,1010,SE_312
2020-05-14,Dalarna,15,SE,1025,SE_312
2020-05-15,Dalarna,10,SE,1035,SE_312
2020-05-16,Dalarna,1,SE,1036,SE_312
2020-05-17,Dalarna,17,SE,1053,SE_312
2020-05-18,Dalarna,9,SE,1062,SE_312
2020-05-19,Dalarna,2,SE,1064,SE_312
2020-05-20,Dalarna,31,SE,1095,SE_312
2020-05-21,Dalarna,17,SE,1112,SE_312
2020-05-22,Dalarna,4,SE,1116,SE_312
2020-05-23,Dalarna,13,SE,1129,SE_312
2020-05-24,Dalarna,7,SE,1136,SE_312
2020-05-25,Dalarna,3,SE,1139,SE_312
2020-05-26,Dalarna,18,SE,1157,SE_312
2020-05-27,Dalarna,16,SE,1173,SE_312
2020-05-28,Dalarna,16,SE,1189,SE_312
2020-05-29,Dalarna,10,SE,1199,SE_312
2020-05-30,Dalarna,15,SE,1214,SE_312
2020-05-31,Dalarna,5,SE,1219,SE_312
2020-06-01,Dalarna,7,SE,1226,SE_312
2020-06-02,Dalarna,23,SE,1249,SE_312
2020-06-03,Dalarna,14,SE,1263,SE_312
2020-06-04,Dalarna,13,SE,1276,SE_312
2020-06-05,Dalarna,20,SE,1296,SE_312
2020-06-06,Dalarna,16,SE,1312,SE_312
2020-06-07,Dalarna,6,SE,1318,SE_312
2020-06-08,Dalarna,9,SE,1327,SE_312
2020-06-09,Dalarna,17,SE,1344,SE_312
2020-06-10,Dalarna,18,SE,1362,SE_312
2020-06-11,Dalarna,9,SE,1371,SE_312
2020-06-12,Dalarna,13,SE,1384,SE_312
2020-06-13,Dalarna,6,SE,1390,SE_312
2020-06-14,Dalarna,4,SE,1394,SE_312
2020-06-15,Dalarna,3,SE,1397,SE_312
2020-06-16,Dalarna,7,SE,1404,SE_312
2020-06-17,Dalarna,6,SE,1410,SE_312
2020-06-18,Dalarna,16,SE,1426,SE_312
2020-06-19,Dalarna,20,SE,1446,SE_312
2020-06-20,Dalarna,5,SE,1451,SE_312
2020-06-21,Dalarna,4,SE,1455,SE_312
2020-06-22,Dalarna,11,SE,1466,SE_312
2020-06-23,Dalarna,29,SE,1495,SE_312
2020-06-24,Dalarna,30,SE,1525,SE_312
2020-06-25,Dalarna,29,SE,1554,SE_312
2020-06-26,Dalarna,34,SE,1588,SE_312
2020-06-27,Dalarna,31,SE,1619,SE_312
2020-06-28,Dalarna,4,SE,1623,SE_312
2020-06-29,Dalarna,0,SE,1623,SE_312
2020-02-04,Gotland,0,SE,0,SE_214
2020-02-05,Gotland,0,SE,0,SE_214
2020-02-06,Gotland,0,SE,0,SE_214
2020-02-07,Gotland,0,SE,0,SE_214
2020-02-08,Gotland,0,SE,0,SE_214
2020-02-09,Gotland,0,SE,0,SE_214
2020-02-10,Gotland,0,SE,0,SE_214
2020-02-11,Gotland,0,SE,0,SE_214
2020-02-12,Gotland,0,SE,0,SE_214
2020-02-13,Gotland,0,SE,0,SE_214
2020-02-14,Gotland,0,SE,0,SE_214
2020-02-15,Gotland,0,SE,0,SE_214
2020-02-16,Gotland,0,SE,0,SE_214
2020-02-17,Gotland,0,SE,0,SE_214
2020-02-18,Gotland,0,SE,0,SE_214
2020-02-19,Gotland,0,SE,0,SE_214
2020-02-20,Gotland,0,SE,0,SE_214
2020-02-21,Gotland,0,SE,0,SE_214
2020-02-22,Gotland,0,SE,0,SE_214
2020-02-23,Gotland,0,SE,0,SE_214
2020-02-24,Gotland,0,SE,0,SE_214
2020-02-25,Gotland,0,SE,0,SE_214
2020-02-26,Gotland,0,SE,0,SE_214
2020-02-27,Gotland,0,SE,0,SE_214
2020-02-28,Gotland,0,SE,0,SE_214
2020-02-29,Gotland,0,SE,0,SE_214
2020-03-01,Gotland,0,SE,0,SE_214
2020-03-02,Gotland,0,SE,0,SE_214
2020-03-03,Gotland,0,SE,0,SE_214
2020-03-04,Gotland,0,SE,0,SE_214
2020-03-05,Gotland,0,SE,0,SE_214
2020-03-06,Gotland,0,SE,0,SE_214
2020-03-07,Gotland,0,SE,0,SE_214
2020-03-08,Gotland,0,SE,0,SE_214
2020-03-09,Gotland,0,SE,0,SE_214
2020-03-10,Gotland,0,SE,0,SE_214
2020-03-11,Gotland,2,SE,2,SE_214
2020-03-12,Gotland,0,SE,2,SE_214
2020-03-13,Gotland,0,SE,2,SE_214
2020-03-14,Gotland,0,SE,2,SE_214
2020-03-15,Gotland,0,SE,2,SE_214
2020-03-16,Gotland,0,SE,2,SE_214
2020-03-17,Gotland,1,SE,3,SE_214
2020-03-18,Gotland,1,SE,4,SE_214
2020-03-19,Gotland,1,SE,5,SE_214
2020-03-20,Gotland,0,SE,5,SE_214
2020-03-21,Gotland,0,SE,5,SE_214
2020-03-22,Gotland,0,SE,5,SE_214
2020-03-23,Gotland,0,SE,5,SE_214
2020-03-24,Gotland,0,SE,5,SE_214
2020-03-25,Gotland,1,SE,6,SE_214
2020-03-26,Gotland,4,SE,10,SE_214
2020-03-27,Gotland,1,SE,11,SE_214
2020-03-28,Gotland,0,SE,11,SE_214
2020-03-29,Gotland,0,SE,11,SE_214
2020-03-30,Gotland,0,SE,11,SE_214
2020-03-31,Gotland,1,SE,12,SE_214
2020-04-01,Gotland,0,SE,12,SE_214
2020-04-02,Gotland,1,SE,13,SE_214
2020-04-03,Gotland,1,SE,14,SE_214
2020-04-04,Gotland,0,SE,14,SE_214
2020-04-05,Gotland,0,SE,14,SE_214
2020-04-06,Gotland,0,SE,14,SE_214
2020-04-07,Gotland,0,SE,14,SE_214
2020-04-08,Gotland,1,SE,15,SE_214
2020-04-09,Gotland,1,SE,16,SE_214
2020-04-10,Gotland,0,SE,16,SE_214
2020-04-11,Gotland,0,SE,16,SE_214
2020-04-12,Gotland,0,SE,16,SE_214
2020-04-13,Gotland,0,SE,16,SE_214
2020-04-14,Gotland,0,SE,16,SE_214
2020-04-15,Gotland,2,SE,18,SE_214
2020-04-16,Gotland,1,SE,19,SE_214
2020-04-17,Gotland,0,SE,19,SE_214
2020-04-18,Gotland,0,SE,19,SE_214
2020-04-19,Gotland,0,SE,19,SE_214
2020-04-20,Gotland,1,SE,20,SE_214
2020-04-21,Gotland,0,SE,20,SE_214
2020-04-22,Gotland,3,SE,23,SE_214
2020-04-23,Gotland,2,SE,25,SE_214
2020-04-24,Gotland,1,SE,26,SE_214
2020-04-25,Gotland,2,SE,28,SE_214
2020-04-26,Gotland,3,SE,31,SE_214
2020-04-27,Gotland,4,SE,35,SE_214
2020-04-28,Gotland,4,SE,39,SE_214
2020-04-29,Gotland,7,SE,46,SE_214
2020-04-30,Gotland,3,SE,49,SE_214
2020-05-01,Gotland,1,SE,50,SE_214
2020-05-02,Gotland,2,SE,52,SE_214
2020-05-03,Gotland,1,SE,53,SE_214
2020-05-04,Gotland,6,SE,59,SE_214
2020-05-05,Gotland,0,SE,59,SE_214
2020-05-06,Gotland,0,SE,59,SE_214
2020-05-07,Gotland,2,SE,61,SE_214
2020-05-08,Gotland,1,SE,62,SE_214
2020-05-09,Gotland,1,SE,63,SE_214
2020-05-10,Gotland,0,SE,63,SE_214
2020-05-11,Gotland,0,SE,63,SE_214
2020-05-12,Gotland,2,SE,65,SE_214
2020-05-13,Gotland,0,SE,65,SE_214
2020-05-14,Gotland,0,SE,65,SE_214
2020-05-15,Gotland,0,SE,65,SE_214
2020-05-16,Gotland,1,SE,66,SE_214
2020-05-17,Gotland,0,SE,66,SE_214
2020-05-18,Gotland,0,SE,66,SE_214
2020-05-19,Gotland,1,SE,67,SE_214
2020-05-20,Gotland,2,SE,69,SE_214
2020-05-21,Gotland,0,SE,69,SE_214
2020-05-22,Gotland,0,SE,69,SE_214
2020-05-23,Gotland,1,SE,70,SE_214
2020-05-24,Gotland,1,SE,71,SE_214
2020-05-25,Gotland,0,SE,71,SE_214
2020-05-26,Gotland,0,SE,71,SE_214
2020-05-27,Gotland,0,SE,71,SE_214
2020-05-28,Gotland,2,SE,73,SE_214
2020-05-29,Gotland,1,SE,74,SE_214
2020-05-30,Gotland,8,SE,82,SE_214
2020-05-31,Gotland,0,SE,82,SE_214
2020-06-01,Gotland,0,SE,82,SE_214
2020-06-02,Gotland,5,SE,87,SE_214
2020-06-03,Gotland,1,SE,88,SE_214
2020-06-04,Gotland,1,SE,89,SE_214
2020-06-05,Gotland,1,SE,90,SE_214
2020-06-06,Gotland,2,SE,92,SE_214
2020-06-07,Gotland,0,SE,92,SE_214
2020-06-08,Gotland,0,SE,92,SE_214
2020-06-09,Gotland,5,SE,97,SE_214
2020-06-10,Gotland,4,SE,101,SE_214
2020-06-11,Gotland,5,SE,106,SE_214
2020-06-12,Gotland,6,SE,112,SE_214
2020-06-13,Gotland,1,SE,113,SE_214
2020-06-14,Gotland,0,SE,113,SE_214
2020-06-15,Gotland,5,SE,118,SE_214
2020-06-16,Gotland,0,SE,118,SE_214
2020-06-17,Gotland,5,SE,123,SE_214
2020-06-18,Gotland,2,SE,125,SE_214
2020-06-19,Gotland,1,SE,126,SE_214
2020-06-20,Gotland,3,SE,129,SE_214
2020-06-21,Gotland,4,SE,133,SE_214
2020-06-22,Gotland,4,SE,137,SE_214
2020-06-23,Gotland,8,SE,145,SE_214
2020-06-24,Gotland,3,SE,148,SE_214
2020-06-25,Gotland,1,SE,149,SE_214
2020-06-26,Gotland,5,SE,154,SE_214
2020-06-27,Gotland,0,SE,154,SE_214
2020-06-28,Gotland,0,SE,154,SE_214
2020-06-29,Gotland,0,SE,154,SE_214
2020-02-04,Gävleborg,0,SE,0,SE_313
2020-02-05,Gävleborg,0,SE,0,SE_313
2020-02-06,Gävleborg,0,SE,0,SE_313
2020-02-07,Gävleborg,0,SE,0,SE_313
2020-02-08,Gävleborg,0,SE,0,SE_313
2020-02-09,Gävleborg,0,SE,0,SE_313
2020-02-10,Gävleborg,0,SE,0,SE_313
2020-02-11,Gävleborg,0,SE,0,SE_313
2020-02-12,Gävleborg,0,SE,0,SE_313
2020-02-13,Gävleborg,0,SE,0,SE_313
2020-02-14,Gävleborg,0,SE,0,SE_313
2020-02-15,Gävleborg,0,SE,0,SE_313
2020-02-16,Gävleborg,0,SE,0,SE_313
2020-02-17,Gävleborg,0,SE,0,SE_313
2020-02-18,Gävleborg,0,SE,0,SE_313
2020-02-19,Gävleborg,0,SE,0,SE_313
2020-02-20,Gävleborg,0,SE,0,SE_313
2020-02-21,Gävleborg,0,SE,0,SE_313
2020-02-22,Gävleborg,0,SE,0,SE_313
2020-02-23,Gävleborg,0,SE,0,SE_313
2020-02-24,Gävleborg,0,SE,0,SE_313
2020-02-25,Gävleborg,0,SE,0,SE_313
2020-02-26,Gävleborg,0,SE,0,SE_313
2020-02-27,Gävleborg,0,SE,0,SE_313
2020-02-28,Gävleborg,0,SE,0,SE_313
2020-02-29,Gävleborg,0,SE,0,SE_313
2020-03-01,Gävleborg,0,SE,0,SE_313
2020-03-02,Gävleborg,0,SE,0,SE_313
2020-03-03,Gävleborg,0,SE,0,SE_313
2020-03-04,Gävleborg,0,SE,0,SE_313
2020-03-05,Gävleborg,0,SE,0,SE_313
2020-03-06,Gävleborg,2,SE,2,SE_313
2020-03-07,Gävleborg,0,SE,2,SE_313
2020-03-08,Gävleborg,0,SE,2,SE_313
2020-03-09,Gävleborg,0,SE,2,SE_313
2020-03-10,Gävleborg,0,SE,2,SE_313
2020-03-11,Gävleborg,1,SE,3,SE_313
2020-03-12,Gävleborg,2,SE,5,SE_313
2020-03-13,Gävleborg,1,SE,6,SE_313
2020-03-14,Gävleborg,1,SE,7,SE_313
2020-03-15,Gävleborg,0,SE,7,SE_313
2020-03-16,Gävleborg,2,SE,9,SE_313
2020-03-17,Gävleborg,4,SE,13,SE_313
2020-03-18,Gävleborg,2,SE,15,SE_313
2020-03-19,Gävleborg,0,SE,15,SE_313
2020-03-20,Gävleborg,5,SE,20,SE_313
2020-03-21,Gävleborg,4,SE,24,SE_313
2020-03-22,Gävleborg,0,SE,24,SE_313
2020-03-23,Gävleborg,3,SE,27,SE_313
2020-03-24,Gävleborg,5,SE,32,SE_313
2020-03-25,Gävleborg,7,SE,39,SE_313
2020-03-26,Gävleborg,5,SE,44,SE_313
2020-03-27,Gävleborg,9,SE,53,SE_313
2020-03-28,Gävleborg,12,SE,65,SE_313
2020-03-29,Gävleborg,11,SE,76,SE_313
2020-03-30,Gävleborg,10,SE,86,SE_313
2020-03-31,Gävleborg,14,SE,100,SE_313
2020-04-01,Gävleborg,30,SE,130,SE_313
2020-04-02,Gävleborg,17,SE,147,SE_313
2020-04-03,Gävleborg,16,SE,163,SE_313
2020-04-04,Gävleborg,12,SE,175,SE_313
2020-04-05,Gävleborg,7,SE,182,SE_313
2020-04-06,Gävleborg,12,SE,194,SE_313
2020-04-07,Gävleborg,16,SE,210,SE_313
2020-04-08,Gävleborg,17,SE,227,SE_313
2020-04-09,Gävleborg,18,SE,245,SE_313
2020-04-10,Gävleborg,18,SE,263,SE_313
2020-04-11,Gävleborg,10,SE,273,SE_313
2020-04-12,Gävleborg,17,SE,290,SE_313
2020-04-13,Gävleborg,11,SE,301,SE_313
2020-04-14,Gävleborg,11,SE,312,SE_313
2020-04-15,Gävleborg,17,SE,329,SE_313
2020-04-16,Gävleborg,21,SE,350,SE_313
2020-04-17,Gävleborg,24,SE,374,SE_313
2020-04-18,Gävleborg,29,SE,403,SE_313
2020-04-19,Gävleborg,8,SE,411,SE_313
2020-04-20,Gävleborg,4,SE,415,SE_313
2020-04-21,Gävleborg,22,SE,437,SE_313
2020-04-22,Gävleborg,22,SE,459,SE_313
2020-04-23,Gävleborg,13,SE,472,SE_313
2020-04-24,Gävleborg,19,SE,491,SE_313
2020-04-25,Gävleborg,23,SE,514,SE_313
2020-04-26,Gävleborg,6,SE,520,SE_313
2020-04-27,Gävleborg,11,SE,531,SE_313
2020-04-28,Gävleborg,16,SE,547,SE_313
2020-04-29,Gävleborg,21,SE,568,SE_313
2020-04-30,Gävleborg,21,SE,589,SE_313
2020-05-01,Gävleborg,21,SE,610,SE_313
2020-05-02,Gävleborg,14,SE,624,SE_313
2020-05-03,Gävleborg,8,SE,632,SE_313
2020-05-04,Gävleborg,23,SE,655,SE_313
2020-05-05,Gävleborg,14,SE,669,SE_313
2020-05-06,Gävleborg,23,SE,692,SE_313
2020-05-07,Gävleborg,36,SE,728,SE_313
2020-05-08,Gävleborg,23,SE,751,SE_313
2020-05-09,Gävleborg,51,SE,802,SE_313
2020-05-10,Gävleborg,6,SE,808,SE_313
2020-05-11,Gävleborg,12,SE,820,SE_313
2020-05-12,Gävleborg,27,SE,847,SE_313
2020-05-13,Gävleborg,30,SE,877,SE_313
2020-05-14,Gävleborg,40,SE,917,SE_313
2020-05-15,Gävleborg,30,SE,947,SE_313
2020-05-16,Gävleborg,24,SE,971,SE_313
2020-05-17,Gävleborg,7,SE,978,SE_313
2020-05-18,Gävleborg,15,SE,993,SE_313
2020-05-19,Gävleborg,34,SE,1027,SE_313
2020-05-20,Gävleborg,25,SE,1052,SE_313
2020-05-21,Gävleborg,25,SE,1077,SE_313
2020-05-22,Gävleborg,23,SE,1100,SE_313
2020-05-23,Gävleborg,22,SE,1122,SE_313
2020-05-24,Gävleborg,8,SE,1130,SE_313
2020-05-25,Gävleborg,18,SE,1148,SE_313
2020-05-26,Gävleborg,22,SE,1170,SE_313
2020-05-27,Gävleborg,30,SE,1200,SE_313
2020-05-28,Gävleborg,27,SE,1227,SE_313
