date,new_hospitalized,incid_rea,new_deceased,new_recovered,key,total_hospitalized,total_deceased,total_recovered
2020-06-15,0,0,0,2,FR_COR,409,59,270
2020-06-16,0,0,0,0,FR_COR,409,59,270
2020-06-17,0,0,0,0,FR_COR,409,59,270
2020-06-18,0,0,0,0,FR_COR,409,59,270
2020-06-19,0,0,0,0,FR_COR,409,59,270
2020-06-20,0,0,0,0,FR_COR,409,59,270
2020-06-21,0,0,0,0,FR_COR,409,59,270
2020-06-22,0,0,0,0,FR_COR,409,59,270
2020-06-23,0,0,0,2,FR_COR,409,59,272
2020-06-24,0,0,0,0,FR_COR,409,59,272
2020-03-19,26,6,0,3,FR_CVL,26,0,3
2020-03-20,22,4,1,0,FR_CVL,48,1,3
2020-03-21,12,3,1,4,FR_CVL,60,2,7
2020-03-22,14,7,0,4,FR_CVL,74,2,11
2020-03-23,53,17,5,5,FR_CVL,127,7,16
2020-03-24,31,7,1,10,FR_CVL,158,8,26
2020-03-25,58,19,5,14,FR_CVL,216,13,40
2020-03-26,57,15,7,16,FR_CVL,273,20,56
2020-03-27,72,20,6,14,FR_CVL,345,26,70
2020-03-28,69,13,9,13,FR_CVL,414,35,83
2020-03-29,73,17,4,6,FR_CVL,487,39,89
2020-03-30,130,13,14,19,FR_CVL,617,53,108
2020-03-31,66,19,7,14,FR_CVL,683,60,122
2020-04-01,100,24,17,28,FR_CVL,783,77,150
2020-04-02,126,22,8,42,FR_CVL,909,85,192
2020-04-03,99,24,15,46,FR_CVL,1008,100,238
2020-04-04,108,16,8,47,FR_CVL,1116,108,285
2020-04-05,59,6,9,27,FR_CVL,1175,117,312
2020-04-06,93,19,17,34,FR_CVL,1268,134,346
2020-04-07,78,8,10,54,FR_CVL,1346,144,400
2020-04-08,105,19,14,55,FR_CVL,1451,158,455
2020-04-09,94,13,10,39,FR_CVL,1545,168,494
2020-04-10,103,12,15,56,FR_CVL,1648,183,550
2020-04-11,82,9,14,41,FR_CVL,1730,197,591
2020-04-12,48,1,8,14,FR_CVL,1778,205,605
2020-04-13,70,8,13,15,FR_CVL,1848,218,620
2020-04-14,64,8,13,34,FR_CVL,1912,231,654
2020-04-15,80,8,18,58,FR_CVL,1992,249,712
2020-04-16,74,2,7,85,FR_CVL,2066,256,797
2020-04-17,81,15,12,51,FR_CVL,2147,268,848
2020-04-18,38,5,12,32,FR_CVL,2185,280,880
2020-04-19,31,5,8,14,FR_CVL,2216,288,894
2020-04-20,36,5,14,29,FR_CVL,2252,302,923
2020-04-21,71,3,11,47,FR_CVL,2323,313,970
2020-04-22,58,5,20,37,FR_CVL,2381,333,1007
2020-04-23,46,5,6,47,FR_CVL,2427,339,1054
2020-04-24,33,7,9,16,FR_CVL,2460,348,1070
2020-04-25,30,9,5,21,FR_CVL,2490,353,1091
2020-04-26,21,1,7,13,FR_CVL,2511,360,1104
2020-04-27,39,5,12,18,FR_CVL,2550,372,1122
2020-04-28,37,6,9,54,FR_CVL,2587,381,1176
2020-04-29,50,3,8,37,FR_CVL,2637,389,1213
2020-04-30,60,6,5,39,FR_CVL,2697,394,1252
2020-05-01,34,6,7,15,FR_CVL,2731,401,1267
2020-05-02,18,1,2,9,FR_CVL,2749,403,1276
2020-05-03,15,3,4,3,FR_CVL,2764,407,1279
2020-05-04,17,2,10,18,FR_CVL,2781,417,1297
2020-05-05,59,6,10,57,FR_CVL,2840,427,1354
2020-05-06,16,0,8,60,FR_CVL,2856,435,1414
2020-05-07,26,2,5,31,FR_CVL,2882,440,1445
2020-05-08,14,0,5,36,FR_CVL,2896,445,1481
2020-05-09,9,0,2,6,FR_CVL,2905,447,1487
2020-05-10,7,0,3,2,FR_CVL,2912,450,1489
2020-05-11,15,2,5,23,FR_CVL,2927,455,1512
2020-05-12,14,3,6,37,FR_CVL,2941,461,1549
2020-05-13,11,2,2,27,FR_CVL,2952,463,1576
2020-05-14,14,4,5,31,FR_CVL,2966,468,1607
2020-05-15,22,3,7,32,FR_CVL,2988,475,1639
2020-05-16,2,0,4,15,FR_CVL,2990,479,1654
2020-05-17,2,0,2,4,FR_CVL,2992,481,1658
2020-05-18,10,1,4,20,FR_CVL,3002,485,1678
2020-05-19,9,1,6,15,FR_CVL,3011,491,1693
2020-05-20,16,1,7,22,FR_CVL,3027,498,1715
2020-05-21,1,0,2,13,FR_CVL,3028,500,1728
2020-05-22,13,0,1,11,FR_CVL,3041,501,1739
2020-05-23,3,1,2,9,FR_CVL,3044,503,1748
2020-05-24,2,0,1,1,FR_CVL,3046,504,1749
2020-05-25,8,0,3,4,FR_CVL,3054,507,1753
2020-05-26,1,1,2,21,FR_CVL,3055,509,1774
2020-05-27,3,0,1,12,FR_CVL,3058,510,1786
2020-05-28,3,0,0,23,FR_CVL,3061,510,1809
2020-05-29,2,0,5,27,FR_CVL,3063,515,1836
2020-05-30,5,1,0,3,FR_CVL,3068,515,1839
2020-05-31,1,0,1,1,FR_CVL,3069,516,1840
2020-06-01,0,0,1,1,FR_CVL,3069,517,1841
2020-06-02,4,0,1,6,FR_CVL,3073,518,1847
2020-06-03,3,2,5,11,FR_CVL,3076,523,1858
2020-06-04,3,0,3,8,FR_CVL,3079,526,1866
2020-06-05,2,0,0,18,FR_CVL,3081,526,1884
2020-06-06,2,0,0,4,FR_CVL,3083,526,1888
2020-06-07,1,0,1,3,FR_CVL,3084,527,1891
2020-06-08,2,0,3,3,FR_CVL,3086,530,1894
2020-06-09,0,0,1,11,FR_CVL,3086,531,1905
2020-06-10,1,1,1,23,FR_CVL,3087,532,1928
2020-06-11,3,1,1,6,FR_CVL,3090,533,1934
2020-06-12,0,0,2,5,FR_CVL,3090,535,1939
2020-06-13,2,0,1,3,FR_CVL,3092,536,1942
2020-06-14,0,0,0,1,FR_CVL,3092,536,1943
2020-06-15,3,0,0,1,FR_CVL,3095,536,1944
2020-06-16,3,1,0,9,FR_CVL,3098,536,1953
2020-06-17,9,0,6,38,FR_CVL,3107,542,1991
2020-06-18,7,0,7,3,FR_CVL,3114,549,1994
2020-06-19,1,0,2,4,FR_CVL,3115,551,1998
2020-06-20,1,0,0,1,FR_CVL,3116,551,1999
2020-06-21,0,0,0,0,FR_CVL,3116,551,1999
2020-06-22,0,3,0,14,FR_CVL,3116,551,2013
2020-06-23,2,0,0,7,FR_CVL,3118,551,2020
2020-06-24,1,0,0,5,FR_CVL,3119,551,2025
2020-03-19,438,70,38,75,FR_GES,438,38,75
2020-03-20,263,45,27,63,FR_GES,701,65,138
2020-03-21,313,65,44,73,FR_GES,1014,109,211
2020-03-22,291,63,47,43,FR_GES,1305,156,254
2020-03-23,416,81,63,73,FR_GES,1721,219,327
2020-03-24,646,104,83,154,FR_GES,2367,302,481
2020-03-25,593,99,101,155,FR_GES,2960,403,636
2020-03-26,553,95,84,192,FR_GES,3513,487,828
2020-03-27,538,102,76,130,FR_GES,4051,563,958
2020-03-28,582,114,98,195,FR_GES,4633,661,1153
2020-03-29,386,71,63,90,FR_GES,5019,724,1243
2020-03-30,554,113,108,147,FR_GES,5573,832,1390
2020-03-31,697,122,103,234,FR_GES,6270,935,1624
2020-04-01,666,107,114,286,FR_GES,6936,1049,1910
2020-04-02,605,109,97,279,FR_GES,7541,1146,2189
2020-04-03,586,104,141,326,FR_GES,8127,1287,2515
2020-04-04,403,72,93,261,FR_GES,8530,1380,2776
2020-04-05,284,44,70,154,FR_GES,8814,1450,2930
2020-04-06,375,70,107,176,FR_GES,9189,1557,3106
2020-04-07,498,61,101,353,FR_GES,9687,1658,3459
2020-04-08,401,60,116,357,FR_GES,10088,1774,3816
2020-04-09,548,42,82,390,FR_GES,10636,1856,4206
2020-04-10,566,31,110,329,FR_GES,11202,1966,4535
2020-04-11,149,28,57,144,FR_GES,11351,2023,4679
2020-04-12,253,24,57,146,FR_GES,11604,2080,4825
2020-04-13,147,24,41,65,FR_GES,11751,2121,4890
2020-04-14,302,36,74,145,FR_GES,12053,2195,5035
2020-04-15,394,27,83,410,FR_GES,12447,2278,5445
2020-04-16,259,31,64,305,FR_GES,12706,2342,5750
2020-04-17,263,35,55,244,FR_GES,12969,2397,5994
2020-04-18,219,29,66,236,FR_GES,13188,2463,6230
2020-04-19,104,13,41,86,FR_GES,13292,2504,6316
2020-04-20,175,22,52,139,FR_GES,13467,2556,6455
2020-04-21,281,21,53,272,FR_GES,13748,2609,6727
2020-04-22,232,29,57,239,FR_GES,13980,2666,6966
2020-04-23,201,27,35,232,FR_GES,14181,2701,7198
2020-04-24,180,16,35,181,FR_GES,14361,2736,7379
2020-04-25,147,16,35,188,FR_GES,14508,2771,7567
2020-04-26,60,13,23,46,FR_GES,14568,2794,7613
2020-04-27,144,17,42,105,FR_GES,14712,2836,7718
2020-04-28,190,24,43,213,FR_GES,14902,2879,7931
2020-04-29,171,13,46,283,FR_GES,15073,2925,8214
2020-04-30,158,16,29,215,FR_GES,15231,2954,8429
2020-05-01,121,15,38,157,FR_GES,15352,2992,8586
2020-05-02,92,14,22,82,FR_GES,15444,3014,8668
2020-05-03,64,17,17,63,FR_GES,15508,3031,8731
2020-05-04,114,13,30,74,FR_GES,15622,3061,8805
2020-05-05,115,22,32,181,FR_GES,15737,3093,8986
2020-05-06,136,6,26,191,FR_GES,15873,3119,9177
2020-05-07,160,14,27,185,FR_GES,16033,3146,9362
2020-05-08,96,10,35,116,FR_GES,16129,3181,9478
2020-05-09,38,6,15,59,FR_GES,16167,3196,9537
2020-05-10,40,2,8,36,FR_GES,16207,3204,9573
2020-05-11,73,8,26,63,FR_GES,16280,3230,9636
2020-05-12,119,11,35,146,FR_GES,16399,3265,9782
2020-05-13,99,8,23,152,FR_GES,16498,3288,9934
2020-05-14,111,2,33,195,FR_GES,16609,3321,10129
2020-05-15,97,6,28,158,FR_GES,16706,3349,10287
2020-05-16,38,9,13,118,FR_GES,16744,3362,10405
2020-05-17,27,8,16,43,FR_GES,16771,3378,10448
2020-05-18,76,8,19,59,FR_GES,16847,3397,10507
2020-05-19,103,12,24,134,FR_GES,16950,3421,10641
2020-05-20,48,8,20,124,FR_GES,16998,3441,10765
2020-05-21,27,8,4,60,FR_GES,17025,3445,10825
2020-05-22,53,5,15,86,FR_GES,17078,3460,10911
2020-05-23,65,10,8,56,FR_GES,17143,3468,10967
2020-05-24,16,4,11,31,FR_GES,17159,3479,10998
2020-05-25,61,5,7,95,FR_GES,17220,3486,11093
2020-05-26,35,4,13,93,FR_GES,17255,3499,11186
2020-05-27,57,6,11,143,FR_GES,17312,3510,11329
2020-05-28,55,11,9,105,FR_GES,17367,3519,11434
2020-05-29,46,8,11,124,FR_GES,17413,3530,11558
2020-05-30,42,6,9,120,FR_GES,17455,3539,11678
2020-05-31,9,3,3,11,FR_GES,17464,3542,11689
2020-06-01,12,4,4,19,FR_GES,17476,3546,11708
2020-06-02,39,4,19,70,FR_GES,17515,3565,11778
2020-06-03,59,6,12,98,FR_GES,17574,3577,11876
2020-06-04,36,3,8,77,FR_GES,17610,3585,11953
2020-06-05,49,4,16,140,FR_GES,17659,3601,12093
2020-06-06,31,3,4,44,FR_GES,17690,3605,12137
2020-06-07,7,0,2,5,FR_GES,17697,3607,12142
2020-06-08,22,4,13,47,FR_GES,17719,3620,12189
2020-06-09,19,2,5,72,FR_GES,17738,3625,12261
2020-06-10,22,2,8,69,FR_GES,17760,3633,12330
2020-06-11,26,6,3,60,FR_GES,17786,3636,12390
2020-06-12,20,3,4,96,FR_GES,17806,3640,12486
2020-06-13,10,5,3,34,FR_GES,17816,3643,12520
2020-06-14,4,3,2,2,FR_GES,17820,3645,12522
2020-06-15,23,3,7,28,FR_GES,17843,3652,12550
2020-06-16,20,4,5,51,FR_GES,17863,3657,12601
2020-06-17,22,2,2,42,FR_GES,17885,3659,12643
2020-06-18,25,2,8,34,FR_GES,17910,3667,12677
2020-06-19,21,2,4,46,FR_GES,17931,3671,12723
2020-06-20,9,1,3,10,FR_GES,17940,3674,12733
2020-06-21,2,0,1,1,FR_GES,17942,3675,12734
2020-06-22,17,1,5,42,FR_GES,17959,3680,12776
2020-06-23,13,1,5,43,FR_GES,17972,3685,12819
2020-06-24,13,0,1,31,FR_GES,17985,3686,12850
2020-03-19,0,0,0,0,FR_GF,0,0,0
2020-03-20,0,0,0,0,FR_GF,0,0,0
2020-03-21,0,0,0,0,FR_GF,0,0,0
2020-03-22,0,0,0,0,FR_GF,0,0,0
2020-03-23,0,0,0,0,FR_GF,0,0,0
2020-03-24,0,0,0,0,FR_GF,0,0,0
2020-03-25,0,0,0,0,FR_GF,0,0,0
2020-03-26,0,0,0,0,FR_GF,0,0,0
2020-03-27,0,0,0,0,FR_GF,0,0,0
2020-03-28,0,0,0,0,FR_GF,0,0,0
2020-03-29,0,0,0,0,FR_GF,0,0,0
2020-03-30,0,0,0,0,FR_GF,0,0,0
2020-03-31,0,0,0,0,FR_GF,0,0,0
2020-04-01,10,0,0,5,FR_GF,10,0,5
2020-04-02,3,0,0,3,FR_GF,23,0,13
2020-04-03,2,1,0,0,FR_GF,28,0,16
2020-04-04,0,0,0,0,FR_GF,30,0,16
2020-04-05,0,0,0,0,FR_GF,30,0,16
2020-04-06,0,0,0,0,FR_GF,30,0,16
2020-04-07,2,0,0,2,FR_GF,32,0,18
2020-04-08,2,0,0,0,FR_GF,36,0,20
2020-04-09,4,0,0,4,FR_GF,42,0,24
2020-04-10,1,0,0,1,FR_GF,47,0,29
2020-04-11,0,0,0,0,FR_GF,48,0,30
2020-04-12,6,0,0,0,FR_GF,54,0,30
2020-04-13,0,0,0,0,FR_GF,60,0,30
2020-04-14,3,0,0,0,FR_GF,63,0,30
2020-04-15,3,0,0,1,FR_GF,69,0,31
2020-04-16,0,1,0,10,FR_GF,72,0,42
2020-04-17,1,1,0,1,FR_GF,73,0,53
2020-04-18,0,0,0,0,FR_GF,74,0,54
2020-04-19,0,0,0,3,FR_GF,74,0,57
2020-04-20,0,0,0,1,FR_GF,74,0,61
2020-04-21,2,0,1,2,FR_GF,76,1,64
2020-04-22,0,0,0,1,FR_GF,78,2,67
2020-04-23,3,0,0,2,FR_GF,81,2,70
2020-04-24,0,0,0,0,FR_GF,84,2,72
2020-04-25,0,0,0,1,FR_GF,84,2,73
2020-04-26,0,0,0,0,FR_GF,84,2,74
2020-04-27,0,0,0,0,FR_GF,84,2,74
2020-04-28,0,0,0,0,FR_GF,84,2,74
2020-04-29,0,0,0,0,FR_GF,84,2,74
2020-04-30,0,0,0,1,FR_GF,84,2,75
2020-05-01,2,0,0,0,FR_GF,86,2,76
2020-05-02,0,0,0,0,FR_GF,88,2,76
2020-05-03,0,0,0,0,FR_GF,88,2,76
2020-05-04,3,0,0,0,FR_GF,91,2,76
2020-05-05,0,0,0,0,FR_GF,94,2,76
2020-05-06,0,0,0,0,FR_GF,94,2,76
2020-05-07,3,0,0,0,FR_GF,97,2,76
2020-05-08,0,0,0,2,FR_GF,100,2,78
2020-05-09,0,0,0,0,FR_GF,100,2,80
2020-05-10,0,0,0,0,FR_GF,100,2,80
2020-05-11,2,0,0,0,FR_GF,102,2,80
2020-05-12,3,0,0,0,FR_GF,107,2,80
2020-05-13,0,0,0,1,FR_GF,110,2,81
2020-05-14,0,0,0,3,FR_GF,110,2,85
2020-05-15,2,0,0,0,FR_GF,112,2,88
2020-05-16,0,0,0,1,FR_GF,114,2,89
2020-05-17,1,0,0,0,FR_GF,115,2,90
2020-05-18,7,0,0,2,FR_GF,123,2,92
2020-05-19,4,0,0,5,FR_GF,134,2,99
2020-05-20,0,0,0,1,FR_GF,138,2,105
2020-05-21,0,0,0,0,FR_GF,138,2,106
2020-05-22,0,0,0,0,FR_GF,138,2,106
2020-05-23,10,0,0,6,FR_GF,148,2,112
2020-05-24,0,0,0,0,FR_GF,158,2,118
2020-05-25,1,0,0,0,FR_GF,159,2,118
2020-05-26,8,2,0,8,FR_GF,168,2,126
2020-05-27,3,0,0,2,FR_GF,179,2,136
2020-05-28,5,0,0,4,FR_GF,187,2,142
2020-05-29,2,0,0,1,FR_GF,194,2,147
2020-05-30,2,0,0,1,FR_GF,198,2,149
2020-05-31,0,0,0,0,FR_GF,200,2,150
2020-06-01,9,0,0,1,FR_GF,209,2,151
2020-06-02,7,1,0,9,FR_GF,225,2,161
2020-06-03,8,0,0,7,FR_GF,240,2,177
2020-06-04,3,0,0,3,FR_GF,251,2,187
2020-06-05,16,0,0,8,FR_GF,270,2,198
2020-06-06,11,0,0,9,FR_GF,297,2,215
2020-06-07,3,0,0,3,FR_GF,311,2,227
2020-06-08,4,0,0,1,FR_GF,318,2,231
2020-06-09,10,1,1,19,FR_GF,332,3,251
2020-06-10,10,1,0,3,FR_GF,352,4,273
2020-06-11,9,1,0,6,FR_GF,371,4,282
2020-06-12,13,0,0,5,FR_GF,393,4,293
2020-06-13,13,2,0,10,FR_GF,419,4,308
2020-06-14,15,1,1,9,FR_GF,447,5,327
2020-06-15,16,2,0,2,FR_GF,478,6,338
2020-06-16,15,1,1,0,FR_GF,509,7,340
2020-06-17,21,0,1,21,FR_GF,545,9,361
2020-06-18,22,2,0,17,FR_GF,588,10,399
2020-06-19,22,1,0,4,FR_GF,632,10,420
2020-06-20,23,2,0,16,FR_GF,677,10,440
2020-06-21,17,3,1,16,FR_GF,717,11,472
2020-06-22,21,1,1,12,FR_GF,755,13,500
2020-06-23,20,3,1,15,FR_GF,796,15,527
2020-06-24,26,2,1,24,FR_GF,842,17,566
2020-03-19,0,0,0,0,FR_GF,0,0,0
2020-03-20,0,0,0,0,FR_GF,0,0,0
2020-03-21,0,0,0,0,FR_GF,0,0,0
2020-03-22,0,0,0,0,FR_GF,0,0,0
2020-03-23,0,0,0,0,FR_GF,0,0,0
2020-03-24,0,0,0,0,FR_GF,0,0,0
2020-03-25,0,0,0,0,FR_GF,0,0,0
2020-03-26,0,0,0,0,FR_GF,0,0,0
2020-03-27,0,0,0,0,FR_GF,0,0,0
2020-03-28,0,0,0,0,FR_GF,0,0,0
2020-03-29,0,0,0,0,FR_GF,0,0,0
2020-03-30,0,0,0,0,FR_GF,0,0,0
2020-03-31,0,0,0,0,FR_GF,0,0,0
2020-04-01,10,0,0,5,FR_GF,20,0,10
2020-04-02,3,0,0,3,FR_GF,26,0,16
2020-04-03,2,1,0,0,FR_GF,30,0,16
2020-04-04,0,0,0,0,FR_GF,30,0,16
2020-04-05,0,0,0,0,FR_GF,30,0,16
2020-04-06,0,0,0,0,FR_GF,30,0,16
2020-04-07,2,0,0,2,FR_GF,34,0,20
2020-04-08,2,0,0,0,FR_GF,38,0,20
2020-04-09,4,0,0,4,FR_GF,46,0,28
2020-04-10,1,0,0,1,FR_GF,48,0,30
2020-04-11,0,0,0,0,FR_GF,48,0,30
2020-04-12,6,0,0,0,FR_GF,60,0,30
2020-04-13,0,0,0,0,FR_GF,60,0,30
2020-04-14,3,0,0,0,FR_GF,66,0,30
2020-04-15,3,0,0,1,FR_GF,72,0,32
2020-04-16,0,1,0,10,FR_GF,72,0,52
2020-04-17,1,1,0,1,FR_GF,74,0,54
2020-04-18,0,0,0,0,FR_GF,74,0,54
2020-04-19,0,0,0,3,FR_GF,74,0,60
2020-04-20,0,0,0,1,FR_GF,74,0,62
2020-04-21,2,0,1,2,FR_GF,78,2,66
2020-04-22,0,0,0,1,FR_GF,78,2,68
2020-04-23,3,0,0,2,FR_GF,84,2,72
2020-04-24,0,0,0,0,FR_GF,84,2,72
2020-04-25,0,0,0,1,FR_GF,84,2,74
2020-04-26,0,0,0,0,FR_GF,84,2,74
2020-04-27,0,0,0,0,FR_GF,84,2,74
2020-04-28,0,0,0,0,FR_GF,84,2,74
2020-04-29,0,0,0,0,FR_GF,84,2,74
2020-04-30,0,0,0,1,FR_GF,84,2,76
2020-05-01,2,0,0,0,FR_GF,88,2,76
2020-05-02,0,0,0,0,FR_GF,88,2,76
2020-05-03,0,0,0,0,FR_GF,88,2,76
2020-05-04,3,0,0,0,FR_GF,94,2,76
2020-05-05,0,0,0,0,FR_GF,94,2,76
2020-05-06,0,0,0,0,FR_GF,94,2,76
2020-05-07,3,0,0,0,FR_GF,100,2,76
2020-05-08,0,0,0,2,FR_GF,100,2,80
2020-05-09,0,0,0,0,FR_GF,100,2,80
2020-05-10,0,0,0,0,FR_GF,100,2,80
2020-05-11,2,0,0,0,FR_GF,104,2,80
2020-05-12,3,0,0,0,FR_GF,110,2,80
2020-05-13,0,0,0,1,FR_GF,110,2,82
2020-05-14,0,0,0,3,FR_GF,110,2,88
2020-05-15,2,0,0,0,FR_GF,114,2,88
2020-05-16,0,0,0,1,FR_GF,114,2,90
2020-05-17,1,0,0,0,FR_GF,116,2,90
2020-05-18,7,0,0,2,FR_GF,130,2,94
2020-05-19,4,0,0,5,FR_GF,138,2,104
2020-05-20,0,0,0,1,FR_GF,138,2,106
2020-05-21,0,0,0,0,FR_GF,138,2,106
2020-05-22,0,0,0,0,FR_GF,138,2,106
2020-05-23,10,0,0,6,FR_GF,158,2,118
2020-05-24,0,0,0,0,FR_GF,158,2,118
2020-05-25,1,0,0,0,FR_GF,160,2,118
2020-05-26,8,2,0,8,FR_GF,176,2,134
2020-05-27,3,0,0,2,FR_GF,182,2,138
2020-05-28,5,0,0,4,FR_GF,192,2,146
2020-05-29,2,0,0,1,FR_GF,196,2,148
2020-05-30,2,0,0,1,FR_GF,200,2,150
2020-05-31,0,0,0,0,FR_GF,200,2,150
2020-06-01,9,0,0,1,FR_GF,218,2,152
2020-06-02,7,1,0,9,FR_GF,232,2,170
2020-06-03,8,0,0,7,FR_GF,248,2,184
2020-06-04,3,0,0,3,FR_GF,254,2,190
2020-06-05,16,0,0,8,FR_GF,286,2,206
2020-06-06,11,0,0,9,FR_GF,308,2,224
2020-06-07,3,0,0,3,FR_GF,314,2,230
2020-06-08,4,0,0,1,FR_GF,322,2,232
2020-06-09,10,1,1,19,FR_GF,342,4,270
2020-06-10,10,1,0,3,FR_GF,362,4,276
2020-06-11,9,1,0,6,FR_GF,380,4,288
2020-06-12,13,0,0,5,FR_GF,406,4,298
2020-06-13,13,2,0,10,FR_GF,432,4,318
2020-06-14,15,1,1,9,FR_GF,462,6,336
2020-06-15,16,2,0,2,FR_GF,494,6,340
2020-06-16,15,1,1,0,FR_GF,524,8,340
2020-06-17,21,0,1,21,FR_GF,566,10,382
2020-06-18,22,2,0,17,FR_GF,610,10,416
2020-06-19,22,1,0,4,FR_GF,654,10,424
2020-06-20,23,2,0,16,FR_GF,700,10,456
2020-06-21,17,3,1,16,FR_GF,734,12,488
2020-06-22,21,1,1,12,FR_GF,776,14,512
2020-06-23,20,3,1,15,FR_GF,816,16,542
2020-06-24,26,2,1,24,FR_GF,868,18,590
2020-03-19,0,0,0,0,FR_GUA,0,0,0
2020-03-20,0,0,0,0,FR_GUA,0,0,0
2020-03-21,0,0,0,0,FR_GUA,0,0,0
2020-03-22,6,5,0,0,FR_GUA,6,0,0
2020-03-23,0,0,0,0,FR_GUA,12,0,0
2020-03-24,0,0,0,0,FR_GUA,12,0,0
2020-03-25,0,0,0,0,FR_GUA,12,0,0
2020-03-26,19,3,0,4,FR_GUA,31,0,4
2020-03-27,11,7,1,2,FR_GUA,61,1,10
2020-03-28,18,0,0,3,FR_GUA,90,2,15
2020-03-29,1,0,1,0,FR_GUA,109,3,18
2020-03-30,3,4,2,9,FR_GUA,113,6,27
2020-03-31,4,2,1,1,FR_GUA,120,9,37
2020-04-01,6,2,2,6,FR_GUA,130,12,44
2020-04-02,9,4,0,3,FR_GUA,145,14,53
2020-04-03,6,1,1,6,FR_GUA,160,15,62
2020-04-04,3,2,0,1,FR_GUA,169,16,69
2020-04-05,2,2,0,1,FR_GUA,174,16,71
2020-04-06,5,0,0,1,FR_GUA,181,16,73
2020-04-07,1,0,0,6,FR_GUA,187,16,80
2020-04-08,5,1,2,4,FR_GUA,193,18,90
2020-04-09,3,2,0,3,FR_GUA,201,20,97
2020-04-10,2,3,0,2,FR_GUA,206,20,102
2020-04-11,3,0,0,0,FR_GUA,211,20,104
2020-04-12,2,0,0,1,FR_GUA,216,20,105
2020-04-13,3,0,0,0,FR_GUA,221,20,106
2020-04-14,0,0,0,0,FR_GUA,224,20,106
2020-04-15,0,1,0,7,FR_GUA,224,20,113
2020-04-16,1,0,0,3,FR_GUA,225,20,123
2020-04-17,2,2,0,0,FR_GUA,228,20,126
2020-04-18,0,0,1,3,FR_GUA,230,21,129
2020-04-19,1,0,0,0,FR_GUA,231,22,132
2020-04-20,0,0,1,1,FR_GUA,232,23,133
2020-04-21,0,1,0,7,FR_GUA,232,24,141
2020-04-22,4,0,1,1,FR_GUA,236,25,149
2020-04-23,0,1,0,1,FR_GUA,240,26,151
2020-04-24,0,0,1,0,FR_GUA,240,27,152
2020-04-25,0,0,0,0,FR_GUA,240,28,152
2020-04-26,1,1,0,0,FR_GUA,241,28,152
2020-04-27,1,0,1,0,FR_GUA,243,29,152
2020-04-28,0,0,0,0,FR_GUA,244,30,152
2020-04-29,1,1,0,2,FR_GUA,245,30,154
2020-04-30,0,0,2,0,FR_GUA,246,32,156
2020-05-01,0,0,1,0,FR_GUA,246,35,156
2020-05-02,0,0,0,0,FR_GUA,246,36,156
2020-05-03,0,0,0,0,FR_GUA,246,36,156
2020-05-04,0,0,0,0,FR_GUA,246,36,156
2020-05-05,0,0,1,0,FR_GUA,246,37,156
2020-05-06,0,0,0,0,FR_GUA,246,38,156
2020-05-07,0,0,0,1,FR_GUA,246,38,157
2020-05-08,0,0,1,0,FR_GUA,246,39,158
2020-05-09,0,0,0,0,FR_GUA,246,40,158
2020-05-10,0,0,0,0,FR_GUA,246,40,158
2020-05-11,0,0,0,0,FR_GUA,246,40,158
2020-05-12,0,0,0,0,FR_GUA,246,40,158
2020-05-13,0,0,0,0,FR_GUA,246,40,158
2020-05-14,0,0,0,0,FR_GUA,246,40,158
2020-05-15,0,0,0,0,FR_GUA,246,40,158
2020-05-16,0,0,0,0,FR_GUA,246,40,158
2020-05-17,0,0,0,0,FR_GUA,246,40,158
2020-05-18,0,0,0,0,FR_GUA,246,40,158
2020-05-19,0,0,0,0,FR_GUA,246,40,158
2020-05-20,0,0,0,1,FR_GUA,246,40,159
2020-05-21,0,0,0,0,FR_GUA,246,40,160
2020-05-22,0,0,0,0,FR_GUA,246,40,160
2020-05-23,0,0,0,0,FR_GUA,246,40,160
2020-05-24,0,0,0,0,FR_GUA,246,40,160
2020-05-25,0,1,1,0,FR_GUA,246,41,160
2020-05-26,0,0,0,0,FR_GUA,246,42,160
2020-05-27,0,0,0,0,FR_GUA,246,42,160
2020-05-28,0,0,0,0,FR_GUA,246,42,160
2020-05-29,0,0,0,0,FR_GUA,246,42,160
2020-05-30,0,0,0,0,FR_GUA,246,42,160
2020-05-31,0,0,0,0,FR_GUA,246,42,160
2020-06-01,0,0,0,0,FR_GUA,246,42,160
2020-06-02,0,0,0,0,FR_GUA,246,42,160
2020-06-03,0,0,0,0,FR_GUA,246,42,160
2020-06-04,0,0,0,1,FR_GUA,246,42,161
2020-06-05,0,0,0,0,FR_GUA,246,42,162
2020-06-06,0,0,0,0,FR_GUA,246,42,162
2020-06-07,0,0,0,0,FR_GUA,246,42,162
2020-06-08,0,0,0,0,FR_GUA,246,42,162
2020-06-09,0,0,0,0,FR_GUA,246,42,162
2020-06-10,0,0,0,0,FR_GUA,246,42,162
2020-06-11,0,0,0,0,FR_GUA,246,42,162
2020-06-12,0,0,0,0,FR_GUA,246,42,162
2020-06-13,0,0,0,0,FR_GUA,246,42,162
2020-06-14,0,0,0,0,FR_GUA,246,42,162
2020-06-15,0,0,0,3,FR_GUA,246,42,165
2020-06-16,0,0,0,1,FR_GUA,246,42,169
2020-06-17,0,0,0,2,FR_GUA,246,42,172
2020-06-18,0,0,0,0,FR_GUA,246,42,174
