country_code,match_string,date,total_confirmed,recovered,total_deceased,total_tested,hospitalized,icu,new_confirmed,new_deceased,new_tested,key
AT,tirol,2020-05-06,3512,3271,106,55574,37,19,3,1,854,AT_33
AT,tirol,2020-05-07,3515,3275,106,56188,30,17,3,0,614,AT_33
AT,tirol,2020-05-08,3517,3284,107,57044,29,14,2,1,856,AT_33
AT,tirol,2020-05-09,3518,3310,107,58452,39,18,1,0,1408,AT_33
AT,tirol,2020-05-10,3518,3317,107,58904,33,15,0,0,452,AT_33
AT,tirol,2020-05-11,3518,3317,107,59430,29,13,0,0,526,AT_33
AT,tirol,2020-05-12,3518,3329,107,61255,26,12,0,0,1825,AT_33
AT,tirol,2020-05-13,3520,3349,107,62847,22,9,2,0,1592,AT_33
AT,tirol,2020-05-14,3524,3360,107,64061,21,9,4,0,1214,AT_33
AT,tirol,2020-05-15,3528,3370,107,64844,21,8,4,0,783,AT_33
AT,tirol,2020-05-16,3528,3373,107,65619,20,9,0,0,775,AT_33
AT,tirol,2020-05-17,3528,3382,107,65989,17,7,0,0,370,AT_33
AT,tirol,2020-05-18,3530,3383,107,66285,18,6,2,0,296,AT_33
AT,tirol,2020-05-19,3532,3385,107,66854,18,5,2,0,569,AT_33
AT,tirol,2020-05-20,3532,3393,107,67391,15,6,0,0,537,AT_33
AT,tirol,2020-05-21,3534,3395,107,67834,14,4,2,0,443,AT_33
AT,tirol,2020-05-22,3534,3396,107,68390,12,3,0,0,556,AT_33
AT,tirol,2020-05-23,3536,3396,108,68790,12,3,2,1,400,AT_33
AT,tirol,2020-05-24,3536,3398,108,69231,13,4,0,0,441,AT_33
AT,tirol,2020-05-25,3535,3399,108,69519,13,4,-1,0,288,AT_33
AT,tirol,2020-05-26,3534,3404,108,70096,12,4,-1,0,577,AT_33
AT,tirol,2020-05-27,3536,3405,108,70667,11,4,2,0,571,AT_33
AT,tirol,2020-05-28,3536,3412,108,71706,10,4,0,0,1039,AT_33
AT,tirol,2020-05-29,3537,3416,108,72349,12,3,1,0,643,AT_33
AT,tirol,2020-05-30,3537,3419,108,72770,12,3,0,0,421,AT_33
AT,tirol,2020-05-31,3537,3420,108,73319,7,3,0,0,549,AT_33
AT,tirol,2020-06-01,3537,3420,108,73515,7,3,0,0,196,AT_33
AT,tirol,2020-06-02,3535,3421,108,73959,7,3,-2,0,444,AT_33
AT,tirol,2020-06-03,3536,3425,108,74409,7,2,1,0,450,AT_33
AT,tirol,2020-06-04,3538,3426,108,75312,5,2,2,0,903,AT_33
AT,tirol,2020-06-05,3539,3430,108,76246,5,2,1,0,934,AT_33
AT,tirol,2020-06-06,3540,3432,108,76524,2,1,1,0,278,AT_33
AT,tirol,2020-06-07,3540,3433,108,76978,2,1,0,0,454,AT_33
AT,tirol,2020-06-08,3538,3434,108,77142,2,1,-2,0,164,AT_33
AT,tirol,2020-06-09,3540,3436,108,77437,3,2,2,0,295,AT_33
AT,tirol,2020-06-10,3540,3436,108,77920,2,1,0,0,483,AT_33
AT,tirol,2020-06-11,3540,3436,108,78316,2,1,0,0,396,AT_33
AT,tirol,2020-06-12,3540,3437,108,78563,2,1,0,0,247,AT_33
AT,tirol,2020-06-13,3540,3437,108,78881,2,1,0,0,318,AT_33
AT,tirol,2020-06-14,3541,3438,108,79515,2,1,1,0,634,AT_33
AT,tirol,2020-06-15,3542,3438,108,79665,2,1,1,0,150,AT_33
AT,tirol,2020-06-16,3542,3440,108,79914,3,2,0,0,249,AT_33
AT,tirol,2020-06-17,3541,3440,108,80367,2,1,-1,0,453,AT_33
AT,tirol,2020-06-18,3541,3441,108,80682,2,1,0,0,315,AT_33
AT,tirol,2020-06-19,3541,3442,108,81105,1,0,0,0,423,AT_33
AT,tirol,2020-06-20,3542,3443,108,81625,1,0,1,0,520,AT_33
AT,tirol,2020-06-21,3542,3443,108,81827,2,0,0,0,202,AT_33
AT,tirol,2020-06-22,3543,3443,108,82000,2,0,1,0,173,AT_33
AT,tirol,2020-06-23,3544,3444,108,82314,2,0,1,0,314,AT_33
AT,tirol,2020-06-24,3545,3444,108,82716,2,0,1,0,402,AT_33
AT,tirol,2020-06-25,3545,3444,108,83278,2,0,0,0,562,AT_33
AT,vorarlberg,2020-03-06,1,,,,,,,,,AT_34
AT,vorarlberg,2020-03-07,1,,,,,,0,,,AT_34
AT,vorarlberg,2020-03-08,1,,,,,,0,,,AT_34
AT,vorarlberg,2020-03-09,3,,,,,,2,,,AT_34
AT,vorarlberg,2020-03-10,11,,,,,,8,,,AT_34
AT,vorarlberg,2020-03-11,13,,,,,,2,,,AT_34
AT,vorarlberg,2020-03-12,16,,,,,,3,,,AT_34
AT,vorarlberg,2020-03-13,22,0,0,,,,6,,,AT_34
AT,vorarlberg,2020-03-14,34,0,0,,,,12,0,,AT_34
AT,vorarlberg,2020-03-15,48,0,0,,,,14,0,,AT_34
AT,vorarlberg,2020-03-16,55,0,0,,,,7,0,,AT_34
AT,vorarlberg,2020-03-17,99,0,0,,,,44,0,,AT_34
AT,vorarlberg,2020-03-18,124,0,0,,,,25,0,,AT_34
AT,vorarlberg,2020-03-19,151,0,0,,,,27,0,,AT_34
AT,vorarlberg,2020-03-20,197,0,0,,,,46,0,,AT_34
AT,vorarlberg,2020-03-21,228,0,0,,,,31,0,,AT_34
AT,vorarlberg,2020-03-22,263,0,0,,,,35,0,,AT_34
AT,vorarlberg,2020-03-23,323,0,0,,,,60,0,,AT_34
AT,vorarlberg,2020-03-24,379,0,0,,,,56,0,,AT_34
AT,vorarlberg,2020-03-25,407,0,0,,,,28,0,,AT_34
AT,vorarlberg,2020-03-26,435,0,0,,,,28,0,,AT_34
AT,vorarlberg,2020-03-27,535,,,,36,10,100,0,,AT_34
AT,vorarlberg,2020-03-28,577,,,,36,10,42,0,,AT_34
AT,vorarlberg,2020-03-29,610,,,,45,13,33,0,,AT_34
AT,vorarlberg,2020-03-30,632,,,,49,13,22,0,,AT_34
AT,vorarlberg,2020-03-31,666,,,,62,12,34,0,,AT_34
AT,vorarlberg,2020-04-01,680,,,,51,12,14,0,,AT_34
AT,vorarlberg,2020-04-02,697,,,,51,12,17,0,,AT_34
AT,vorarlberg,2020-04-03,718,,,,51,12,21,0,,AT_34
AT,vorarlberg,2020-04-04,722,,,,47,12,4,0,,AT_34
AT,vorarlberg,2020-04-05,746,,,,45,12,24,0,,AT_34
AT,vorarlberg,2020-04-06,764,,,,43,11,18,0,,AT_34
AT,vorarlberg,2020-04-07,791,,,,43,11,27,0,,AT_34
AT,vorarlberg,2020-04-08,797,,,,40,11,6,0,,AT_34
AT,vorarlberg,2020-04-09,805,,,,40,11,8,0,,AT_34
AT,vorarlberg,2020-04-10,820,,,,38,11,15,0,,AT_34
AT,vorarlberg,2020-04-11,826,,,,38,11,6,0,,AT_34
AT,vorarlberg,2020-04-12,831,,,,37,10,5,0,,AT_34
AT,vorarlberg,2020-04-13,832,,,,32,10,1,0,,AT_34
AT,vorarlberg,2020-04-16,852,654,7,6887,29,11,5,0,153,AT_34
AT,vorarlberg,2020-04-17,854,665,8,6998,23,10,2,1,111,AT_34
AT,vorarlberg,2020-04-18,855,668,9,7193,23,8,1,1,195,AT_34
AT,vorarlberg,2020-04-19,858,715,9,7400,19,7,3,0,207,AT_34
AT,vorarlberg,2020-04-20,859,731,10,7626,18,7,1,1,226,AT_34
AT,vorarlberg,2020-04-21,863,733,13,7959,17,6,4,3,333,AT_34
AT,vorarlberg,2020-04-22,868,740,13,8384,18,7,5,0,425,AT_34
AT,vorarlberg,2020-04-23,869,745,14,8656,16,6,1,1,272,AT_34
AT,vorarlberg,2020-04-24,868,749,14,8989,14,6,-1,0,333,AT_34
AT,vorarlberg,2020-04-25,868,755,14,9396,12,6,0,0,407,AT_34
AT,vorarlberg,2020-04-26,868,757,14,9856,12,6,0,0,460,AT_34
AT,vorarlberg,2020-04-27,868,759,15,10219,11,5,0,1,363,AT_34
AT,vorarlberg,2020-04-28,869,779,15,10362,11,5,1,0,143,AT_34
AT,vorarlberg,2020-04-29,870,786,15,10811,9,5,1,0,449,AT_34
AT,vorarlberg,2020-04-30,871,795,16,11165,7,5,1,1,354,AT_34
AT,vorarlberg,2020-05-01,872,811,17,11719,7,4,1,1,554,AT_34
AT,vorarlberg,2020-05-02,872,819,17,12374,7,4,0,0,655,AT_34
AT,vorarlberg,2020-05-03,873,824,17,12783,7,4,1,0,409,AT_34
AT,vorarlberg,2020-05-04,874,824,17,13040,7,4,1,0,257,AT_34
AT,vorarlberg,2020-05-05,874,828,18,13156,8,4,0,1,116,AT_34
AT,vorarlberg,2020-05-06,875,826,19,13324,7,4,1,1,168,AT_34
AT,vorarlberg,2020-05-07,875,833,19,13794,6,3,0,0,470,AT_34
AT,vorarlberg,2020-05-08,874,835,19,14274,3,2,-1,0,480,AT_34
AT,vorarlberg,2020-05-09,876,838,19,15160,2,1,2,0,886,AT_34
AT,vorarlberg,2020-05-10,876,839,19,15886,2,1,0,0,726,AT_34
AT,vorarlberg,2020-05-11,876,839,19,15886,2,1,0,0,0,AT_34
AT,vorarlberg,2020-05-12,879,843,19,16146,2,1,3,0,260,AT_34
AT,vorarlberg,2020-05-13,882,847,19,16463,0,0,3,0,317,AT_34
AT,vorarlberg,2020-05-14,883,856,19,16748,0,0,1,0,285,AT_34
AT,vorarlberg,2020-05-15,883,856,19,17136,0,0,0,0,388,AT_34
AT,vorarlberg,2020-05-16,885,856,19,17398,0,0,2,0,262,AT_34
AT,vorarlberg,2020-05-17,887,856,19,17809,0,0,2,0,411,AT_34
AT,vorarlberg,2020-05-18,887,856,19,17898,0,0,0,0,89,AT_34
AT,vorarlberg,2020-05-19,893,859,19,18104,1,0,6,0,206,AT_34
AT,vorarlberg,2020-05-20,894,861,19,18390,1,0,1,0,286,AT_34
AT,vorarlberg,2020-05-21,895,862,19,18691,1,0,1,0,301,AT_34
AT,vorarlberg,2020-05-22,896,862,19,18917,1,0,1,0,226,AT_34
AT,vorarlberg,2020-05-23,896,862,19,18917,0,0,0,0,0,AT_34
AT,vorarlberg,2020-05-24,896,864,19,19543,0,0,0,0,626,AT_34
AT,vorarlberg,2020-05-25,897,864,19,19543,0,0,1,0,0,AT_34
AT,vorarlberg,2020-05-26,898,863,19,19854,0,0,1,0,311,AT_34
AT,vorarlberg,2020-05-27,898,863,19,20095,0,0,0,0,241,AT_34
AT,vorarlberg,2020-05-28,898,866,19,20477,0,0,0,0,382,AT_34
AT,vorarlberg,2020-05-29,898,866,19,20871,0,0,0,0,394,AT_34
AT,vorarlberg,2020-05-30,898,866,19,21298,0,0,0,0,427,AT_34
AT,vorarlberg,2020-05-31,898,866,19,21763,0,0,0,0,465,AT_34
AT,vorarlberg,2020-06-01,898,866,19,21789,0,0,0,0,26,AT_34
AT,vorarlberg,2020-06-02,899,867,19,21789,0,0,1,0,0,AT_34
AT,vorarlberg,2020-06-03,901,867,19,21931,0,0,2,0,142,AT_34
AT,vorarlberg,2020-06-04,901,869,19,22248,0,0,0,0,317,AT_34
AT,vorarlberg,2020-06-05,904,867,19,22739,0,0,3,0,491,AT_34
AT,vorarlberg,2020-06-06,904,876,19,23126,0,0,0,0,387,AT_34
AT,vorarlberg,2020-06-07,905,876,19,23634,0,0,1,0,508,AT_34
AT,vorarlberg,2020-06-08,905,876,19,23712,0,0,0,0,78,AT_34
AT,vorarlberg,2020-06-09,906,876,19,24081,0,0,1,0,369,AT_34
AT,vorarlberg,2020-06-10,907,878,19,24189,0,0,1,0,108,AT_34
AT,vorarlberg,2020-06-11,907,878,19,24506,0,0,0,0,317,AT_34
AT,vorarlberg,2020-06-12,907,880,19,24983,0,0,0,0,477,AT_34
AT,vorarlberg,2020-06-13,907,881,19,25263,0,0,0,0,280,AT_34
AT,vorarlberg,2020-06-14,907,881,19,25504,0,0,0,0,241,AT_34
AT,vorarlberg,2020-06-15,907,881,19,25504,0,0,0,0,0,AT_34
AT,vorarlberg,2020-06-16,907,882,19,25704,0,0,0,0,200,AT_34
AT,vorarlberg,2020-06-17,906,882,19,25903,0,0,-1,0,199,AT_34
AT,vorarlberg,2020-06-18,907,882,19,26173,0,0,1,0,270,AT_34
AT,vorarlberg,2020-06-19,907,888,19,26173,0,0,0,0,0,AT_34
AT,vorarlberg,2020-06-20,907,889,19,26709,0,0,0,0,536,AT_34
AT,vorarlberg,2020-06-21,907,889,19,26899,0,0,0,0,190,AT_34
AT,vorarlberg,2020-06-22,907,889,19,27049,0,0,0,0,150,AT_34
AT,vorarlberg,2020-06-23,907,889,19,27200,0,0,0,0,151,AT_34
AT,vorarlberg,2020-06-24,908,889,19,27356,0,0,1,0,156,AT_34
AT,vorarlberg,2020-06-25,908,889,19,27569,0,0,0,0,213,AT_34
AT,wien,2020-03-04,15,,,,,,,,,AT_13
AT,wien,2020-03-05,16,,,,,,1,,,AT_13
AT,wien,2020-03-06,23,,,,,,7,,,AT_13
AT,wien,2020-03-07,28,,,,,,5,,,AT_13
AT,wien,2020-03-08,32,,,,,,4,,,AT_13
AT,wien,2020-03-09,35,,,,,,3,,,AT_13
AT,wien,2020-03-10,43,,,,,,8,,,AT_13
AT,wien,2020-03-11,50,,,,,,7,,,AT_13
AT,wien,2020-03-12,66,,,,,,16,,,AT_13
AT,wien,2020-03-13,82,3,1,,,,16,,,AT_13
AT,wien,2020-03-14,101,3,1,,,,19,0,,AT_13
AT,wien,2020-03-15,122,3,1,,,,21,0,,AT_13
AT,wien,2020-03-16,128,3,0,,,,6,-1,,AT_13
AT,wien,2020-03-17,166,5,0,,,,38,0,,AT_13
AT,wien,2020-03-18,209,5,0,,,,43,0,,AT_13
AT,wien,2020-03-19,234,5,0,,,,25,0,,AT_13
AT,wien,2020-03-20,296,5,0,,,,62,0,,AT_13
AT,wien,2020-03-21,359,5,0,,,,63,0,,AT_13
AT,wien,2020-03-22,403,5,0,,,,44,0,,AT_13
AT,wien,2020-03-23,476,0,0,,,,73,0,,AT_13
AT,wien,2020-03-24,617,0,0,,,,141,0,,AT_13
AT,wien,2020-03-25,702,0,0,,,,85,0,,AT_13
AT,wien,2020-03-26,825,0,0,,,,123,0,,AT_13
AT,wien,2020-03-27,1029,,,,129,14,204,0,,AT_13
AT,wien,2020-03-28,1090,,,,129,14,61,0,,AT_13
AT,wien,2020-03-29,1151,,,,176,35,61,0,,AT_13
AT,wien,2020-03-30,1340,,,,188,35,189,0,,AT_13
AT,wien,2020-03-31,1458,,,,191,22,118,0,,AT_13
AT,wien,2020-04-01,1553,,,,195,30,95,0,,AT_13
AT,wien,2020-04-02,1621,,,,195,30,68,0,,AT_13
AT,wien,2020-04-03,1679,,,,199,43,58,0,,AT_13
AT,wien,2020-04-04,1689,,,,192,44,10,0,,AT_13
AT,wien,2020-04-05,1712,,,,192,42,23,0,,AT_13
AT,wien,2020-04-06,1777,,,,199,42,65,0,,AT_13
AT,wien,2020-04-07,1827,,,,191,33,50,0,,AT_13
AT,wien,2020-04-08,1882,,,,188,35,55,0,,AT_13
AT,wien,2020-04-09,1924,,,,191,40,42,0,,AT_13
AT,wien,2020-04-10,1975,,,,188,41,51,0,,AT_13
AT,wien,2020-04-11,1997,,,,187,37,22,0,,AT_13
AT,wien,2020-04-12,2011,,,,191,35,14,0,,AT_13
AT,wien,2020-04-13,2032,,,,163,34,21,0,,AT_13
AT,wien,2020-04-16,2119,1074,82,33607,180,46,18,1,947,AT_13
AT,wien,2020-04-17,2145,1381,86,35603,165,39,26,4,1996,AT_13
AT,wien,2020-04-18,2170,1552,88,37256,161,32,25,2,1653,AT_13
AT,wien,2020-04-19,2198,1615,90,37256,159,31,28,2,0,AT_13
AT,wien,2020-04-20,2204,1635,96,37750,159,32,6,6,494,AT_13
AT,wien,2020-04-21,2220,1656,99,39880,156,29,16,3,2130,AT_13
AT,wien,2020-04-22,2247,1677,104,47541,140,30,27,5,7661,AT_13
AT,wien,2020-04-23,2281,1699,105,45520,139,23,34,1,-2021,AT_13
AT,wien,2020-04-24,2311,1716,106,47206,145,25,30,1,1686,AT_13
AT,wien,2020-04-25,2336,1748,107,48607,149,23,25,1,1401,AT_13
AT,wien,2020-04-26,2357,1766,110,50973,142,23,21,3,2366,AT_13
AT,wien,2020-04-27,2380,1772,113,51804,141,23,23,3,831,AT_13
AT,wien,2020-04-28,2399,1781,127,53114,137,21,19,14,1310,AT_13
AT,wien,2020-04-29,2439,1790,130,55147,131,21,40,3,2033,AT_13
AT,wien,2020-04-30,2465,1808,130,56750,129,21,26,0,1603,AT_13
AT,wien,2020-05-01,2497,1817,131,58413,124,22,32,1,1663,AT_13
AT,wien,2020-05-02,2526,1827,135,59457,122,21,29,4,1044,AT_13
AT,wien,2020-05-03,2538,1827,135,60943,124,22,12,0,1486,AT_13
AT,wien,2020-05-04,2541,1884,136,62364,126,19,3,1,1421,AT_13
AT,wien,2020-05-05,2557,1902,137,64413,136,20,16,1,2049,AT_13
AT,wien,2020-05-06,2587,1928,137,66538,145,20,30,0,2125,AT_13
AT,wien,2020-05-07,2605,1937,138,67738,111,19,18,1,1200,AT_13
AT,wien,2020-05-08,2631,1992,141,68859,109,18,26,3,1121,AT_13
AT,wien,2020-05-09,2661,1999,141,70226,110,19,30,0,1367,AT_13
AT,wien,2020-05-10,2672,2014,143,70738,107,19,11,2,512,AT_13
AT,wien,2020-05-11,2712,2061,144,70789,102,20,40,1,51,AT_13
AT,wien,2020-05-12,2748,2081,144,75361,97,16,36,0,4572,AT_13
AT,wien,2020-05-13,2807,2126,144,76478,96,16,59,0,1117,AT_13
AT,wien,2020-05-14,2829,2157,144,78833,96,18,22,0,2355,AT_13
AT,wien,2020-05-15,2865,2176,144,80219,84,14,36,0,1386,AT_13
AT,wien,2020-05-16,2894,2188,144,81902,87,17,29,0,1683,AT_13
AT,wien,2020-05-17,2905,2199,144,82944,88,17,11,0,1042,AT_13
AT,wien,2020-05-18,2923,2237,144,83745,89,17,18,0,801,AT_13
AT,wien,2020-05-19,2964,2252,144,86247,81,14,41,0,2502,AT_13
AT,wien,2020-05-20,2988,2405,144,88196,81,14,24,0,1949,AT_13
AT,wien,2020-05-21,3014,2447,144,90228,99,13,26,0,2032,AT_13
AT,wien,2020-05-22,3032,2480,144,91303,80,14,18,0,1075,AT_13
AT,wien,2020-05-23,3061,2488,146,92920,71,12,29,2,1617,AT_13
AT,wien,2020-05-24,3078,2495,146,94212,71,13,17,0,1292,AT_13
AT,wien,2020-05-25,3084,2553,147,95237,74,14,6,1,1025,AT_13
AT,wien,2020-05-26,3113,2564,147,96431,66,13,29,0,1194,AT_13
AT,wien,2020-05-27,3120,2581,149,98344,59,14,7,2,1913,AT_13
AT,wien,2020-05-28,3147,2607,172,99988,52,12,27,23,1644,AT_13
AT,wien,2020-05-29,3170,2645,172,101078,46,10,23,0,1090,AT_13
AT,wien,2020-05-30,3219,2793,172,104094,46,10,49,0,3016,AT_13
AT,wien,2020-05-31,3229,2855,172,106863,53,14,10,0,2769,AT_13
AT,wien,2020-06-01,3233,2855,172,106863,53,14,4,0,0,AT_13
AT,wien,2020-06-02,3253,2879,172,108942,49,12,20,0,2079,AT_13
AT,wien,2020-06-03,3277,2894,172,111587,49,11,24,0,2645,AT_13
AT,wien,2020-06-04,3301,2917,172,114552,53,13,24,0,2965,AT_13
AT,wien,2020-06-05,3309,2927,173,116506,45,11,8,1,1954,AT_13
AT,wien,2020-06-06,3359,2951,173,118882,47,10,50,0,2376,AT_13
AT,wien,2020-06-07,3389,2951,173,118882,47,10,30,0,0,AT_13
AT,wien,2020-06-08,3410,2986,173,121824,57,9,21,0,2942,AT_13
AT,wien,2020-06-09,3421,3001,173,123664,58,10,11,0,1840,AT_13
AT,wien,2020-06-10,3433,3021,173,125689,58,9,12,0,2025,AT_13
AT,wien,2020-06-11,3455,3041,174,127879,53,8,22,1,2190,AT_13
AT,wien,2020-06-12,3472,3068,175,129139,46,6,17,1,1260,AT_13
AT,wien,2020-06-13,3496,3091,177,130311,50,6,24,2,1172,AT_13
AT,wien,2020-06-14,3517,3136,177,131352,50,7,21,0,1041,AT_13
AT,wien,2020-06-15,3546,3143,178,132202,53,8,29,1,850,AT_13
AT,wien,2020-06-16,3568,3158,181,133897,53,6,22,3,1695,AT_13
AT,wien,2020-06-17,3581,3168,186,137799,49,5,13,5,3902,AT_13
AT,wien,2020-06-18,3609,3189,187,139490,50,5,28,1,1691,AT_13
AT,wien,2020-06-19,3621,3216,187,142519,51,5,12,0,3029,AT_13
AT,wien,2020-06-20,3651,3224,187,145016,44,5,30,0,2497,AT_13
AT,wien,2020-06-21,3661,3243,189,145983,39,5,10,2,967,AT_13
AT,wien,2020-06-22,3689,3285,189,146786,43,6,28,0,803,AT_13
AT,wien,2020-06-23,3701,3290,191,150203,42,6,12,2,3417,AT_13
AT,wien,2020-06-24,3717,3308,191,152490,43,6,16,0,2287,AT_13
AT,wien,2020-06-25,3720,3330,194,154337,38,6,3,3,1847,AT_13
