latitude,longitude,altitude,precision,globe,area,elevation,key
3.9036111,-76.298611,,0.00027777778,http://www.wikidata.org/entity/Q2,832,969,CO_76_76111
4.2075,-76.1575,,0.00027777778,http://www.wikidata.org/entity/Q2,,950,CO_76_76113
4.3347222,-75.828056,,0.00027777778,http://www.wikidata.org/entity/Q2,219,1100,CO_76_76122
3.9311111,-76.486389,,0.00027777778,http://www.wikidata.org/entity/Q2,,1211,CO_76_76126
3.400375,-76.347778,,2.7777778E-06,http://www.wikidata.org/entity/Q2,,815,CO_76_76130
4.7469444,-75.911944,,0.00027777778,http://www.wikidata.org/entity/Q2,279,917,CO_76_76147
3.6575,-76.691667,,0.00027777778,http://www.wikidata.org/entity/Q2,886,882,CO_76_76233
4.9080556,-76.042222,,0.00027777778,http://www.wikidata.org/entity/Q2,199,2118,CO_76_76243
4.7608333,-76.2225,,0.00027777778,http://www.wikidata.org/entity/Q2,,2478,CO_76_76246
3.6838889,-76.311111,,0.00027777778,http://www.wikidata.org/entity/Q2,,967,CO_76_76248
4.5088889,-76.236944,,0.00027777778,http://www.wikidata.org/entity/Q2,,1435,CO_76_76250
3.3216667,-76.234722,,0.00027777778,http://www.wikidata.org/entity/Q2,,886,CO_76_76275
3.7244444,-76.267222,,0.00027777778,http://www.wikidata.org/entity/Q2,313,1019,CO_76_76306
3.7647222,-76.332222,,0.00027777778,http://www.wikidata.org/entity/Q2,200,867,CO_76_76318
3.2608333,-76.539444,,0.00027777778,http://www.wikidata.org/entity/Q2,577,869,CO_76_76364
3.6496306,-76.568356,,0.00027777778,http://www.wikidata.org/entity/Q2,,1500,CO_76_76377
4.5330556,-76.100556,,0.00027777778,http://www.wikidata.org/entity/Q2,,975,CO_76_76400
4.5213889,-76.036389,,0.00027777778,http://www.wikidata.org/entity/Q2,,700,CO_76_76403
4.5761111,-75.973056,,0.00027777778,http://www.wikidata.org/entity/Q2,,913,CO_76_76497
3.5347222,-76.295556,,0.00027777778,http://www.wikidata.org/entity/Q2,1123,1001,CO_76_76520
3.4188889,-76.243889,,0.00027777778,http://www.wikidata.org/entity/Q2,407,1070,CO_76_76563
3.8216667,-76.522778,,0.00027777778,http://www.wikidata.org/entity/Q2,135,1400,CO_76_76606
4.1561111,-76.287778,,0.00027777778,http://www.wikidata.org/entity/Q2,280,948,CO_76_76616
4.4136111,-76.154722,,0.00027777778,http://www.wikidata.org/entity/Q2,217,723,CO_76_76622
3.9938889,-76.228333,,0.00027777778,http://www.wikidata.org/entity/Q2,240,220,CO_76_76670
4.2694444,-75.931944,,0.00027777778,http://www.wikidata.org/entity/Q2,640,1612,CO_76_76736
4.61,-76.078333,,0.00027777778,http://www.wikidata.org/entity/Q2,166,950,CO_76_76823
4.2113889,-76.320278,,0.00027777778,http://www.wikidata.org/entity/Q2,221,1260,CO_76_76828
4.0847222,-76.198611,,0.00027777778,http://www.wikidata.org/entity/Q2,910.55,1.025,CO_76_76834
4.7019444,-75.737222,,0.00027777778,http://www.wikidata.org/entity/Q2,45,1350,CO_76_76845
4.5755556,-76.2,,0.00027777778,http://www.wikidata.org/entity/Q2,352,2694,CO_76_76863
3.6983333,-76.441944,,0.00027777778,http://www.wikidata.org/entity/Q2,122,823,CO_76_76869
3.8602778,-76.383333,,0.00027777778,http://www.wikidata.org/entity/Q2,321,609,CO_76_76890
3.5777778,-76.494444,,0.00027777778,http://www.wikidata.org/entity/Q2,245,855,CO_76_76892
4.3941667,-76.070278,,0.00027777778,http://www.wikidata.org/entity/Q2,355,916,CO_76_76895
7.0833333,-70.75,,0.016666667,http://www.wikidata.org/entity/Q2,23818,132,CO_81
7.0902778,-70.761667,,,http://www.wikidata.org/entity/Q2,5841,125,CO_81_81001
7.0261111,-71.427222,,0.00027777778,http://www.wikidata.org/entity/Q2,3060,143,CO_81_81065
6.3041667,-70.203889,,0.00027777778,http://www.wikidata.org/entity/Q2,5221,92,CO_81_81220
6.7930556,-71.771389,,0.00027777778,http://www.wikidata.org/entity/Q2,,262,CO_81_81300
6.28,-71.100278,,0.00027777778,http://www.wikidata.org/entity/Q2,2313,133,CO_81_81591
6.9547222,-71.876667,,0.00027777778,http://www.wikidata.org/entity/Q2,907,261,CO_81_81736
6.4583333,-71.744722,,0.00027777778,http://www.wikidata.org/entity/Q2,1064,304,CO_81_81794
5.35,-72.41,,0.00027777778,http://www.wikidata.org/entity/Q2,44995,154,CO_85
5.3305556,-72.390556,,0.00027777778,http://www.wikidata.org/entity/Q2,2532,350,CO_85_85001
5.1688889,-72.546667,,0.00027777778,http://www.wikidata.org/entity/Q2,,313,CO_85_85010
5.2147222,-72.869722,,0.00027777778,http://www.wikidata.org/entity/Q2,,1100,CO_85_85015
6.1547222,-71.765278,,0.00027777778,http://www.wikidata.org/entity/Q2,,261,CO_85_85125
6.1275,-72.334167,,0.00027777778,http://www.wikidata.org/entity/Q2,,1500,CO_85_85136
4.8180556,-72.281111,,0.00027777778,http://www.wikidata.org/entity/Q2,,164,CO_85_85139
4.8761111,-72.896389,,0.00027777778,http://www.wikidata.org/entity/Q2,,481,CO_85_85162
5.6358333,-72.195,,0.00027777778,http://www.wikidata.org/entity/Q2,,550,CO_85_85225
4.7897222,-71.339167,,0.00027777778,http://www.wikidata.org/entity/Q2,41.777,187,CO_85_85230
5.8811111,-71.891667,,0.00027777778,http://www.wikidata.org/entity/Q2,,340,CO_85_85250
5.7275,-71.993056,,0.00027777778,http://www.wikidata.org/entity/Q2,,270,CO_85_85263
5.2283333,-72.76,,0.00027777778,http://www.wikidata.org/entity/Q2,179,971,CO_85_85279
4.8536111,-73.039722,,0.00027777778,http://www.wikidata.org/entity/Q2,408,487,CO_85_85300
6.0980556,-72.2475,,0.00027777778,http://www.wikidata.org/entity/Q2,291,1247,CO_85_85315
5.4222222,-71.731389,,0.00027777778,http://www.wikidata.org/entity/Q2,3057,167,CO_85_85325
5.8302778,-72.162222,,0.00027777778,http://www.wikidata.org/entity/Q2,1136,1156,CO_85_85400
5.016667,-72.75,,1E-06,http://www.wikidata.org/entity/Q2,2391,464,CO_85_85410
5.4091667,-71.661111,,0.00027777778,http://www.wikidata.org/entity/Q2,2991,162,CO_85_85430
4.608736,-72.928792,,1E-05,http://www.wikidata.org/entity/Q2,825,265,CO_85_85440
1.15,-76.616667,,0.016666667,http://www.wikidata.org/entity/Q2,24885,254,CO_86
1.1491667,-76.646389,,0.00027777778,http://www.wikidata.org/entity/Q2,1030,604,CO_86_86001
1.1902778,-76.973889,,0.00027777778,http://www.wikidata.org/entity/Q2,,2215,CO_86_86219
0.66611111,-76.870833,,0.00027777778,http://www.wikidata.org/entity/Q2,1862.36,682,CO_86_86320
0.50055556,-76.498889,,0.00027777778,http://www.wikidata.org/entity/Q2,26103,409,CO_86_86568
0.685,-76.604444,,0.00027777778,http://www.wikidata.org/entity/Q2,,481,CO_86_86569
0.96361111,-76.408611,,0.00027777778,http://www.wikidata.org/entity/Q2,,557,CO_86_86571
-0.19388889,-74.780556,,0.00027777778,http://www.wikidata.org/entity/Q2,,177,CO_86_86573
1.2033333,-76.919167,,0.00027777778,http://www.wikidata.org/entity/Q2,64,2100,CO_86_86749
1.1747222,-76.879722,,0.00027777778,http://www.wikidata.org/entity/Q2,480,1530,CO_86_86755
0.34361111,-76.910833,,0.00027777778,http://www.wikidata.org/entity/Q2,358,503,CO_86_86757
1.1469444,-77.001111,,0.00027777778,http://www.wikidata.org/entity/Q2,445,2291,CO_86_86760
0.42527778,-76.905278,,0.00027777778,http://www.wikidata.org/entity/Q2,871,575,CO_86_86865
1.0294444,-76.616389,,0.00027777778,http://www.wikidata.org/entity/Q2,1250,529,CO_86_86885
12.55,-81.716667,,0.016666667,http://www.wikidata.org/entity/Q2,52.5,37,CO_88
12.584722,-81.700556,,0.00027777778,http://www.wikidata.org/entity/Q2,26,0,CO_88_88001
13.35,-81.366667,,0.016666667,http://www.wikidata.org/entity/Q2,18,2,CO_88_88564
-4.2052778,-69.932778,,1,http://www.wikidata.org/entity/Q2,109665,97,CO_91
-4.215,-69.941111,,0.00027777778,http://www.wikidata.org/entity/Q2,3695,96,CO_91_91001
-1.56261,-73.25684,,1E-05,http://www.wikidata.org/entity/Q2,,108,CO_91_91263
-1.4527778,-72.7975,,0.00027777778,http://www.wikidata.org/entity/Q2,,109,CO_91_91405
-1.3286111,-69.579722,,0.00027777778,http://www.wikidata.org/entity/Q2,,79,CO_91_91407
0.051388889,-71.222778,,0.00027777778,http://www.wikidata.org/entity/Q2,,107,CO_91_91430
-0.88333333,-70.983611,,0.00027777778,http://www.wikidata.org/entity/Q2,1443,100,CO_91_91460
-1.0055556,-74.015,,0.00027777778,http://www.wikidata.org/entity/Q2,1443,120,CO_91_91530
-2.1480556,-71.753333,,0.00027777778,http://www.wikidata.org/entity/Q2,,96,CO_91_91536
-3.7702778,-70.383056,,0.00027777778,http://www.wikidata.org/entity/Q2,1876,89,CO_91_91540
-0.61916667,-72.383333,,0.00027777778,http://www.wikidata.org/entity/Q2,,99,CO_91_91669
-2.8788889,-69.743889,,0.00027777778,http://www.wikidata.org/entity/Q2,1443,80,CO_91_91798
3.8652778,-67.923889,,0.00027777778,http://www.wikidata.org/entity/Q2,72238,177,CO_94
3.8708333,-67.921111,,0.00027777778,http://www.wikidata.org/entity/Q2,,95,CO_94_94001
3.49,-69.812222,,0.00027777778,http://www.wikidata.org/entity/Q2,,111,CO_94_94343
2.8080556,-70.476111,,0.00027777778,http://www.wikidata.org/entity/Q2,,97,CO_94_94663
1.9136111,-67.066667,,0.00027777778,http://www.wikidata.org/entity/Q2,,102,CO_94_94883
2.7197222,-67.566389,,0.00027777778,http://www.wikidata.org/entity/Q2,,97,CO_94_94884
1.2461111,-66.865833,,0.00027777778,http://www.wikidata.org/entity/Q2,6457,79,CO_94_94885
3.5252778,-67.415833,,0.00027777778,http://www.wikidata.org/entity/Q2,,117,CO_94_94886
1.8641667,-69.009444,,0.00027777778,http://www.wikidata.org/entity/Q2,,206,CO_94_94887
2.2633333,-69.918611,,0.00027777778,http://www.wikidata.org/entity/Q2,,115,CO_94_94888
2.5666667,-72.633333,,0.016666667,http://www.wikidata.org/entity/Q2,53460,300,CO_95
2.5652778,-72.638611,,0.00027777778,http://www.wikidata.org/entity/Q2,13912,185,CO_95_95001
1.9611111,-72.652778,,0.00027777778,http://www.wikidata.org/entity/Q2,16200,309,CO_95_95015
2.3305611,-72.6278,,0.00027777778,http://www.wikidata.org/entity/Q2,,326,CO_95_95025
1.3366694,-71.9511,,0.00027777778,http://www.wikidata.org/entity/Q2,,248,CO_95_95200
1.2,-70.166667,,0.016666667,http://www.wikidata.org/entity/Q2,54135,293,CO_97
1.2502778,-70.235,,0.00027777778,http://www.wikidata.org/entity/Q2,16.422,183,CO_97_97001
1.0133333,-71.3,,0.00027777778,http://www.wikidata.org/entity/Q2,6982,194,CO_97_97161
0.15636,-70.89274,,1E-05,http://www.wikidata.org/entity/Q2,,110,CO_97_97511
-0.56361111,-69.633611,,0.00027777778,http://www.wikidata.org/entity/Q2,6619,189,CO_97_97666
1.627,-70.63322,,1E-05,http://www.wikidata.org/entity/Q2,,184,CO_97_97777
6.1833333,-67.466667,,0.016666667,http://www.wikidata.org/entity/Q2,100242,104,CO_99
6.1888889,-67.485833,,0.00027777778,http://www.wikidata.org/entity/Q2,12409,51,CO_99_99001
5.4905556,-70.409167,,0.00027777778,http://www.wikidata.org/entity/Q2,,104,CO_99_99524
5.1261111,-70.875556,,0.00027777778,http://www.wikidata.org/entity/Q2,2018,320,CO_99_99624
4.4461111,-69.795556,,0.00027777778,http://www.wikidata.org/entity/Q2,65.193,116,CO_99_99773
10,-84,,1,http://www.wikidata.org/entity/Q2,51100,,CR
10.566667,-84.6,,0.016666667,http://www.wikidata.org/entity/Q2,9757.53,71,CR_A
9.8,-83.65,,0.016666667,http://www.wikidata.org/entity/Q2,3124,1187,CR_C
10.433333,-85.4,,0.016666667,http://www.wikidata.org/entity/Q2,10141,63,CR_G
10.416667,-84,,0.016666667,http://www.wikidata.org/entity/Q2,2657,259,CR_H
10.03,-83.22,,0.00027777778,http://www.wikidata.org/entity/Q2,9189,51,CR_L
9.9666667,-84.833333,,0.016666667,http://www.wikidata.org/entity/Q2,11266,58,CR_P
9.6,-83.95,,0.016666667,http://www.wikidata.org/entity/Q2,4966,1654,CR_SJ
22,-79.5,,0.1,http://www.wikidata.org/entity/Q2,109884,,CU
22.4122,-83.6719,,1.4575707,http://www.wikidata.org/entity/Q2,8884.51,,CU_01
22.75,-82.166667,,,http://www.wikidata.org/entity/Q2,,,CU_02
22,-82,,1,http://www.wikidata.org/entity/Q2,,,CU_03
23.0511,-81.5753,,1.4643962,http://www.wikidata.org/entity/Q2,11798.02,,CU_04
22.4053,-79.9542,,1.4574983,http://www.wikidata.org/entity/Q2,8413.13,,CU_05
22.1456,-80.4364,,1.4547947,http://www.wikidata.org/entity/Q2,4186.6,,CU_06
21.9339,-79.4439,,1.4526203,http://www.wikidata.org/entity/Q2,6779.81,,CU_07
21.8481,-78.7631,,1.4517465,http://www.wikidata.org/entity/Q2,6946.9,,CU_08
21.3839,-77.9075,,1.4470933,http://www.wikidata.org/entity/Q2,15413.82,,CU_09
20.9597,-76.9544,,1.4429496,http://www.wikidata.org/entity/Q2,6595.25,,CU_10
20.64,-74.9175,,0.0095992964,http://www.wikidata.org/entity/Q2,9209.71,,CU_11
20.3833,-76.6525,,0.01,http://www.wikidata.org/entity/Q2,8376.79,,CU_12
20.0198,-75.8139,,1.4341312,http://www.wikidata.org/entity/Q2,6234.16,,CU_13
20.1333,-75.2,,0.0095677993,http://www.wikidata.org/entity/Q2,6164.47,,CU_14
22.816667,-82.766667,,0.016666667,http://www.wikidata.org/entity/Q2,4004.27,52,CU_15
22.966667,-82.15,,0.016666667,http://www.wikidata.org/entity/Q2,3732.73,137,CU_16
21.75,-82.85,,0.0166667,http://www.wikidata.org/entity/Q2,2419,303,CU_99
15.916667,-24.083333,,0.00027777778,http://www.wikidata.org/entity/Q2,4033,,CV
12.166667,-68.966667,,0.0166667,http://www.wikidata.org/entity/Q2,444,39,CW
-10.49,105.6275,,0.00027777778,http://www.wikidata.org/entity/Q2,135,234,CX
35,33,,1,http://www.wikidata.org/entity/Q2,9242.45,,CY
50,16,,1,http://www.wikidata.org/entity/Q2,78866,,CZ
50.083333,14.416667,,0.016666667,http://www.wikidata.org/entity/Q2,496.21,235,CZ_10
49.966667,14.5,,0.016666667,http://www.wikidata.org/entity/Q2,10928.44,342,CZ_20
49.083333,14.666667,,,http://www.wikidata.org/entity/Q2,10057.98,479,CZ_31
49.7,13.2,,0.016666667,http://www.wikidata.org/entity/Q2,7648.96,465,CZ_32
50.2,12.7,,0.016666667,http://www.wikidata.org/entity/Q2,3310.36,447,CZ_41
50.5,13.85,,0.016666667,http://www.wikidata.org/entity/Q2,5338.67,530,CZ_42
50.7,15,,0.016666667,http://www.wikidata.org/entity/Q2,3163.4,555,CZ_51
50.4,15.8,,0.016666667,http://www.wikidata.org/entity/Q2,4759.06,304,CZ_52
49.9,16.2,,0.016666667,http://www.wikidata.org/entity/Q2,4519.2,490,CZ_53
49.4,15.7,,0.016666667,http://www.wikidata.org/entity/Q2,6795.75,528,CZ_63
49.1,16.6,,0.016666667,http://www.wikidata.org/entity/Q2,7188.05,212,CZ_64
49.716667,17.1,,0.016666667,http://www.wikidata.org/entity/Q2,5271.54,234,CZ_71
49.2,17.7,,0.016666667,http://www.wikidata.org/entity/Q2,3963.06,424,CZ_72
49.8,18,,0.016666667,http://www.wikidata.org/entity/Q2,5430.54,448,CZ_80
51,10,,1,http://www.wikidata.org/entity/Q2,357400,,DE
52.361944,13.008056,,0.00027777778,http://www.wikidata.org/entity/Q2,29478.63,0,DE_BB
53.0804,14.1266,,0.000277778,http://www.wikidata.org/entity/Q2,122.62,,DE_BB
52.516667,13.383333,,0.016666667,http://www.wikidata.org/entity/Q2,891.69,34,DE_BE
48.537778,9.0411111,,0.016666667,http://www.wikidata.org/entity/Q2,35751.65,327,DE_BW
48.7775,11.431111,,0.00027777778,http://www.wikidata.org/entity/Q2,70551,503,DE_BY
53.347267,8.5913,,0.00027777778,http://www.wikidata.org/entity/Q2,419.38,,DE_HB
50.666111,8.5911111,,0.00027777778,http://www.wikidata.org/entity/Q2,21100,264,DE_HE
53.55,10,,0.016666667,http://www.wikidata.org/entity/Q2,755.09,6,DE_HH
53.616667,12.7,,0.016666667,http://www.wikidata.org/entity/Q2,23174,0,DE_MV
52.756111,9.3930556,,0.00027777778,http://www.wikidata.org/entity/Q2,47614.07,13,DE_NI
51.466667,7.55,,0.016666667,http://www.wikidata.org/entity/Q2,34112.52,45,DE_NW
49.913056,7.449722,,1E-05,http://www.wikidata.org/entity/Q2,19853.36,0,DE_RP
54.470038,9.51416,,1E-05,http://www.wikidata.org/entity/Q2,15763.18,12,DE_SH
49.37715,6.8783778,,0.016666667,http://www.wikidata.org/entity/Q2,2570,,DE_SL
51.026944,13.358889,,0.00027777778,http://www.wikidata.org/entity/Q2,18415.66,342,DE_SN
51.971111,11.47,,0.00027777778,http://www.wikidata.org/entity/Q2,20451.58,51,DE_ST
51,11,,1,http://www.wikidata.org/entity/Q2,16171,266,DE_TH
11.8,42.433333,,1E-05,http://www.wikidata.org/entity/Q2,23200,,DJ
56,10,,1,http://www.wikidata.org/entity/Q2,42925.46,,DK
15.416667,-61.333333,,1E-05,http://www.wikidata.org/entity/Q2,751.09655,,DM
18.8,-70.2,,0.1,http://www.wikidata.org/entity/Q2,48670.82,,DO
18.5,-69.983333,,0.00027777778,http://www.wikidata.org/entity/Q2,,52,DO_01
18.46,-70.74,,0.00027777778,http://www.wikidata.org/entity/Q2,2531.77,474,DO_02
18.49,-71.42,,0.00027777778,http://www.wikidata.org/entity/Q2,1282.23,31,DO_03
18.2,-71.1,,0.0166667,http://www.wikidata.org/entity/Q2,,10,DO_04
19.566667,-71.71,,0.00027777778,http://www.wikidata.org/entity/Q2,,328,DO_05
19.3,-70.25,,0.0166667,http://www.wikidata.org/entity/Q2,,119,DO_06
18.883333,-71.7,,0.00027777778,http://www.wikidata.org/entity/Q2,,454,DO_07
18.77,-69.04,,0.00027777778,http://www.wikidata.org/entity/Q2,1786.8,104,DO_08
19.383333,-70.516667,,0.00027777778,http://www.wikidata.org/entity/Q2,,213,DO_09
18.49,-71.85,,0.00027777778,http://www.wikidata.org/entity/Q2,,21,DO_10
18.62,-68.71,,0.00027777778,http://www.wikidata.org/entity/Q2,,65,DO_11
18.43,-68.97,,0.00027777778,http://www.wikidata.org/entity/Q2,,63,DO_12
19.22,-70.53,,0.00027777778,http://www.wikidata.org/entity/Q2,,1250,DO_13
19.38,-69.85,,0.00027777778,http://www.wikidata.org/entity/Q2,,27,DO_14
19.85,-71.65,,0.016666667,http://www.wikidata.org/entity/Q2,,22,DO_15
18.033333,-71.75,,0.00027777778,http://www.wikidata.org/entity/Q2,,283,DO_16
18.29,-70.33,,0.00027777778,http://www.wikidata.org/entity/Q2,,184,DO_17
19.8,-70.683333,,0.00027777778,http://www.wikidata.org/entity/Q2,1852.9,253,DO_18
19.42,-70.39,,0.00027777778,http://www.wikidata.org/entity/Q2,,481,DO_19
19.2,-69.316667,,0.00027777778,http://www.wikidata.org/entity/Q2,,229,DO_20
18.42,-70.11,,0.00027777778,http://www.wikidata.org/entity/Q2,,391,DO_21
18.81,-71.23,,0.00027777778,http://www.wikidata.org/entity/Q2,,429,DO_22
18.46,-69.31,,0.00027777778,http://www.wikidata.org/entity/Q2,1.255,22,DO_23
19.06,-70.15,,0.00027777778,http://www.wikidata.org/entity/Q2,,178,DO_24
19.48,-70.69,,0.00027777778,http://www.wikidata.org/entity/Q2,,495,DO_25
19.483333,-71.35,,0.00027777778,http://www.wikidata.org/entity/Q2,1.111,243,DO_26
19.566667,-71.083333,,0.00027777778,http://www.wikidata.org/entity/Q2,,60,DO_27
18.95,-70.41,,0.00027777778,http://www.wikidata.org/entity/Q2,,194,DO_28
18.81,-69.79,,0.00027777778,http://www.wikidata.org/entity/Q2,,86,DO_29
18.77,-69.26,,0.00027777778,http://www.wikidata.org/entity/Q2,,222,DO_30
18.55,-70.5,,0.0166667,http://www.wikidata.org/entity/Q2,,1109,DO_31
18.483402,-69.929611,,2.7777778E-08,http://www.wikidata.org/entity/Q2,,54,DO_32
28,1,,1,http://www.wikidata.org/entity/Q2,2381741,,DZ
-1,-78,,1,http://www.wikidata.org/entity/Q2,283560,,EC
-2.8833333,-79,,0.016666667,http://www.wikidata.org/entity/Q2,8189,2500,EC_A
-1.6,-79,,0.016666667,http://www.wikidata.org/entity/Q2,4148,2507,EC_B
0.75,-78.083333,,0.01667,http://www.wikidata.org/entity/Q2,3699,3790,EC_C
-0.93333333,-75.666667,,0.016666667,http://www.wikidata.org/entity/Q2,21692.1,232,EC_D
0.74,-79.16,,0.01,http://www.wikidata.org/entity/Q2,14893,184,EC_E
-2.7333333,-78.833333,,0.016666667,http://www.wikidata.org/entity/Q2,3669,2342,EC_F
-2.2,-79.9667,,,http://www.wikidata.org/entity/Q2,15927,15,EC_G
-1.6666667,-78.65,,0.016666667,http://www.wikidata.org/entity/Q2,5999,3642,EC_H
0.35,-78.133333,,0.016666667,http://www.wikidata.org/entity/Q2,4611,2500,EC_I
-4.05,-79.65,,0.016666667,http://www.wikidata.org/entity/Q2,11100,,EC_L
-1.0522194,-80.4506,,0.00027777778,http://www.wikidata.org/entity/Q2,19427,89,EC_M
-0.67,-77.94,,0.01,http://www.wikidata.org/entity/Q2,12476,,EC_N
-3.2666694,-79.9667,,0.00027777778,http://www.wikidata.org/entity/Q2,5879,272,EC_O
-0.25,-78.583333,,0.016666667,http://www.wikidata.org/entity/Q2,9692,,EC_P
-1.7666694,-79.45,,0.00027777778,http://www.wikidata.org/entity/Q2,7100,30,EC_R
-2.3666667,-78.133333,,0.00027777778,http://www.wikidata.org/entity/Q2,23875,808,EC_S
-0.33333333,-79.25,,0.016666667,http://www.wikidata.org/entity/Q2,4180,604,EC_SD
-2.2267,-80.8583,,0.00027777778,http://www.wikidata.org/entity/Q2,3696,62,EC_SE
-1.2333333,-78.616667,,0.016666667,http://www.wikidata.org/entity/Q2,1009,2718,EC_T
-0.083333333,-76.883333,,0.016666667,http://www.wikidata.org/entity/Q2,18612,303,EC_U
-0.56027778,-91.040833,,,http://www.wikidata.org/entity/Q2,8010,700,EC_W
-0.93333333,-78.616667,,0.016666667,http://www.wikidata.org/entity/Q2,6085,3984,EC_X
-1.4902778,-78.002222,,0.00027777778,http://www.wikidata.org/entity/Q2,29068,,EC_Y
-4.0691667,-78.956667,,0.00027777778,http://www.wikidata.org/entity/Q2,10556,1734,EC_Z
59,26,,1,http://www.wikidata.org/entity/Q2,45339,,EE
27,29,,1,http://www.wikidata.org/entity/Q2,1010407.9,,EG
25,-13,,1,http://www.wikidata.org/entity/Q2,266000,237,EH
15.483333,38.25,,1E-05,http://www.wikidata.org/entity/Q2,117600,,ER
40,-3,,1,http://www.wikidata.org/entity/Q2,505990,,ES
37.46,-4.16,,0.01,http://www.wikidata.org/entity/Q2,87268,3478,ES_AN
41,-1,,1,http://www.wikidata.org/entity/Q2,47719,,ES_AR
43.333333,-6,,0.016666667,http://www.wikidata.org/entity/Q2,10603.57,,ES_AS
43.333333,-4,,0.016666667,http://www.wikidata.org/entity/Q2,5321,,ES_CB
35.886667,-5.3,,1E-05,http://www.wikidata.org/entity/Q2,18.5,10,ES_CE
41.383333,-4.45,,0.016666667,http://www.wikidata.org/entity/Q2,94223,,ES_CL
39.500011,-3.0000333,,2.7777778E-06,http://www.wikidata.org/entity/Q2,79463,696,ES_CM
28.536,-15.749,,0.001,http://www.wikidata.org/entity/Q2,7447,,ES_CN
41.81,1.47,,0.01,http://www.wikidata.org/entity/Q2,31895,,ES_CT
39.2,-6.15,,0.016666667,http://www.wikidata.org/entity/Q2,41634,,ES_EX
43.05,-8.1333333,,0.016666667,http://www.wikidata.org/entity/Q2,29574,,ES_GA
39.5,3,,0.016666667,http://www.wikidata.org/entity/Q2,4991.66,,ES_IB
38,-1.8333333,,0.016666667,http://www.wikidata.org/entity/Q2,11313,348,ES_MC
40.42526,-3.69063,,1E-05,http://www.wikidata.org/entity/Q2,8028,678,ES_MD
35.2825,-2.9475,,1E-05,http://www.wikidata.org/entity/Q2,12.338,,ES_ML
42.816667,-1.65,,0.016666667,http://www.wikidata.org/entity/Q2,10391,,ES_NC
42.983333,-2.6166667,,0.016666667,http://www.wikidata.org/entity/Q2,7234,,ES_PV
42.25,-2.5,,0.016666667,http://www.wikidata.org/entity/Q2,5045,1074,ES_RI
39.5,-0.75,,0.016666667,http://www.wikidata.org/entity/Q2,23255,363,ES_VC
9,40,,1,http://www.wikidata.org/entity/Q2,1104300,,ET
65,27,,1,http://www.wikidata.org/entity/Q2,338424.38,,FI
-18,178,,1,http://www.wikidata.org/entity/Q2,18274,,FJ
-51.75,-59,,0.1,http://www.wikidata.org/entity/Q2,12200,,FK
12,152,,0.091838418,http://www.wikidata.org/entity/Q2,,,FM
61.969944,-6.8444806,,0.00027777778,http://www.wikidata.org/entity/Q2,1399,,FO
47,2,,1,http://www.wikidata.org/entity/Q2,643801,,FR
45.7402,4.8195,,1E-08,http://www.wikidata.org/entity/Q2,69711,,FR_ARA
46.083333,5.3333333,,1,http://www.wikidata.org/entity/Q2,5762,,FR_ARA_01
46.333333,3.1666667,,0.016666667,http://www.wikidata.org/entity/Q2,7340,,FR_ARA_03
44.666667,4.4166667,,0.016666667,http://www.wikidata.org/entity/Q2,5529,,FR_ARA_07
45.033333,3.1,,0.016666667,http://www.wikidata.org/entity/Q2,5726,,FR_ARA_15
44.75,5.1666667,,1,http://www.wikidata.org/entity/Q2,6530,,FR_ARA_26
45.183333,5.7166667,,0.016666667,http://www.wikidata.org/entity/Q2,7431,846,FR_ARA_38
45.753806,4.2245972,,2.7777778E-06,http://www.wikidata.org/entity/Q2,4781,,FR_ARA_42
45,4,,1,http://www.wikidata.org/entity/Q2,4977,,FR_ARA_43
45.7,3.2166667,,0.016666667,http://www.wikidata.org/entity/Q2,7970,,FR_ARA_63
45.995504,4.7195702,,1E-07,http://www.wikidata.org/entity/Q2,3249,,FR_ARA_69
45.583333,6.3333333,,0.016666667,http://www.wikidata.org/entity/Q2,6028,1595,FR_ARA_73
46,6.3333333,,0.016666667,http://www.wikidata.org/entity/Q2,4388,1160,FR_ARA_74
47.234528,6.0305,,1E-08,http://www.wikidata.org/entity/Q2,47784,,FR_BFC
47.416667,4.8333333,,0.016666667,http://www.wikidata.org/entity/Q2,8763,,FR_BFC_21
47.166667,6.4166667,,0.016666667,http://www.wikidata.org/entity/Q2,5234,,FR_BFC_25
46.675278,5.554444,,1E-05,http://www.wikidata.org/entity/Q2,4999,,FR_BFC_39
47.083333,3.5,,0.016666667,http://www.wikidata.org/entity/Q2,6817,,FR_BFC_58
47.583333,6,,0.016666667,http://www.wikidata.org/entity/Q2,5360,,FR_BFC_70
46.666667,4.7,,0.016666667,http://www.wikidata.org/entity/Q2,8575,,FR_BFC_71
47.8,3.5666667,,0.016666667,http://www.wikidata.org/entity/Q2,7427,,FR_BFC_89
47.6382,6.8614,,0.0001,http://www.wikidata.org/entity/Q2,609.4,,FR_BFC_90
17.897728,-62.834244,,2.7777778E-06,http://www.wikidata.org/entity/Q2,25,,FR_BL
48,-3,,1,http://www.wikidata.org/entity/Q2,27208,,FR_BRE
42.15,9.0833333,,0.00027777778,http://www.wikidata.org/entity/Q2,8680,,FR_COR
41.85,9.0333333,,0.016666667,http://www.wikidata.org/entity/Q2,4014,,FR_COR_2A
42.466667,9.2,,0.016666667,http://www.wikidata.org/entity/Q2,4666,,FR_COR_2B
