match_string,date,confirmed,deceased,new_confirmed,total_confirmed,new_deceased,total_deceased,country_code,subregion2_code,_match_string,key
Incheon,2020-01-20,1,,1,1,0,0,KR,,incheon,KR_28
Incheon,2020-02-26,1,,1,2,0,0,KR,,incheon,KR_28
Incheon,2020-02-28,1,,1,3,0,0,KR,,incheon,KR_28
Incheon,2020-02-29,2,,2,5,0,0,KR,,incheon,KR_28
Incheon,2020-03-01,1,,1,6,0,0,KR,,incheon,KR_28
Incheon,2020-03-03,2,,2,8,0,0,KR,,incheon,KR_28
Incheon,2020-03-09,4,,4,12,0,0,KR,,incheon,KR_28
Incheon,2020-03-10,12,,12,24,0,0,KR,,incheon,KR_28
Incheon,2020-03-12,2,,2,26,0,0,KR,,incheon,KR_28
Incheon,2020-03-13,1,,1,27,0,0,KR,,incheon,KR_28
Incheon,2020-03-14,2,,2,29,0,0,KR,,incheon,KR_28
Incheon,2020-03-16,1,,1,30,0,0,KR,,incheon,KR_28
Incheon,2020-03-17,1,,1,31,0,0,KR,,incheon,KR_28
Incheon,2020-03-19,4,,4,35,0,0,KR,,incheon,KR_28
Incheon,2020-03-20,4,,4,39,0,0,KR,,incheon,KR_28
Incheon,2020-03-23,1,,1,40,0,0,KR,,incheon,KR_28
Incheon,2020-03-24,1,,1,41,0,0,KR,,incheon,KR_28
Incheon,2020-03-25,1,,1,42,0,0,KR,,incheon,KR_28
Incheon,2020-03-26,3,,3,45,0,0,KR,,incheon,KR_28
Incheon,2020-03-27,5,,5,50,0,0,KR,,incheon,KR_28
Incheon,2020-03-28,7,,7,57,0,0,KR,,incheon,KR_28
Incheon,2020-03-30,6,,6,63,0,0,KR,,incheon,KR_28
Incheon,2020-03-31,5,,5,68,0,0,KR,,incheon,KR_28
Incheon,2020-04-01,4,,4,72,0,0,KR,,incheon,KR_28
Incheon,2020-04-02,1,,1,73,0,0,KR,,incheon,KR_28
Incheon,2020-04-03,3,,3,76,0,0,KR,,incheon,KR_28
Incheon,2020-04-04,2,,2,78,0,0,KR,,incheon,KR_28
Incheon,2020-04-05,1,,1,79,0,0,KR,,incheon,KR_28
Incheon,2020-04-07,4,,4,83,0,0,KR,,incheon,KR_28
Incheon,2020-04-09,1,,1,84,0,0,KR,,incheon,KR_28
Incheon,2020-04-11,1,,1,85,0,0,KR,,incheon,KR_28
Incheon,2020-04-12,1,,1,86,0,0,KR,,incheon,KR_28
Incheon,2020-04-13,1,,1,87,0,0,KR,,incheon,KR_28
Incheon,2020-04-16,1,,1,88,0,0,KR,,incheon,KR_28
Incheon,2020-04-17,1,,1,89,0,0,KR,,incheon,KR_28
Incheon,2020-04-18,1,,1,90,0,0,KR,,incheon,KR_28
Incheon,2020-04-19,1,,1,91,0,0,KR,,incheon,KR_28
Incheon,2020-04-27,1,,1,92,0,0,KR,,incheon,KR_28
Incheon,2020-04-30,1,,1,93,0,0,KR,,incheon,KR_28
Incheon,2020-05-01,1,,1,94,0,0,KR,,incheon,KR_28
Incheon,2020-05-03,1,,1,95,0,0,KR,,incheon,KR_28
Incheon,2020-05-04,1,,1,96,0,0,KR,,incheon,KR_28
Incheon,2020-05-08,1,,1,97,0,0,KR,,incheon,KR_28
Incheon,2020-05-09,3,,3,100,0,0,KR,,incheon,KR_28
Incheon,2020-05-10,3,,3,103,0,0,KR,,incheon,KR_28
Incheon,2020-05-11,1,,1,104,0,0,KR,,incheon,KR_28
Incheon,2020-05-12,2,,2,106,0,0,KR,,incheon,KR_28
Incheon,2020-05-13,12,,12,118,0,0,KR,,incheon,KR_28
Incheon,2020-05-14,5,,5,123,0,0,KR,,incheon,KR_28
Incheon,2020-05-18,2,,2,125,0,0,KR,,incheon,KR_28
Incheon,2020-05-19,8,,8,133,0,0,KR,,incheon,KR_28
Incheon,2020-05-20,6,,6,139,0,0,KR,,incheon,KR_28
Incheon,2020-05-21,1,,1,140,0,0,KR,,incheon,KR_28
Incheon,2020-05-23,2,,2,142,0,0,KR,,incheon,KR_28
Incheon,2020-05-24,1,,1,143,0,0,KR,,incheon,KR_28
Incheon,2020-05-25,3,,3,146,0,0,KR,,incheon,KR_28
Incheon,2020-05-26,11,,11,157,0,0,KR,,incheon,KR_28
Incheon,2020-05-27,22,,22,179,0,0,KR,,incheon,KR_28
Incheon,2020-05-28,18,,18,197,0,0,KR,,incheon,KR_28
Incheon,2020-05-29,5,,5,202,0,0,KR,,incheon,KR_28
Incheon,2020-05-30,3,,3,205,0,0,KR,,incheon,KR_28
Incheon,2020-05-31,18,,18,223,0,0,KR,,incheon,KR_28
Incheon,2020-06-01,8,,8,231,0,0,KR,,incheon,KR_28
Incheon,2020-06-02,17,,17,248,0,0,KR,,incheon,KR_28
Incheon,2020-06-03,7,,7,255,0,0,KR,,incheon,KR_28
Incheon,2020-06-04,6,,6,261,0,0,KR,,incheon,KR_28
Incheon,2020-06-05,11,,11,272,0,0,KR,,incheon,KR_28
Incheon,2020-06-06,6,,6,278,0,0,KR,,incheon,KR_28
Incheon,2020-06-07,4,,4,282,0,0,KR,,incheon,KR_28
Incheon,2020-06-08,3,,3,285,0,0,KR,,incheon,KR_28
Incheon,2020-06-09,8,,8,293,0,0,KR,,incheon,KR_28
Incheon,2020-06-10,6,,6,299,0,0,KR,,incheon,KR_28
Incheon,2020-06-11,1,,1,300,0,0,KR,,incheon,KR_28
Incheon,2020-06-12,1,,1,301,0,0,KR,,incheon,KR_28
Incheon,2020-06-13,8,,8,309,0,0,KR,,incheon,KR_28
Incheon,2020-06-14,8,,8,317,0,0,KR,,incheon,KR_28
Incheon,2020-06-15,2,1,2,319,1,1,KR,,incheon,KR_28
Incheon,2020-06-16,2,,2,321,0,1,KR,,incheon,KR_28
Incheon,2020-06-17,1,,1,322,0,1,KR,,incheon,KR_28
Seoul,2020-01-24,1,,1,1,0,0,KR,,seoul,KR_11
Seoul,2020-01-30,3,,3,4,0,0,KR,,seoul,KR_11
Seoul,2020-01-31,3,,3,7,0,0,KR,,seoul,KR_11
Seoul,2020-02-06,3,,3,10,0,0,KR,,seoul,KR_11
Seoul,2020-02-16,1,,1,11,0,0,KR,,seoul,KR_11
Seoul,2020-02-17,1,,1,12,0,0,KR,,seoul,KR_11
Seoul,2020-02-19,2,,2,14,0,0,KR,,seoul,KR_11
Seoul,2020-02-20,2,,2,16,0,0,KR,,seoul,KR_11
Seoul,2020-02-21,5,,5,21,0,0,KR,,seoul,KR_11
Seoul,2020-02-22,3,,3,24,0,0,KR,,seoul,KR_11
Seoul,2020-02-23,1,,1,25,0,0,KR,,seoul,KR_11
Seoul,2020-02-24,4,,4,29,0,0,KR,,seoul,KR_11
Seoul,2020-02-25,6,,6,35,0,0,KR,,seoul,KR_11
Seoul,2020-02-26,8,,8,43,0,0,KR,,seoul,KR_11
Seoul,2020-02-27,7,,7,50,0,0,KR,,seoul,KR_11
Seoul,2020-02-28,6,,6,56,0,0,KR,,seoul,KR_11
Seoul,2020-02-29,15,,15,71,0,0,KR,,seoul,KR_11
Seoul,2020-03-01,14,,14,85,0,0,KR,,seoul,KR_11
Seoul,2020-03-02,7,,7,92,0,0,KR,,seoul,KR_11
Seoul,2020-03-03,1,,1,93,0,0,KR,,seoul,KR_11
Seoul,2020-03-04,4,,4,97,0,0,KR,,seoul,KR_11
Seoul,2020-03-05,2,,2,99,0,0,KR,,seoul,KR_11
Seoul,2020-03-06,3,,3,102,0,0,KR,,seoul,KR_11
Seoul,2020-03-07,12,,12,114,0,0,KR,,seoul,KR_11
Seoul,2020-03-08,10,,10,124,0,0,KR,,seoul,KR_11
Seoul,2020-03-09,11,,11,135,0,0,KR,,seoul,KR_11
Seoul,2020-03-10,52,,52,187,0,0,KR,,seoul,KR_11
Seoul,2020-03-11,19,,19,206,0,0,KR,,seoul,KR_11
Seoul,2020-03-12,13,,13,219,0,0,KR,,seoul,KR_11
Seoul,2020-03-13,13,,13,232,0,0,KR,,seoul,KR_11
Seoul,2020-03-14,9,,9,241,0,0,KR,,seoul,KR_11
Seoul,2020-03-15,6,,6,247,0,0,KR,,seoul,KR_11
Seoul,2020-03-16,12,,12,259,0,0,KR,,seoul,KR_11
Seoul,2020-03-17,5,,5,264,0,0,KR,,seoul,KR_11
Seoul,2020-03-18,12,,12,276,0,0,KR,,seoul,KR_11
Seoul,2020-03-19,17,,17,293,0,0,KR,,seoul,KR_11
Seoul,2020-03-20,15,,15,308,0,0,KR,,seoul,KR_11
Seoul,2020-03-21,10,,10,318,0,0,KR,,seoul,KR_11
Seoul,2020-03-22,6,,6,324,0,0,KR,,seoul,KR_11
Seoul,2020-03-23,4,,4,328,0,0,KR,,seoul,KR_11
Seoul,2020-03-24,13,,13,341,0,0,KR,,seoul,KR_11
Seoul,2020-03-25,13,,13,354,0,0,KR,,seoul,KR_11
Seoul,2020-03-26,12,,12,366,0,0,KR,,seoul,KR_11
Seoul,2020-03-27,18,,18,384,0,0,KR,,seoul,KR_11
Seoul,2020-03-28,20,,20,404,0,0,KR,,seoul,KR_11
Seoul,2020-03-29,16,,16,420,0,0,KR,,seoul,KR_11
Seoul,2020-03-30,24,,24,444,0,0,KR,,seoul,KR_11
Seoul,2020-03-31,24,,24,468,0,0,KR,,seoul,KR_11
Seoul,2020-04-01,14,,14,482,0,0,KR,,seoul,KR_11
Seoul,2020-04-02,18,,18,500,0,0,KR,,seoul,KR_11
Seoul,2020-04-03,22,,22,522,0,0,KR,,seoul,KR_11
Seoul,2020-04-04,24,,24,546,0,0,KR,,seoul,KR_11
Seoul,2020-04-05,11,,11,557,0,0,KR,,seoul,KR_11
Seoul,2020-04-06,4,,4,561,0,0,KR,,seoul,KR_11
Seoul,2020-04-07,11,2,11,572,2,2,KR,,seoul,KR_11
Seoul,2020-04-08,12,,12,584,0,2,KR,,seoul,KR_11
Seoul,2020-04-09,5,,5,589,0,2,KR,,seoul,KR_11
Seoul,2020-04-10,4,,4,593,0,2,KR,,seoul,KR_11
Seoul,2020-04-11,3,,3,596,0,2,KR,,seoul,KR_11
Seoul,2020-04-12,8,,8,604,0,2,KR,,seoul,KR_11
Seoul,2020-04-13,2,,2,606,0,2,KR,,seoul,KR_11
Seoul,2020-04-14,5,,5,611,0,2,KR,,seoul,KR_11
Seoul,2020-04-15,2,,2,613,0,2,KR,,seoul,KR_11
Seoul,2020-04-16,2,,2,615,0,2,KR,,seoul,KR_11
Seoul,2020-04-17,1,,1,616,0,2,KR,,seoul,KR_11
Seoul,2020-04-18,2,,2,618,0,2,KR,,seoul,KR_11
Seoul,2020-04-20,2,,2,620,0,2,KR,,seoul,KR_11
Seoul,2020-04-21,2,,2,622,0,2,KR,,seoul,KR_11
Seoul,2020-04-24,1,,1,623,0,2,KR,,seoul,KR_11
Seoul,2020-04-27,4,,4,627,0,2,KR,,seoul,KR_11
Seoul,2020-04-30,1,,1,628,0,2,KR,,seoul,KR_11
Seoul,2020-05-01,1,,1,629,0,2,KR,,seoul,KR_11
Seoul,2020-05-02,2,,2,631,0,2,KR,,seoul,KR_11
Seoul,2020-05-08,12,,12,643,0,2,KR,,seoul,KR_11
Seoul,2020-05-09,14,,14,657,0,2,KR,,seoul,KR_11
Seoul,2020-05-10,20,,20,677,0,2,KR,,seoul,KR_11
Seoul,2020-05-11,12,,12,689,0,2,KR,,seoul,KR_11
Seoul,2020-05-12,12,1,12,701,1,3,KR,,seoul,KR_11
Seoul,2020-05-13,4,1,4,705,1,4,KR,,seoul,KR_11
Seoul,2020-05-14,14,,14,719,0,4,KR,,seoul,KR_11
Seoul,2020-05-15,5,,5,724,0,4,KR,,seoul,KR_11
Seoul,2020-05-16,5,,5,729,0,4,KR,,seoul,KR_11
Seoul,2020-05-17,1,,1,730,0,4,KR,,seoul,KR_11
Seoul,2020-05-18,6,,6,736,0,4,KR,,seoul,KR_11
Seoul,2020-05-19,10,,10,746,0,4,KR,,seoul,KR_11
Seoul,2020-05-20,4,,4,750,0,4,KR,,seoul,KR_11
Seoul,2020-05-21,2,,2,752,0,4,KR,,seoul,KR_11
Seoul,2020-05-22,4,,4,756,0,4,KR,,seoul,KR_11
Seoul,2020-05-23,6,,6,762,0,4,KR,,seoul,KR_11
Seoul,2020-05-24,6,,6,768,0,4,KR,,seoul,KR_11
Seoul,2020-05-25,9,,9,777,0,4,KR,,seoul,KR_11
Seoul,2020-05-26,19,,19,796,0,4,KR,,seoul,KR_11
Seoul,2020-05-27,24,,24,820,0,4,KR,,seoul,KR_11
Seoul,2020-05-28,20,,20,840,0,4,KR,,seoul,KR_11
Seoul,2020-05-29,9,,9,849,0,4,KR,,seoul,KR_11
Seoul,2020-05-30,6,,6,855,0,4,KR,,seoul,KR_11
