country_code,match_string,date,total_confirmed,new_confirmed,key
CZ,jihomoravský kraj,2020-03-13,29,,CZ_64
CZ,jihomoravský kraj,2020-03-20,59,30,CZ_64
CZ,jihomoravský kraj,2020-03-21,66,7,CZ_64
CZ,jihomoravský kraj,2020-03-22,76,10,CZ_64
CZ,jihomoravský kraj,2020-03-23,86,10,CZ_64
CZ,jihomoravský kraj,2020-03-24,92,6,CZ_64
CZ,jihomoravský kraj,2020-03-25,103,11,CZ_64
CZ,jihomoravský kraj,2020-03-26,113,10,CZ_64
CZ,jihomoravský kraj,2020-03-27,133,20,CZ_64
CZ,jihomoravský kraj,2020-03-28,150,17,CZ_64
CZ,jihomoravský kraj,2020-03-29,172,22,CZ_64
CZ,jihomoravský kraj,2020-03-30,174,2,CZ_64
CZ,jihomoravský kraj,2020-03-31,182,8,CZ_64
CZ,jihomoravský kraj,2020-04-01,208,26,CZ_64
CZ,jihomoravský kraj,2020-04-02,231,23,CZ_64
CZ,jihomoravský kraj,2020-04-03,245,14,CZ_64
CZ,jihomoravský kraj,2020-04-04,262,17,CZ_64
CZ,jihomoravský kraj,2020-04-05,277,15,CZ_64
CZ,jihomoravský kraj,2020-04-06,290,13,CZ_64
CZ,jihomoravský kraj,2020-04-07,298,8,CZ_64
CZ,jihomoravský kraj,2020-04-08,312,14,CZ_64
CZ,jihomoravský kraj,2020-04-09,324,12,CZ_64
CZ,jihomoravský kraj,2020-04-10,335,11,CZ_64
CZ,jihomoravský kraj,2020-04-11,344,9,CZ_64
CZ,jihomoravský kraj,2020-04-12,349,5,CZ_64
CZ,jihomoravský kraj,2020-04-13,355,6,CZ_64
CZ,jihomoravský kraj,2020-04-14,353,-2,CZ_64
CZ,jihomoravský kraj,2020-04-15,358,5,CZ_64
CZ,jihomoravský kraj,2020-04-16,365,7,CZ_64
CZ,jihomoravský kraj,2020-04-17,383,18,CZ_64
CZ,jihomoravský kraj,2020-04-18,383,0,CZ_64
CZ,jihomoravský kraj,2020-04-19,389,6,CZ_64
CZ,jihomoravský kraj,2020-04-20,389,0,CZ_64
CZ,jihomoravský kraj,2020-04-21,397,8,CZ_64
CZ,jihomoravský kraj,2020-04-22,403,6,CZ_64
CZ,jihomoravský kraj,2020-04-23,411,8,CZ_64
CZ,jihomoravský kraj,2020-04-24,426,15,CZ_64
CZ,jihomoravský kraj,2020-04-25,432,6,CZ_64
CZ,jihomoravský kraj,2020-04-26,433,1,CZ_64
CZ,jihomoravský kraj,2020-04-27,436,3,CZ_64
CZ,jihomoravský kraj,2020-04-28,441,5,CZ_64
CZ,jihomoravský kraj,2020-04-29,445,4,CZ_64
CZ,jihomoravský kraj,2020-04-30,444,-1,CZ_64
CZ,jihomoravský kraj,2020-05-01,447,3,CZ_64
CZ,jihomoravský kraj,2020-05-02,447,0,CZ_64
CZ,jihomoravský kraj,2020-05-03,451,4,CZ_64
CZ,jihomoravský kraj,2020-05-04,456,5,CZ_64
CZ,jihomoravský kraj,2020-05-05,456,0,CZ_64
CZ,jihomoravský kraj,2020-05-06,461,5,CZ_64
CZ,jihomoravský kraj,2020-05-07,470,9,CZ_64
CZ,jihomoravský kraj,2020-05-08,476,6,CZ_64
CZ,jihomoravský kraj,2020-05-09,481,5,CZ_64
CZ,jihomoravský kraj,2020-05-10,486,5,CZ_64
CZ,jihomoravský kraj,2020-05-11,493,7,CZ_64
CZ,jihomoravský kraj,2020-05-12,494,1,CZ_64
CZ,jihomoravský kraj,2020-05-13,496,2,CZ_64
CZ,jihomoravský kraj,2020-05-14,504,8,CZ_64
CZ,jihomoravský kraj,2020-05-15,507,3,CZ_64
CZ,jihomoravský kraj,2020-05-16,509,2,CZ_64
CZ,jihomoravský kraj,2020-05-17,509,0,CZ_64
CZ,jihomoravský kraj,2020-05-18,513,4,CZ_64
CZ,jihomoravský kraj,2020-05-19,513,0,CZ_64
CZ,jihomoravský kraj,2020-05-20,515,2,CZ_64
CZ,jihomoravský kraj,2020-05-21,516,1,CZ_64
CZ,jihomoravský kraj,2020-05-22,518,2,CZ_64
CZ,jihomoravský kraj,2020-05-23,519,1,CZ_64
CZ,jihomoravský kraj,2020-05-24,522,3,CZ_64
CZ,jihomoravský kraj,2020-05-25,524,2,CZ_64
CZ,jihomoravský kraj,2020-05-26,530,6,CZ_64
CZ,jihomoravský kraj,2020-05-27,536,6,CZ_64
CZ,jihomoravský kraj,2020-05-28,540,4,CZ_64
CZ,jihomoravský kraj,2020-05-29,549,9,CZ_64
CZ,jihomoravský kraj,2020-05-30,554,5,CZ_64
CZ,jihomoravský kraj,2020-05-31,556,2,CZ_64
CZ,jihomoravský kraj,2020-06-01,561,5,CZ_64
CZ,jihomoravský kraj,2020-06-02,567,6,CZ_64
CZ,jihomoravský kraj,2020-06-03,569,2,CZ_64
CZ,jihomoravský kraj,2020-06-04,575,6,CZ_64
CZ,jihomoravský kraj,2020-06-05,576,1,CZ_64
CZ,jihomoravský kraj,2020-06-06,581,5,CZ_64
CZ,jihomoravský kraj,2020-06-07,586,5,CZ_64
CZ,jihomoravský kraj,2020-06-08,585,-1,CZ_64
CZ,jihomoravský kraj,2020-06-09,587,2,CZ_64
CZ,jihomoravský kraj,2020-06-10,589,2,CZ_64
CZ,jihomoravský kraj,2020-06-11,592,3,CZ_64
CZ,jihomoravský kraj,2020-06-12,596,4,CZ_64
CZ,jihomoravský kraj,2020-06-13,603,7,CZ_64
CZ,jihomoravský kraj,2020-06-14,603,0,CZ_64
CZ,jihomoravský kraj,2020-06-15,607,4,CZ_64
CZ,jihomoravský kraj,2020-06-16,613,6,CZ_64
CZ,jihomoravský kraj,2020-06-17,620,7,CZ_64
CZ,jihomoravský kraj,2020-06-18,622,2,CZ_64
CZ,jihomoravský kraj,2020-06-19,629,7,CZ_64
CZ,jihomoravský kraj,2020-06-20,629,0,CZ_64
CZ,jihočeský kraj,2020-03-13,298,,CZ_31
CZ,jihočeský kraj,2020-03-20,22,-276,CZ_31
CZ,jihočeský kraj,2020-03-21,30,8,CZ_31
CZ,jihočeský kraj,2020-03-22,30,0,CZ_31
CZ,jihočeský kraj,2020-03-23,30,0,CZ_31
CZ,jihočeský kraj,2020-03-24,34,4,CZ_31
CZ,jihočeský kraj,2020-03-25,47,13,CZ_31
CZ,jihočeský kraj,2020-03-26,58,11,CZ_31
CZ,jihočeský kraj,2020-03-27,68,10,CZ_31
CZ,jihočeský kraj,2020-03-28,84,16,CZ_31
CZ,jihočeský kraj,2020-03-29,86,2,CZ_31
CZ,jihočeský kraj,2020-03-30,89,3,CZ_31
CZ,jihočeský kraj,2020-03-31,103,14,CZ_31
CZ,jihočeský kraj,2020-04-01,106,3,CZ_31
CZ,jihočeský kraj,2020-04-02,111,5,CZ_31
CZ,jihočeský kraj,2020-04-03,118,7,CZ_31
CZ,jihočeský kraj,2020-04-04,120,2,CZ_31
CZ,jihočeský kraj,2020-04-05,120,0,CZ_31
CZ,jihočeský kraj,2020-04-06,121,1,CZ_31
CZ,jihočeský kraj,2020-04-07,124,3,CZ_31
CZ,jihočeský kraj,2020-04-08,132,8,CZ_31
CZ,jihočeský kraj,2020-04-09,137,5,CZ_31
CZ,jihočeský kraj,2020-04-10,140,3,CZ_31
CZ,jihočeský kraj,2020-04-11,146,6,CZ_31
CZ,jihočeský kraj,2020-04-12,149,3,CZ_31
CZ,jihočeský kraj,2020-04-13,154,5,CZ_31
CZ,jihočeský kraj,2020-04-14,155,1,CZ_31
CZ,jihočeský kraj,2020-04-15,156,1,CZ_31
CZ,jihočeský kraj,2020-04-16,158,2,CZ_31
CZ,jihočeský kraj,2020-04-17,159,1,CZ_31
CZ,jihočeský kraj,2020-04-18,161,2,CZ_31
CZ,jihočeský kraj,2020-04-19,162,1,CZ_31
CZ,jihočeský kraj,2020-04-20,160,-2,CZ_31
CZ,jihočeský kraj,2020-04-21,162,2,CZ_31
CZ,jihočeský kraj,2020-04-22,164,2,CZ_31
CZ,jihočeský kraj,2020-04-23,169,5,CZ_31
CZ,jihočeský kraj,2020-04-24,169,0,CZ_31
CZ,jihočeský kraj,2020-04-25,172,3,CZ_31
CZ,jihočeský kraj,2020-04-26,173,1,CZ_31
CZ,jihočeský kraj,2020-04-27,172,-1,CZ_31
CZ,jihočeský kraj,2020-04-28,173,1,CZ_31
CZ,jihočeský kraj,2020-04-29,173,0,CZ_31
CZ,jihočeský kraj,2020-04-30,174,1,CZ_31
CZ,jihočeský kraj,2020-05-01,174,0,CZ_31
CZ,jihočeský kraj,2020-05-02,173,-1,CZ_31
CZ,jihočeský kraj,2020-05-03,173,0,CZ_31
CZ,jihočeský kraj,2020-05-04,173,0,CZ_31
CZ,jihočeský kraj,2020-05-05,173,0,CZ_31
CZ,jihočeský kraj,2020-05-06,176,3,CZ_31
CZ,jihočeský kraj,2020-05-07,179,3,CZ_31
CZ,jihočeský kraj,2020-05-08,179,0,CZ_31
CZ,jihočeský kraj,2020-05-09,179,0,CZ_31
CZ,jihočeský kraj,2020-05-10,179,0,CZ_31
CZ,jihočeský kraj,2020-05-11,179,0,CZ_31
CZ,jihočeský kraj,2020-05-12,182,3,CZ_31
CZ,jihočeský kraj,2020-05-13,181,-1,CZ_31
CZ,jihočeský kraj,2020-05-14,181,0,CZ_31
CZ,jihočeský kraj,2020-05-15,180,-1,CZ_31
CZ,jihočeský kraj,2020-05-16,180,0,CZ_31
CZ,jihočeský kraj,2020-05-17,180,0,CZ_31
CZ,jihočeský kraj,2020-05-18,180,0,CZ_31
CZ,jihočeský kraj,2020-05-19,180,0,CZ_31
CZ,jihočeský kraj,2020-05-20,181,1,CZ_31
CZ,jihočeský kraj,2020-05-21,181,0,CZ_31
CZ,jihočeský kraj,2020-05-22,181,0,CZ_31
CZ,jihočeský kraj,2020-05-23,181,0,CZ_31
CZ,jihočeský kraj,2020-05-24,181,0,CZ_31
CZ,jihočeský kraj,2020-05-25,181,0,CZ_31
CZ,jihočeský kraj,2020-05-26,181,0,CZ_31
CZ,jihočeský kraj,2020-05-27,182,1,CZ_31
CZ,jihočeský kraj,2020-05-28,185,3,CZ_31
CZ,jihočeský kraj,2020-05-29,186,1,CZ_31
CZ,jihočeský kraj,2020-05-30,186,0,CZ_31
CZ,jihočeský kraj,2020-05-31,187,1,CZ_31
CZ,jihočeský kraj,2020-06-01,187,0,CZ_31
CZ,jihočeský kraj,2020-06-02,186,-1,CZ_31
CZ,jihočeský kraj,2020-06-03,187,1,CZ_31
CZ,jihočeský kraj,2020-06-04,187,0,CZ_31
CZ,jihočeský kraj,2020-06-05,187,0,CZ_31
CZ,jihočeský kraj,2020-06-06,191,4,CZ_31
CZ,jihočeský kraj,2020-06-07,190,-1,CZ_31
CZ,jihočeský kraj,2020-06-08,190,0,CZ_31
CZ,jihočeský kraj,2020-06-09,191,1,CZ_31
CZ,jihočeský kraj,2020-06-10,191,0,CZ_31
CZ,jihočeský kraj,2020-06-11,192,1,CZ_31
CZ,jihočeský kraj,2020-06-12,192,0,CZ_31
CZ,jihočeský kraj,2020-06-13,192,0,CZ_31
CZ,jihočeský kraj,2020-06-14,192,0,CZ_31
CZ,jihočeský kraj,2020-06-15,192,0,CZ_31
CZ,jihočeský kraj,2020-06-16,192,0,CZ_31
CZ,jihočeský kraj,2020-06-17,192,0,CZ_31
CZ,jihočeský kraj,2020-06-18,192,0,CZ_31
CZ,jihočeský kraj,2020-06-19,192,0,CZ_31
CZ,jihočeský kraj,2020-06-20,192,0,CZ_31
CZ,karlovarský kraj,2020-03-13,11,,CZ_41
CZ,karlovarský kraj,2020-03-20,27,16,CZ_41
CZ,karlovarský kraj,2020-03-21,32,5,CZ_41
CZ,karlovarský kraj,2020-03-22,40,8,CZ_41
CZ,karlovarský kraj,2020-03-23,42,2,CZ_41
CZ,karlovarský kraj,2020-03-24,48,6,CZ_41
CZ,karlovarský kraj,2020-03-25,56,8,CZ_41
CZ,karlovarský kraj,2020-03-26,66,10,CZ_41
CZ,karlovarský kraj,2020-03-27,68,2,CZ_41
CZ,karlovarský kraj,2020-03-28,91,23,CZ_41
CZ,karlovarský kraj,2020-03-29,94,3,CZ_41
CZ,karlovarský kraj,2020-03-30,100,6,CZ_41
CZ,karlovarský kraj,2020-03-31,109,9,CZ_41
CZ,karlovarský kraj,2020-04-01,112,3,CZ_41
CZ,karlovarský kraj,2020-04-02,123,11,CZ_41
CZ,karlovarský kraj,2020-04-03,139,16,CZ_41
CZ,karlovarský kraj,2020-04-04,147,8,CZ_41
CZ,karlovarský kraj,2020-04-05,158,11,CZ_41
CZ,karlovarský kraj,2020-04-06,162,4,CZ_41
CZ,karlovarský kraj,2020-04-07,174,12,CZ_41
CZ,karlovarský kraj,2020-04-08,177,3,CZ_41
CZ,karlovarský kraj,2020-04-09,182,5,CZ_41
CZ,karlovarský kraj,2020-04-10,192,10,CZ_41
CZ,karlovarský kraj,2020-04-11,193,1,CZ_41
CZ,karlovarský kraj,2020-04-12,200,7,CZ_41
CZ,karlovarský kraj,2020-04-13,202,2,CZ_41
CZ,karlovarský kraj,2020-04-14,208,6,CZ_41
CZ,karlovarský kraj,2020-04-15,217,9,CZ_41
CZ,karlovarský kraj,2020-04-16,219,2,CZ_41
CZ,karlovarský kraj,2020-04-17,227,8,CZ_41
CZ,karlovarský kraj,2020-04-18,225,-2,CZ_41
CZ,karlovarský kraj,2020-04-19,240,15,CZ_41
CZ,karlovarský kraj,2020-04-20,249,9,CZ_41
CZ,karlovarský kraj,2020-04-21,263,14,CZ_41
CZ,karlovarský kraj,2020-04-22,274,11,CZ_41
CZ,karlovarský kraj,2020-04-23,289,15,CZ_41
CZ,karlovarský kraj,2020-04-24,301,12,CZ_41
CZ,karlovarský kraj,2020-04-25,331,30,CZ_41
CZ,karlovarský kraj,2020-04-26,350,19,CZ_41
CZ,karlovarský kraj,2020-04-27,351,1,CZ_41
CZ,karlovarský kraj,2020-04-28,356,5,CZ_41
CZ,karlovarský kraj,2020-04-29,358,2,CZ_41
CZ,karlovarský kraj,2020-04-30,359,1,CZ_41
CZ,karlovarský kraj,2020-05-01,369,10,CZ_41
CZ,karlovarský kraj,2020-05-02,373,4,CZ_41
CZ,karlovarský kraj,2020-05-03,381,8,CZ_41
CZ,karlovarský kraj,2020-05-04,386,5,CZ_41
CZ,karlovarský kraj,2020-05-05,410,24,CZ_41
CZ,karlovarský kraj,2020-05-06,414,4,CZ_41
CZ,karlovarský kraj,2020-05-07,420,6,CZ_41
CZ,karlovarský kraj,2020-05-08,426,6,CZ_41
CZ,karlovarský kraj,2020-05-09,427,1,CZ_41
CZ,karlovarský kraj,2020-05-10,427,0,CZ_41
CZ,karlovarský kraj,2020-05-11,430,3,CZ_41
CZ,karlovarský kraj,2020-05-12,431,1,CZ_41
CZ,karlovarský kraj,2020-05-13,435,4,CZ_41
CZ,karlovarský kraj,2020-05-14,436,1,CZ_41
CZ,karlovarský kraj,2020-05-15,435,-1,CZ_41
CZ,karlovarský kraj,2020-05-16,435,0,CZ_41
CZ,karlovarský kraj,2020-05-17,435,0,CZ_41
CZ,karlovarský kraj,2020-05-18,439,4,CZ_41
CZ,karlovarský kraj,2020-05-19,440,1,CZ_41
CZ,karlovarský kraj,2020-05-20,446,6,CZ_41
CZ,karlovarský kraj,2020-05-21,446,0,CZ_41
CZ,karlovarský kraj,2020-05-22,449,3,CZ_41
CZ,karlovarský kraj,2020-05-23,449,0,CZ_41
CZ,karlovarský kraj,2020-05-24,453,4,CZ_41
CZ,karlovarský kraj,2020-05-25,453,0,CZ_41
CZ,karlovarský kraj,2020-05-26,453,0,CZ_41
CZ,karlovarský kraj,2020-05-27,453,0,CZ_41
CZ,karlovarský kraj,2020-05-28,453,0,CZ_41
CZ,karlovarský kraj,2020-05-29,455,2,CZ_41
CZ,karlovarský kraj,2020-05-30,455,0,CZ_41
CZ,karlovarský kraj,2020-05-31,455,0,CZ_41
CZ,karlovarský kraj,2020-06-01,455,0,CZ_41
CZ,karlovarský kraj,2020-06-02,456,1,CZ_41
CZ,karlovarský kraj,2020-06-03,460,4,CZ_41
CZ,karlovarský kraj,2020-06-04,467,7,CZ_41
CZ,karlovarský kraj,2020-06-05,474,7,CZ_41
CZ,karlovarský kraj,2020-06-06,475,1,CZ_41
CZ,karlovarský kraj,2020-06-07,475,0,CZ_41
CZ,karlovarský kraj,2020-06-08,476,1,CZ_41
CZ,karlovarský kraj,2020-06-09,476,0,CZ_41
CZ,karlovarský kraj,2020-06-10,479,3,CZ_41
CZ,karlovarský kraj,2020-06-11,481,2,CZ_41
CZ,karlovarský kraj,2020-06-12,484,3,CZ_41
CZ,karlovarský kraj,2020-06-13,487,3,CZ_41
CZ,karlovarský kraj,2020-06-14,487,0,CZ_41
CZ,karlovarský kraj,2020-06-15,488,1,CZ_41
CZ,karlovarský kraj,2020-06-16,488,0,CZ_41
CZ,karlovarský kraj,2020-06-17,489,1,CZ_41
CZ,karlovarský kraj,2020-06-18,489,0,CZ_41
CZ,karlovarský kraj,2020-06-19,490,1,CZ_41
CZ,karlovarský kraj,2020-06-20,490,0,CZ_41
CZ,kraj vysočina,2020-03-13,76,,CZ_63
CZ,kraj vysočina,2020-03-20,9,-67,CZ_63
CZ,kraj vysočina,2020-03-21,9,0,CZ_63
CZ,kraj vysočina,2020-03-22,14,5,CZ_63
CZ,kraj vysočina,2020-03-23,23,9,CZ_63
CZ,kraj vysočina,2020-03-24,24,1,CZ_63
CZ,kraj vysočina,2020-03-25,29,5,CZ_63
CZ,kraj vysočina,2020-03-26,41,12,CZ_63
CZ,kraj vysočina,2020-03-27,46,5,CZ_63
CZ,kraj vysočina,2020-03-28,100,54,CZ_63
CZ,kraj vysočina,2020-03-29,102,2,CZ_63
CZ,kraj vysočina,2020-03-30,104,2,CZ_63
CZ,kraj vysočina,2020-03-31,113,9,CZ_63
CZ,kraj vysočina,2020-04-01,114,1,CZ_63
CZ,kraj vysočina,2020-04-02,123,9,CZ_63
CZ,kraj vysočina,2020-04-03,131,8,CZ_63
CZ,kraj vysočina,2020-04-04,132,1,CZ_63
CZ,kraj vysočina,2020-04-05,135,3,CZ_63
CZ,kraj vysočina,2020-04-06,136,1,CZ_63
CZ,kraj vysočina,2020-04-07,139,3,CZ_63
CZ,kraj vysočina,2020-04-08,143,4,CZ_63
CZ,kraj vysočina,2020-04-09,151,8,CZ_63
CZ,kraj vysočina,2020-04-10,158,7,CZ_63
CZ,kraj vysočina,2020-04-11,158,0,CZ_63
CZ,kraj vysočina,2020-04-12,159,1,CZ_63
CZ,kraj vysočina,2020-04-13,162,3,CZ_63
CZ,kraj vysočina,2020-04-14,164,2,CZ_63
CZ,kraj vysočina,2020-04-15,164,0,CZ_63
CZ,kraj vysočina,2020-04-16,162,-2,CZ_63
CZ,kraj vysočina,2020-04-17,163,1,CZ_63
CZ,kraj vysočina,2020-04-18,163,0,CZ_63
CZ,kraj vysočina,2020-04-19,163,0,CZ_63
CZ,kraj vysočina,2020-04-20,164,1,CZ_63
CZ,kraj vysočina,2020-04-21,166,2,CZ_63
CZ,kraj vysočina,2020-04-22,169,3,CZ_63
CZ,kraj vysočina,2020-04-23,170,1,CZ_63
CZ,kraj vysočina,2020-04-24,172,2,CZ_63
CZ,kraj vysočina,2020-04-25,172,0,CZ_63
CZ,kraj vysočina,2020-04-26,172,0,CZ_63
CZ,kraj vysočina,2020-04-27,174,2,CZ_63
CZ,kraj vysočina,2020-04-28,174,0,CZ_63
CZ,kraj vysočina,2020-04-29,175,1,CZ_63
CZ,kraj vysočina,2020-04-30,174,-1,CZ_63
CZ,kraj vysočina,2020-05-01,174,0,CZ_63
CZ,kraj vysočina,2020-05-02,175,1,CZ_63
CZ,kraj vysočina,2020-05-03,175,0,CZ_63
CZ,kraj vysočina,2020-05-04,175,0,CZ_63
CZ,kraj vysočina,2020-05-05,177,2,CZ_63
CZ,kraj vysočina,2020-05-06,176,-1,CZ_63
CZ,kraj vysočina,2020-05-07,176,0,CZ_63
CZ,kraj vysočina,2020-05-08,178,2,CZ_63
CZ,kraj vysočina,2020-05-09,178,0,CZ_63
CZ,kraj vysočina,2020-05-10,178,0,CZ_63
CZ,kraj vysočina,2020-05-11,178,0,CZ_63
CZ,kraj vysočina,2020-05-12,178,0,CZ_63
CZ,kraj vysočina,2020-05-13,179,1,CZ_63
CZ,kraj vysočina,2020-05-14,180,1,CZ_63
CZ,kraj vysočina,2020-05-15,180,0,CZ_63
CZ,kraj vysočina,2020-05-16,181,1,CZ_63
CZ,kraj vysočina,2020-05-17,181,0,CZ_63
CZ,kraj vysočina,2020-05-18,181,0,CZ_63
CZ,kraj vysočina,2020-05-19,181,0,CZ_63
CZ,kraj vysočina,2020-05-20,182,1,CZ_63
CZ,kraj vysočina,2020-05-21,184,2,CZ_63
CZ,kraj vysočina,2020-05-22,185,1,CZ_63
CZ,kraj vysočina,2020-05-23,185,0,CZ_63
CZ,kraj vysočina,2020-05-24,185,0,CZ_63
CZ,kraj vysočina,2020-05-25,185,0,CZ_63
CZ,kraj vysočina,2020-05-26,185,0,CZ_63
CZ,kraj vysočina,2020-05-27,185,0,CZ_63
CZ,kraj vysočina,2020-05-28,185,0,CZ_63
CZ,kraj vysočina,2020-05-29,186,1,CZ_63
CZ,kraj vysočina,2020-05-30,186,0,CZ_63
CZ,kraj vysočina,2020-05-31,186,0,CZ_63
CZ,kraj vysočina,2020-06-01,186,0,CZ_63
CZ,kraj vysočina,2020-06-02,187,1,CZ_63
CZ,kraj vysočina,2020-06-03,187,0,CZ_63
CZ,kraj vysočina,2020-06-04,187,0,CZ_63
CZ,kraj vysočina,2020-06-05,187,0,CZ_63
CZ,kraj vysočina,2020-06-06,187,0,CZ_63
CZ,kraj vysočina,2020-06-07,187,0,CZ_63
CZ,kraj vysočina,2020-06-08,187,0,CZ_63
CZ,kraj vysočina,2020-06-09,187,0,CZ_63
CZ,kraj vysočina,2020-06-10,187,0,CZ_63
CZ,kraj vysočina,2020-06-11,187,0,CZ_63
CZ,kraj vysočina,2020-06-12,187,0,CZ_63
CZ,kraj vysočina,2020-06-13,187,0,CZ_63
CZ,kraj vysočina,2020-06-14,187,0,CZ_63
